year,bula_h,migback,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Saxony,No migration background,Yes,0.73506,1146,1594,0.71338,0.75673
2001,Saxony,No migration background,No,0.26494,448,1594,0.24327,0.28662
2001,Saxony-Anhalt,No migration background,Yes,0.70727,685,962,0.67850,0.73604
2001,Saxony-Anhalt,No migration background,No,0.29273,277,962,0.26396,0.32150
2001,Thuringa,No migration background,Yes,0.70814,652,942,0.67909,0.73719
2001,Thuringa,No migration background,No,0.29186,290,942,0.26281,0.32091
2002,Schleswig-Holstein,No migration background,Yes,0.65694,399,633,0.61993,0.69396
2002,Schleswig-Holstein,No migration background,No,0.34306,234,633,0.30604,0.38007
2002,Schleswig-Holstein,Direct migration background,Yes,0.47680,36,36,0.31133,0.64227
2002,Hamburg,No migration background,Yes,0.65006,206,294,0.59545,0.70467
2002,Hamburg,No migration background,No,0.34994,88,294,0.29533,0.40455
2002,Lower Saxony,No migration background,Yes,0.69083,1189,1711,0.66893,0.71274
2002,Lower Saxony,No migration background,No,0.30917,522,1711,0.28726,0.33107
2002,Lower Saxony,Direct migration background,Yes,0.62558,135,212,0.56028,0.69088
2002,Lower Saxony,Direct migration background,No,0.37442,77,212,0.30912,0.43972
2002,Lower Saxony,Indirect migration background,Yes,0.59399,33,33,0.42383,0.76414
2002,Bremen,No migration background,Yes,0.74467,108,147,0.67394,0.81540
2002,Bremen,No migration background,No,0.25533,39,147,0.18460,0.32606
2002,North Rhine-Westphalia,No migration background,Yes,0.69373,2607,3849,0.67916,0.70829
2002,North Rhine-Westphalia,No migration background,No,0.30627,1242,3849,0.29171,0.32084
2002,North Rhine-Westphalia,Direct migration background,Yes,0.57976,458,764,0.54474,0.61479
2002,North Rhine-Westphalia,Direct migration background,No,0.42024,306,764,0.38521,0.45526
2002,North Rhine-Westphalia,Indirect migration background,Yes,0.54093,116,224,0.47552,0.60633
2002,North Rhine-Westphalia,Indirect migration background,No,0.45907,108,224,0.39367,0.52448
2002,Hesse,No migration background,Yes,0.66686,876,1277,0.64100,0.69272
2002,Hesse,No migration background,No,0.33314,401,1277,0.30728,0.35900
2002,Hesse,Direct migration background,Yes,0.61386,188,292,0.55792,0.66980
2002,Hesse,Direct migration background,No,0.38614,104,292,0.33020,0.44208
2002,Hesse,Indirect migration background,Yes,0.68646,44,44,0.54779,0.82513
2002,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.65420,743,1125,0.62639,0.68201
2002,"Rhineland-Palatinate, Saarland",No migration background,No,0.34580,382,1125,0.31799,0.37361
2002,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.62512,121,214,0.56011,0.69013
2002,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.37488,93,214,0.30987,0.43989
2002,Baden-Wuerttemberg,No migration background,Yes,0.68930,1352,1966,0.66884,0.70976
2002,Baden-Wuerttemberg,No migration background,No,0.31070,614,1966,0.29024,0.33116
2002,Baden-Wuerttemberg,Direct migration background,Yes,0.64199,410,623,0.60431,0.67967
2002,Baden-Wuerttemberg,Direct migration background,No,0.35801,213,623,0.32033,0.39569
2002,Baden-Wuerttemberg,Indirect migration background,Yes,0.55478,117,204,0.48641,0.62315
2002,Baden-Wuerttemberg,Indirect migration background,No,0.44522,87,204,0.37685,0.51359
2002,Bavaria,No migration background,Yes,0.69511,1899,2751,0.67790,0.71232
2002,Bavaria,No migration background,No,0.30489,852,2751,0.28768,0.32210
2002,Bavaria,Direct migration background,Yes,0.69954,278,396,0.65432,0.74475
2002,Bavaria,Direct migration background,No,0.30046,118,396,0.25525,0.34568
2002,Bavaria,Indirect migration background,Yes,0.44753,53,104,0.35150,0.54356
2002,Bavaria,Indirect migration background,No,0.55247,51,104,0.45644,0.64850
2002,Berlin,No migration background,Yes,0.70387,488,719,0.67048,0.73727
2002,Berlin,No migration background,No,0.29613,231,719,0.26273,0.32952
2002,Berlin,Direct migration background,Yes,0.77357,52,52,0.65870,0.88843
2002,Brandenburg,No migration background,Yes,0.71267,671,946,0.68382,0.74152
2002,Brandenburg,No migration background,No,0.28733,275,946,0.25848,0.31618
2002,Mecklenburg-Western Pomerania,No migration background,Yes,0.67775,341,497,0.63663,0.71888
2002,Mecklenburg-Western Pomerania,No migration background,No,0.32225,156,497,0.28112,0.36337
2002,Saxony,No migration background,Yes,0.71860,1105,1611,0.69663,0.74057
2002,Saxony,No migration background,No,0.28140,506,1611,0.25943,0.30337
2002,Saxony-Anhalt,No migration background,Yes,0.73319,672,935,0.70482,0.76155
2002,Saxony-Anhalt,No migration background,No,0.26681,263,935,0.23845,0.29518
2002,Thuringa,No migration background,Yes,0.69834,657,943,0.66903,0.72765
2002,Thuringa,No migration background,No,0.30166,286,943,0.27235,0.33097
2003,Schleswig-Holstein,No migration background,Yes,0.62164,365,591,0.58251,0.66077
2003,Schleswig-Holstein,No migration background,No,0.37836,226,591,0.33923,0.41749
2003,Schleswig-Holstein,Direct migration background,Yes,0.44815,32,32,0.27308,0.62321
2003,Hamburg,No migration background,Yes,0.69400,185,261,0.63798,0.75001
2003,Hamburg,No migration background,No,0.30600,76,261,0.24999,0.36202
2003,Lower Saxony,No migration background,Yes,0.73368,1187,1650,0.71234,0.75501
2003,Lower Saxony,No migration background,No,0.26632,463,1650,0.24499,0.28766
2003,Lower Saxony,Direct migration background,Yes,0.68804,135,207,0.62477,0.75131
2003,Lower Saxony,Direct migration background,No,0.31196,72,207,0.24869,0.37523
2003,Bremen,No migration background,Yes,0.70055,105,146,0.62600,0.77510
2003,Bremen,No migration background,No,0.29945,41,146,0.22490,0.37400
2003,North Rhine-Westphalia,No migration background,Yes,0.70874,2590,3701,0.69410,0.72338
2003,North Rhine-Westphalia,No migration background,No,0.29126,1111,3701,0.27662,0.30590
2003,North Rhine-Westphalia,Direct migration background,Yes,0.58292,414,698,0.54632,0.61953
2003,North Rhine-Westphalia,Direct migration background,No,0.41708,284,698,0.38047,0.45368
2003,North Rhine-Westphalia,Indirect migration background,Yes,0.52964,118,217,0.46308,0.59621
2003,North Rhine-Westphalia,Indirect migration background,No,0.47036,99,217,0.40379,0.53692
2003,Hesse,No migration background,Yes,0.69928,848,1178,0.67308,0.72547
2003,Hesse,No migration background,No,0.30072,330,1178,0.27453,0.32692
2003,Hesse,Direct migration background,Yes,0.65339,171,249,0.59416,0.71262
2003,Hesse,Direct migration background,No,0.34661,78,249,0.28738,0.40584
2003,Hesse,Indirect migration background,Yes,0.52615,35,66,0.40476,0.64754
2003,Hesse,Indirect migration background,No,0.47385,31,66,0.35246,0.59524
2003,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.70821,788,1115,0.68151,0.73490
2003,"Rhineland-Palatinate, Saarland",No migration background,No,0.29179,327,1115,0.26510,0.31849
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.57202,112,195,0.50240,0.64165
2003,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.42798,83,195,0.35835,0.49760
2003,Baden-Wuerttemberg,No migration background,Yes,0.69051,1290,1893,0.66968,0.71134
2003,Baden-Wuerttemberg,No migration background,No,0.30949,603,1893,0.28866,0.33032
2003,Baden-Wuerttemberg,Direct migration background,Yes,0.74894,425,586,0.71381,0.78408
2003,Baden-Wuerttemberg,Direct migration background,No,0.25106,161,586,0.21592,0.28619
2003,Baden-Wuerttemberg,Indirect migration background,Yes,0.56813,105,197,0.49878,0.63747
2003,Baden-Wuerttemberg,Indirect migration background,No,0.43187,92,197,0.36253,0.50122
2003,Bavaria,No migration background,Yes,0.70264,1800,2598,0.68506,0.72022
2003,Bavaria,No migration background,No,0.29736,798,2598,0.27978,0.31494
2003,Bavaria,Direct migration background,Yes,0.73227,275,390,0.68826,0.77627
2003,Bavaria,Direct migration background,No,0.26773,115,390,0.22373,0.31174
2003,Bavaria,Indirect migration background,Yes,0.64087,78,122,0.55539,0.72635
2003,Bavaria,Indirect migration background,No,0.35913,44,122,0.27365,0.44461
2003,Berlin,No migration background,Yes,0.72371,515,718,0.69098,0.75644
2003,Berlin,No migration background,No,0.27629,203,718,0.24356,0.30902
2003,Berlin,Direct migration background,Yes,0.65961,41,41,0.51277,0.80646
2003,Brandenburg,No migration background,Yes,0.72369,671,923,0.69483,0.75256
2003,Brandenburg,No migration background,No,0.27631,252,923,0.24744,0.30517
2003,Mecklenburg-Western Pomerania,No migration background,Yes,0.71483,366,504,0.67537,0.75429
2003,Mecklenburg-Western Pomerania,No migration background,No,0.28517,138,504,0.24571,0.32463
2003,Saxony,No migration background,Yes,0.73508,1124,1570,0.71325,0.75692
2003,Saxony,No migration background,No,0.26492,446,1570,0.24308,0.28675
2003,Saxony-Anhalt,No migration background,Yes,0.72186,637,902,0.69260,0.75112
2003,Saxony-Anhalt,No migration background,No,0.27814,265,902,0.24888,0.30740
2003,Thuringa,No migration background,Yes,0.71150,653,930,0.68237,0.74064
2003,Thuringa,No migration background,No,0.28850,277,930,0.25936,0.31763
2004,Schleswig-Holstein,No migration background,Yes,0.62105,339,592,0.58193,0.66016
2004,Schleswig-Holstein,No migration background,No,0.37895,253,592,0.33984,0.41807
2004,Schleswig-Holstein,Direct migration background,No,0.59484,35,35,0.42982,0.75986
2004,Hamburg,No migration background,Yes,0.62766,168,260,0.56878,0.68653
2004,Hamburg,No migration background,No,0.37234,92,260,0.31347,0.43122
2004,Lower Saxony,No migration background,Yes,0.71840,1152,1622,0.69650,0.74029
2004,Lower Saxony,No migration background,No,0.28160,470,1622,0.25971,0.30350
2004,Lower Saxony,Direct migration background,Yes,0.63233,130,206,0.56633,0.69834
2004,Lower Saxony,Direct migration background,No,0.36767,76,206,0.30166,0.43367
2004,Bremen,No migration background,Yes,0.71913,95,140,0.64442,0.79384
2004,Bremen,No migration background,No,0.28087,45,140,0.20616,0.35558
2004,North Rhine-Westphalia,No migration background,Yes,0.69350,2470,3619,0.67848,0.70853
2004,North Rhine-Westphalia,No migration background,No,0.30650,1149,3619,0.29147,0.32152
2004,North Rhine-Westphalia,Direct migration background,Yes,0.56631,395,681,0.52906,0.60356
2004,North Rhine-Westphalia,Direct migration background,No,0.43369,286,681,0.39644,0.47094
2004,North Rhine-Westphalia,Indirect migration background,Yes,0.48964,116,220,0.42343,0.55585
2004,North Rhine-Westphalia,Indirect migration background,No,0.51036,104,220,0.44415,0.57657
2004,Hesse,No migration background,Yes,0.66655,764,1129,0.63904,0.69406
2004,Hesse,No migration background,No,0.33345,365,1129,0.30594,0.36096
2004,Hesse,Direct migration background,Yes,0.67251,160,238,0.61277,0.73226
2004,Hesse,Direct migration background,No,0.32749,78,238,0.26774,0.38723
2004,Hesse,Indirect migration background,Yes,0.53464,35,70,0.41694,0.65233
2004,Hesse,Indirect migration background,No,0.46536,35,70,0.34767,0.58306
2004,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.67805,719,1063,0.64995,0.70615
2004,"Rhineland-Palatinate, Saarland",No migration background,No,0.32195,344,1063,0.29385,0.35005
2004,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.65279,118,192,0.58527,0.72031
2004,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.34721,74,192,0.27969,0.41473
2004,Baden-Wuerttemberg,No migration background,Yes,0.70885,1250,1835,0.68806,0.72964
2004,Baden-Wuerttemberg,No migration background,No,0.29115,585,1835,0.27036,0.31194
2004,Baden-Wuerttemberg,Direct migration background,Yes,0.71913,391,561,0.68191,0.75636
2004,Baden-Wuerttemberg,Direct migration background,No,0.28087,170,561,0.24364,0.31809
2004,Baden-Wuerttemberg,Indirect migration background,Yes,0.65857,119,202,0.59301,0.72412
2004,Baden-Wuerttemberg,Indirect migration background,No,0.34143,83,202,0.27588,0.40699
2004,Bavaria,No migration background,Yes,0.69550,1717,2532,0.67757,0.71343
2004,Bavaria,No migration background,No,0.30450,815,2532,0.28657,0.32243
2004,Bavaria,Direct migration background,Yes,0.68778,262,378,0.64101,0.73456
2004,Bavaria,Direct migration background,No,0.31222,116,378,0.26544,0.35899
2004,Bavaria,Indirect migration background,Yes,0.62947,72,127,0.54515,0.71380
2004,Bavaria,Indirect migration background,No,0.37053,55,127,0.28620,0.45485
2004,Berlin,No migration background,Yes,0.71725,500,705,0.68398,0.75052
2004,Berlin,No migration background,No,0.28275,205,705,0.24948,0.31602
2004,Berlin,Direct migration background,Yes,0.60306,38,38,0.44541,0.76071
2004,Brandenburg,No migration background,Yes,0.71535,632,885,0.68560,0.74509
2004,Brandenburg,No migration background,No,0.28465,253,885,0.25491,0.31440
2004,Mecklenburg-Western Pomerania,No migration background,Yes,0.67897,339,491,0.63763,0.72031
2004,Mecklenburg-Western Pomerania,No migration background,No,0.32103,152,491,0.27969,0.36237
2004,Saxony,No migration background,Yes,0.72347,1082,1529,0.70104,0.74589
2004,Saxony,No migration background,No,0.27653,447,1529,0.25411,0.29896
2004,Saxony-Anhalt,No migration background,Yes,0.72389,628,892,0.69453,0.75324
2004,Saxony-Anhalt,No migration background,No,0.27611,264,892,0.24676,0.30547
2004,Thuringa,No migration background,Yes,0.70108,645,920,0.67149,0.73068
2004,Thuringa,No migration background,No,0.29892,275,920,0.26932,0.32851
2005,Schleswig-Holstein,No migration background,Yes,0.61110,350,571,0.57108,0.65112
2005,Schleswig-Holstein,No migration background,No,0.38890,221,571,0.34888,0.42892
2005,Schleswig-Holstein,Direct migration background,Yes,0.49991,36,36,0.33426,0.66556
2005,Hamburg,No migration background,Yes,0.68537,182,252,0.62792,0.74282
2005,Hamburg,No migration background,No,0.31463,70,252,0.25718,0.37208
2005,Lower Saxony,No migration background,Yes,0.71965,1088,1530,0.69714,0.74217
2005,Lower Saxony,No migration background,No,0.28035,442,1530,0.25783,0.30286
2005,Lower Saxony,Direct migration background,Yes,0.65195,125,198,0.58543,0.71847
2005,Lower Saxony,Direct migration background,No,0.34805,73,198,0.28153,0.41457
2005,Bremen,No migration background,Yes,0.71650,83,124,0.63685,0.79615
2005,Bremen,No migration background,No,0.28350,41,124,0.20385,0.36315
2005,North Rhine-Westphalia,No migration background,Yes,0.71174,2457,3457,0.69664,0.72684
2005,North Rhine-Westphalia,No migration background,No,0.28826,1000,3457,0.27316,0.30336
2005,North Rhine-Westphalia,Direct migration background,Yes,0.64276,418,649,0.60587,0.67966
2005,North Rhine-Westphalia,Direct migration background,No,0.35724,231,649,0.32034,0.39413
2005,North Rhine-Westphalia,Indirect migration background,Yes,0.55996,130,236,0.49649,0.62343
2005,North Rhine-Westphalia,Indirect migration background,No,0.44004,106,236,0.37657,0.50351
2005,Hesse,No migration background,Yes,0.72923,778,1081,0.70273,0.75573
2005,Hesse,No migration background,No,0.27077,303,1081,0.24427,0.29727
2005,Hesse,Direct migration background,Yes,0.62173,144,216,0.55690,0.68655
2005,Hesse,Direct migration background,No,0.37827,72,216,0.31345,0.44310
2005,Hesse,Indirect migration background,Yes,0.62647,43,43,0.48017,0.77277
2005,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.69986,706,1010,0.67158,0.72814
2005,"Rhineland-Palatinate, Saarland",No migration background,No,0.30014,304,1010,0.27186,0.32842
2005,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.62692,110,178,0.55567,0.69817
2005,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.37308,68,178,0.30183,0.44433
2005,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.65790,31,31,0.48813,0.82767
2005,Baden-Wuerttemberg,No migration background,Yes,0.69931,1224,1762,0.67790,0.72073
2005,Baden-Wuerttemberg,No migration background,No,0.30069,538,1762,0.27927,0.32210
2005,Baden-Wuerttemberg,Direct migration background,Yes,0.73104,380,532,0.69332,0.76875
2005,Baden-Wuerttemberg,Direct migration background,No,0.26896,152,532,0.23125,0.30668
2005,Baden-Wuerttemberg,Indirect migration background,Yes,0.56232,106,213,0.49554,0.62910
2005,Baden-Wuerttemberg,Indirect migration background,No,0.43768,107,213,0.37090,0.50446
2005,Bavaria,No migration background,Yes,0.70257,1672,2423,0.68436,0.72077
2005,Bavaria,No migration background,No,0.29743,751,2423,0.27923,0.31564
2005,Bavaria,Direct migration background,Yes,0.71195,244,338,0.66360,0.76030
2005,Bavaria,Direct migration background,No,0.28805,94,338,0.23970,0.33640
2005,Bavaria,Indirect migration background,Yes,0.63132,73,122,0.54536,0.71729
2005,Bavaria,Indirect migration background,No,0.36868,49,122,0.28271,0.45464
2005,Berlin,No migration background,Yes,0.69534,457,664,0.66031,0.73038
2005,Berlin,No migration background,No,0.30466,207,664,0.26962,0.33969
2005,Berlin,Direct migration background,Yes,0.63661,33,33,0.46995,0.80326
2005,Brandenburg,No migration background,Yes,0.71495,611,858,0.68472,0.74517
2005,Brandenburg,No migration background,No,0.28505,247,858,0.25483,0.31528
2005,Mecklenburg-Western Pomerania,No migration background,Yes,0.67553,321,481,0.63364,0.71741
2005,Mecklenburg-Western Pomerania,No migration background,No,0.32447,160,481,0.28259,0.36636
2005,Saxony,No migration background,Yes,0.71330,1039,1476,0.69022,0.73638
2005,Saxony,No migration background,No,0.28670,437,1476,0.26362,0.30978
2005,Saxony-Anhalt,No migration background,Yes,0.73073,609,864,0.70113,0.76033
2005,Saxony-Anhalt,No migration background,No,0.26927,255,864,0.23967,0.29887
2005,Thuringa,No migration background,Yes,0.70532,621,866,0.67494,0.73571
2005,Thuringa,No migration background,No,0.29468,245,866,0.26429,0.32506
2006,Schleswig-Holstein,No migration background,Yes,0.72393,424,604,0.68825,0.75961
2006,Schleswig-Holstein,No migration background,No,0.27607,180,604,0.24039,0.31175
2006,Hamburg,No migration background,Yes,0.68777,178,264,0.63177,0.74378
2006,Hamburg,No migration background,No,0.31223,86,264,0.25622,0.36823
2006,Lower Saxony,No migration background,Yes,0.69669,1191,1718,0.67495,0.71843
2006,Lower Saxony,No migration background,No,0.30331,527,1718,0.28157,0.32505
2006,Lower Saxony,Direct migration background,Yes,0.59526,117,195,0.52619,0.66434
2006,Lower Saxony,Direct migration background,No,0.40474,78,195,0.33566,0.47381
2006,Bremen,No migration background,Yes,0.59679,77,128,0.51147,0.68210
2006,Bremen,No migration background,No,0.40321,51,128,0.31790,0.48853
2006,North Rhine-Westphalia,No migration background,Yes,0.69238,2549,3653,0.67741,0.70735
2006,North Rhine-Westphalia,No migration background,No,0.30762,1104,3653,0.29265,0.32259
2006,North Rhine-Westphalia,Direct migration background,Yes,0.58597,399,656,0.54825,0.62369
2006,North Rhine-Westphalia,Direct migration background,No,0.41403,257,656,0.37631,0.45175
2006,North Rhine-Westphalia,Indirect migration background,Yes,0.53989,129,229,0.47520,0.60459
2006,North Rhine-Westphalia,Indirect migration background,No,0.46011,100,229,0.39541,0.52480
2006,Hesse,No migration background,Yes,0.72322,856,1190,0.69779,0.74865
2006,Hesse,No migration background,No,0.27678,334,1190,0.25135,0.30221
2006,Hesse,Direct migration background,Yes,0.66869,146,217,0.60591,0.73146
2006,Hesse,Direct migration background,No,0.33131,71,217,0.26854,0.39409
2006,Hesse,Indirect migration background,Yes,0.59044,44,44,0.44345,0.73742
2006,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.69271,717,1058,0.66490,0.72053
2006,"Rhineland-Palatinate, Saarland",No migration background,No,0.30729,341,1058,0.27947,0.33510
2006,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.58239,111,180,0.51014,0.65464
2006,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.41761,69,180,0.34536,0.48986
2006,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.80279,40,40,0.67791,0.92767
2006,Baden-Wuerttemberg,No migration background,Yes,0.70071,1357,1990,0.68058,0.72083
2006,Baden-Wuerttemberg,No migration background,No,0.29929,633,1990,0.27917,0.31942
2006,Baden-Wuerttemberg,Direct migration background,Yes,0.64935,345,519,0.60826,0.69044
2006,Baden-Wuerttemberg,Direct migration background,No,0.35065,174,519,0.30956,0.39174
2006,Baden-Wuerttemberg,Indirect migration background,Yes,0.63321,123,204,0.56691,0.69951
2006,Baden-Wuerttemberg,Indirect migration background,No,0.36679,81,204,0.30049,0.43309
2006,Bavaria,No migration background,Yes,0.69795,1834,2663,0.68051,0.71539
2006,Bavaria,No migration background,No,0.30205,829,2663,0.28461,0.31949
2006,Bavaria,Direct migration background,Yes,0.75071,250,349,0.70525,0.79616
2006,Bavaria,Direct migration background,No,0.24929,99,349,0.20384,0.29475
2006,Bavaria,Indirect migration background,Yes,0.63159,79,122,0.54564,0.71754
2006,Bavaria,Indirect migration background,No,0.36841,43,122,0.28246,0.45436
2006,Berlin,No migration background,Yes,0.69793,479,685,0.66352,0.73234
2006,Berlin,No migration background,No,0.30207,206,685,0.26766,0.33648
2006,Berlin,Direct migration background,Yes,0.73162,43,43,0.59761,0.86563
2006,Brandenburg,No migration background,Yes,0.67628,640,912,0.64590,0.70667
2006,Brandenburg,No migration background,No,0.32372,272,912,0.29333,0.35410
2006,Mecklenburg-Western Pomerania,No migration background,Yes,0.68365,364,531,0.64406,0.72325
2006,Mecklenburg-Western Pomerania,No migration background,No,0.31635,167,531,0.27675,0.35594
2006,Saxony,No migration background,Yes,0.69052,1070,1541,0.66743,0.71361
2006,Saxony,No migration background,No,0.30948,471,1541,0.28639,0.33257
2006,Saxony-Anhalt,No migration background,Yes,0.68696,588,877,0.65625,0.71767
2006,Saxony-Anhalt,No migration background,No,0.31304,289,877,0.28233,0.34375
2006,Thuringa,No migration background,Yes,0.69794,637,924,0.66832,0.72756
2006,Thuringa,No migration background,No,0.30206,287,924,0.27244,0.33168
2007,Schleswig-Holstein,No migration background,Yes,0.69387,389,553,0.65542,0.73231
2007,Schleswig-Holstein,No migration background,No,0.30613,164,553,0.26769,0.34458
2007,Hamburg,No migration background,Yes,0.74562,195,257,0.69227,0.79897
2007,Hamburg,No migration background,No,0.25438,62,257,0.20103,0.30773
2007,Lower Saxony,No migration background,Yes,0.71607,1146,1594,0.69393,0.73821
2007,Lower Saxony,No migration background,No,0.28393,448,1594,0.26179,0.30607
2007,Lower Saxony,Direct migration background,Yes,0.63513,120,175,0.56360,0.70666
2007,Lower Saxony,Direct migration background,No,0.36487,55,175,0.29334,0.43640
2007,Lower Saxony,Indirect migration background,Yes,0.38521,31,31,0.21106,0.55935
2007,Bremen,No migration background,Yes,0.68894,94,131,0.60936,0.76852
2007,Bremen,No migration background,No,0.31106,37,131,0.23148,0.39064
2007,North Rhine-Westphalia,No migration background,Yes,0.72037,2414,3401,0.70528,0.73546
2007,North Rhine-Westphalia,No migration background,No,0.27963,987,3401,0.26454,0.29472
2007,North Rhine-Westphalia,Direct migration background,Yes,0.59275,355,568,0.55231,0.63319
2007,North Rhine-Westphalia,Direct migration background,No,0.40725,213,568,0.36681,0.44769
2007,North Rhine-Westphalia,Indirect migration background,Yes,0.57940,134,215,0.51326,0.64554
2007,North Rhine-Westphalia,Indirect migration background,No,0.42060,81,215,0.35446,0.48674
2007,Hesse,No migration background,Yes,0.70762,801,1116,0.68093,0.73432
2007,Hesse,No migration background,No,0.29238,315,1116,0.26568,0.31907
2007,Hesse,Direct migration background,Yes,0.71543,140,193,0.65161,0.77925
2007,Hesse,Direct migration background,No,0.28457,53,193,0.22075,0.34839
2007,Hesse,Indirect migration background,Yes,0.61734,45,45,0.47372,0.76095
2007,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.69655,659,970,0.66760,0.72550
2007,"Rhineland-Palatinate, Saarland",No migration background,No,0.30345,311,970,0.27450,0.33240
2007,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.61114,96,149,0.53260,0.68968
2007,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.38886,53,149,0.31032,0.46740
2007,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.67493,31,31,0.50731,0.84254
2007,Baden-Wuerttemberg,No migration background,Yes,0.70830,1274,1823,0.68743,0.72918
2007,Baden-Wuerttemberg,No migration background,No,0.29170,549,1823,0.27082,0.31257
2007,Baden-Wuerttemberg,Direct migration background,Yes,0.70588,343,467,0.66451,0.74726
2007,Baden-Wuerttemberg,Direct migration background,No,0.29412,124,467,0.25274,0.33549
2007,Baden-Wuerttemberg,Indirect migration background,Yes,0.67347,113,189,0.60644,0.74051
2007,Baden-Wuerttemberg,Indirect migration background,No,0.32653,76,189,0.25949,0.39356
2007,Bavaria,No migration background,Yes,0.73024,1791,2495,0.71282,0.74766
2007,Bavaria,No migration background,No,0.26976,704,2495,0.25234,0.28718
2007,Bavaria,Direct migration background,Yes,0.73465,241,331,0.68701,0.78228
2007,Bavaria,Direct migration background,No,0.26535,90,331,0.21772,0.31299
2007,Bavaria,Indirect migration background,Yes,0.59640,72,116,0.50673,0.68607
2007,Bavaria,Indirect migration background,No,0.40360,44,116,0.31393,0.49327
2007,Berlin,No migration background,Yes,0.72503,480,662,0.69099,0.75907
2007,Berlin,No migration background,No,0.27497,182,662,0.24093,0.30901
2007,Berlin,Direct migration background,Yes,0.60592,34,34,0.43920,0.77265
2007,Brandenburg,No migration background,Yes,0.73013,620,834,0.69999,0.76028
2007,Brandenburg,No migration background,No,0.26987,214,834,0.23972,0.30001
2007,Mecklenburg-Western Pomerania,No migration background,Yes,0.70462,355,494,0.66435,0.74489
2007,Mecklenburg-Western Pomerania,No migration background,No,0.29538,139,494,0.25511,0.33565
2007,Saxony,No migration background,Yes,0.70693,1021,1473,0.68368,0.73018
2007,Saxony,No migration background,No,0.29307,452,1473,0.26982,0.31632
2007,Saxony-Anhalt,No migration background,Yes,0.68077,579,841,0.64925,0.71230
2007,Saxony-Anhalt,No migration background,No,0.31923,262,841,0.28770,0.35075
2007,Thuringa,No migration background,Yes,0.68719,614,884,0.65661,0.71777
2007,Thuringa,No migration background,No,0.31281,270,884,0.28223,0.34339
2008,Schleswig-Holstein,No migration background,Yes,0.69166,361,498,0.65105,0.73226
2008,Schleswig-Holstein,No migration background,No,0.30834,137,498,0.26774,0.34895
2008,Schleswig-Holstein,Direct migration background,Yes,0.67846,31,31,0.51132,0.84560
2008,Hamburg,No migration background,Yes,0.72208,182,247,0.66610,0.77806
2008,Hamburg,No migration background,No,0.27792,65,247,0.22194,0.33390
2008,Lower Saxony,No migration background,Yes,0.71917,1112,1538,0.69670,0.74164
2008,Lower Saxony,No migration background,No,0.28083,426,1538,0.25836,0.30330
2008,Lower Saxony,Direct migration background,Yes,0.65971,103,148,0.58311,0.73630
2008,Lower Saxony,Direct migration background,No,0.34029,45,148,0.26370,0.41689
2008,Bremen,No migration background,Yes,0.78998,92,125,0.71828,0.86167
2008,Bremen,No migration background,No,0.21002,33,125,0.13833,0.28172
2008,North Rhine-Westphalia,No migration background,Yes,0.69452,2246,3188,0.67853,0.71051
2008,North Rhine-Westphalia,No migration background,No,0.30548,942,3188,0.28949,0.32147
2008,North Rhine-Westphalia,Direct migration background,Yes,0.57846,307,512,0.53565,0.62128
2008,North Rhine-Westphalia,Direct migration background,No,0.42154,205,512,0.37872,0.46435
2008,North Rhine-Westphalia,Indirect migration background,Yes,0.61946,129,211,0.55379,0.68513
2008,North Rhine-Westphalia,Indirect migration background,No,0.38054,82,211,0.31487,0.44621
2008,Hesse,No migration background,Yes,0.73342,779,1060,0.70679,0.76005
2008,Hesse,No migration background,No,0.26658,281,1060,0.23995,0.29321
2008,Hesse,Direct migration background,Yes,0.75240,125,182,0.68952,0.81528
2008,Hesse,Direct migration background,No,0.24760,57,182,0.18472,0.31048
2008,Hesse,Indirect migration background,Yes,0.65384,41,41,0.50640,0.80127
2008,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.73441,650,900,0.70554,0.76328
2008,"Rhineland-Palatinate, Saarland",No migration background,No,0.26559,250,900,0.23672,0.29446
2008,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.62732,88,140,0.54694,0.70770
