,Unnamed: 0,year,bula_h,doctoryn,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
711,711,2012,Schleswig-Holstein,No,0.29837,288,27531,0.26435,0.33426
712,712,2012,Hamburg,Yes,0.76905,323,27531,0.68539,0.86225
713,713,2012,Hamburg,No,0.23095,113,27531,0.17884,0.27045
714,714,2012,Lower Saxony,Yes,0.73112,1850,27531,0.69565,0.764
715,715,2012,Lower Saxony,No,0.26888,708,27531,0.24764,0.28853
716,716,2012,Bremen,Yes,0.68957,131,27531,0.57878,0.801
717,717,2012,Bremen,No,0.31043,64,27531,0.21341,0.41402
718,718,2012,North Rhine-Westphalia,Yes,0.70072,3847,27531,0.67792,0.72195
719,719,2012,North Rhine-Westphalia,No,0.29928,1673,27531,0.28249,0.31935
720,720,2012,Hesse,Yes,0.73355,1382,27531,0.69471,0.76652
721,721,2012,Hesse,No,0.26645,515,27531,0.24365,0.29091
722,722,2012,"Rhineland-Palatinate, Saarland",Yes,0.67969,1083,27531,0.6425,0.72149
723,723,2012,"Rhineland-Palatinate, Saarland",No,0.32031,480,27531,0.28714,0.35531
724,724,2012,Baden-Wuerttemberg,Yes,0.70177,2321,27531,0.66747,0.73154
725,725,2012,Baden-Wuerttemberg,No,0.29823,1010,27531,0.27711,0.3218
726,726,2012,Bavaria,Yes,0.71263,3034,27531,0.68295,0.7385
727,727,2012,Bavaria,No,0.28737,1305,27531,0.27039,0.31028
728,728,2012,Berlin,Yes,0.77321,770,27531,0.72563,0.82615
729,729,2012,Berlin,No,0.22679,264,27531,0.20316,0.25929
730,730,2012,Brandenburg,Yes,0.72349,766,27531,0.66472,0.77604
731,731,2012,Brandenburg,No,0.27651,328,27531,0.24194,0.30616
732,732,2012,Mecklenburg-Western Pomerania,Yes,0.7242,462,27531,0.66689,0.79077
733,733,2012,Mecklenburg-Western Pomerania,No,0.2758,177,27531,0.23564,0.32127
734,734,2012,Saxony,Yes,0.72263,1319,27531,0.67796,0.75707
735,735,2012,Saxony,No,0.27737,513,27531,0.24778,0.30931
736,736,2012,Saxony-Anhalt,Yes,0.74661,746,27531,0.69657,0.81691
737,737,2012,Saxony-Anhalt,No,0.25339,288,27531,0.22271,0.28693
738,738,2012,Thuringa,Yes,0.72529,766,27531,0.67888,0.77984
739,739,2012,Thuringa,No,0.27471,309,27531,0.2443,0.30734
740,740,2013,Schleswig-Holstein,Yes,0.77892,701,25645,0.71356,0.84704
741,741,2013,Schleswig-Holstein,No,0.22108,214,25645,0.19309,0.26196
742,742,2013,Hamburg,Yes,0.70673,290,25645,0.63516,0.79317
743,743,2013,Hamburg,No,0.29327,118,25645,0.22673,0.36358
744,744,2013,Lower Saxony,Yes,0.77129,1834,25645,0.7327,0.80882
745,745,2013,Lower Saxony,No,0.22871,644,25645,0.21152,0.24622
746,746,2013,Bremen,Yes,0.77594,131,25645,0.60714,0.97973
747,747,2013,Bremen,No,0.22406,52,25645,0.15889,0.2948
748,748,2013,North Rhine-Westphalia,Yes,0.7539,3725,25645,0.72561,0.77961
749,749,2013,North Rhine-Westphalia,No,0.2461,1402,25645,0.2329,0.26219
750,750,2013,Hesse,Yes,0.7599,1299,25645,0.71789,0.80086
751,751,2013,Hesse,No,0.2401,464,25645,0.21217,0.26675
752,752,2013,"Rhineland-Palatinate, Saarland",Yes,0.70228,1007,25645,0.66905,0.74586
753,753,2013,"Rhineland-Palatinate, Saarland",No,0.29772,434,25645,0.26596,0.33455
754,754,2013,Baden-Wuerttemberg,Yes,0.73185,2151,25645,0.69458,0.76835
755,755,2013,Baden-Wuerttemberg,No,0.26815,872,25645,0.24636,0.28639
756,756,2013,Bavaria,Yes,0.74288,2917,25645,0.71237,0.76755
757,757,2013,Bavaria,No,0.25712,1126,25645,0.24012,0.27513
758,758,2013,Berlin,Yes,0.78235,737,25645,0.72674,0.83734
759,759,2013,Berlin,No,0.21765,249,25645,0.19172,0.24437
760,760,2013,Brandenburg,Yes,0.74198,741,25645,0.68681,0.80189
761,761,2013,Brandenburg,No,0.25802,282,25645,0.22218,0.30321
762,762,2013,Mecklenburg-Western Pomerania,Yes,0.76487,452,25645,0.69427,0.83686
763,763,2013,Mecklenburg-Western Pomerania,No,0.23513,134,25645,0.19259,0.28293
764,764,2013,Saxony,Yes,0.72828,1234,25645,0.68689,0.77758
765,765,2013,Saxony,No,0.27172,471,25645,0.24585,0.3021
766,766,2013,Saxony-Anhalt,Yes,0.69998,701,25645,0.64403,0.7453
767,767,2013,Saxony-Anhalt,No,0.30002,265,25645,0.25074,0.33986
768,768,2013,Thuringa,Yes,0.73577,731,25645,0.67977,0.78714
769,769,2013,Thuringa,No,0.26423,267,25645,0.23472,0.30215
770,770,2014,Schleswig-Holstein,Yes,0.75219,676,26980,0.69103,0.81786
771,771,2014,Schleswig-Holstein,No,0.24781,251,26980,0.21404,0.28394
772,772,2014,Hamburg,Yes,0.71324,297,26980,0.63054,0.79588
773,773,2014,Hamburg,No,0.28676,144,26980,0.23156,0.35303
774,774,2014,Lower Saxony,Yes,0.71847,1847,26980,0.68351,0.75636
775,775,2014,Lower Saxony,No,0.28153,751,26980,0.2583,0.30707
776,776,2014,Bremen,Yes,0.67302,151,26980,0.5515,0.81597
777,777,2014,Bremen,No,0.32698,62,26980,0.22993,0.43856
778,778,2014,North Rhine-Westphalia,Yes,0.72089,3920,26980,0.69559,0.74909
779,779,2014,North Rhine-Westphalia,No,0.27911,1698,26980,0.26209,0.29552
780,780,2014,Hesse,Yes,0.70741,1327,26980,0.66663,0.73987
781,781,2014,Hesse,No,0.29259,550,26980,0.25844,0.32109
782,782,2014,"Rhineland-Palatinate, Saarland",Yes,0.68185,1061,26980,0.64371,0.72022
783,783,2014,"Rhineland-Palatinate, Saarland",No,0.31815,518,26980,0.28691,0.35165
784,784,2014,Baden-Wuerttemberg,Yes,0.68675,2166,26980,0.65225,0.72075
785,785,2014,Baden-Wuerttemberg,No,0.31325,1047,26980,0.29398,0.33731
786,786,2014,Bavaria,Yes,0.7147,3071,26980,0.68914,0.74576
787,787,2014,Bavaria,No,0.2853,1318,26980,0.26768,0.30561
788,788,2014,Berlin,Yes,0.7358,709,26980,0.69012,0.79185
789,789,2014,Berlin,No,0.2642,279,26980,0.23702,0.30214
790,790,2014,Brandenburg,Yes,0.74829,750,26980,0.68282,0.8073
791,791,2014,Brandenburg,No,0.25171,270,26980,0.21951,0.2811
792,792,2014,Mecklenburg-Western Pomerania,Yes,0.75307,405,26980,0.6858,0.83179
793,793,2014,Mecklenburg-Western Pomerania,No,0.24693,151,26980,0.20537,0.30222
794,794,2014,Saxony,Yes,0.7447,1181,26980,0.69389,0.79892
795,795,2014,Saxony,No,0.2553,427,26980,0.22755,0.28468
796,796,2014,Saxony-Anhalt,Yes,0.71786,675,26980,0.66348,0.76839
797,797,2014,Saxony-Anhalt,No,0.28214,289,26980,0.2416,0.32977
798,798,2014,Thuringa,Yes,0.73368,719,26980,0.67901,0.79423
799,799,2014,Thuringa,No,0.26632,270,26980,0.2304,0.3055
800,800,2015,Schleswig-Holstein,Yes,0.73047,622,24960,0.66652,0.8026
801,801,2015,Schleswig-Holstein,No,0.26953,251,24960,0.23331,0.31476
802,802,2015,Hamburg,Yes,0.75151,304,24960,0.66199,0.84136
803,803,2015,Hamburg,No,0.24849,121,24960,0.18041,0.31229
804,804,2015,Lower Saxony,Yes,0.74603,1724,24960,0.70928,0.78771
805,805,2015,Lower Saxony,No,0.25397,690,24960,0.2294,0.27604
806,806,2015,Bremen,Yes,0.76811,121,24960,0.61153,0.92677
807,807,2015,Bremen,No,0.23189,51,24960,0.15568,0.33644
808,808,2015,North Rhine-Westphalia,Yes,0.70972,3599,24960,0.68398,0.73519
809,809,2015,North Rhine-Westphalia,No,0.29028,1550,24960,0.27234,0.30839
810,810,2015,Hesse,Yes,0.73489,1217,24960,0.68782,0.78573
811,811,2015,Hesse,No,0.26511,483,24960,0.23812,0.29002
812,812,2015,"Rhineland-Palatinate, Saarland",Yes,0.72333,1040,24960,0.68014,0.7661
813,813,2015,"Rhineland-Palatinate, Saarland",No,0.27667,448,24960,0.24908,0.31341
814,814,2015,Baden-Wuerttemberg,Yes,0.70251,2029,24960,0.6678,0.73892
815,815,2015,Baden-Wuerttemberg,No,0.29749,947,24960,0.27385,0.32052
816,816,2015,Bavaria,Yes,0.71753,2796,24960,0.6895,0.75085
817,817,2015,Bavaria,No,0.28247,1221,24960,0.26202,0.30268
818,818,2015,Berlin,Yes,0.74591,660,24960,0.69913,0.7994
819,819,2015,Berlin,No,0.25409,250,24960,0.22321,0.28649
820,820,2015,Brandenburg,Yes,0.72669,720,24960,0.66225,0.77851
821,821,2015,Brandenburg,No,0.27331,263,24960,0.23664,0.31505
822,822,2015,Mecklenburg-Western Pomerania,Yes,0.70303,400,24960,0.63267,0.7775
823,823,2015,Mecklenburg-Western Pomerania,No,0.29697,153,24960,0.24196,0.37324
824,824,2015,Saxony,Yes,0.7287,1089,24960,0.68374,0.78058
825,825,2015,Saxony,No,0.2713,415,24960,0.23878,0.30177
826,826,2015,Saxony-Anhalt,Yes,0.71518,629,24960,0.66189,0.77136
827,827,2015,Saxony-Anhalt,No,0.28482,252,24960,0.24067,0.33479
828,828,2015,Thuringa,Yes,0.72419,656,24960,0.66182,0.79845
829,829,2015,Thuringa,No,0.27581,259,24960,0.2376,0.30835
830,830,2016,Schleswig-Holstein,Yes,0.71151,552,24055,0.63673,0.78041
831,831,2016,Schleswig-Holstein,No,0.28849,265,24055,0.25326,0.32488
832,832,2016,Hamburg,Yes,0.69744,290,24055,0.61798,0.77724
833,833,2016,Hamburg,No,0.30256,133,24055,0.24929,0.36995
834,834,2016,Lower Saxony,Yes,0.73699,1674,24055,0.6932,0.77917
835,835,2016,Lower Saxony,No,0.26301,684,24055,0.23642,0.28945
836,836,2016,Bremen,Yes,0.81339,125,24055,0.65612,1.03428
837,837,2016,Bremen,No,0.18661,51,24055,0.12708,0.23744
838,838,2016,North Rhine-Westphalia,Yes,0.71437,3509,24055,0.68598,0.74129
839,839,2016,North Rhine-Westphalia,No,0.28563,1510,24055,0.26506,0.30182
840,840,2016,Hesse,Yes,0.75006,1147,24055,0.70634,0.7989
841,841,2016,Hesse,No,0.24994,450,24055,0.22182,0.27842
842,842,2016,"Rhineland-Palatinate, Saarland",Yes,0.68167,970,24055,0.639,0.72909
843,843,2016,"Rhineland-Palatinate, Saarland",No,0.31833,503,24055,0.28545,0.35259
844,844,2016,Baden-Wuerttemberg,Yes,0.68714,1890,24055,0.65662,0.72696
845,845,2016,Baden-Wuerttemberg,No,0.31286,940,24055,0.28898,0.34074
846,846,2016,Bavaria,Yes,0.69086,2609,24055,0.65753,0.71995
847,847,2016,Bavaria,No,0.30914,1243,24055,0.28673,0.33084
848,848,2016,Berlin,Yes,0.73687,657,24055,0.67871,0.79935
849,849,2016,Berlin,No,0.26313,247,24055,0.23026,0.30126
850,850,2016,Brandenburg,Yes,0.75405,701,24055,0.69642,0.81595
851,851,2016,Brandenburg,No,0.24595,234,24055,0.20444,0.29462
852,852,2016,Mecklenburg-Western Pomerania,Yes,0.71046,371,24055,0.64539,0.79006
853,853,2016,Mecklenburg-Western Pomerania,No,0.28954,140,24055,0.23444,0.33824
854,854,2016,Saxony,Yes,0.70857,1022,24055,0.66146,0.76415
855,855,2016,Saxony,No,0.29143,417,24055,0.26339,0.3299
856,856,2016,Saxony-Anhalt,Yes,0.6822,574,24055,0.63097,0.73836
857,857,2016,Saxony-Anhalt,No,0.3178,255,24055,0.26586,0.37418
858,858,2016,Thuringa,Yes,0.70018,640,24055,0.63781,0.75838
859,859,2016,Thuringa,No,0.29982,252,24055,0.24664,0.35125
860,860,2017,Schleswig-Holstein,Yes,0.73534,670,26344,0.67287,0.77902
861,861,2017,Schleswig-Holstein,No,0.26466,275,26344,0.22953,0.30001
862,862,2017,Hamburg,Yes,0.76134,335,26344,0.67119,0.85076
863,863,2017,Hamburg,No,0.23866,126,26344,0.19782,0.28264
864,864,2017,Lower Saxony,Yes,0.76731,1959,26344,0.73431,0.80868
865,865,2017,Lower Saxony,No,0.23269,718,26344,0.215,0.25877
866,866,2017,Bremen,Yes,0.73372,152,26344,0.57383,0.87507
867,867,2017,Bremen,No,0.26628,65,26344,0.20322,0.33143
868,868,2017,North Rhine-Westphalia,Yes,0.71872,3931,26344,0.69412,0.74219
869,869,2017,North Rhine-Westphalia,No,0.28128,1540,26344,0.26608,0.29724
870,870,2017,Hesse,Yes,0.74737,1291,26344,0.70568,0.78898
871,871,2017,Hesse,No,0.25263,477,26344,0.22499,0.27825
872,872,2017,"Rhineland-Palatinate, Saarland",Yes,0.73355,1078,26344,0.692,0.76722
873,873,2017,"Rhineland-Palatinate, Saarland",No,0.26645,434,26344,0.23555,0.29362
874,874,2017,Baden-Wuerttemberg,Yes,0.70959,2095,26344,0.67631,0.73983
875,875,2017,Baden-Wuerttemberg,No,0.29041,900,26344,0.26939,0.31481
876,876,2017,Bavaria,Yes,0.71171,2920,26344,0.68587,0.74194
877,877,2017,Bavaria,No,0.28829,1248,26344,0.26934,0.30745
878,878,2017,Berlin,Yes,0.75072,718,26344,0.70141,0.81062
879,879,2017,Berlin,No,0.24928,266,26344,0.21841,0.28361
880,880,2017,Brandenburg,Yes,0.78087,779,26344,0.7216,0.85167
881,881,2017,Brandenburg,No,0.21913,249,26344,0.19235,0.25532
882,882,2017,Mecklenburg-Western Pomerania,Yes,0.72018,412,26344,0.6603,0.79374
883,883,2017,Mecklenburg-Western Pomerania,No,0.27982,160,26344,0.23017,0.34404
884,884,2017,Saxony,Yes,0.75871,1204,26344,0.71384,0.79985
885,885,2017,Saxony,No,0.24129,448,26344,0.21378,0.2659
886,886,2017,Saxony-Anhalt,Yes,0.7254,671,26344,0.67836,0.78852
887,887,2017,Saxony-Anhalt,No,0.2746,248,26344,0.23291,0.32379
888,888,2017,Thuringa,Yes,0.74628,708,26344,0.69169,0.81644
889,889,2017,Thuringa,No,0.25372,267,26344,0.22577,0.28422
890,890,2018,Schleswig-Holstein,Yes,0.72076,647,25504,0.66,0.77406
891,891,2018,Schleswig-Holstein,No,0.27924,275,25504,0.24392,0.3153
892,892,2018,Hamburg,Yes,0.69834,336,25504,0.61506,0.77217
893,893,2018,Hamburg,No,0.30166,148,25504,0.24904,0.36459
894,894,2018,Lower Saxony,Yes,0.75076,1828,25504,0.71485,0.78976
895,895,2018,Lower Saxony,No,0.24924,695,25504,0.22445,0.2695
896,896,2018,Bremen,Yes,0.76356,160,25504,0.58486,0.91669
897,897,2018,Bremen,No,0.23644,64,25504,0.16875,0.32429
898,898,2018,North Rhine-Westphalia,Yes,0.72889,3855,25504,0.70605,0.75367
899,899,2018,North Rhine-Westphalia,No,0.27111,1529,25504,0.25402,0.28682
900,900,2018,Hesse,Yes,0.69546,1194,25504,0.65262,0.73178
901,901,2018,Hesse,No,0.30454,496,25504,0.27073,0.33668
902,902,2018,"Rhineland-Palatinate, Saarland",Yes,0.74006,1054,25504,0.69582,0.78816
903,903,2018,"Rhineland-Palatinate, Saarland",No,0.25994,414,25504,0.2296,0.28783
904,904,2018,Baden-Wuerttemberg,Yes,0.7109,1951,25504,0.67967,0.74547
905,905,2018,Baden-Wuerttemberg,No,0.2891,825,25504,0.26582,0.31399
906,906,2018,Bavaria,Yes,0.70763,2809,25504,0.67586,0.73775
907,907,2018,Bavaria,No,0.29237,1153,25504,0.27344,0.31089
908,908,2018,Berlin,Yes,0.75746,724,25504,0.69733,0.81857
909,909,2018,Berlin,No,0.24254,266,25504,0.21718,0.26856
910,910,2018,Brandenburg,Yes,0.76408,779,25504,0.69849,0.81292
911,911,2018,Brandenburg,No,0.23592,250,25504,0.19642,0.27511
912,912,2018,Mecklenburg-Western Pomerania,Yes,0.72081,425,25504,0.65172,0.79498
913,913,2018,Mecklenburg-Western Pomerania,No,0.27919,169,25504,0.22797,0.33001
914,914,2018,Saxony,Yes,0.72047,1171,25504,0.67602,0.76511
915,915,2018,Saxony,No,0.27953,442,25504,0.24785,0.30803
916,916,2018,Saxony-Anhalt,Yes,0.75299,673,25504,0.69155,0.80845
917,917,2018,Saxony-Anhalt,No,0.24701,237,25504,0.2086,0.29258
918,918,2018,Thuringa,Yes,0.70243,685,25504,0.63546,0.76298
919,919,2018,Thuringa,No,0.29757,250,25504,0.24955,0.34809
920,920,2019,Schleswig-Holstein,Yes,0.76407,693,25654,0.70034,0.84872
921,921,2019,Schleswig-Holstein,No,0.23593,259,25654,0.20235,0.27074
922,922,2019,Hamburg,Yes,0.76035,397,25654,0.66572,0.85482
923,923,2019,Hamburg,No,0.23965,130,25654,0.19703,0.30172
924,924,2019,Lower Saxony,Yes,0.75389,1796,25654,0.71708,0.79576
925,925,2019,Lower Saxony,No,0.24611,692,25654,0.22583,0.27037
926,926,2019,Bremen,Yes,0.79822,171,25654,0.67332,0.9516
927,927,2019,Bremen,No,0.20178,48,25654,0.1307,0.27465
928,928,2019,North Rhine-Westphalia,Yes,0.73042,3924,25654,0.70273,0.75916
929,929,2019,North Rhine-Westphalia,No,0.26958,1469,25654,0.25372,0.28786
930,930,2019,Hesse,Yes,0.71377,1232,25654,0.67146,0.7675
931,931,2019,Hesse,No,0.28623,477,25654,0.24789,0.32422
932,932,2019,"Rhineland-Palatinate, Saarland",Yes,0.76516,1055,25654,0.71486,0.81663
933,933,2019,"Rhineland-Palatinate, Saarland",No,0.23484,407,25654,0.20436,0.27727
934,934,2019,Baden-Wuerttemberg,Yes,0.71784,1938,25654,0.68248,0.75145
935,935,2019,Baden-Wuerttemberg,No,0.28216,852,25654,0.26367,0.30497
936,936,2019,Bavaria,Yes,0.72293,2784,25654,0.68628,0.75956
937,937,2019,Bavaria,No,0.27707,1155,25654,0.25601,0.29906
938,938,2019,Berlin,Yes,0.72199,740,25654,0.67035,0.78278
939,939,2019,Berlin,No,0.27801,284,25654,0.23588,0.314
940,940,2019,Brandenburg,Yes,0.7377,803,25654,0.6754,0.80037
941,941,2019,Brandenburg,No,0.2623,307,25654,0.22172,0.29416
942,942,2019,Mecklenburg-Western Pomerania,Yes,0.7718,458,25654,0.6929,0.8635
943,943,2019,Mecklenburg-Western Pomerania,No,0.2282,150,25654,0.17024,0.29246
944,944,2019,Saxony,Yes,0.72902,1150,25654,0.68325,0.78788
945,945,2019,Saxony,No,0.27098,481,25654,0.23846,0.30995
946,946,2019,Saxony-Anhalt,Yes,0.74646,657,25654,0.67828,0.81962
947,947,2019,Saxony-Anhalt,No,0.25354,225,25654,0.21346,0.30095
948,948,2019,Thuringa,Yes,0.7232,667,25654,0.65024,0.81466
949,949,2019,Thuringa,No,0.2768,253,25654,0.24231,0.32095
950,950,2020,Schleswig-Holstein,Yes,0.72623,701,28295,0.64625,0.78482
951,951,2020,Schleswig-Holstein,No,0.27377,328,28295,0.23732,0.31322
952,952,2020,Hamburg,Yes,0.71396,395,28295,0.62412,0.8165
953,953,2020,Hamburg,No,0.28604,180,28295,0.22903,0.3485
954,954,2020,Lower Saxony,Yes,0.69967,1766,28295,0.654,0.7413
955,955,2020,Lower Saxony,No,0.30033,1021,28295,0.27867,0.32683
956,956,2020,Bremen,Yes,0.7543,165,28295,0.59203,0.91501
957,957,2020,Bremen,No,0.2457,101,28295,0.16727,0.32034
958,958,2020,North Rhine-Westphalia,Yes,0.66968,3922,28295,0.64102,0.69744
959,959,2020,North Rhine-Westphalia,No,0.33032,2209,28295,0.30756,0.35343
960,960,2020,Hesse,Yes,0.66593,1257,28295,0.61564,0.71266
961,961,2020,Hesse,No,0.33407,771,28295,0.28694,0.36991
962,962,2020,"Rhineland-Palatinate, Saarland",Yes,0.71752,996,28295,0.67043,0.75424
963,963,2020,"Rhineland-Palatinate, Saarland",No,0.28248,521,28295,0.23976,0.32556
964,964,2020,Baden-Wuerttemberg,Yes,0.66774,2031,28295,0.6284,0.70811
965,965,2020,Baden-Wuerttemberg,No,0.33226,1121,28295,0.30034,0.36135
966,966,2020,Bavaria,Yes,0.65006,2818,28295,0.61442,0.68134
967,967,2020,Bavaria,No,0.34994,1508,28295,0.32719,0.38108
968,968,2020,Berlin,Yes,0.70501,819,28295,0.64733,0.76657
969,969,2020,Berlin,No,0.29499,448,28295,0.25069,0.33681
970,970,2020,Brandenburg,Yes,0.72834,784,28295,0.66135,0.79741
971,971,2020,Brandenburg,No,0.27166,355,28295,0.23062,0.31755
972,972,2020,Mecklenburg-Western Pomerania,Yes,0.72298,380,28295,0.64281,0.80539
973,973,2020,Mecklenburg-Western Pomerania,No,0.27702,149,28295,0.20893,0.32725
974,974,2020,Saxony,Yes,0.70509,1070,28295,0.66105,0.75059
975,975,2020,Saxony,No,0.29491,567,28295,0.26136,0.3288
976,976,2020,Saxony-Anhalt,Yes,0.68071,612,28295,0.61368,0.7477
977,977,2020,Saxony-Anhalt,No,0.31929,334,28295,0.2722,0.37088
978,978,2020,Thuringa,Yes,0.6398,641,28295,0.56254,0.70156
979,979,2020,Thuringa,No,0.3602,325,28295,0.30761,0.41458
980,980,2021,Schleswig-Holstein,Yes,0.70123,482,17144,0.60976,0.78425
981,981,2021,Schleswig-Holstein,No,0.29877,225,17144,0.25113,0.35346
982,982,2021,Hamburg,Yes,0.80148,313,17144,0.6983,0.91866
983,983,2021,Hamburg,No,0.19852,80,17144,0.1239,0.2728
984,984,2021,Lower Saxony,Yes,0.74043,1205,17144,0.69026,0.80299
985,985,2021,Lower Saxony,No,0.25957,465,17144,0.22907,0.2906
986,986,2021,Bremen,Yes,0.79535,89,17144,0.63367,1.00877
987,987,2021,Bremen,No,0.20465,35,17144,0.12525,0.32535
988,988,2021,North Rhine-Westphalia,Yes,0.71182,2602,17144,0.67153,0.74657
989,989,2021,North Rhine-Westphalia,No,0.28818,967,17144,0.26244,0.31428
990,990,2021,Hesse,Yes,0.71807,772,17144,0.64979,0.77753
991,991,2021,Hesse,No,0.28193,302,17144,0.24008,0.32623
992,992,2021,"Rhineland-Palatinate, Saarland",Yes,0.77162,634,17144,0.69993,0.85597
993,993,2021,"Rhineland-Palatinate, Saarland",No,0.22838,235,17144,0.19466,0.27476
994,994,2021,Baden-Wuerttemberg,Yes,0.70885,1354,17144,0.65164,0.75451
995,995,2021,Baden-Wuerttemberg,No,0.29115,605,17144,0.25872,0.32032
996,996,2021,Bavaria,Yes,0.6912,1885,17144,0.65343,0.7369
997,997,2021,Bavaria,No,0.3088,787,17144,0.28093,0.34318
998,998,2021,Berlin,Yes,0.78236,580,17144,0.70595,0.85736
999,999,2021,Berlin,No,0.21764,202,17144,0.17674,0.25959
1000,1000,2021,Brandenburg,Yes,0.7312,490,17144,0.65728,0.8122
1001,1001,2021,Brandenburg,No,0.2688,166,17144,0.21537,0.32255
1002,1002,2021,Mecklenburg-Western Pomerania,Yes,0.75406,292,17144,0.65632,0.86993
1003,1003,2021,Mecklenburg-Western Pomerania,No,0.24594,102,17144,0.194,0.30891
1004,1004,2021,Saxony,Yes,0.70248,805,17144,0.64227,0.76661
1005,1005,2021,Saxony,No,0.29752,312,17144,0.26072,0.34276
1006,1006,2021,Saxony-Anhalt,Yes,0.69397,400,17144,0.60675,0.7716
1007,1007,2021,Saxony-Anhalt,No,0.30603,164,17144,0.23909,0.36822
1008,1008,2021,Thuringa,Yes,0.70934,447,17144,0.63329,0.80464
1009,1009,2021,Thuringa,No,0.29066,147,17144,0.22857,0.35903
