year,quintil_oecd,sampreg,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,4th Quintile,East,No,0.26538,222,811,0.23498,0.29579
2008,5th Quintile,West,Yes,0.69394,3191,4529,0.68052,0.70736
2008,5th Quintile,West,No,0.30606,1338,4529,0.29264,0.31948
2008,5th Quintile,East,Yes,0.66174,489,718,0.62711,0.69637
2008,5th Quintile,East,No,0.33826,229,718,0.30363,0.37289
2009,1st Quintile,West,Yes,0.69336,1370,1930,0.67278,0.71393
2009,1st Quintile,West,No,0.30664,560,1930,0.28607,0.32722
2009,1st Quintile,East,Yes,0.68096,629,918,0.65079,0.71113
2009,1st Quintile,East,No,0.31904,289,918,0.28887,0.34921
2009,2nd Quintile,West,Yes,0.71786,1510,2087,0.69855,0.73717
2009,2nd Quintile,West,No,0.28214,577,2087,0.26283,0.30145
2009,2nd Quintile,East,Yes,0.75061,812,1066,0.72463,0.77660
2009,2nd Quintile,East,No,0.24939,254,1066,0.22340,0.27537
2009,3rd Quintile,West,Yes,0.71366,1684,2323,0.69527,0.73205
2009,3rd Quintile,West,No,0.28634,639,2323,0.26795,0.30473
2009,3rd Quintile,East,Yes,0.74111,806,1072,0.71488,0.76734
2009,3rd Quintile,East,No,0.25889,266,1072,0.23266,0.28512
2009,4th Quintile,West,Yes,0.71462,2147,2957,0.69834,0.73090
2009,4th Quintile,West,No,0.28538,810,2957,0.26910,0.30166
2009,4th Quintile,East,Yes,0.74331,582,801,0.71304,0.77358
2009,4th Quintile,East,No,0.25669,219,801,0.22642,0.28696
2009,5th Quintile,West,Yes,0.71799,3001,4112,0.70423,0.73174
2009,5th Quintile,West,No,0.28201,1111,4112,0.26826,0.29577
2009,5th Quintile,East,Yes,0.70183,468,665,0.66703,0.73662
2009,5th Quintile,East,No,0.29817,197,665,0.26338,0.33297
2010,1st Quintile,West,Yes,0.71038,1228,1750,0.68912,0.73164
2010,1st Quintile,West,No,0.28962,522,1750,0.26836,0.31088
2010,1st Quintile,East,Yes,0.70643,545,803,0.67492,0.73795
2010,1st Quintile,East,No,0.29357,258,803,0.26205,0.32508
2010,2nd Quintile,West,Yes,0.72579,1367,1923,0.70585,0.74574
2010,2nd Quintile,West,No,0.27421,556,1923,0.25426,0.29415
2010,2nd Quintile,East,Yes,0.76947,803,1061,0.74411,0.79482
2010,2nd Quintile,East,No,0.23053,258,1061,0.20518,0.25589
2010,3rd Quintile,West,Yes,0.72477,1651,2277,0.70642,0.74312
2010,3rd Quintile,West,No,0.27523,626,2277,0.25688,0.29358
2010,3rd Quintile,East,Yes,0.76217,682,896,0.73428,0.79006
2010,3rd Quintile,East,No,0.23783,214,896,0.20994,0.26572
2010,4th Quintile,West,Yes,0.69035,1874,2696,0.67290,0.70781
2010,4th Quintile,West,No,0.30965,822,2696,0.29219,0.32710
2010,4th Quintile,East,Yes,0.75620,549,754,0.72553,0.78686
2010,4th Quintile,East,No,0.24380,205,754,0.21314,0.27447
2010,5th Quintile,West,Yes,0.69648,2675,3769,0.68180,0.71116
2010,5th Quintile,West,No,0.30352,1094,3769,0.28884,0.31820
2010,5th Quintile,East,Yes,0.76120,416,570,0.72617,0.79623
2010,5th Quintile,East,No,0.23880,154,570,0.20377,0.27383
2011,1st Quintile,West,Yes,0.74031,2233,3199,0.72512,0.75551
2011,1st Quintile,West,No,0.25969,966,3199,0.24449,0.27488
2011,1st Quintile,East,Yes,0.73239,925,1379,0.70902,0.75577
2011,1st Quintile,East,No,0.26761,454,1379,0.24423,0.29098
2011,2nd Quintile,West,Yes,0.72694,2088,3020,0.71105,0.74284
2011,2nd Quintile,West,No,0.27306,932,3020,0.25716,0.28895
2011,2nd Quintile,East,Yes,0.77943,962,1288,0.75678,0.80209
2011,2nd Quintile,East,No,0.22057,326,1288,0.19791,0.24322
2011,3rd Quintile,West,Yes,0.70775,2145,3095,0.69172,0.72377
2011,3rd Quintile,West,No,0.29225,950,3095,0.27623,0.30828
2011,3rd Quintile,East,Yes,0.75009,741,1026,0.72359,0.77660
2011,3rd Quintile,East,No,0.24991,285,1026,0.22340,0.27641
2011,4th Quintile,West,Yes,0.70719,2300,3299,0.69166,0.72272
2011,4th Quintile,West,No,0.29281,999,3299,0.27728,0.30834
2011,4th Quintile,East,Yes,0.72457,581,821,0.69399,0.75515
2011,4th Quintile,East,No,0.27543,240,821,0.24485,0.30601
2011,5th Quintile,West,Yes,0.71190,2959,4147,0.69812,0.72569
2011,5th Quintile,West,No,0.28810,1188,4147,0.27431,0.30188
2011,5th Quintile,East,Yes,0.75957,410,562,0.72421,0.79493
2011,5th Quintile,East,No,0.24043,152,562,0.20507,0.27579
2012,1st Quintile,West,Yes,0.71964,2628,3802,0.70536,0.73392
2012,1st Quintile,West,No,0.28036,1174,3802,0.26608,0.29464
2012,1st Quintile,East,Yes,0.71673,1045,1503,0.69395,0.73952
2012,1st Quintile,East,No,0.28327,458,1503,0.26048,0.30605
2012,2nd Quintile,West,Yes,0.71593,2586,3675,0.70135,0.73051
2012,2nd Quintile,West,No,0.28407,1089,3675,0.26949,0.29865
2012,2nd Quintile,East,Yes,0.76599,930,1256,0.74257,0.78941
2012,2nd Quintile,East,No,0.23401,326,1256,0.21059,0.25743
2012,3rd Quintile,West,Yes,0.72996,2584,3594,0.71544,0.74447
2012,3rd Quintile,West,No,0.27004,1010,3594,0.25553,0.28456
2012,3rd Quintile,East,Yes,0.72642,887,1222,0.70141,0.75143
2012,3rd Quintile,East,No,0.27358,335,1222,0.24857,0.29859
2012,4th Quintile,West,Yes,0.71478,2680,3816,0.70045,0.72910
2012,4th Quintile,West,No,0.28522,1136,3816,0.27090,0.29955
2012,4th Quintile,East,Yes,0.70737,689,973,0.67877,0.73598
2012,4th Quintile,East,No,0.29263,284,973,0.26402,0.32123
2012,5th Quintile,West,Yes,0.69204,3169,4485,0.67853,0.70555
2012,5th Quintile,West,No,0.30796,1316,4485,0.29445,0.32147
2012,5th Quintile,East,Yes,0.77006,547,761,0.74015,0.79998
2012,5th Quintile,East,No,0.22994,214,761,0.20002,0.25985
2013,1st Quintile,West,Yes,0.77306,2640,3618,0.75941,0.78671
2013,1st Quintile,West,No,0.22694,978,3618,0.21329,0.24059
2013,1st Quintile,East,Yes,0.70585,1066,1536,0.68305,0.72864
2013,1st Quintile,East,No,0.29415,470,1536,0.27136,0.31695
2013,2nd Quintile,West,Yes,0.75893,2706,3744,0.74523,0.77263
2013,2nd Quintile,West,No,0.24107,1038,3744,0.22737,0.25477
2013,2nd Quintile,East,Yes,0.75178,1111,1490,0.72984,0.77373
2013,2nd Quintile,East,No,0.24822,379,1490,0.22627,0.27016
2013,3rd Quintile,West,Yes,0.76162,2756,3743,0.74797,0.77527
2013,3rd Quintile,West,No,0.23838,987,3743,0.22473,0.25203
2013,3rd Quintile,East,Yes,0.76422,872,1154,0.73972,0.78872
2013,3rd Quintile,East,No,0.23578,282,1154,0.21128,0.26028
2013,4th Quintile,West,Yes,0.73408,2855,3962,0.72032,0.74784
2013,4th Quintile,West,No,0.26592,1107,3962,0.25216,0.27968
2013,4th Quintile,East,Yes,0.77209,689,892,0.74454,0.79963
2013,4th Quintile,East,No,0.22791,203,892,0.20037,0.25546
2013,5th Quintile,West,Yes,0.72618,3501,4850,0.71363,0.73873
2013,5th Quintile,West,No,0.27382,1349,4850,0.26127,0.28637
2013,5th Quintile,East,Yes,0.68728,453,651,0.65164,0.72292
2013,5th Quintile,East,No,0.31272,198,651,0.27708,0.34836
2014,1st Quintile,West,Yes,0.71640,3052,4373,0.70304,0.72976
2014,1st Quintile,West,No,0.28360,1321,4373,0.27024,0.29696
2014,1st Quintile,East,Yes,0.71938,987,1423,0.69603,0.74274
2014,1st Quintile,East,No,0.28062,436,1423,0.25726,0.30397
2014,2nd Quintile,West,Yes,0.70457,2816,4095,0.69060,0.71855
2014,2nd Quintile,West,No,0.29543,1279,4095,0.28145,0.30940
2014,2nd Quintile,East,Yes,0.75825,1019,1389,0.73573,0.78078
2014,2nd Quintile,East,No,0.24175,370,1389,0.21922,0.26427
2014,3rd Quintile,West,Yes,0.71147,2782,3980,0.69739,0.72555
2014,3rd Quintile,West,No,0.28853,1198,3980,0.27445,0.30261
2014,3rd Quintile,East,Yes,0.80434,906,1171,0.78161,0.82707
2014,3rd Quintile,East,No,0.19566,265,1171,0.17293,0.21839
2014,4th Quintile,West,Yes,0.71118,2929,4223,0.69751,0.72485
2014,4th Quintile,West,No,0.28882,1294,4223,0.27515,0.30249
2014,4th Quintile,East,Yes,0.70262,651,925,0.67315,0.73210
2014,4th Quintile,East,No,0.29738,274,925,0.26790,0.32685
2014,5th Quintile,West,Yes,0.71066,3345,4744,0.69775,0.72356
2014,5th Quintile,West,No,0.28934,1399,4744,0.27644,0.30225
2014,5th Quintile,East,Yes,0.69265,462,650,0.65715,0.72815
2014,5th Quintile,East,No,0.30735,188,650,0.27185,0.34285
2015,1st Quintile,West,Yes,0.72671,2669,3777,0.71250,0.74093
2015,1st Quintile,West,No,0.27329,1108,3777,0.25907,0.28750
2015,1st Quintile,East,Yes,0.69704,877,1292,0.67197,0.72211
2015,1st Quintile,East,No,0.30296,415,1292,0.27789,0.32803
2015,2nd Quintile,West,Yes,0.71668,2593,3753,0.70226,0.73109
2015,2nd Quintile,West,No,0.28332,1160,3753,0.26891,0.29774
2015,2nd Quintile,East,Yes,0.73918,1111,1478,0.71679,0.76157
2015,2nd Quintile,East,No,0.26082,367,1478,0.23843,0.28321
2015,3rd Quintile,West,Yes,0.72047,2633,3783,0.70617,0.73477
2015,3rd Quintile,West,No,0.27953,1150,3783,0.26523,0.29383
2015,3rd Quintile,East,Yes,0.71810,768,1040,0.69074,0.74545
2015,3rd Quintile,East,No,0.28190,272,1040,0.25455,0.30926
2015,4th Quintile,West,Yes,0.74259,2784,3925,0.72891,0.75627
2015,4th Quintile,West,No,0.25741,1141,3925,0.24373,0.27109
2015,4th Quintile,East,Yes,0.75854,600,817,0.72918,0.78791
2015,4th Quintile,East,No,0.24146,217,817,0.21209,0.27082
2015,5th Quintile,West,Yes,0.70158,3139,4488,0.68819,0.71496
2015,5th Quintile,West,No,0.29842,1349,4488,0.28504,0.31181
2015,5th Quintile,East,Yes,0.73193,429,603,0.69655,0.76731
2015,5th Quintile,East,No,0.26807,174,603,0.23269,0.30345
2016,1st Quintile,West,Yes,0.73065,2615,3725,0.71640,0.74490
2016,1st Quintile,West,No,0.26935,1110,3725,0.25510,0.28360
2016,1st Quintile,East,Yes,0.67709,861,1255,0.65121,0.70297
2016,1st Quintile,East,No,0.32291,394,1255,0.29703,0.34879
2016,2nd Quintile,West,Yes,0.70859,2508,3699,0.69394,0.72324
2016,2nd Quintile,West,No,0.29141,1191,3699,0.27676,0.30606
2016,2nd Quintile,East,Yes,0.76336,1002,1342,0.74061,0.78611
2016,2nd Quintile,East,No,0.23664,340,1342,0.21389,0.25939
2016,3rd Quintile,West,Yes,0.69257,2402,3535,0.67735,0.70778
2016,3rd Quintile,West,No,0.30743,1133,3535,0.29222,0.32265
2016,3rd Quintile,East,Yes,0.69606,763,1057,0.66832,0.72381
2016,3rd Quintile,East,No,0.30394,294,1057,0.27619,0.33168
2016,4th Quintile,West,Yes,0.72661,2606,3819,0.71247,0.74074
2016,4th Quintile,West,No,0.27339,1213,3819,0.25926,0.28753
2016,4th Quintile,East,Yes,0.74667,578,787,0.71626,0.77708
2016,4th Quintile,East,No,0.25333,209,787,0.22292,0.28374
2016,5th Quintile,West,Yes,0.69357,2999,4276,0.67975,0.70739
2016,5th Quintile,West,No,0.30643,1277,4276,0.29261,0.32025
2016,5th Quintile,East,Yes,0.72742,396,554,0.69031,0.76454
2016,5th Quintile,East,No,0.27258,158,554,0.23546,0.30969
2017,1st Quintile,West,Yes,0.75062,2472,3433,0.73615,0.76510
2017,1st Quintile,West,No,0.24938,961,3433,0.23490,0.26385
2017,1st Quintile,East,Yes,0.74584,857,1207,0.72127,0.77041
2017,1st Quintile,East,No,0.25416,350,1207,0.22959,0.27873
2017,2nd Quintile,West,Yes,0.70448,2372,3485,0.68933,0.71963
2017,2nd Quintile,West,No,0.29552,1113,3485,0.28037,0.31067
2017,2nd Quintile,East,Yes,0.78637,955,1265,0.76377,0.80897
2017,2nd Quintile,East,No,0.21363,310,1265,0.19103,0.23623
2017,3rd Quintile,West,Yes,0.73653,2439,3383,0.72168,0.75137
2017,3rd Quintile,West,No,0.26347,944,3383,0.24863,0.27832
2017,3rd Quintile,East,Yes,0.72949,738,999,0.70193,0.75705
2017,3rd Quintile,East,No,0.27051,261,999,0.24295,0.29807
2017,4th Quintile,West,Yes,0.75807,2645,3627,0.74413,0.77201
2017,4th Quintile,West,No,0.24193,982,3627,0.22799,0.25587
2017,4th Quintile,East,Yes,0.79248,541,706,0.76255,0.82242
2017,4th Quintile,East,No,0.20752,165,706,0.17758,0.23745
2017,5th Quintile,West,Yes,0.70567,2834,3964,0.69148,0.71986
2017,5th Quintile,West,No,0.29433,1130,3964,0.28014,0.30852
2017,5th Quintile,East,Yes,0.75437,403,567,0.71891,0.78983
2017,5th Quintile,East,No,0.24563,164,567,0.21017,0.28109
2018,1st Quintile,West,Yes,0.72756,2380,3430,0.71266,0.74246
2018,1st Quintile,West,No,0.27244,1050,3430,0.25754,0.28734
2018,1st Quintile,East,Yes,0.72379,892,1268,0.69917,0.74841
2018,1st Quintile,East,No,0.27621,376,1268,0.25159,0.30083
2018,2nd Quintile,West,Yes,0.71606,2571,3679,0.70149,0.73063
2018,2nd Quintile,West,No,0.28394,1108,3679,0.26937,0.29851
2018,2nd Quintile,East,Yes,0.74072,1062,1415,0.71788,0.76356
2018,2nd Quintile,East,No,0.25928,353,1415,0.23644,0.28212
2018,3rd Quintile,West,Yes,0.72747,2657,3666,0.71305,0.74188
2018,3rd Quintile,West,No,0.27253,1009,3666,0.25812,0.28695
2018,3rd Quintile,East,Yes,0.76745,799,1066,0.74207,0.79282
2018,3rd Quintile,East,No,0.23255,267,1066,0.20718,0.25793
2018,4th Quintile,West,Yes,0.73973,2791,3877,0.72591,0.75354
2018,4th Quintile,West,No,0.26027,1086,3877,0.24646,0.27409
2018,4th Quintile,East,Yes,0.72573,615,818,0.69514,0.75633
2018,4th Quintile,East,No,0.27427,203,818,0.24367,0.30486
2018,5th Quintile,West,Yes,0.70515,3185,4447,0.69175,0.71856
2018,5th Quintile,West,No,0.29485,1262,4447,0.28144,0.30825
2018,5th Quintile,East,Yes,0.74177,432,600,0.70672,0.77682
2018,5th Quintile,East,No,0.25823,168,600,0.22318,0.29328
2019,1st Quintile,West,Yes,0.74515,2286,3231,0.73012,0.76018
2019,1st Quintile,West,No,0.25485,945,3231,0.23982,0.26988
2019,1st Quintile,East,Yes,0.75100,874,1199,0.72651,0.77549
2019,1st Quintile,East,No,0.24900,325,1199,0.22451,0.27349
2019,2nd Quintile,West,Yes,0.73381,2507,3481,0.71912,0.74849
2019,2nd Quintile,West,No,0.26619,974,3481,0.25151,0.28088
2019,2nd Quintile,East,Yes,0.74906,945,1277,0.72527,0.77284
2019,2nd Quintile,East,No,0.25094,332,1277,0.22716,0.27473
2019,3rd Quintile,West,Yes,0.73425,2417,3347,0.71928,0.74922
2019,3rd Quintile,West,No,0.26575,930,3347,0.25078,0.28072
2019,3rd Quintile,East,Yes,0.69342,768,1067,0.66574,0.72110
2019,3rd Quintile,East,No,0.30658,299,1067,0.27890,0.33426
2019,4th Quintile,West,Yes,0.73181,2556,3513,0.71716,0.74646
2019,4th Quintile,West,No,0.26819,957,3513,0.25354,0.28284
2019,4th Quintile,East,Yes,0.75813,546,749,0.72745,0.78882
2019,4th Quintile,East,No,0.24187,203,749,0.21118,0.27255
2019,5th Quintile,West,Yes,0.72773,3070,4195,0.71426,0.74120
2019,5th Quintile,West,No,0.27227,1125,4195,0.25880,0.28574
2019,5th Quintile,East,Yes,0.75330,449,613,0.71915,0.78746
2019,5th Quintile,East,No,0.24670,164,613,0.21254,0.28085
2020,1st Quintile,West,Yes,0.68517,3132,5108,0.67244,0.69791
2020,1st Quintile,West,No,0.31483,1976,5108,0.30209,0.32756
2020,1st Quintile,East,Yes,0.69432,898,1443,0.67054,0.71809
2020,1st Quintile,East,No,0.30568,545,1443,0.28191,0.32946
2020,2nd Quintile,West,Yes,0.68914,2324,3476,0.67375,0.70452
2020,2nd Quintile,West,No,0.31086,1152,3476,0.29548,0.32625
2020,2nd Quintile,East,Yes,0.72632,923,1333,0.70237,0.75026
2020,2nd Quintile,East,No,0.27368,410,1333,0.24974,0.29763
2020,3rd Quintile,West,Yes,0.67193,2199,3275,0.65585,0.68802
2020,3rd Quintile,West,No,0.32807,1076,3275,0.31198,0.34415
2020,3rd Quintile,East,Yes,0.71380,713,980,0.68549,0.74212
2020,3rd Quintile,East,No,0.28620,267,980,0.25788,0.31451
2020,4th Quintile,West,Yes,0.68555,2530,3682,0.67055,0.70054
2020,4th Quintile,West,No,0.31445,1152,3682,0.29946,0.32945
2020,4th Quintile,East,Yes,0.65730,559,829,0.62497,0.68963
2020,4th Quintile,East,No,0.34270,270,829,0.31037,0.37503
2020,5th Quintile,West,Yes,0.66571,3440,5061,0.65271,0.67871
2020,5th Quintile,West,No,0.33429,1621,5061,0.32129,0.34729
2020,5th Quintile,East,Yes,0.67112,576,872,0.63991,0.70232
2020,5th Quintile,East,No,0.32888,296,872,0.29768,0.36009
2021,1st Quintile,West,Yes,0.71874,1690,2409,0.70078,0.73670
2021,1st Quintile,West,No,0.28126,719,2409,0.26330,0.29922
2021,1st Quintile,East,Yes,0.73049,584,816,0.70003,0.76096
2021,1st Quintile,East,No,0.26951,232,816,0.23904,0.29997
2021,2nd Quintile,West,Yes,0.72753,1712,2460,0.70993,0.74512
2021,2nd Quintile,West,No,0.27247,748,2460,0.25488,0.29007
2021,2nd Quintile,East,Yes,0.73736,652,866,0.70804,0.76669
2021,2nd Quintile,East,No,0.26264,214,866,0.23331,0.29196
2021,3rd Quintile,West,Yes,0.71376,1738,2411,0.69572,0.73181
2021,3rd Quintile,West,No,0.28624,673,2411,0.26819,0.30428
2021,3rd Quintile,East,Yes,0.69164,492,682,0.65695,0.72632
2021,3rd Quintile,East,No,0.30836,190,682,0.27368,0.34305
2021,4th Quintile,West,Yes,0.72846,1881,2584,0.71130,0.74561
2021,4th Quintile,West,No,0.27154,703,2584,0.25439,0.28870
2021,4th Quintile,East,Yes,0.71363,440,591,0.67715,0.75011
2021,4th Quintile,East,No,0.28637,151,591,0.24989,0.32285
2021,5th Quintile,West,Yes,0.72458,2657,3615,0.71002,0.73915
2021,5th Quintile,West,No,0.27542,958,3615,0.26085,0.28998
2021,5th Quintile,East,Yes,0.71527,476,652,0.68060,0.74993
2021,5th Quintile,East,No,0.28473,176,652,0.25007,0.31940
2022,1st Quintile,West,Yes,0.72513,2136,3072,0.70934,0.74092
2022,1st Quintile,West,No,0.27487,936,3072,0.25908,0.29066
2022,1st Quintile,East,Yes,0.68379,579,854,0.65259,0.71500
2022,1st Quintile,East,No,0.31621,275,854,0.28500,0.34741
2022,2nd Quintile,West,Yes,0.64434,1367,2101,0.62387,0.66482
2022,2nd Quintile,West,No,0.35566,734,2101,0.33518,0.37613
2022,2nd Quintile,East,Yes,0.72013,537,745,0.68787,0.75239
2022,2nd Quintile,East,No,0.27987,208,745,0.24761,0.31213
2022,3rd Quintile,West,Yes,0.70941,1390,1995,0.68948,0.72934
2022,3rd Quintile,West,No,0.29059,605,1995,0.27066,0.31052
2022,3rd Quintile,East,Yes,0.70241,384,555,0.66434,0.74048
2022,3rd Quintile,East,No,0.29759,171,555,0.25952,0.33566
2022,4th Quintile,West,Yes,0.66899,1541,2196,0.64930,0.68867
2022,4th Quintile,West,No,0.33101,655,2196,0.31133,0.35070
2022,4th Quintile,East,Yes,0.67127,331,470,0.62876,0.71379
2022,4th Quintile,East,No,0.32873,139,470,0.28621,0.37124
2022,5th Quintile,West,Yes,0.65295,1900,2827,0.63540,0.67050
2022,5th Quintile,West,No,0.34705,927,2827,0.32950,0.36460
2022,5th Quintile,East,Yes,0.67728,331,496,0.63609,0.71846
2022,5th Quintile,East,No,0.32272,165,496,0.28154,0.36391
