year,age_gr,migback,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,46-65 y.,No migration background,No,0.28818,1733,6048,0.27676,0.29960
2005,46-65 y.,Direct migration background,Yes,0.69204,638,883,0.66157,0.72251
2005,46-65 y.,Direct migration background,No,0.29303,245,883,0.26300,0.32307
2005,46-65 y.,Indirect migration background,Yes,0.68921,32,32,0.52628,0.85213
2005,66 and older,No migration background,Yes,0.87552,2937,3370,0.86438,0.88667
2005,66 and older,No migration background,No,0.11662,433,3370,0.10579,0.12746
2005,66 and older,Direct migration background,Yes,0.83076,312,363,0.79213,0.86938
2005,66 and older,Direct migration background,No,0.15242,51,363,0.11540,0.18945
2006,17-29 y.,No migration background,Yes,0.55894,1721,2880,0.54080,0.57708
2006,17-29 y.,No migration background,No,0.37410,1159,2880,0.35642,0.39178
2006,17-29 y.,Direct migration background,Yes,0.43551,155,321,0.38118,0.48983
2006,17-29 y.,Direct migration background,No,0.53413,166,321,0.47947,0.58878
2006,17-29 y.,Indirect migration background,Yes,0.51822,265,470,0.47300,0.56344
2006,17-29 y.,Indirect migration background,No,0.40665,205,470,0.36220,0.45111
2006,30-45 y.,No migration background,Yes,0.60625,3148,5208,0.59298,0.61952
2006,30-45 y.,No migration background,No,0.38962,2060,5208,0.37637,0.40287
2006,30-45 y.,Direct migration background,Yes,0.58426,455,784,0.54974,0.61878
2006,30-45 y.,Direct migration background,No,0.41574,329,784,0.38122,0.45026
2006,30-45 y.,Indirect migration background,Yes,0.68636,186,277,0.63162,0.74109
2006,30-45 y.,Indirect migration background,No,0.31364,91,277,0.25891,0.36838
2006,46-65 y.,No migration background,Yes,0.68823,4631,6633,0.67708,0.69938
2006,46-65 y.,No migration background,No,0.30969,2002,6633,0.29857,0.32082
2006,46-65 y.,Direct migration background,Yes,0.68225,605,881,0.65148,0.71301
2006,46-65 y.,Direct migration background,No,0.31775,276,881,0.28699,0.34852
2006,46-65 y.,Indirect migration background,Yes,0.60179,32,32,0.42946,0.77411
2006,66 and older,No migration background,Yes,0.86063,3461,4017,0.84992,0.87134
2006,66 and older,No migration background,No,0.13491,556,4017,0.12435,0.14548
2006,66 and older,Direct migration background,Yes,0.86192,336,388,0.82755,0.89629
2006,66 and older,Direct migration background,No,0.13448,52,388,0.10049,0.16847
2007,17-29 y.,No migration background,Yes,0.55154,1600,2668,0.53267,0.57042
2007,17-29 y.,No migration background,No,0.35754,1068,2668,0.33935,0.37573
2007,17-29 y.,Direct migration background,Yes,0.45819,148,266,0.39820,0.51818
2007,17-29 y.,Direct migration background,No,0.47408,118,266,0.41396,0.53420
2007,17-29 y.,Indirect migration background,Yes,0.53017,262,445,0.48375,0.57660
2007,17-29 y.,Indirect migration background,No,0.38594,183,445,0.34066,0.43122
2007,30-45 y.,No migration background,Yes,0.61861,2966,4737,0.60478,0.63244
2007,30-45 y.,No migration background,No,0.37674,1771,4737,0.36294,0.39054
2007,30-45 y.,Direct migration background,Yes,0.55475,406,684,0.51748,0.59202
2007,30-45 y.,Direct migration background,No,0.44135,278,684,0.40411,0.47859
2007,30-45 y.,Indirect migration background,Yes,0.65605,174,270,0.59929,0.71282
2007,30-45 y.,Indirect migration background,No,0.34241,96,270,0.28570,0.39911
2007,46-65 y.,No migration background,Yes,0.70640,4429,6192,0.69506,0.71774
2007,46-65 y.,No migration background,No,0.28687,1763,6192,0.27560,0.29813
2007,46-65 y.,Direct migration background,Yes,0.73352,582,784,0.70255,0.76448
2007,46-65 y.,Direct migration background,No,0.25687,202,784,0.22627,0.28747
2007,46-65 y.,Indirect migration background,Yes,0.69275,38,38,0.54409,0.84141
2007,66 and older,No migration background,Yes,0.87505,3437,3931,0.86471,0.88539
2007,66 and older,No migration background,No,0.11716,494,3931,0.10710,0.12721
2007,66 and older,Direct migration background,Yes,0.85468,324,376,0.81901,0.89035
2007,66 and older,Direct migration background,No,0.14532,52,376,0.10965,0.18099
2008,17-29 y.,No migration background,Yes,0.55723,1473,2481,0.53768,0.57678
2008,17-29 y.,No migration background,No,0.36370,1008,2481,0.34477,0.38263
2008,17-29 y.,Direct migration background,Yes,0.41919,105,223,0.35428,0.48410
2008,17-29 y.,Direct migration background,No,0.55866,118,223,0.49334,0.62398
2008,17-29 y.,Indirect migration background,Yes,0.48665,246,430,0.43935,0.53395
2008,17-29 y.,Indirect migration background,No,0.38246,184,430,0.33647,0.42845
2008,30-45 y.,No migration background,Yes,0.61450,2679,4284,0.59993,0.62908
2008,30-45 y.,No migration background,No,0.38130,1605,4284,0.36675,0.39585
2008,30-45 y.,Direct migration background,Yes,0.59495,359,602,0.55570,0.63420
2008,30-45 y.,Direct migration background,No,0.40184,243,602,0.36264,0.44104
2008,30-45 y.,Indirect migration background,Yes,0.62575,169,267,0.56759,0.68391
2008,30-45 y.,Indirect migration background,No,0.36184,98,267,0.30409,0.41958
2008,46-65 y.,No migration background,Yes,0.70549,4254,5909,0.69387,0.71712
2008,46-65 y.,No migration background,No,0.28749,1655,5909,0.27595,0.29903
2008,46-65 y.,Direct migration background,Yes,0.76058,520,704,0.72904,0.79213
2008,46-65 y.,Direct migration background,No,0.23184,184,704,0.20065,0.26304
2008,46-65 y.,Indirect migration background,Yes,0.69343,38,38,0.54487,0.84200
2008,66 and older,No migration background,Yes,0.87333,3423,3897,0.86288,0.88377
2008,66 and older,No migration background,No,0.11860,474,3897,0.10845,0.12876
2008,66 and older,Direct migration background,Yes,0.86670,314,369,0.83197,0.90143
2008,66 and older,Direct migration background,No,0.13330,55,369,0.09857,0.16803
2009,17-29 y.,No migration background,Yes,0.55937,1406,2280,0.53898,0.57975
2009,17-29 y.,No migration background,No,0.37377,874,2280,0.35390,0.39363
2009,17-29 y.,Direct migration background,Yes,0.48071,98,174,0.40626,0.55516
2009,17-29 y.,Direct migration background,No,0.46420,76,174,0.38988,0.53851
2009,17-29 y.,Indirect migration background,Yes,0.48541,223,388,0.43562,0.53520
2009,17-29 y.,Indirect migration background,No,0.42712,165,388,0.37783,0.47640
2009,30-45 y.,No migration background,Yes,0.64705,2536,3861,0.63197,0.66212
2009,30-45 y.,No migration background,No,0.34829,1325,3861,0.33326,0.36332
2009,30-45 y.,Direct migration background,Yes,0.62587,327,527,0.58451,0.66722
2009,30-45 y.,Direct migration background,No,0.37035,200,527,0.32908,0.41162
2009,30-45 y.,Indirect migration background,Yes,0.59168,163,269,0.53284,0.65053
2009,30-45 y.,Indirect migration background,No,0.40832,106,269,0.34947,0.46716
2009,46-65 y.,No migration background,Yes,0.71513,4109,5633,0.70334,0.72692
2009,46-65 y.,No migration background,No,0.27950,1524,5633,0.26778,0.29122
2009,46-65 y.,Direct migration background,Yes,0.70592,453,616,0.66991,0.74193
2009,46-65 y.,Direct migration background,No,0.28732,163,616,0.25155,0.32308
2009,46-65 y.,Indirect migration background,Yes,0.65702,34,34,0.49506,0.81899
2009,66 and older,No migration background,Yes,0.88544,3376,3802,0.87531,0.89556
2009,66 and older,No migration background,No,0.10772,426,3802,0.09786,0.11757
2009,66 and older,Direct migration background,Yes,0.84241,281,334,0.80328,0.88154
2009,66 and older,Direct migration background,No,0.15383,53,334,0.11507,0.19258
2010,17-29 y.,No migration background,Yes,0.54874,1754,2925,0.53071,0.56678
2010,17-29 y.,No migration background,No,0.38139,1171,2925,0.36378,0.39900
2010,17-29 y.,Direct migration background,Yes,0.48170,257,488,0.43732,0.52608
2010,17-29 y.,Direct migration background,No,0.49161,231,488,0.44721,0.53602
2010,17-29 y.,Indirect migration background,Yes,0.47359,256,471,0.42845,0.51873
2010,17-29 y.,Indirect migration background,No,0.43615,215,471,0.39132,0.48099
2010,30-45 y.,No migration background,Yes,0.63812,4513,7033,0.62689,0.64936
2010,30-45 y.,No migration background,No,0.35406,2520,7033,0.34288,0.36524
2010,30-45 y.,Direct migration background,Yes,0.60166,865,1469,0.57662,0.62671
2010,30-45 y.,Direct migration background,No,0.39395,604,1469,0.36895,0.41894
2010,30-45 y.,Indirect migration background,Yes,0.60290,336,528,0.56112,0.64467
2010,30-45 y.,Indirect migration background,No,0.38151,192,528,0.34004,0.42298
2010,46-65 y.,No migration background,Yes,0.71611,4408,6129,0.70482,0.72740
2010,46-65 y.,No migration background,No,0.27453,1721,6129,0.26335,0.28570
2010,46-65 y.,Direct migration background,Yes,0.66107,467,700,0.62598,0.69616
2010,46-65 y.,Direct migration background,No,0.33816,233,700,0.30309,0.37324
2010,46-65 y.,Indirect migration background,Yes,0.68325,57,57,0.56141,0.80510
2010,66 and older,No migration background,Yes,0.87035,3218,3677,0.85949,0.88121
2010,66 and older,No migration background,No,0.11950,459,3677,0.10901,0.12998
2010,66 and older,Direct migration background,Yes,0.86555,267,316,0.82788,0.90322
2010,66 and older,Direct migration background,No,0.13026,49,316,0.09309,0.16744
2011,17-29 y.,No migration background,Yes,0.58276,1999,3198,0.56566,0.59985
2011,17-29 y.,No migration background,No,0.34541,1199,3198,0.32893,0.36189
2011,17-29 y.,Direct migration background,Yes,0.54818,257,439,0.50157,0.59479
2011,17-29 y.,Direct migration background,No,0.41423,182,439,0.36810,0.46037
2011,17-29 y.,Indirect migration background,Yes,0.48145,307,531,0.43891,0.52399
2011,17-29 y.,Indirect migration background,No,0.41275,224,531,0.37084,0.45467
2011,30-45 y.,No migration background,Yes,0.64298,5036,7808,0.63235,0.65361
2011,30-45 y.,No migration background,No,0.35477,2772,7808,0.34415,0.36538
2011,30-45 y.,Direct migration background,Yes,0.63058,959,1525,0.60635,0.65481
2011,30-45 y.,Direct migration background,No,0.36900,566,1525,0.34477,0.39323
2011,30-45 y.,Indirect migration background,Yes,0.63806,373,587,0.59915,0.67697
2011,30-45 y.,Indirect migration background,No,0.36194,214,587,0.32303,0.40085
2011,46-65 y.,No migration background,Yes,0.71959,5823,8036,0.70977,0.72942
2011,46-65 y.,No migration background,No,0.27725,2213,8036,0.26746,0.28703
2011,46-65 y.,Direct migration background,Yes,0.70102,672,954,0.67195,0.73008
2011,46-65 y.,Direct migration background,No,0.28761,282,954,0.25887,0.31635
2011,46-65 y.,Indirect migration background,Yes,0.75154,88,88,0.66074,0.84234
2011,66 and older,No migration background,Yes,0.87404,4121,4694,0.86454,0.88353
2011,66 and older,No migration background,No,0.11620,573,4694,0.10703,0.12537
2011,66 and older,Direct migration background,Yes,0.83464,350,422,0.79915,0.87013
2011,66 and older,Direct migration background,No,0.16536,72,422,0.12987,0.20085
2012,17-29 y.,No migration background,Yes,0.56836,1911,3066,0.55082,0.58589
2012,17-29 y.,No migration background,No,0.35673,1155,3066,0.33977,0.37369
2012,17-29 y.,Direct migration background,Yes,0.54774,233,391,0.49835,0.59714
2012,17-29 y.,Direct migration background,No,0.42331,158,391,0.37428,0.47235
2012,17-29 y.,Indirect migration background,Yes,0.47434,285,506,0.43079,0.51790
2012,17-29 y.,Indirect migration background,No,0.41270,221,506,0.36976,0.45564
2012,30-45 y.,No migration background,Yes,0.63913,4601,7076,0.62794,0.65033
2012,30-45 y.,No migration background,No,0.35758,2475,7076,0.34641,0.36874
2012,30-45 y.,Direct migration background,Yes,0.60574,868,1428,0.58039,0.63110
2012,30-45 y.,Direct migration background,No,0.39095,560,1428,0.36564,0.41627
2012,30-45 y.,Indirect migration background,Yes,0.61900,370,548,0.57831,0.65970
2012,30-45 y.,Indirect migration background,No,0.37886,178,548,0.33820,0.41951
2012,46-65 y.,No migration background,Yes,0.70886,5962,8259,0.69906,0.71865
2012,46-65 y.,No migration background,No,0.28551,2297,8259,0.27577,0.29525
2012,46-65 y.,Direct migration background,Yes,0.74169,661,948,0.71381,0.76957
2012,46-65 y.,Direct migration background,No,0.25755,287,948,0.22970,0.28540
2012,46-65 y.,Indirect migration background,Yes,0.73000,98,136,0.65510,0.80489
2012,46-65 y.,Indirect migration background,No,0.27000,38,136,0.19511,0.34490
2012,66 and older,No migration background,Yes,0.87019,4158,4750,0.86063,0.87975
2012,66 and older,No migration background,No,0.12176,592,4750,0.11246,0.13106
2012,66 and older,Direct migration background,Yes,0.85931,346,418,0.82594,0.89268
2012,66 and older,Direct migration background,No,0.13640,72,418,0.10346,0.16934
2013,17-29 y.,No migration background,Yes,0.59600,1858,2844,0.57796,0.61404
2013,17-29 y.,No migration background,No,0.31619,986,2844,0.29910,0.33328
2013,17-29 y.,Direct migration background,Yes,0.21091,186,305,0.16505,0.25677
2013,17-29 y.,Direct migration background,No,0.15707,119,305,0.11617,0.19798
2013,17-29 y.,Indirect migration background,Yes,0.31555,337,487,0.27424,0.35687
2013,17-29 y.,Indirect migration background,No,0.12668,150,487,0.09711,0.15626
2013,30-45 y.,No migration background,Yes,0.65965,4214,6287,0.64793,0.67136
2013,30-45 y.,No migration background,No,0.32576,2073,6287,0.31418,0.33735
2013,30-45 y.,Direct migration background,Yes,0.28882,796,1264,0.26382,0.31381
2013,30-45 y.,Direct migration background,No,0.15150,468,1264,0.13172,0.17127
2013,30-45 y.,Indirect migration background,Yes,0.40725,323,496,0.36397,0.45054
2013,30-45 y.,Indirect migration background,No,0.21309,173,496,0.17701,0.24916
2013,46-65 y.,No migration background,Yes,0.74092,5902,7976,0.73130,0.75053
2013,46-65 y.,No migration background,No,0.25358,2074,7976,0.24403,0.26313
2013,46-65 y.,Direct migration background,Yes,0.49286,654,898,0.46014,0.52558
2013,46-65 y.,Direct migration background,No,0.17167,244,898,0.14699,0.19635
2013,46-65 y.,Indirect migration background,Yes,0.61122,95,138,0.52959,0.69285
2013,46-65 y.,Indirect migration background,No,0.32171,43,138,0.24349,0.39993
2013,66 and older,No migration background,Yes,0.86787,3962,4561,0.85804,0.87769
2013,66 and older,No migration background,No,0.12834,599,4561,0.11864,0.13805
2013,66 and older,Direct migration background,Yes,0.77446,322,385,0.73266,0.81627
2013,66 and older,Direct migration background,No,0.15886,63,385,0.12230,0.19543
2014,17-29 y.,No migration background,Yes,0.56426,1603,2638,0.54533,0.58319
2014,17-29 y.,No migration background,No,0.36125,1035,2638,0.34292,0.37959
2014,17-29 y.,Direct migration background,Yes,0.59687,490,795,0.56275,0.63099
2014,17-29 y.,Direct migration background,No,0.37163,305,795,0.33801,0.40524
2014,17-29 y.,Indirect migration background,Yes,0.51909,513,835,0.48518,0.55300
2014,17-29 y.,Indirect migration background,No,0.37895,322,835,0.34602,0.41187
2014,30-45 y.,No migration background,Yes,0.63399,3428,5405,0.62114,0.64683
2014,30-45 y.,No migration background,No,0.36451,1977,5405,0.35168,0.37734
2014,30-45 y.,Direct migration background,Yes,0.59541,1497,2408,0.57580,0.61502
2014,30-45 y.,Direct migration background,No,0.40247,911,2408,0.38288,0.42206
2014,30-45 y.,Indirect migration background,Yes,0.64879,454,681,0.61291,0.68467
2014,30-45 y.,Indirect migration background,No,0.34902,227,681,0.31319,0.38485
2014,46-65 y.,No migration background,Yes,0.72111,5410,7491,0.71095,0.73126
2014,46-65 y.,No migration background,No,0.27579,2081,7491,0.26567,0.28591
2014,46-65 y.,Direct migration background,Yes,0.71298,1155,1616,0.69091,0.73504
2014,46-65 y.,Direct migration background,No,0.28265,461,1616,0.26069,0.30461
2014,46-65 y.,Indirect migration background,Yes,0.69389,119,170,0.62441,0.76338
2014,46-65 y.,Indirect migration background,No,0.30319,51,170,0.23389,0.37249
2014,66 and older,No migration background,Yes,0.86711,3911,4489,0.85718,0.87704
2014,66 and older,No migration background,No,0.13012,578,4489,0.12028,0.13997
2014,66 and older,Direct migration background,Yes,0.85926,373,448,0.82702,0.89149
2014,66 and older,Direct migration background,No,0.13934,75,448,0.10724,0.17144
2015,17-29 y.,No migration background,Yes,0.56744,1599,2541,0.54817,0.58671
2015,17-29 y.,No migration background,No,0.35144,942,2541,0.33287,0.37000
2015,17-29 y.,Direct migration background,Yes,0.39354,355,591,0.35412,0.43296
2015,17-29 y.,Direct migration background,No,0.26184,236,591,0.22636,0.29731
2015,17-29 y.,Indirect migration background,Yes,0.55461,471,775,0.51959,0.58962
2015,17-29 y.,Indirect migration background,No,0.35633,304,775,0.32259,0.39007
2015,30-45 y.,No migration background,Yes,0.64326,3035,4760,0.62965,0.65687
2015,30-45 y.,No migration background,No,0.34858,1725,4760,0.33504,0.36212
2015,30-45 y.,Direct migration background,Yes,0.47269,1221,1995,0.45078,0.49461
2015,30-45 y.,Direct migration background,No,0.34804,774,1995,0.32713,0.36895
2015,30-45 y.,Indirect migration background,Yes,0.65118,411,587,0.61259,0.68977
2015,30-45 y.,Indirect migration background,No,0.30251,176,587,0.26532,0.33970
2015,46-65 y.,No migration background,Yes,0.71739,5186,7226,0.70701,0.72777
2015,46-65 y.,No migration background,No,0.27343,2040,7226,0.26315,0.28371
2015,46-65 y.,Direct migration background,Yes,0.70823,1026,1444,0.68478,0.73169
2015,46-65 y.,Direct migration background,No,0.23715,418,1444,0.21521,0.25910
2015,46-65 y.,Indirect migration background,Yes,0.80384,120,171,0.74415,0.86353
2015,46-65 y.,Indirect migration background,No,0.19421,51,171,0.13474,0.25367
2015,66 and older,No migration background,Yes,0.85776,3826,4433,0.84747,0.86804
2015,66 and older,No migration background,No,0.13642,607,4433,0.12631,0.14652
2015,66 and older,Direct migration background,Yes,0.79494,353,433,0.75687,0.83302
2015,66 and older,Direct migration background,No,0.19698,80,433,0.15947,0.23448
2016,17-29 y.,No migration background,Yes,0.54781,1419,2331,0.52760,0.56802
2016,17-29 y.,No migration background,No,0.36748,912,2331,0.34790,0.38705
2016,17-29 y.,Direct migration background,Yes,0.44451,420,724,0.40829,0.48074
2016,17-29 y.,Direct migration background,No,0.36909,304,724,0.33391,0.40426
2016,17-29 y.,Indirect migration background,Yes,0.53043,430,719,0.49393,0.56694
2016,17-29 y.,Indirect migration background,No,0.35513,289,719,0.32013,0.39014
2016,30-45 y.,No migration background,Yes,0.65550,2688,4228,0.64118,0.66983
2016,30-45 y.,No migration background,No,0.33713,1540,4228,0.32288,0.35138
2016,30-45 y.,Direct migration background,Yes,0.57542,1397,2246,0.55498,0.59587
2016,30-45 y.,Direct migration background,No,0.36444,849,2246,0.34453,0.38435
2016,30-45 y.,Indirect migration background,Yes,0.65758,362,552,0.61796,0.69720
2016,30-45 y.,Indirect migration background,No,0.32183,190,552,0.28282,0.36084
2016,46-65 y.,No migration background,Yes,0.70629,4824,6837,0.69549,0.71708
2016,46-65 y.,No migration background,No,0.28977,2013,6837,0.27901,0.30052
2016,46-65 y.,Direct migration background,Yes,0.68963,1068,1546,0.66656,0.71270
2016,46-65 y.,Direct migration background,No,0.28124,478,1546,0.25882,0.30365
2016,46-65 y.,Indirect migration background,Yes,0.68397,122,177,0.61528,0.75266
2016,46-65 y.,Indirect migration background,No,0.28477,55,177,0.21809,0.35144
2016,66 and older,No migration background,Yes,0.84955,3664,4281,0.83884,0.86026
2016,66 and older,No migration background,No,0.14333,617,4281,0.13283,0.15382
2016,66 and older,Direct migration background,Yes,0.80776,336,410,0.76957,0.84595
2016,66 and older,Direct migration background,No,0.18288,74,410,0.14541,0.22034
2017,17-29 y.,No migration background,Yes,0.59498,1858,2893,0.57709,0.61287
2017,17-29 y.,No migration background,No,0.32454,1035,2893,0.30747,0.34160
2017,17-29 y.,Direct migration background,Yes,0.44000,352,588,0.39984,0.48015
2017,17-29 y.,Direct migration background,No,0.30807,236,588,0.27072,0.34542
2017,17-29 y.,Indirect migration background,Yes,0.57007,499,786,0.53544,0.60470
2017,17-29 y.,Indirect migration background,No,0.32810,287,786,0.29526,0.36095
2017,30-45 y.,No migration background,Yes,0.64613,2964,4538,0.63222,0.66005
2017,30-45 y.,No migration background,No,0.34899,1574,4538,0.33512,0.36286
2017,30-45 y.,Direct migration background,Yes,0.58425,1329,2087,0.56310,0.60540
2017,30-45 y.,Direct migration background,No,0.35255,758,2087,0.33205,0.37305
2017,30-45 y.,Indirect migration background,Yes,0.70063,394,574,0.66313,0.73813
2017,30-45 y.,Indirect migration background,No,0.29564,180,574,0.25828,0.33301
2017,46-65 y.,No migration background,Yes,0.74056,5973,8109,0.73102,0.75010
2017,46-65 y.,No migration background,No,0.25608,2136,8109,0.24658,0.26558
2017,46-65 y.,Direct migration background,Yes,0.72019,1155,1611,0.69827,0.74212
2017,46-65 y.,Direct migration background,No,0.25510,456,1611,0.23381,0.27639
2017,46-65 y.,Indirect migration background,Yes,0.75456,164,216,0.69703,0.81208
2017,46-65 y.,Indirect migration background,No,0.23731,52,216,0.18044,0.29418
2017,66 and older,No migration background,Yes,0.85520,3847,4484,0.84490,0.86550
2017,66 and older,No migration background,No,0.13732,637,4484,0.12725,0.14740
2017,66 and older,Direct migration background,Yes,0.84053,377,442,0.80635,0.87470
2017,66 and older,Direct migration background,No,0.15054,65,442,0.11717,0.18392
2018,17-29 y.,No migration background,Yes,0.60512,1836,2878,0.58726,0.62298
2018,17-29 y.,No migration background,No,0.32170,1042,2878,0.30463,0.33877
2018,17-29 y.,Direct migration background,Yes,0.43108,320,534,0.38904,0.47313
2018,17-29 y.,Direct migration background,No,0.30213,214,534,0.26315,0.34111
2018,17-29 y.,Indirect migration background,Yes,0.55407,500,810,0.51982,0.58832
2018,17-29 y.,Indirect migration background,No,0.36742,310,810,0.33420,0.40064
2018,30-45 y.,No migration background,Yes,0.65018,2757,4202,0.63576,0.66460
2018,30-45 y.,No migration background,No,0.34406,1445,4202,0.32969,0.35842
2018,30-45 y.,Direct migration background,Yes,0.56439,1248,1955,0.54240,0.58637
2018,30-45 y.,Direct migration background,No,0.37469,707,1955,0.35323,0.39616
2018,30-45 y.,Indirect migration background,Yes,0.64347,352,542,0.60311,0.68383
2018,30-45 y.,Indirect migration background,No,0.34575,190,542,0.30567,0.38582
2018,46-65 y.,No migration background,Yes,0.72859,5693,7771,0.71870,0.73848
2018,46-65 y.,No migration background,No,0.26735,2078,7771,0.25751,0.27719
2018,46-65 y.,Direct migration background,Yes,0.69750,1147,1612,0.67507,0.71993
2018,46-65 y.,Direct migration background,No,0.28272,465,1612,0.26073,0.30471
2018,46-65 y.,Indirect migration background,Yes,0.73325,165,228,0.67572,0.79079
2018,46-65 y.,Indirect migration background,No,0.26675,63,228,0.20921,0.32428
2018,66 and older,No migration background,Yes,0.85329,3881,4494,0.84294,0.86364
2018,66 and older,No migration background,No,0.14051,613,4494,0.13035,0.15067
2018,66 and older,Direct migration background,Yes,0.79885,376,458,0.76209,0.83560
2018,66 and older,Direct migration background,No,0.18692,82,458,0.15117,0.22266
2019,17-29 y.,No migration background,Yes,0.60626,1729,2681,0.58776,0.62476
2019,17-29 y.,No migration background,No,0.30826,952,2681,0.29078,0.32575
2019,17-29 y.,Direct migration background,Yes,0.40556,258,423,0.35871,0.45240
2019,17-29 y.,Direct migration background,No,0.36514,165,423,0.31920,0.41108
2019,17-29 y.,Indirect migration background,Yes,0.56368,448,722,0.52748,0.59988
2019,17-29 y.,Indirect migration background,No,0.35736,274,722,0.32238,0.39234
2019,30-45 y.,No migration background,Yes,0.64066,2637,4121,0.62601,0.65531
2019,30-45 y.,No migration background,No,0.35584,1484,4121,0.34122,0.37046
2019,30-45 y.,Direct migration background,Yes,0.59693,1016,1615,0.57300,0.62086
2019,30-45 y.,Direct migration background,No,0.34062,599,1615,0.31750,0.36374
2019,30-45 y.,Indirect migration background,Yes,0.70362,363,537,0.66496,0.74228
2019,30-45 y.,Indirect migration background,No,0.29124,174,537,0.25277,0.32970
2019,46-65 y.,No migration background,Yes,0.74573,6291,8580,0.73652,0.75495
2019,46-65 y.,No migration background,No,0.25201,2289,8580,0.24282,0.26119
2019,46-65 y.,Direct migration background,Yes,0.72947,1123,1538,0.70726,0.75167
2019,46-65 y.,Direct migration background,No,0.24562,415,1538,0.22410,0.26714
2019,46-65 y.,Indirect migration background,Yes,0.70329,193,277,0.64940,0.75718
2019,46-65 y.,Indirect migration background,No,0.29412,84,277,0.24036,0.34788
2019,66 and older,No migration background,Yes,0.85664,4008,4687,0.84661,0.86668
2019,66 and older,No migration background,No,0.13737,679,4687,0.12752,0.14723
2019,66 and older,Direct migration background,Yes,0.85170,380,447,0.81871,0.88468
2019,66 and older,Direct migration background,No,0.14486,67,447,0.11219,0.17752
2020,17-29 y.,No migration background,Yes,0.53505,1491,2513,0.51555,0.55456
2020,17-29 y.,No migration background,No,0.37837,1022,2513,0.35940,0.39733
2020,17-29 y.,Direct migration background,Yes,0.42642,862,1815,0.40366,0.44918
2020,17-29 y.,Direct migration background,No,0.46124,953,1815,0.43830,0.48418
2020,17-29 y.,Indirect migration background,Yes,0.50046,398,719,0.46389,0.53703
2020,17-29 y.,Indirect migration background,No,0.42686,321,719,0.39068,0.46304
2020,30-45 y.,No migration background,Yes,0.61019,2271,3679,0.59443,0.62595
2020,30-45 y.,No migration background,No,0.38592,1408,3679,0.37019,0.40166
2020,30-45 y.,Direct migration background,Yes,0.52446,1940,3817,0.50861,0.54030
2020,30-45 y.,Direct migration background,No,0.44980,1877,3817,0.43402,0.46559
2020,30-45 y.,Indirect migration background,Yes,0.56939,315,521,0.52683,0.61195
2020,30-45 y.,Indirect migration background,No,0.42782,206,521,0.38530,0.47035
2020,46-65 y.,No migration background,Yes,0.69777,5459,7856,0.68761,0.70792
2020,46-65 y.,No migration background,No,0.29740,2397,7856,0.28729,0.30751
2020,46-65 y.,Direct migration background,Yes,0.63518,1408,2237,0.61523,0.65514
2020,46-65 y.,Direct migration background,No,0.34897,829,2237,0.32921,0.36872
2020,46-65 y.,Indirect migration background,Yes,0.61842,166,254,0.55856,0.67828
2020,46-65 y.,Indirect migration background,No,0.38158,88,254,0.32172,0.44144
2020,66 and older,No migration background,Yes,0.82254,3653,4380,0.81122,0.83385
2020,66 and older,No migration background,No,0.16771,727,4380,0.15664,0.17877
2020,66 and older,Direct migration background,Yes,0.75702,368,471,0.71825,0.79579
2020,66 and older,Direct migration background,No,0.24003,103,471,0.20142,0.27864
2021,17-29 y.,No migration background,Yes,0.60201,1160,1758,0.57912,0.62490
2021,17-29 y.,No migration background,No,0.33086,598,1758,0.30886,0.35286
2021,17-29 y.,Direct migration background,Yes,0.40140,283,507,0.35869,0.44411
2021,17-29 y.,Direct migration background,No,0.30595,224,507,0.26580,0.34610
2021,17-29 y.,Indirect migration background,Yes,0.55757,262,418,0.50990,0.60524
2021,17-29 y.,Indirect migration background,No,0.38048,156,418,0.33388,0.42708
2021,30-45 y.,No migration background,Yes,0.64279,1753,2611,0.62440,0.66117
2021,30-45 y.,No migration background,No,0.35721,858,2611,0.33883,0.37560
2021,30-45 y.,Direct migration background,Yes,0.53264,708,1213,0.50455,0.56073
2021,30-45 y.,Direct migration background,No,0.37473,505,1213,0.34747,0.40198
2021,30-45 y.,Indirect migration background,Yes,0.67841,200,303,0.62573,0.73109
2021,30-45 y.,Indirect migration background,No,0.32159,103,303,0.26891,0.37427
2021,46-65 y.,No migration background,Yes,0.74269,4125,5565,0.73120,0.75417
2021,46-65 y.,No migration background,No,0.25553,1440,5565,0.24407,0.26699
2021,46-65 y.,Direct migration background,Yes,0.67971,724,1038,0.65131,0.70811
2021,46-65 y.,Direct migration background,No,0.29352,314,1038,0.26580,0.32124
2021,46-65 y.,Indirect migration background,Yes,0.72013,130,182,0.65472,0.78553
2021,46-65 y.,Indirect migration background,No,0.27968,52,182,0.21429,0.34507
2021,66 and older,No migration background,Yes,0.84411,2732,3219,0.83158,0.85665
2021,66 and older,No migration background,No,0.15300,487,3219,0.14056,0.16544
2021,66 and older,Direct migration background,Yes,0.80240,253,307,0.75779,0.84702
2021,66 and older,Direct migration background,No,0.19122,54,307,0.14716,0.23529
2022,17-29 y.,No migration background,Yes,0.53514,1774,2740,0.51646,0.55382
2022,17-29 y.,No migration background,No,0.32758,966,2740,0.31001,0.34516
2022,17-29 y.,Direct migration background,Yes,0.52689,1234,2130,0.50568,0.54810
