year,age_gr,migback,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,30-45 y.,Direct migration background,Yes,0.66725,714,1102,0.63942,0.69509
1986,30-45 y.,Direct migration background,No,0.33275,388,1102,0.30491,0.36058
1986,46-65 y.,No migration background,Yes,0.76029,1775,2343,0.74301,0.77758
1986,46-65 y.,No migration background,No,0.23971,568,2343,0.22242,0.25699
1986,46-65 y.,Direct migration background,Yes,0.79839,658,874,0.77178,0.82500
1986,46-65 y.,Direct migration background,No,0.20161,216,874,0.17500,0.22822
1986,66 and older,No migration background,Yes,0.86431,843,979,0.84284,0.88577
1986,66 and older,No migration background,No,0.13569,136,979,0.11423,0.15716
1986,66 and older,Direct migration background,Yes,0.83608,42,42,0.72276,0.94940
1987,17-29 y.,No migration background,Yes,0.68199,1402,2072,0.66193,0.70205
1987,17-29 y.,No migration background,No,0.31740,670,2072,0.29735,0.33744
1987,17-29 y.,Direct migration background,Yes,0.58916,444,795,0.55494,0.62338
1987,17-29 y.,Direct migration background,No,0.40868,351,795,0.37448,0.44287
1987,17-29 y.,Indirect migration background,Yes,0.60019,74,141,0.51904,0.68133
1987,17-29 y.,Indirect migration background,No,0.39981,67,141,0.31867,0.48096
1987,30-45 y.,No migration background,Yes,0.64268,1358,2098,0.62216,0.66319
1987,30-45 y.,No migration background,No,0.35732,740,2098,0.33681,0.37784
1987,30-45 y.,Direct migration background,Yes,0.64597,671,1052,0.61705,0.67488
1987,30-45 y.,Direct migration background,No,0.35403,381,1052,0.32512,0.38295
1987,46-65 y.,No migration background,Yes,0.76868,1747,2286,0.75139,0.78597
1987,46-65 y.,No migration background,No,0.23132,539,2286,0.21403,0.24861
1987,46-65 y.,Direct migration background,Yes,0.73619,639,910,0.70754,0.76484
1987,46-65 y.,Direct migration background,No,0.26381,271,910,0.23516,0.29246
1987,66 and older,No migration background,Yes,0.87242,874,1010,0.85183,0.89301
1987,66 and older,No migration background,No,0.12758,136,1010,0.10699,0.14817
1987,66 and older,Direct migration background,Yes,0.84803,47,47,0.74428,0.95177
1988,17-29 y.,No migration background,Yes,0.61607,1168,1914,0.59428,0.63787
1988,17-29 y.,No migration background,No,0.38311,746,1914,0.36133,0.40490
1988,17-29 y.,Direct migration background,Yes,0.53401,397,763,0.49859,0.56943
1988,17-29 y.,Direct migration background,No,0.46091,366,763,0.42551,0.49630
1988,17-29 y.,Indirect migration background,Yes,0.53575,98,187,0.46407,0.60742
1988,17-29 y.,Indirect migration background,No,0.45733,89,187,0.38574,0.52893
1988,30-45 y.,No migration background,Yes,0.60252,1208,1997,0.58105,0.62399
1988,30-45 y.,No migration background,No,0.39474,789,1997,0.37330,0.41619
1988,30-45 y.,Direct migration background,Yes,0.58080,553,928,0.54903,0.61256
1988,30-45 y.,Direct migration background,No,0.41577,375,928,0.38404,0.44750
1988,46-65 y.,No migration background,Yes,0.70914,1552,2186,0.69010,0.72818
1988,46-65 y.,No migration background,No,0.28614,634,2186,0.26719,0.30509
1988,46-65 y.,Direct migration background,Yes,0.73211,667,902,0.70320,0.76103
1988,46-65 y.,Direct migration background,No,0.26248,235,902,0.23375,0.29121
1988,66 and older,No migration background,Yes,0.85213,821,965,0.82973,0.87454
1988,66 and older,No migration background,No,0.14329,144,965,0.12117,0.16541
1988,66 and older,Direct migration background,Yes,0.84644,50,50,0.74549,0.94739
1989,17-29 y.,No migration background,Yes,0.63954,1190,1863,0.61773,0.66135
1989,17-29 y.,No migration background,No,0.35911,673,1863,0.33732,0.38090
1989,17-29 y.,Direct migration background,Yes,0.59194,416,734,0.55636,0.62752
1989,17-29 y.,Direct migration background,No,0.40205,318,734,0.36656,0.43755
1989,17-29 y.,Indirect migration background,Yes,0.59157,124,221,0.52662,0.65653
1989,17-29 y.,Indirect migration background,No,0.39673,97,221,0.33209,0.46138
1989,30-45 y.,No migration background,Yes,0.60716,1192,1944,0.58544,0.62887
1989,30-45 y.,No migration background,No,0.39109,752,1944,0.36939,0.41279
1989,30-45 y.,Direct migration background,Yes,0.56814,539,869,0.53519,0.60109
1989,30-45 y.,Direct migration background,No,0.41580,330,869,0.38301,0.44859
1989,46-65 y.,No migration background,Yes,0.72635,1477,2058,0.70708,0.74561
1989,46-65 y.,No migration background,No,0.26955,581,2058,0.25038,0.28873
1989,46-65 y.,Direct migration background,Yes,0.73553,631,901,0.70672,0.76435
1989,46-65 y.,Direct migration background,No,0.26030,270,901,0.23163,0.28897
1989,66 and older,No migration background,Yes,0.85397,800,936,0.83133,0.87660
1989,66 and older,No migration background,No,0.14092,136,936,0.11862,0.16322
1989,66 and older,Direct migration background,Yes,0.86339,55,55,0.77179,0.95499
1991,17-29 y.,No migration background,Yes,0.64769,1694,2709,0.62970,0.66568
1991,17-29 y.,No migration background,No,0.34875,1015,2709,0.33080,0.36670
1991,17-29 y.,Direct migration background,Yes,0.55285,374,659,0.51486,0.59084
1991,17-29 y.,Direct migration background,No,0.43810,285,659,0.40019,0.47601
1991,17-29 y.,Indirect migration background,Yes,0.58562,163,308,0.53052,0.64073
1991,17-29 y.,Indirect migration background,No,0.40164,145,308,0.34680,0.45648
1991,30-45 y.,No migration background,Yes,0.60213,2007,3448,0.58579,0.61847
1991,30-45 y.,No migration background,No,0.39526,1441,3448,0.37894,0.41158
1991,30-45 y.,Direct migration background,Yes,0.59431,505,827,0.56082,0.62779
1991,30-45 y.,Direct migration background,No,0.39731,322,827,0.36393,0.43068
1991,46-65 y.,No migration background,Yes,0.72960,2210,3105,0.71398,0.74523
1991,46-65 y.,No migration background,No,0.26387,895,3105,0.24836,0.27937
1991,46-65 y.,Direct migration background,Yes,0.71550,711,987,0.68734,0.74366
1991,46-65 y.,Direct migration background,No,0.27240,276,987,0.24462,0.30019
1991,66 and older,No migration background,Yes,0.85815,1127,1316,0.83930,0.87701
1991,66 and older,No migration background,No,0.13740,189,1316,0.11880,0.15601
1991,66 and older,Direct migration background,Yes,0.83046,100,100,0.75654,0.90437
1992,17-29 y.,No migration background,Yes,0.63152,1617,2563,0.61284,0.65020
1992,17-29 y.,No migration background,No,0.36279,946,2563,0.34417,0.38141
1992,17-29 y.,Direct migration background,Yes,0.47293,308,621,0.43363,0.51223
1992,17-29 y.,Direct migration background,No,0.51357,313,621,0.47423,0.55292
1992,17-29 y.,Indirect migration background,Yes,0.54704,193,365,0.49591,0.59818
1992,17-29 y.,Indirect migration background,No,0.43996,172,365,0.38896,0.49095
1992,30-45 y.,No migration background,Yes,0.62887,2147,3416,0.61267,0.64507
1992,30-45 y.,No migration background,No,0.36241,1269,3416,0.34628,0.37853
1992,30-45 y.,Direct migration background,Yes,0.59687,485,772,0.56224,0.63149
1992,30-45 y.,Direct migration background,No,0.38460,287,772,0.35026,0.41894
1992,46-65 y.,No migration background,Yes,0.72586,2185,2995,0.70988,0.74183
1992,46-65 y.,No migration background,No,0.26097,810,2995,0.24523,0.27670
1992,46-65 y.,Direct migration background,Yes,0.69420,682,964,0.66510,0.72330
1992,46-65 y.,Direct migration background,No,0.27764,282,964,0.24936,0.30593
1992,66 and older,No migration background,Yes,0.84271,1107,1291,0.82284,0.86258
1992,66 and older,No migration background,No,0.14148,184,1291,0.12247,0.16050
1992,66 and older,Direct migration background,Yes,0.86856,115,115,0.80654,0.93059
1994,17-29 y.,No migration background,Yes,0.72238,1718,2381,0.70439,0.74037
1994,17-29 y.,No migration background,No,0.27609,663,2381,0.25813,0.29406
1994,17-29 y.,Direct migration background,Yes,0.65288,327,520,0.61192,0.69384
1994,17-29 y.,Direct migration background,No,0.34493,193,520,0.30404,0.38583
1994,17-29 y.,Indirect migration background,Yes,0.65023,267,432,0.60521,0.69525
1994,17-29 y.,Indirect migration background,No,0.33894,165,432,0.29425,0.38362
1994,30-45 y.,No migration background,Yes,0.71633,2462,3379,0.70113,0.73153
1994,30-45 y.,No migration background,No,0.27727,917,3379,0.26217,0.29236
1994,30-45 y.,Direct migration background,Yes,0.71324,489,704,0.67981,0.74668
1994,30-45 y.,Direct migration background,No,0.27451,215,704,0.24153,0.30750
1994,46-65 y.,No migration background,Yes,0.79997,2351,2913,0.78545,0.81450
1994,46-65 y.,No migration background,No,0.19201,562,2913,0.17770,0.20632
1994,46-65 y.,Direct migration background,Yes,0.75294,735,944,0.72541,0.78047
1994,46-65 y.,Direct migration background,No,0.23661,209,944,0.20949,0.26374
1994,66 and older,No migration background,Yes,0.89893,1191,1311,0.88261,0.91525
1994,66 and older,No migration background,No,0.09382,120,1311,0.07803,0.10961
1994,66 and older,Direct migration background,Yes,0.88463,153,153,0.83384,0.93542
1995,17-29 y.,No migration background,Yes,0.64321,1478,2293,0.62359,0.66282
1995,17-29 y.,No migration background,No,0.34527,815,2293,0.32581,0.36474
1995,17-29 y.,Direct migration background,Yes,0.53806,331,600,0.49814,0.57799
1995,17-29 y.,Direct migration background,No,0.45673,269,600,0.41684,0.49663
1995,17-29 y.,Indirect migration background,Yes,0.54539,247,440,0.49881,0.59197
1995,17-29 y.,Indirect migration background,No,0.45003,193,440,0.40349,0.49657
1995,30-45 y.,No migration background,Yes,0.64956,2242,3449,0.63363,0.66548
1995,30-45 y.,No migration background,No,0.34436,1207,3449,0.32850,0.36022
1995,30-45 y.,Direct migration background,Yes,0.56828,549,915,0.53616,0.60039
1995,30-45 y.,Direct migration background,No,0.41886,366,915,0.38687,0.45084
1995,46-65 y.,No migration background,Yes,0.74965,2172,2888,0.73385,0.76546
1995,46-65 y.,No migration background,No,0.23884,716,2888,0.22329,0.25440
1995,46-65 y.,Direct migration background,Yes,0.70265,756,1033,0.67476,0.73053
1995,46-65 y.,Direct migration background,No,0.28590,277,1033,0.25833,0.31347
1995,66 and older,No migration background,Yes,0.87882,1150,1288,0.86099,0.89665
1995,66 and older,No migration background,No,0.10592,138,1288,0.08910,0.12273
1995,66 and older,Direct migration background,Yes,0.86767,187,187,0.81897,0.91637
1996,17-29 y.,No migration background,Yes,0.62987,1370,2146,0.60943,0.65030
1996,17-29 y.,No migration background,No,0.35691,776,2146,0.33663,0.37718
1996,17-29 y.,Direct migration background,Yes,0.59842,308,528,0.55656,0.64027
1996,17-29 y.,Direct migration background,No,0.38292,220,528,0.34142,0.42442
1996,17-29 y.,Indirect migration background,Yes,0.55514,261,454,0.50937,0.60090
1996,17-29 y.,Indirect migration background,No,0.41109,193,454,0.36578,0.45640
1996,30-45 y.,No migration background,Yes,0.64223,2261,3480,0.62630,0.65816
1996,30-45 y.,No migration background,No,0.34643,1219,3480,0.33062,0.36224
1996,30-45 y.,Direct migration background,Yes,0.61234,527,842,0.57941,0.64527
1996,30-45 y.,Direct migration background,No,0.36576,315,842,0.33321,0.39831
1996,30-45 y.,Indirect migration background,Yes,0.66029,44,44,0.51873,0.80185
1996,46-65 y.,No migration background,Yes,0.74842,2173,2878,0.73257,0.76428
1996,46-65 y.,No migration background,No,0.23429,705,2878,0.21881,0.24976
1996,46-65 y.,Direct migration background,Yes,0.71800,722,970,0.68967,0.74634
1996,46-65 y.,Direct migration background,No,0.27003,248,970,0.24207,0.29798
1996,66 and older,No migration background,Yes,0.85364,1123,1296,0.83439,0.87290
1996,66 and older,No migration background,No,0.12986,173,1296,0.11155,0.14817
1996,66 and older,Direct migration background,Yes,0.84266,195,195,0.79142,0.89390
1997,17-29 y.,No migration background,Yes,0.62202,1297,2073,0.60114,0.64290
1997,17-29 y.,No migration background,No,0.37617,776,2073,0.35531,0.39703
1997,17-29 y.,Direct migration background,Yes,0.56347,266,476,0.51887,0.60807
1997,17-29 y.,Direct migration background,No,0.43070,210,476,0.38617,0.47523
1997,17-29 y.,Indirect migration background,Yes,0.57237,258,471,0.52764,0.61710
1997,17-29 y.,Indirect migration background,No,0.41795,213,471,0.37336,0.46254
1997,30-45 y.,No migration background,Yes,0.60915,2132,3466,0.59290,0.62540
1997,30-45 y.,No migration background,No,0.38918,1334,3466,0.37294,0.40541
1997,30-45 y.,Direct migration background,Yes,0.62232,506,812,0.58895,0.65568
1997,30-45 y.,Direct migration background,No,0.36470,306,812,0.33157,0.39783
1997,30-45 y.,Indirect migration background,Yes,0.58411,39,39,0.42740,0.74082
1997,46-65 y.,No migration background,Yes,0.75822,2174,2890,0.74261,0.77383
1997,46-65 y.,No migration background,No,0.23893,716,2890,0.22338,0.25448
1997,46-65 y.,Direct migration background,Yes,0.69581,676,935,0.66630,0.72531
1997,46-65 y.,Direct migration background,No,0.30072,259,935,0.27131,0.33013
1997,66 and older,No migration background,Yes,0.86729,1174,1330,0.84905,0.88553
1997,66 and older,No migration background,No,0.11947,156,1330,0.10203,0.13691
1997,66 and older,Direct migration background,Yes,0.90731,214,214,0.86837,0.94626
1998,17-29 y.,No migration background,Yes,0.58745,1352,2233,0.56703,0.60788
1998,17-29 y.,No migration background,No,0.40703,881,2233,0.38665,0.42741
1998,17-29 y.,Direct migration background,Yes,0.53763,235,433,0.49061,0.58465
1998,17-29 y.,Direct migration background,No,0.45666,198,433,0.40969,0.50363
1998,17-29 y.,Indirect migration background,Yes,0.55638,272,482,0.51198,0.60078
1998,17-29 y.,Indirect migration background,No,0.44231,210,482,0.39793,0.48670
1998,30-45 y.,No migration background,Yes,0.58538,2357,3927,0.56997,0.60079
1998,30-45 y.,No migration background,No,0.40695,1570,3927,0.39158,0.42232
1998,30-45 y.,Direct migration background,Yes,0.59509,457,774,0.56049,0.62970
1998,30-45 y.,Direct migration background,No,0.39160,317,774,0.35719,0.42601
1998,30-45 y.,Indirect migration background,Yes,0.52813,50,89,0.42383,0.63243
1998,30-45 y.,Indirect migration background,No,0.47187,39,89,0.36757,0.57617
1998,46-65 y.,No migration background,Yes,0.71736,2464,3420,0.70227,0.73246
1998,46-65 y.,No migration background,No,0.27251,956,3420,0.25759,0.28744
1998,46-65 y.,Direct migration background,Yes,0.69215,644,919,0.66229,0.72201
1998,46-65 y.,Direct migration background,No,0.29363,275,919,0.26417,0.32309
1998,66 and older,No migration background,Yes,0.85756,1377,1581,0.84033,0.87480
1998,66 and older,No migration background,No,0.12429,204,1581,0.10802,0.14056
1998,66 and older,Direct migration background,Yes,0.84413,207,248,0.79889,0.88937
1998,66 and older,Direct migration background,No,0.15587,41,248,0.11063,0.20111
1999,17-29 y.,No migration background,Yes,0.65993,1393,2116,0.63974,0.68012
1999,17-29 y.,No migration background,No,0.33606,723,2116,0.31593,0.35619
1999,17-29 y.,Direct migration background,Yes,0.53908,203,367,0.48801,0.59015
1999,17-29 y.,Direct migration background,No,0.45672,164,367,0.40569,0.50776
1999,17-29 y.,Indirect migration background,Yes,0.56986,269,475,0.52529,0.61443
1999,17-29 y.,Indirect migration background,No,0.41455,206,475,0.37020,0.45891
1999,30-45 y.,No migration background,Yes,0.60709,2428,3860,0.59168,0.62249
1999,30-45 y.,No migration background,No,0.38716,1432,3860,0.37179,0.40253
1999,30-45 y.,Direct migration background,Yes,0.58047,439,736,0.54480,0.61615
1999,30-45 y.,Direct migration background,No,0.41531,297,736,0.37969,0.45094
1999,30-45 y.,Indirect migration background,Yes,0.68735,66,99,0.59557,0.77913
1999,30-45 y.,Indirect migration background,No,0.31265,33,99,0.22087,0.40443
1999,46-65 y.,No migration background,Yes,0.74116,2480,3310,0.72623,0.75608
1999,46-65 y.,No migration background,No,0.25387,830,3310,0.23904,0.26870
1999,46-65 y.,Direct migration background,Yes,0.70989,623,841,0.67920,0.74058
1999,46-65 y.,Direct migration background,No,0.28340,218,841,0.25292,0.31387
1999,66 and older,No migration background,Yes,0.88193,1371,1536,0.86579,0.89807
1999,66 and older,No migration background,No,0.11151,165,1536,0.09577,0.12726
1999,66 and older,Direct migration background,Yes,0.85606,212,248,0.81229,0.89984
1999,66 and older,Direct migration background,No,0.14394,36,248,0.10016,0.18771
2000,17-29 y.,No migration background,Yes,0.59342,2048,3355,0.57680,0.61004
2000,17-29 y.,No migration background,No,0.39970,1307,3355,0.38312,0.41628
2000,17-29 y.,Direct migration background,Yes,0.51394,309,590,0.47357,0.55430
2000,17-29 y.,Direct migration background,No,0.48361,281,590,0.44326,0.52397
2000,17-29 y.,Indirect migration background,Yes,0.58381,355,610,0.54466,0.62296
2000,17-29 y.,Indirect migration background,No,0.40873,255,610,0.36968,0.44777
2000,30-45 y.,No migration background,Yes,0.59868,4130,6812,0.58704,0.61032
2000,30-45 y.,No migration background,No,0.39774,2682,6812,0.38612,0.40937
2000,30-45 y.,Direct migration background,Yes,0.55530,664,1171,0.52683,0.58378
2000,30-45 y.,Direct migration background,No,0.44108,507,1171,0.41263,0.46954
2000,30-45 y.,Indirect migration background,Yes,0.63308,103,159,0.55793,0.70823
2000,30-45 y.,Indirect migration background,No,0.36026,56,159,0.28540,0.43512
2000,46-65 y.,No migration background,Yes,0.71150,4694,6524,0.70050,0.72249
2000,46-65 y.,No migration background,No,0.28386,1830,6524,0.27292,0.29480
2000,46-65 y.,Direct migration background,Yes,0.71227,855,1182,0.68645,0.73809
2000,46-65 y.,Direct migration background,No,0.28699,327,1182,0.26119,0.31279
2000,66 and older,No migration background,Yes,0.86652,2794,3212,0.85476,0.87829
2000,66 and older,No migration background,No,0.12841,418,3212,0.11684,0.13998
2000,66 and older,Direct migration background,Yes,0.83547,301,352,0.79669,0.87426
2000,66 and older,Direct migration background,No,0.15185,51,352,0.11431,0.18940
2001,17-29 y.,No migration background,Yes,0.59172,1855,3044,0.57426,0.60919
2001,17-29 y.,No migration background,No,0.40434,1189,3044,0.38690,0.42178
2001,17-29 y.,Direct migration background,Yes,0.53105,274,497,0.48713,0.57497
2001,17-29 y.,Direct migration background,No,0.46895,223,497,0.42503,0.51287
2001,17-29 y.,Indirect migration background,Yes,0.57309,303,546,0.53156,0.61462
2001,17-29 y.,Indirect migration background,No,0.42452,243,546,0.38302,0.46602
2001,30-45 y.,No migration background,Yes,0.60902,3789,6104,0.59678,0.62127
2001,30-45 y.,No migration background,No,0.38774,2315,6104,0.37552,0.39997
2001,30-45 y.,Direct migration background,Yes,0.58977,612,1037,0.55982,0.61973
2001,30-45 y.,Direct migration background,No,0.40676,425,1037,0.37685,0.43667
2001,30-45 y.,Indirect migration background,Yes,0.54761,94,167,0.47190,0.62333
2001,30-45 y.,Indirect migration background,No,0.43823,73,167,0.36275,0.51371
2001,46-65 y.,No migration background,Yes,0.71941,4364,5989,0.70803,0.73079
2001,46-65 y.,No migration background,No,0.27392,1625,5989,0.26262,0.28522
2001,46-65 y.,Direct migration background,Yes,0.71618,759,1039,0.68876,0.74361
2001,46-65 y.,Direct migration background,No,0.27081,280,1039,0.24377,0.29784
2001,66 and older,No migration background,Yes,0.87331,2661,3034,0.86148,0.88515
2001,66 and older,No migration background,No,0.12174,373,3034,0.11010,0.13338
2001,66 and older,Direct migration background,Yes,0.85843,291,332,0.82087,0.89599
2001,66 and older,Direct migration background,No,0.13230,41,332,0.09579,0.16880
2002,17-29 y.,No migration background,Yes,0.57163,1874,3165,0.55439,0.58887
2002,17-29 y.,No migration background,No,0.42336,1291,3165,0.40614,0.44057
2002,17-29 y.,Direct migration background,Yes,0.52307,234,438,0.47624,0.56990
2002,17-29 y.,Direct migration background,No,0.46862,204,438,0.42183,0.51541
2002,17-29 y.,Indirect migration background,Yes,0.51825,277,522,0.47535,0.56116
2002,17-29 y.,Indirect migration background,No,0.47619,245,522,0.43330,0.51907
2002,30-45 y.,No migration background,Yes,0.59559,3837,6270,0.58344,0.60774
2002,30-45 y.,No migration background,No,0.40071,2433,6270,0.38858,0.41284
2002,30-45 y.,Direct migration background,Yes,0.55585,530,967,0.52451,0.58718
2002,30-45 y.,Direct migration background,No,0.44183,437,967,0.41052,0.47315
2002,30-45 y.,Indirect migration background,Yes,0.59980,116,187,0.52939,0.67022
2002,30-45 y.,Indirect migration background,No,0.39101,71,187,0.32088,0.46114
2002,46-65 y.,No migration background,Yes,0.70461,4810,6752,0.69373,0.71550
2002,46-65 y.,No migration background,No,0.29092,1942,6752,0.28008,0.30175
2002,46-65 y.,Direct migration background,Yes,0.68032,737,1038,0.65193,0.70870
2002,46-65 y.,Direct migration background,No,0.31946,301,1038,0.29108,0.34784
2002,66 and older,No migration background,Yes,0.86519,2792,3217,0.85339,0.87700
2002,66 and older,No migration background,No,0.13059,425,3217,0.11894,0.14224
2002,66 and older,Direct migration background,Yes,0.84071,299,348,0.80220,0.87921
2002,66 and older,Direct migration background,No,0.15929,49,348,0.12079,0.19780
2003,17-29 y.,No migration background,Yes,0.60130,1893,3106,0.58408,0.61852
2003,17-29 y.,No migration background,No,0.39324,1213,3106,0.37606,0.41042
2003,17-29 y.,Direct migration background,Yes,0.57380,209,379,0.52395,0.62366
2003,17-29 y.,Direct migration background,No,0.42187,170,379,0.37208,0.47166
2003,17-29 y.,Indirect migration background,Yes,0.50261,257,498,0.45866,0.54657
2003,17-29 y.,Indirect migration background,No,0.47195,241,498,0.42806,0.51584
2003,30-45 y.,No migration background,Yes,0.60915,3663,5810,0.59660,0.62169
2003,30-45 y.,No migration background,No,0.38717,2147,5810,0.37464,0.39970
2003,30-45 y.,Direct migration background,Yes,0.55932,502,885,0.52659,0.59205
2003,30-45 y.,Direct migration background,No,0.42856,383,885,0.39593,0.46118
2003,30-45 y.,Indirect migration background,Yes,0.69535,149,213,0.63339,0.75730
2003,30-45 y.,Indirect migration background,No,0.29408,64,213,0.23274,0.35541
2003,46-65 y.,No migration background,Yes,0.71881,4732,6506,0.70788,0.72973
2003,46-65 y.,No migration background,No,0.27347,1774,6506,0.26264,0.28431
2003,46-65 y.,Direct migration background,Yes,0.71603,712,984,0.68784,0.74422
2003,46-65 y.,Direct migration background,No,0.27981,272,984,0.25175,0.30787
2003,66 and older,No migration background,Yes,0.86668,2836,3258,0.85501,0.87836
2003,66 and older,No migration background,No,0.12490,422,3258,0.11354,0.13625
2003,66 and older,Direct migration background,Yes,0.84677,303,352,0.80908,0.88445
2003,66 and older,Direct migration background,No,0.13336,49,352,0.09779,0.16892
2004,17-29 y.,No migration background,Yes,0.57540,1794,3058,0.55788,0.59293
2004,17-29 y.,No migration background,No,0.41981,1264,3058,0.40231,0.43730
2004,17-29 y.,Direct migration background,Yes,0.48346,189,371,0.43254,0.53438
2004,17-29 y.,Direct migration background,No,0.50374,182,371,0.45279,0.55469
2004,17-29 y.,Indirect migration background,Yes,0.53478,266,516,0.49170,0.57786
2004,17-29 y.,Indirect migration background,No,0.46191,250,516,0.41885,0.50497
2004,30-45 y.,No migration background,Yes,0.59544,3294,5446,0.58240,0.60847
2004,30-45 y.,No migration background,No,0.40132,2152,5446,0.38830,0.41434
2004,30-45 y.,Direct migration background,Yes,0.59345,490,841,0.56023,0.62667
2004,30-45 y.,Direct migration background,No,0.39817,351,841,0.36506,0.43127
2004,30-45 y.,Indirect migration background,Yes,0.62783,138,222,0.56409,0.69156
2004,30-45 y.,Indirect migration background,No,0.37217,84,222,0.30844,0.43591
2004,46-65 y.,No migration background,Yes,0.69954,4468,6348,0.68826,0.71082
2004,46-65 y.,No migration background,No,0.29783,1880,6348,0.28657,0.30908
2004,46-65 y.,Direct migration background,Yes,0.68602,660,949,0.65648,0.71556
2004,46-65 y.,Direct migration background,No,0.31027,289,949,0.28082,0.33971
2004,46-65 y.,Indirect migration background,Yes,0.71497,31,31,0.55343,0.87651
2004,66 and older,No migration background,Yes,0.87367,2944,3362,0.86244,0.88490
2004,66 and older,No migration background,No,0.11659,418,3362,0.10574,0.12744
2004,66 and older,Direct migration background,Yes,0.83595,304,361,0.79770,0.87420
2004,66 and older,Direct migration background,No,0.15558,57,361,0.11814,0.19302
2005,17-29 y.,No migration background,Yes,0.59519,1790,2974,0.57754,0.61283
2005,17-29 y.,No migration background,No,0.39598,1184,2974,0.37840,0.41356
2005,17-29 y.,Direct migration background,Yes,0.47881,160,314,0.42346,0.53415
2005,17-29 y.,Direct migration background,No,0.51335,154,314,0.45797,0.56872
2005,17-29 y.,Indirect migration background,Yes,0.56863,285,521,0.52606,0.61120
2005,17-29 y.,Indirect migration background,No,0.42723,236,521,0.38472,0.46975
2005,30-45 y.,No migration background,Yes,0.60979,3156,5027,0.59630,0.62328
2005,30-45 y.,No migration background,No,0.38392,1871,5027,0.37047,0.39736
2005,30-45 y.,Direct migration background,Yes,0.64040,487,794,0.60700,0.67381
2005,30-45 y.,Direct migration background,No,0.35362,307,794,0.32035,0.38690
2005,30-45 y.,Indirect migration background,Yes,0.63097,138,242,0.57005,0.69189
2005,30-45 y.,Indirect migration background,No,0.36494,104,242,0.30416,0.42572
2005,46-65 y.,No migration background,Yes,0.70347,4315,6048,0.69196,0.71498
