year,migback,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Indirect migration background,3rd Quintile,Yes,0.21213,99,173,0.15103,0.27323
2011,Indirect migration background,3rd Quintile,No,0.24473,74,173,0.18048,0.30898
2011,Indirect migration background,4th Quintile,Yes,0.39605,109,155,0.31880,0.47329
2011,Indirect migration background,4th Quintile,No,0.15876,46,155,0.10104,0.21648
2011,Indirect migration background,5th Quintile,Yes,0.33588,110,171,0.26488,0.40688
2011,Indirect migration background,5th Quintile,No,0.24253,61,171,0.17810,0.30696
2012,No migration background,1st Quintile,Yes,0.59057,2787,3921,0.57518,0.60596
2012,No migration background,1st Quintile,No,0.22505,1134,3921,0.21198,0.23813
2012,No migration background,2nd Quintile,Yes,0.62268,2887,3989,0.60763,0.63772
2012,No migration background,2nd Quintile,No,0.22054,1102,3989,0.20767,0.23340
2012,No migration background,3rd Quintile,Yes,0.62326,3043,4168,0.60855,0.63798
2012,No migration background,3rd Quintile,No,0.21297,1125,4168,0.20054,0.22541
2012,No migration background,4th Quintile,Yes,0.62383,3043,4273,0.60930,0.63835
2012,No migration background,4th Quintile,No,0.23489,1230,4273,0.22218,0.24760
2012,No migration background,5th Quintile,Yes,0.62971,3395,4786,0.61603,0.64340
2012,No migration background,5th Quintile,No,0.26862,1391,4786,0.25606,0.28118
2012,Direct migration background,1st Quintile,Yes,0.68254,685,1058,0.65447,0.71060
2012,Direct migration background,1st Quintile,No,0.27000,373,1058,0.24324,0.29677
2012,Direct migration background,2nd Quintile,Yes,0.69483,470,695,0.66057,0.72909
2012,Direct migration background,2nd Quintile,No,0.28222,225,695,0.24873,0.31570
2012,Direct migration background,3rd Quintile,Yes,0.66331,308,456,0.61988,0.70673
2012,Direct migration background,3rd Quintile,No,0.30766,148,456,0.26526,0.35007
2012,Direct migration background,4th Quintile,Yes,0.68098,230,345,0.63173,0.73024
2012,Direct migration background,4th Quintile,No,0.30055,115,345,0.25209,0.34900
2012,Direct migration background,5th Quintile,Yes,0.68841,199,290,0.63501,0.74181
2012,Direct migration background,5th Quintile,No,0.28985,91,290,0.23754,0.34216
2012,Indirect migration background,1st Quintile,Yes,0.23099,201,326,0.18517,0.27681
2012,Indirect migration background,1st Quintile,No,0.12464,125,326,0.08872,0.16055
2012,Indirect migration background,2nd Quintile,Yes,0.22126,159,247,0.16939,0.27314
2012,Indirect migration background,2nd Quintile,No,0.16126,88,247,0.11530,0.20722
2012,Indirect migration background,3rd Quintile,Yes,0.28680,120,192,0.22266,0.35094
2012,Indirect migration background,3rd Quintile,No,0.22990,72,192,0.17023,0.28958
2012,Indirect migration background,4th Quintile,Yes,0.24186,96,171,0.17749,0.30623
2012,Indirect migration background,4th Quintile,No,0.29639,75,171,0.22774,0.36504
2012,Indirect migration background,5th Quintile,Yes,0.40114,122,170,0.32725,0.47504
2012,Indirect migration background,5th Quintile,No,0.19269,48,170,0.13323,0.25216
2013,No migration background,1st Quintile,Yes,0.62292,2805,3850,0.60761,0.63824
2013,No migration background,1st Quintile,No,0.20082,1045,3850,0.18816,0.21348
2013,No migration background,2nd Quintile,Yes,0.64960,3167,4256,0.63526,0.66394
2013,No migration background,2nd Quintile,No,0.19410,1089,4256,0.18222,0.20599
2013,No migration background,3rd Quintile,Yes,0.65430,3175,4229,0.63996,0.66863
2013,No migration background,3rd Quintile,No,0.20013,1054,4229,0.18806,0.21219
2013,No migration background,4th Quintile,Yes,0.65002,3203,4353,0.63585,0.66419
2013,No migration background,4th Quintile,No,0.22225,1150,4353,0.20990,0.23460
2013,No migration background,5th Quintile,Yes,0.65154,3584,4976,0.63830,0.66478
2013,No migration background,5th Quintile,No,0.24931,1392,4976,0.23729,0.26133
2013,Direct migration background,1st Quintile,Yes,0.72411,688,995,0.69632,0.75190
2013,Direct migration background,1st Quintile,No,0.24794,307,995,0.22109,0.27478
2013,Direct migration background,2nd Quintile,Yes,0.68342,491,727,0.64958,0.71726
2013,Direct migration background,2nd Quintile,No,0.30236,236,727,0.26895,0.33577
2013,Direct migration background,3rd Quintile,Yes,0.71928,315,468,0.67852,0.76003
2013,Direct migration background,3rd Quintile,No,0.25520,153,468,0.21566,0.29474
2013,Direct migration background,4th Quintile,Yes,0.69021,232,328,0.64009,0.74033
2013,Direct migration background,4th Quintile,No,0.28321,96,328,0.23437,0.33204
2013,Direct migration background,5th Quintile,Yes,0.70494,232,334,0.65595,0.75392
2013,Direct migration background,5th Quintile,No,0.27954,102,334,0.23134,0.32774
2013,Indirect migration background,1st Quintile,Yes,0.29262,213,309,0.24181,0.34344
2013,Indirect migration background,1st Quintile,No,0.10678,96,309,0.07229,0.14127
2013,Indirect migration background,2nd Quintile,Yes,0.22757,159,251,0.17560,0.27954
2013,Indirect migration background,2nd Quintile,No,0.13726,92,251,0.09461,0.17992
2013,Indirect migration background,3rd Quintile,Yes,0.37816,138,200,0.31078,0.44553
2013,Indirect migration background,3rd Quintile,No,0.14652,62,200,0.09739,0.19566
2013,Indirect migration background,4th Quintile,Yes,0.34749,109,173,0.27633,0.41865
2013,Indirect migration background,4th Quintile,No,0.22394,64,173,0.16163,0.28624
2013,Indirect migration background,5th Quintile,Yes,0.46726,138,191,0.39631,0.53820
2013,Indirect migration background,5th Quintile,No,0.18730,53,191,0.13182,0.24277
2014,No migration background,1st Quintile,Yes,0.61063,2358,3324,0.59405,0.62721
2014,No migration background,1st Quintile,No,0.21753,966,3324,0.20350,0.23155
2014,No migration background,2nd Quintile,Yes,0.61275,2710,3774,0.59720,0.62829
2014,No migration background,2nd Quintile,No,0.21824,1064,3774,0.20506,0.23142
2014,No migration background,3rd Quintile,Yes,0.63607,2929,3979,0.62112,0.65103
2014,No migration background,3rd Quintile,No,0.21471,1050,3979,0.20195,0.22747
2014,No migration background,4th Quintile,Yes,0.62095,3031,4277,0.60641,0.63549
2014,No migration background,4th Quintile,No,0.24353,1246,4277,0.23066,0.25639
2014,No migration background,5th Quintile,Yes,0.64406,3320,4665,0.63032,0.65781
2014,No migration background,5th Quintile,No,0.26171,1345,4665,0.24909,0.27433
2014,Direct migration background,1st Quintile,Yes,0.65309,1345,1949,0.63195,0.67423
2014,Direct migration background,1st Quintile,No,0.28378,604,1949,0.26376,0.30380
2014,Direct migration background,2nd Quintile,Yes,0.65542,881,1328,0.62985,0.68099
2014,Direct migration background,2nd Quintile,No,0.31842,447,1328,0.29335,0.34348
2014,Direct migration background,3rd Quintile,Yes,0.63665,578,890,0.60503,0.66826
2014,Direct migration background,3rd Quintile,No,0.33210,312,890,0.30114,0.36306
2014,Direct migration background,4th Quintile,Yes,0.64957,376,597,0.61127,0.68788
2014,Direct migration background,4th Quintile,No,0.32816,221,597,0.29046,0.36586
2014,Direct migration background,5th Quintile,Yes,0.67080,333,501,0.62961,0.71199
2014,Direct migration background,5th Quintile,No,0.30660,168,501,0.26619,0.34702
2014,Indirect migration background,1st Quintile,Yes,0.25348,336,523,0.21616,0.29080
2014,Indirect migration background,1st Quintile,No,0.16685,187,523,0.13487,0.19884
2014,Indirect migration background,2nd Quintile,Yes,0.24322,244,382,0.20014,0.28630
2014,Indirect migration background,2nd Quintile,No,0.18817,138,382,0.14893,0.22742
2014,Indirect migration background,3rd Quintile,Yes,0.29999,181,282,0.24641,0.35357
2014,Indirect migration background,3rd Quintile,No,0.19924,101,282,0.15254,0.24594
2014,Indirect migration background,4th Quintile,Yes,0.36795,173,274,0.31075,0.42516
2014,Indirect migration background,4th Quintile,No,0.23554,101,274,0.18520,0.28588
2014,Indirect migration background,5th Quintile,Yes,0.45123,154,228,0.38649,0.51596
2014,Indirect migration background,5th Quintile,No,0.18516,74,228,0.13463,0.23569
2015,No migration background,1st Quintile,Yes,0.60028,2139,3022,0.58281,0.61775
2015,No migration background,1st Quintile,No,0.22586,883,3022,0.21095,0.24078
2015,No migration background,2nd Quintile,Yes,0.62839,2768,3762,0.61294,0.64383
2015,No migration background,2nd Quintile,No,0.21149,994,3762,0.19844,0.22454
2015,No migration background,3rd Quintile,Yes,0.62021,2718,3744,0.60466,0.63575
2015,No migration background,3rd Quintile,No,0.22478,1026,3744,0.21141,0.23815
2015,No migration background,4th Quintile,Yes,0.65208,2887,3979,0.63728,0.66688
2015,No migration background,4th Quintile,No,0.21332,1092,3979,0.20059,0.22605
2015,No migration background,5th Quintile,Yes,0.63212,3131,4449,0.61795,0.64629
2015,No migration background,5th Quintile,No,0.26633,1318,4449,0.25334,0.27932
2015,Direct migration background,1st Quintile,Yes,0.68336,1096,1571,0.66035,0.70637
2015,Direct migration background,1st Quintile,No,0.26393,475,1571,0.24213,0.28573
2015,Direct migration background,2nd Quintile,Yes,0.62901,722,1128,0.60081,0.65721
2015,Direct migration background,2nd Quintile,No,0.34414,406,1128,0.31641,0.37188
2015,Direct migration background,3rd Quintile,Yes,0.63549,508,808,0.60228,0.66869
2015,Direct migration background,3rd Quintile,No,0.32720,300,808,0.29483,0.35957
2015,Direct migration background,4th Quintile,Yes,0.62523,323,507,0.58305,0.66741
2015,Direct migration background,4th Quintile,No,0.33852,184,507,0.29729,0.37976
2015,Direct migration background,5th Quintile,Yes,0.69224,306,449,0.64949,0.73498
2015,Direct migration background,5th Quintile,No,0.28428,143,449,0.24251,0.32605
2015,Indirect migration background,1st Quintile,Yes,0.27145,311,476,0.23146,0.31145
2015,Indirect migration background,1st Quintile,No,0.14461,165,476,0.11298,0.17624
2015,Indirect migration background,2nd Quintile,Yes,0.27951,214,341,0.23181,0.32721
2015,Indirect migration background,2nd Quintile,No,0.19855,127,341,0.15615,0.24095
2015,Indirect migration background,3rd Quintile,Yes,0.30815,175,271,0.25308,0.36323
2015,Indirect migration background,3rd Quintile,No,0.19946,96,271,0.15180,0.24712
2015,Indirect migration background,4th Quintile,Yes,0.46138,174,256,0.40019,0.52257
2015,Indirect migration background,4th Quintile,No,0.15159,82,256,0.10757,0.19561
2015,Indirect migration background,5th Quintile,Yes,0.46435,131,193,0.39381,0.53490
2015,Indirect migration background,5th Quintile,No,0.19049,62,193,0.13494,0.24603
2016,No migration background,1st Quintile,Yes,0.58877,1972,2766,0.57043,0.60711
2016,No migration background,1st Quintile,No,0.22465,794,2766,0.20909,0.24020
2016,No migration background,2nd Quintile,Yes,0.63133,2501,3445,0.61522,0.64745
2016,No migration background,2nd Quintile,No,0.20877,944,3445,0.19520,0.22235
2016,No migration background,3rd Quintile,Yes,0.58818,2503,3539,0.57196,0.60440
2016,No migration background,3rd Quintile,No,0.24923,1036,3539,0.23497,0.26348
2016,No migration background,4th Quintile,Yes,0.64277,2666,3767,0.62746,0.65807
2016,No migration background,4th Quintile,No,0.22305,1101,3767,0.20976,0.23635
2016,No migration background,5th Quintile,Yes,0.63087,2952,4157,0.61620,0.64554
2016,No migration background,5th Quintile,No,0.26744,1205,4157,0.25398,0.28089
2016,Direct migration background,1st Quintile,Yes,0.65463,1237,1794,0.63262,0.67663
2016,Direct migration background,1st Quintile,No,0.25787,557,1794,0.23762,0.27812
2016,Direct migration background,2nd Quintile,Yes,0.61918,796,1244,0.59218,0.64617
2016,Direct migration background,2nd Quintile,No,0.32579,448,1244,0.29973,0.35184
2016,Direct migration background,3rd Quintile,Yes,0.61944,491,793,0.58562,0.65325
2016,Direct migration background,3rd Quintile,No,0.34561,302,793,0.31248,0.37873
2016,Direct migration background,4th Quintile,Yes,0.61816,374,606,0.57944,0.65687
2016,Direct migration background,4th Quintile,No,0.33917,232,606,0.30145,0.37690
2016,Direct migration background,5th Quintile,Yes,0.62990,323,486,0.58693,0.67287
2016,Direct migration background,5th Quintile,No,0.31465,163,486,0.27332,0.35598
2016,Indirect migration background,1st Quintile,Yes,0.27646,267,420,0.23363,0.31928
2016,Indirect migration background,1st Quintile,No,0.13704,153,420,0.10411,0.16997
2016,Indirect migration background,2nd Quintile,Yes,0.25118,213,352,0.20581,0.29656
2016,Indirect migration background,2nd Quintile,No,0.21364,139,352,0.17076,0.25652
2016,Indirect migration background,3rd Quintile,Yes,0.34518,171,260,0.28728,0.40309
2016,Indirect migration background,3rd Quintile,No,0.16771,89,260,0.12221,0.21321
2016,Indirect migration background,4th Quintile,Yes,0.39798,144,233,0.33499,0.46096
2016,Indirect migration background,4th Quintile,No,0.20079,89,233,0.14924,0.25234
2016,Indirect migration background,5th Quintile,Yes,0.41072,120,187,0.34001,0.48142
2016,Indirect migration background,5th Quintile,No,0.24283,67,187,0.18120,0.30445
2017,No migration background,1st Quintile,Yes,0.63434,1891,2621,0.61590,0.65278
2017,No migration background,1st Quintile,No,0.19691,730,2621,0.18169,0.21214
2017,No migration background,2nd Quintile,Yes,0.62821,2406,3293,0.61170,0.64472
2017,No migration background,2nd Quintile,No,0.20615,887,3293,0.19233,0.21997
2017,No migration background,3rd Quintile,Yes,0.63260,2546,3427,0.61646,0.64874
2017,No migration background,3rd Quintile,No,0.20662,881,3427,0.19306,0.22018
2017,No migration background,4th Quintile,Yes,0.67231,2703,3620,0.65701,0.68760
2017,No migration background,4th Quintile,No,0.20736,917,3620,0.19415,0.22057
2017,No migration background,5th Quintile,Yes,0.63726,2817,3905,0.62218,0.65235
2017,No migration background,5th Quintile,No,0.25846,1088,3905,0.24473,0.27219
2017,Direct migration background,1st Quintile,Yes,0.61920,1149,1587,0.59530,0.64310
2017,Direct migration background,1st Quintile,No,0.20988,438,1587,0.18984,0.22992
2017,Direct migration background,2nd Quintile,Yes,0.61195,743,1166,0.58397,0.63993
2017,Direct migration background,2nd Quintile,No,0.32356,423,1166,0.29669,0.35042
2017,Direct migration background,3rd Quintile,Yes,0.62017,461,707,0.58437,0.65597
2017,Direct migration background,3rd Quintile,No,0.33634,246,707,0.30149,0.37119
2017,Direct migration background,4th Quintile,Yes,0.72624,334,502,0.68720,0.76528
2017,Direct migration background,4th Quintile,No,0.24917,168,502,0.21129,0.28705
2017,Direct migration background,5th Quintile,Yes,0.64951,287,433,0.60452,0.69451
2017,Direct migration background,5th Quintile,No,0.32379,146,433,0.27967,0.36792
2017,Indirect migration background,1st Quintile,Yes,0.25754,289,432,0.21626,0.29882
2017,Indirect migration background,1st Quintile,No,0.13833,143,432,0.10573,0.17092
2017,Indirect migration background,2nd Quintile,Yes,0.25002,178,291,0.20019,0.29986
2017,Indirect migration background,2nd Quintile,No,0.19755,113,291,0.15173,0.24338
2017,Indirect migration background,3rd Quintile,Yes,0.32391,170,248,0.26555,0.38227
2017,Indirect migration background,3rd Quintile,No,0.18331,78,248,0.13505,0.23156
2017,Indirect migration background,4th Quintile,Yes,0.48030,149,211,0.41273,0.54787
2017,Indirect migration background,4th Quintile,No,0.15099,62,211,0.10257,0.19942
2017,Indirect migration background,5th Quintile,Yes,0.48766,133,193,0.41696,0.55836
2017,Indirect migration background,5th Quintile,No,0.14964,60,193,0.09918,0.20010
2018,No migration background,1st Quintile,Yes,0.61643,1997,2839,0.59854,0.63432
2018,No migration background,1st Quintile,No,0.22409,842,2839,0.20875,0.23943
2018,No migration background,2nd Quintile,Yes,0.62461,2693,3649,0.60890,0.64033
2018,No migration background,2nd Quintile,No,0.20072,956,3649,0.18772,0.21372
2018,No migration background,3rd Quintile,Yes,0.64132,2777,3688,0.62584,0.65680
2018,No migration background,3rd Quintile,No,0.20126,911,3688,0.18831,0.21420
2018,No migration background,4th Quintile,Yes,0.64974,2939,3994,0.63494,0.66454
2018,No migration background,4th Quintile,No,0.22387,1055,3994,0.21094,0.23680
2018,No migration background,5th Quintile,Yes,0.63908,3177,4413,0.62491,0.65325
2018,No migration background,5th Quintile,No,0.26039,1236,4413,0.24744,0.27334
2018,Direct migration background,1st Quintile,Yes,0.58699,1003,1440,0.56155,0.61243
2018,Direct migration background,1st Quintile,No,0.21210,437,1440,0.19098,0.23323
2018,Direct migration background,2nd Quintile,Yes,0.60079,702,1068,0.57140,0.63017
2018,Direct migration background,2nd Quintile,No,0.34073,366,1068,0.31229,0.36917
2018,Direct migration background,3rd Quintile,Yes,0.61124,489,751,0.57635,0.64613
2018,Direct migration background,3rd Quintile,No,0.34222,262,751,0.30826,0.37617
2018,Direct migration background,4th Quintile,Yes,0.68135,348,506,0.64071,0.72199
2018,Direct migration background,4th Quintile,No,0.28801,158,506,0.24852,0.32751
2018,Direct migration background,5th Quintile,Yes,0.63103,290,424,0.58505,0.67702
2018,Direct migration background,5th Quintile,No,0.33598,134,424,0.29097,0.38099
2018,Indirect migration background,1st Quintile,Yes,0.25278,272,419,0.21111,0.29444
2018,Indirect migration background,1st Quintile,No,0.14018,147,419,0.10690,0.17347
2018,Indirect migration background,2nd Quintile,Yes,0.27980,238,377,0.23442,0.32517
2018,Indirect migration background,2nd Quintile,No,0.22361,139,377,0.18149,0.26572
2018,Indirect migration background,3rd Quintile,Yes,0.36585,190,293,0.31061,0.42110
2018,Indirect migration background,3rd Quintile,No,0.24425,103,293,0.19497,0.29352
2018,Indirect migration background,4th Quintile,Yes,0.39596,119,195,0.32714,0.46478
2018,Indirect migration background,4th Quintile,No,0.17476,76,195,0.12132,0.22820
2018,Indirect migration background,5th Quintile,Yes,0.52478,150,210,0.45707,0.59248
2018,Indirect migration background,5th Quintile,No,0.15352,60,210,0.10465,0.20240
2019,No migration background,1st Quintile,Yes,0.63489,1958,2708,0.61675,0.65303
2019,No migration background,1st Quintile,No,0.19959,750,2708,0.18453,0.21465
2019,No migration background,2nd Quintile,Yes,0.63541,2571,3471,0.61939,0.65142
2019,No migration background,2nd Quintile,No,0.19929,900,3471,0.18600,0.21259
2019,No migration background,3rd Quintile,Yes,0.61156,2548,3482,0.59536,0.62775
2019,No migration background,3rd Quintile,No,0.22987,934,3482,0.21589,0.24385
2019,No migration background,4th Quintile,Yes,0.64266,2698,3639,0.62708,0.65823
2019,No migration background,4th Quintile,No,0.21400,941,3639,0.20067,0.22732
2019,No migration background,5th Quintile,Yes,0.66948,3075,4148,0.65516,0.68379
2019,No migration background,5th Quintile,No,0.23776,1073,4148,0.22480,0.25071
2019,Direct migration background,1st Quintile,Yes,0.57863,935,1308,0.55186,0.60540
2019,Direct migration background,1st Quintile,No,0.20714,373,1308,0.18516,0.22911
2019,Direct migration background,2nd Quintile,Yes,0.64660,679,975,0.61658,0.67662
2019,Direct migration background,2nd Quintile,No,0.30165,296,975,0.27282,0.33047
2019,Direct migration background,3rd Quintile,Yes,0.71236,445,652,0.67759,0.74713
2019,Direct migration background,3rd Quintile,No,0.26381,207,652,0.22996,0.29766
2019,Direct migration background,4th Quintile,Yes,0.65132,285,436,0.60654,0.69611
2019,Direct migration background,4th Quintile,No,0.33245,151,436,0.28818,0.37672
2019,Direct migration background,5th Quintile,Yes,0.67704,305,449,0.63374,0.72034
2019,Direct migration background,5th Quintile,No,0.31014,144,449,0.26731,0.35298
2019,Indirect migration background,1st Quintile,Yes,0.27293,267,414,0.22997,0.31590
2019,Indirect migration background,1st Quintile,No,0.13592,147,414,0.10287,0.16897
2019,Indirect migration background,2nd Quintile,Yes,0.29653,202,312,0.24577,0.34730
2019,Indirect migration background,2nd Quintile,No,0.18585,110,312,0.14262,0.22909
2019,Indirect migration background,3rd Quintile,Yes,0.39512,192,280,0.33776,0.45249
2019,Indirect migration background,3rd Quintile,No,0.15691,88,280,0.11423,0.19959
2019,Indirect migration background,4th Quintile,Yes,0.37385,119,187,0.30432,0.44338
2019,Indirect migration background,4th Quintile,No,0.22881,68,187,0.16844,0.28918
2019,Indirect migration background,5th Quintile,Yes,0.45053,139,211,0.38324,0.51783
2019,Indirect migration background,5th Quintile,No,0.20898,72,211,0.15399,0.26397
2020,No migration background,1st Quintile,Yes,0.60084,1846,2622,0.58209,0.61959
2020,No migration background,1st Quintile,No,0.23774,776,2622,0.22145,0.25404
2020,No migration background,2nd Quintile,Yes,0.60443,2438,3431,0.58806,0.62079
2020,No migration background,2nd Quintile,No,0.21379,993,3431,0.20007,0.22751
2020,No migration background,3rd Quintile,Yes,0.59694,2416,3403,0.58045,0.61342
2020,No migration background,3rd Quintile,No,0.24946,987,3403,0.23492,0.26401
2020,No migration background,4th Quintile,Yes,0.59002,2632,3805,0.57439,0.60565
2020,No migration background,4th Quintile,No,0.26483,1173,3805,0.25081,0.27885
2020,No migration background,5th Quintile,Yes,0.59504,3530,5149,0.58163,0.60845
2020,No migration background,5th Quintile,No,0.29064,1619,5149,0.27823,0.30304
2020,Direct migration background,1st Quintile,Yes,0.60394,1946,3523,0.58779,0.62009
2020,Direct migration background,1st Quintile,No,0.32136,1577,3523,0.30594,0.33679
2020,Direct migration background,2nd Quintile,Yes,0.53816,635,1062,0.50816,0.56816
2020,Direct migration background,2nd Quintile,No,0.42647,427,1062,0.39671,0.45623
2020,Direct migration background,3rd Quintile,Yes,0.56132,335,576,0.52076,0.60188
2020,Direct migration background,3rd Quintile,No,0.41178,241,576,0.37155,0.45200
2020,Direct migration background,4th Quintile,Yes,0.64576,308,474,0.60265,0.68886
2020,Direct migration background,4th Quintile,No,0.34037,166,474,0.29766,0.38307
2020,Direct migration background,5th Quintile,Yes,0.58610,309,499,0.54284,0.62936
2020,Direct migration background,5th Quintile,No,0.39563,190,499,0.35268,0.43857
2020,Indirect migration background,1st Quintile,Yes,0.21776,238,406,0.17757,0.25796
2020,Indirect migration background,1st Quintile,No,0.17710,168,406,0.13992,0.21428
2020,Indirect migration background,2nd Quintile,Yes,0.25485,174,316,0.20673,0.30298
2020,Indirect migration background,2nd Quintile,No,0.20904,142,316,0.16413,0.25394
2020,Indirect migration background,3rd Quintile,Yes,0.30277,161,276,0.24847,0.35708
2020,Indirect migration background,3rd Quintile,No,0.27623,115,276,0.22339,0.32908
2020,Indirect migration background,4th Quintile,Yes,0.35260,149,232,0.29098,0.41421
2020,Indirect migration background,4th Quintile,No,0.26451,83,232,0.20763,0.32139
2020,Indirect migration background,5th Quintile,Yes,0.43761,177,285,0.37992,0.49531
2020,Indirect migration background,5th Quintile,No,0.18831,108,285,0.14284,0.23378
2021,No migration background,1st Quintile,Yes,0.65789,1457,1964,0.63690,0.67887
2021,No migration background,1st Quintile,No,0.20650,507,1964,0.18860,0.22441
2021,No migration background,2nd Quintile,Yes,0.61340,1774,2400,0.59392,0.63289
2021,No migration background,2nd Quintile,No,0.22089,626,2400,0.20429,0.23749
2021,No migration background,3rd Quintile,Yes,0.60271,1833,2468,0.58340,0.62202
2021,No migration background,3rd Quintile,No,0.22735,635,2468,0.21082,0.24389
2021,No migration background,4th Quintile,Yes,0.63446,1969,2649,0.61612,0.65280
2021,No migration background,4th Quintile,No,0.23136,680,2649,0.21530,0.24742
2021,No migration background,5th Quintile,Yes,0.65246,2730,3656,0.63702,0.66790
2021,No migration background,5th Quintile,No,0.23514,926,3656,0.22139,0.24889
2021,Direct migration background,1st Quintile,Yes,0.48231,664,1027,0.45174,0.51289
2021,Direct migration background,1st Quintile,No,0.29361,363,1027,0.26575,0.32148
2021,Direct migration background,2nd Quintile,Yes,0.66208,458,722,0.62755,0.69660
2021,Direct migration background,2nd Quintile,No,0.25485,264,722,0.22304,0.28666
2021,Direct migration background,3rd Quintile,Yes,0.67246,304,477,0.63029,0.71462
2021,Direct migration background,3rd Quintile,No,0.29264,173,477,0.25176,0.33351
2021,Direct migration background,4th Quintile,Yes,0.63875,244,375,0.59006,0.68743
2021,Direct migration background,4th Quintile,No,0.32873,131,375,0.28112,0.37634
2021,Direct migration background,5th Quintile,Yes,0.63014,276,422,0.58402,0.67625
2021,Direct migration background,5th Quintile,No,0.35599,146,422,0.31025,0.40173
2021,Indirect migration background,1st Quintile,Yes,0.24146,153,234,0.18651,0.29642
2021,Indirect migration background,1st Quintile,No,0.12128,81,234,0.07936,0.16320
2021,Indirect migration background,2nd Quintile,Yes,0.32755,132,204,0.26299,0.39211
2021,Indirect migration background,2nd Quintile,No,0.15199,72,204,0.10260,0.20138
2021,Indirect migration background,3rd Quintile,Yes,0.22912,93,148,0.16118,0.29706
2021,Indirect migration background,3rd Quintile,No,0.27203,55,148,0.20009,0.34396
2021,Indirect migration background,4th Quintile,Yes,0.43941,108,151,0.35999,0.51884
2021,Indirect migration background,4th Quintile,No,0.13199,43,151,0.07782,0.18616
2021,Indirect migration background,5th Quintile,Yes,0.44320,127,189,0.37219,0.51422
2021,Indirect migration background,5th Quintile,No,0.20086,62,189,0.14359,0.25813
2022,No migration background,1st Quintile,Yes,0.56184,1125,1544,0.53708,0.58660
2022,No migration background,1st Quintile,No,0.17433,419,1544,0.15540,0.19326
2022,No migration background,2nd Quintile,Yes,0.49588,1338,1916,0.47348,0.51827
2022,No migration background,2nd Quintile,No,0.21031,578,1916,0.19206,0.22857
2022,No migration background,3rd Quintile,Yes,0.49322,1377,1965,0.47111,0.51533
2022,No migration background,3rd Quintile,No,0.19572,588,1965,0.17817,0.21326
2022,No migration background,4th Quintile,Yes,0.46701,1582,2196,0.44614,0.48788
2022,No migration background,4th Quintile,No,0.22105,614,2196,0.20369,0.23841
2022,No migration background,5th Quintile,Yes,0.47057,1951,2857,0.45226,0.48887
2022,No migration background,5th Quintile,No,0.22669,906,2857,0.21133,0.24204
2022,Direct migration background,1st Quintile,Yes,0.50582,1472,2200,0.48492,0.52672
2022,Direct migration background,1st Quintile,No,0.26857,728,2200,0.25004,0.28709
2022,Direct migration background,2nd Quintile,Yes,0.48751,479,765,0.45206,0.52295
2022,Direct migration background,2nd Quintile,No,0.33402,286,765,0.30057,0.36746
2022,Direct migration background,3rd Quintile,Yes,0.59571,303,453,0.55047,0.64096
2022,Direct migration background,3rd Quintile,No,0.28654,150,453,0.24485,0.32822
2022,Direct migration background,4th Quintile,Yes,0.52333,215,357,0.47144,0.57521
2022,Direct migration background,4th Quintile,No,0.31959,142,357,0.27115,0.36804
2022,Direct migration background,5th Quintile,Yes,0.49552,194,325,0.44107,0.54996
2022,Direct migration background,5th Quintile,No,0.34091,131,325,0.28930,0.39253
2022,Indirect migration background,1st Quintile,Yes,0.20712,118,182,0.14808,0.26616
2022,Indirect migration background,1st Quintile,No,0.13493,64,182,0.08516,0.18471
2022,Indirect migration background,2nd Quintile,Yes,0.17916,87,165,0.12047,0.23785
2022,Indirect migration background,2nd Quintile,No,0.28545,78,165,0.21632,0.35457
2022,Indirect migration background,3rd Quintile,Yes,0.29912,94,132,0.22071,0.37753
2022,Indirect migration background,3rd Quintile,No,0.14782,38,132,0.08704,0.20859
2022,Indirect migration background,4th Quintile,Yes,0.24972,75,113,0.16956,0.32989
2022,Indirect migration background,4th Quintile,No,0.16402,38,113,0.09544,0.23260
2022,Indirect migration background,5th Quintile,Yes,0.22484,86,141,0.15568,0.29399
2022,Indirect migration background,5th Quintile,No,0.26422,55,141,0.19118,0.33725
