year,pgisced97,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Lower Secondary Level,4th Quintile,No,0.27042,73,269,0.21724,0.32360
2008,Lower Secondary Level,5th Quintile,Yes,0.63767,104,154,0.56150,0.71383
2008,Lower Secondary Level,5th Quintile,No,0.36233,50,154,0.28617,0.43850
2008,Upper Secondary Level,1st Quintile,Yes,0.70461,1113,1595,0.68221,0.72700
2008,Upper Secondary Level,1st Quintile,No,0.29539,482,1595,0.27300,0.31779
2008,Upper Secondary Level,2nd Quintile,Yes,0.72804,1443,1978,0.70842,0.74765
2008,Upper Secondary Level,2nd Quintile,No,0.27196,535,1978,0.25235,0.29158
2008,Upper Secondary Level,3rd Quintile,Yes,0.71527,1508,2116,0.69604,0.73451
2008,Upper Secondary Level,3rd Quintile,No,0.28473,608,2116,0.26549,0.30396
2008,Upper Secondary Level,4th Quintile,Yes,0.71372,1475,2076,0.69428,0.73317
2008,Upper Secondary Level,4th Quintile,No,0.28628,601,2076,0.26683,0.30572
2008,Upper Secondary Level,5th Quintile,Yes,0.71590,1367,1926,0.69576,0.73605
2008,Upper Secondary Level,5th Quintile,No,0.28410,559,1926,0.26395,0.30424
2008,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.64787,98,143,0.56930,0.72643
2008,Post-secondary Non-tertiary Level,1st Quintile,No,0.35213,45,143,0.27357,0.43070
2008,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.64721,107,164,0.57385,0.72057
2008,Post-secondary Non-tertiary Level,2nd Quintile,No,0.35279,57,164,0.27943,0.42615
2008,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.66630,130,189,0.59889,0.73370
2008,Post-secondary Non-tertiary Level,3rd Quintile,No,0.33370,59,189,0.26630,0.40111
2008,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.65790,169,256,0.59967,0.71613
2008,Post-secondary Non-tertiary Level,4th Quintile,No,0.34210,87,256,0.28387,0.40033
2008,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.72214,233,333,0.67396,0.77033
2008,Post-secondary Non-tertiary Level,5th Quintile,No,0.27786,100,333,0.22967,0.32604
2008,First Stage of Tertiary Education,1st Quintile,Yes,0.74769,85,85,0.65480,0.84057
2008,First Stage of Tertiary Education,2nd Quintile,Yes,0.73565,154,209,0.67572,0.79558
2008,First Stage of Tertiary Education,2nd Quintile,No,0.26435,55,209,0.20442,0.32428
2008,First Stage of Tertiary Education,3rd Quintile,Yes,0.80978,246,319,0.76664,0.85291
2008,First Stage of Tertiary Education,3rd Quintile,No,0.19022,73,319,0.14709,0.23336
2008,First Stage of Tertiary Education,4th Quintile,Yes,0.73032,253,347,0.68355,0.77708
2008,First Stage of Tertiary Education,4th Quintile,No,0.26968,94,347,0.22292,0.31645
2008,First Stage of Tertiary Education,5th Quintile,Yes,0.65150,292,417,0.60571,0.69729
2008,First Stage of Tertiary Education,5th Quintile,No,0.34850,125,417,0.30271,0.39429
2008,Second Stage of Tertiary Education,1st Quintile,Yes,0.65540,140,203,0.58987,0.72094
2008,Second Stage of Tertiary Education,1st Quintile,No,0.34460,63,203,0.27906,0.41013
2008,Second Stage of Tertiary Education,2nd Quintile,Yes,0.73730,252,337,0.69024,0.78435
2008,Second Stage of Tertiary Education,2nd Quintile,No,0.26270,85,337,0.21565,0.30976
2008,Second Stage of Tertiary Education,3rd Quintile,Yes,0.77386,450,593,0.74016,0.80756
2008,Second Stage of Tertiary Education,3rd Quintile,No,0.22614,143,593,0.19244,0.25984
2008,Second Stage of Tertiary Education,4th Quintile,Yes,0.67275,550,780,0.63980,0.70570
2008,Second Stage of Tertiary Education,4th Quintile,No,0.32725,230,780,0.29430,0.36020
2008,Second Stage of Tertiary Education,5th Quintile,Yes,0.67686,1592,2267,0.65761,0.69612
2008,Second Stage of Tertiary Education,5th Quintile,No,0.32314,675,2267,0.30388,0.34239
2009,No answer / don't know,1st Quintile,Yes,0.66630,64,107,0.57654,0.75607
2009,No answer / don't know,1st Quintile,No,0.33370,43,107,0.24393,0.42346
2009,No answer / don't know,2nd Quintile,Yes,0.52652,32,32,0.35075,0.70228
2009,No answer / don't know,4th Quintile,Yes,0.66985,39,39,0.52033,0.81938
2009,Pre-primary Level,1st Quintile,Yes,0.62815,36,36,0.46804,0.78827
2009,Pre-primary Level,3rd Quintile,Yes,0.58698,35,35,0.42147,0.75248
2009,Pre-primary Level,4th Quintile,Yes,0.55002,54,54,0.41608,0.68396
2009,Pre-primary Level,5th Quintile,Yes,0.66661,48,48,0.53183,0.80139
2009,Primary Level,1st Quintile,Yes,0.54515,61,97,0.44554,0.64476
2009,Primary Level,1st Quintile,No,0.45485,36,97,0.35524,0.55446
2009,Primary Level,2nd Quintile,Yes,0.68150,32,32,0.51750,0.84551
2009,Lower Secondary Level,1st Quintile,Yes,0.70478,426,589,0.66791,0.74165
2009,Lower Secondary Level,1st Quintile,No,0.29522,163,589,0.25835,0.33209
2009,Lower Secondary Level,2nd Quintile,Yes,0.75373,339,458,0.71423,0.79324
2009,Lower Secondary Level,2nd Quintile,No,0.24627,119,458,0.20676,0.28577
2009,Lower Secondary Level,3rd Quintile,Yes,0.70556,270,361,0.65848,0.75265
2009,Lower Secondary Level,3rd Quintile,No,0.29444,91,361,0.24735,0.34152
2009,Lower Secondary Level,4th Quintile,Yes,0.74728,177,248,0.69308,0.80147
2009,Lower Secondary Level,4th Quintile,No,0.25272,71,248,0.19853,0.30692
2009,Lower Secondary Level,5th Quintile,Yes,0.74314,90,90,0.65237,0.83391
2009,Upper Secondary Level,1st Quintile,Yes,0.69042,1083,1550,0.66740,0.71345
2009,Upper Secondary Level,1st Quintile,No,0.30958,467,1550,0.28655,0.33260
2009,Upper Secondary Level,2nd Quintile,Yes,0.72278,1385,1875,0.70251,0.74304
2009,Upper Secondary Level,2nd Quintile,No,0.27722,490,1875,0.25696,0.29749
2009,Upper Secondary Level,3rd Quintile,Yes,0.71888,1373,1893,0.69863,0.73914
2009,Upper Secondary Level,3rd Quintile,No,0.28112,520,1893,0.26086,0.30137
2009,Upper Secondary Level,4th Quintile,Yes,0.71211,1432,1977,0.69215,0.73207
2009,Upper Secondary Level,4th Quintile,No,0.28789,545,1977,0.26793,0.30785
2009,Upper Secondary Level,5th Quintile,Yes,0.71145,1258,1724,0.69005,0.73284
2009,Upper Secondary Level,5th Quintile,No,0.28855,466,1724,0.26716,0.30995
2009,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.71090,82,114,0.62731,0.79449
2009,Post-secondary Non-tertiary Level,1st Quintile,No,0.28910,32,114,0.20551,0.37269
2009,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.70084,103,148,0.62682,0.77487
2009,Post-secondary Non-tertiary Level,2nd Quintile,No,0.29916,45,148,0.22513,0.37318
2009,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.65742,134,194,0.59047,0.72438
2009,Post-secondary Non-tertiary Level,3rd Quintile,No,0.34258,60,194,0.27562,0.40953
2009,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.70087,160,229,0.64143,0.76030
2009,Post-secondary Non-tertiary Level,4th Quintile,No,0.29913,69,229,0.23970,0.35857
2009,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.73713,220,308,0.68789,0.78637
2009,Post-secondary Non-tertiary Level,5th Quintile,No,0.26287,88,308,0.21363,0.31211
2009,First Stage of Tertiary Education,1st Quintile,Yes,0.77455,89,120,0.69947,0.84963
2009,First Stage of Tertiary Education,1st Quintile,No,0.22545,31,120,0.15037,0.30053
2009,First Stage of Tertiary Education,2nd Quintile,Yes,0.70522,155,208,0.64311,0.76733
2009,First Stage of Tertiary Education,2nd Quintile,No,0.29478,53,208,0.23267,0.35689
2009,First Stage of Tertiary Education,3rd Quintile,Yes,0.76646,220,284,0.71716,0.81575
2009,First Stage of Tertiary Education,3rd Quintile,No,0.23354,64,284,0.18425,0.28284
2009,First Stage of Tertiary Education,4th Quintile,Yes,0.77682,263,344,0.73275,0.82088
2009,First Stage of Tertiary Education,4th Quintile,No,0.22318,81,344,0.17912,0.26725
2009,First Stage of Tertiary Education,5th Quintile,Yes,0.69315,254,368,0.64596,0.74033
2009,First Stage of Tertiary Education,5th Quintile,No,0.30685,114,368,0.25967,0.35404
2009,Second Stage of Tertiary Education,1st Quintile,Yes,0.68754,158,215,0.62544,0.74965
2009,Second Stage of Tertiary Education,1st Quintile,No,0.31246,57,215,0.25035,0.37456
2009,Second Stage of Tertiary Education,2nd Quintile,Yes,0.76854,248,318,0.72211,0.81497
2009,Second Stage of Tertiary Education,2nd Quintile,No,0.23146,70,318,0.18503,0.27789
2009,Second Stage of Tertiary Education,3rd Quintile,Yes,0.76660,424,545,0.73105,0.80214
2009,Second Stage of Tertiary Education,3rd Quintile,No,0.23340,121,545,0.19786,0.26895
2009,Second Stage of Tertiary Education,4th Quintile,Yes,0.72327,597,815,0.69254,0.75400
2009,Second Stage of Tertiary Education,4th Quintile,No,0.27673,218,815,0.24600,0.30746
2009,Second Stage of Tertiary Education,5th Quintile,Yes,0.72699,1570,2128,0.70806,0.74592
2009,Second Stage of Tertiary Education,5th Quintile,No,0.27301,558,2128,0.25408,0.29194
2010,No answer / don't know,1st Quintile,Yes,0.56263,62,93,0.46127,0.66400
2010,No answer / don't know,1st Quintile,No,0.43737,31,93,0.33600,0.53873
2010,No answer / don't know,4th Quintile,Yes,0.58374,32,32,0.41021,0.75726
2010,Pre-primary Level,3rd Quintile,Yes,0.63491,44,44,0.49100,0.77881
2010,Pre-primary Level,4th Quintile,Yes,0.44494,31,31,0.26710,0.62277
2010,Pre-primary Level,5th Quintile,Yes,0.59062,41,72,0.47624,0.70500
2010,Pre-primary Level,5th Quintile,No,0.40938,31,72,0.29500,0.52376
2010,Primary Level,1st Quintile,Yes,0.70234,59,59,0.58467,0.82001
2010,Lower Secondary Level,1st Quintile,Yes,0.79055,392,530,0.75587,0.82522
2010,Lower Secondary Level,1st Quintile,No,0.20945,138,530,0.17478,0.24413
2010,Lower Secondary Level,2nd Quintile,Yes,0.71121,321,434,0.66852,0.75390
2010,Lower Secondary Level,2nd Quintile,No,0.28879,113,434,0.24610,0.33148
2010,Lower Secondary Level,3rd Quintile,Yes,0.72419,225,302,0.67370,0.77468
2010,Lower Secondary Level,3rd Quintile,No,0.27581,77,302,0.22532,0.32630
2010,Lower Secondary Level,4th Quintile,Yes,0.74770,152,218,0.68991,0.80549
2010,Lower Secondary Level,4th Quintile,No,0.25230,66,218,0.19451,0.31009
2010,Lower Secondary Level,5th Quintile,Yes,0.66806,78,78,0.56288,0.77324
2010,Upper Secondary Level,1st Quintile,Yes,0.70349,983,1411,0.67965,0.72733
2010,Upper Secondary Level,1st Quintile,No,0.29651,428,1411,0.27267,0.32035
2010,Upper Secondary Level,2nd Quintile,Yes,0.75538,1292,1774,0.73537,0.77539
2010,Upper Secondary Level,2nd Quintile,No,0.24462,482,1774,0.22461,0.26463
2010,Upper Secondary Level,3rd Quintile,Yes,0.73307,1295,1791,0.71258,0.75356
2010,Upper Secondary Level,3rd Quintile,No,0.26693,496,1791,0.24644,0.28742
2010,Upper Secondary Level,4th Quintile,Yes,0.69103,1222,1735,0.66928,0.71278
2010,Upper Secondary Level,4th Quintile,No,0.30897,513,1735,0.28722,0.33072
2010,Upper Secondary Level,5th Quintile,Yes,0.71580,1095,1512,0.69305,0.73854
2010,Upper Secondary Level,5th Quintile,No,0.28420,417,1512,0.26146,0.30695
2010,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.66296,60,98,0.56889,0.75704
2010,Post-secondary Non-tertiary Level,1st Quintile,No,0.33704,38,98,0.24296,0.43111
2010,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.58312,97,152,0.50448,0.66176
2010,Post-secondary Non-tertiary Level,2nd Quintile,No,0.41688,55,152,0.33824,0.49552
2010,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.74030,115,155,0.67105,0.80955
2010,Post-secondary Non-tertiary Level,3rd Quintile,No,0.25970,40,155,0.19045,0.32895
2010,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.71045,179,245,0.65354,0.76736
2010,Post-secondary Non-tertiary Level,4th Quintile,No,0.28955,66,245,0.23264,0.34646
2010,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.77326,197,286,0.72464,0.82187
2010,Post-secondary Non-tertiary Level,5th Quintile,No,0.22674,89,286,0.17813,0.27536
2010,First Stage of Tertiary Education,1st Quintile,Yes,0.76814,72,103,0.68624,0.85004
2010,First Stage of Tertiary Education,1st Quintile,No,0.23186,31,103,0.14996,0.31376
2010,First Stage of Tertiary Education,2nd Quintile,Yes,0.80901,156,201,0.75453,0.86349
2010,First Stage of Tertiary Education,2nd Quintile,No,0.19099,45,201,0.13651,0.24547
2010,First Stage of Tertiary Education,3rd Quintile,Yes,0.76615,196,263,0.71490,0.81741
2010,First Stage of Tertiary Education,3rd Quintile,No,0.23385,67,263,0.18259,0.28510
2010,First Stage of Tertiary Education,4th Quintile,Yes,0.76438,249,334,0.71880,0.80996
2010,First Stage of Tertiary Education,4th Quintile,No,0.23562,85,334,0.19004,0.28120
2010,First Stage of Tertiary Education,5th Quintile,Yes,0.65996,241,343,0.60976,0.71017
2010,First Stage of Tertiary Education,5th Quintile,No,0.34004,102,343,0.28983,0.39024
2010,Second Stage of Tertiary Education,1st Quintile,Yes,0.63517,126,196,0.56761,0.70274
2010,Second Stage of Tertiary Education,1st Quintile,No,0.36483,70,196,0.29726,0.43239
2010,Second Stage of Tertiary Education,2nd Quintile,Yes,0.82267,247,314,0.78036,0.86499
2010,Second Stage of Tertiary Education,2nd Quintile,No,0.17733,67,314,0.13501,0.21964
2010,Second Stage of Tertiary Education,3rd Quintile,Yes,0.74606,419,534,0.70911,0.78302
2010,Second Stage of Tertiary Education,3rd Quintile,No,0.25394,115,534,0.21698,0.29089
2010,Second Stage of Tertiary Education,4th Quintile,Yes,0.71139,551,793,0.67984,0.74295
2010,Second Stage of Tertiary Education,4th Quintile,No,0.28861,242,793,0.25705,0.32016
2010,Second Stage of Tertiary Education,5th Quintile,Yes,0.69398,1414,1977,0.67366,0.71430
2010,Second Stage of Tertiary Education,5th Quintile,No,0.30602,563,1977,0.28570,0.32634
2011,No answer / don't know,1st Quintile,Yes,0.65730,124,198,0.59102,0.72358
2011,No answer / don't know,1st Quintile,No,0.34270,74,198,0.27642,0.40898
2011,No answer / don't know,2nd Quintile,Yes,0.64251,68,122,0.55712,0.72791
2011,No answer / don't know,2nd Quintile,No,0.35749,54,122,0.27209,0.44288
2011,No answer / don't know,3rd Quintile,Yes,0.49206,49,94,0.39046,0.59367
2011,No answer / don't know,3rd Quintile,No,0.50794,45,94,0.40633,0.60954
2011,No answer / don't know,4th Quintile,Yes,0.62346,44,44,0.47864,0.76828
2011,No answer / don't know,5th Quintile,Yes,0.52097,36,36,0.35546,0.68647
2011,Pre-primary Level,1st Quintile,Yes,0.67635,51,51,0.54666,0.80604
2011,Pre-primary Level,2nd Quintile,Yes,0.34056,32,32,0.17374,0.50739
2011,Pre-primary Level,4th Quintile,Yes,0.63819,56,87,0.53663,0.73975
2011,Pre-primary Level,4th Quintile,No,0.36181,31,87,0.26025,0.46337
2011,Pre-primary Level,5th Quintile,Yes,0.73543,46,46,0.60655,0.86431
2011,Primary Level,1st Quintile,Yes,0.71881,112,174,0.65181,0.78580
2011,Primary Level,1st Quintile,No,0.28119,62,174,0.21420,0.34819
2011,Primary Level,2nd Quintile,Yes,0.77472,41,41,0.64526,0.90419
2011,Lower Secondary Level,1st Quintile,Yes,0.78276,629,898,0.75577,0.80975
2011,Lower Secondary Level,1st Quintile,No,0.21724,269,898,0.19025,0.24423
2011,Lower Secondary Level,2nd Quintile,Yes,0.74206,364,527,0.70468,0.77945
2011,Lower Secondary Level,2nd Quintile,No,0.25794,163,527,0.22055,0.29532
2011,Lower Secondary Level,3rd Quintile,Yes,0.77670,276,363,0.73380,0.81961
2011,Lower Secondary Level,3rd Quintile,No,0.22330,87,363,0.18039,0.26620
2011,Lower Secondary Level,4th Quintile,Yes,0.70548,144,210,0.64369,0.76728
2011,Lower Secondary Level,4th Quintile,No,0.29452,66,210,0.23272,0.35631
2011,Lower Secondary Level,5th Quintile,Yes,0.62202,73,113,0.53222,0.71183
2011,Lower Secondary Level,5th Quintile,No,0.37798,40,113,0.28817,0.46778
2011,Upper Secondary Level,1st Quintile,Yes,0.73886,1717,2464,0.72152,0.75621
2011,Upper Secondary Level,1st Quintile,No,0.26114,747,2464,0.24379,0.27848
2011,Upper Secondary Level,2nd Quintile,Yes,0.74209,1747,2464,0.72481,0.75937
2011,Upper Secondary Level,2nd Quintile,No,0.25791,717,2464,0.24063,0.27519
2011,Upper Secondary Level,3rd Quintile,Yes,0.71436,1569,2229,0.69561,0.73312
2011,Upper Secondary Level,3rd Quintile,No,0.28564,660,2229,0.26688,0.30439
2011,Upper Secondary Level,4th Quintile,Yes,0.69640,1332,1912,0.67578,0.71701
2011,Upper Secondary Level,4th Quintile,No,0.30360,580,1912,0.28299,0.32422
2011,Upper Secondary Level,5th Quintile,Yes,0.74176,1110,1527,0.71981,0.76372
2011,Upper Secondary Level,5th Quintile,No,0.25824,417,1527,0.23628,0.28019
2011,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.69232,174,272,0.63737,0.74727
2011,Post-secondary Non-tertiary Level,1st Quintile,No,0.30768,98,272,0.25273,0.36263
2011,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.74382,215,306,0.69483,0.79281
2011,Post-secondary Non-tertiary Level,2nd Quintile,No,0.25618,91,306,0.20719,0.30517
2011,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.63127,203,308,0.57730,0.68524
2011,Post-secondary Non-tertiary Level,3rd Quintile,No,0.36873,105,308,0.31476,0.42270
2011,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.74616,242,332,0.69928,0.79305
2011,Post-secondary Non-tertiary Level,4th Quintile,No,0.25384,90,332,0.20695,0.30072
2011,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.70883,227,323,0.65921,0.75845
2011,Post-secondary Non-tertiary Level,5th Quintile,No,0.29117,96,323,0.24155,0.34079
2011,First Stage of Tertiary Education,1st Quintile,Yes,0.81950,120,157,0.75915,0.87985
2011,First Stage of Tertiary Education,1st Quintile,No,0.18050,37,157,0.12015,0.24085
2011,First Stage of Tertiary Education,2nd Quintile,Yes,0.75937,210,278,0.70903,0.80971
2011,First Stage of Tertiary Education,2nd Quintile,No,0.24063,68,278,0.19029,0.29097
2011,First Stage of Tertiary Education,3rd Quintile,Yes,0.72902,205,307,0.67922,0.77882
2011,First Stage of Tertiary Education,3rd Quintile,No,0.27098,102,307,0.22118,0.32078
2011,First Stage of Tertiary Education,4th Quintile,Yes,0.71837,278,384,0.67332,0.76341
2011,First Stage of Tertiary Education,4th Quintile,No,0.28163,106,384,0.23659,0.32668
2011,First Stage of Tertiary Education,5th Quintile,Yes,0.65759,237,350,0.60781,0.70738
2011,First Stage of Tertiary Education,5th Quintile,No,0.34241,113,350,0.29262,0.39219
2011,Second Stage of Tertiary Education,1st Quintile,Yes,0.65354,231,340,0.60288,0.70419
2011,Second Stage of Tertiary Education,1st Quintile,No,0.34646,109,340,0.29581,0.39712
2011,Second Stage of Tertiary Education,2nd Quintile,Yes,0.76288,373,495,0.72538,0.80039
2011,Second Stage of Tertiary Education,2nd Quintile,No,0.23712,122,495,0.19961,0.27462
2011,Second Stage of Tertiary Education,3rd Quintile,Yes,0.76094,538,740,0.73019,0.79169
2011,Second Stage of Tertiary Education,3rd Quintile,No,0.23906,202,740,0.20831,0.26981
2011,Second Stage of Tertiary Education,4th Quintile,Yes,0.74457,780,1116,0.71898,0.77017
2011,Second Stage of Tertiary Education,4th Quintile,No,0.25543,336,1116,0.22983,0.28102
2011,Second Stage of Tertiary Education,5th Quintile,Yes,0.72202,1638,2267,0.70358,0.74047
2011,Second Stage of Tertiary Education,5th Quintile,No,0.27798,629,2267,0.25953,0.29642
2012,No answer / don't know,1st Quintile,Yes,0.56266,103,159,0.48531,0.64001
2012,No answer / don't know,1st Quintile,No,0.43734,56,159,0.35999,0.51469
2012,No answer / don't know,2nd Quintile,Yes,0.58539,43,43,0.43639,0.73438
2012,No answer / don't know,3rd Quintile,Yes,0.56104,46,46,0.41604,0.70603
2012,No answer / don't know,4th Quintile,Yes,0.50886,31,31,0.32996,0.68775
2012,No answer / don't know,5th Quintile,Yes,0.77859,33,33,0.63473,0.92244
2012,Pre-primary Level,1st Quintile,Yes,0.57691,70,102,0.48056,0.67326
2012,Pre-primary Level,1st Quintile,No,0.42309,32,102,0.32674,0.51944
2012,Pre-primary Level,2nd Quintile,Yes,0.57196,61,101,0.47498,0.66894
2012,Pre-primary Level,2nd Quintile,No,0.42804,40,101,0.33106,0.52502
2012,Pre-primary Level,3rd Quintile,Yes,0.76169,57,57,0.65010,0.87328
2012,Pre-primary Level,4th Quintile,Yes,0.64905,46,46,0.50960,0.78849
2012,Pre-primary Level,5th Quintile,Yes,0.58908,45,76,0.47773,0.70043
2012,Pre-primary Level,5th Quintile,No,0.41092,31,76,0.29957,0.52227
2012,Primary Level,1st Quintile,Yes,0.62415,154,241,0.56287,0.68543
2012,Primary Level,1st Quintile,No,0.37585,87,241,0.31457,0.43713
2012,Primary Level,2nd Quintile,Yes,0.70495,36,36,0.55385,0.85604
2012,Lower Secondary Level,1st Quintile,Yes,0.75944,747,1088,0.73403,0.78485
2012,Lower Secondary Level,1st Quintile,No,0.24056,341,1088,0.21515,0.26597
2012,Lower Secondary Level,2nd Quintile,Yes,0.74938,478,647,0.71596,0.78280
2012,Lower Secondary Level,2nd Quintile,No,0.25062,169,647,0.21720,0.28404
2012,Lower Secondary Level,3rd Quintile,Yes,0.75382,331,447,0.71384,0.79380
2012,Lower Secondary Level,3rd Quintile,No,0.24618,116,447,0.20620,0.28616
2012,Lower Secondary Level,4th Quintile,Yes,0.74979,198,274,0.69841,0.80117
2012,Lower Secondary Level,4th Quintile,No,0.25021,76,274,0.19883,0.30159
2012,Lower Secondary Level,5th Quintile,Yes,0.64688,89,129,0.56408,0.72968
2012,Lower Secondary Level,5th Quintile,No,0.35312,40,129,0.27032,0.43592
2012,Upper Secondary Level,1st Quintile,Yes,0.72913,1986,2825,0.71274,0.74553
2012,Upper Secondary Level,1st Quintile,No,0.27087,839,2825,0.25447,0.28726
2012,Upper Secondary Level,2nd Quintile,Yes,0.71939,2055,2877,0.70297,0.73581
2012,Upper Secondary Level,2nd Quintile,No,0.28061,822,2877,0.26419,0.29703
2012,Upper Secondary Level,3rd Quintile,Yes,0.72429,1828,2559,0.70697,0.74161
2012,Upper Secondary Level,3rd Quintile,No,0.27571,731,2559,0.25839,0.29303
2012,Upper Secondary Level,4th Quintile,Yes,0.71421,1614,2282,0.69567,0.73275
2012,Upper Secondary Level,4th Quintile,No,0.28579,668,2282,0.26725,0.30433
2012,Upper Secondary Level,5th Quintile,Yes,0.69628,1176,1672,0.67423,0.71833
2012,Upper Secondary Level,5th Quintile,No,0.30372,496,1672,0.28167,0.32577
2012,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.63717,202,319,0.58432,0.69002
2012,Post-secondary Non-tertiary Level,1st Quintile,No,0.36283,117,319,0.30998,0.41568
2012,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.72300,225,321,0.67396,0.77203
2012,Post-secondary Non-tertiary Level,2nd Quintile,No,0.27700,96,321,0.22797,0.32604
2012,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.76036,286,393,0.71810,0.80262
2012,Post-secondary Non-tertiary Level,3rd Quintile,No,0.23964,107,393,0.19738,0.28190
2012,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.70983,289,404,0.66552,0.75414
2012,Post-secondary Non-tertiary Level,4th Quintile,No,0.29017,115,404,0.24586,0.33448
2012,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.70281,252,346,0.65459,0.75104
2012,Post-secondary Non-tertiary Level,5th Quintile,No,0.29719,94,346,0.24896,0.34541
2012,First Stage of Tertiary Education,1st Quintile,Yes,0.77521,125,171,0.71245,0.83796
2012,First Stage of Tertiary Education,1st Quintile,No,0.22479,46,171,0.16204,0.28755
2012,First Stage of Tertiary Education,2nd Quintile,Yes,0.76417,217,295,0.71564,0.81270
2012,First Stage of Tertiary Education,2nd Quintile,No,0.23583,78,295,0.18730,0.28436
2012,First Stage of Tertiary Education,3rd Quintile,Yes,0.71079,274,382,0.66527,0.75632
2012,First Stage of Tertiary Education,3rd Quintile,No,0.28921,108,382,0.24368,0.33473
2012,First Stage of Tertiary Education,4th Quintile,Yes,0.71180,287,412,0.66801,0.75559
2012,First Stage of Tertiary Education,4th Quintile,No,0.28820,125,412,0.24441,0.33199
2012,First Stage of Tertiary Education,5th Quintile,Yes,0.65720,285,400,0.61062,0.70377
2012,First Stage of Tertiary Education,5th Quintile,No,0.34280,115,400,0.29623,0.38938
2012,Second Stage of Tertiary Education,1st Quintile,Yes,0.69718,286,400,0.65210,0.74227
2012,Second Stage of Tertiary Education,1st Quintile,No,0.30282,114,400,0.25773,0.34790
2012,Second Stage of Tertiary Education,2nd Quintile,Yes,0.74995,401,565,0.71421,0.78569
2012,Second Stage of Tertiary Education,2nd Quintile,No,0.25005,164,565,0.21431,0.28579
2012,Second Stage of Tertiary Education,3rd Quintile,Yes,0.75247,629,849,0.72343,0.78152
2012,Second Stage of Tertiary Education,3rd Quintile,No,0.24753,220,849,0.21848,0.27657
2012,Second Stage of Tertiary Education,4th Quintile,Yes,0.71795,897,1277,0.69326,0.74264
2012,Second Stage of Tertiary Education,4th Quintile,No,0.28205,380,1277,0.25736,0.30674
2012,Second Stage of Tertiary Education,5th Quintile,Yes,0.71977,1832,2571,0.70240,0.73713
2012,Second Stage of Tertiary Education,5th Quintile,No,0.28023,739,2571,0.26287,0.29760
2013,No answer / don't know,1st Quintile,Yes,0.63163,127,190,0.56286,0.70040
2013,No answer / don't know,1st Quintile,No,0.36837,63,190,0.29960,0.43714
2013,No answer / don't know,2nd Quintile,Yes,0.55067,57,90,0.44733,0.65402
2013,No answer / don't know,2nd Quintile,No,0.44933,33,90,0.34598,0.55267
2013,No answer / don't know,3rd Quintile,Yes,0.75623,49,49,0.63477,0.87770
2013,No answer / don't know,4th Quintile,Yes,0.74869,34,34,0.60069,0.89669
2013,No answer / don't know,5th Quintile,Yes,0.52767,37,37,0.36459,0.69075
2013,Pre-primary Level,1st Quintile,Yes,0.69888,78,112,0.61354,0.78422
2013,Pre-primary Level,1st Quintile,No,0.30112,34,112,0.21578,0.38646
2013,Pre-primary Level,2nd Quintile,Yes,0.71976,74,106,0.63386,0.80567
2013,Pre-primary Level,2nd Quintile,No,0.28024,32,106,0.19433,0.36614
2013,Pre-primary Level,3rd Quintile,Yes,0.76832,65,65,0.66495,0.87168
2013,Pre-primary Level,4th Quintile,Yes,0.77448,55,55,0.66301,0.88595
2013,Pre-primary Level,5th Quintile,Yes,0.83478,56,56,0.73662,0.93293
2013,Primary Level,1st Quintile,Yes,0.69932,154,221,0.63873,0.75992
2013,Primary Level,1st Quintile,No,0.30068,67,221,0.24008,0.36127
2013,Primary Level,2nd Quintile,Yes,0.78517,42,42,0.65945,0.91089
2013,Lower Secondary Level,1st Quintile,Yes,0.79594,788,1038,0.77141,0.82047
2013,Lower Secondary Level,1st Quintile,No,0.20406,250,1038,0.17953,0.22859
2013,Lower Secondary Level,2nd Quintile,Yes,0.75894,521,720,0.72767,0.79020
2013,Lower Secondary Level,2nd Quintile,No,0.24106,199,720,0.20980,0.27233
