year,bula_h,quintil_oecd,chronill,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Bavaria,3rd Quintile,No,0.29080,338,744,0.25814,0.32345
2015,Bavaria,4th Quintile,Yes,0.50666,463,850,0.47303,0.54029
2015,Bavaria,4th Quintile,No,0.33295,387,850,0.30125,0.36466
2015,Bavaria,5th Quintile,Yes,0.50110,549,1003,0.47014,0.53206
2015,Bavaria,5th Quintile,No,0.37787,454,1003,0.34785,0.40789
2015,Berlin,1st Quintile,Yes,0.53400,117,206,0.46572,0.60229
2015,Berlin,1st Quintile,No,0.25828,89,206,0.19836,0.31819
2015,Berlin,2nd Quintile,Yes,0.57775,123,202,0.50947,0.64603
2015,Berlin,2nd Quintile,No,0.26356,79,202,0.20265,0.32447
2015,Berlin,3rd Quintile,Yes,0.59037,93,136,0.50741,0.67332
2015,Berlin,3rd Quintile,No,0.23595,43,136,0.16433,0.30758
2015,Berlin,4th Quintile,Yes,0.55117,116,173,0.47684,0.62550
2015,Berlin,4th Quintile,No,0.32877,57,173,0.25856,0.39897
2015,Berlin,5th Quintile,Yes,0.58327,118,183,0.51164,0.65490
2015,Berlin,5th Quintile,No,0.31160,65,183,0.24432,0.37889
2015,Brandenburg,1st Quintile,Yes,0.50714,156,261,0.44637,0.56791
2015,Brandenburg,1st Quintile,No,0.32546,105,261,0.26851,0.38242
2015,Brandenburg,2nd Quintile,Yes,0.65337,166,229,0.59159,0.71514
2015,Brandenburg,2nd Quintile,No,0.19157,63,229,0.14049,0.24266
2015,Brandenburg,3rd Quintile,Yes,0.58002,142,217,0.51420,0.64585
2015,Brandenburg,3rd Quintile,No,0.29477,75,217,0.23397,0.35558
2015,Brandenburg,4th Quintile,Yes,0.50546,92,148,0.42463,0.58628
2015,Brandenburg,4th Quintile,No,0.35160,56,148,0.27442,0.42879
2015,Brandenburg,5th Quintile,Yes,0.43043,73,124,0.34293,0.51794
2015,Brandenburg,5th Quintile,No,0.37244,51,124,0.28701,0.45788
2015,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.51619,84,137,0.43220,0.60018
2015,Mecklenburg-Western Pomerania,1st Quintile,No,0.29949,53,137,0.22251,0.37648
2015,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.62513,115,178,0.55382,0.69645
2015,Mecklenburg-Western Pomerania,2nd Quintile,No,0.23618,63,178,0.17360,0.29875
2015,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.52443,69,111,0.43110,0.61776
2015,Mecklenburg-Western Pomerania,3rd Quintile,No,0.33641,42,111,0.24812,0.42471
2015,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.53709,42,42,0.38446,0.68972
2015,Mecklenburg-Western Pomerania,5th Quintile,Yes,0.40322,35,35,0.23833,0.56811
2015,Saxony,1st Quintile,Yes,0.50231,210,318,0.44726,0.55735
2015,Saxony,1st Quintile,No,0.26451,108,318,0.21596,0.31307
2015,Saxony,2nd Quintile,Yes,0.52558,296,463,0.48005,0.57112
2015,Saxony,2nd Quintile,No,0.34894,167,463,0.30548,0.39241
2015,Saxony,3rd Quintile,Yes,0.62112,203,296,0.56577,0.67648
2015,Saxony,3rd Quintile,No,0.20552,93,296,0.15941,0.25164
2015,Saxony,4th Quintile,Yes,0.48815,153,254,0.42656,0.54975
2015,Saxony,4th Quintile,No,0.35543,101,254,0.29645,0.41441
2015,Saxony,5th Quintile,Yes,0.52894,82,150,0.44878,0.60909
2015,Saxony,5th Quintile,No,0.37041,68,150,0.29287,0.44795
2015,Saxony-Anhalt,1st Quintile,Yes,0.64016,163,258,0.58148,0.69884
2015,Saxony-Anhalt,1st Quintile,No,0.21140,95,258,0.16148,0.26132
2015,Saxony-Anhalt,2nd Quintile,Yes,0.67003,176,237,0.61004,0.73002
2015,Saxony-Anhalt,2nd Quintile,No,0.19475,61,237,0.14423,0.24528
2015,Saxony-Anhalt,3rd Quintile,Yes,0.55810,115,165,0.48209,0.63411
2015,Saxony-Anhalt,3rd Quintile,No,0.30778,50,165,0.23714,0.37842
2015,Saxony-Anhalt,4th Quintile,Yes,0.59755,83,131,0.51325,0.68185
2015,Saxony-Anhalt,4th Quintile,No,0.29090,48,131,0.21283,0.36898
2015,Saxony-Anhalt,5th Quintile,Yes,0.55459,57,88,0.45015,0.65903
2015,Saxony-Anhalt,5th Quintile,No,0.30842,31,88,0.21137,0.40547
2015,Thuringa,1st Quintile,Yes,0.56015,139,222,0.49471,0.62560
2015,Thuringa,1st Quintile,No,0.27180,83,222,0.21314,0.33045
2015,Thuringa,2nd Quintile,Yes,0.57287,170,255,0.51204,0.63371
2015,Thuringa,2nd Quintile,No,0.26261,85,255,0.20849,0.31673
2015,Thuringa,3rd Quintile,Yes,0.47853,113,184,0.40616,0.55091
2015,Thuringa,3rd Quintile,No,0.34746,71,184,0.27847,0.41645
2015,Thuringa,4th Quintile,Yes,0.51431,85,142,0.43181,0.59680
2015,Thuringa,4th Quintile,No,0.36496,57,142,0.28549,0.44442
2015,Thuringa,5th Quintile,Yes,0.51679,67,111,0.42340,0.61017
2015,Thuringa,5th Quintile,No,0.41592,44,111,0.32381,0.50803
2017,Schleswig-Holstein,1st Quintile,Yes,0.48014,114,186,0.40814,0.55213
2017,Schleswig-Holstein,1st Quintile,No,0.24901,72,186,0.18669,0.31133
2017,Schleswig-Holstein,2nd Quintile,Yes,0.60308,98,159,0.52679,0.67937
2017,Schleswig-Holstein,2nd Quintile,No,0.17585,61,159,0.11649,0.23521
2017,Schleswig-Holstein,3rd Quintile,Yes,0.59300,104,179,0.52083,0.66517
2017,Schleswig-Holstein,3rd Quintile,No,0.21009,75,179,0.15024,0.26994
2017,Schleswig-Holstein,4th Quintile,Yes,0.57255,88,145,0.49175,0.65335
2017,Schleswig-Holstein,4th Quintile,No,0.33589,57,145,0.25875,0.41303
2017,Schleswig-Holstein,5th Quintile,Yes,0.55817,80,126,0.47111,0.64523
2017,Schleswig-Holstein,5th Quintile,No,0.35588,46,126,0.27194,0.43981
2017,Hamburg,1st Quintile,Yes,0.58277,53,53,0.44874,0.71680
2017,Hamburg,2nd Quintile,Yes,0.57988,34,34,0.41147,0.74828
2017,Hamburg,3rd Quintile,Yes,0.58311,46,46,0.43905,0.72717
2017,Hamburg,4th Quintile,Yes,0.43224,36,77,0.32087,0.54362
2017,Hamburg,4th Quintile,No,0.40169,41,77,0.29147,0.51191
2017,Hamburg,5th Quintile,Yes,0.50170,68,109,0.40740,0.59600
2017,Hamburg,5th Quintile,No,0.40980,41,109,0.31705,0.50255
2017,Lower Saxony,1st Quintile,Yes,0.46602,276,505,0.42247,0.50958
2017,Lower Saxony,1st Quintile,No,0.26410,229,505,0.22561,0.30259
2017,Lower Saxony,2nd Quintile,Yes,0.55080,260,450,0.50479,0.59681
2017,Lower Saxony,2nd Quintile,No,0.23789,190,450,0.19851,0.27728
2017,Lower Saxony,3rd Quintile,Yes,0.61591,240,400,0.56818,0.66363
2017,Lower Saxony,3rd Quintile,No,0.24502,160,400,0.20282,0.28722
2017,Lower Saxony,4th Quintile,Yes,0.52503,261,427,0.47761,0.57246
2017,Lower Saxony,4th Quintile,No,0.33245,166,427,0.28771,0.37719
2017,Lower Saxony,5th Quintile,Yes,0.58794,268,421,0.54086,0.63501
2017,Lower Saxony,5th Quintile,No,0.32806,153,421,0.28315,0.37296
2017,Bremen,1st Quintile,Yes,0.56435,42,42,0.41257,0.71613
2017,North Rhine-Westphalia,1st Quintile,Yes,0.49176,634,1090,0.46207,0.52146
2017,North Rhine-Westphalia,1st Quintile,No,0.24714,456,1090,0.22152,0.27276
2017,North Rhine-Westphalia,2nd Quintile,Yes,0.53725,536,923,0.50506,0.56943
2017,North Rhine-Westphalia,2nd Quintile,No,0.30104,387,923,0.27143,0.33065
2017,North Rhine-Westphalia,3rd Quintile,Yes,0.52432,496,830,0.49032,0.55832
2017,North Rhine-Westphalia,3rd Quintile,No,0.29574,334,830,0.26467,0.32680
2017,North Rhine-Westphalia,4th Quintile,Yes,0.52982,516,877,0.49677,0.56287
2017,North Rhine-Westphalia,4th Quintile,No,0.34766,361,877,0.31612,0.37919
2017,North Rhine-Westphalia,5th Quintile,Yes,0.54379,612,990,0.51275,0.57483
2017,North Rhine-Westphalia,5th Quintile,No,0.34956,378,990,0.31984,0.37928
2017,Hesse,1st Quintile,Yes,0.47305,182,320,0.41826,0.52784
2017,Hesse,1st Quintile,No,0.28243,138,320,0.23303,0.33183
2017,Hesse,2nd Quintile,Yes,0.58567,150,255,0.52509,0.64625
2017,Hesse,2nd Quintile,No,0.27266,105,255,0.21789,0.32743
2017,Hesse,3rd Quintile,Yes,0.49103,180,284,0.43279,0.54928
2017,Hesse,3rd Quintile,No,0.31087,104,284,0.25694,0.36480
2017,Hesse,4th Quintile,Yes,0.53622,180,301,0.47979,0.59265
2017,Hesse,4th Quintile,No,0.32068,121,301,0.26786,0.37349
2017,Hesse,5th Quintile,Yes,0.51254,230,386,0.46261,0.56247
2017,Hesse,5th Quintile,No,0.33022,156,386,0.28324,0.37720
2017,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.45257,140,273,0.39342,0.51173
2017,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.28097,133,273,0.22755,0.33439
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.53618,187,337,0.48285,0.58950
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.26917,150,337,0.22175,0.31660
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.55324,158,257,0.49234,0.61414
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.28090,99,257,0.22585,0.33596
2017,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.55702,146,262,0.49676,0.61729
2017,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.31384,116,262,0.25754,0.37014
2017,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.66455,161,243,0.60506,0.72403
2017,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.24358,82,243,0.18950,0.29766
2017,Baden-Wuerttemberg,1st Quintile,Yes,0.50353,199,327,0.44926,0.55781
2017,Baden-Wuerttemberg,1st Quintile,No,0.27773,128,327,0.22911,0.32635
2017,Baden-Wuerttemberg,2nd Quintile,Yes,0.50309,253,441,0.45637,0.54980
2017,Baden-Wuerttemberg,2nd Quintile,No,0.27446,188,441,0.23276,0.31615
2017,Baden-Wuerttemberg,3rd Quintile,Yes,0.47944,280,520,0.43645,0.52242
2017,Baden-Wuerttemberg,3rd Quintile,No,0.32956,240,520,0.28912,0.37001
2017,Baden-Wuerttemberg,4th Quintile,Yes,0.53260,359,637,0.49382,0.57137
2017,Baden-Wuerttemberg,4th Quintile,No,0.32781,278,637,0.29133,0.36429
2017,Baden-Wuerttemberg,5th Quintile,Yes,0.45572,373,709,0.41903,0.49240
2017,Baden-Wuerttemberg,5th Quintile,No,0.43031,336,709,0.39384,0.46678
2017,Bavaria,1st Quintile,Yes,0.54496,314,518,0.50204,0.58789
2017,Bavaria,1st Quintile,No,0.24406,204,518,0.20703,0.28109
2017,Bavaria,2nd Quintile,Yes,0.53409,450,755,0.49848,0.56969
2017,Bavaria,2nd Quintile,No,0.27578,305,755,0.24388,0.30768
2017,Bavaria,3rd Quintile,Yes,0.48208,407,737,0.44598,0.51818
2017,Bavaria,3rd Quintile,No,0.33890,330,737,0.30470,0.37310
2017,Bavaria,4th Quintile,Yes,0.55889,458,782,0.52407,0.59372
2017,Bavaria,4th Quintile,No,0.29891,324,782,0.26680,0.33101
2017,Bavaria,5th Quintile,Yes,0.55416,492,826,0.52024,0.58808
2017,Bavaria,5th Quintile,No,0.31985,334,826,0.28802,0.35168
2017,Berlin,1st Quintile,Yes,0.52637,124,212,0.45900,0.59375
2017,Berlin,1st Quintile,No,0.31283,88,212,0.25027,0.37539
2017,Berlin,2nd Quintile,Yes,0.55755,118,184,0.48559,0.62951
2017,Berlin,2nd Quintile,No,0.31636,66,184,0.24898,0.38374
2017,Berlin,3rd Quintile,Yes,0.54383,87,139,0.46072,0.62693
2017,Berlin,3rd Quintile,No,0.30704,52,139,0.23008,0.38400
2017,Berlin,4th Quintile,Yes,0.60781,100,157,0.53119,0.68442
2017,Berlin,4th Quintile,No,0.27386,57,157,0.20389,0.34384
2017,Berlin,5th Quintile,Yes,0.55258,120,172,0.47806,0.62711
2017,Berlin,5th Quintile,No,0.34197,52,172,0.27087,0.41307
2017,Brandenburg,1st Quintile,Yes,0.49340,150,227,0.42822,0.55859
2017,Brandenburg,1st Quintile,No,0.27622,77,227,0.21792,0.33451
2017,Brandenburg,2nd Quintile,Yes,0.64401,153,219,0.58045,0.70757
2017,Brandenburg,2nd Quintile,No,0.21769,66,219,0.16291,0.27248
2017,Brandenburg,3rd Quintile,Yes,0.59675,146,212,0.53056,0.66294
2017,Brandenburg,3rd Quintile,No,0.26758,66,212,0.20785,0.32732
2017,Brandenburg,4th Quintile,Yes,0.61292,75,115,0.52351,0.70234
2017,Brandenburg,4th Quintile,No,0.25163,40,115,0.17197,0.33129
2017,Brandenburg,5th Quintile,Yes,0.48409,64,101,0.38614,0.58204
2017,Brandenburg,5th Quintile,No,0.23298,37,101,0.15013,0.31584
2017,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.50472,75,137,0.42069,0.58875
2017,Mecklenburg-Western Pomerania,1st Quintile,No,0.30708,62,137,0.22955,0.38460
2017,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.56800,90,128,0.48185,0.65416
2017,Mecklenburg-Western Pomerania,2nd Quintile,No,0.23131,38,128,0.15797,0.30465
2017,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.58684,71,104,0.49175,0.68194
2017,Mecklenburg-Western Pomerania,3rd Quintile,No,0.26343,33,104,0.17836,0.34850
2017,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.68130,46,46,0.54515,0.81745
2017,Mecklenburg-Western Pomerania,5th Quintile,Yes,0.43311,32,32,0.25868,0.60754
2017,Saxony,1st Quintile,Yes,0.53100,205,325,0.47666,0.58534
2017,Saxony,1st Quintile,No,0.27206,120,325,0.22360,0.32051
2017,Saxony,2nd Quintile,Yes,0.54119,248,371,0.49042,0.59197
2017,Saxony,2nd Quintile,No,0.27581,123,371,0.23027,0.32135
2017,Saxony,3rd Quintile,Yes,0.55815,216,310,0.50278,0.61352
2017,Saxony,3rd Quintile,No,0.26942,94,310,0.21995,0.31889
2017,Saxony,4th Quintile,Yes,0.56351,143,227,0.49885,0.62817
2017,Saxony,4th Quintile,No,0.33366,84,227,0.27219,0.39514
2017,Saxony,5th Quintile,Yes,0.56519,78,147,0.48478,0.64560
2017,Saxony,5th Quintile,No,0.34632,69,147,0.26914,0.42349
2017,Saxony-Anhalt,1st Quintile,Yes,0.57962,152,244,0.51756,0.64169
2017,Saxony-Anhalt,1st Quintile,No,0.19307,92,244,0.14344,0.24270
2017,Saxony-Anhalt,2nd Quintile,Yes,0.64673,127,185,0.57767,0.71580
2017,Saxony-Anhalt,2nd Quintile,No,0.18541,58,185,0.12925,0.24156
2017,Saxony-Anhalt,3rd Quintile,Yes,0.56368,98,142,0.48182,0.64554
2017,Saxony-Anhalt,3rd Quintile,No,0.31105,44,142,0.23464,0.38746
2017,Saxony-Anhalt,4th Quintile,Yes,0.66975,77,117,0.58417,0.75534
2017,Saxony-Anhalt,4th Quintile,No,0.26654,40,117,0.18608,0.34700
2017,Saxony-Anhalt,5th Quintile,Yes,0.57415,66,66,0.45394,0.69436
2017,Thuringa,1st Quintile,Yes,0.50228,114,176,0.42820,0.57636
2017,Thuringa,1st Quintile,No,0.28358,62,176,0.21680,0.35037
2017,Thuringa,2nd Quintile,Yes,0.58354,174,264,0.52396,0.64312
2017,Thuringa,2nd Quintile,No,0.27764,90,264,0.22351,0.33176
2017,Thuringa,3rd Quintile,Yes,0.55443,104,159,0.47693,0.63193
2017,Thuringa,3rd Quintile,No,0.30991,55,159,0.23780,0.38202
2017,Thuringa,4th Quintile,Yes,0.54207,73,130,0.45609,0.62804
2017,Thuringa,4th Quintile,No,0.33588,57,130,0.25438,0.41738
2017,Thuringa,5th Quintile,Yes,0.49567,62,101,0.39767,0.59366
2017,Thuringa,5th Quintile,No,0.36862,39,101,0.27406,0.46317
2019,Schleswig-Holstein,1st Quintile,Yes,0.41458,100,168,0.33986,0.48930
2019,Schleswig-Holstein,1st Quintile,No,0.20971,68,168,0.14797,0.27146
2019,Schleswig-Holstein,2nd Quintile,Yes,0.56154,126,196,0.49190,0.63119
2019,Schleswig-Holstein,2nd Quintile,No,0.24297,70,196,0.18277,0.30317
2019,Schleswig-Holstein,3rd Quintile,Yes,0.46348,94,166,0.38739,0.53957
2019,Schleswig-Holstein,3rd Quintile,No,0.36598,72,166,0.29248,0.43948
2019,Schleswig-Holstein,4th Quintile,Yes,0.48561,85,139,0.40222,0.56900
2019,Schleswig-Holstein,4th Quintile,No,0.29755,54,139,0.22127,0.37383
2019,Schleswig-Holstein,5th Quintile,Yes,0.59317,105,155,0.51559,0.67076
2019,Schleswig-Holstein,5th Quintile,No,0.30514,50,155,0.23241,0.37786
2019,Hamburg,1st Quintile,Yes,0.55303,60,105,0.45748,0.64859
2019,Hamburg,1st Quintile,No,0.18516,45,105,0.11050,0.25981
2019,Hamburg,2nd Quintile,Yes,0.51410,36,36,0.34852,0.67969
2019,Hamburg,3rd Quintile,Yes,0.51683,44,44,0.36747,0.66620
2019,Hamburg,4th Quintile,Yes,0.47461,58,97,0.37472,0.57450
2019,Hamburg,4th Quintile,No,0.28301,39,97,0.19290,0.37312
2019,Hamburg,5th Quintile,Yes,0.52814,59,102,0.43078,0.62550
2019,Hamburg,5th Quintile,No,0.42149,43,102,0.32518,0.51779
2019,Lower Saxony,1st Quintile,Yes,0.52779,293,470,0.48260,0.57297
2019,Lower Saxony,1st Quintile,No,0.22459,177,470,0.18683,0.26236
2019,Lower Saxony,2nd Quintile,Yes,0.58066,288,455,0.53527,0.62605
2019,Lower Saxony,2nd Quintile,No,0.20604,167,455,0.16883,0.24324
2019,Lower Saxony,3rd Quintile,Yes,0.61506,272,430,0.56901,0.66110
2019,Lower Saxony,3rd Quintile,No,0.24393,158,430,0.20330,0.28457
2019,Lower Saxony,4th Quintile,Yes,0.54687,303,458,0.50123,0.59251
2019,Lower Saxony,4th Quintile,No,0.30775,155,458,0.26543,0.35007
2019,Lower Saxony,5th Quintile,Yes,0.60927,316,485,0.56580,0.65274
2019,Lower Saxony,5th Quintile,No,0.28947,169,485,0.24907,0.32988
2019,Bremen,1st Quintile,Yes,0.40296,38,38,0.24491,0.56101
2019,North Rhine-Westphalia,1st Quintile,Yes,0.46732,618,989,0.43621,0.49843
2019,North Rhine-Westphalia,1st Quintile,No,0.26574,371,989,0.23819,0.29328
2019,North Rhine-Westphalia,2nd Quintile,Yes,0.57343,636,997,0.54272,0.60415
2019,North Rhine-Westphalia,2nd Quintile,No,0.25586,361,997,0.22877,0.28296
2019,North Rhine-Westphalia,3rd Quintile,Yes,0.57593,528,843,0.54255,0.60931
2019,North Rhine-Westphalia,3rd Quintile,No,0.28676,315,843,0.25621,0.31731
2019,North Rhine-Westphalia,4th Quintile,Yes,0.56142,596,904,0.52905,0.59378
2019,North Rhine-Westphalia,4th Quintile,No,0.29283,308,904,0.26314,0.32251
2019,North Rhine-Westphalia,5th Quintile,Yes,0.59910,707,1036,0.56925,0.62896
2019,North Rhine-Westphalia,5th Quintile,No,0.30254,329,1036,0.27456,0.33053
2019,Hesse,1st Quintile,Yes,0.51768,162,246,0.45511,0.58025
2019,Hesse,1st Quintile,No,0.19585,84,246,0.14615,0.24554
2019,Hesse,2nd Quintile,Yes,0.52646,156,242,0.46343,0.58950
2019,Hesse,2nd Quintile,No,0.27602,86,242,0.21958,0.33246
2019,Hesse,3rd Quintile,Yes,0.55422,176,272,0.49504,0.61340
2019,Hesse,3rd Quintile,No,0.31078,96,272,0.25568,0.36588
2019,Hesse,4th Quintile,Yes,0.61674,198,278,0.55949,0.67400
2019,Hesse,4th Quintile,No,0.24921,80,278,0.19827,0.30015
2019,Hesse,5th Quintile,Yes,0.55575,274,402,0.50712,0.60438
2019,Hesse,5th Quintile,No,0.29035,128,402,0.24592,0.33477
2019,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.51489,156,286,0.45687,0.57292
2019,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.25015,130,286,0.19987,0.30043
2019,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.56884,174,290,0.51174,0.62593
2019,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.22404,116,290,0.17597,0.27211
2019,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.59175,154,237,0.52904,0.65446
2019,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.26224,83,237,0.20612,0.31836
2019,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.62021,157,233,0.55775,0.68266
2019,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.24745,76,233,0.19192,0.30298
2019,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.58747,174,262,0.52775,0.64720
2019,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.32473,88,262,0.26792,0.38155
2019,Baden-Wuerttemberg,1st Quintile,Yes,0.53017,185,306,0.47416,0.58618
2019,Baden-Wuerttemberg,1st Quintile,No,0.22838,121,306,0.18127,0.27550
2019,Baden-Wuerttemberg,2nd Quintile,Yes,0.55055,261,403,0.50192,0.59918
2019,Baden-Wuerttemberg,2nd Quintile,No,0.23675,142,403,0.19520,0.27831
2019,Baden-Wuerttemberg,3rd Quintile,Yes,0.50060,316,491,0.45633,0.54487
2019,Baden-Wuerttemberg,3rd Quintile,No,0.26227,175,491,0.22332,0.30122
2019,Baden-Wuerttemberg,4th Quintile,Yes,0.50114,338,535,0.45873,0.54354
2019,Baden-Wuerttemberg,4th Quintile,No,0.28831,197,535,0.24989,0.32673
2019,Baden-Wuerttemberg,5th Quintile,Yes,0.53621,451,693,0.49906,0.57337
2019,Baden-Wuerttemberg,5th Quintile,No,0.34916,242,693,0.31364,0.38468
2019,Bavaria,1st Quintile,Yes,0.55501,312,460,0.50955,0.60048
2019,Bavaria,1st Quintile,No,0.21667,148,460,0.17898,0.25436
2019,Bavaria,2nd Quintile,Yes,0.55352,446,686,0.51629,0.59075
2019,Bavaria,2nd Quintile,No,0.23408,240,686,0.20238,0.26579
2019,Bavaria,3rd Quintile,Yes,0.59481,455,707,0.55860,0.63103
2019,Bavaria,3rd Quintile,No,0.23002,252,707,0.19898,0.26107
2019,Bavaria,4th Quintile,Yes,0.53800,448,724,0.50166,0.57435
2019,Bavaria,4th Quintile,No,0.28831,276,724,0.25529,0.32133
2019,Bavaria,5th Quintile,Yes,0.54507,525,878,0.51212,0.57803
2019,Bavaria,5th Quintile,No,0.33444,353,878,0.30321,0.36566
2019,Berlin,1st Quintile,Yes,0.52818,133,196,0.45811,0.59824
2019,Berlin,1st Quintile,No,0.22578,63,196,0.16709,0.28446
2019,Berlin,2nd Quintile,Yes,0.61677,124,176,0.54474,0.68880
2019,Berlin,2nd Quintile,No,0.22879,52,176,0.16655,0.29102
2019,Berlin,3rd Quintile,Yes,0.63809,106,151,0.56118,0.71499
2019,Berlin,3rd Quintile,No,0.21700,45,151,0.15104,0.28297
2019,Berlin,4th Quintile,Yes,0.60588,98,148,0.52689,0.68488
2019,Berlin,4th Quintile,No,0.29336,50,148,0.21976,0.36696
2019,Berlin,5th Quintile,Yes,0.66103,127,177,0.59110,0.73096
2019,Berlin,5th Quintile,No,0.26767,50,177,0.20226,0.33308
2019,Brandenburg,1st Quintile,Yes,0.59313,179,258,0.53307,0.65319
2019,Brandenburg,1st Quintile,No,0.21391,79,258,0.16377,0.26404
2019,Brandenburg,2nd Quintile,Yes,0.53499,161,227,0.46997,0.60002
2019,Brandenburg,2nd Quintile,No,0.24420,66,227,0.18819,0.30021
2019,Brandenburg,3rd Quintile,Yes,0.58302,135,201,0.51468,0.65135
2019,Brandenburg,3rd Quintile,No,0.23603,66,201,0.17718,0.29488
2019,Brandenburg,4th Quintile,Yes,0.68907,120,163,0.61780,0.76035
2019,Brandenburg,4th Quintile,No,0.18533,43,163,0.12549,0.24517
2019,Brandenburg,5th Quintile,Yes,0.49197,85,127,0.40467,0.57926
2019,Brandenburg,5th Quintile,No,0.27753,42,127,0.19935,0.35572
2019,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.57464,114,159,0.49755,0.65173
2019,Mecklenburg-Western Pomerania,1st Quintile,No,0.23226,45,159,0.16642,0.29811
2019,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.61830,93,139,0.53724,0.69935
2019,Mecklenburg-Western Pomerania,2nd Quintile,No,0.22389,46,139,0.15434,0.29344
2019,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.62851,82,116,0.54019,0.71682
2019,Mecklenburg-Western Pomerania,3rd Quintile,No,0.14248,34,116,0.07860,0.20637
2019,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.76205,53,53,0.64630,0.87779
2019,Mecklenburg-Western Pomerania,5th Quintile,Yes,0.51498,36,36,0.34940,0.68055
2019,Saxony,1st Quintile,Yes,0.61214,214,297,0.55663,0.66765
2019,Saxony,1st Quintile,No,0.19871,83,297,0.15325,0.24416
2019,Saxony,2nd Quintile,Yes,0.56079,270,392,0.51159,0.60998
2019,Saxony,2nd Quintile,No,0.27026,122,392,0.22624,0.31428
2019,Saxony,3rd Quintile,Yes,0.58532,237,353,0.53385,0.63679
2019,Saxony,3rd Quintile,No,0.24659,116,353,0.20156,0.29161
2019,Saxony,4th Quintile,Yes,0.57848,139,222,0.51338,0.64359
2019,Saxony,4th Quintile,No,0.29520,83,222,0.23506,0.35534
2019,Saxony,5th Quintile,Yes,0.57283,124,177,0.49975,0.64592
2019,Saxony,5th Quintile,No,0.35526,53,177,0.28455,0.42596
2019,Saxony-Anhalt,1st Quintile,Yes,0.60760,161,226,0.54380,0.67140
2019,Saxony-Anhalt,1st Quintile,No,0.18034,65,226,0.13010,0.23057
2019,Saxony-Anhalt,2nd Quintile,Yes,0.63600,146,209,0.57062,0.70139
2019,Saxony-Anhalt,2nd Quintile,No,0.22375,63,209,0.16711,0.28039
2019,Saxony-Anhalt,3rd Quintile,Yes,0.61327,99,138,0.53172,0.69482
2019,Saxony-Anhalt,3rd Quintile,No,0.17605,39,138,0.11227,0.23982
2019,Saxony-Anhalt,4th Quintile,Yes,0.73410,93,93,0.64381,0.82438
2019,Saxony-Anhalt,5th Quintile,Yes,0.63656,70,101,0.54229,0.73084
2019,Saxony-Anhalt,5th Quintile,No,0.26683,31,101,0.18014,0.35352
2019,Thuringa,1st Quintile,Yes,0.52884,128,183,0.45632,0.60136
2019,Thuringa,1st Quintile,No,0.25609,55,183,0.19268,0.31950
2019,Thuringa,2nd Quintile,Yes,0.56953,162,229,0.50525,0.63380
2019,Thuringa,2nd Quintile,No,0.26701,67,229,0.20959,0.32444
2019,Thuringa,3rd Quintile,Yes,0.59229,129,189,0.52204,0.66253
2019,Thuringa,3rd Quintile,No,0.27311,60,189,0.20942,0.33681
2019,Thuringa,4th Quintile,Yes,0.54459,84,117,0.45396,0.63521
2019,Thuringa,4th Quintile,No,0.38114,33,117,0.29276,0.46952
2019,Thuringa,5th Quintile,Yes,0.42536,51,91,0.32322,0.52751
2019,Thuringa,5th Quintile,No,0.39681,40,91,0.29573,0.49789
2021,Schleswig-Holstein,1st Quintile,Yes,0.51292,130,241,0.44968,0.57616
2021,Schleswig-Holstein,1st Quintile,No,0.19310,111,241,0.14316,0.24305
2021,Schleswig-Holstein,2nd Quintile,Yes,0.48349,89,136,0.39920,0.56779
