year,quintil_oecd_hh,sampreg,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,2nd Quintile,East,No,0.45666,277,639,0.41801,0.49531
2007,3rd Quintile,West,Yes,0.82565,1309,1562,0.80683,0.84447
2007,3rd Quintile,West,No,0.17435,253,1562,0.15553,0.19317
2007,3rd Quintile,East,Yes,0.63157,406,651,0.59448,0.66865
2007,3rd Quintile,East,No,0.36843,245,651,0.33135,0.40552
2007,4th Quintile,West,Yes,0.86198,1602,1819,0.84612,0.87783
2007,4th Quintile,West,No,0.13802,217,1819,0.12217,0.15388
2007,4th Quintile,East,Yes,0.64931,356,512,0.60793,0.69068
2007,4th Quintile,East,No,0.35069,156,512,0.30932,0.39207
2007,5th Quintile,West,Yes,0.92131,2336,2487,0.91072,0.93189
2007,5th Quintile,West,No,0.07869,151,2487,0.06811,0.08928
2007,5th Quintile,East,Yes,0.74880,271,344,0.70290,0.79470
2007,5th Quintile,East,No,0.25120,73,344,0.20530,0.29710
2008,1st Quintile,West,Yes,0.67414,867,1279,0.64844,0.69983
2008,1st Quintile,West,No,0.32586,412,1279,0.30017,0.35156
2008,1st Quintile,East,Yes,0.55603,331,590,0.51590,0.59615
2008,1st Quintile,East,No,0.44397,259,590,0.40385,0.48410
2008,2nd Quintile,West,Yes,0.78797,1082,1349,0.76615,0.80979
2008,2nd Quintile,West,No,0.21203,267,1349,0.19021,0.23385
2008,2nd Quintile,East,Yes,0.60957,361,619,0.57110,0.64803
2008,2nd Quintile,East,No,0.39043,258,619,0.35197,0.42890
2008,3rd Quintile,West,Yes,0.83768,1263,1499,0.81901,0.85635
2008,3rd Quintile,West,No,0.16232,236,1499,0.14365,0.18099
2008,3rd Quintile,East,Yes,0.63168,426,667,0.59505,0.66832
2008,3rd Quintile,East,No,0.36832,241,667,0.33168,0.40495
2008,4th Quintile,West,Yes,0.87181,1490,1683,0.85584,0.88779
2008,4th Quintile,West,No,0.12819,193,1683,0.11221,0.14416
2008,4th Quintile,East,Yes,0.69581,310,429,0.65223,0.73940
2008,4th Quintile,East,No,0.30419,119,429,0.26060,0.34777
2008,5th Quintile,West,Yes,0.92253,2211,2349,0.91171,0.93334
2008,5th Quintile,West,No,0.07747,138,2349,0.06666,0.08829
2008,5th Quintile,East,Yes,0.80864,284,345,0.76707,0.85021
2008,5th Quintile,East,No,0.19136,61,345,0.14979,0.23293
2009,1st Quintile,West,Yes,0.69815,840,1206,0.67223,0.72407
2009,1st Quintile,West,No,0.30185,366,1206,0.27593,0.32777
2009,1st Quintile,East,Yes,0.55536,323,584,0.51502,0.59569
2009,1st Quintile,East,No,0.44464,261,584,0.40431,0.48498
2009,2nd Quintile,West,Yes,0.76494,987,1264,0.74155,0.78832
2009,2nd Quintile,West,No,0.23506,277,1264,0.21168,0.25845
2009,2nd Quintile,East,Yes,0.62887,381,619,0.59079,0.66696
2009,2nd Quintile,East,No,0.37113,238,619,0.33304,0.40921
2009,3rd Quintile,West,Yes,0.84774,1151,1354,0.82860,0.86689
2009,3rd Quintile,West,No,0.15226,203,1354,0.13311,0.17140
2009,3rd Quintile,East,Yes,0.61858,380,594,0.57948,0.65767
2009,3rd Quintile,East,No,0.38142,214,594,0.34233,0.42052
2009,4th Quintile,West,Yes,0.90006,1486,1636,0.88552,0.91460
2009,4th Quintile,West,No,0.09994,150,1636,0.08540,0.11448
2009,4th Quintile,East,Yes,0.70892,307,424,0.66563,0.75221
2009,4th Quintile,East,No,0.29108,117,424,0.24779,0.33437
2009,5th Quintile,West,Yes,0.91842,2010,2153,0.90685,0.92998
2009,5th Quintile,West,No,0.08158,143,2153,0.07002,0.09315
2009,5th Quintile,East,Yes,0.74672,265,330,0.69972,0.79371
2009,5th Quintile,East,No,0.25328,65,330,0.20629,0.30028
2010,1st Quintile,West,Yes,0.67236,1642,2281,0.65310,0.69163
2010,1st Quintile,West,No,0.32764,639,2281,0.30837,0.34690
2010,1st Quintile,East,Yes,0.56324,504,866,0.53018,0.59629
2010,1st Quintile,East,No,0.43676,362,866,0.40371,0.46982
2010,2nd Quintile,West,Yes,0.77788,1669,2056,0.75991,0.79585
2010,2nd Quintile,West,No,0.22212,387,2056,0.20415,0.24009
2010,2nd Quintile,East,Yes,0.60562,544,860,0.57294,0.63831
2010,2nd Quintile,East,No,0.39438,316,860,0.36169,0.42706
2010,3rd Quintile,West,Yes,0.83496,1627,1906,0.81829,0.85163
2010,3rd Quintile,West,No,0.16504,279,1906,0.14837,0.18171
2010,3rd Quintile,East,Yes,0.65378,443,650,0.61717,0.69038
2010,3rd Quintile,East,No,0.34622,207,650,0.30962,0.38283
2010,4th Quintile,West,Yes,0.88862,1798,1989,0.87479,0.90245
2010,4th Quintile,West,No,0.11138,191,1989,0.09755,0.12521
2010,4th Quintile,East,Yes,0.73976,342,465,0.69984,0.77968
2010,4th Quintile,East,No,0.26024,123,465,0.22032,0.30016
2010,5th Quintile,West,Yes,0.92897,2247,2395,0.91868,0.93926
2010,5th Quintile,West,No,0.07103,148,2395,0.06074,0.08132
2010,5th Quintile,East,Yes,0.81102,266,316,0.76778,0.85425
2010,5th Quintile,East,No,0.18898,50,316,0.14575,0.23222
2011,1st Quintile,West,Yes,0.67403,1916,2606,0.65603,0.69203
2011,1st Quintile,West,No,0.32597,690,2606,0.30797,0.34397
2011,1st Quintile,East,Yes,0.53407,617,1099,0.50456,0.56358
2011,1st Quintile,East,No,0.46593,482,1099,0.43642,0.49544
2011,2nd Quintile,West,Yes,0.81205,2031,2452,0.79658,0.82751
2011,2nd Quintile,West,No,0.18795,421,2452,0.17249,0.20342
2011,2nd Quintile,East,Yes,0.63970,618,958,0.60928,0.67012
2011,2nd Quintile,East,No,0.36030,340,958,0.32988,0.39072
2011,3rd Quintile,West,Yes,0.86014,2097,2433,0.84635,0.87392
2011,3rd Quintile,West,No,0.13986,336,2433,0.12608,0.15365
2011,3rd Quintile,East,Yes,0.67650,531,790,0.64386,0.70915
2011,3rd Quintile,East,No,0.32350,259,790,0.29085,0.35614
2011,4th Quintile,West,Yes,0.89073,2297,2527,0.87856,0.90289
2011,4th Quintile,West,No,0.10927,230,2527,0.09711,0.12144
2011,4th Quintile,East,Yes,0.74138,409,535,0.70424,0.77852
2011,4th Quintile,East,No,0.25862,126,535,0.22148,0.29576
2011,5th Quintile,West,Yes,0.92221,2649,2835,0.91235,0.93207
2011,5th Quintile,West,No,0.07779,186,2835,0.06793,0.08765
2011,5th Quintile,East,Yes,0.79630,298,361,0.75470,0.83791
2011,5th Quintile,East,No,0.20370,63,361,0.16209,0.24530
2012,1st Quintile,West,Yes,0.70101,1890,2543,0.68321,0.71881
2012,1st Quintile,West,No,0.29899,653,2543,0.28119,0.31679
2012,1st Quintile,East,Yes,0.57012,623,1054,0.54022,0.60002
2012,1st Quintile,East,No,0.42988,431,1054,0.39998,0.45978
2012,2nd Quintile,West,Yes,0.80686,2071,2498,0.79138,0.82234
2012,2nd Quintile,West,No,0.19314,427,2498,0.17766,0.20862
2012,2nd Quintile,East,Yes,0.64083,536,812,0.60781,0.67384
2012,2nd Quintile,East,No,0.35917,276,812,0.32616,0.39219
2012,3rd Quintile,West,Yes,0.84797,2066,2393,0.83358,0.86235
2012,3rd Quintile,West,No,0.15203,327,2393,0.13765,0.16642
2012,3rd Quintile,East,Yes,0.68539,559,809,0.65337,0.71741
2012,3rd Quintile,East,No,0.31461,250,809,0.28259,0.34663
2012,4th Quintile,West,Yes,0.89522,2204,2444,0.88308,0.90737
2012,4th Quintile,West,No,0.10478,240,2444,0.09263,0.11692
2012,4th Quintile,East,Yes,0.72436,427,585,0.68812,0.76060
2012,4th Quintile,East,No,0.27564,158,585,0.23940,0.31188
2012,5th Quintile,West,Yes,0.92277,2530,2708,0.91272,0.93283
2012,5th Quintile,West,No,0.07723,178,2708,0.06717,0.08728
2012,5th Quintile,East,Yes,0.83026,375,450,0.79553,0.86498
2012,5th Quintile,East,No,0.16974,75,450,0.13502,0.20447
2013,1st Quintile,West,Yes,0.69275,2318,3169,0.67668,0.70881
2013,1st Quintile,West,No,0.30725,851,3169,0.29119,0.32332
2013,1st Quintile,East,Yes,0.55854,651,1071,0.52879,0.58829
2013,1st Quintile,East,No,0.44146,420,1071,0.41171,0.47121
2013,2nd Quintile,West,Yes,0.79396,2406,2903,0.77924,0.80867
2013,2nd Quintile,West,No,0.20604,497,2903,0.19133,0.22076
2013,2nd Quintile,East,Yes,0.64778,648,955,0.61747,0.67809
2013,2nd Quintile,East,No,0.35222,307,955,0.32191,0.38253
2013,3rd Quintile,West,Yes,0.84744,2279,2650,0.83375,0.86113
2013,3rd Quintile,West,No,0.15256,371,2650,0.13887,0.16625
2013,3rd Quintile,East,Yes,0.70752,526,738,0.67468,0.74036
2013,3rd Quintile,East,No,0.29248,212,738,0.25964,0.32532
2013,4th Quintile,West,Yes,0.89720,2320,2589,0.88550,0.90890
2013,4th Quintile,West,No,0.10280,269,2589,0.09110,0.11450
2013,4th Quintile,East,Yes,0.74883,393,525,0.71170,0.78596
2013,4th Quintile,East,No,0.25117,132,525,0.21404,0.28830
2013,5th Quintile,West,Yes,0.91678,2691,2894,0.90672,0.92685
2013,5th Quintile,West,No,0.08322,203,2894,0.07315,0.09328
2013,5th Quintile,East,Yes,0.82519,306,368,0.78633,0.86405
2013,5th Quintile,East,No,0.17481,62,368,0.13595,0.21367
2014,1st Quintile,West,Yes,0.69235,1896,2560,0.67447,0.71023
2014,1st Quintile,West,No,0.30765,664,2560,0.28977,0.32553
2014,1st Quintile,East,Yes,0.62152,547,891,0.58965,0.65338
2014,1st Quintile,East,No,0.37848,344,891,0.34662,0.41035
2014,2nd Quintile,West,Yes,0.80048,2042,2453,0.78466,0.81630
2014,2nd Quintile,West,No,0.19952,411,2453,0.18370,0.21534
2014,2nd Quintile,East,Yes,0.63510,566,860,0.60290,0.66729
2014,2nd Quintile,East,No,0.36490,294,860,0.33271,0.39710
2014,3rd Quintile,West,Yes,0.86206,2070,2379,0.84820,0.87592
2014,3rd Quintile,West,No,0.13794,309,2379,0.12408,0.15180
2014,3rd Quintile,East,Yes,0.70298,516,730,0.66981,0.73615
2014,3rd Quintile,East,No,0.29702,214,730,0.26385,0.33019
2014,4th Quintile,West,Yes,0.88436,2155,2397,0.87156,0.89717
2014,4th Quintile,West,No,0.11564,242,2397,0.10283,0.12844
2014,4th Quintile,East,Yes,0.71775,393,530,0.67939,0.75610
2014,4th Quintile,East,No,0.28225,137,530,0.24390,0.32061
2014,5th Quintile,West,Yes,0.92193,2470,2651,0.91172,0.93215
2014,5th Quintile,West,No,0.07807,181,2651,0.06785,0.08828
2014,5th Quintile,East,Yes,0.81790,306,368,0.77842,0.85738
2014,5th Quintile,East,No,0.18210,62,368,0.14262,0.22158
2015,1st Quintile,West,Yes,0.67591,1896,2671,0.65816,0.69367
2015,1st Quintile,West,No,0.32409,775,2671,0.30633,0.34184
2015,1st Quintile,East,Yes,0.57501,522,877,0.54228,0.60775
2015,1st Quintile,East,No,0.42499,355,877,0.39225,0.45772
2015,2nd Quintile,West,Yes,0.80328,1994,2460,0.78757,0.81900
2015,2nd Quintile,West,No,0.19672,466,2460,0.18100,0.21243
2015,2nd Quintile,East,Yes,0.65727,610,922,0.62661,0.68792
2015,2nd Quintile,East,No,0.34273,312,922,0.31208,0.37339
2015,3rd Quintile,West,Yes,0.88295,2057,2372,0.87001,0.89589
2015,3rd Quintile,West,No,0.11705,315,2372,0.10411,0.12999
2015,3rd Quintile,East,Yes,0.72916,471,644,0.69481,0.76351
2015,3rd Quintile,East,No,0.27084,173,644,0.23649,0.30519
2015,4th Quintile,West,Yes,0.87943,2084,2340,0.86624,0.89263
2015,4th Quintile,West,No,0.12057,256,2340,0.10737,0.13376
2015,4th Quintile,East,Yes,0.73005,370,490,0.69071,0.76940
2015,4th Quintile,East,No,0.26995,120,490,0.23060,0.30929
2015,5th Quintile,West,Yes,0.92122,2438,2630,0.91092,0.93152
2015,5th Quintile,West,No,0.07878,192,2630,0.06848,0.08908
2015,5th Quintile,East,Yes,0.82806,290,346,0.78824,0.86788
2015,5th Quintile,East,No,0.17194,56,346,0.13212,0.21176
2016,1st Quintile,West,Yes,0.66540,2519,3989,0.65076,0.68005
2016,1st Quintile,West,No,0.33460,1470,3989,0.31995,0.34924
2016,1st Quintile,East,Yes,0.55838,693,1207,0.53035,0.58640
2016,1st Quintile,East,No,0.44162,514,1207,0.41360,0.46965
2016,2nd Quintile,West,Yes,0.80863,1852,2240,0.79233,0.82492
2016,2nd Quintile,West,No,0.19137,388,2240,0.17508,0.20767
2016,2nd Quintile,East,Yes,0.65996,537,797,0.62705,0.69287
2016,2nd Quintile,East,No,0.34004,260,797,0.30713,0.37295
2016,3rd Quintile,West,Yes,0.87033,1800,2071,0.85586,0.88481
2016,3rd Quintile,West,No,0.12967,271,2071,0.11519,0.14414
2016,3rd Quintile,East,Yes,0.72542,486,672,0.69165,0.75919
2016,3rd Quintile,East,No,0.27458,186,672,0.24081,0.30835
2016,4th Quintile,West,Yes,0.89050,1981,2205,0.87746,0.90353
2016,4th Quintile,West,No,0.10950,224,2205,0.09647,0.12254
2016,4th Quintile,East,Yes,0.75659,352,457,0.71720,0.79598
2016,4th Quintile,East,No,0.24341,105,457,0.20402,0.28280
2016,5th Quintile,West,Yes,0.92208,2269,2429,0.91142,0.93275
2016,5th Quintile,West,No,0.07792,160,2429,0.06725,0.08858
2016,5th Quintile,East,Yes,0.85824,279,326,0.82032,0.89616
2016,5th Quintile,East,No,0.14176,47,326,0.10384,0.17968
2017,1st Quintile,West,Yes,0.67184,2773,4423,0.65800,0.68568
2017,1st Quintile,West,No,0.32816,1650,4423,0.31432,0.34200
2017,1st Quintile,East,Yes,0.57525,725,1224,0.54755,0.60296
2017,1st Quintile,East,No,0.42475,499,1224,0.39704,0.45245
2017,2nd Quintile,West,Yes,0.80552,1946,2399,0.78968,0.82137
2017,2nd Quintile,West,No,0.19448,453,2399,0.17863,0.21032
2017,2nd Quintile,East,Yes,0.63874,612,932,0.60788,0.66959
2017,2nd Quintile,East,No,0.36126,320,932,0.33041,0.39212
2017,3rd Quintile,West,Yes,0.86930,2083,2381,0.85576,0.88284
2017,3rd Quintile,West,No,0.13070,298,2381,0.11716,0.14424
2017,3rd Quintile,East,Yes,0.69960,525,725,0.66621,0.73299
2017,3rd Quintile,East,No,0.30040,200,725,0.26701,0.33379
2017,4th Quintile,West,Yes,0.88232,2270,2516,0.86972,0.89491
2017,4th Quintile,West,No,0.11768,246,2516,0.10509,0.13028
2017,4th Quintile,East,Yes,0.77159,402,529,0.73578,0.80740
2017,4th Quintile,East,No,0.22841,127,529,0.19260,0.26422
2017,5th Quintile,West,Yes,0.92376,2525,2714,0.91378,0.93375
2017,5th Quintile,West,No,0.07624,189,2714,0.06625,0.08622
2017,5th Quintile,East,Yes,0.83934,319,381,0.80241,0.87626
2017,5th Quintile,East,No,0.16066,62,381,0.12374,0.19759
2018,Not included in this version of the questionnaire,West,Yes,0.44015,56,120,0.35096,0.52934
2018,Not included in this version of the questionnaire,West,No,0.55985,64,120,0.47066,0.64904
2018,1st Quintile,West,Yes,0.67913,2574,3990,0.66465,0.69362
2018,1st Quintile,West,No,0.32087,1416,3990,0.30638,0.33535
2018,1st Quintile,East,Yes,0.60714,763,1226,0.57979,0.63449
2018,1st Quintile,East,No,0.39286,463,1226,0.36551,0.42021
2018,2nd Quintile,West,Yes,0.82343,2007,2473,0.80839,0.83846
2018,2nd Quintile,West,No,0.17657,466,2473,0.16154,0.19161
2018,2nd Quintile,East,Yes,0.66458,659,965,0.63477,0.69438
2018,2nd Quintile,East,No,0.33542,306,965,0.30562,0.36523
2018,3rd Quintile,West,Yes,0.86862,1990,2314,0.85486,0.88239
2018,3rd Quintile,West,No,0.13138,324,2314,0.11761,0.14514
2018,3rd Quintile,East,Yes,0.75861,517,685,0.72654,0.79068
2018,3rd Quintile,East,No,0.24139,168,685,0.20932,0.27346
2018,4th Quintile,West,Yes,0.88857,2154,2400,0.87597,0.90116
2018,4th Quintile,West,No,0.11143,246,2400,0.09884,0.12403
2018,4th Quintile,East,Yes,0.72617,375,497,0.68693,0.76542
2018,4th Quintile,East,No,0.27383,122,497,0.23458,0.31307
2018,5th Quintile,West,Yes,0.92381,2463,2650,0.91371,0.93391
2018,5th Quintile,West,No,0.07619,187,2650,0.06609,0.08629
2018,5th Quintile,East,Yes,0.81092,297,364,0.77064,0.85120
2018,5th Quintile,East,No,0.18908,67,364,0.14880,0.22936
2019,1st Quintile,West,Yes,0.69554,2237,3530,0.68035,0.71072
2019,1st Quintile,West,No,0.30446,1293,3530,0.28928,0.31965
2019,1st Quintile,East,Yes,0.60604,635,997,0.57569,0.63638
2019,1st Quintile,East,No,0.39396,362,997,0.36362,0.42431
2019,2nd Quintile,West,Yes,0.81895,1651,1991,0.80203,0.83587
2019,2nd Quintile,West,No,0.18105,340,1991,0.16413,0.19797
2019,2nd Quintile,East,Yes,0.65454,526,754,0.62057,0.68850
2019,2nd Quintile,East,No,0.34546,228,754,0.31150,0.37943
2019,3rd Quintile,West,Yes,0.87728,1686,1916,0.86259,0.89198
2019,3rd Quintile,West,No,0.12272,230,1916,0.10802,0.13741
2019,3rd Quintile,East,Yes,0.74125,448,616,0.70663,0.77586
2019,3rd Quintile,East,No,0.25875,168,616,0.22414,0.29337
2019,4th Quintile,West,Yes,0.90587,1836,2021,0.89314,0.91861
2019,4th Quintile,West,No,0.09413,185,2021,0.08139,0.10686
2019,4th Quintile,East,Yes,0.77511,350,449,0.73645,0.81377
2019,4th Quintile,East,No,0.22489,99,449,0.18623,0.26355
2019,5th Quintile,West,Yes,0.92298,2106,2257,0.91198,0.93398
2019,5th Quintile,West,No,0.07702,151,2257,0.06602,0.08802
2019,5th Quintile,East,Yes,0.83933,291,342,0.80035,0.87830
2019,5th Quintile,East,No,0.16067,51,342,0.12170,0.19965
2020,Not included in this version of the questionnaire,West,Yes,0.62554,89,175,0.55362,0.69745
2020,Not included in this version of the questionnaire,West,No,0.37446,86,175,0.30255,0.44638
2020,1st Quintile,West,Yes,0.69038,3083,4921,0.67746,0.70330
2020,1st Quintile,West,No,0.30962,1838,4921,0.29670,0.32254
2020,1st Quintile,East,Yes,0.61833,719,1166,0.59043,0.64623
2020,1st Quintile,East,No,0.38167,447,1166,0.35377,0.40957
2020,2nd Quintile,West,Yes,0.82089,2026,2615,0.80619,0.83559
2020,2nd Quintile,West,No,0.17911,589,2615,0.16441,0.19381
2020,2nd Quintile,East,Yes,0.68302,619,885,0.65235,0.71369
2020,2nd Quintile,East,No,0.31698,266,885,0.28631,0.34765
2020,3rd Quintile,West,Yes,0.87542,1918,2237,0.86173,0.88911
2020,3rd Quintile,West,No,0.12458,319,2237,0.11089,0.13827
2020,3rd Quintile,East,Yes,0.74210,491,663,0.70878,0.77543
2020,3rd Quintile,East,No,0.25790,172,663,0.22457,0.29122
2020,4th Quintile,West,Yes,0.88941,2088,2351,0.87673,0.90209
2020,4th Quintile,West,No,0.11059,263,2351,0.09791,0.12327
2020,4th Quintile,East,Yes,0.78391,403,520,0.74850,0.81932
2020,4th Quintile,East,No,0.21609,117,520,0.18068,0.25150
2020,5th Quintile,West,Yes,0.92662,2953,3169,0.91754,0.93570
2020,5th Quintile,West,No,0.07338,216,3169,0.06430,0.08246
2020,5th Quintile,East,Yes,0.80104,500,582,0.76858,0.83350
2020,5th Quintile,East,No,0.19896,82,582,0.16650,0.23142
2021,1st Quintile,West,Yes,0.69540,1409,2155,0.67596,0.71483
2021,1st Quintile,West,No,0.30460,746,2155,0.28517,0.32404
2021,1st Quintile,East,Yes,0.56525,354,610,0.52588,0.60462
2021,1st Quintile,East,No,0.43475,256,610,0.39538,0.47412
2021,2nd Quintile,West,Yes,0.82287,1270,1590,0.80409,0.84164
2021,2nd Quintile,West,No,0.17713,320,1590,0.15836,0.19591
2021,2nd Quintile,East,Yes,0.69350,386,550,0.65494,0.73207
2021,2nd Quintile,East,No,0.30650,164,550,0.26793,0.34506
2021,3rd Quintile,West,Yes,0.87555,1223,1438,0.85849,0.89262
2021,3rd Quintile,West,No,0.12445,215,1438,0.10738,0.14151
2021,3rd Quintile,East,Yes,0.75377,329,438,0.71338,0.79416
2021,3rd Quintile,East,No,0.24623,109,438,0.20584,0.28662
2021,4th Quintile,West,Yes,0.89016,1385,1547,0.87458,0.90575
2021,4th Quintile,West,No,0.10984,162,1547,0.09425,0.12542
2021,4th Quintile,East,Yes,0.81705,287,369,0.77755,0.85656
2021,4th Quintile,East,No,0.18295,82,369,0.14344,0.22245
2021,5th Quintile,West,Yes,0.94084,1939,2069,0.93068,0.95101
2021,5th Quintile,West,No,0.05916,130,2069,0.04899,0.06932
2021,5th Quintile,East,Yes,0.79321,324,376,0.75222,0.83420
2021,5th Quintile,East,No,0.20679,52,376,0.16580,0.24778
2022,Not included in this version of the questionnaire,West,Yes,0.83760,102,160,0.78027,0.89493
2022,Not included in this version of the questionnaire,West,No,0.16240,58,160,0.10507,0.21973
2022,1st Quintile,West,Yes,0.72656,2639,3818,0.71242,0.74070
2022,1st Quintile,West,No,0.27344,1179,3818,0.25930,0.28758
2022,1st Quintile,East,Yes,0.62105,763,1217,0.59379,0.64832
2022,1st Quintile,East,No,0.37895,454,1217,0.35168,0.40621
2022,2nd Quintile,West,Yes,0.82266,2405,3067,0.80914,0.83618
2022,2nd Quintile,West,No,0.17734,662,3067,0.16382,0.19086
2022,2nd Quintile,East,Yes,0.67744,688,1020,0.64874,0.70614
2022,2nd Quintile,East,No,0.32256,332,1020,0.29386,0.35126
2022,3rd Quintile,West,Yes,0.87292,2199,2625,0.86017,0.88566
2022,3rd Quintile,West,No,0.12708,426,2625,0.11434,0.13983
2022,3rd Quintile,East,Yes,0.69197,607,827,0.66048,0.72345
2022,3rd Quintile,East,No,0.30803,220,827,0.27655,0.33952
2022,4th Quintile,West,Yes,0.89668,2473,2792,0.88538,0.90797
2022,4th Quintile,West,No,0.10332,319,2792,0.09203,0.11462
2022,4th Quintile,East,Yes,0.80873,510,645,0.77835,0.83910
2022,4th Quintile,East,No,0.19127,135,645,0.16090,0.22165
2022,5th Quintile,West,Yes,0.93646,3014,3257,0.92808,0.94484
2022,5th Quintile,West,No,0.06354,243,3257,0.05516,0.07192
2022,5th Quintile,East,Yes,0.81254,490,582,0.78081,0.84428
2022,5th Quintile,East,No,0.18746,92,582,0.15572,0.21919
