year,quintil_oecd_hh,rentown,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,5th Quintile,Tenant,Yes,0.71655,317,475,0.67598,0.75712
1985,5th Quintile,Tenant,No,0.28345,158,475,0.24288,0.32402
1986,1st Quintile,Owner,Yes,0.59985,134,211,0.53359,0.66611
1986,1st Quintile,Owner,No,0.40015,77,211,0.33389,0.46641
1986,1st Quintile,Tenant,Yes,0.45445,320,754,0.41888,0.49001
1986,1st Quintile,Tenant,No,0.54555,434,754,0.50999,0.58112
1986,2nd Quintile,Owner,Yes,0.67576,233,338,0.62578,0.72574
1986,2nd Quintile,Owner,No,0.32424,105,338,0.27426,0.37422
1986,2nd Quintile,Tenant,Yes,0.63148,384,669,0.59489,0.66806
1986,2nd Quintile,Tenant,No,0.36852,285,669,0.33194,0.40511
1986,3rd Quintile,Owner,Yes,0.81486,286,346,0.77387,0.85584
1986,3rd Quintile,Owner,No,0.18514,60,346,0.14416,0.22613
1986,3rd Quintile,Tenant,Yes,0.59996,363,665,0.56269,0.63722
1986,3rd Quintile,Tenant,No,0.40004,302,665,0.36278,0.43731
1986,4th Quintile,Owner,Yes,0.78749,313,392,0.74694,0.82804
1986,4th Quintile,Owner,No,0.21251,79,392,0.17196,0.25306
1986,4th Quintile,Tenant,Yes,0.67978,364,606,0.64260,0.71695
1986,4th Quintile,Tenant,No,0.32022,242,606,0.28305,0.35740
1986,5th Quintile,Owner,Yes,0.89856,458,509,0.87230,0.92481
1986,5th Quintile,Owner,No,0.10144,51,509,0.07519,0.12770
1986,5th Quintile,Tenant,Yes,0.74241,297,426,0.70083,0.78398
1986,5th Quintile,Tenant,No,0.25759,129,426,0.21602,0.29917
1987,1st Quintile,Owner,Yes,0.58812,137,219,0.52279,0.65346
1987,1st Quintile,Owner,No,0.41188,82,219,0.34654,0.47721
1987,1st Quintile,Tenant,Yes,0.47289,317,704,0.43598,0.50979
1987,1st Quintile,Tenant,No,0.52711,387,704,0.49021,0.56402
1987,2nd Quintile,Owner,Yes,0.69337,208,297,0.64085,0.74590
1987,2nd Quintile,Owner,No,0.30663,89,297,0.25410,0.35915
1987,2nd Quintile,Tenant,Yes,0.59656,379,690,0.55993,0.63319
1987,2nd Quintile,Tenant,No,0.40344,311,690,0.36681,0.44007
1987,3rd Quintile,Owner,Yes,0.79514,290,366,0.75373,0.83654
1987,3rd Quintile,Owner,No,0.20486,76,366,0.16346,0.24627
1987,3rd Quintile,Tenant,Yes,0.59777,353,639,0.55972,0.63582
1987,3rd Quintile,Tenant,No,0.40223,286,639,0.36418,0.44028
1987,4th Quintile,Owner,Yes,0.82689,339,413,0.79035,0.86342
1987,4th Quintile,Owner,No,0.17311,74,413,0.13658,0.20965
1987,4th Quintile,Tenant,Yes,0.73043,382,593,0.69469,0.76618
1987,4th Quintile,Tenant,No,0.26957,211,593,0.23382,0.30531
1987,5th Quintile,Owner,Yes,0.86700,438,499,0.83717,0.89682
1987,5th Quintile,Owner,No,0.13300,61,499,0.10318,0.16283
1987,5th Quintile,Tenant,Yes,0.73049,301,439,0.68893,0.77204
1987,5th Quintile,Tenant,No,0.26951,138,439,0.22796,0.31107
1988,1st Quintile,Owner,Yes,0.65466,134,198,0.58827,0.72106
1988,1st Quintile,Owner,No,0.34534,64,198,0.27894,0.41173
1988,1st Quintile,Tenant,Yes,0.49487,331,706,0.45797,0.53178
1988,1st Quintile,Tenant,No,0.50513,375,706,0.46822,0.54203
1988,2nd Quintile,Owner,Yes,0.70394,208,296,0.65185,0.75604
1988,2nd Quintile,Owner,No,0.29606,88,296,0.24396,0.34815
1988,2nd Quintile,Tenant,Yes,0.63264,367,651,0.59558,0.66970
1988,2nd Quintile,Tenant,No,0.36736,284,651,0.33030,0.40442
1988,3rd Quintile,Owner,Yes,0.77624,274,347,0.73232,0.82015
1988,3rd Quintile,Owner,No,0.22376,73,347,0.17985,0.26768
1988,3rd Quintile,Tenant,Yes,0.66086,367,615,0.62341,0.69830
1988,3rd Quintile,Tenant,No,0.33914,248,615,0.30170,0.37659
1988,4th Quintile,Owner,Yes,0.82452,334,404,0.78738,0.86166
1988,4th Quintile,Owner,No,0.17548,70,404,0.13834,0.21262
1988,4th Quintile,Tenant,Yes,0.64791,333,561,0.60835,0.68747
1988,4th Quintile,Tenant,No,0.35209,228,561,0.31253,0.39165
1988,5th Quintile,Owner,Yes,0.87035,415,471,0.83999,0.90072
1988,5th Quintile,Owner,No,0.12965,56,471,0.09928,0.16001
1988,5th Quintile,Tenant,Yes,0.73399,285,409,0.69111,0.77686
1988,5th Quintile,Tenant,No,0.26601,124,409,0.22314,0.30889
1989,1st Quintile,Owner,Yes,0.61842,126,197,0.55041,0.68643
1989,1st Quintile,Owner,No,0.38158,71,197,0.31357,0.44959
1989,1st Quintile,Tenant,Yes,0.49732,315,682,0.45976,0.53487
1989,1st Quintile,Tenant,No,0.50268,367,682,0.46513,0.54024
1989,2nd Quintile,Owner,Yes,0.73229,215,291,0.68133,0.78325
1989,2nd Quintile,Owner,No,0.26771,76,291,0.21675,0.31867
1989,2nd Quintile,Tenant,Yes,0.63383,372,661,0.59708,0.67059
1989,2nd Quintile,Tenant,No,0.36617,289,661,0.32941,0.40292
1989,3rd Quintile,Owner,Yes,0.78216,279,352,0.73897,0.82534
1989,3rd Quintile,Owner,No,0.21784,73,352,0.17466,0.26103
1989,3rd Quintile,Tenant,Yes,0.65245,348,582,0.61372,0.69117
1989,3rd Quintile,Tenant,No,0.34755,234,582,0.30883,0.38628
1989,4th Quintile,Owner,Yes,0.82081,323,391,0.78274,0.85887
1989,4th Quintile,Owner,No,0.17919,68,391,0.14113,0.21726
1989,4th Quintile,Tenant,Yes,0.65816,323,541,0.61816,0.69817
1989,4th Quintile,Tenant,No,0.34184,218,541,0.30183,0.38184
1989,5th Quintile,Owner,Yes,0.88346,401,451,0.85381,0.91310
1989,5th Quintile,Owner,No,0.11654,50,451,0.08690,0.14619
1989,5th Quintile,Tenant,Yes,0.71893,272,386,0.67403,0.76384
1989,5th Quintile,Tenant,No,0.28107,114,386,0.23616,0.32597
1990,1st Quintile,Owner,Yes,0.93568,252,252,0.90533,0.96603
1990,1st Quintile,Tenant,Yes,0.93900,655,655,0.92065,0.95734
1990,2nd Quintile,Owner,Yes,0.65014,195,292,0.59534,0.70494
1990,2nd Quintile,Owner,No,0.34986,97,292,0.29506,0.40466
1990,2nd Quintile,Tenant,Yes,0.51546,384,831,0.48146,0.54946
1990,2nd Quintile,Tenant,No,0.48454,447,831,0.45054,0.51854
1990,3rd Quintile,Owner,Yes,0.78305,293,378,0.74144,0.82466
1990,3rd Quintile,Owner,No,0.21695,85,378,0.17534,0.25856
1990,3rd Quintile,Tenant,Yes,0.65921,451,764,0.62558,0.69284
1990,3rd Quintile,Tenant,No,0.34079,313,764,0.30716,0.37442
1990,4th Quintile,Owner,Yes,0.81629,382,467,0.78113,0.85145
1990,4th Quintile,Owner,No,0.18371,85,467,0.14855,0.21887
1990,4th Quintile,Tenant,Yes,0.64057,387,655,0.60380,0.67735
1990,4th Quintile,Tenant,No,0.35943,268,655,0.32265,0.39620
1990,5th Quintile,Owner,Yes,0.86826,489,563,0.84030,0.89622
1990,5th Quintile,Owner,No,0.13174,74,563,0.10378,0.15970
1990,5th Quintile,Tenant,Yes,0.73111,344,484,0.69157,0.77066
1990,5th Quintile,Tenant,No,0.26889,140,484,0.22934,0.30843
1991,1st Quintile,Owner,Yes,0.38039,242,583,0.34095,0.41983
1991,1st Quintile,Owner,No,0.61961,341,583,0.58017,0.65905
1991,1st Quintile,Tenant,Yes,0.41819,631,1419,0.39252,0.44387
1991,1st Quintile,Tenant,No,0.58181,788,1419,0.55613,0.60748
1991,2nd Quintile,Owner,Yes,0.70812,199,282,0.65496,0.76127
1991,2nd Quintile,Owner,No,0.29188,83,282,0.23873,0.34504
1991,2nd Quintile,Tenant,Yes,0.49079,395,855,0.45726,0.52431
1991,2nd Quintile,Tenant,No,0.50921,460,855,0.47569,0.54274
1991,3rd Quintile,Owner,Yes,0.79151,325,399,0.75160,0.83142
1991,3rd Quintile,Owner,No,0.20849,74,399,0.16858,0.24840
1991,3rd Quintile,Tenant,Yes,0.63612,441,772,0.60216,0.67008
1991,3rd Quintile,Tenant,No,0.36388,331,772,0.32992,0.39784
1991,4th Quintile,Owner,Yes,0.87588,438,503,0.84704,0.90473
1991,4th Quintile,Owner,No,0.12412,65,503,0.09527,0.15296
1991,4th Quintile,Tenant,Yes,0.65463,398,676,0.61876,0.69050
1991,4th Quintile,Tenant,No,0.34537,278,676,0.30950,0.38124
1991,5th Quintile,Owner,Yes,0.90508,503,556,0.88069,0.92947
1991,5th Quintile,Owner,No,0.09492,53,556,0.07053,0.11931
1991,5th Quintile,Tenant,Yes,0.72403,357,511,0.68523,0.76283
1991,5th Quintile,Tenant,No,0.27597,154,511,0.23717,0.31477
1992,1st Quintile,Owner,Yes,0.47868,148,326,0.42437,0.53299
1992,1st Quintile,Owner,No,0.52132,178,326,0.46701,0.57563
1992,1st Quintile,Tenant,Yes,0.43894,431,1022,0.40850,0.46938
1992,1st Quintile,Tenant,No,0.56106,591,1022,0.53062,0.59150
1992,2nd Quintile,Owner,Yes,0.66702,274,445,0.62319,0.71086
1992,2nd Quintile,Owner,No,0.33298,171,445,0.28914,0.37681
1992,2nd Quintile,Tenant,Yes,0.56349,514,1004,0.53280,0.59419
1992,2nd Quintile,Tenant,No,0.43651,490,1004,0.40581,0.46720
1992,3rd Quintile,Owner,Yes,0.81237,319,420,0.77499,0.84975
1992,3rd Quintile,Owner,No,0.18763,101,420,0.15025,0.22501
1992,3rd Quintile,Tenant,Yes,0.65238,512,881,0.62092,0.68385
1992,3rd Quintile,Tenant,No,0.34762,369,881,0.31615,0.37908
1992,4th Quintile,Owner,Yes,0.84320,427,514,0.81173,0.87466
1992,4th Quintile,Owner,No,0.15680,87,514,0.12534,0.18827
1992,4th Quintile,Tenant,Yes,0.63701,441,739,0.60232,0.67171
1992,4th Quintile,Tenant,No,0.36299,298,739,0.32829,0.39768
1992,5th Quintile,Owner,Yes,0.90716,539,598,0.88388,0.93044
1992,5th Quintile,Owner,No,0.09284,59,598,0.06956,0.11612
1992,5th Quintile,Tenant,Yes,0.72607,338,481,0.68617,0.76597
1992,5th Quintile,Tenant,No,0.27393,143,481,0.23403,0.31383
1993,1st Quintile,Owner,Yes,0.53039,136,282,0.47204,0.58875
1993,1st Quintile,Owner,No,0.46961,146,282,0.41125,0.52796
1993,1st Quintile,Tenant,Yes,0.46571,428,974,0.43437,0.49706
1993,1st Quintile,Tenant,No,0.53429,546,974,0.50294,0.56563
1993,2nd Quintile,Owner,Yes,0.67692,262,422,0.63224,0.72159
1993,2nd Quintile,Owner,No,0.32308,160,422,0.27841,0.36776
1993,2nd Quintile,Tenant,Yes,0.52764,512,1021,0.49700,0.55828
1993,2nd Quintile,Tenant,No,0.47236,509,1021,0.44172,0.50300
1993,3rd Quintile,Owner,Yes,0.76317,347,483,0.72522,0.80113
1993,3rd Quintile,Owner,No,0.23683,136,483,0.19887,0.27478
1993,3rd Quintile,Tenant,Yes,0.65902,486,846,0.62706,0.69098
1993,3rd Quintile,Tenant,No,0.34098,360,846,0.30902,0.37294
1993,4th Quintile,Owner,Yes,0.85536,429,519,0.82507,0.88565
1993,4th Quintile,Owner,No,0.14464,90,519,0.11435,0.17493
1993,4th Quintile,Tenant,Yes,0.64885,445,736,0.61434,0.68336
1993,4th Quintile,Tenant,No,0.35115,291,736,0.31664,0.38566
1993,5th Quintile,Owner,Yes,0.90857,521,578,0.88506,0.93209
1993,5th Quintile,Owner,No,0.09143,57,578,0.06791,0.11494
1993,5th Quintile,Tenant,Yes,0.72870,351,497,0.68957,0.76783
1993,5th Quintile,Tenant,No,0.27130,146,497,0.23217,0.31043
1994,1st Quintile,Owner,Yes,0.54812,131,258,0.48727,0.60896
1994,1st Quintile,Owner,No,0.45188,127,258,0.39104,0.51273
1994,1st Quintile,Tenant,Yes,0.48322,465,1015,0.45246,0.51398
1994,1st Quintile,Tenant,No,0.51678,550,1015,0.48602,0.54754
1994,2nd Quintile,Owner,Yes,0.71596,281,427,0.67313,0.75878
1994,2nd Quintile,Owner,No,0.28404,146,427,0.24122,0.32687
1994,2nd Quintile,Tenant,Yes,0.55883,490,942,0.52711,0.59056
1994,2nd Quintile,Tenant,No,0.44117,452,942,0.40944,0.47289
1994,3rd Quintile,Owner,Yes,0.75976,351,496,0.72212,0.79740
1994,3rd Quintile,Owner,No,0.24024,145,496,0.20260,0.27788
1994,3rd Quintile,Tenant,Yes,0.62396,476,820,0.59078,0.65713
1994,3rd Quintile,Tenant,No,0.37604,344,820,0.34287,0.40922
1994,4th Quintile,Owner,Yes,0.82057,393,502,0.78697,0.85417
1994,4th Quintile,Owner,No,0.17943,109,502,0.14583,0.21303
1994,4th Quintile,Tenant,Yes,0.66333,430,697,0.62822,0.69844
1994,4th Quintile,Tenant,No,0.33667,267,697,0.30156,0.37178
1994,5th Quintile,Owner,Yes,0.91530,549,608,0.89315,0.93745
1994,5th Quintile,Owner,No,0.08470,59,608,0.06255,0.10685
1994,5th Quintile,Tenant,Yes,0.71969,354,495,0.68008,0.75929
1994,5th Quintile,Tenant,No,0.28031,141,495,0.24071,0.31992
1995,1st Quintile,Owner,Yes,0.61517,128,236,0.55296,0.67738
1995,1st Quintile,Owner,No,0.38483,108,236,0.32262,0.44704
1995,1st Quintile,Tenant,Yes,0.49205,528,1104,0.46255,0.52155
1995,1st Quintile,Tenant,No,0.50795,576,1104,0.47845,0.53745
1995,2nd Quintile,Owner,Yes,0.73826,270,399,0.69507,0.78145
1995,2nd Quintile,Owner,No,0.26174,129,399,0.21855,0.30493
1995,2nd Quintile,Tenant,Yes,0.57417,543,1016,0.54375,0.60459
1995,2nd Quintile,Tenant,No,0.42583,473,1016,0.39541,0.45625
1995,3rd Quintile,Owner,Yes,0.74098,370,520,0.70329,0.77867
1995,3rd Quintile,Owner,No,0.25902,150,520,0.22133,0.29671
1995,3rd Quintile,Tenant,Yes,0.64088,505,841,0.60844,0.67333
1995,3rd Quintile,Tenant,No,0.35912,336,841,0.32667,0.39156
1995,4th Quintile,Owner,Yes,0.84891,434,537,0.81859,0.87923
1995,4th Quintile,Owner,No,0.15109,103,537,0.12077,0.18141
1995,4th Quintile,Tenant,Yes,0.69139,452,688,0.65685,0.72594
1995,4th Quintile,Tenant,No,0.30861,236,688,0.27406,0.34315
1995,5th Quintile,Owner,Yes,0.89575,548,620,0.87168,0.91983
1995,5th Quintile,Owner,No,0.10425,72,620,0.08017,0.12832
1995,5th Quintile,Tenant,Yes,0.74458,357,482,0.70561,0.78355
1995,5th Quintile,Tenant,No,0.25542,125,482,0.21645,0.29439
1996,1st Quintile,Owner,Yes,0.68421,139,226,0.62347,0.74495
1996,1st Quintile,Owner,No,0.31579,87,226,0.25505,0.37653
1996,1st Quintile,Tenant,Yes,0.52668,561,1116,0.49737,0.55598
1996,1st Quintile,Tenant,No,0.47332,555,1116,0.44402,0.50263
1996,2nd Quintile,Owner,Yes,0.71418,263,400,0.66985,0.75851
1996,2nd Quintile,Owner,No,0.28582,137,400,0.24149,0.33015
1996,2nd Quintile,Tenant,Yes,0.59583,533,953,0.56466,0.62700
1996,2nd Quintile,Tenant,No,0.40417,420,953,0.37300,0.43534
1996,3rd Quintile,Owner,Yes,0.76944,379,530,0.73354,0.80533
1996,3rd Quintile,Owner,No,0.23056,151,530,0.19467,0.26646
1996,3rd Quintile,Tenant,Yes,0.67843,521,814,0.64632,0.71054
1996,3rd Quintile,Tenant,No,0.32157,293,814,0.28946,0.35368
1996,4th Quintile,Owner,Yes,0.81847,443,568,0.78674,0.85020
1996,4th Quintile,Owner,No,0.18153,125,568,0.14980,0.21326
1996,4th Quintile,Tenant,Yes,0.64620,433,680,0.61023,0.68216
1996,4th Quintile,Tenant,No,0.35380,247,680,0.31784,0.38977
1996,5th Quintile,Owner,Yes,0.90585,556,618,0.88280,0.92889
1996,5th Quintile,Owner,No,0.09415,62,618,0.07111,0.11720
1996,5th Quintile,Tenant,Yes,0.75059,354,475,0.71164,0.78954
1996,5th Quintile,Tenant,No,0.24941,121,475,0.21046,0.28836
1997,1st Quintile,Owner,Yes,0.66247,144,231,0.60136,0.72358
1997,1st Quintile,Owner,No,0.33753,87,231,0.27642,0.39864
1997,1st Quintile,Tenant,Yes,0.53611,540,1044,0.50585,0.56638
1997,1st Quintile,Tenant,No,0.46389,504,1044,0.43362,0.49415
1997,2nd Quintile,Owner,Yes,0.73628,283,423,0.69424,0.77832
1997,2nd Quintile,Owner,No,0.26372,140,423,0.22168,0.30576
1997,2nd Quintile,Tenant,Yes,0.62630,547,937,0.59530,0.65729
1997,2nd Quintile,Tenant,No,0.37370,390,937,0.34271,0.40470
1997,3rd Quintile,Owner,Yes,0.77942,386,528,0.74402,0.81482
1997,3rd Quintile,Owner,No,0.22058,142,528,0.18518,0.25598
1997,3rd Quintile,Tenant,Yes,0.68676,514,809,0.65478,0.71875
1997,3rd Quintile,Tenant,No,0.31324,295,809,0.28125,0.34522
1997,4th Quintile,Owner,Yes,0.83650,451,569,0.80609,0.86692
1997,4th Quintile,Owner,No,0.16350,118,569,0.13308,0.19391
1997,4th Quintile,Tenant,Yes,0.64964,443,681,0.61378,0.68550
1997,4th Quintile,Tenant,No,0.35036,238,681,0.31450,0.38622
1997,5th Quintile,Owner,Yes,0.89228,560,633,0.86811,0.91645
1997,5th Quintile,Owner,No,0.10772,73,633,0.08355,0.13189
1997,5th Quintile,Tenant,Yes,0.76840,333,442,0.72902,0.80777
1997,5th Quintile,Tenant,No,0.23160,109,442,0.19223,0.27098
1998,1st Quintile,Owner,Yes,0.70846,164,232,0.64985,0.76707
1998,1st Quintile,Owner,No,0.29154,68,232,0.23293,0.35015
1998,1st Quintile,Tenant,Yes,0.54445,677,1256,0.51690,0.57201
1998,1st Quintile,Tenant,No,0.45555,579,1256,0.42799,0.48310
1998,2nd Quintile,Owner,Yes,0.73680,361,515,0.69872,0.77487
1998,2nd Quintile,Owner,No,0.26320,154,515,0.22513,0.30128
1998,2nd Quintile,Tenant,Yes,0.62940,635,1045,0.60010,0.65869
1998,2nd Quintile,Tenant,No,0.37060,410,1045,0.34131,0.39990
1998,3rd Quintile,Owner,Yes,0.76171,450,620,0.72814,0.79527
1998,3rd Quintile,Owner,No,0.23829,170,620,0.20473,0.27186
1998,3rd Quintile,Tenant,Yes,0.67586,593,897,0.64521,0.70650
1998,3rd Quintile,Tenant,No,0.32414,304,897,0.29350,0.35479
1998,4th Quintile,Owner,Yes,0.84606,578,711,0.81952,0.87261
1998,4th Quintile,Owner,No,0.15394,133,711,0.12739,0.18048
1998,4th Quintile,Tenant,Yes,0.69152,521,783,0.65915,0.72389
1998,4th Quintile,Tenant,No,0.30848,262,783,0.27611,0.34085
1998,5th Quintile,Owner,Yes,0.91381,734,808,0.89445,0.93317
1998,5th Quintile,Owner,No,0.08619,74,808,0.06683,0.10555
1998,5th Quintile,Tenant,Yes,0.76731,370,491,0.72989,0.80472
1998,5th Quintile,Tenant,No,0.23269,121,491,0.19528,0.27011
1999,1st Quintile,Owner,Yes,0.67811,172,264,0.62165,0.73458
1999,1st Quintile,Owner,No,0.32189,92,264,0.26542,0.37835
1999,1st Quintile,Tenant,Yes,0.55141,676,1221,0.52350,0.57932
1999,1st Quintile,Tenant,No,0.44859,545,1221,0.42068,0.47650
1999,2nd Quintile,Owner,Yes,0.72128,339,492,0.68162,0.76094
1999,2nd Quintile,Owner,No,0.27872,153,492,0.23906,0.31838
1999,2nd Quintile,Tenant,Yes,0.63441,618,1006,0.60464,0.66419
1999,2nd Quintile,Tenant,No,0.36559,388,1006,0.33581,0.39536
1999,3rd Quintile,Owner,Yes,0.79174,466,627,0.75993,0.82355
1999,3rd Quintile,Owner,No,0.20826,161,627,0.17645,0.24007
1999,3rd Quintile,Tenant,Yes,0.71643,577,843,0.68598,0.74687
1999,3rd Quintile,Tenant,No,0.28357,266,843,0.25313,0.31402
1999,4th Quintile,Owner,Yes,0.88269,594,691,0.85868,0.90670
1999,4th Quintile,Owner,No,0.11731,97,691,0.09330,0.14132
1999,4th Quintile,Tenant,Yes,0.66099,443,684,0.62549,0.69649
1999,4th Quintile,Tenant,No,0.33901,241,684,0.30351,0.37451
1999,5th Quintile,Owner,Yes,0.91502,698,761,0.89519,0.93484
1999,5th Quintile,Owner,No,0.08498,63,761,0.06516,0.10481
1999,5th Quintile,Tenant,Yes,0.77496,358,468,0.73708,0.81283
1999,5th Quintile,Tenant,No,0.22504,110,468,0.18717,0.26292
2000,1st Quintile,Owner,Yes,0.68602,336,507,0.64558,0.72645
2000,1st Quintile,Owner,No,0.31398,171,507,0.27355,0.35442
2000,1st Quintile,Tenant,Yes,0.55295,1099,2000,0.53116,0.57475
2000,1st Quintile,Tenant,No,0.44705,901,2000,0.42525,0.46884
2000,2nd Quintile,Owner,Yes,0.72311,672,955,0.69471,0.75150
2000,2nd Quintile,Owner,No,0.27689,283,955,0.24850,0.30529
2000,2nd Quintile,Tenant,Yes,0.62594,1058,1711,0.60300,0.64887
2000,2nd Quintile,Tenant,No,0.37406,653,1711,0.35113,0.39700
2000,3rd Quintile,Owner,Yes,0.79471,959,1225,0.77208,0.81733
2000,3rd Quintile,Owner,No,0.20529,266,1225,0.18267,0.22792
2000,3rd Quintile,Tenant,Yes,0.64521,923,1394,0.62008,0.67033
2000,3rd Quintile,Tenant,No,0.35479,471,1394,0.32967,0.37992
2000,4th Quintile,Owner,Yes,0.87051,1252,1447,0.85320,0.88781
2000,4th Quintile,Owner,No,0.12949,195,1447,0.11219,0.14680
2000,4th Quintile,Tenant,Yes,0.70838,791,1133,0.68190,0.73486
2000,4th Quintile,Tenant,No,0.29162,342,1133,0.26514,0.31810
2000,5th Quintile,Owner,Yes,0.93631,1520,1630,0.92446,0.94817
2000,5th Quintile,Owner,No,0.06369,110,1630,0.05183,0.07554
2000,5th Quintile,Tenant,Yes,0.79161,606,772,0.76294,0.82028
2000,5th Quintile,Tenant,No,0.20839,166,772,0.17972,0.23706
2001,1st Quintile,Owner,Yes,0.64932,251,389,0.60184,0.69680
2001,1st Quintile,Owner,No,0.35068,138,389,0.30320,0.39816
2001,1st Quintile,Tenant,Yes,0.55138,984,1783,0.52828,0.57447
2001,1st Quintile,Tenant,No,0.44862,799,1783,0.42553,0.47172
2001,2nd Quintile,Owner,Yes,0.73577,635,894,0.70685,0.76469
2001,2nd Quintile,Owner,No,0.26423,259,894,0.23531,0.29315
2001,2nd Quintile,Tenant,Yes,0.63999,980,1526,0.61590,0.66408
2001,2nd Quintile,Tenant,No,0.36001,546,1526,0.33592,0.38410
2001,3rd Quintile,Owner,Yes,0.81153,917,1152,0.78894,0.83413
2001,3rd Quintile,Owner,No,0.18847,235,1152,0.16587,0.21106
2001,3rd Quintile,Tenant,Yes,0.68763,854,1244,0.66187,0.71340
2001,3rd Quintile,Tenant,No,0.31237,390,1244,0.28660,0.33813
2001,4th Quintile,Owner,Yes,0.87374,1139,1322,0.85583,0.89165
2001,4th Quintile,Owner,No,0.12626,183,1322,0.10835,0.14417
2001,4th Quintile,Tenant,Yes,0.72337,738,1026,0.69599,0.75076
2001,4th Quintile,Tenant,No,0.27663,288,1026,0.24924,0.30401
2001,5th Quintile,Owner,Yes,0.92800,1340,1444,0.91466,0.94134
2001,5th Quintile,Owner,No,0.07200,104,1444,0.05866,0.08534
2001,5th Quintile,Tenant,Yes,0.78106,557,710,0.75062,0.81150
2001,5th Quintile,Tenant,No,0.21894,153,710,0.18850,0.24938
2002,1st Quintile,Owner,Yes,0.67132,232,373,0.62359,0.71906
2002,1st Quintile,Owner,No,0.32868,141,373,0.28094,0.37641
2002,1st Quintile,Tenant,Yes,0.55603,912,1653,0.53207,0.57999
2002,1st Quintile,Tenant,No,0.44397,741,1653,0.42001,0.46793
2002,2nd Quintile,Owner,Yes,0.75590,613,826,0.72659,0.78521
2002,2nd Quintile,Owner,No,0.24410,213,826,0.21479,0.27341
2002,2nd Quintile,Tenant,Yes,0.65300,892,1365,0.62773,0.67826
2002,2nd Quintile,Tenant,No,0.34700,473,1365,0.32174,0.37227
2002,3rd Quintile,Owner,Yes,0.82765,821,1025,0.80451,0.85078
2002,3rd Quintile,Owner,No,0.17235,204,1025,0.14922,0.19549
2002,3rd Quintile,Tenant,Yes,0.70593,841,1198,0.68012,0.73174
2002,3rd Quintile,Tenant,No,0.29407,357,1198,0.26826,0.31988
2002,4th Quintile,Owner,Yes,0.85946,1117,1308,0.84062,0.87831
2002,4th Quintile,Owner,No,0.14054,191,1308,0.12169,0.15938
2002,4th Quintile,Tenant,Yes,0.68959,721,1028,0.66129,0.71789
2002,4th Quintile,Tenant,No,0.31041,307,1028,0.28211,0.33871
