year,bula_h,regtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Hesse,Urban regions,No,0.37709,193,450,0.33226,0.42192
1985,Hesse,Rural regions,Yes,0.52493,39,39,0.36615,0.68371
1985,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.66425,178,283,0.60913,0.71937
1985,"Rhineland-Palatinate, Saarland",Urban regions,No,0.33575,105,283,0.28063,0.39087
1985,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.62977,41,41,0.48013,0.77942
1985,Baden-Wuerttemberg,Urban regions,Yes,0.65827,469,792,0.62522,0.69132
1985,Baden-Wuerttemberg,Urban regions,No,0.34173,323,792,0.30868,0.37478
1985,Baden-Wuerttemberg,Rural regions,Yes,0.74328,84,130,0.66790,0.81866
1985,Baden-Wuerttemberg,Rural regions,No,0.25672,46,130,0.18134,0.33210
1985,Bavaria,Urban regions,Yes,0.78583,349,473,0.74882,0.82284
1985,Bavaria,Urban regions,No,0.21417,124,473,0.17716,0.25118
1985,Bavaria,Rural regions,Yes,0.68425,261,386,0.63782,0.73068
1985,Bavaria,Rural regions,No,0.31575,125,386,0.26932,0.36218
1985,Berlin,Urban regions,Yes,0.78091,155,202,0.72373,0.83809
1985,Berlin,Urban regions,No,0.21909,47,202,0.16191,0.27627
1986,Schleswig-Holstein,Urban regions,Yes,0.68947,51,51,0.56121,0.81772
1986,Schleswig-Holstein,Rural regions,Yes,0.73337,59,59,0.61957,0.84718
1986,Hamburg,Urban regions,Yes,0.71293,94,140,0.63772,0.78813
1986,Hamburg,Urban regions,No,0.28707,46,140,0.21187,0.36228
1986,Lower Saxony,Urban regions,Yes,0.62426,157,251,0.56422,0.68429
1986,Lower Saxony,Urban regions,No,0.37574,94,251,0.31571,0.43578
1986,Lower Saxony,Rural regions,Yes,0.64380,165,259,0.58536,0.70223
1986,Lower Saxony,Rural regions,No,0.35620,94,259,0.29777,0.41464
1986,Bremen,Urban regions,Yes,0.91511,54,54,0.84007,0.99015
1986,North Rhine-Westphalia,Urban regions,Yes,0.62419,781,1309,0.59794,0.65044
1986,North Rhine-Westphalia,Urban regions,No,0.37581,528,1309,0.34956,0.40206
1986,Hesse,Urban regions,Yes,0.64888,243,416,0.60296,0.69480
1986,Hesse,Urban regions,No,0.35112,173,416,0.30520,0.39704
1986,Hesse,Rural regions,Yes,0.56425,40,40,0.40862,0.71987
1986,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.65137,177,284,0.59585,0.70689
1986,"Rhineland-Palatinate, Saarland",Urban regions,No,0.34863,107,284,0.29311,0.40415
1986,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.64025,42,42,0.49334,0.78716
1986,Baden-Wuerttemberg,Urban regions,Yes,0.67558,457,750,0.64206,0.70911
1986,Baden-Wuerttemberg,Urban regions,No,0.32442,293,750,0.29089,0.35794
1986,Baden-Wuerttemberg,Rural regions,Yes,0.73885,82,129,0.66275,0.81494
1986,Baden-Wuerttemberg,Rural regions,No,0.26115,47,129,0.18506,0.33725
1986,Bavaria,Urban regions,Yes,0.77554,331,450,0.73694,0.81413
1986,Bavaria,Urban regions,No,0.22446,119,450,0.18587,0.26306
1986,Bavaria,Rural regions,Yes,0.67987,244,357,0.63141,0.72833
1986,Bavaria,Rural regions,No,0.32013,113,357,0.27167,0.36859
1986,Berlin,Urban regions,Yes,0.79961,153,197,0.74357,0.85565
1986,Berlin,Urban regions,No,0.20039,44,197,0.14435,0.25643
1987,Schleswig-Holstein,Urban regions,Yes,0.64489,48,48,0.50808,0.78170
1987,Schleswig-Holstein,Rural regions,Yes,0.78754,65,65,0.68732,0.88776
1987,Hamburg,Urban regions,Yes,0.70757,86,125,0.62750,0.78763
1987,Hamburg,Urban regions,No,0.29243,39,125,0.21237,0.37250
1987,Lower Saxony,Urban regions,Yes,0.62422,159,252,0.56430,0.68414
1987,Lower Saxony,Urban regions,No,0.37578,93,252,0.31586,0.43570
1987,Lower Saxony,Rural regions,Yes,0.66958,167,255,0.61173,0.72743
1987,Lower Saxony,Rural regions,No,0.33042,88,255,0.27257,0.38827
1987,Bremen,Urban regions,Yes,0.93604,55,55,0.87077,1.00130
1987,North Rhine-Westphalia,Urban regions,Yes,0.63035,771,1295,0.60405,0.65665
1987,North Rhine-Westphalia,Urban regions,No,0.36965,524,1295,0.34335,0.39595
1987,Hesse,Urban regions,Yes,0.65999,249,411,0.61414,0.70585
1987,Hesse,Urban regions,No,0.34001,162,411,0.29415,0.38586
1987,Hesse,Rural regions,Yes,0.56721,38,38,0.40756,0.72686
1987,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.62493,173,282,0.56832,0.68154
1987,"Rhineland-Palatinate, Saarland",Urban regions,No,0.37507,109,282,0.31846,0.43168
1987,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.60654,41,41,0.45514,0.75793
1987,Baden-Wuerttemberg,Urban regions,Yes,0.68048,461,740,0.64686,0.71410
1987,Baden-Wuerttemberg,Urban regions,No,0.31952,279,740,0.28590,0.35314
1987,Baden-Wuerttemberg,Rural regions,Yes,0.72721,86,130,0.65035,0.80407
1987,Baden-Wuerttemberg,Rural regions,No,0.27279,44,130,0.19593,0.34965
1987,Bavaria,Urban regions,Yes,0.75155,321,447,0.71145,0.79166
1987,Bavaria,Urban regions,No,0.24845,126,447,0.20834,0.28855
1987,Bavaria,Rural regions,Yes,0.68749,241,352,0.63900,0.73599
1987,Bavaria,Rural regions,No,0.31251,111,352,0.26401,0.36100
1987,Berlin,Urban regions,Yes,0.82299,157,197,0.76956,0.87643
1987,Berlin,Urban regions,No,0.17701,40,197,0.12357,0.23044
1988,Schleswig-Holstein,Urban regions,Yes,0.69845,50,50,0.56995,0.82695
1988,Schleswig-Holstein,Rural regions,Yes,0.77604,66,66,0.67468,0.87739
1988,Hamburg,Urban regions,Yes,0.68502,79,114,0.59938,0.77067
1988,Hamburg,Urban regions,No,0.31498,35,114,0.22933,0.40062
1988,Lower Saxony,Urban regions,Yes,0.65375,159,246,0.59417,0.71332
1988,Lower Saxony,Urban regions,No,0.34625,87,246,0.28668,0.40583
1988,Lower Saxony,Rural regions,Yes,0.68792,161,238,0.62893,0.74691
1988,Lower Saxony,Rural regions,No,0.31208,77,238,0.25309,0.37107
1988,Bremen,Urban regions,Yes,0.89496,53,53,0.81162,0.97829
1988,North Rhine-Westphalia,Urban regions,Yes,0.63525,743,1227,0.60831,0.66220
1988,North Rhine-Westphalia,Urban regions,No,0.36475,484,1227,0.33780,0.39169
1988,Hesse,Urban regions,Yes,0.66164,236,388,0.61450,0.70878
1988,Hesse,Urban regions,No,0.33836,152,388,0.29122,0.38550
1988,Hesse,Rural regions,Yes,0.60143,40,40,0.44777,0.75509
1988,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.65473,177,277,0.59863,0.71082
1988,"Rhineland-Palatinate, Saarland",Urban regions,No,0.34527,100,277,0.28918,0.40137
1988,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.58541,33,33,0.41472,0.75611
1988,Baden-Wuerttemberg,Urban regions,Yes,0.68610,449,728,0.65236,0.71983
1988,Baden-Wuerttemberg,Urban regions,No,0.31390,279,728,0.28017,0.34764
1988,Baden-Wuerttemberg,Rural regions,Yes,0.71879,76,119,0.63767,0.79991
1988,Baden-Wuerttemberg,Rural regions,No,0.28121,43,119,0.20009,0.36233
1988,Bavaria,Urban regions,Yes,0.78255,324,439,0.74392,0.82119
1988,Bavaria,Urban regions,No,0.21745,115,439,0.17881,0.25608
1988,Bavaria,Rural regions,Yes,0.70621,231,331,0.65707,0.75536
1988,Bavaria,Rural regions,No,0.29379,100,331,0.24464,0.34293
1988,Berlin,Urban regions,Yes,0.81240,147,186,0.75615,0.86866
1988,Berlin,Urban regions,No,0.18760,39,186,0.13134,0.24385
1989,Schleswig-Holstein,Urban regions,Yes,0.67201,51,51,0.54187,0.80214
1989,Schleswig-Holstein,Rural regions,Yes,0.76394,58,58,0.65369,0.87418
1989,Hamburg,Urban regions,Yes,0.71929,81,113,0.63606,0.80251
1989,Hamburg,Urban regions,No,0.28071,32,113,0.19749,0.36394
1989,Lower Saxony,Urban regions,Yes,0.61800,152,247,0.55729,0.67872
1989,Lower Saxony,Urban regions,No,0.38200,95,247,0.32128,0.44271
1989,Lower Saxony,Rural regions,Yes,0.66392,151,228,0.60247,0.72537
1989,Lower Saxony,Rural regions,No,0.33608,77,228,0.27463,0.39753
1989,Bremen,Urban regions,Yes,0.88855,56,56,0.80538,0.97172
1989,North Rhine-Westphalia,Urban regions,Yes,0.65518,738,1193,0.62819,0.68216
1989,North Rhine-Westphalia,Urban regions,No,0.34482,455,1193,0.31784,0.37181
1989,Hesse,Urban regions,Yes,0.66936,243,396,0.62296,0.71575
1989,Hesse,Urban regions,No,0.33064,153,396,0.28425,0.37704
1989,Hesse,Rural regions,Yes,0.58697,37,37,0.42613,0.74782
1989,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.67342,178,269,0.61727,0.72956
1989,"Rhineland-Palatinate, Saarland",Urban regions,No,0.32658,91,269,0.27044,0.38273
1989,Baden-Wuerttemberg,Urban regions,Yes,0.70040,431,695,0.66632,0.73448
1989,Baden-Wuerttemberg,Urban regions,No,0.29960,264,695,0.26552,0.33368
1989,Baden-Wuerttemberg,Rural regions,Yes,0.74501,75,113,0.66429,0.82573
1989,Baden-Wuerttemberg,Rural regions,No,0.25499,38,113,0.17427,0.33571
1989,Bavaria,Urban regions,Yes,0.77785,312,424,0.73824,0.81747
1989,Bavaria,Urban regions,No,0.22215,112,424,0.18253,0.26176
1989,Bavaria,Rural regions,Yes,0.69233,225,329,0.64238,0.74228
1989,Bavaria,Rural regions,No,0.30767,104,329,0.25772,0.35762
1989,Berlin,Urban regions,Yes,0.79264,143,183,0.73374,0.85154
1989,Berlin,Urban regions,No,0.20736,40,183,0.14846,0.26626
1990,Schleswig-Holstein,Urban regions,Yes,0.68270,50,50,0.55238,0.81302
1990,Schleswig-Holstein,Rural regions,Yes,0.70296,50,50,0.57502,0.83091
1990,Hamburg,Urban regions,Yes,0.69888,74,105,0.61071,0.78704
1990,Hamburg,Urban regions,No,0.30112,31,105,0.21296,0.38929
1990,Lower Saxony,Urban regions,Yes,0.65013,153,244,0.59016,0.71010
1990,Lower Saxony,Urban regions,No,0.34987,91,244,0.28990,0.40984
1990,Lower Saxony,Rural regions,Yes,0.66971,154,232,0.60905,0.73036
1990,Lower Saxony,Rural regions,No,0.33029,78,232,0.26964,0.39095
1990,Bremen,Urban regions,Yes,0.90301,54,54,0.82334,0.98269
1990,North Rhine-Westphalia,Urban regions,Yes,0.65339,714,1165,0.62605,0.68073
1990,North Rhine-Westphalia,Urban regions,No,0.34661,451,1165,0.31927,0.37395
1990,Hesse,Urban regions,Yes,0.70044,242,385,0.65462,0.74625
1990,Hesse,Urban regions,No,0.29956,143,385,0.25375,0.34538
1990,Hesse,Rural regions,Yes,0.64024,38,38,0.48560,0.79489
1990,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.67185,178,263,0.61500,0.72871
1990,"Rhineland-Palatinate, Saarland",Urban regions,No,0.32815,85,263,0.27129,0.38500
1990,Baden-Wuerttemberg,Urban regions,Yes,0.71131,438,691,0.67750,0.74512
1990,Baden-Wuerttemberg,Urban regions,No,0.28869,253,691,0.25488,0.32250
1990,Baden-Wuerttemberg,Rural regions,Yes,0.71507,74,113,0.63147,0.79867
1990,Baden-Wuerttemberg,Rural regions,No,0.28493,39,113,0.20133,0.36853
1990,Bavaria,Urban regions,Yes,0.76450,305,419,0.72382,0.80518
1990,Bavaria,Urban regions,No,0.23550,114,419,0.19482,0.27618
1990,Bavaria,Rural regions,Yes,0.70585,234,338,0.65720,0.75450
1990,Bavaria,Rural regions,No,0.29415,104,338,0.24550,0.34280
1990,Berlin,Urban regions,Yes,0.83387,223,263,0.78880,0.87894
1990,Berlin,Urban regions,No,0.16613,40,263,0.12106,0.21120
1991,Schleswig-Holstein,Urban regions,Yes,0.70083,54,54,0.57755,0.82411
1991,Schleswig-Holstein,Rural regions,Yes,0.71278,56,56,0.59321,0.83236
1991,Hamburg,Urban regions,Yes,0.63268,66,103,0.53912,0.72623
1991,Hamburg,Urban regions,No,0.36732,37,103,0.27377,0.46088
1991,Lower Saxony,Urban regions,Yes,0.66411,154,246,0.60497,0.72325
1991,Lower Saxony,Urban regions,No,0.33589,92,246,0.27675,0.39503
1991,Lower Saxony,Rural regions,Yes,0.69413,160,231,0.63458,0.75368
1991,Lower Saxony,Rural regions,No,0.30587,71,231,0.24632,0.36542
1991,Bremen,Urban regions,Yes,0.85609,50,50,0.75781,0.95437
1991,North Rhine-Westphalia,Urban regions,Yes,0.66386,763,1209,0.63722,0.69050
1991,North Rhine-Westphalia,Urban regions,No,0.33614,446,1209,0.30950,0.36278
1991,Hesse,Urban regions,Yes,0.74368,269,397,0.70068,0.78668
1991,Hesse,Urban regions,No,0.25632,128,397,0.21332,0.29932
1991,Hesse,Rural regions,Yes,0.60557,37,37,0.44592,0.76522
1991,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.63802,174,274,0.58101,0.69503
1991,"Rhineland-Palatinate, Saarland",Urban regions,No,0.36198,100,274,0.30497,0.41899
1991,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.58419,31,31,0.40782,0.76055
1991,Baden-Wuerttemberg,Urban regions,Yes,0.73013,459,721,0.69770,0.76255
1991,Baden-Wuerttemberg,Urban regions,No,0.26987,262,721,0.23745,0.30230
1991,Baden-Wuerttemberg,Rural regions,Yes,0.73590,74,110,0.65314,0.81866
1991,Baden-Wuerttemberg,Rural regions,No,0.26410,36,110,0.18134,0.34686
1991,Bavaria,Urban regions,Yes,0.78362,322,424,0.74438,0.82287
1991,Bavaria,Urban regions,No,0.21638,102,424,0.17713,0.25562
1991,Bavaria,Rural regions,Yes,0.73593,265,368,0.69083,0.78104
1991,Bavaria,Rural regions,No,0.26407,103,368,0.21896,0.30917
1991,Berlin,Urban regions,Yes,0.74966,226,308,0.70120,0.79812
1991,Berlin,Urban regions,No,0.25034,82,308,0.20188,0.29880
1991,Brandenburg,Rural regions,Yes,0.41918,138,293,0.36258,0.47578
1991,Brandenburg,Rural regions,No,0.58082,155,293,0.52422,0.63742
1991,Mecklenburg-Western Pomerania,Rural regions,Yes,0.42427,88,189,0.35362,0.49492
1991,Mecklenburg-Western Pomerania,Rural regions,No,0.57573,101,189,0.50508,0.64638
1991,Saxony,Urban regions,Yes,0.41275,133,297,0.35666,0.46884
1991,Saxony,Urban regions,No,0.58725,164,297,0.53116,0.64334
1991,Saxony,Rural regions,Yes,0.24896,84,278,0.19804,0.29988
1991,Saxony,Rural regions,No,0.75104,194,278,0.70012,0.80196
1991,Saxony-Anhalt,Urban regions,Yes,0.42142,33,73,0.30736,0.53548
1991,Saxony-Anhalt,Urban regions,No,0.57858,40,73,0.46452,0.69264
1991,Saxony-Anhalt,Rural regions,Yes,0.30962,95,278,0.25517,0.36406
1991,Saxony-Anhalt,Rural regions,No,0.69038,183,278,0.63594,0.74483
1991,Thuringa,Urban regions,Yes,0.36735,37,96,0.27041,0.46429
1991,Thuringa,Urban regions,No,0.63265,59,96,0.53571,0.72959
1991,Thuringa,Rural regions,Yes,0.48090,101,218,0.41442,0.54738
1991,Thuringa,Rural regions,No,0.51910,117,218,0.45262,0.58558
1992,Schleswig-Holstein,Urban regions,Yes,0.70080,54,54,0.57752,0.82408
1992,Schleswig-Holstein,Rural regions,Yes,0.73064,52,52,0.60888,0.85239
1992,Hamburg,Urban regions,Yes,0.63893,61,93,0.54079,0.73708
1992,Hamburg,Urban regions,No,0.36107,32,93,0.26292,0.45921
1992,Lower Saxony,Urban regions,Yes,0.70214,160,243,0.64452,0.75976
1992,Lower Saxony,Urban regions,No,0.29786,83,243,0.24024,0.35548
1992,Lower Saxony,Rural regions,Yes,0.70238,160,230,0.64316,0.76160
1992,Lower Saxony,Rural regions,No,0.29762,70,230,0.23840,0.35684
1992,Bremen,Urban regions,Yes,0.85801,50,50,0.76027,0.95574
1992,North Rhine-Westphalia,Urban regions,Yes,0.67823,766,1204,0.65183,0.70463
1992,North Rhine-Westphalia,Urban regions,No,0.32177,438,1204,0.29537,0.34817
1992,Hesse,Urban regions,Yes,0.73133,263,388,0.68717,0.77549
1992,Hesse,Urban regions,No,0.26867,125,388,0.22451,0.31283
1992,Hesse,Rural regions,Yes,0.61246,39,39,0.45755,0.76736
1992,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.65036,179,278,0.59420,0.70651
1992,"Rhineland-Palatinate, Saarland",Urban regions,No,0.34964,99,278,0.29349,0.40580
1992,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.58997,31,31,0.41396,0.76597
1992,Baden-Wuerttemberg,Urban regions,Yes,0.73038,458,712,0.69776,0.76300
1992,Baden-Wuerttemberg,Urban regions,No,0.26962,254,712,0.23700,0.30224
1992,Baden-Wuerttemberg,Rural regions,Yes,0.76833,72,108,0.68839,0.84827
1992,Baden-Wuerttemberg,Rural regions,No,0.23167,36,108,0.15173,0.31161
1992,Bavaria,Urban regions,Yes,0.79658,330,433,0.75862,0.83454
1992,Bavaria,Urban regions,No,0.20342,103,433,0.16546,0.24138
1992,Bavaria,Rural regions,Yes,0.74604,269,369,0.70156,0.79051
1992,Bavaria,Rural regions,No,0.25396,100,369,0.20949,0.29844
1992,Berlin,Urban regions,Yes,0.78202,228,301,0.73530,0.82874
1992,Berlin,Urban regions,No,0.21798,73,301,0.17126,0.26470
1992,Brandenburg,Rural regions,Yes,0.44641,134,271,0.38712,0.50571
1992,Brandenburg,Rural regions,No,0.55359,137,271,0.49429,0.61288
1992,Mecklenburg-Western Pomerania,Rural regions,Yes,0.45440,80,167,0.37865,0.53014
1992,Mecklenburg-Western Pomerania,Rural regions,No,0.54560,87,167,0.46986,0.62135
1992,Saxony,Urban regions,Yes,0.46316,136,287,0.40536,0.52095
1992,Saxony,Urban regions,No,0.53684,151,287,0.47905,0.59464
1992,Saxony,Rural regions,Yes,0.26788,82,262,0.21415,0.32160
1992,Saxony,Rural regions,No,0.73212,180,262,0.67840,0.78585
1992,Saxony-Anhalt,Urban regions,Yes,0.44176,35,74,0.32784,0.55568
1992,Saxony-Anhalt,Urban regions,No,0.55824,39,74,0.44432,0.67216
1992,Saxony-Anhalt,Rural regions,Yes,0.33391,93,265,0.27702,0.39080
1992,Saxony-Anhalt,Rural regions,No,0.66609,172,265,0.60920,0.72298
1992,Thuringa,Urban regions,Yes,0.39692,36,88,0.29411,0.49973
1992,Thuringa,Urban regions,No,0.60308,52,88,0.50027,0.70589
1992,Thuringa,Rural regions,Yes,0.48150,99,210,0.41376,0.54924
1992,Thuringa,Rural regions,No,0.51850,111,210,0.45076,0.58624
1993,Schleswig-Holstein,Urban regions,Yes,0.67477,56,56,0.55096,0.79858
1993,Schleswig-Holstein,Rural regions,Yes,0.73015,55,55,0.61175,0.84854
1993,Hamburg,Urban regions,Yes,0.63194,59,90,0.53174,0.73213
1993,Hamburg,Urban regions,No,0.36806,31,90,0.26787,0.46826
1993,Lower Saxony,Urban regions,Yes,0.69725,163,248,0.63995,0.75455
1993,Lower Saxony,Urban regions,No,0.30275,85,248,0.24545,0.36005
1993,Lower Saxony,Rural regions,Yes,0.71586,172,244,0.65915,0.77256
1993,Lower Saxony,Rural regions,No,0.28414,72,244,0.22744,0.34085
1993,Bremen,Urban regions,Yes,0.84476,47,47,0.74011,0.94941
1993,North Rhine-Westphalia,Urban regions,Yes,0.68422,764,1200,0.65791,0.71053
1993,North Rhine-Westphalia,Urban regions,No,0.31578,436,1200,0.28947,0.34209
1993,Hesse,Urban regions,Yes,0.72258,258,388,0.67797,0.76719
1993,Hesse,Urban regions,No,0.27742,130,388,0.23281,0.32203
1993,Hesse,Rural regions,Yes,0.61001,39,39,0.45493,0.76509
1993,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.66811,177,264,0.61120,0.72502
1993,"Rhineland-Palatinate, Saarland",Urban regions,No,0.33189,87,264,0.27498,0.38880
1993,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.61334,32,32,0.44191,0.78478
1993,Baden-Wuerttemberg,Urban regions,Yes,0.74318,472,719,0.71122,0.77513
1993,Baden-Wuerttemberg,Urban regions,No,0.25682,247,719,0.22487,0.28878
1993,Baden-Wuerttemberg,Rural regions,Yes,0.72701,67,107,0.64220,0.81182
1993,Baden-Wuerttemberg,Rural regions,No,0.27299,40,107,0.18818,0.35780
1993,Bavaria,Urban regions,Yes,0.79504,333,434,0.75702,0.83307
1993,Bavaria,Urban regions,No,0.20496,101,434,0.16693,0.24298
1993,Bavaria,Rural regions,Yes,0.73613,261,366,0.69091,0.78134
1993,Bavaria,Rural regions,No,0.26387,105,366,0.21866,0.30909
1993,Berlin,Urban regions,Yes,0.77381,221,292,0.72574,0.82188
1993,Berlin,Urban regions,No,0.22619,71,292,0.17812,0.27426
1993,Brandenburg,Rural regions,Yes,0.46687,135,268,0.40703,0.52671
1993,Brandenburg,Rural regions,No,0.53313,133,268,0.47329,0.59297
1993,Mecklenburg-Western Pomerania,Rural regions,Yes,0.47994,81,168,0.40417,0.55571
1993,Mecklenburg-Western Pomerania,Rural regions,No,0.52006,87,168,0.44429,0.59583
1993,Saxony,Urban regions,Yes,0.47527,131,275,0.41614,0.53440
1993,Saxony,Urban regions,No,0.52473,144,275,0.46560,0.58386
1993,Saxony,Rural regions,Yes,0.24533,80,263,0.19322,0.29743
1993,Saxony,Rural regions,No,0.75467,183,263,0.70257,0.80678
1993,Saxony-Anhalt,Urban regions,Yes,0.52736,39,72,0.41123,0.64349
1993,Saxony-Anhalt,Urban regions,No,0.47264,33,72,0.35651,0.58877
1993,Saxony-Anhalt,Rural regions,Yes,0.32509,90,260,0.26805,0.38214
1993,Saxony-Anhalt,Rural regions,No,0.67491,170,260,0.61786,0.73195
1993,Thuringa,Urban regions,Yes,0.41840,36,85,0.31291,0.52389
1993,Thuringa,Urban regions,No,0.58160,49,85,0.47611,0.68709
1993,Thuringa,Rural regions,Yes,0.47518,98,216,0.40843,0.54194
1993,Thuringa,Rural regions,No,0.52482,118,216,0.45806,0.59157
1994,Schleswig-Holstein,Urban regions,Yes,0.71023,54,54,0.58809,0.83236
1994,Schleswig-Holstein,Rural regions,Yes,0.72792,55,55,0.60923,0.84662
1994,Hamburg,Urban regions,Yes,0.64965,60,60,0.52792,0.77139
1994,Lower Saxony,Urban regions,Yes,0.67796,165,250,0.61992,0.73599
1994,Lower Saxony,Urban regions,No,0.32204,85,250,0.26401,0.38008
1994,Lower Saxony,Rural regions,Yes,0.70136,169,237,0.64297,0.75975
1994,Lower Saxony,Rural regions,No,0.29864,68,237,0.24025,0.35703
1994,Bremen,Urban regions,Yes,0.81908,44,44,0.70402,0.93414
1994,North Rhine-Westphalia,Urban regions,Yes,0.68814,743,1164,0.66152,0.71477
1994,North Rhine-Westphalia,Urban regions,No,0.31186,421,1164,0.28523,0.33848
1994,Hesse,Urban regions,Yes,0.71790,258,385,0.67289,0.76291
1994,Hesse,Urban regions,No,0.28210,127,385,0.23709,0.32711
1994,Hesse,Rural regions,Yes,0.59096,38,38,0.43254,0.74939
1994,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.68897,185,265,0.63313,0.74481
1994,"Rhineland-Palatinate, Saarland",Urban regions,No,0.31103,80,265,0.25519,0.36687
1994,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.69985,36,36,0.54800,0.85169
1994,Baden-Wuerttemberg,Urban regions,Yes,0.74927,477,700,0.71714,0.78140
1994,Baden-Wuerttemberg,Urban regions,No,0.25073,223,700,0.21860,0.28286
1994,Baden-Wuerttemberg,Rural regions,Yes,0.73257,69,106,0.64791,0.81724
1994,Baden-Wuerttemberg,Rural regions,No,0.26743,37,106,0.18276,0.35209
1994,Bavaria,Urban regions,Yes,0.80640,330,425,0.76879,0.84401
1994,Bavaria,Urban regions,No,0.19360,95,425,0.15599,0.23121
1994,Bavaria,Rural regions,Yes,0.74863,277,378,0.70484,0.79242
1994,Bavaria,Rural regions,No,0.25137,101,378,0.20758,0.29516
1994,Berlin,Urban regions,Yes,0.77140,213,285,0.72256,0.82024
1994,Berlin,Urban regions,No,0.22860,72,285,0.17976,0.27744
1994,Brandenburg,Rural regions,Yes,0.47398,130,259,0.41305,0.53491
1994,Brandenburg,Rural regions,No,0.52602,129,259,0.46509,0.58695
1994,Mecklenburg-Western Pomerania,Rural regions,Yes,0.50489,82,162,0.42766,0.58212
1994,Mecklenburg-Western Pomerania,Rural regions,No,0.49511,80,162,0.41788,0.57234
1994,Saxony,Urban regions,Yes,0.48254,137,277,0.42359,0.54150
1994,Saxony,Urban regions,No,0.51746,140,277,0.45850,0.57641
1994,Saxony,Rural regions,Yes,0.27178,83,260,0.21760,0.32596
1994,Saxony,Rural regions,No,0.72822,177,260,0.67404,0.78240
1994,Saxony-Anhalt,Urban regions,Yes,0.47661,37,72,0.36044,0.59279
