year,quintil_oecd_hh,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,5th Quintile,No,0.15698,183,1093,0.13540,0.17855
1997,1st Quintile,Yes,0.56457,684,1275,0.53735,0.59180
1997,1st Quintile,No,0.43543,591,1275,0.40820,0.46265
1997,2nd Quintile,Yes,0.66158,830,1360,0.63643,0.68674
1997,2nd Quintile,No,0.33842,530,1360,0.31326,0.36357
1997,3rd Quintile,Yes,0.72634,900,1337,0.70243,0.75025
1997,3rd Quintile,No,0.27366,437,1337,0.24975,0.29757
1997,4th Quintile,Yes,0.73901,894,1250,0.71465,0.76337
1997,4th Quintile,No,0.26099,356,1250,0.23663,0.28535
1997,5th Quintile,Yes,0.84460,893,1075,0.82293,0.86626
1997,5th Quintile,No,0.15540,182,1075,0.13374,0.17707
1998,1st Quintile,Yes,0.57325,841,1488,0.54811,0.59839
1998,1st Quintile,No,0.42675,647,1488,0.40161,0.45189
1998,2nd Quintile,Yes,0.66630,996,1560,0.64289,0.68971
1998,2nd Quintile,No,0.33370,564,1560,0.31029,0.35711
1998,3rd Quintile,Yes,0.71235,1043,1517,0.68956,0.73513
1998,3rd Quintile,No,0.28765,474,1517,0.26487,0.31044
1998,4th Quintile,Yes,0.76486,1099,1494,0.74335,0.78637
1998,4th Quintile,No,0.23514,395,1494,0.21363,0.25665
1998,5th Quintile,Yes,0.85999,1104,1299,0.84112,0.87887
1998,5th Quintile,No,0.14001,195,1299,0.12113,0.15888
1999,1st Quintile,Yes,0.57490,848,1485,0.54975,0.60005
1999,1st Quintile,No,0.42510,637,1485,0.39995,0.45025
1999,2nd Quintile,Yes,0.66350,957,1498,0.63956,0.68743
1999,2nd Quintile,No,0.33650,541,1498,0.31257,0.36044
1999,3rd Quintile,Yes,0.74816,1043,1470,0.72596,0.77036
1999,3rd Quintile,No,0.25184,427,1470,0.22964,0.27404
1999,4th Quintile,Yes,0.77126,1037,1375,0.74905,0.79347
1999,4th Quintile,No,0.22874,338,1375,0.20653,0.25095
1999,5th Quintile,Yes,0.86381,1056,1229,0.84463,0.88300
1999,5th Quintile,No,0.13619,173,1229,0.11700,0.15537
2000,1st Quintile,Yes,0.57710,1435,2507,0.55776,0.59645
2000,1st Quintile,No,0.42290,1072,2507,0.40355,0.44224
2000,2nd Quintile,Yes,0.65810,1730,2666,0.64009,0.67611
2000,2nd Quintile,No,0.34190,936,2666,0.32389,0.35991
2000,3rd Quintile,Yes,0.70765,1882,2619,0.69022,0.72507
2000,3rd Quintile,No,0.29235,737,2619,0.27493,0.30978
2000,4th Quintile,Yes,0.79255,2043,2580,0.77690,0.80820
2000,4th Quintile,No,0.20745,537,2580,0.19180,0.22310
2000,5th Quintile,Yes,0.88481,2126,2402,0.87204,0.89758
2000,5th Quintile,No,0.11519,276,2402,0.10242,0.12796
2001,1st Quintile,Yes,0.56763,1235,2172,0.54679,0.58847
2001,1st Quintile,No,0.43237,937,2172,0.41153,0.45321
2001,2nd Quintile,Yes,0.67284,1615,2420,0.65414,0.69153
2001,2nd Quintile,No,0.32716,805,2420,0.30847,0.34586
2001,3rd Quintile,Yes,0.74219,1771,2396,0.72467,0.75971
2001,3rd Quintile,No,0.25781,625,2396,0.24029,0.27533
2001,4th Quintile,Yes,0.80217,1877,2348,0.78606,0.81829
2001,4th Quintile,No,0.19783,471,2348,0.18171,0.21394
2001,5th Quintile,Yes,0.87532,1897,2154,0.86136,0.88927
2001,5th Quintile,No,0.12468,257,2154,0.11073,0.13864
2002,1st Quintile,Yes,0.57725,1144,2026,0.55573,0.59877
2002,1st Quintile,No,0.42275,882,2026,0.40123,0.44427
2002,2nd Quintile,Yes,0.69075,1505,2191,0.67139,0.71010
2002,2nd Quintile,No,0.30925,686,2191,0.28990,0.32861
2002,3rd Quintile,Yes,0.75859,1662,2223,0.74079,0.77638
2002,3rd Quintile,No,0.24141,561,2223,0.22362,0.25921
2002,4th Quintile,Yes,0.77860,1838,2336,0.76176,0.79544
2002,4th Quintile,No,0.22140,498,2336,0.20456,0.23824
2002,5th Quintile,Yes,0.88442,2870,3186,0.87332,0.89553
2002,5th Quintile,No,0.11558,316,3186,0.10447,0.12668
2003,1st Quintile,Yes,0.58584,1157,1987,0.56417,0.60750
2003,1st Quintile,No,0.41416,830,1987,0.39250,0.43583
2003,2nd Quintile,Yes,0.68729,1452,2153,0.66770,0.70688
2003,2nd Quintile,No,0.31271,701,2153,0.29312,0.33230
2003,3rd Quintile,Yes,0.75402,1631,2177,0.73593,0.77212
2003,3rd Quintile,No,0.24598,546,2177,0.22788,0.26407
2003,4th Quintile,Yes,0.79466,1795,2232,0.77790,0.81142
2003,4th Quintile,No,0.20534,437,2232,0.18858,0.22210
2003,5th Quintile,Yes,0.88557,2712,2995,0.87416,0.89697
2003,5th Quintile,No,0.11443,283,2995,0.10303,0.12584
2004,1st Quintile,Yes,0.58765,1110,1890,0.56545,0.60985
2004,1st Quintile,No,0.41235,780,1890,0.39015,0.43455
2004,2nd Quintile,Yes,0.69075,1453,2120,0.67107,0.71043
2004,2nd Quintile,No,0.30925,667,2120,0.28957,0.32893
2004,3rd Quintile,Yes,0.76692,1626,2138,0.74899,0.78485
2004,3rd Quintile,No,0.23308,512,2138,0.21515,0.25101
2004,4th Quintile,Yes,0.79868,1800,2223,0.78201,0.81535
2004,4th Quintile,No,0.20132,423,2223,0.18465,0.21799
2004,5th Quintile,Yes,0.90046,2647,2901,0.88956,0.91135
2004,5th Quintile,No,0.09954,254,2901,0.08865,0.11044
2005,1st Quintile,Yes,0.61079,1164,1961,0.58921,0.63238
2005,1st Quintile,No,0.38921,797,1961,0.36762,0.41079
2005,2nd Quintile,Yes,0.71693,1449,2064,0.69749,0.73637
2005,2nd Quintile,No,0.28307,615,2064,0.26363,0.30251
2005,3rd Quintile,Yes,0.77485,1614,2096,0.75697,0.79274
2005,3rd Quintile,No,0.22515,482,2096,0.20726,0.24303
2005,4th Quintile,Yes,0.81548,1820,2209,0.79930,0.83166
2005,4th Quintile,No,0.18452,389,2209,0.16834,0.20070
2005,5th Quintile,Yes,0.89757,2599,2843,0.88643,0.90872
2005,5th Quintile,No,0.10243,244,2843,0.09128,0.11357
2006,1st Quintile,Yes,0.60562,1244,2090,0.58466,0.62658
2006,1st Quintile,No,0.39438,846,2090,0.37342,0.41534
2006,2nd Quintile,Yes,0.71623,1585,2219,0.69747,0.73499
2006,2nd Quintile,No,0.28377,634,2219,0.26501,0.30253
2006,3rd Quintile,Yes,0.78192,1845,2381,0.76533,0.79851
2006,3rd Quintile,No,0.21808,536,2381,0.20149,0.23467
2006,4th Quintile,Yes,0.82002,2072,2493,0.80494,0.83511
2006,4th Quintile,No,0.17998,421,2493,0.16489,0.19506
2006,5th Quintile,Yes,0.89769,2809,3060,0.88695,0.90843
2006,5th Quintile,No,0.10231,251,3060,0.09157,0.11305
2007,1st Quintile,Yes,0.63565,1221,1952,0.61430,0.65701
2007,1st Quintile,No,0.36435,731,1952,0.34299,0.38570
2007,2nd Quintile,Yes,0.74027,1529,2104,0.72153,0.75901
2007,2nd Quintile,No,0.25973,575,2104,0.24099,0.27847
2007,3rd Quintile,Yes,0.78229,1715,2213,0.76509,0.79949
2007,3rd Quintile,No,0.21771,498,2213,0.20051,0.23491
2007,4th Quintile,Yes,0.82856,1958,2331,0.81326,0.84387
2007,4th Quintile,No,0.17144,373,2331,0.15613,0.18674
2007,5th Quintile,Yes,0.90699,2607,2831,0.89629,0.91769
2007,5th Quintile,No,0.09301,224,2831,0.08231,0.10371
2008,1st Quintile,Yes,0.64486,1198,1869,0.62316,0.66656
2008,1st Quintile,No,0.35514,671,1869,0.33344,0.37684
2008,2nd Quintile,Yes,0.74575,1443,1968,0.72651,0.76499
2008,2nd Quintile,No,0.25425,525,1968,0.23501,0.27349
2008,3rd Quintile,Yes,0.79037,1689,2166,0.77323,0.80752
2008,3rd Quintile,No,0.20963,477,2166,0.19248,0.22677
2008,4th Quintile,Yes,0.84856,1800,2112,0.83327,0.86385
2008,4th Quintile,No,0.15144,312,2112,0.13615,0.16673
2008,5th Quintile,Yes,0.91258,2495,2694,0.90191,0.92325
2008,5th Quintile,No,0.08742,199,2694,0.07675,0.09809
2009,1st Quintile,Yes,0.66161,1163,1790,0.63968,0.68353
2009,1st Quintile,No,0.33839,627,1790,0.31647,0.36032
2009,2nd Quintile,Yes,0.73304,1368,1883,0.71306,0.75303
2009,2nd Quintile,No,0.26696,515,1883,0.24697,0.28694
2009,3rd Quintile,Yes,0.79789,1531,1948,0.78005,0.81573
2009,3rd Quintile,No,0.20211,417,1948,0.18427,0.21995
2009,4th Quintile,Yes,0.87210,1793,2060,0.85767,0.88653
2009,4th Quintile,No,0.12790,267,2060,0.11347,0.14233
2009,5th Quintile,Yes,0.90349,2275,2483,0.89187,0.91511
2009,5th Quintile,No,0.09651,208,2483,0.08489,0.10813
2010,1st Quintile,Yes,0.64602,2146,3147,0.62931,0.66273
2010,1st Quintile,No,0.35398,1001,3147,0.33727,0.37069
2010,2nd Quintile,Yes,0.73476,2213,2916,0.71874,0.75079
2010,2nd Quintile,No,0.26524,703,2916,0.24921,0.28126
2010,3rd Quintile,Yes,0.79948,2070,2556,0.78396,0.81501
2010,3rd Quintile,No,0.20052,486,2556,0.18499,0.21604
2010,4th Quintile,Yes,0.86535,2140,2454,0.85185,0.87886
2010,4th Quintile,No,0.13465,314,2454,0.12114,0.14815
2010,5th Quintile,Yes,0.91988,2513,2711,0.90966,0.93010
2010,5th Quintile,No,0.08012,198,2711,0.06990,0.09034
2011,1st Quintile,Yes,0.63773,2533,3705,0.62225,0.65320
2011,1st Quintile,No,0.36227,1172,3705,0.34680,0.37775
2011,2nd Quintile,Yes,0.77180,2649,3410,0.75772,0.78589
2011,2nd Quintile,No,0.22820,761,3410,0.21411,0.24228
2011,3rd Quintile,Yes,0.82175,2628,3223,0.80854,0.83497
2011,3rd Quintile,No,0.17825,595,3223,0.16503,0.19146
2011,4th Quintile,Yes,0.87020,2706,3062,0.85830,0.88211
2011,4th Quintile,No,0.12980,356,3062,0.11789,0.14170
2011,5th Quintile,Yes,0.91254,2947,3196,0.90274,0.92233
2011,5th Quintile,No,0.08746,249,3196,0.07767,0.09726
2012,1st Quintile,Yes,0.66813,2513,3597,0.65274,0.68352
2012,1st Quintile,No,0.33187,1084,3597,0.31648,0.34726
2012,2nd Quintile,Yes,0.77359,2607,3310,0.75933,0.78785
2012,2nd Quintile,No,0.22641,703,3310,0.21215,0.24067
2012,3rd Quintile,Yes,0.81480,2625,3202,0.80134,0.82826
2012,3rd Quintile,No,0.18520,577,3202,0.17174,0.19866
2012,4th Quintile,Yes,0.86865,2631,3029,0.85662,0.88068
2012,4th Quintile,No,0.13135,398,3029,0.11932,0.14338
2012,5th Quintile,Yes,0.91328,2905,3158,0.90347,0.92310
2012,5th Quintile,No,0.08672,253,3158,0.07690,0.09653
2013,1st Quintile,Yes,0.65913,2969,4240,0.64486,0.67340
2013,1st Quintile,No,0.34087,1271,4240,0.32660,0.35514
2013,2nd Quintile,Yes,0.76035,3054,3858,0.74687,0.77382
2013,2nd Quintile,No,0.23965,804,3858,0.22618,0.25313
2013,3rd Quintile,Yes,0.81997,2805,3388,0.80704,0.83291
2013,3rd Quintile,No,0.18003,583,3388,0.16709,0.19296
2013,4th Quintile,Yes,0.87612,2713,3114,0.86455,0.88769
2013,4th Quintile,No,0.12388,401,3114,0.11231,0.13545
2013,5th Quintile,Yes,0.90879,2997,3262,0.89890,0.91867
2013,5th Quintile,No,0.09121,265,3262,0.08133,0.10110
2014,1st Quintile,Yes,0.67491,2443,3451,0.65928,0.69054
2014,1st Quintile,No,0.32509,1008,3451,0.30946,0.34072
2014,2nd Quintile,Yes,0.76324,2608,3313,0.74877,0.77772
2014,2nd Quintile,No,0.23676,705,3313,0.22228,0.25123
2014,3rd Quintile,Yes,0.83062,2586,3109,0.81743,0.84381
2014,3rd Quintile,No,0.16938,523,3109,0.15619,0.18257
2014,4th Quintile,Yes,0.85926,2548,2927,0.84666,0.87186
2014,4th Quintile,No,0.14074,379,2927,0.12814,0.15334
2014,5th Quintile,Yes,0.91258,2776,3019,0.90250,0.92265
2014,5th Quintile,No,0.08742,243,3019,0.07735,0.09750
2015,1st Quintile,Yes,0.65106,2418,3548,0.63537,0.66674
2015,1st Quintile,No,0.34894,1130,3548,0.33326,0.36463
2015,2nd Quintile,Yes,0.76687,2604,3382,0.75261,0.78112
2015,2nd Quintile,No,0.23313,778,3382,0.21888,0.24739
2015,3rd Quintile,Yes,0.85386,2528,3016,0.84126,0.86647
2015,3rd Quintile,No,0.14614,488,3016,0.13353,0.15874
2015,4th Quintile,Yes,0.85838,2454,2830,0.84553,0.87123
2015,4th Quintile,No,0.14162,376,2830,0.12877,0.15447
2015,5th Quintile,Yes,0.91356,2728,2976,0.90346,0.92366
2015,5th Quintile,No,0.08644,248,2976,0.07634,0.09654
2016,1st Quintile,Yes,0.63923,3212,5196,0.62617,0.65229
2016,1st Quintile,No,0.36077,1984,5196,0.34771,0.37383
2016,2nd Quintile,Yes,0.77510,2389,3037,0.76024,0.78995
2016,2nd Quintile,No,0.22490,648,3037,0.21005,0.23976
2016,3rd Quintile,Yes,0.83994,2286,2743,0.82622,0.85367
2016,3rd Quintile,No,0.16006,457,2743,0.14633,0.17378
2016,4th Quintile,Yes,0.87248,2333,2662,0.85981,0.88516
2016,4th Quintile,No,0.12752,329,2662,0.11484,0.14019
2016,5th Quintile,Yes,0.91665,2548,2755,0.90633,0.92698
2016,5th Quintile,No,0.08335,207,2755,0.07302,0.09367
2017,1st Quintile,Yes,0.64852,3498,5647,0.63607,0.66098
2017,1st Quintile,No,0.35148,2149,5647,0.33902,0.36393
2017,2nd Quintile,Yes,0.76639,2558,3331,0.75202,0.78076
2017,2nd Quintile,No,0.23361,773,3331,0.21924,0.24798
2017,3rd Quintile,Yes,0.83625,2608,3106,0.82324,0.84927
2017,3rd Quintile,No,0.16375,498,3106,0.15073,0.17676
2017,4th Quintile,Yes,0.86838,2672,3045,0.85637,0.88039
2017,4th Quintile,No,0.13162,373,3045,0.11961,0.14363
2017,5th Quintile,Yes,0.91644,2844,3095,0.90669,0.92619
2017,5th Quintile,No,0.08356,251,3095,0.07381,0.09331
2018,Not included in this version of the questionnaire,Yes,0.46987,64,133,0.38473,0.55502
2018,Not included in this version of the questionnaire,No,0.53013,69,133,0.44498,0.61527
2018,1st Quintile,Yes,0.66115,3337,5216,0.64831,0.67400
2018,1st Quintile,No,0.33885,1879,5216,0.32600,0.35169
2018,2nd Quintile,Yes,0.78672,2666,3438,0.77303,0.80042
2018,2nd Quintile,No,0.21328,772,3438,0.19958,0.22697
2018,3rd Quintile,Yes,0.84792,2507,2999,0.83506,0.86077
2018,3rd Quintile,No,0.15208,492,2999,0.13923,0.16494
2018,4th Quintile,Yes,0.86705,2529,2897,0.85468,0.87942
2018,4th Quintile,No,0.13295,368,2897,0.12058,0.14532
2018,5th Quintile,Yes,0.91459,2760,3014,0.90461,0.92457
2018,5th Quintile,No,0.08541,254,3014,0.07543,0.09539
2019,1st Quintile,Yes,0.67384,2872,4527,0.66018,0.68750
2019,1st Quintile,No,0.32616,1655,4527,0.31250,0.33982
2019,2nd Quintile,Yes,0.78242,2177,2745,0.76699,0.79786
2019,2nd Quintile,No,0.21758,568,2745,0.20214,0.23301
2019,3rd Quintile,Yes,0.85137,2134,2532,0.83751,0.86523
2019,3rd Quintile,No,0.14863,398,2532,0.13477,0.16249
2019,4th Quintile,Yes,0.88712,2186,2470,0.87463,0.89960
2019,4th Quintile,No,0.11288,284,2470,0.10040,0.12537
2019,5th Quintile,Yes,0.91548,2397,2599,0.90478,0.92617
2019,5th Quintile,No,0.08452,202,2599,0.07383,0.09522
2020,Not included in this version of the questionnaire,Yes,0.63649,99,192,0.56827,0.70471
2020,Not included in this version of the questionnaire,No,0.36351,93,192,0.29529,0.43173
2020,1st Quintile,Yes,0.67354,3802,6087,0.66176,0.68532
2020,1st Quintile,No,0.32646,2285,6087,0.31468,0.33824
2020,2nd Quintile,Yes,0.78945,2645,3500,0.77594,0.80296
2020,2nd Quintile,No,0.21055,855,3500,0.19704,0.22406
2020,3rd Quintile,Yes,0.84947,2409,2900,0.83645,0.86249
2020,3rd Quintile,No,0.15053,491,2900,0.13751,0.16355
2020,4th Quintile,Yes,0.87494,2491,2871,0.86284,0.88704
2020,4th Quintile,No,0.12506,380,2871,0.11296,0.13716
2020,5th Quintile,Yes,0.91472,3453,3751,0.90578,0.92366
2020,5th Quintile,No,0.08528,298,3751,0.07634,0.09422
2021,1st Quintile,Yes,0.66603,1763,2765,0.64844,0.68361
2021,1st Quintile,No,0.33397,1002,2765,0.31639,0.35156
2021,2nd Quintile,Yes,0.79509,1656,2140,0.77798,0.81220
2021,2nd Quintile,No,0.20491,484,2140,0.18780,0.22202
2021,3rd Quintile,Yes,0.85278,1552,1876,0.83674,0.86881
2021,3rd Quintile,No,0.14722,324,1876,0.13119,0.16326
2021,4th Quintile,Yes,0.87940,1672,1916,0.86482,0.89399
2021,4th Quintile,No,0.12060,244,1916,0.10601,0.13518
2021,5th Quintile,Yes,0.92626,2263,2445,0.91589,0.93662
2021,5th Quintile,No,0.07374,182,2445,0.06338,0.08411
2022,Not included in this version of the questionnaire,Yes,0.74010,132,212,0.68092,0.79928
2022,Not included in this version of the questionnaire,No,0.25990,80,212,0.20072,0.31908
2022,1st Quintile,Yes,0.70387,3402,5035,0.69126,0.71648
2022,1st Quintile,No,0.29613,1633,5035,0.28352,0.30874
2022,2nd Quintile,Yes,0.79256,3093,4087,0.78013,0.80499
2022,2nd Quintile,No,0.20744,994,4087,0.19501,0.21987
2022,3rd Quintile,Yes,0.83770,2806,3452,0.82540,0.85000
2022,3rd Quintile,No,0.16230,646,3452,0.15000,0.17460
2022,4th Quintile,Yes,0.88434,2983,3437,0.87365,0.89504
2022,4th Quintile,No,0.11566,454,3437,0.10496,0.12635
2022,5th Quintile,Yes,0.92391,3504,3839,0.91552,0.93230
2022,5th Quintile,No,0.07609,335,3839,0.06770,0.08448
