year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,6511,39.89965,39.59348,40.20581,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1985,West,5966,39.60278,39.27533,39.93022,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1986,West,5782,40.03855,39.71813,40.35898,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1987,West,5875,39.50640,39.19454,39.81826,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1988,West,5590,38.99730,38.66401,39.33059,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1989,West,5497,39.82995,39.52025,40.13966,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1990,West,5399,38.98670,38.67324,39.30016,37.50000,40.00000,44.00000,27.75000,53.75000,40.0,40.00000,40.00000
1990,East,3177,43.54419,43.22863,43.85974,40.00000,43.80000,46.00000,31.00000,55.00000,43.8,43.80000,43.80000
1991,West,5522,38.87653,38.55892,39.19414,37.50000,40.00000,44.00000,27.75000,53.75000,40.0,40.00000,40.00000
1991,East,2682,37.94666,37.38632,38.50701,36.10339,40.00000,45.00000,22.75848,58.34491,40.0,40.00000,40.00000
1992,West,5323,38.76070,38.44334,39.07805,37.50000,40.00000,44.66072,26.75892,55.40179,40.0,40.00000,40.00000
1992,East,2309,43.01924,42.62686,43.41162,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,41.00000
1993,West,5230,38.43742,38.11655,38.75828,37.50000,40.00000,43.00000,29.25000,51.25000,40.0,39.00000,40.00000
1993,East,2152,43.38908,42.95021,43.82794,40.00000,41.28030,48.00000,28.00000,60.00000,41.3,41.00000,42.00000
1994,West,5010,38.35844,38.02451,38.69237,37.00000,40.00000,43.00000,28.00000,52.00000,40.0,39.00000,40.00000
1994,East,2062,43.25246,42.84014,43.66478,40.00000,42.00000,48.00000,28.00000,60.00000,42.0,41.50000,42.00000
1995,West,5357,38.12460,37.78682,38.46237,36.50000,40.00000,44.00000,25.25000,55.25000,40.0,40.00000,40.00000
1995,East,2121,43.00971,42.55345,43.46596,40.00000,42.00000,48.00000,28.00000,60.00000,42.0,41.00000,42.00000
1996,West,5172,38.15612,37.82114,38.49110,36.00000,40.00000,44.00000,24.00000,56.00000,40.0,40.00000,40.00000
1996,East,2033,43.04612,42.59870,43.49354,40.00000,42.00000,48.00000,28.00000,60.00000,42.0,41.00000,42.00000
1997,West,5112,38.69280,38.34933,39.03626,36.00000,40.00000,45.00000,22.50000,58.50000,40.0,40.00000,40.00000
1997,East,1978,43.18999,42.72630,43.65368,40.00000,42.00000,49.00000,26.50000,62.50000,42.0,41.97500,42.00000
1998,West,5661,38.52874,38.20004,38.85744,35.00000,40.00000,45.00000,20.00000,60.00000,40.0,40.00000,40.00000
1998,East,2081,42.75964,42.29819,43.22109,40.00000,42.00000,48.00000,28.00000,60.00000,42.0,41.98750,42.00000
1999,West,5713,37.94699,37.60722,38.28676,35.00000,40.00000,45.00000,20.00000,60.00000,40.0,40.00000,40.00000
1999,East,2125,41.96129,41.49017,42.43242,40.00000,41.00000,46.87883,29.68175,57.19708,41.0,40.00000,42.00000
2000,West,10154,38.26107,38.00390,38.51825,35.00000,40.00000,45.00000,20.00000,60.00000,40.0,40.00000,40.00000
2000,East,3092,41.60423,41.20772,42.00075,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
2001,West,9324,38.17581,37.90580,38.44581,35.00000,40.00000,45.00000,20.00000,60.00000,40.0,40.00000,40.00000
2001,East,2899,41.33515,40.91278,41.75752,39.00000,40.00000,46.00000,28.50000,56.50000,40.0,40.00000,40.00000
2002,West,10070,37.61304,37.35005,37.87603,34.26160,40.00000,45.00000,18.15401,61.10759,40.0,40.00000,40.00000
2002,East,2864,41.35155,40.95024,41.75286,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,41.00000
2003,West,9567,37.30572,37.03645,37.57498,32.00000,40.00000,45.00000,12.50000,64.50000,40.0,40.00000,40.00000
2003,East,2756,40.69275,40.26651,41.11900,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
