year,pgisced97,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,1st Quintile,,,,,,,,,,,,
1984,Pre-primary Level,2nd Quintile,,,,,,,,,,,,
1984,Pre-primary Level,3rd Quintile,,,,,,,,,,,,
1984,Pre-primary Level,4th Quintile,,,,,,,,,,,,
1984,Pre-primary Level,5th Quintile,,,,,,,,,,,,
1984,Primary Level,1st Quintile,123,37.26519,34.54438,39.98600,40.00000,40.00000,43.00000,35.50000,47.50000,40.0,40.00000,40.00000
1984,Primary Level,2nd Quintile,117,38.10954,36.72600,39.49307,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Primary Level,3rd Quintile,109,38.99066,36.47412,41.50719,40.00000,40.00000,42.00000,37.00000,45.00000,40.0,40.00000,40.00000
1984,Primary Level,4th Quintile,117,40.50844,39.32039,41.69648,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Primary Level,5th Quintile,67,41.71158,39.79372,43.62943,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Lower Secondary Level,1st Quintile,271,36.88760,35.27070,38.50451,36.64208,40.00000,40.00000,31.60520,45.03688,40.0,40.00000,40.00000
1984,Lower Secondary Level,2nd Quintile,339,37.29003,35.81656,38.76350,33.18117,40.00000,40.00000,22.95294,50.22824,40.0,40.00000,40.00000
1984,Lower Secondary Level,3rd Quintile,344,35.93895,34.67232,37.20557,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1984,Lower Secondary Level,4th Quintile,322,37.33221,36.11296,38.55145,35.35650,40.00000,40.00000,28.39125,46.96525,40.0,40.00000,40.00000
1984,Lower Secondary Level,5th Quintile,212,37.93118,36.25414,39.60822,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Upper Secondary Level,1st Quintile,362,38.28484,36.98205,39.58763,40.00000,40.00000,42.00000,37.00000,45.00000,40.0,40.00000,40.00000
1984,Upper Secondary Level,2nd Quintile,581,39.88580,38.92173,40.84986,40.00000,40.00000,44.00000,34.00000,50.00000,40.0,40.00000,40.00000
1984,Upper Secondary Level,3rd Quintile,666,39.83107,39.02032,40.64183,40.00000,40.00000,43.00000,35.50000,47.50000,40.0,40.00000,40.00000
1984,Upper Secondary Level,4th Quintile,825,40.03936,39.23155,40.84718,40.00000,40.00000,44.00000,34.00000,50.00000,40.0,40.00000,40.00000
