year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,4389,40.01395,39.63385,40.39404,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1984,Direct migration background,2063,39.05887,38.60535,39.51238,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Indirect migration background,59,37.46219,34.98699,39.93739,30.07477,40.00000,42.00000,12.18694,59.88784,40.0,32.00000,40.00000
1985,No migration background,4190,39.61937,39.22312,40.01562,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1985,Direct migration background,1716,39.46173,38.92461,39.99885,40.00000,40.00000,43.00000,35.50000,47.50000,40.0,40.00000,40.00000
1985,Indirect migration background,60,39.54030,36.98812,42.09248,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1986,No migration background,4003,40.17414,39.78429,40.56398,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1986,Direct migration background,1696,38.97227,38.44003,39.50451,39.00000,40.00000,42.00000,34.50000,46.50000,40.0,40.00000,40.00000
1986,Indirect migration background,83,39.46370,37.18775,41.73965,35.24609,40.00000,40.00000,28.11522,47.13087,40.0,38.00000,40.00000
1987,No migration background,4052,39.53081,39.14651,39.91510,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1987,Direct migration background,1740,39.47002,39.00708,39.93296,38.00000,40.00000,42.00000,32.00000,48.00000,40.0,40.00000,40.00000
1987,Indirect migration background,83,36.59994,34.33764,38.86224,32.70330,40.00000,40.00000,21.75825,50.94505,40.0,39.00000,40.00000
1988,No migration background,3843,39.11536,38.70871,39.52201,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1988,Direct migration background,1634,38.27964,37.71999,38.83929,38.00000,40.00000,42.00000,32.00000,48.00000,40.0,40.00000,40.00000
1988,Indirect migration background,113,35.34425,33.39612,37.29238,30.18746,40.00000,40.00000,15.46864,54.71882,40.0,38.00000,40.00000
1989,No migration background,3779,39.93925,39.56206,40.31644,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1989,Direct migration background,1592,39.13307,38.60271,39.66343,38.00000,40.00000,42.00000,32.00000,48.00000,40.0,40.00000,40.00000
1989,Indirect migration background,126,37.61845,35.65726,39.57964,32.79098,40.00000,40.99454,20.48563,53.29989,40.0,38.00000,40.00000
1990,No migration background,6770,40.17530,39.90234,40.44826,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1990,Direct migration background,1649,39.27433,38.78227,39.76638,37.50000,40.00000,43.70000,28.20000,53.00000,40.0,40.00000,40.00000
1990,Indirect migration background,157,35.90442,34.12102,37.68782,31.57168,39.00000,40.00000,18.92919,52.64248,39.0,37.50000,40.00000
1991,No migration background,6378,38.77393,38.45653,39.09133,37.50000,40.00000,45.00000,26.25000,56.25000,40.0,40.00000,40.00000
1991,Direct migration background,1629,37.96632,37.44353,38.48912,37.50000,40.00000,42.00000,30.75000,48.75000,40.0,39.00000,40.00000
1991,Indirect migration background,197,37.48098,35.97772,38.98424,36.00000,39.00000,40.00000,30.00000,46.00000,39.0,38.00000,40.00000
1992,No migration background,5912,39.74654,39.44873,40.04435,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1992,Direct migration background,1506,38.92864,38.41010,39.44719,37.50000,39.00000,42.00000,30.75000,48.75000,39.0,38.50000,40.00000
1992,Indirect migration background,214,36.37944,34.84337,37.91551,35.00000,38.50000,42.00000,24.50000,52.50000,38.5,38.00000,39.50000
1993,No migration background,5699,39.57432,39.26394,39.88470,37.50000,40.00000,45.00000,26.25000,56.25000,40.0,40.00000,40.00000
1993,Direct migration background,1421,38.29348,37.75425,38.83270,37.00000,39.00000,41.00000,31.00000,47.00000,39.0,38.50000,40.00000
1993,Indirect migration background,262,37.86255,36.81503,38.91007,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.00000,40.00000
1994,No migration background,5539,39.50592,39.19083,39.82101,37.50000,40.00000,45.00000,26.25000,56.25000,40.0,40.00000,40.00000
1994,Direct migration background,1263,37.93253,37.34826,38.51680,37.00000,39.00000,42.00000,29.50000,49.50000,39.0,38.50000,40.00000
1994,Indirect migration background,270,37.66578,36.51887,38.81268,37.50000,39.00000,40.10488,33.59268,44.01219,39.0,38.50000,40.00000
1995,No migration background,5729,39.38824,39.06442,39.71207,37.50000,40.00000,45.00000,26.25000,56.25000,40.0,40.00000,40.00000
1995,Direct migration background,1465,37.59167,36.99344,38.18991,36.00000,40.00000,42.00000,27.00000,51.00000,40.0,38.50000,40.00000
1995,Indirect migration background,284,34.69062,33.27426,36.10697,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.00000,40.00000
1996,No migration background,5590,39.21202,38.89055,39.53350,37.36120,40.00000,45.00000,25.90299,56.45821,40.0,40.00000,40.00000
1996,Direct migration background,1317,38.34661,37.74326,38.94997,36.00000,40.00000,42.00000,27.00000,51.00000,40.0,39.00000,40.00000
1996,Indirect migration background,298,37.01169,35.86412,38.15927,36.00000,38.50000,40.00000,30.00000,46.00000,38.5,38.00000,40.00000
1997,No migration background,5502,39.74621,39.41810,40.07433,37.50000,40.00000,45.00000,26.25000,56.25000,40.0,40.00000,40.00000
1997,Direct migration background,1256,38.18515,37.53034,38.83996,35.81857,40.00000,42.00000,26.54643,51.27214,40.0,39.98750,40.00000
1997,Indirect migration background,332,38.29275,37.14405,39.44145,37.00000,40.00000,42.00000,29.50000,49.50000,40.0,38.50000,40.00000
1998,No migration background,6211,39.57864,39.26470,39.89257,37.00000,40.00000,45.00000,25.00000,57.00000,40.0,40.00000,40.00000
1998,Direct migration background,1194,37.58249,36.95094,38.21405,35.00000,40.00000,42.00000,24.50000,52.50000,40.0,38.50000,40.00000
1998,Indirect migration background,337,39.01344,37.88877,40.13811,36.32242,40.00000,44.00000,24.80604,55.51637,40.0,39.00000,40.00000
1999,No migration background,6329,38.91316,38.59142,39.23490,36.00000,40.00000,45.00000,22.50000,58.50000,40.0,40.00000,40.00000
1999,Direct migration background,1142,37.29377,36.60819,37.97934,35.00000,40.00000,42.00000,24.50000,52.50000,40.0,38.98750,40.00000
1999,Indirect migration background,367,37.55724,36.44287,38.67162,37.50000,40.00000,42.00000,30.75000,48.75000,40.0,39.00000,40.00000
2000,No migration background,11030,39.13638,38.89202,39.38074,36.00000,40.00000,45.00000,22.50000,58.50000,40.0,40.00000,40.00000
2000,Direct migration background,1735,37.24163,36.66512,37.81813,35.00000,40.00000,42.00000,24.50000,52.50000,40.0,40.00000,40.00000
