year,quintil_oecd,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,West,856,37.82972,36.92922,38.73022,40.00000,40.00000,42.00000,37.00000,45.00000,40.0,40.00000,40.00000
1984,2nd Quintile,West,1136,38.91759,38.18115,39.65403,40.00000,40.00000,43.00000,35.50000,47.50000,40.0,40.00000,40.00000
1984,3rd Quintile,West,1325,39.17814,38.56476,39.79151,40.00000,40.00000,43.00000,35.50000,47.50000,40.0,40.00000,40.00000
1984,4th Quintile,West,1551,40.03537,39.44024,40.63050,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1984,5th Quintile,West,1641,41.59747,40.94874,42.24620,40.00000,40.00000,48.00000,28.00000,60.00000,40.0,40.00000,40.00000
1985,1st Quintile,West,840,38.28831,37.32747,39.24915,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1985,2nd Quintile,West,1012,38.22059,37.38537,39.05580,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1985,3rd Quintile,West,1219,39.45210,38.75453,40.14966,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1985,4th Quintile,West,1410,39.57714,38.93807,40.21620,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1985,5th Quintile,West,1485,41.02164,40.37171,41.67156,40.00000,40.00000,46.00000,31.00000,55.00000,40.0,40.00000,41.00000
1986,1st Quintile,West,714,38.15390,37.21272,39.09507,38.00000,40.00000,44.00000,29.00000,53.00000,40.0,40.00000,40.00000
1986,2nd Quintile,West,995,39.32103,38.51941,40.12266,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1986,3rd Quintile,West,1231,38.56713,37.87073,39.26353,38.00000,40.00000,44.00000,29.00000,53.00000,40.0,40.00000,40.00000
1986,4th Quintile,West,1412,40.04784,39.44485,40.65083,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1986,5th Quintile,West,1429,42.18734,41.54126,42.83342,40.00000,40.00000,48.00000,28.00000,60.00000,40.0,40.00000,41.00000
1987,1st Quintile,West,685,37.15117,36.14971,38.15262,38.00000,40.00000,43.00000,30.50000,50.50000,40.0,40.00000,40.00000
1987,2nd Quintile,West,1057,38.49732,37.75078,39.24386,38.00000,40.00000,43.00000,30.50000,50.50000,40.0,40.00000,40.00000
1987,3rd Quintile,West,1238,38.77719,38.10611,39.44826,38.00000,40.00000,43.00000,30.50000,50.50000,40.0,40.00000,40.00000
1987,4th Quintile,West,1431,38.98601,38.37576,39.59626,39.00000,40.00000,43.00000,33.00000,49.00000,40.0,40.00000,40.00000
1987,5th Quintile,West,1462,41.87677,41.27188,42.48166,40.00000,40.00000,48.00000,28.00000,60.00000,40.0,40.00000,41.00000
1988,1st Quintile,West,710,36.57535,35.55049,37.60022,35.00000,40.00000,42.00000,24.50000,52.50000,40.0,40.00000,40.00000
1988,2nd Quintile,West,1000,37.67163,36.86135,38.48191,37.00000,40.00000,43.00000,28.00000,52.00000,40.0,40.00000,40.00000
1988,3rd Quintile,West,1171,37.82374,37.10773,38.53975,38.00000,40.00000,42.00000,32.00000,48.00000,40.0,40.00000,40.00000
1988,4th Quintile,West,1342,39.18989,38.55456,39.82521,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1988,5th Quintile,West,1366,41.19607,40.52672,41.86542,39.00000,40.00000,46.00000,28.50000,56.50000,40.0,40.00000,40.00000
1989,1st Quintile,West,715,37.13978,36.18483,38.09472,36.00000,40.00000,42.00000,27.00000,51.00000,40.0,40.00000,40.00000
1989,2nd Quintile,West,1016,38.78138,38.02269,39.54007,38.00000,40.00000,44.00000,29.00000,53.00000,40.0,40.00000,40.00000
1989,3rd Quintile,West,1126,39.23049,38.54015,39.92083,38.00000,40.00000,43.80903,29.28645,52.52258,40.0,40.00000,40.00000
1989,4th Quintile,West,1319,40.27164,39.72725,40.81604,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1989,5th Quintile,West,1321,41.41386,40.77272,42.05500,38.00000,40.00000,47.00000,24.50000,60.50000,40.0,40.00000,40.00000
1990,1st Quintile,West,716,36.64156,35.65787,37.62526,37.00000,39.00000,42.00000,29.50000,49.50000,39.0,38.50000,40.00000
1990,2nd Quintile,West,988,37.82901,37.08084,38.57718,37.50000,40.00000,42.50000,30.00000,50.00000,40.0,39.00000,40.00000
