year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,male,2940,43.08370,42.69458,43.47282,40.00000,41.00000,48.00000,28.00000,60.00000,41.0,40.00000,42.00000
1985,Urban regions,female,1795,33.89224,33.27676,34.50772,23.00000,40.00000,40.00000,1.0,65.50000,40.0,40.00000,40.00000
1985,Rural regions,male,759,44.35071,43.49793,45.20349,40.00000,42.00000,50.00000,25.00000,65.00000,42.0,42.00000,43.00000
1985,Rural regions,female,472,33.39945,32.17641,34.62249,21.00000,40.00000,40.00000,2.0,68.50000,40.0,40.00000,40.00000
1986,Urban regions,male,2841,43.12378,42.74436,43.50321,40.00000,40.00000,46.00000,31.00000,55.00000,40.0,40.00000,41.00000
1986,Urban regions,female,1748,34.58221,33.98526,35.17917,25.00000,40.00000,40.00000,2.50000,62.50000,40.0,40.00000,40.00000
1986,Rural regions,male,727,45.24891,44.42173,46.07610,40.00000,42.00000,50.00000,25.00000,65.00000,42.0,41.00000,43.00000
1986,Rural regions,female,466,34.50017,33.23760,35.76274,25.00000,40.00000,40.67199,2.0,64.17999,40.0,39.00000,40.00000
1987,Urban regions,male,2864,42.93564,42.56212,43.30916,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1987,Urban regions,female,1789,34.32544,33.75807,34.89280,25.00000,40.00000,40.00000,2.50000,62.50000,40.0,39.00000,40.00000
1987,Rural regions,male,739,44.24554,43.45690,45.03418,40.00000,42.00000,50.00000,25.00000,65.00000,42.0,40.00000,42.00000
1987,Rural regions,female,483,32.29530,31.09766,33.49293,21.76317,39.00000,40.00000,1.0,67.35525,39.0,36.00000,40.00000
1988,Urban regions,male,2734,42.58613,42.20776,42.96450,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1988,Urban regions,female,1736,33.57458,32.95115,34.19801,24.00000,40.00000,40.00000,1.0,64.00000,40.0,39.00000,40.00000
1988,Rural regions,male,673,43.71028,42.79058,44.62998,40.00000,42.00000,50.00000,25.00000,65.00000,42.0,40.00000,42.00000
1988,Rural regions,female,447,32.09866,30.79625,33.40107,20.00000,38.00000,40.00000,2.0,70.00000,38.0,35.00000,39.00000
1989,Urban regions,male,2689,43.12050,42.76836,43.47265,40.00000,40.00000,46.00000,31.00000,55.00000,40.0,40.00000,40.00000
1989,Urban regions,female,1730,34.36106,33.77944,34.94268,25.00000,39.00000,40.00000,2.50000,62.50000,39.0,39.00000,39.00000
