year,age_gr,sampreg,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,17-29 y.,West,Yes,0.61624,1408,2298,0.59635,0.63612
1996,17-29 y.,West,No,0.36615,890,2298,0.34645,0.38585
1996,17-29 y.,East,Yes,0.63129,531,830,0.59845,0.66414
1996,17-29 y.,East,No,0.36064,299,830,0.32795,0.39333
1996,30-45 y.,West,Yes,0.64413,2055,3139,0.62738,0.66088
1996,30-45 y.,West,No,0.34227,1084,3139,0.32567,0.35887
1996,30-45 y.,East,Yes,0.61132,777,1248,0.58426,0.63837
1996,30-45 y.,East,No,0.37997,471,1248,0.35303,0.40691
1996,46-65 y.,West,Yes,0.73646,2011,2693,0.71982,0.75310
1996,46-65 y.,West,No,0.24489,682,2693,0.22865,0.26114
1996,46-65 y.,East,Yes,0.77011,890,1163,0.74592,0.79430
1996,46-65 y.,East,No,0.22171,273,1163,0.19782,0.24559
1996,66 and older,West,Yes,0.84631,952,1111,0.82509,0.86752
1996,66 and older,West,No,0.13217,159,1111,0.11224,0.15209
1996,66 and older,East,Yes,0.88463,371,413,0.85379,0.91548
1996,66 and older,East,No,0.10211,42,413,0.07287,0.13135
1997,17-29 y.,West,Yes,0.59284,1287,2190,0.57226,0.61342
1997,17-29 y.,West,No,0.40479,903,2190,0.38422,0.42535
1997,17-29 y.,East,Yes,0.67270,534,830,0.64076,0.70464
1997,17-29 y.,East,No,0.32130,296,830,0.28951,0.35308
1997,30-45 y.,West,Yes,0.61306,1955,3163,0.59608,0.63003
1997,30-45 y.,West,No,0.38386,1208,3163,0.36691,0.40081
1997,30-45 y.,East,Yes,0.59928,722,1185,0.57136,0.62719
1997,30-45 y.,East,No,0.39680,463,1185,0.36893,0.42467
1997,46-65 y.,West,Yes,0.73807,1955,2666,0.72138,0.75477
1997,46-65 y.,West,No,0.25911,711,2666,0.24248,0.27575
1997,46-65 y.,East,Yes,0.78780,906,1173,0.76439,0.81120
1997,46-65 y.,East,No,0.20873,267,1173,0.18547,0.23200
1997,66 and older,West,Yes,0.86076,993,1135,0.84061,0.88091
1997,66 and older,West,No,0.12477,142,1135,0.10553,0.14400
1997,66 and older,East,Yes,0.92105,400,434,0.89565,0.94645
1997,66 and older,East,No,0.07336,34,434,0.04880,0.09792
1998,17-29 y.,West,Yes,0.57665,1349,2286,0.55639,0.59691
1998,17-29 y.,West,No,0.41985,937,2286,0.39961,0.44009
1998,17-29 y.,East,Yes,0.58106,510,862,0.54810,0.61402
1998,17-29 y.,East,No,0.40791,352,862,0.37508,0.44074
1998,30-45 y.,West,Yes,0.58323,2115,3546,0.56700,0.59946
1998,30-45 y.,West,No,0.40731,1431,3546,0.39113,0.42348
1998,30-45 y.,East,Yes,0.59803,749,1245,0.57078,0.62528
1998,30-45 y.,East,No,0.39889,496,1245,0.37168,0.42610
1998,46-65 y.,West,Yes,0.70476,2172,3089,0.68867,0.72085
1998,46-65 y.,West,No,0.28306,917,3089,0.26717,0.29894
1998,46-65 y.,East,Yes,0.74638,947,1267,0.72241,0.77035
1998,46-65 y.,East,No,0.24854,320,1267,0.22473,0.27235
1998,66 and older,West,Yes,0.84309,1152,1359,0.82375,0.86244
1998,66 and older,West,No,0.13715,207,1359,0.11885,0.15544
1998,66 and older,East,Yes,0.91689,436,475,0.89204,0.94174
1998,66 and older,East,No,0.08311,39,475,0.05826,0.10796
1999,17-29 y.,West,Yes,0.63455,1317,2126,0.61407,0.65502
1999,17-29 y.,West,No,0.35909,809,2126,0.33869,0.37949
1999,17-29 y.,East,Yes,0.63477,548,832,0.60204,0.66751
1999,17-29 y.,East,No,0.36336,284,832,0.33066,0.39607
1999,30-45 y.,West,Yes,0.60051,2153,3472,0.58422,0.61681
1999,30-45 y.,West,No,0.39314,1319,3472,0.37689,0.40939
1999,30-45 y.,East,Yes,0.62459,781,1224,0.59745,0.65173
1999,30-45 y.,East,No,0.37389,443,1224,0.34678,0.40101
1999,46-65 y.,West,Yes,0.72984,2164,2930,0.71376,0.74592
1999,46-65 y.,West,No,0.26407,766,2930,0.24810,0.28003
1999,46-65 y.,East,Yes,0.76365,952,1238,0.73997,0.78732
1999,46-65 y.,East,No,0.23468,286,1238,0.21106,0.25830
1999,66 and older,West,Yes,0.87130,1141,1309,0.85316,0.88945
1999,66 and older,West,No,0.12304,168,1309,0.10524,0.14084
1999,66 and older,East,Yes,0.91567,447,481,0.89080,0.94053
1999,66 and older,East,No,0.07810,34,481,0.05409,0.10211
2000,17-29 y.,West,Yes,0.58541,1995,3363,0.56875,0.60206
2000,17-29 y.,West,No,0.40934,1368,3363,0.39272,0.42597
2000,17-29 y.,East,Yes,0.56408,716,1191,0.53590,0.59225
2000,17-29 y.,East,No,0.42528,475,1191,0.39719,0.45337
2000,30-45 y.,West,Yes,0.59133,3793,6330,0.57922,0.60344
2000,30-45 y.,West,No,0.40560,2537,6330,0.39350,0.41770
2000,30-45 y.,East,Yes,0.60268,1105,1814,0.58015,0.62520
2000,30-45 y.,East,No,0.39105,709,1814,0.36859,0.41351
2000,46-65 y.,West,Yes,0.70066,4083,5791,0.68886,0.71246
2000,46-65 y.,West,No,0.29525,1708,5791,0.28350,0.30700
2000,46-65 y.,East,Yes,0.75705,1487,1942,0.73797,0.77613
2000,46-65 y.,East,No,0.23891,455,1942,0.21994,0.25788
2000,66 and older,West,Yes,0.85030,2309,2706,0.83685,0.86374
2000,66 and older,West,No,0.14275,397,2706,0.12957,0.15594
2000,66 and older,East,Yes,0.91709,800,875,0.89881,0.93538
2000,66 and older,East,No,0.08199,75,875,0.06380,0.10018
2001,17-29 y.,West,Yes,0.57307,1742,2988,0.55533,0.59081
2001,17-29 y.,West,No,0.42423,1246,2988,0.40651,0.44196
2001,17-29 y.,East,Yes,0.61297,690,1099,0.58416,0.64178
2001,17-29 y.,East,No,0.38178,409,1099,0.35304,0.41052
2001,30-45 y.,West,Yes,0.60280,3459,5666,0.59005,0.61554
2001,30-45 y.,West,No,0.39376,2207,5666,0.38104,0.40649
2001,30-45 y.,East,Yes,0.61652,1036,1643,0.59300,0.64004
2001,30-45 y.,East,No,0.37985,607,1643,0.35638,0.40333
2001,46-65 y.,West,Yes,0.71056,3741,5225,0.69827,0.72286
2001,46-65 y.,West,No,0.28197,1484,5225,0.26977,0.29417
2001,46-65 y.,East,Yes,0.75356,1404,1833,0.73383,0.77329
2001,46-65 y.,East,No,0.23888,429,1833,0.21935,0.25840
2001,66 and older,West,Yes,0.86347,2204,2547,0.85014,0.87681
2001,66 and older,West,No,0.13076,343,2547,0.11766,0.14385
2001,66 and older,East,Yes,0.90712,763,836,0.88743,0.92681
2001,66 and older,East,No,0.08947,73,836,0.07011,0.10883
2002,17-29 y.,West,Yes,0.55301,1761,3054,0.53537,0.57065
2002,17-29 y.,West,No,0.44090,1293,3054,0.42329,0.45851
2002,17-29 y.,East,Yes,0.58086,624,1071,0.55130,0.61043
2002,17-29 y.,East,No,0.41575,447,1071,0.38622,0.44528
2002,30-45 y.,West,Yes,0.59134,3538,5840,0.57873,0.60395
2002,30-45 y.,West,No,0.40426,2302,5840,0.39167,0.41685
2002,30-45 y.,East,Yes,0.58397,944,1584,0.55969,0.60825
2002,30-45 y.,East,No,0.41603,640,1584,0.39175,0.44031
2002,46-65 y.,West,Yes,0.68847,4158,5955,0.67671,0.70023
2002,46-65 y.,West,No,0.30742,1797,5955,0.29570,0.31914
2002,46-65 y.,East,Yes,0.75732,1419,1877,0.73792,0.77672
2002,46-65 y.,East,No,0.23990,458,1877,0.22057,0.25922
2002,66 and older,West,Yes,0.84939,2289,2692,0.83588,0.86291
2002,66 and older,West,No,0.14591,403,2692,0.13257,0.15925
2002,66 and older,East,Yes,0.91517,813,887,0.89682,0.93351
2002,66 and older,East,No,0.08401,74,887,0.06575,0.10228
2003,17-29 y.,West,Yes,0.58422,1708,2923,0.56635,0.60210
2003,17-29 y.,West,No,0.40799,1215,2923,0.39017,0.42581
2003,17-29 y.,East,Yes,0.59262,651,1060,0.56303,0.62222
2003,17-29 y.,East,No,0.39990,409,1060,0.37040,0.42941
2003,30-45 y.,West,Yes,0.60233,3382,5425,0.58930,0.61535
2003,30-45 y.,West,No,0.39189,2043,5425,0.37890,0.40488
2003,30-45 y.,East,Yes,0.61398,932,1484,0.58920,0.63876
2003,30-45 y.,East,No,0.38451,552,1484,0.35975,0.40927
2003,46-65 y.,West,Yes,0.70978,4060,5661,0.69796,0.72161
2003,46-65 y.,West,No,0.28209,1601,5661,0.27037,0.29382
2003,46-65 y.,East,Yes,0.75329,1409,1872,0.73376,0.77282
2003,46-65 y.,East,No,0.24348,463,1872,0.22403,0.26292
2003,66 and older,West,Yes,0.85120,2314,2717,0.83781,0.86458
2003,66 and older,West,No,0.13781,403,2717,0.12485,0.15077
2003,66 and older,East,Yes,0.91782,835,906,0.89993,0.93572
2003,66 and older,East,No,0.07889,71,906,0.06133,0.09645
2004,17-29 y.,West,Yes,0.55034,1594,2877,0.53216,0.56852
2004,17-29 y.,West,No,0.44580,1283,2877,0.42763,0.46396
2004,17-29 y.,East,Yes,0.58864,655,1068,0.55912,0.61817
2004,17-29 y.,East,No,0.39907,413,1068,0.36968,0.42845
2004,30-45 y.,West,Yes,0.59459,3100,5139,0.58116,0.60801
2004,30-45 y.,West,No,0.40130,2039,5139,0.38790,0.41470
2004,30-45 y.,East,Yes,0.60289,822,1371,0.57698,0.62880
2004,30-45 y.,East,No,0.39437,549,1371,0.36849,0.42025
2004,46-65 y.,West,Yes,0.68967,3818,5526,0.67747,0.70187
2004,46-65 y.,West,No,0.30761,1708,5526,0.29544,0.31978
2004,46-65 y.,East,Yes,0.73200,1341,1819,0.71164,0.75236
2004,46-65 y.,East,No,0.26501,478,1819,0.24472,0.28530
2004,66 and older,West,Yes,0.85488,2369,2782,0.84179,0.86797
2004,66 and older,West,No,0.13335,413,2782,0.12071,0.14598
2004,66 and older,East,Yes,0.93299,889,950,0.91709,0.94890
2004,66 and older,East,No,0.06488,61,950,0.04921,0.08055
2005,17-29 y.,West,Yes,0.57416,1637,2799,0.55584,0.59249
2005,17-29 y.,West,No,0.41885,1162,2799,0.40057,0.43713
2005,17-29 y.,East,Yes,0.59470,598,1010,0.56440,0.62499
2005,17-29 y.,East,No,0.39303,412,1010,0.36289,0.42316
2005,30-45 y.,West,Yes,0.61969,2984,4777,0.60592,0.63346
2005,30-45 y.,West,No,0.37607,1793,4777,0.36233,0.38980
2005,30-45 y.,East,Yes,0.59123,798,1287,0.56436,0.61810
2005,30-45 y.,East,No,0.39271,489,1287,0.36602,0.41940
2005,46-65 y.,West,Yes,0.69814,3700,5224,0.68569,0.71059
2005,46-65 y.,West,No,0.29321,1524,5224,0.28086,0.30555
2005,46-65 y.,East,Yes,0.71690,1285,1755,0.69582,0.73798
2005,46-65 y.,East,No,0.27119,470,1755,0.25039,0.29200
2005,66 and older,West,Yes,0.86228,2399,2789,0.84949,0.87507
2005,66 and older,West,No,0.12776,390,2789,0.11537,0.14015
2005,66 and older,East,Yes,0.90676,860,955,0.88830,0.92521
2005,66 and older,East,No,0.08947,95,955,0.07136,0.10758
2006,17-29 y.,West,Yes,0.54658,1593,2710,0.52783,0.56532
2006,17-29 y.,West,No,0.39286,1117,2710,0.37447,0.41125
2006,17-29 y.,East,Yes,0.50836,548,961,0.47673,0.53998
2006,17-29 y.,East,No,0.41495,413,961,0.38378,0.44611
2006,30-45 y.,West,Yes,0.61680,3040,4956,0.60326,0.63034
2006,30-45 y.,West,No,0.38104,1916,4956,0.36752,0.39456
2006,30-45 y.,East,Yes,0.55306,749,1314,0.52617,0.57996
2006,30-45 y.,East,No,0.43739,565,1314,0.41056,0.46422
2006,46-65 y.,West,Yes,0.68292,3929,5699,0.67083,0.69500
2006,46-65 y.,West,No,0.31556,1770,5699,0.30349,0.32763
2006,46-65 y.,East,Yes,0.70221,1339,1866,0.68146,0.72296
2006,46-65 y.,East,No,0.29511,527,1866,0.27441,0.31581
2006,66 and older,West,Yes,0.85040,2798,3293,0.83822,0.86259
2006,66 and older,West,No,0.14442,495,3293,0.13241,0.15642
2006,66 and older,East,Yes,0.90375,1011,1124,0.88650,0.92100
2006,66 and older,East,No,0.09508,113,1124,0.07792,0.11223
2007,17-29 y.,West,Yes,0.53622,1483,2484,0.51660,0.55583
2007,17-29 y.,West,No,0.37547,1001,2484,0.35642,0.39452
2007,17-29 y.,East,Yes,0.54764,527,895,0.51501,0.58026
2007,17-29 y.,East,No,0.36820,368,895,0.33659,0.39982
2007,30-45 y.,West,Yes,0.61607,2813,4475,0.60182,0.63032
2007,30-45 y.,West,No,0.38016,1662,4475,0.36594,0.39439
2007,30-45 y.,East,Yes,0.58860,734,1217,0.56095,0.61626
2007,30-45 y.,East,No,0.40408,483,1217,0.37649,0.43166
2007,46-65 y.,West,Yes,0.71201,3779,5265,0.69978,0.72425
2007,46-65 y.,West,No,0.28033,1486,5265,0.26819,0.29246
2007,46-65 y.,East,Yes,0.70330,1270,1762,0.68197,0.72464
2007,46-65 y.,East,No,0.29184,492,1762,0.27061,0.31308
2007,66 and older,West,Yes,0.86455,2759,3203,0.85269,0.87640
2007,66 and older,West,No,0.12800,444,3203,0.11643,0.13957
2007,66 and older,East,Yes,0.90771,1011,1114,0.89070,0.92471
2007,66 and older,East,No,0.08700,103,1114,0.07044,0.10355
2008,17-29 y.,West,Yes,0.52340,1338,2318,0.50307,0.54374
2008,17-29 y.,West,No,0.38797,980,2318,0.36813,0.40781
2008,17-29 y.,East,Yes,0.56673,486,816,0.53271,0.60075
2008,17-29 y.,East,No,0.37851,330,816,0.34521,0.41180
2008,30-45 y.,West,Yes,0.62230,2552,4012,0.60730,0.63730
2008,30-45 y.,West,No,0.37402,1460,4012,0.35905,0.38900
2008,30-45 y.,East,Yes,0.56192,655,1142,0.53313,0.59071
2008,30-45 y.,East,No,0.42931,487,1142,0.40058,0.45803
2008,46-65 y.,West,Yes,0.71570,3609,4990,0.70319,0.72822
2008,46-65 y.,West,No,0.27733,1381,4990,0.26491,0.28975
2008,46-65 y.,East,Yes,0.70483,1203,1674,0.68297,0.72669
2008,46-65 y.,East,No,0.28783,471,1674,0.26613,0.30952
2008,66 and older,West,Yes,0.86238,2729,3162,0.85037,0.87439
2008,66 and older,West,No,0.12947,433,3162,0.11777,0.14118
2008,66 and older,East,Yes,0.91184,1016,1113,0.89518,0.92851
2008,66 and older,East,No,0.08263,97,1113,0.06645,0.09881
2009,17-29 y.,West,Yes,0.53469,1297,2122,0.51346,0.55592
2009,17-29 y.,West,No,0.38907,825,2122,0.36832,0.40982
2009,17-29 y.,East,Yes,0.56219,430,720,0.52593,0.59845
2009,17-29 y.,East,No,0.39918,290,720,0.36338,0.43498
2009,30-45 y.,West,Yes,0.64767,2364,3597,0.63205,0.66328
2009,30-45 y.,West,No,0.34809,1233,3597,0.33252,0.36366
2009,30-45 y.,East,Yes,0.60464,663,1061,0.57520,0.63407
2009,30-45 y.,East,No,0.39124,398,1061,0.36186,0.42062
2009,46-65 y.,West,Yes,0.71136,3417,4665,0.69836,0.72437
2009,46-65 y.,West,No,0.28274,1248,4665,0.26981,0.29566
2009,46-65 y.,East,Yes,0.72124,1179,1629,0.69946,0.74302
2009,46-65 y.,East,No,0.27262,450,1629,0.25099,0.29425
2009,66 and older,West,Yes,0.86943,2636,3029,0.85743,0.88143
2009,66 and older,West,No,0.12306,393,3029,0.11136,0.13476
2009,66 and older,East,Yes,0.92852,1025,1112,0.91337,0.94367
2009,66 and older,East,No,0.06874,87,1112,0.05386,0.08362
2010,17-29 y.,West,Yes,0.52305,1733,2962,0.50506,0.54104
2010,17-29 y.,West,No,0.40171,1229,2962,0.38405,0.41937
2010,17-29 y.,East,Yes,0.56631,534,922,0.53430,0.59832
2010,17-29 y.,East,No,0.39425,388,922,0.36269,0.42581
2010,30-45 y.,West,Yes,0.63235,4617,7249,0.62125,0.64345
2010,30-45 y.,West,No,0.36137,2632,7249,0.35031,0.37243
2010,30-45 y.,East,Yes,0.61993,1098,1782,0.59739,0.64248
2010,30-45 y.,East,No,0.36487,684,1782,0.34251,0.38723
2010,46-65 y.,West,Yes,0.70180,3709,5230,0.68940,0.71420
2010,46-65 y.,West,No,0.29000,1521,5230,0.27770,0.30230
2010,46-65 y.,East,Yes,0.73446,1223,1675,0.71330,0.75562
2010,46-65 y.,East,No,0.25672,452,1675,0.23580,0.27765
2010,66 and older,West,Yes,0.85522,2510,2946,0.84251,0.86793
2010,66 and older,West,No,0.13453,436,2946,0.12221,0.14686
2010,66 and older,East,Yes,0.92999,978,1052,0.91457,0.94542
2010,66 and older,East,No,0.06336,74,1052,0.04863,0.07809
2011,17-29 y.,West,Yes,0.56424,2005,3236,0.54715,0.58133
2011,17-29 y.,West,No,0.35758,1231,3236,0.34106,0.37409
2011,17-29 y.,East,Yes,0.57170,558,932,0.53992,0.60349
2011,17-29 y.,East,No,0.38058,374,932,0.34940,0.41177
2011,30-45 y.,West,Yes,0.64121,5125,7915,0.63064,0.65177
2011,30-45 y.,West,No,0.35734,2790,7915,0.34678,0.36789
2011,30-45 y.,East,Yes,0.63918,1243,2005,0.61816,0.66021
2011,30-45 y.,East,No,0.35721,762,2005,0.33623,0.37819
2011,46-65 y.,West,Yes,0.71185,5050,7010,0.70125,0.72245
2011,46-65 y.,West,No,0.28332,1960,7010,0.27277,0.29387
2011,46-65 y.,East,Yes,0.74009,1534,2094,0.72130,0.75888
2011,46-65 y.,East,No,0.25554,560,2094,0.23685,0.27423
2011,66 and older,West,Yes,0.85541,3286,3851,0.84430,0.86652
2011,66 and older,West,No,0.13451,565,3851,0.12373,0.14529
2011,66 and older,East,Yes,0.93379,1189,1269,0.92011,0.94748
2011,66 and older,East,No,0.06298,80,1269,0.04961,0.07635
2012,17-29 y.,West,Yes,0.55249,1934,3133,0.53507,0.56990
2012,17-29 y.,West,No,0.36704,1199,3133,0.35016,0.38392
2012,17-29 y.,East,Yes,0.55163,495,830,0.51777,0.58548
2012,17-29 y.,East,No,0.40229,335,830,0.36891,0.43567
2012,30-45 y.,West,Yes,0.63984,4707,7189,0.62874,0.65093
2012,30-45 y.,West,No,0.35698,2482,7189,0.34590,0.36806
2012,30-45 y.,East,Yes,0.59045,1132,1864,0.56811,0.61278
2012,30-45 y.,East,No,0.40557,732,1864,0.38328,0.42787
2012,46-65 y.,West,Yes,0.70819,5116,7167,0.69766,0.71871
2012,46-65 y.,West,No,0.28675,2051,7167,0.27628,0.29722
2012,46-65 y.,East,Yes,0.74001,1606,2176,0.72158,0.75844
2012,46-65 y.,East,No,0.25596,570,2176,0.23762,0.27430
2012,66 and older,West,Yes,0.85801,3340,3902,0.84706,0.86896
2012,66 and older,West,No,0.13594,562,3902,0.12518,0.14669
2012,66 and older,East,Yes,0.91508,1166,1270,0.89975,0.93042
2012,66 and older,East,No,0.07034,104,1270,0.05627,0.08441
2013,17-29 y.,West,Yes,0.50558,1948,2928,0.48746,0.52369
2013,17-29 y.,West,No,0.24452,980,2928,0.22894,0.26009
2013,17-29 y.,East,Yes,0.50108,433,708,0.46422,0.53793
2013,17-29 y.,East,No,0.39213,275,708,0.35614,0.42812
2013,30-45 y.,West,Yes,0.55905,4234,6336,0.54682,0.57128
2013,30-45 y.,West,No,0.26557,2102,6336,0.25469,0.27644
2013,30-45 y.,East,Yes,0.58936,1099,1711,0.56605,0.61268
2013,30-45 y.,East,No,0.35254,612,1711,0.32990,0.37519
2013,46-65 y.,West,Yes,0.69732,5090,6929,0.68650,0.70813
2013,46-65 y.,West,No,0.24324,1839,6929,0.23313,0.25334
2013,46-65 y.,East,Yes,0.73570,1562,2084,0.71676,0.75464
2013,46-65 y.,East,No,0.24449,522,2084,0.22604,0.26295
2013,66 and older,West,Yes,0.84975,3188,3729,0.83828,0.86122
2013,66 and older,West,No,0.14089,541,3729,0.12973,0.15206
2013,66 and older,East,Yes,0.90111,1097,1220,0.88435,0.91787
2013,66 and older,East,No,0.09031,123,1220,0.07422,0.10640
