year,bula_h,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Mecklenburg-Western Pomerania,Yes,0.63843,379,508,0.59661,0.68025
2001,Mecklenburg-Western Pomerania,No,0.20662,129,508,0.17138,0.24187
2001,Saxony,Yes,0.62271,1176,1633,0.59920,0.64623
2001,Saxony,No,0.22276,457,1633,0.20257,0.24295
2001,Saxony-Anhalt,Yes,0.62274,715,1000,0.59268,0.65280
2001,Saxony-Anhalt,No,0.25111,285,1000,0.22422,0.27800
2001,Thuringa,Yes,0.61408,669,962,0.58330,0.64486
2001,Thuringa,No,0.24794,293,962,0.22064,0.27524
2002,Schleswig-Holstein,Yes,0.52373,445,712,0.48702,0.56044
2002,Schleswig-Holstein,No,0.29702,267,712,0.26343,0.33060
2002,Hamburg,Yes,0.56847,228,325,0.51454,0.62240
2002,Hamburg,No,0.30874,97,325,0.25843,0.35904
2002,Lower Saxony,Yes,0.55425,1357,1974,0.53232,0.57618
2002,Lower Saxony,No,0.25816,617,1974,0.23885,0.27747
2002,Bremen,Yes,0.65058,127,172,0.57912,0.72204
2002,Bremen,No,0.21621,45,172,0.15451,0.27791
2002,North Rhine-Westphalia,Yes,0.55451,3181,4837,0.54051,0.56852
2002,North Rhine-Westphalia,No,0.27283,1656,4837,0.26028,0.28539
2002,Hesse,Yes,0.53366,1108,1639,0.50950,0.55782
2002,Hesse,No,0.27819,531,1639,0.25649,0.29989
2002,"Rhineland-Palatinate, Saarland",Yes,0.51976,888,1375,0.49335,0.54618
2002,"Rhineland-Palatinate, Saarland",No,0.27863,487,1375,0.25492,0.30233
2002,Baden-Wuerttemberg,Yes,0.54173,1879,2793,0.52325,0.56022
2002,Baden-Wuerttemberg,No,0.26398,914,2793,0.24763,0.28033
2002,Bavaria,Yes,0.57279,2230,3251,0.55578,0.58980
2002,Bavaria,No,0.25933,1021,3251,0.24427,0.27440
2002,Berlin,Yes,0.58382,555,825,0.55016,0.61748
2002,Berlin,No,0.24420,270,825,0.21486,0.27353
2002,Brandenburg,Yes,0.62332,682,960,0.59266,0.65399
2002,Brandenburg,No,0.24902,278,960,0.22165,0.27639
2002,Mecklenburg-Western Pomerania,Yes,0.58463,356,514,0.54198,0.62727
2002,Mecklenburg-Western Pomerania,No,0.26794,158,514,0.22961,0.30626
2002,Saxony,Yes,0.61880,1133,1647,0.59534,0.64227
2002,Saxony,No,0.24020,514,1647,0.21956,0.26084
2002,Saxony-Anhalt,Yes,0.64998,702,971,0.61996,0.67999
2002,Saxony-Anhalt,No,0.22837,269,971,0.20195,0.25479
2002,Thuringa,Yes,0.60020,675,965,0.56927,0.63112
2002,Thuringa,No,0.25905,290,965,0.23139,0.28671
2003,Schleswig-Holstein,Yes,0.50179,405,664,0.46373,0.53985
2003,Schleswig-Holstein,No,0.33083,259,664,0.29501,0.36664
2003,Hamburg,Yes,0.59337,206,292,0.53693,0.64981
2003,Hamburg,No,0.25591,86,292,0.20577,0.30605
2003,Lower Saxony,Yes,0.59767,1351,1902,0.57563,0.61971
2003,Lower Saxony,No,0.22481,551,1902,0.20604,0.24357
2003,Bremen,Yes,0.62236,128,174,0.55012,0.69460
2003,Bremen,No,0.25239,46,174,0.18766,0.31712
2003,North Rhine-Westphalia,Yes,0.55866,3122,4616,0.54433,0.57298
2003,North Rhine-Westphalia,No,0.25930,1494,4616,0.24666,0.27195
2003,Hesse,Yes,0.55204,1054,1493,0.52681,0.57728
2003,Hesse,No,0.25559,439,1493,0.23345,0.27772
2003,"Rhineland-Palatinate, Saarland",Yes,0.56106,926,1352,0.53459,0.58752
2003,"Rhineland-Palatinate, Saarland",No,0.25614,426,1352,0.23286,0.27941
2003,Baden-Wuerttemberg,Yes,0.55600,1820,2676,0.53717,0.57483
2003,Baden-Wuerttemberg,No,0.24250,856,2676,0.22626,0.25874
2003,Bavaria,Yes,0.58506,2153,3110,0.56774,0.60238
2003,Bavaria,No,0.24509,957,3110,0.22997,0.26021
2003,Berlin,Yes,0.59263,574,820,0.55898,0.62628
2003,Berlin,No,0.24330,246,820,0.21392,0.27269
2003,Brandenburg,Yes,0.63052,685,939,0.59963,0.66141
2003,Brandenburg,No,0.23696,254,939,0.20975,0.26417
2003,Mecklenburg-Western Pomerania,Yes,0.61525,379,522,0.57347,0.65703
2003,Mecklenburg-Western Pomerania,No,0.24665,143,522,0.20964,0.28367
2003,Saxony,Yes,0.63611,1157,1605,0.61257,0.65966
2003,Saxony,No,0.22354,448,1605,0.20315,0.24393
2003,Saxony-Anhalt,Yes,0.63556,663,932,0.60464,0.66647
2003,Saxony-Anhalt,No,0.23941,269,932,0.21200,0.26682
2003,Thuringa,Yes,0.61753,668,951,0.58663,0.64844
2003,Thuringa,No,0.24806,283,951,0.22060,0.27553
2004,Schleswig-Holstein,Yes,0.49793,373,667,0.45996,0.53591
2004,Schleswig-Holstein,No,0.34328,294,667,0.30722,0.37935
2004,Hamburg,Yes,0.54451,193,291,0.48719,0.60183
2004,Hamburg,No,0.30853,98,291,0.25537,0.36169
2004,Lower Saxony,Yes,0.57679,1310,1876,0.55442,0.59915
2004,Lower Saxony,No,0.24219,566,1876,0.22280,0.26158
2004,Bremen,Yes,0.64467,117,166,0.57164,0.71770
2004,Bremen,No,0.22850,49,166,0.16443,0.29256
2004,North Rhine-Westphalia,Yes,0.55487,2981,4520,0.54038,0.56936
2004,North Rhine-Westphalia,No,0.27912,1539,4520,0.26604,0.29220
2004,Hesse,Yes,0.52889,959,1437,0.50308,0.55471
2004,Hesse,No,0.27055,478,1437,0.24757,0.29353
2004,"Rhineland-Palatinate, Saarland",Yes,0.55049,864,1299,0.52343,0.57756
2004,"Rhineland-Palatinate, Saarland",No,0.26397,435,1299,0.23999,0.28795
2004,Baden-Wuerttemberg,Yes,0.56979,1760,2598,0.55075,0.58883
2004,Baden-Wuerttemberg,No,0.23487,838,2598,0.21857,0.25117
2004,Bavaria,Yes,0.58268,2051,3037,0.56514,0.60022
2004,Bavaria,No,0.25970,986,3037,0.24410,0.27530
2004,Berlin,Yes,0.58783,554,803,0.55376,0.62189
2004,Berlin,No,0.25371,249,803,0.22360,0.28383
2004,Brandenburg,Yes,0.62296,646,901,0.59129,0.65462
2004,Brandenburg,No,0.24427,255,901,0.21620,0.27234
2004,Mecklenburg-Western Pomerania,Yes,0.58844,353,509,0.54564,0.63123
2004,Mecklenburg-Western Pomerania,No,0.26987,156,509,0.23127,0.30847
2004,Saxony,Yes,0.62781,1111,1565,0.60385,0.65177
2004,Saxony,No,0.23758,454,1565,0.21649,0.25868
2004,Saxony-Anhalt,Yes,0.64155,651,921,0.61056,0.67254
2004,Saxony-Anhalt,No,0.23821,270,921,0.21068,0.26574
2004,Thuringa,Yes,0.61537,665,942,0.58428,0.64645
2004,Thuringa,No,0.25307,277,942,0.22529,0.28085
2005,Schleswig-Holstein,Yes,0.50411,395,641,0.46537,0.54285
2005,Schleswig-Holstein,No,0.33726,246,641,0.30063,0.37389
2005,Hamburg,Yes,0.59746,204,283,0.54022,0.65470
2005,Hamburg,No,0.26648,79,283,0.21488,0.31808
2005,Lower Saxony,Yes,0.58272,1237,1775,0.55978,0.60567
2005,Lower Saxony,No,0.24252,538,1775,0.22257,0.26246
2005,Bremen,Yes,0.64163,100,144,0.56304,0.72023
2005,Bremen,No,0.23273,44,144,0.16347,0.30199
2005,North Rhine-Westphalia,Yes,0.57694,3005,4342,0.56224,0.59164
2005,North Rhine-Westphalia,No,0.25495,1337,4342,0.24199,0.26792
2005,Hesse,Yes,0.58078,965,1366,0.55461,0.60696
2005,Hesse,No,0.24472,401,1366,0.22192,0.26753
2005,"Rhineland-Palatinate, Saarland",Yes,0.56465,847,1238,0.53702,0.59228
2005,"Rhineland-Palatinate, Saarland",No,0.25689,391,1238,0.23254,0.28124
2005,Baden-Wuerttemberg,Yes,0.56786,1710,2507,0.54847,0.58726
2005,Baden-Wuerttemberg,No,0.24705,797,2507,0.23016,0.26393
2005,Bavaria,Yes,0.58649,1989,2883,0.56852,0.60447
2005,Bavaria,No,0.25015,894,2883,0.23434,0.26596
2005,Berlin,Yes,0.58099,513,751,0.54568,0.61630
2005,Berlin,No,0.25662,238,751,0.22536,0.28788
2005,Brandenburg,Yes,0.61242,625,876,0.58014,0.64470
2005,Brandenburg,No,0.24196,251,876,0.21358,0.27034
2005,Mecklenburg-Western Pomerania,Yes,0.58632,337,499,0.54307,0.62958
2005,Mecklenburg-Western Pomerania,No,0.26866,162,499,0.22973,0.30759
2005,Saxony,Yes,0.61273,1064,1512,0.58817,0.63729
2005,Saxony,No,0.24987,448,1512,0.22804,0.27170
2005,Saxony-Anhalt,Yes,0.64192,631,892,0.61044,0.67340
2005,Saxony-Anhalt,No,0.23597,261,892,0.20809,0.26385
2005,Thuringa,Yes,0.61163,639,887,0.57953,0.64372
2005,Thuringa,No,0.24818,248,887,0.21973,0.27662
2006,Schleswig-Holstein,Yes,0.58111,465,672,0.54378,0.61845
2006,Schleswig-Holstein,No,0.24455,207,672,0.21203,0.27707
2006,Hamburg,Yes,0.58965,206,299,0.53380,0.64550
2006,Hamburg,No,0.25662,93,299,0.20703,0.30621
2006,Lower Saxony,Yes,0.55523,1332,1956,0.53320,0.57726
2006,Lower Saxony,No,0.25898,624,1956,0.23956,0.27840
2006,Bremen,Yes,0.52583,87,144,0.44398,0.60767
2006,Bremen,No,0.37440,57,144,0.29507,0.45372
2006,North Rhine-Westphalia,Yes,0.55375,3077,4538,0.53929,0.56822
2006,North Rhine-Westphalia,No,0.27585,1461,4538,0.26285,0.28886
2006,Hesse,Yes,0.57252,1046,1480,0.54731,0.59774
2006,Hesse,No,0.24054,434,1480,0.21875,0.26232
2006,"Rhineland-Palatinate, Saarland",Yes,0.55484,868,1289,0.52770,0.58198
2006,"Rhineland-Palatinate, Saarland",No,0.25930,421,1289,0.23536,0.28323
2006,Baden-Wuerttemberg,Yes,0.55995,1825,2713,0.54127,0.57864
2006,Baden-Wuerttemberg,No,0.25729,888,2713,0.24084,0.27375
2006,Bavaria,Yes,0.58227,2163,3134,0.56500,0.59954
2006,Bavaria,No,0.24647,971,3134,0.23138,0.26156
2006,Berlin,Yes,0.59927,538,779,0.56483,0.63370
2006,Berlin,No,0.26285,241,779,0.23192,0.29378
2006,Brandenburg,Yes,0.58121,657,936,0.54958,0.61283
2006,Brandenburg,No,0.27806,279,936,0.24934,0.30678
2006,Mecklenburg-Western Pomerania,Yes,0.58989,377,547,0.54863,0.63114
2006,Mecklenburg-Western Pomerania,No,0.26879,170,547,0.23161,0.30598
2006,Saxony,Yes,0.59826,1095,1578,0.57406,0.62245
2006,Saxony,No,0.27270,483,1578,0.25071,0.29468
2006,Saxony-Anhalt,Yes,0.59767,615,911,0.56581,0.62953
2006,Saxony-Anhalt,No,0.26421,296,911,0.23556,0.29285
2006,Thuringa,Yes,0.60416,656,947,0.57300,0.63533
2006,Thuringa,No,0.25665,291,947,0.22881,0.28448
2007,Schleswig-Holstein,Yes,0.56889,426,611,0.52959,0.60819
2007,Schleswig-Holstein,No,0.26574,185,611,0.23069,0.30080
2007,Hamburg,Yes,0.65967,223,291,0.60514,0.71421
2007,Hamburg,No,0.21278,68,291,0.16567,0.25988
2007,Lower Saxony,Yes,0.57279,1297,1819,0.55005,0.59553
2007,Lower Saxony,No,0.24959,522,1819,0.22969,0.26948
2007,Bremen,Yes,0.62141,106,147,0.54274,0.70009
2007,Bremen,No,0.27416,41,147,0.20180,0.34652
2007,North Rhine-Westphalia,Yes,0.56831,2903,4184,0.55330,0.58332
2007,North Rhine-Westphalia,No,0.25153,1281,4184,0.23838,0.26468
2007,Hesse,Yes,0.56735,986,1381,0.54121,0.59349
2007,Hesse,No,0.24012,395,1381,0.21759,0.26266
2007,"Rhineland-Palatinate, Saarland",Yes,0.55297,786,1167,0.52443,0.58151
2007,"Rhineland-Palatinate, Saarland",No,0.25524,381,1167,0.23021,0.28027
2007,Baden-Wuerttemberg,Yes,0.57448,1730,2479,0.55501,0.59395
2007,Baden-Wuerttemberg,No,0.24021,749,2479,0.22339,0.25704
2007,Bavaria,Yes,0.59686,2104,2942,0.57913,0.61459
2007,Bavaria,No,0.22659,838,2942,0.21146,0.24172
2007,Berlin,Yes,0.61253,532,750,0.57764,0.64742
2007,Berlin,No,0.24812,218,750,0.21719,0.27906
2007,Brandenburg,Yes,0.63075,635,857,0.59842,0.66308
2007,Brandenburg,No,0.23548,222,857,0.20706,0.26391
2007,Mecklenburg-Western Pomerania,Yes,0.62019,364,504,0.57778,0.66261
2007,Mecklenburg-Western Pomerania,No,0.25274,140,504,0.21476,0.29072
2007,Saxony,Yes,0.62185,1053,1511,0.59739,0.64631
2007,Saxony,No,0.25456,458,1511,0.23259,0.27654
2007,Saxony-Anhalt,Yes,0.58916,601,866,0.55638,0.62195
2007,Saxony-Anhalt,No,0.26656,265,866,0.23709,0.29602
2007,Thuringa,Yes,0.59933,630,906,0.56741,0.63126
2007,Thuringa,No,0.26787,276,906,0.23902,0.29672
2008,Schleswig-Holstein,Yes,0.57761,398,551,0.53633,0.61889
2008,Schleswig-Holstein,No,0.25976,153,551,0.22312,0.29641
2008,Hamburg,Yes,0.63289,205,277,0.57602,0.68976
2008,Hamburg,No,0.23906,72,277,0.18874,0.28938
2008,Lower Saxony,Yes,0.58747,1242,1732,0.56428,0.61066
2008,Lower Saxony,No,0.24383,490,1732,0.22360,0.26405
2008,Bremen,Yes,0.72178,104,137,0.64647,0.79710
2008,Bremen,No,0.17137,33,137,0.10803,0.23470
2008,North Rhine-Westphalia,Yes,0.55718,2682,3911,0.54161,0.57275
2008,North Rhine-Westphalia,No,0.27211,1229,3911,0.25816,0.28606
2008,Hesse,Yes,0.59179,945,1309,0.56515,0.61843
2008,Hesse,No,0.21720,364,1309,0.19485,0.23955
2008,"Rhineland-Palatinate, Saarland",Yes,0.57598,767,1091,0.54664,0.60532
2008,"Rhineland-Palatinate, Saarland",No,0.23891,324,1091,0.21360,0.26423
2008,Baden-Wuerttemberg,Yes,0.56810,1612,2350,0.54807,0.58813
2008,Baden-Wuerttemberg,No,0.25095,738,2350,0.23341,0.26848
2008,Bavaria,Yes,0.59994,1983,2739,0.58159,0.61829
2008,Bavaria,No,0.22638,756,2739,0.21070,0.24205
2008,Berlin,Yes,0.62980,530,715,0.59438,0.66522
2008,Berlin,No,0.22891,185,715,0.19809,0.25973
2008,Brandenburg,Yes,0.56059,574,822,0.52664,0.59454
2008,Brandenburg,No,0.29908,248,822,0.26776,0.33040
2008,Mecklenburg-Western Pomerania,Yes,0.64176,357,485,0.59904,0.68448
2008,Mecklenburg-Western Pomerania,No,0.23613,128,485,0.19829,0.27397
2008,Saxony,Yes,0.62235,1013,1427,0.59718,0.64751
2008,Saxony,No,0.24056,414,1427,0.21838,0.26275
2008,Saxony-Anhalt,Yes,0.62394,551,811,0.59058,0.65730
2008,Saxony-Anhalt,No,0.24673,260,811,0.21704,0.27642
2008,Thuringa,Yes,0.61644,625,870,0.58411,0.64877
2008,Thuringa,No,0.25559,245,870,0.22659,0.28459
2009,Schleswig-Holstein,Yes,0.59756,368,506,0.55479,0.64033
2009,Schleswig-Holstein,No,0.23442,138,506,0.19747,0.27137
2009,Hamburg,Yes,0.67248,201,267,0.61608,0.72888
2009,Hamburg,No,0.24740,66,267,0.19554,0.29926
2009,Lower Saxony,Yes,0.60462,1214,1627,0.58085,0.62838
2009,Lower Saxony,No,0.23546,413,1627,0.21484,0.25608
2009,Bremen,Yes,0.66460,87,120,0.57977,0.74943
2009,Bremen,No,0.25471,33,120,0.17643,0.33300
2009,North Rhine-Westphalia,Yes,0.57730,2532,3619,0.56120,0.59340
2009,North Rhine-Westphalia,No,0.25802,1087,3619,0.24377,0.27228
2009,Hesse,Yes,0.57088,878,1207,0.54294,0.59881
2009,Hesse,No,0.24062,329,1207,0.21649,0.26474
2009,"Rhineland-Palatinate, Saarland",Yes,0.58730,750,1017,0.55703,0.61757
2009,"Rhineland-Palatinate, Saarland",No,0.22875,267,1017,0.20292,0.25457
2009,Baden-Wuerttemberg,Yes,0.58991,1509,2098,0.56886,0.61097
2009,Baden-Wuerttemberg,No,0.23484,589,2098,0.21670,0.25299
2009,Bavaria,Yes,0.60014,1899,2591,0.58128,0.61901
2009,Bavaria,No,0.23562,692,2591,0.21927,0.25196
2009,Berlin,Yes,0.68047,528,681,0.64543,0.71552
2009,Berlin,No,0.18525,153,681,0.15605,0.21445
2009,Brandenburg,Yes,0.60678,588,787,0.57263,0.64093
2009,Brandenburg,No,0.24178,199,787,0.21185,0.27172
2009,Mecklenburg-Western Pomerania,Yes,0.63186,331,465,0.58797,0.67574
2009,Mecklenburg-Western Pomerania,No,0.24763,134,465,0.20835,0.28690
2009,Saxony,Yes,0.60477,979,1364,0.57881,0.63073
2009,Saxony,No,0.25499,385,1364,0.23185,0.27813
2009,Saxony-Anhalt,Yes,0.65391,549,767,0.62022,0.68760
2009,Saxony-Anhalt,No,0.22945,218,767,0.19967,0.25923
2009,Thuringa,Yes,0.61383,598,819,0.58046,0.64719
2009,Thuringa,No,0.23231,221,819,0.20337,0.26125
2010,Schleswig-Holstein,Yes,0.60730,522,731,0.57188,0.64273
2010,Schleswig-Holstein,No,0.23564,209,731,0.20485,0.26642
2010,Hamburg,Yes,0.65933,277,383,0.61180,0.70686
2010,Hamburg,No,0.23436,106,383,0.19188,0.27684
2010,Lower Saxony,Yes,0.58455,1526,2172,0.56382,0.60528
2010,Lower Saxony,No,0.24146,646,2172,0.22345,0.25946
2010,Bremen,Yes,0.65384,124,172,0.58253,0.72514
2010,Bremen,No,0.23806,48,172,0.17423,0.30190
2010,North Rhine-Westphalia,Yes,0.55999,3230,4955,0.54617,0.57381
2010,North Rhine-Westphalia,No,0.26479,1725,4955,0.25250,0.27707
2010,Hesse,Yes,0.57795,1152,1664,0.55422,0.60169
2010,Hesse,No,0.23539,512,1664,0.21500,0.25578
2010,"Rhineland-Palatinate, Saarland",Yes,0.56766,902,1334,0.54107,0.59426
2010,"Rhineland-Palatinate, Saarland",No,0.27255,432,1334,0.24864,0.29645
2010,Baden-Wuerttemberg,Yes,0.57064,1963,2879,0.55256,0.58873
2010,Baden-Wuerttemberg,No,0.25280,916,2879,0.23692,0.26868
2010,Bavaria,Yes,0.60975,2508,3556,0.59371,0.62579
2010,Bavaria,No,0.22545,1048,3556,0.21171,0.23918
2010,Berlin,Yes,0.64265,642,922,0.61170,0.67360
2010,Berlin,No,0.22783,280,922,0.20074,0.25492
2010,Brandenburg,Yes,0.61616,678,948,0.58519,0.64714
2010,Brandenburg,No,0.24151,270,948,0.21425,0.26877
2010,Mecklenburg-Western Pomerania,Yes,0.65053,418,583,0.61180,0.68927
2010,Mecklenburg-Western Pomerania,No,0.20529,165,583,0.17248,0.23811
2010,Saxony,Yes,0.63807,1148,1664,0.61498,0.66117
2010,Saxony,No,0.22349,516,1664,0.20347,0.24351
2010,Saxony-Anhalt,Yes,0.62680,638,906,0.59529,0.65832
2010,Saxony-Anhalt,No,0.24858,268,906,0.22042,0.27673
2010,Thuringa,Yes,0.65704,674,949,0.62682,0.68725
2010,Thuringa,No,0.21644,275,949,0.19023,0.24266
2011,Schleswig-Holstein,Yes,0.61772,694,983,0.58733,0.64811
2011,Schleswig-Holstein,No,0.21759,289,983,0.19179,0.24340
2011,Hamburg,Yes,0.57742,297,428,0.53056,0.62427
2011,Hamburg,No,0.29421,131,428,0.25099,0.33743
2011,Lower Saxony,Yes,0.60478,1868,2632,0.58610,0.62346
2011,Lower Saxony,No,0.22404,764,2632,0.20810,0.23997
2011,Bremen,Yes,0.64577,134,189,0.57740,0.71414
2011,Bremen,No,0.21235,55,189,0.15389,0.27081
2011,North Rhine-Westphalia,Yes,0.58467,3966,5712,0.57189,0.59745
2011,North Rhine-Westphalia,No,0.24566,1746,5712,0.23449,0.25682
2011,Hesse,Yes,0.57555,1400,1959,0.55366,0.59744
2011,Hesse,No,0.22822,559,1959,0.20963,0.24681
2011,"Rhineland-Palatinate, Saarland",Yes,0.56341,1106,1608,0.53916,0.58766
2011,"Rhineland-Palatinate, Saarland",No,0.26243,502,1608,0.24092,0.28394
2011,Baden-Wuerttemberg,Yes,0.59164,2482,3526,0.57542,0.60787
2011,Baden-Wuerttemberg,No,0.22828,1044,3526,0.21443,0.24214
2011,Bavaria,Yes,0.60221,3117,4424,0.58779,0.61664
2011,Bavaria,No,0.23519,1307,4424,0.22269,0.24769
2011,Berlin,Yes,0.65322,735,1015,0.62392,0.68251
2011,Berlin,No,0.20871,280,1015,0.18369,0.23372
2011,Brandenburg,Yes,0.63288,816,1139,0.60488,0.66089
2011,Brandenburg,No,0.22529,323,1139,0.20101,0.24956
2011,Mecklenburg-Western Pomerania,Yes,0.66404,477,657,0.62790,0.70019
2011,Mecklenburg-Western Pomerania,No,0.20300,180,657,0.17222,0.23379
2011,Saxony,Yes,0.64394,1335,1835,0.62203,0.66586
2011,Saxony,No,0.20835,500,1835,0.18976,0.22693
2011,Saxony-Anhalt,Yes,0.60519,758,1099,0.57627,0.63410
2011,Saxony-Anhalt,No,0.25592,341,1099,0.23010,0.28173
2011,Thuringa,Yes,0.65690,805,1106,0.62891,0.68489
2011,Thuringa,No,0.21682,301,1106,0.19253,0.24112
2012,Schleswig-Holstein,Yes,0.59138,696,984,0.56065,0.62212
2012,Schleswig-Holstein,No,0.25149,288,984,0.22437,0.27862
2012,Hamburg,Yes,0.66843,323,436,0.62419,0.71267
2012,Hamburg,No,0.20074,113,436,0.16310,0.23838
2012,Lower Saxony,Yes,0.60765,1850,2558,0.58873,0.62658
2012,Lower Saxony,No,0.22347,708,2558,0.20732,0.23962
2012,Bremen,Yes,0.58503,131,195,0.51569,0.65436
2012,Bremen,No,0.26337,64,195,0.20139,0.32535
2012,North Rhine-Westphalia,Yes,0.58181,3847,5520,0.56880,0.59483
2012,North Rhine-Westphalia,No,0.24849,1673,5520,0.23709,0.25989
2012,Hesse,Yes,0.59294,1382,1897,0.57083,0.61506
2012,Hesse,No,0.21538,515,1897,0.19687,0.23388
2012,"Rhineland-Palatinate, Saarland",Yes,0.56564,1083,1563,0.54106,0.59022
2012,"Rhineland-Palatinate, Saarland",No,0.26656,480,1563,0.24463,0.28849
2012,Baden-Wuerttemberg,Yes,0.57852,2321,3331,0.56175,0.59529
2012,Baden-Wuerttemberg,No,0.24585,1010,3331,0.23122,0.26047
2012,Bavaria,Yes,0.59746,3034,4339,0.58286,0.61205
2012,Bavaria,No,0.24092,1305,4339,0.22820,0.25365
2012,Berlin,Yes,0.65427,770,1034,0.62526,0.68327
2012,Berlin,No,0.19190,264,1034,0.16788,0.21591
2012,Brandenburg,Yes,0.62101,766,1094,0.59225,0.64977
2012,Brandenburg,No,0.23734,328,1094,0.21211,0.26256
2012,Mecklenburg-Western Pomerania,Yes,0.62391,462,639,0.58632,0.66150
2012,Mecklenburg-Western Pomerania,No,0.23760,177,639,0.20458,0.27063
2012,Saxony,Yes,0.61415,1319,1832,0.59185,0.63645
2012,Saxony,No,0.23574,513,1832,0.21629,0.25518
2012,Saxony-Anhalt,Yes,0.64497,746,1034,0.61579,0.67415
2012,Saxony-Anhalt,No,0.21889,288,1034,0.19367,0.24411
2012,Thuringa,Yes,0.62830,766,1075,0.59939,0.65720
2012,Thuringa,No,0.23798,309,1075,0.21251,0.26344
2013,Schleswig-Holstein,Yes,0.61409,701,915,0.58253,0.64565
2013,Schleswig-Holstein,No,0.17430,214,915,0.14970,0.19889
2013,Hamburg,Yes,0.53926,290,408,0.49083,0.58769
2013,Hamburg,No,0.22378,118,408,0.18328,0.26427
2013,Lower Saxony,Yes,0.60378,1834,2478,0.58451,0.62304
2013,Lower Saxony,No,0.17904,644,2478,0.16394,0.19413
2013,Bremen,Yes,0.57470,131,183,0.50288,0.64653
2013,Bremen,No,0.16595,52,183,0.11190,0.22000
2013,North Rhine-Westphalia,Yes,0.56124,3725,5127,0.54766,0.57483
2013,North Rhine-Westphalia,No,0.18321,1402,5127,0.17262,0.19380
2013,Hesse,Yes,0.56401,1299,1763,0.54085,0.58716
2013,Hesse,No,0.17820,464,1763,0.16033,0.19607
2013,"Rhineland-Palatinate, Saarland",Yes,0.53863,1007,1441,0.51288,0.56437
2013,"Rhineland-Palatinate, Saarland",No,0.22834,434,1441,0.20666,0.25002
2013,Baden-Wuerttemberg,Yes,0.53685,2151,3023,0.51907,0.55462
2013,Baden-Wuerttemberg,No,0.19670,872,3023,0.18252,0.21087
2013,Bavaria,Yes,0.56702,2917,4043,0.55174,0.58229
2013,Bavaria,No,0.19625,1126,4043,0.18401,0.20850
2013,Berlin,Yes,0.60838,737,986,0.57790,0.63887
2013,Berlin,No,0.16925,249,986,0.14583,0.19266
2013,Brandenburg,Yes,0.61037,741,1023,0.58047,0.64026
2013,Brandenburg,No,0.21225,282,1023,0.18718,0.23732
2013,Mecklenburg-Western Pomerania,Yes,0.64553,452,586,0.60677,0.68430
2013,Mecklenburg-Western Pomerania,No,0.19845,134,586,0.16613,0.23077
2013,Saxony,Yes,0.61437,1234,1705,0.59126,0.63748
2013,Saxony,No,0.22922,471,1705,0.20927,0.24918
2013,Saxony-Anhalt,Yes,0.58791,701,966,0.55685,0.61896
2013,Saxony-Anhalt,No,0.25199,265,966,0.22459,0.27938
2013,Thuringa,Yes,0.62600,731,998,0.59596,0.65603
2013,Thuringa,No,0.22480,267,998,0.19889,0.25072
2014,Schleswig-Holstein,Yes,0.64297,676,927,0.61211,0.67383
2014,Schleswig-Holstein,No,0.21183,251,927,0.18551,0.23815
2014,Hamburg,Yes,0.60926,297,441,0.56367,0.65485
2014,Hamburg,No,0.24495,144,441,0.20477,0.28514
2014,Lower Saxony,Yes,0.60452,1847,2598,0.58572,0.62333
2014,Lower Saxony,No,0.23687,751,2598,0.22052,0.25323
2014,Bremen,Yes,0.57283,151,213,0.50624,0.63942
2014,Bremen,No,0.27830,62,213,0.21797,0.33863
2014,North Rhine-Westphalia,Yes,0.59818,3920,5618,0.58536,0.61100
2014,North Rhine-Westphalia,No,0.23160,1698,5618,0.22057,0.24263
2014,Hesse,Yes,0.59061,1327,1877,0.56835,0.61286
2014,Hesse,No,0.24428,550,1877,0.22484,0.26372
2014,"Rhineland-Palatinate, Saarland",Yes,0.57030,1061,1579,0.54587,0.59472
2014,"Rhineland-Palatinate, Saarland",No,0.26610,518,1579,0.24430,0.28791
2014,Baden-Wuerttemberg,Yes,0.57397,2166,3213,0.55687,0.59107
2014,Baden-Wuerttemberg,No,0.26180,1047,3213,0.24660,0.27700
2014,Bavaria,Yes,0.60092,3071,4389,0.58643,0.61541
2014,Bavaria,No,0.23988,1318,4389,0.22724,0.25251
2014,Berlin,Yes,0.61990,709,988,0.58962,0.65018
2014,Berlin,No,0.22258,279,988,0.19663,0.24854
2014,Brandenburg,Yes,0.64204,750,1020,0.61260,0.67147
2014,Brandenburg,No,0.21596,270,1020,0.19070,0.24123
2014,Mecklenburg-Western Pomerania,Yes,0.64363,405,556,0.60378,0.68348
2014,Mecklenburg-Western Pomerania,No,0.21105,151,556,0.17710,0.24499
2014,Saxony,Yes,0.63617,1181,1608,0.61265,0.65970
2014,Saxony,No,0.21809,427,1608,0.19790,0.23828
2014,Saxony-Anhalt,Yes,0.62366,675,964,0.59306,0.65426
2014,Saxony-Anhalt,No,0.24512,289,964,0.21795,0.27229
2014,Thuringa,Yes,0.61334,719,989,0.58298,0.64371
2014,Thuringa,No,0.22264,270,989,0.19670,0.24858
2015,Schleswig-Holstein,Yes,0.61424,622,873,0.58193,0.64655
2015,Schleswig-Holstein,No,0.22664,251,873,0.19885,0.25443
2015,Hamburg,Yes,0.61537,304,425,0.56907,0.66168
2015,Hamburg,No,0.20348,121,425,0.16516,0.24180
