year,age_gr,bula_h,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,17-29 y.,Lower Saxony,No,0.45752,106,236,0.39383,0.52122
1997,17-29 y.,North Rhine-Westphalia,Yes,0.60684,349,607,0.56795,0.64573
1997,17-29 y.,North Rhine-Westphalia,No,0.39316,258,607,0.35427,0.43205
1997,17-29 y.,Hesse,Yes,0.59033,102,180,0.51828,0.66237
1997,17-29 y.,Hesse,No,0.40967,78,180,0.33763,0.48172
1997,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.60542,99,163,0.53015,0.68069
1997,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.38370,64,163,0.30882,0.45859
1997,17-29 y.,Baden-Wuerttemberg,Yes,0.64150,281,446,0.59694,0.68606
1997,17-29 y.,Baden-Wuerttemberg,No,0.35656,165,446,0.31206,0.40107
1997,17-29 y.,Bavaria,Yes,0.59703,237,389,0.54823,0.64584
1997,17-29 y.,Bavaria,No,0.39844,152,389,0.34972,0.44715
1997,17-29 y.,Berlin,Yes,0.69081,66,102,0.60067,0.78094
1997,17-29 y.,Berlin,No,0.30919,36,102,0.21906,0.39933
1997,17-29 y.,Brandenburg,Yes,0.66024,90,137,0.58064,0.73984
1997,17-29 y.,Brandenburg,No,0.31586,47,137,0.23773,0.39399
1997,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.66757,64,99,0.57430,0.76084
1997,17-29 y.,Mecklenburg-Western Pomerania,No,0.33243,35,99,0.23916,0.42570
1997,17-29 y.,Saxony,Yes,0.65343,144,234,0.59233,0.71454
1997,17-29 y.,Saxony,No,0.34426,90,234,0.28325,0.40527
1997,17-29 y.,Saxony-Anhalt,Yes,0.65235,104,160,0.57833,0.72637
1997,17-29 y.,Saxony-Anhalt,No,0.34201,56,160,0.26827,0.41574
1997,17-29 y.,Thuringa,Yes,0.66871,99,158,0.59508,0.74234
1997,17-29 y.,Thuringa,No,0.33129,59,158,0.25766,0.40492
1997,30-45 y.,Schleswig-Holstein,Yes,0.64477,57,90,0.54534,0.74420
1997,30-45 y.,Schleswig-Holstein,No,0.35523,33,90,0.25580,0.45466
1997,30-45 y.,Lower Saxony,Yes,0.59488,216,365,0.54445,0.64532
1997,30-45 y.,Lower Saxony,No,0.40149,149,365,0.35113,0.45185
1997,30-45 y.,North Rhine-Westphalia,Yes,0.58991,507,864,0.55709,0.62272
1997,30-45 y.,North Rhine-Westphalia,No,0.40521,357,864,0.37245,0.43796
1997,30-45 y.,Hesse,Yes,0.65157,176,283,0.59596,0.70718
1997,30-45 y.,Hesse,No,0.34424,107,283,0.28879,0.39970
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.54704,148,260,0.48641,0.60766
1997,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.45015,112,260,0.38956,0.51074
1997,30-45 y.,Baden-Wuerttemberg,Yes,0.64275,380,588,0.60398,0.68151
1997,30-45 y.,Baden-Wuerttemberg,No,0.35297,208,588,0.31431,0.39163
1997,30-45 y.,Bavaria,Yes,0.62628,377,568,0.58646,0.66610
1997,30-45 y.,Bavaria,No,0.37354,191,568,0.33372,0.41336
1997,30-45 y.,Berlin,Yes,0.64823,118,175,0.57727,0.71918
1997,30-45 y.,Berlin,No,0.35177,57,175,0.28082,0.42273
1997,30-45 y.,Brandenburg,Yes,0.56605,118,195,0.49630,0.63579
1997,30-45 y.,Brandenburg,No,0.42650,77,195,0.35690,0.49609
1997,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.57712,76,122,0.48909,0.66514
1997,30-45 y.,Mecklenburg-Western Pomerania,No,0.42288,46,122,0.33486,0.51091
1997,30-45 y.,Saxony,Yes,0.61538,212,348,0.56419,0.66657
1997,30-45 y.,Saxony,No,0.37675,136,348,0.32576,0.42773
1997,30-45 y.,Saxony-Anhalt,Yes,0.62692,123,200,0.55973,0.69412
1997,30-45 y.,Saxony-Anhalt,No,0.37233,77,200,0.30516,0.43950
1997,30-45 y.,Thuringa,Yes,0.56797,133,228,0.50353,0.63241
1997,30-45 y.,Thuringa,No,0.43142,95,228,0.36699,0.49585
1997,46-65 y.,Schleswig-Holstein,Yes,0.74104,59,59,0.62830,0.85378
1997,46-65 y.,Lower Saxony,Yes,0.69761,220,303,0.64581,0.74941
1997,46-65 y.,Lower Saxony,No,0.29858,83,303,0.24697,0.35020
1997,46-65 y.,North Rhine-Westphalia,Yes,0.70815,512,741,0.67540,0.74091
1997,46-65 y.,North Rhine-Westphalia,No,0.28759,229,741,0.25497,0.32020
1997,46-65 y.,Hesse,Yes,0.70678,195,270,0.65238,0.76119
1997,46-65 y.,Hesse,No,0.28907,75,270,0.23490,0.34325
1997,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.76055,129,180,0.69804,0.82307
1997,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.23778,51,180,0.17541,0.30014
1997,46-65 y.,Baden-Wuerttemberg,Yes,0.79287,380,473,0.75631,0.82943
1997,46-65 y.,Baden-Wuerttemberg,No,0.20504,93,473,0.16861,0.24146
1997,46-65 y.,Bavaria,Yes,0.78073,347,458,0.74280,0.81867
1997,46-65 y.,Bavaria,No,0.21707,111,458,0.17928,0.25487
1997,46-65 y.,Berlin,Yes,0.80517,131,170,0.74545,0.86488
1997,46-65 y.,Berlin,No,0.19483,39,170,0.13512,0.25455
1997,46-65 y.,Brandenburg,Yes,0.81622,156,193,0.76143,0.87100
1997,46-65 y.,Brandenburg,No,0.18128,37,193,0.12678,0.23577
1997,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.79295,104,135,0.72435,0.86156
1997,46-65 y.,Mecklenburg-Western Pomerania,No,0.20705,31,135,0.13844,0.27565
1997,46-65 y.,Saxony,Yes,0.81691,288,360,0.77690,0.85691
1997,46-65 y.,Saxony,No,0.17316,72,360,0.13401,0.21230
1997,46-65 y.,Saxony-Anhalt,Yes,0.72708,165,222,0.66835,0.78581
1997,46-65 y.,Saxony-Anhalt,No,0.27292,57,222,0.21419,0.33165
1997,46-65 y.,Thuringa,Yes,0.75896,142,194,0.69862,0.81931
1997,46-65 y.,Thuringa,No,0.24104,52,194,0.18069,0.30138
1997,66 and older,Lower Saxony,Yes,0.85290,107,107,0.78547,0.92033
1997,66 and older,North Rhine-Westphalia,Yes,0.83836,238,281,0.79524,0.88148
1997,66 and older,North Rhine-Westphalia,No,0.14782,43,281,0.10625,0.18939
1997,66 and older,Hesse,Yes,0.80115,94,94,0.72003,0.88228
1997,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.85615,93,93,0.78443,0.92786
1997,66 and older,Baden-Wuerttemberg,Yes,0.90292,174,174,0.85880,0.94704
1997,66 and older,Bavaria,Yes,0.88801,184,184,0.84232,0.93370
1997,66 and older,Berlin,Yes,0.85957,53,53,0.76513,0.95400
1997,66 and older,Brandenburg,Yes,0.91403,61,61,0.84309,0.98496
1997,66 and older,Mecklenburg-Western Pomerania,Yes,0.92714,32,32,0.83565,1.01863
1997,66 and older,Saxony,Yes,0.94166,131,131,0.90137,0.98195
1997,66 and older,Saxony-Anhalt,Yes,0.94108,77,77,0.88814,0.99402
1997,66 and older,Thuringa,Yes,0.94826,75,75,0.89779,0.99873
1998,17-29 y.,Schleswig-Holstein,Yes,0.49731,35,66,0.37575,0.61886
1998,17-29 y.,Schleswig-Holstein,No,0.50269,31,66,0.38114,0.62425
1998,17-29 y.,Lower Saxony,Yes,0.55403,161,271,0.49474,0.61332
1998,17-29 y.,Lower Saxony,No,0.43609,110,271,0.37694,0.49525
1998,17-29 y.,North Rhine-Westphalia,Yes,0.57304,359,626,0.53426,0.61182
1998,17-29 y.,North Rhine-Westphalia,No,0.42439,267,626,0.38564,0.46314
1998,17-29 y.,Hesse,Yes,0.57145,110,195,0.50181,0.64109
1998,17-29 y.,Hesse,No,0.42434,85,195,0.35479,0.49389
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.58168,94,160,0.50501,0.65836
1998,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.41327,66,160,0.33673,0.48981
1998,17-29 y.,Baden-Wuerttemberg,Yes,0.59476,269,439,0.54878,0.64074
1998,17-29 y.,Baden-Wuerttemberg,No,0.40425,170,439,0.35829,0.45021
1998,17-29 y.,Bavaria,Yes,0.61374,254,409,0.56650,0.66099
1998,17-29 y.,Bavaria,No,0.38216,155,409,0.33501,0.42931
1998,17-29 y.,Berlin,Yes,0.58320,63,109,0.49022,0.67619
1998,17-29 y.,Berlin,No,0.40017,46,109,0.30777,0.49258
1998,17-29 y.,Brandenburg,Yes,0.60975,95,146,0.53035,0.68915
1998,17-29 y.,Brandenburg,No,0.38702,51,146,0.30774,0.46630
1998,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.60884,61,98,0.51172,0.70596
1998,17-29 y.,Mecklenburg-Western Pomerania,No,0.38410,37,98,0.28731,0.48090
1998,17-29 y.,Saxony,Yes,0.58102,145,254,0.52023,0.64182
1998,17-29 y.,Saxony,No,0.40947,109,254,0.34888,0.47006
1998,17-29 y.,Saxony-Anhalt,Yes,0.54487,84,148,0.46437,0.62538
1998,17-29 y.,Saxony-Anhalt,No,0.43409,64,148,0.35397,0.51422
1998,17-29 y.,Thuringa,Yes,0.53039,96,171,0.45536,0.60541
1998,17-29 y.,Thuringa,No,0.46961,75,171,0.39459,0.54464
1998,30-45 y.,Schleswig-Holstein,Yes,0.62750,78,124,0.54206,0.71294
1998,30-45 y.,Schleswig-Holstein,No,0.36782,46,124,0.28260,0.45304
1998,30-45 y.,Lower Saxony,Yes,0.58137,249,419,0.53407,0.62866
1998,30-45 y.,Lower Saxony,No,0.40517,170,419,0.35811,0.45223
1998,30-45 y.,North Rhine-Westphalia,Yes,0.54984,543,971,0.51853,0.58115
1998,30-45 y.,North Rhine-Westphalia,No,0.44342,428,971,0.41215,0.47468
1998,30-45 y.,Hesse,Yes,0.57439,177,309,0.51917,0.62961
1998,30-45 y.,Hesse,No,0.41940,132,309,0.36429,0.47451
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.56453,177,296,0.50795,0.62111
1998,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.43547,119,296,0.37889,0.49205
1998,30-45 y.,Baden-Wuerttemberg,Yes,0.62942,413,636,0.59186,0.66699
1998,30-45 y.,Baden-Wuerttemberg,No,0.35655,223,636,0.31929,0.39380
1998,30-45 y.,Bavaria,Yes,0.59509,384,628,0.55666,0.63351
1998,30-45 y.,Bavaria,No,0.38833,244,628,0.35018,0.42648
1998,30-45 y.,Berlin,Yes,0.64733,115,184,0.57810,0.71656
1998,30-45 y.,Berlin,No,0.35267,69,184,0.28344,0.42190
1998,30-45 y.,Brandenburg,Yes,0.59977,117,190,0.52992,0.66962
1998,30-45 y.,Brandenburg,No,0.40023,73,190,0.33038,0.47008
1998,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.54871,80,130,0.46283,0.63458
1998,30-45 y.,Mecklenburg-Western Pomerania,No,0.43887,50,130,0.35324,0.52451
1998,30-45 y.,Saxony,Yes,0.56670,216,385,0.51714,0.61627
1998,30-45 y.,Saxony,No,0.43330,169,385,0.38373,0.48286
1998,30-45 y.,Saxony-Anhalt,Yes,0.59721,121,204,0.52974,0.66468
1998,30-45 y.,Saxony-Anhalt,No,0.39270,83,204,0.32552,0.45987
1998,30-45 y.,Thuringa,Yes,0.63791,151,244,0.57748,0.69834
1998,30-45 y.,Thuringa,No,0.36078,93,244,0.30040,0.42116
1998,46-65 y.,Schleswig-Holstein,Yes,0.69264,70,104,0.60353,0.78175
1998,46-65 y.,Schleswig-Holstein,No,0.30736,34,104,0.21825,0.39647
1998,46-65 y.,Hamburg,Yes,0.69560,35,35,0.54092,0.85027
1998,46-65 y.,Lower Saxony,Yes,0.70252,253,352,0.65470,0.75035
1998,46-65 y.,Lower Saxony,No,0.29359,99,352,0.24595,0.34123
1998,46-65 y.,North Rhine-Westphalia,Yes,0.69703,592,873,0.66653,0.72753
1998,46-65 y.,North Rhine-Westphalia,No,0.28702,281,873,0.25699,0.31704
1998,46-65 y.,Hesse,Yes,0.69120,215,309,0.63960,0.74280
1998,46-65 y.,Hesse,No,0.29356,94,309,0.24270,0.34442
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.65333,146,215,0.58956,0.71709
1998,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.33522,69,215,0.27197,0.39847
1998,46-65 y.,Baden-Wuerttemberg,Yes,0.75392,390,515,0.71668,0.79116
1998,46-65 y.,Baden-Wuerttemberg,No,0.23641,125,515,0.19968,0.27314
1998,46-65 y.,Bavaria,Yes,0.72503,392,546,0.68755,0.76252
1998,46-65 y.,Bavaria,No,0.26842,154,546,0.23121,0.30562
1998,46-65 y.,Berlin,Yes,0.71247,116,164,0.64298,0.78195
1998,46-65 y.,Berlin,No,0.26963,48,164,0.20150,0.33775
1998,46-65 y.,Brandenburg,Yes,0.75188,167,213,0.69373,0.81002
1998,46-65 y.,Brandenburg,No,0.24546,46,213,0.18753,0.30340
1998,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.74798,103,141,0.67606,0.81990
1998,46-65 y.,Mecklenburg-Western Pomerania,No,0.25202,38,141,0.18010,0.32394
1998,46-65 y.,Saxony,Yes,0.75446,297,385,0.71141,0.79751
1998,46-65 y.,Saxony,No,0.23314,88,385,0.19085,0.27543
1998,46-65 y.,Saxony-Anhalt,Yes,0.70379,172,246,0.64661,0.76096
1998,46-65 y.,Saxony-Anhalt,No,0.29168,74,246,0.23477,0.34860
1998,46-65 y.,Thuringa,Yes,0.73931,158,220,0.68117,0.79746
1998,46-65 y.,Thuringa,No,0.26069,62,220,0.20254,0.31883
1998,66 and older,Schleswig-Holstein,Yes,0.72439,40,40,0.58416,0.86463
1998,66 and older,Lower Saxony,Yes,0.82268,119,119,0.75376,0.89159
1998,66 and older,North Rhine-Westphalia,Yes,0.87444,300,347,0.83952,0.90935
1998,66 and older,North Rhine-Westphalia,No,0.11419,47,347,0.08068,0.14770
1998,66 and older,Hesse,Yes,0.80715,104,104,0.73096,0.88334
1998,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.78348,103,103,0.70355,0.86341
1998,66 and older,Baden-Wuerttemberg,Yes,0.86869,183,183,0.81962,0.91775
1998,66 and older,Bavaria,Yes,0.85594,230,273,0.81421,0.89767
1998,66 and older,Bavaria,No,0.13109,43,273,0.09098,0.17120
1998,66 and older,Berlin,Yes,0.87685,59,59,0.79228,0.96142
1998,66 and older,Brandenburg,Yes,0.90023,64,64,0.82622,0.97423
1998,66 and older,Mecklenburg-Western Pomerania,Yes,0.94117,36,36,0.86321,1.01913
1998,66 and older,Saxony,Yes,0.93605,140,140,0.89537,0.97672
1998,66 and older,Saxony-Anhalt,Yes,0.86639,77,77,0.78989,0.94288
1998,66 and older,Thuringa,Yes,0.93202,88,88,0.87912,0.98491
1999,17-29 y.,Lower Saxony,Yes,0.62127,157,260,0.56219,0.68034
1999,17-29 y.,Lower Saxony,No,0.37873,103,260,0.31966,0.43781
1999,17-29 y.,North Rhine-Westphalia,Yes,0.60273,348,585,0.56304,0.64242
1999,17-29 y.,North Rhine-Westphalia,No,0.39254,237,585,0.35293,0.43214
1999,17-29 y.,Hesse,Yes,0.61159,105,178,0.53978,0.68339
1999,17-29 y.,Hesse,No,0.38841,73,178,0.31661,0.46022
1999,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.69681,93,141,0.62067,0.77295
1999,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.29739,48,141,0.22167,0.37311
1999,17-29 y.,Baden-Wuerttemberg,Yes,0.61935,256,414,0.57252,0.66618
1999,17-29 y.,Baden-Wuerttemberg,No,0.37342,158,414,0.32677,0.42007
1999,17-29 y.,Bavaria,Yes,0.70956,251,375,0.66355,0.75557
1999,17-29 y.,Bavaria,No,0.28547,124,375,0.23970,0.33124
1999,17-29 y.,Berlin,Yes,0.62416,72,105,0.53108,0.71725
1999,17-29 y.,Berlin,No,0.33989,33,105,0.24886,0.43093
1999,17-29 y.,Brandenburg,Yes,0.67548,94,137,0.59679,0.75417
1999,17-29 y.,Brandenburg,No,0.32452,43,137,0.24583,0.40321
1999,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.59072,65,98,0.49286,0.68857
1999,17-29 y.,Mecklenburg-Western Pomerania,No,0.40928,33,98,0.31143,0.50714
1999,17-29 y.,Saxony,Yes,0.57068,148,246,0.50870,0.63266
1999,17-29 y.,Saxony,No,0.42673,98,246,0.36480,0.48867
1999,17-29 y.,Saxony-Anhalt,Yes,0.65822,104,155,0.58331,0.73313
1999,17-29 y.,Saxony-Anhalt,No,0.33533,51,155,0.26076,0.40989
1999,17-29 y.,Thuringa,Yes,0.65426,105,156,0.57938,0.72913
1999,17-29 y.,Thuringa,No,0.34574,51,156,0.27087,0.42062
1999,30-45 y.,Schleswig-Holstein,Yes,0.59648,75,122,0.50906,0.68390
1999,30-45 y.,Schleswig-Holstein,No,0.39080,47,122,0.30386,0.47775
1999,30-45 y.,Lower Saxony,Yes,0.59248,243,417,0.54526,0.63970
1999,30-45 y.,Lower Saxony,No,0.40387,174,417,0.35672,0.45102
1999,30-45 y.,North Rhine-Westphalia,Yes,0.59706,569,932,0.56555,0.62856
1999,30-45 y.,North Rhine-Westphalia,No,0.39441,363,932,0.36302,0.42580
1999,30-45 y.,Hesse,Yes,0.59558,188,293,0.53929,0.65187
1999,30-45 y.,Hesse,No,0.40037,105,293,0.34417,0.45657
1999,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.62611,188,296,0.57089,0.68132
1999,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.37389,108,296,0.31868,0.42911
1999,30-45 y.,Baden-Wuerttemberg,Yes,0.58467,386,626,0.54604,0.62331
1999,30-45 y.,Baden-Wuerttemberg,No,0.41019,240,626,0.37163,0.44875
1999,30-45 y.,Bavaria,Yes,0.63092,420,638,0.59344,0.66839
1999,30-45 y.,Bavaria,No,0.36086,218,638,0.32356,0.39815
1999,30-45 y.,Berlin,Yes,0.60635,109,175,0.53375,0.67894
1999,30-45 y.,Berlin,No,0.38709,66,175,0.31471,0.45946
1999,30-45 y.,Brandenburg,Yes,0.60932,108,179,0.53764,0.68099
1999,30-45 y.,Brandenburg,No,0.39068,71,179,0.31901,0.46236
1999,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.57362,81,130,0.48827,0.65896
1999,30-45 y.,Mecklenburg-Western Pomerania,No,0.42638,49,130,0.34104,0.51173
1999,30-45 y.,Saxony,Yes,0.58444,237,382,0.53496,0.63393
1999,30-45 y.,Saxony,No,0.41556,145,382,0.36607,0.46504
1999,30-45 y.,Saxony-Anhalt,Yes,0.62649,125,203,0.55978,0.69320
1999,30-45 y.,Saxony-Anhalt,No,0.36361,78,203,0.29728,0.42995
1999,30-45 y.,Thuringa,Yes,0.68630,164,241,0.62759,0.74500
1999,30-45 y.,Thuringa,No,0.31370,77,241,0.25500,0.37241
1999,46-65 y.,Schleswig-Holstein,Yes,0.66860,70,102,0.57680,0.76041
1999,46-65 y.,Schleswig-Holstein,No,0.32299,32,102,0.23179,0.41419
1999,46-65 y.,Hamburg,Yes,0.69941,32,32,0.53800,0.86082
1999,46-65 y.,Lower Saxony,Yes,0.76605,263,342,0.72112,0.81099
1999,46-65 y.,Lower Saxony,No,0.22633,79,342,0.18191,0.27074
1999,46-65 y.,North Rhine-Westphalia,Yes,0.67683,583,837,0.64513,0.70854
1999,46-65 y.,North Rhine-Westphalia,No,0.31460,254,837,0.28312,0.34608
1999,46-65 y.,Hesse,Yes,0.72882,211,291,0.67765,0.77999
1999,46-65 y.,Hesse,No,0.26755,80,291,0.21660,0.31850
1999,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.73018,152,208,0.66971,0.79064
1999,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.26982,56,208,0.20936,0.33029
1999,46-65 y.,Baden-Wuerttemberg,Yes,0.80448,383,472,0.76867,0.84030
1999,46-65 y.,Baden-Wuerttemberg,No,0.18714,89,472,0.15192,0.22236
1999,46-65 y.,Bavaria,Yes,0.74427,381,508,0.70629,0.78225
1999,46-65 y.,Bavaria,No,0.25573,127,508,0.21775,0.29371
1999,46-65 y.,Berlin,Yes,0.79458,121,159,0.73158,0.85758
1999,46-65 y.,Berlin,No,0.19513,38,159,0.13333,0.25692
1999,46-65 y.,Brandenburg,Yes,0.82319,175,206,0.77096,0.87541
1999,46-65 y.,Brandenburg,No,0.17681,31,206,0.12459,0.22904
1999,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.71692,94,131,0.63948,0.79436
1999,46-65 y.,Mecklenburg-Western Pomerania,No,0.28308,37,131,0.20564,0.36052
1999,46-65 y.,Saxony,Yes,0.74391,279,371,0.69943,0.78838
1999,46-65 y.,Saxony,No,0.25609,92,371,0.21162,0.30057
1999,46-65 y.,Saxony-Anhalt,Yes,0.74037,189,243,0.68513,0.79561
1999,46-65 y.,Saxony-Anhalt,No,0.25314,54,243,0.19836,0.30793
1999,46-65 y.,Thuringa,Yes,0.75868,168,227,0.70289,0.81446
1999,46-65 y.,Thuringa,No,0.24132,59,227,0.18554,0.29711
1999,66 and older,Schleswig-Holstein,Yes,0.80925,33,33,0.67312,0.94538
1999,66 and older,Lower Saxony,Yes,0.86527,125,125,0.80518,0.92537
1999,66 and older,North Rhine-Westphalia,Yes,0.87411,283,324,0.83794,0.91029
1999,66 and older,North Rhine-Westphalia,No,0.12047,41,324,0.08497,0.15596
1999,66 and older,Hesse,Yes,0.85991,112,112,0.79534,0.92448
1999,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.84506,106,106,0.77584,0.91427
1999,66 and older,Baden-Wuerttemberg,Yes,0.92396,190,190,0.88618,0.96175
1999,66 and older,Bavaria,Yes,0.87685,229,266,0.83728,0.91641
1999,66 and older,Bavaria,No,0.11872,37,266,0.07978,0.15767
1999,66 and older,Berlin,Yes,0.86085,59,59,0.77178,0.94993
1999,66 and older,Brandenburg,Yes,0.91185,68,68,0.84396,0.97974
1999,66 and older,Mecklenburg-Western Pomerania,Yes,0.78533,32,32,0.64080,0.92987
1999,66 and older,Saxony,Yes,0.94657,144,144,0.90970,0.98343
1999,66 and older,Saxony-Anhalt,Yes,0.94465,83,83,0.89515,0.99414
1999,66 and older,Thuringa,Yes,0.94152,90,90,0.89277,0.99027
2000,17-29 y.,Schleswig-Holstein,Yes,0.47470,47,102,0.37731,0.57209
2000,17-29 y.,Schleswig-Holstein,No,0.52530,55,102,0.42791,0.62269
2000,17-29 y.,Lower Saxony,Yes,0.59022,237,391,0.54141,0.63903
2000,17-29 y.,Lower Saxony,No,0.40165,154,391,0.35299,0.45030
2000,17-29 y.,North Rhine-Westphalia,Yes,0.58312,553,942,0.55162,0.61462
2000,17-29 y.,North Rhine-Westphalia,No,0.41450,389,942,0.38302,0.44597
2000,17-29 y.,Hesse,Yes,0.59123,180,298,0.53531,0.64714
2000,17-29 y.,Hesse,No,0.40228,118,298,0.34651,0.45804
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.60554,140,226,0.54168,0.66940
2000,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.38970,86,226,0.32598,0.45343
2000,17-29 y.,Baden-Wuerttemberg,Yes,0.58140,373,626,0.54273,0.62008
2000,17-29 y.,Baden-Wuerttemberg,No,0.41494,253,626,0.37631,0.45357
2000,17-29 y.,Bavaria,Yes,0.60976,369,622,0.57139,0.64813
2000,17-29 y.,Bavaria,No,0.38882,253,622,0.35048,0.42716
2000,17-29 y.,Berlin,Yes,0.54449,87,146,0.46343,0.62556
2000,17-29 y.,Berlin,No,0.42362,59,146,0.34319,0.50405
2000,17-29 y.,Brandenburg,Yes,0.53421,126,216,0.46753,0.60089
2000,17-29 y.,Brandenburg,No,0.45746,90,216,0.39087,0.52406
2000,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.60544,86,129,0.52077,0.69011
2000,17-29 y.,Mecklenburg-Western Pomerania,No,0.38571,43,129,0.30139,0.47004
2000,17-29 y.,Saxony,Yes,0.57837,210,341,0.52588,0.63086
2000,17-29 y.,Saxony,No,0.40930,131,341,0.35704,0.46157
2000,17-29 y.,Saxony-Anhalt,Yes,0.50565,116,213,0.43835,0.57295
2000,17-29 y.,Saxony-Anhalt,No,0.47407,97,213,0.40685,0.54128
2000,17-29 y.,Thuringa,Yes,0.58049,133,221,0.51528,0.64570
2000,17-29 y.,Thuringa,No,0.41266,88,221,0.34760,0.47771
2000,30-45 y.,Schleswig-Holstein,Yes,0.59312,138,233,0.52990,0.65633
2000,30-45 y.,Schleswig-Holstein,No,0.39468,95,233,0.33179,0.45758
2000,30-45 y.,Hamburg,Yes,0.64532,60,60,0.52325,0.76740
2000,30-45 y.,Lower Saxony,Yes,0.54776,395,700,0.51087,0.58466
2000,30-45 y.,Lower Saxony,No,0.45008,305,700,0.41320,0.48697
2000,30-45 y.,Bremen,Yes,0.76139,39,39,0.62587,0.89692
2000,30-45 y.,North Rhine-Westphalia,Yes,0.60447,1028,1709,0.58128,0.62766
2000,30-45 y.,North Rhine-Westphalia,No,0.39302,681,1709,0.36985,0.41618
2000,30-45 y.,Hesse,Yes,0.60238,358,590,0.56286,0.64191
2000,30-45 y.,Hesse,No,0.39762,232,590,0.35809,0.43714
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.60262,330,561,0.56209,0.64315
2000,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.39279,231,561,0.35234,0.43324
2000,30-45 y.,Baden-Wuerttemberg,Yes,0.58736,653,1071,0.55786,0.61686
2000,30-45 y.,Baden-Wuerttemberg,No,0.40913,418,1071,0.37967,0.43859
2000,30-45 y.,Bavaria,Yes,0.58992,719,1183,0.56188,0.61796
2000,30-45 y.,Bavaria,No,0.40712,464,1183,0.37911,0.43513
2000,30-45 y.,Berlin,Yes,0.56745,161,276,0.50889,0.62601
2000,30-45 y.,Berlin,No,0.41359,115,276,0.35538,0.47179
2000,30-45 y.,Brandenburg,Yes,0.59546,186,301,0.53992,0.65100
2000,30-45 y.,Brandenburg,No,0.40454,115,301,0.34900,0.46008
2000,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.60274,108,171,0.52918,0.67630
2000,30-45 y.,Mecklenburg-Western Pomerania,No,0.39102,63,171,0.31766,0.46437
2000,30-45 y.,Saxony,Yes,0.61581,360,585,0.57636,0.65526
2000,30-45 y.,Saxony,No,0.38129,225,585,0.34189,0.42068
2000,30-45 y.,Saxony-Anhalt,Yes,0.55824,164,289,0.50089,0.61560
2000,30-45 y.,Saxony-Anhalt,No,0.44176,125,289,0.38440,0.49911
2000,30-45 y.,Thuringa,Yes,0.60499,199,335,0.55256,0.65742
2000,30-45 y.,Thuringa,No,0.39501,136,335,0.34258,0.44744
2000,46-65 y.,Schleswig-Holstein,Yes,0.64420,151,246,0.58425,0.70415
2000,46-65 y.,Schleswig-Holstein,No,0.34848,95,246,0.28881,0.40814
2000,46-65 y.,Hamburg,Yes,0.73524,83,118,0.65529,0.81518
2000,46-65 y.,Hamburg,No,0.26476,35,118,0.18482,0.34471
2000,46-65 y.,Lower Saxony,Yes,0.73375,460,613,0.69873,0.76877
2000,46-65 y.,Lower Saxony,No,0.25843,153,613,0.22374,0.29311
2000,46-65 y.,Bremen,Yes,0.67813,39,39,0.52958,0.82668
2000,46-65 y.,North Rhine-Westphalia,Yes,0.68415,1178,1712,0.66212,0.70617
2000,46-65 y.,North Rhine-Westphalia,No,0.31143,534,1712,0.28949,0.33337
2000,46-65 y.,Hesse,Yes,0.72320,397,543,0.68553,0.76086
2000,46-65 y.,Hesse,No,0.27079,146,543,0.23338,0.30820
