year,age_gr,migback,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,46-65 y.,No migration background,No,0.28811,1733,6048,0.27669,0.29952
2005,46-65 y.,Direct migration background,Yes,0.69204,638,883,0.66157,0.72251
2005,46-65 y.,Direct migration background,No,0.29302,245,883,0.26298,0.32306
2005,46-65 y.,Indirect migration background,Yes,0.68724,32,32,0.52404,0.85045
2005,66 and older,No migration background,Yes,0.87553,2937,3370,0.86438,0.88667
2005,66 and older,No migration background,No,0.11662,433,3370,0.10578,0.12746
2005,66 and older,Direct migration background,Yes,0.83039,311,362,0.79167,0.86910
2005,66 and older,Direct migration background,No,0.15276,51,362,0.11565,0.18987
2006,17-29 y.,No migration background,Yes,0.55908,1722,2882,0.54095,0.57721
2006,17-29 y.,No migration background,No,0.37397,1160,2882,0.35630,0.39164
2006,17-29 y.,Direct migration background,Yes,0.43529,155,321,0.38097,0.48961
2006,17-29 y.,Direct migration background,No,0.53433,166,321,0.47968,0.58899
2006,17-29 y.,Indirect migration background,Yes,0.51752,264,468,0.47220,0.56284
2006,17-29 y.,Indirect migration background,No,0.40718,204,468,0.36262,0.45174
2006,30-45 y.,No migration background,Yes,0.60635,3148,5208,0.59308,0.61962
2006,30-45 y.,No migration background,No,0.38951,2060,5208,0.37627,0.40276
2006,30-45 y.,Direct migration background,Yes,0.58357,455,785,0.54906,0.61808
2006,30-45 y.,Direct migration background,No,0.41643,330,785,0.38192,0.45094
2006,30-45 y.,Indirect migration background,Yes,0.68636,186,277,0.63162,0.74110
2006,30-45 y.,Indirect migration background,No,0.31364,91,277,0.25890,0.36838
2006,46-65 y.,No migration background,Yes,0.68825,4631,6633,0.67711,0.69940
2006,46-65 y.,No migration background,No,0.30967,2002,6633,0.29854,0.32080
2006,46-65 y.,Direct migration background,Yes,0.68216,605,881,0.65140,0.71293
2006,46-65 y.,Direct migration background,No,0.31784,276,881,0.28707,0.34860
2006,46-65 y.,Indirect migration background,Yes,0.59987,32,32,0.42740,0.77234
2006,66 and older,No migration background,Yes,0.86064,3461,4017,0.84993,0.87135
2006,66 and older,No migration background,No,0.13490,556,4017,0.12434,0.14547
2006,66 and older,Direct migration background,Yes,0.86381,336,387,0.82959,0.89802
2006,66 and older,Direct migration background,No,0.13258,51,387,0.09875,0.16641
2007,17-29 y.,No migration background,Yes,0.55179,1602,2671,0.53293,0.57066
2007,17-29 y.,No migration background,No,0.35740,1069,2671,0.33922,0.37558
2007,17-29 y.,Direct migration background,Yes,0.45816,148,266,0.39817,0.51815
2007,17-29 y.,Direct migration background,No,0.47421,118,266,0.41409,0.53433
2007,17-29 y.,Indirect migration background,Yes,0.52827,260,442,0.48168,0.57486
2007,17-29 y.,Indirect migration background,No,0.38734,182,442,0.34187,0.43281
2007,30-45 y.,No migration background,Yes,0.61867,2966,4737,0.60484,0.63250
2007,30-45 y.,No migration background,No,0.37673,1771,4737,0.36292,0.39053
2007,30-45 y.,Direct migration background,Yes,0.55542,407,685,0.51818,0.59266
2007,30-45 y.,Direct migration background,No,0.44072,278,685,0.40351,0.47793
2007,30-45 y.,Indirect migration background,Yes,0.65598,174,270,0.59921,0.71275
2007,30-45 y.,Indirect migration background,No,0.34248,96,270,0.28577,0.39919
2007,46-65 y.,No migration background,Yes,0.70638,4429,6192,0.69503,0.71772
2007,46-65 y.,No migration background,No,0.28689,1763,6192,0.27563,0.29816
2007,46-65 y.,Direct migration background,Yes,0.73314,582,784,0.70216,0.76412
2007,46-65 y.,Direct migration background,No,0.25723,202,784,0.22661,0.28785
2007,46-65 y.,Indirect migration background,Yes,0.69168,38,38,0.54287,0.84048
2007,66 and older,No migration background,Yes,0.87505,3437,3931,0.86471,0.88539
2007,66 and older,No migration background,No,0.11716,494,3931,0.10710,0.12721
2007,66 and older,Direct migration background,Yes,0.85428,323,375,0.81852,0.89004
2007,66 and older,Direct migration background,No,0.14572,52,375,0.10996,0.18148
2008,17-29 y.,No migration background,Yes,0.55828,1475,2483,0.53874,0.57782
2008,17-29 y.,No migration background,No,0.36269,1008,2483,0.34377,0.38160
2008,17-29 y.,Direct migration background,Yes,0.41925,105,223,0.35434,0.48416
2008,17-29 y.,Direct migration background,No,0.55860,118,223,0.49328,0.62392
2008,17-29 y.,Indirect migration background,Yes,0.48140,244,428,0.43401,0.52880
2008,17-29 y.,Indirect migration background,No,0.38736,184,428,0.34115,0.43357
2008,30-45 y.,No migration background,Yes,0.61452,2679,4284,0.59994,0.62910
2008,30-45 y.,No migration background,No,0.38128,1605,4284,0.36674,0.39583
2008,30-45 y.,Direct migration background,Yes,0.59373,359,603,0.55450,0.63297
2008,30-45 y.,Direct migration background,No,0.40307,244,603,0.36388,0.44225
2008,30-45 y.,Indirect migration background,Yes,0.62568,169,267,0.56753,0.68384
2008,30-45 y.,Indirect migration background,No,0.36195,98,267,0.30420,0.41970
2008,46-65 y.,No migration background,Yes,0.70549,4254,5909,0.69387,0.71711
2008,46-65 y.,No migration background,No,0.28749,1655,5909,0.27595,0.29903
2008,46-65 y.,Direct migration background,Yes,0.76056,520,704,0.72901,0.79210
2008,46-65 y.,Direct migration background,No,0.23187,184,704,0.20067,0.26306
2008,46-65 y.,Indirect migration background,Yes,0.69346,38,38,0.54490,0.84202
2008,66 and older,No migration background,Yes,0.87331,3423,3897,0.86287,0.88376
2008,66 and older,No migration background,No,0.11862,474,3897,0.10846,0.12877
2008,66 and older,Direct migration background,Yes,0.86898,314,368,0.83446,0.90351
2008,66 and older,Direct migration background,No,0.13102,54,368,0.09649,0.16554
2009,17-29 y.,No migration background,Yes,0.55719,1406,2283,0.53681,0.57757
2009,17-29 y.,No migration background,No,0.37607,877,2283,0.35620,0.39595
2009,17-29 y.,Direct migration background,Yes,0.48074,98,174,0.40629,0.55520
2009,17-29 y.,Direct migration background,No,0.46421,76,174,0.38989,0.53853
2009,17-29 y.,Indirect migration background,Yes,0.49472,223,385,0.44471,0.54473
2009,17-29 y.,Indirect migration background,No,0.41741,162,385,0.36808,0.46673
2009,30-45 y.,No migration background,Yes,0.64706,2536,3861,0.63198,0.66213
2009,30-45 y.,No migration background,No,0.34827,1325,3861,0.33324,0.36330
2009,30-45 y.,Direct migration background,Yes,0.62663,328,528,0.58533,0.66793
2009,30-45 y.,Direct migration background,No,0.36960,200,528,0.32839,0.41081
2009,30-45 y.,Indirect migration background,Yes,0.59163,163,269,0.53278,0.65047
2009,30-45 y.,Indirect migration background,No,0.40837,106,269,0.34953,0.46722
2009,46-65 y.,No migration background,Yes,0.71512,4109,5633,0.70333,0.72691
2009,46-65 y.,No migration background,No,0.27951,1524,5633,0.26779,0.29123
2009,46-65 y.,Direct migration background,Yes,0.70582,453,616,0.66981,0.74184
2009,46-65 y.,Direct migration background,No,0.28742,163,616,0.25165,0.32318
2009,46-65 y.,Indirect migration background,Yes,0.65716,34,34,0.49521,0.81911
2009,66 and older,No migration background,Yes,0.88545,3376,3802,0.87532,0.89557
2009,66 and older,No migration background,No,0.10771,426,3802,0.09785,0.11756
2009,66 and older,Direct migration background,Yes,0.84195,280,333,0.80271,0.88119
2009,66 and older,Direct migration background,No,0.15427,53,333,0.11541,0.19312
2010,17-29 y.,No migration background,Yes,0.54721,1757,2930,0.52918,0.56523
2010,17-29 y.,No migration background,No,0.38230,1173,2930,0.36470,0.39990
2010,17-29 y.,Direct migration background,Yes,0.48131,253,484,0.43675,0.52587
2010,17-29 y.,Direct migration background,No,0.49237,231,484,0.44778,0.53695
2010,17-29 y.,Indirect migration background,Yes,0.47813,257,470,0.43292,0.52334
2010,17-29 y.,Indirect migration background,No,0.43208,213,470,0.38724,0.47691
2010,30-45 y.,No migration background,Yes,0.63873,4521,7044,0.62751,0.64995
2010,30-45 y.,No migration background,No,0.35348,2523,7044,0.34231,0.36464
2010,30-45 y.,Direct migration background,Yes,0.60192,849,1445,0.57668,0.62717
2010,30-45 y.,Direct migration background,No,0.39347,596,1445,0.36828,0.41867
2010,30-45 y.,Indirect migration background,Yes,0.60561,345,542,0.56443,0.64680
2010,30-45 y.,Indirect migration background,No,0.37945,197,542,0.33856,0.42034
2010,46-65 y.,No migration background,Yes,0.71597,4411,6134,0.70469,0.72726
2010,46-65 y.,No migration background,No,0.27466,1723,6134,0.26348,0.28583
2010,46-65 y.,Direct migration background,Yes,0.66485,464,693,0.62968,0.70002
2010,46-65 y.,Direct migration background,No,0.33437,229,693,0.29922,0.36952
2010,46-65 y.,Indirect migration background,Yes,0.68052,57,57,0.55839,0.80264
2010,66 and older,No migration background,Yes,0.87037,3218,3677,0.85951,0.88123
2010,66 and older,No migration background,No,0.11948,459,3677,0.10899,0.12996
2010,66 and older,Direct migration background,Yes,0.86526,266,315,0.82749,0.90302
2010,66 and older,Direct migration background,No,0.13047,49,315,0.09322,0.16773
2011,17-29 y.,No migration background,Yes,0.58279,2004,3206,0.56572,0.59986
2011,17-29 y.,No migration background,No,0.34501,1202,3206,0.32855,0.36147
2011,17-29 y.,Direct migration background,Yes,0.54661,254,436,0.49983,0.59340
2011,17-29 y.,Direct migration background,No,0.41624,182,436,0.36992,0.46257
2011,17-29 y.,Indirect migration background,Yes,0.48122,305,526,0.43848,0.52396
2011,17-29 y.,Indirect migration background,No,0.41415,221,526,0.37202,0.45629
2011,30-45 y.,No migration background,Yes,0.64347,5047,7820,0.63285,0.65408
2011,30-45 y.,No migration background,No,0.35429,2773,7820,0.34369,0.36490
2011,30-45 y.,Direct migration background,Yes,0.62933,935,1493,0.60482,0.65383
2011,30-45 y.,Direct migration background,No,0.37023,558,1493,0.34573,0.39473
2011,30-45 y.,Indirect migration background,Yes,0.63876,386,607,0.60052,0.67701
2011,30-45 y.,Indirect migration background,No,0.36124,221,607,0.32299,0.39948
2011,46-65 y.,No migration background,Yes,0.71935,5827,8044,0.70953,0.72917
2011,46-65 y.,No migration background,No,0.27749,2217,8044,0.26771,0.28728
2011,46-65 y.,Direct migration background,Yes,0.70197,666,944,0.67278,0.73117
2011,46-65 y.,Direct migration background,No,0.28660,278,944,0.25774,0.31546
2011,46-65 y.,Indirect migration background,Yes,0.75442,91,91,0.66549,0.84335
2011,66 and older,No migration background,Yes,0.87404,4122,4695,0.86455,0.88354
2011,66 and older,No migration background,No,0.11619,573,4695,0.10702,0.12536
2011,66 and older,Direct migration background,Yes,0.83371,348,420,0.79806,0.86937
2011,66 and older,Direct migration background,No,0.16629,72,420,0.13063,0.20194
2012,17-29 y.,No migration background,Yes,0.56760,1916,3076,0.55009,0.58511
2012,17-29 y.,No migration background,No,0.35694,1160,3076,0.34001,0.37388
2012,17-29 y.,Direct migration background,Yes,0.54453,229,386,0.49478,0.59427
2012,17-29 y.,Direct migration background,No,0.42572,157,386,0.37633,0.47511
2012,17-29 y.,Indirect migration background,Yes,0.47566,284,501,0.43189,0.51944
2012,17-29 y.,Indirect migration background,No,0.41551,217,501,0.37231,0.45870
2012,30-45 y.,No migration background,Yes,0.63947,4612,7089,0.62829,0.65065
2012,30-45 y.,No migration background,No,0.35726,2477,7089,0.34610,0.36841
2012,30-45 y.,Direct migration background,Yes,0.60370,844,1395,0.57802,0.62938
2012,30-45 y.,Direct migration background,No,0.39238,551,1395,0.36675,0.41801
2012,30-45 y.,Indirect migration background,Yes,0.62018,383,569,0.58027,0.66009
2012,30-45 y.,Indirect migration background,No,0.37778,186,569,0.33790,0.41765
2012,46-65 y.,No migration background,Yes,0.70900,5973,8275,0.69921,0.71879
2012,46-65 y.,No migration background,No,0.28539,2302,8275,0.27565,0.29512
2012,46-65 y.,Direct migration background,Yes,0.74477,650,929,0.71672,0.77282
2012,46-65 y.,Direct migration background,No,0.25446,279,929,0.22644,0.28248
2012,46-65 y.,Indirect migration background,Yes,0.72848,99,139,0.65427,0.80268
2012,46-65 y.,Indirect migration background,No,0.27152,40,139,0.19732,0.34573
2012,66 and older,No migration background,Yes,0.87020,4160,4752,0.86065,0.87976
2012,66 and older,No migration background,No,0.12175,592,4752,0.11245,0.13105
2012,66 and older,Direct migration background,Yes,0.85950,343,415,0.82603,0.89297
2012,66 and older,Direct migration background,No,0.13619,72,415,0.10315,0.16922
2013,17-29 y.,No migration background,Yes,0.59496,1862,2852,0.57694,0.61298
2013,17-29 y.,No migration background,No,0.31535,990,2852,0.29830,0.33241
2013,17-29 y.,Direct migration background,Yes,0.21182,181,299,0.16543,0.25821
2013,17-29 y.,Direct migration background,No,0.16055,118,299,0.11887,0.20223
2013,17-29 y.,Indirect migration background,Yes,0.32481,338,485,0.28309,0.36653
2013,17-29 y.,Indirect migration background,No,0.12780,147,485,0.09805,0.15754
2013,30-45 y.,No migration background,Yes,0.66050,4222,6298,0.64881,0.67220
2013,30-45 y.,No migration background,No,0.32416,2076,6298,0.31260,0.33572
2013,30-45 y.,Direct migration background,Yes,0.28064,774,1236,0.25558,0.30570
2013,30-45 y.,Direct migration background,No,0.14993,462,1236,0.13002,0.16984
2013,30-45 y.,Indirect migration background,Yes,0.41996,337,513,0.37721,0.46271
2013,30-45 y.,Indirect migration background,No,0.21326,176,513,0.17778,0.24874
2013,46-65 y.,No migration background,Yes,0.74032,5917,7995,0.73071,0.74994
2013,46-65 y.,No migration background,No,0.25398,2078,7995,0.24444,0.26352
2013,46-65 y.,Direct migration background,Yes,0.49084,638,876,0.45772,0.52397
2013,46-65 y.,Direct migration background,No,0.17024,238,876,0.14534,0.19515
2013,46-65 y.,Indirect migration background,Yes,0.61248,97,142,0.53207,0.69290
2013,46-65 y.,Indirect migration background,No,0.32007,45,142,0.24307,0.39707
2013,66 and older,No migration background,Yes,0.86757,3964,4563,0.85773,0.87740
2013,66 and older,No migration background,No,0.12863,599,4563,0.11891,0.13834
2013,66 and older,Direct migration background,Yes,0.77361,319,382,0.73159,0.81564
2013,66 and older,Direct migration background,No,0.16070,63,382,0.12382,0.19757
2014,17-29 y.,No migration background,Yes,0.56209,1607,2647,0.54319,0.58099
2014,17-29 y.,No migration background,No,0.36295,1040,2647,0.34463,0.38127
2014,17-29 y.,Direct migration background,Yes,0.60312,486,790,0.56898,0.63726
2014,17-29 y.,Direct migration background,No,0.36600,304,790,0.33239,0.39961
2014,17-29 y.,Indirect migration background,Yes,0.52486,513,831,0.49089,0.55884
2014,17-29 y.,Indirect migration background,No,0.37246,318,831,0.33957,0.40535
2014,30-45 y.,No migration background,Yes,0.63256,3434,5412,0.61972,0.64541
2014,30-45 y.,No migration background,No,0.36595,1978,5412,0.35311,0.37878
2014,30-45 y.,Direct migration background,Yes,0.59556,1480,2382,0.57585,0.61527
2014,30-45 y.,Direct migration background,No,0.40327,902,2382,0.38357,0.42298
2014,30-45 y.,Indirect migration background,Yes,0.63993,464,699,0.60432,0.67554
2014,30-45 y.,Indirect migration background,No,0.35463,235,699,0.31914,0.39012
2014,46-65 y.,No migration background,Yes,0.72097,5425,7512,0.71083,0.73111
2014,46-65 y.,No migration background,No,0.27594,2087,7512,0.26583,0.28605
2014,46-65 y.,Direct migration background,Yes,0.71539,1137,1592,0.69321,0.73756
2014,46-65 y.,Direct migration background,No,0.28019,455,1592,0.25812,0.30226
2014,46-65 y.,Indirect migration background,Yes,0.69966,124,175,0.63154,0.76777
2014,46-65 y.,Indirect migration background,No,0.29748,51,175,0.22955,0.36541
2014,66 and older,No migration background,Yes,0.86726,3913,4491,0.85734,0.87719
2014,66 and older,No migration background,No,0.12999,578,4491,0.12016,0.13983
2014,66 and older,Direct migration background,Yes,0.85756,370,445,0.82505,0.89007
2014,66 and older,Direct migration background,No,0.14107,75,445,0.10869,0.17344
2015,17-29 y.,No migration background,Yes,0.56788,1607,2551,0.54866,0.58711
2015,17-29 y.,No migration background,No,0.35077,944,2551,0.33224,0.36929
2015,17-29 y.,Direct migration background,Yes,0.40032,352,587,0.36065,0.43999
2015,17-29 y.,Direct migration background,No,0.26022,235,587,0.22470,0.29575
2015,17-29 y.,Indirect migration background,Yes,0.55219,466,769,0.51702,0.58736
2015,17-29 y.,Indirect migration background,No,0.35937,303,769,0.32544,0.39331
2015,30-45 y.,No migration background,Yes,0.64130,3040,4767,0.62768,0.65492
2015,30-45 y.,No migration background,No,0.35041,1727,4767,0.33686,0.36395
2015,30-45 y.,Direct migration background,Yes,0.47306,1202,1968,0.45100,0.49513
2015,30-45 y.,Direct migration background,No,0.34779,766,1968,0.32674,0.36883
2015,30-45 y.,Indirect migration background,Yes,0.64766,425,607,0.60963,0.68569
2015,30-45 y.,Indirect migration background,No,0.30737,182,607,0.27063,0.34411
2015,46-65 y.,No migration background,Yes,0.71772,5204,7247,0.70736,0.72808
2015,46-65 y.,No migration background,No,0.27302,2043,7247,0.26276,0.28327
2015,46-65 y.,Direct migration background,Yes,0.70746,1007,1420,0.68379,0.73113
2015,46-65 y.,Direct migration background,No,0.23723,413,1420,0.21509,0.25936
2015,46-65 y.,Indirect migration background,Yes,0.79918,122,175,0.73965,0.85870
2015,46-65 y.,Indirect migration background,No,0.19883,53,175,0.13953,0.25814
2015,66 and older,No migration background,Yes,0.85744,3828,4435,0.84714,0.86773
2015,66 and older,No migration background,No,0.13673,607,4435,0.12662,0.14684
2015,66 and older,Direct migration background,Yes,0.79264,350,430,0.75428,0.83101
2015,66 and older,Direct migration background,No,0.19932,80,430,0.16152,0.23712
2016,17-29 y.,No migration background,Yes,0.54677,1426,2345,0.52661,0.56692
2016,17-29 y.,No migration background,No,0.36748,919,2345,0.34797,0.38700
2016,17-29 y.,Direct migration background,Yes,0.44594,418,719,0.40958,0.48230
2016,17-29 y.,Direct migration background,No,0.36834,301,719,0.33306,0.40363
2016,17-29 y.,Indirect migration background,Yes,0.53164,425,710,0.49491,0.56837
2016,17-29 y.,Indirect migration background,No,0.35530,285,710,0.32007,0.39053
2016,30-45 y.,No migration background,Yes,0.65448,2691,4232,0.64015,0.66880
2016,30-45 y.,No migration background,No,0.33816,1541,4232,0.32390,0.35241
2016,30-45 y.,Direct migration background,Yes,0.57685,1387,2225,0.55632,0.59739
2016,30-45 y.,Direct migration background,No,0.36327,838,2225,0.34328,0.38326
2016,30-45 y.,Indirect migration background,Yes,0.66061,368,568,0.62163,0.69958
2016,30-45 y.,Indirect migration background,No,0.31933,200,568,0.28095,0.35770
2016,46-65 y.,No migration background,Yes,0.70573,4842,6862,0.69495,0.71652
2016,46-65 y.,No migration background,No,0.29034,2020,6862,0.27960,0.30108
2016,46-65 y.,Direct migration background,Yes,0.69166,1047,1516,0.66840,0.71491
2016,46-65 y.,Direct migration background,No,0.27815,469,1516,0.25559,0.30072
2016,46-65 y.,Indirect migration background,Yes,0.68042,127,184,0.61286,0.74799
2016,46-65 y.,Indirect migration background,No,0.28742,57,184,0.22185,0.35299
2016,66 and older,No migration background,Yes,0.84978,3667,4284,0.83908,0.86048
2016,66 and older,No migration background,No,0.14313,617,4284,0.13264,0.15361
2016,66 and older,Direct migration background,Yes,0.80337,332,406,0.76466,0.84208
2016,66 and older,Direct migration background,No,0.18733,74,406,0.14933,0.22533
2017,17-29 y.,No migration background,Yes,0.59411,1866,2909,0.57627,0.61196
2017,17-29 y.,No migration background,No,0.32496,1043,2909,0.30793,0.34198
2017,17-29 y.,Direct migration background,Yes,0.43978,349,581,0.39939,0.48018
2017,17-29 y.,Direct migration background,No,0.30680,232,581,0.26927,0.34433
2017,17-29 y.,Indirect migration background,Yes,0.57090,495,778,0.53610,0.60571
2017,17-29 y.,Indirect migration background,No,0.32788,283,778,0.29487,0.36088
2017,30-45 y.,No migration background,Yes,0.64718,2968,4543,0.63328,0.66108
2017,30-45 y.,No migration background,No,0.34785,1575,4543,0.33400,0.36171
2017,30-45 y.,Direct migration background,Yes,0.58506,1318,2067,0.56382,0.60631
2017,30-45 y.,Direct migration background,No,0.35231,749,2067,0.33171,0.37291
2017,30-45 y.,Indirect migration background,Yes,0.70306,401,589,0.66613,0.73999
2017,30-45 y.,Indirect migration background,No,0.29323,188,589,0.25644,0.33003
2017,46-65 y.,No migration background,Yes,0.73982,5989,8131,0.73029,0.74936
2017,46-65 y.,No migration background,No,0.25679,2142,8131,0.24729,0.26628
2017,46-65 y.,Direct migration background,Yes,0.71753,1133,1581,0.69533,0.73973
2017,46-65 y.,Direct migration background,No,0.25711,448,1581,0.23556,0.27866
2017,46-65 y.,Indirect migration background,Yes,0.75821,170,224,0.70202,0.81441
2017,46-65 y.,Indirect migration background,No,0.23359,54,224,0.17806,0.28913
2017,66 and older,No migration background,Yes,0.85481,3851,4488,0.84450,0.86512
2017,66 and older,No migration background,No,0.13771,637,4488,0.12762,0.14779
2017,66 and older,Direct migration background,Yes,0.84027,372,437,0.80588,0.87466
2017,66 and older,Direct migration background,No,0.15139,65,437,0.11775,0.18504
2018,17-29 y.,No migration background,Yes,0.60430,1845,2893,0.58648,0.62212
2018,17-29 y.,No migration background,No,0.32167,1048,2893,0.30464,0.33869
2018,17-29 y.,Direct migration background,Yes,0.43897,317,530,0.39668,0.48126
2018,17-29 y.,Direct migration background,No,0.29482,213,530,0.25596,0.33368
2018,17-29 y.,Indirect migration background,Yes,0.55029,496,801,0.51581,0.58476
2018,17-29 y.,Indirect migration background,No,0.37168,305,801,0.33819,0.40516
2018,30-45 y.,No migration background,Yes,0.64908,2758,4205,0.63466,0.66351
2018,30-45 y.,No migration background,No,0.34514,1447,4205,0.33077,0.35951
2018,30-45 y.,Direct migration background,Yes,0.56340,1233,1935,0.54129,0.58550
2018,30-45 y.,Direct migration background,No,0.37623,702,1935,0.35463,0.39782
2018,30-45 y.,Indirect migration background,Yes,0.65049,364,557,0.61086,0.69013
2018,30-45 y.,Indirect migration background,No,0.33964,193,557,0.30027,0.37901
2018,46-65 y.,No migration background,Yes,0.72843,5713,7795,0.71856,0.73831
2018,46-65 y.,No migration background,No,0.26748,2082,7795,0.25766,0.27731
2018,46-65 y.,Direct migration background,Yes,0.69653,1124,1580,0.67386,0.71921
2018,46-65 y.,Direct migration background,No,0.28329,456,1580,0.26106,0.30551
2018,46-65 y.,Indirect migration background,Yes,0.72453,169,238,0.66765,0.78141
2018,46-65 y.,Indirect migration background,No,0.27547,69,238,0.21859,0.33235
2018,66 and older,No migration background,Yes,0.85288,3885,4499,0.84253,0.86323
2018,66 and older,No migration background,No,0.14093,614,4499,0.13076,0.15110
2018,66 and older,Direct migration background,Yes,0.80319,371,451,0.76646,0.83993
2018,66 and older,Direct migration background,No,0.18271,80,451,0.14701,0.21842
2019,17-29 y.,No migration background,Yes,0.60605,1741,2702,0.58763,0.62448
2019,17-29 y.,No migration background,No,0.30844,961,2702,0.29102,0.32586
2019,17-29 y.,Direct migration background,Yes,0.39859,253,419,0.35165,0.44553
2019,17-29 y.,Direct migration background,No,0.37251,166,419,0.32616,0.41886
2019,17-29 y.,Indirect migration background,Yes,0.56860,441,705,0.53202,0.60519
2019,17-29 y.,Indirect migration background,No,0.35370,264,705,0.31838,0.38902
2019,30-45 y.,No migration background,Yes,0.64123,2641,4127,0.62660,0.65587
2019,30-45 y.,No migration background,No,0.35528,1486,4127,0.34068,0.36988
2019,30-45 y.,Direct migration background,Yes,0.59658,1004,1595,0.57250,0.62066
2019,30-45 y.,Direct migration background,No,0.34137,591,1595,0.31809,0.36465
2019,30-45 y.,Indirect migration background,Yes,0.69836,370,550,0.65997,0.73675
2019,30-45 y.,Indirect migration background,No,0.29831,180,550,0.26004,0.33658
2019,46-65 y.,No migration background,Yes,0.74505,6313,8607,0.73584,0.75426
2019,46-65 y.,No migration background,No,0.25271,2294,8607,0.24353,0.26189
2019,46-65 y.,Direct migration background,Yes,0.72795,1095,1502,0.70543,0.75046
2019,46-65 y.,Direct migration background,No,0.24725,407,1502,0.22543,0.26908
2019,46-65 y.,Indirect migration background,Yes,0.70309,201,287,0.65013,0.75604
2019,46-65 y.,Indirect migration background,No,0.29436,86,287,0.24153,0.34718
2019,66 and older,No migration background,Yes,0.85683,4014,4693,0.84681,0.86685
2019,66 and older,No migration background,No,0.13691,679,4693,0.12708,0.14675
2019,66 and older,Direct migration background,Yes,0.84988,373,440,0.81646,0.88329
2019,66 and older,Direct migration background,No,0.14720,67,440,0.11406,0.18035
2020,17-29 y.,No migration background,Yes,0.53458,1502,2534,0.51515,0.55400
2020,17-29 y.,No migration background,No,0.37955,1032,2534,0.36065,0.39844
2020,17-29 y.,Direct migration background,Yes,0.43017,860,1812,0.40737,0.45297
2020,17-29 y.,Direct migration background,No,0.45850,952,1812,0.43555,0.48144
2020,17-29 y.,Indirect migration background,Yes,0.50903,390,703,0.47205,0.54602
2020,17-29 y.,Indirect migration background,No,0.41770,313,703,0.38122,0.45418
2020,30-45 y.,No migration background,Yes,0.61091,2273,3683,0.59517,0.62666
2020,30-45 y.,No migration background,No,0.38520,1410,3683,0.36949,0.40092
2020,30-45 y.,Direct migration background,Yes,0.52466,1931,3800,0.50878,0.54054
2020,30-45 y.,Direct migration background,No,0.44970,1869,3800,0.43388,0.46552
2020,30-45 y.,Indirect migration background,Yes,0.56364,321,532,0.52145,0.60582
2020,30-45 y.,Indirect migration background,No,0.43359,211,532,0.39144,0.47575
2020,46-65 y.,No migration background,Yes,0.69691,5476,7882,0.68676,0.70706
2020,46-65 y.,No migration background,No,0.29831,2406,7882,0.28821,0.30842
2020,46-65 y.,Direct migration background,Yes,0.63627,1385,2202,0.61617,0.65637
2020,46-65 y.,Direct migration background,No,0.34728,817,2202,0.32739,0.36717
2020,46-65 y.,Indirect migration background,Yes,0.62072,173,264,0.56208,0.67936
2020,46-65 y.,Indirect migration background,No,0.37928,91,264,0.32064,0.43792
2020,66 and older,No migration background,Yes,0.82320,3659,4386,0.81190,0.83449
2020,66 and older,No migration background,No,0.16706,727,4386,0.15602,0.17810
2020,66 and older,Direct migration background,Yes,0.75822,361,464,0.71922,0.79722
2020,66 and older,Direct migration background,No,0.23883,103,464,0.19999,0.27766
2021,17-29 y.,No migration background,Yes,0.60037,1170,1776,0.57758,0.62316
2021,17-29 y.,No migration background,No,0.33205,606,1776,0.31014,0.35396
2021,17-29 y.,Direct migration background,Yes,0.39641,282,506,0.35375,0.43907
2021,17-29 y.,Direct migration background,No,0.30668,224,506,0.26646,0.34689
2021,17-29 y.,Indirect migration background,Yes,0.56325,253,400,0.51458,0.61192
2021,17-29 y.,Indirect migration background,No,0.37773,147,400,0.33016,0.42530
2021,30-45 y.,No migration background,Yes,0.64234,1754,2614,0.62396,0.66072
2021,30-45 y.,No migration background,No,0.35766,860,2614,0.33928,0.37604
2021,30-45 y.,Direct migration background,Yes,0.52540,699,1199,0.49712,0.55368
2021,30-45 y.,Direct migration background,No,0.38113,500,1199,0.35363,0.40863
2021,30-45 y.,Indirect migration background,Yes,0.67934,208,315,0.62772,0.73097
2021,30-45 y.,Indirect migration background,No,0.32066,107,315,0.26903,0.37228
2021,46-65 y.,No migration background,Yes,0.74041,4141,5591,0.72891,0.75190
2021,46-65 y.,No migration background,No,0.25778,1450,5591,0.24632,0.26925
2021,46-65 y.,Direct migration background,Yes,0.69037,696,997,0.66166,0.71908
2021,46-65 y.,Direct migration background,No,0.28311,301,997,0.25513,0.31109
2021,46-65 y.,Indirect migration background,Yes,0.71346,143,198,0.65032,0.77660
2021,46-65 y.,Indirect migration background,No,0.28635,55,198,0.22322,0.34948
2021,66 and older,No migration background,Yes,0.84348,2737,3227,0.83094,0.85601
2021,66 and older,No migration background,No,0.15364,490,3227,0.14120,0.16608
2021,66 and older,Direct migration background,Yes,0.79978,247,298,0.75427,0.84529
2021,66 and older,Direct migration background,No,0.19446,51,298,0.14945,0.23947
