year,age_gr,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,30-45 y.,2nd Quintile,No,0.34194,626,1789,0.31995,0.36392
2013,30-45 y.,3rd Quintile,Yes,0.67757,1048,1572,0.65446,0.70069
2013,30-45 y.,3rd Quintile,No,0.32081,524,1572,0.29773,0.34389
2013,30-45 y.,4th Quintile,Yes,0.68458,1022,1517,0.66118,0.70797
2013,30-45 y.,4th Quintile,No,0.31542,495,1517,0.29203,0.33882
2013,30-45 y.,5th Quintile,Yes,0.65941,923,1384,0.63443,0.68439
2013,30-45 y.,5th Quintile,No,0.34021,461,1384,0.31524,0.36518
2013,46-65 y.,1st Quintile,Yes,0.77619,1091,1442,0.75467,0.79771
2013,46-65 y.,1st Quintile,No,0.22097,351,1442,0.19954,0.24239
2013,46-65 y.,2nd Quintile,Yes,0.73858,1020,1376,0.71536,0.76181
2013,46-65 y.,2nd Quintile,No,0.25915,356,1376,0.23599,0.28231
2013,46-65 y.,3rd Quintile,Yes,0.75502,1220,1628,0.73413,0.77592
2013,46-65 y.,3rd Quintile,No,0.24147,408,1628,0.22068,0.26227
2013,46-65 y.,4th Quintile,Yes,0.72673,1408,1918,0.70678,0.74668
2013,46-65 y.,4th Quintile,No,0.27313,510,1918,0.25318,0.29307
2013,46-65 y.,5th Quintile,Yes,0.72960,1913,2649,0.71269,0.74652
2013,46-65 y.,5th Quintile,No,0.26831,736,2649,0.25143,0.28518
2013,66 and older,1st Quintile,Yes,0.85456,717,823,0.83046,0.87866
2013,66 and older,1st Quintile,No,0.13992,106,823,0.11620,0.16363
2013,66 and older,2nd Quintile,Yes,0.88651,1086,1220,0.86870,0.90431
2013,66 and older,2nd Quintile,No,0.10836,134,1220,0.09091,0.12581
2013,66 and older,3rd Quintile,Yes,0.87620,924,1054,0.85631,0.89609
2013,66 and older,3rd Quintile,No,0.12155,130,1054,0.10181,0.14129
2013,66 and older,4th Quintile,Yes,0.85167,736,870,0.82804,0.87531
2013,66 and older,4th Quintile,No,0.14685,134,870,0.12332,0.17038
2013,66 and older,5th Quintile,Yes,0.83832,821,981,0.81526,0.86137
2013,66 and older,5th Quintile,No,0.16082,160,981,0.13782,0.18382
2014,17-29 y.,1st Quintile,Yes,0.57020,909,1447,0.54469,0.59572
2014,17-29 y.,1st Quintile,No,0.36192,538,1447,0.33715,0.38669
2014,17-29 y.,2nd Quintile,Yes,0.50242,512,866,0.46910,0.53574
2014,17-29 y.,2nd Quintile,No,0.39610,354,866,0.36351,0.42869
2014,17-29 y.,3rd Quintile,Yes,0.62249,481,757,0.58794,0.65705
2014,17-29 y.,3rd Quintile,No,0.30755,276,757,0.27465,0.34045
2014,17-29 y.,4th Quintile,Yes,0.54933,429,724,0.51307,0.58560
2014,17-29 y.,4th Quintile,No,0.39212,295,724,0.35653,0.42771
2014,17-29 y.,5th Quintile,Yes,0.55018,274,472,0.50525,0.59511
2014,17-29 y.,5th Quintile,No,0.37299,198,472,0.32931,0.41666
2014,30-45 y.,1st Quintile,Yes,0.61257,1194,1883,0.59056,0.63458
2014,30-45 y.,1st Quintile,No,0.38498,689,1883,0.36299,0.40696
2014,30-45 y.,2nd Quintile,Yes,0.58226,1170,1916,0.56017,0.60435
2014,30-45 y.,2nd Quintile,No,0.41472,746,1916,0.39265,0.43678
2014,30-45 y.,3rd Quintile,Yes,0.62040,1104,1700,0.59732,0.64347
2014,30-45 y.,3rd Quintile,No,0.37850,596,1700,0.35544,0.40156
2014,30-45 y.,4th Quintile,Yes,0.64300,1004,1560,0.61922,0.66679
2014,30-45 y.,4th Quintile,No,0.35593,556,1560,0.33216,0.37970
2014,30-45 y.,5th Quintile,Yes,0.65743,906,1434,0.63286,0.68201
2014,30-45 y.,5th Quintile,No,0.34148,528,1434,0.31693,0.36603
2014,46-65 y.,1st Quintile,Yes,0.76143,1223,1640,0.74079,0.78206
2014,46-65 y.,1st Quintile,No,0.23626,417,1640,0.21570,0.25683
2014,46-65 y.,2nd Quintile,Yes,0.72800,1026,1444,0.70504,0.75096
2014,46-65 y.,2nd Quintile,No,0.26723,418,1444,0.24439,0.29006
2014,46-65 y.,3rd Quintile,Yes,0.67961,1186,1656,0.65712,0.70209
2014,46-65 y.,3rd Quintile,No,0.31823,470,1656,0.29579,0.34067
2014,46-65 y.,4th Quintile,Yes,0.71941,1393,1958,0.69951,0.73932
2014,46-65 y.,4th Quintile,No,0.27318,565,1958,0.25344,0.29293
2014,46-65 y.,5th Quintile,Yes,0.71969,1853,2576,0.70234,0.73703
2014,46-65 y.,5th Quintile,No,0.27988,723,2576,0.26254,0.29722
2014,66 and older,1st Quintile,Yes,0.87650,710,805,0.85376,0.89924
2014,66 and older,1st Quintile,No,0.12024,95,805,0.09776,0.14272
2014,66 and older,2nd Quintile,Yes,0.86081,1095,1260,0.84169,0.87993
2014,66 and older,2nd Quintile,No,0.13356,165,1260,0.11477,0.15235
2014,66 and older,3rd Quintile,Yes,0.87376,930,1055,0.85371,0.89381
2014,66 and older,3rd Quintile,No,0.12533,125,1055,0.10534,0.14532
2014,66 and older,4th Quintile,Yes,0.86320,775,905,0.84079,0.88560
2014,66 and older,4th Quintile,No,0.13556,130,905,0.11324,0.15787
2014,66 and older,5th Quintile,Yes,0.85267,775,915,0.82969,0.87565
2014,66 and older,5th Quintile,No,0.14651,140,915,0.12359,0.16944
2015,17-29 y.,1st Quintile,Yes,0.56914,783,1236,0.54152,0.59676
2015,17-29 y.,1st Quintile,No,0.35789,453,1236,0.33116,0.38463
2015,17-29 y.,2nd Quintile,Yes,0.53137,532,860,0.49800,0.56474
2015,17-29 y.,2nd Quintile,No,0.37906,328,860,0.34662,0.41151
2015,17-29 y.,3rd Quintile,Yes,0.54955,446,740,0.51368,0.58543
2015,17-29 y.,3rd Quintile,No,0.35688,294,740,0.32234,0.39142
2015,17-29 y.,4th Quintile,Yes,0.60860,393,622,0.57021,0.64699
2015,17-29 y.,4th Quintile,No,0.32330,229,622,0.28651,0.36009
2015,17-29 y.,5th Quintile,Yes,0.57516,268,445,0.52918,0.62114
2015,17-29 y.,5th Quintile,No,0.35142,177,445,0.30701,0.39582
2015,30-45 y.,1st Quintile,Yes,0.59610,983,1563,0.57176,0.62043
2015,30-45 y.,1st Quintile,No,0.38862,580,1563,0.36444,0.41279
2015,30-45 y.,2nd Quintile,Yes,0.58476,1029,1651,0.56099,0.60854
2015,30-45 y.,2nd Quintile,No,0.41122,622,1651,0.38748,0.43497
2015,30-45 y.,3rd Quintile,Yes,0.64853,988,1530,0.62460,0.67247
2015,30-45 y.,3rd Quintile,No,0.34773,542,1530,0.32385,0.37160
2015,30-45 y.,4th Quintile,Yes,0.67414,883,1356,0.64919,0.69910
2015,30-45 y.,4th Quintile,No,0.31352,473,1356,0.28881,0.33822
2015,30-45 y.,5th Quintile,Yes,0.64022,784,1242,0.61352,0.66692
2015,30-45 y.,5th Quintile,No,0.35836,458,1242,0.33168,0.38504
2015,46-65 y.,1st Quintile,Yes,0.75080,1082,1465,0.72864,0.77295
2015,46-65 y.,1st Quintile,No,0.22991,383,1465,0.20835,0.25146
2015,46-65 y.,2nd Quintile,Yes,0.75409,1078,1471,0.73208,0.77611
2015,46-65 y.,2nd Quintile,No,0.23612,393,1471,0.21441,0.25783
2015,46-65 y.,3rd Quintile,Yes,0.69078,1077,1548,0.66774,0.71381
2015,46-65 y.,3rd Quintile,No,0.30370,471,1548,0.28078,0.32661
2015,46-65 y.,4th Quintile,Yes,0.72464,1358,1891,0.70450,0.74478
2015,46-65 y.,4th Quintile,No,0.26737,533,1891,0.24742,0.28732
2015,46-65 y.,5th Quintile,Yes,0.70926,1738,2467,0.69134,0.72719
2015,46-65 y.,5th Quintile,No,0.28426,729,2467,0.26646,0.30206
2015,66 and older,1st Quintile,Yes,0.86447,629,728,0.83958,0.88935
2015,66 and older,1st Quintile,No,0.13085,99,728,0.10634,0.15536
2015,66 and older,2nd Quintile,Yes,0.86752,1134,1284,0.84897,0.88607
2015,66 and older,2nd Quintile,No,0.12686,150,1284,0.10865,0.14507
2015,66 and older,3rd Quintile,Yes,0.83669,876,1043,0.81424,0.85913
2015,66 and older,3rd Quintile,No,0.15268,167,1043,0.13084,0.17452
2015,66 and older,4th Quintile,Yes,0.86593,764,884,0.84345,0.88840
2015,66 and older,4th Quintile,No,0.13080,120,884,0.10856,0.15304
2015,66 and older,5th Quintile,Yes,0.81862,778,930,0.79384,0.84340
2015,66 and older,5th Quintile,No,0.18036,152,930,0.15563,0.20508
2016,17-29 y.,1st Quintile,Yes,0.55024,765,1253,0.52268,0.57780
2016,17-29 y.,1st Quintile,No,0.36072,488,1253,0.33412,0.38732
2016,17-29 y.,2nd Quintile,Yes,0.49696,497,842,0.46317,0.53075
2016,17-29 y.,2nd Quintile,No,0.38125,345,842,0.34842,0.41407
2016,17-29 y.,3rd Quintile,Yes,0.52830,405,691,0.49105,0.56555
2016,17-29 y.,3rd Quintile,No,0.38950,286,691,0.35311,0.42588
2016,17-29 y.,4th Quintile,Yes,0.56490,358,570,0.52416,0.60564
2016,17-29 y.,4th Quintile,No,0.35398,212,570,0.31469,0.39328
2016,17-29 y.,5th Quintile,Yes,0.56345,243,414,0.51562,0.61128
2016,17-29 y.,5th Quintile,No,0.36829,171,414,0.32177,0.41481
2016,30-45 y.,1st Quintile,Yes,0.64522,1043,1605,0.62181,0.66864
2016,30-45 y.,1st Quintile,No,0.33714,562,1605,0.31401,0.36028
2016,30-45 y.,2nd Quintile,Yes,0.61594,983,1590,0.59203,0.63985
2016,30-45 y.,2nd Quintile,No,0.36951,607,1590,0.34578,0.39324
2016,30-45 y.,3rd Quintile,Yes,0.61842,856,1378,0.59276,0.64408
2016,30-45 y.,3rd Quintile,No,0.36197,522,1378,0.33659,0.38736
2016,30-45 y.,4th Quintile,Yes,0.68390,854,1348,0.65907,0.70873
2016,30-45 y.,4th Quintile,No,0.31325,494,1348,0.28848,0.33802
2016,30-45 y.,5th Quintile,Yes,0.64407,710,1103,0.61580,0.67234
2016,30-45 y.,5th Quintile,No,0.34579,393,1103,0.31771,0.37387
2016,46-65 y.,1st Quintile,Yes,0.76311,1053,1403,0.74085,0.78536
2016,46-65 y.,1st Quintile,No,0.23238,350,1403,0.21027,0.25448
2016,46-65 y.,2nd Quintile,Yes,0.72864,1045,1483,0.70600,0.75128
2016,46-65 y.,2nd Quintile,No,0.26815,438,1483,0.24560,0.29071
2016,46-65 y.,3rd Quintile,Yes,0.66835,1034,1525,0.64471,0.69199
2016,46-65 y.,3rd Quintile,No,0.32089,491,1525,0.29745,0.34433
2016,46-65 y.,4th Quintile,Yes,0.69554,1261,1824,0.67442,0.71667
2016,46-65 y.,4th Quintile,No,0.29419,563,1824,0.27327,0.31511
2016,46-65 y.,5th Quintile,Yes,0.69197,1623,2326,0.67321,0.71074
2016,46-65 y.,5th Quintile,No,0.30273,703,2326,0.28406,0.32141
2016,66 and older,1st Quintile,Yes,0.85301,590,686,0.82649,0.87953
2016,66 and older,1st Quintile,No,0.13427,96,686,0.10874,0.15981
2016,66 and older,2nd Quintile,Yes,0.83244,1033,1200,0.81130,0.85358
2016,66 and older,2nd Quintile,No,0.16227,167,1200,0.14140,0.18314
2016,66 and older,3rd Quintile,Yes,0.85940,889,1032,0.83818,0.88062
2016,66 and older,3rd Quintile,No,0.13878,143,1032,0.11768,0.15988
2016,66 and older,4th Quintile,Yes,0.84437,690,824,0.81960,0.86914
2016,66 and older,4th Quintile,No,0.13997,134,824,0.11627,0.16368
2016,66 and older,5th Quintile,Yes,0.83477,798,952,0.81116,0.85837
2016,66 and older,5th Quintile,No,0.16325,154,952,0.13976,0.18674
2017,17-29 y.,1st Quintile,Yes,0.55920,738,1165,0.53068,0.58772
2017,17-29 y.,1st Quintile,No,0.31411,427,1165,0.28744,0.34077
2017,17-29 y.,2nd Quintile,Yes,0.52205,490,773,0.48681,0.55728
2017,17-29 y.,2nd Quintile,No,0.36974,283,773,0.33569,0.40380
2017,17-29 y.,3rd Quintile,Yes,0.56133,416,661,0.52347,0.59919
2017,17-29 y.,3rd Quintile,No,0.34194,245,661,0.30575,0.37813
2017,17-29 y.,4th Quintile,Yes,0.65018,380,582,0.61140,0.68896
2017,17-29 y.,4th Quintile,No,0.27014,202,582,0.23403,0.30624
2017,17-29 y.,5th Quintile,Yes,0.57837,244,407,0.53034,0.62641
2017,17-29 y.,5th Quintile,No,0.33658,163,407,0.29062,0.38255
2017,30-45 y.,1st Quintile,Yes,0.65890,972,1432,0.63434,0.68346
2017,30-45 y.,1st Quintile,No,0.30201,460,1432,0.27822,0.32580
2017,30-45 y.,2nd Quintile,Yes,0.59183,878,1469,0.56668,0.61697
2017,30-45 y.,2nd Quintile,No,0.39294,591,1469,0.36796,0.41793
2017,30-45 y.,3rd Quintile,Yes,0.62942,794,1226,0.60237,0.65646
2017,30-45 y.,3rd Quintile,No,0.36329,432,1226,0.33636,0.39022
2017,30-45 y.,4th Quintile,Yes,0.66300,764,1135,0.63548,0.69051
2017,30-45 y.,4th Quintile,No,0.32726,371,1135,0.29995,0.35457
2017,30-45 y.,5th Quintile,Yes,0.62274,630,985,0.59245,0.65302
2017,30-45 y.,5th Quintile,No,0.37010,355,985,0.33993,0.40027
2017,46-65 y.,1st Quintile,Yes,0.78324,1017,1330,0.76109,0.80540
2017,46-65 y.,1st Quintile,No,0.19925,313,1330,0.17778,0.22073
2017,46-65 y.,2nd Quintile,Yes,0.71380,1007,1406,0.69017,0.73744
2017,46-65 y.,2nd Quintile,No,0.27525,399,1406,0.25190,0.29861
2017,46-65 y.,3rd Quintile,Yes,0.73064,1075,1472,0.70797,0.75331
2017,46-65 y.,3rd Quintile,No,0.26326,397,1472,0.24075,0.28576
2017,46-65 y.,4th Quintile,Yes,0.75376,1309,1772,0.73369,0.77382
2017,46-65 y.,4th Quintile,No,0.24277,463,1772,0.22280,0.26274
2017,46-65 y.,5th Quintile,Yes,0.71424,1600,2234,0.69551,0.73298
2017,46-65 y.,5th Quintile,No,0.28326,634,2234,0.26457,0.30195
2017,66 and older,1st Quintile,Yes,0.85269,575,674,0.82591,0.87946
2017,66 and older,1st Quintile,No,0.13259,99,674,0.10697,0.15821
2017,66 and older,2nd Quintile,Yes,0.85819,1005,1158,0.83808,0.87829
2017,66 and older,2nd Quintile,No,0.13407,153,1158,0.11443,0.15370
2017,66 and older,3rd Quintile,Yes,0.87202,896,1024,0.85154,0.89249
2017,66 and older,3rd Quintile,No,0.12140,128,1024,0.10138,0.14141
2017,66 and older,4th Quintile,Yes,0.84193,694,824,0.81701,0.86686
2017,66 and older,4th Quintile,No,0.15279,130,824,0.12821,0.17737
2017,66 and older,5th Quintile,Yes,0.83554,772,907,0.81140,0.85967
2017,66 and older,5th Quintile,No,0.15968,135,907,0.13583,0.18353
2018,17-29 y.,1st Quintile,Yes,0.54748,743,1214,0.51947,0.57549
2018,17-29 y.,1st Quintile,No,0.31740,471,1214,0.29121,0.34360
2018,17-29 y.,2nd Quintile,Yes,0.53640,559,916,0.50409,0.56871
2018,17-29 y.,2nd Quintile,No,0.37319,357,916,0.34185,0.40453
2018,17-29 y.,3rd Quintile,Yes,0.60604,493,757,0.57121,0.64088
2018,17-29 y.,3rd Quintile,No,0.32272,264,757,0.28939,0.35604
2018,17-29 y.,4th Quintile,Yes,0.62146,391,607,0.58284,0.66007
2018,17-29 y.,4th Quintile,No,0.31322,216,607,0.27630,0.35015
2018,17-29 y.,5th Quintile,Yes,0.62526,313,470,0.58145,0.66907
2018,17-29 y.,5th Quintile,No,0.28672,157,470,0.24579,0.32764
2018,30-45 y.,1st Quintile,Yes,0.59664,830,1318,0.57014,0.62313
2018,30-45 y.,1st Quintile,No,0.34975,488,1318,0.32399,0.37550
2018,30-45 y.,2nd Quintile,Yes,0.62146,944,1480,0.59674,0.64618
2018,30-45 y.,2nd Quintile,No,0.36772,536,1480,0.34314,0.39229
2018,30-45 y.,3rd Quintile,Yes,0.62562,843,1289,0.59919,0.65205
2018,30-45 y.,3rd Quintile,No,0.36525,446,1289,0.33896,0.39155
2018,30-45 y.,4th Quintile,Yes,0.65360,793,1189,0.62654,0.68065
2018,30-45 y.,4th Quintile,No,0.33500,396,1189,0.30816,0.36184
2018,30-45 y.,5th Quintile,Yes,0.64850,704,1069,0.61986,0.67713
2018,30-45 y.,5th Quintile,No,0.34612,365,1069,0.31759,0.37465
2018,46-65 y.,1st Quintile,Yes,0.75662,1064,1417,0.73427,0.77897
2018,46-65 y.,1st Quintile,No,0.22629,353,1417,0.20449,0.24808
2018,46-65 y.,2nd Quintile,Yes,0.70888,1183,1639,0.68688,0.73088
2018,46-65 y.,2nd Quintile,No,0.27802,456,1639,0.25633,0.29972
2018,46-65 y.,3rd Quintile,Yes,0.73536,1221,1669,0.71419,0.75653
2018,46-65 y.,3rd Quintile,No,0.26339,448,1669,0.24225,0.28453
2018,46-65 y.,4th Quintile,Yes,0.73642,1447,1955,0.71688,0.75595
2018,46-65 y.,4th Quintile,No,0.26237,508,1955,0.24286,0.28188
2018,46-65 y.,5th Quintile,Yes,0.69614,1815,2567,0.67834,0.71393
2018,46-65 y.,5th Quintile,No,0.30135,752,2567,0.28359,0.31910
2018,66 and older,1st Quintile,Yes,0.85293,590,688,0.82644,0.87941
2018,66 and older,1st Quintile,No,0.14203,98,688,0.11593,0.16814
2018,66 and older,2nd Quintile,Yes,0.85493,1034,1185,0.83486,0.87499
2018,66 and older,2nd Quintile,No,0.13544,151,1185,0.11595,0.15493
2018,66 and older,3rd Quintile,Yes,0.87300,900,1025,0.85260,0.89339
2018,66 and older,3rd Quintile,No,0.11939,125,1025,0.09953,0.13925
2018,66 and older,4th Quintile,Yes,0.82367,709,848,0.79801,0.84934
2018,66 and older,4th Quintile,No,0.17171,139,848,0.14631,0.19711
2018,66 and older,5th Quintile,Yes,0.81419,808,964,0.78962,0.83875
2018,66 and older,5th Quintile,No,0.17901,156,964,0.15480,0.20323
2019,17-29 y.,1st Quintile,Yes,0.57203,690,1106,0.54285,0.60120
2019,17-29 y.,1st Quintile,No,0.30384,416,1106,0.27673,0.33096
2019,17-29 y.,2nd Quintile,Yes,0.54116,531,849,0.50762,0.57470
2019,17-29 y.,2nd Quintile,No,0.36659,318,849,0.33415,0.39902
2019,17-29 y.,3rd Quintile,Yes,0.60594,450,701,0.56975,0.64214
2019,17-29 y.,3rd Quintile,No,0.30538,251,701,0.27126,0.33949
2019,17-29 y.,4th Quintile,Yes,0.57725,356,560,0.53630,0.61820
2019,17-29 y.,4th Quintile,No,0.34685,204,560,0.30739,0.38630
2019,17-29 y.,5th Quintile,Yes,0.58536,280,424,0.53841,0.63231
2019,17-29 y.,5th Quintile,No,0.32540,144,424,0.28075,0.37005
2019,30-45 y.,1st Quintile,Yes,0.63096,793,1221,0.60388,0.65804
2019,30-45 y.,1st Quintile,No,0.30295,428,1221,0.27717,0.32874
2019,30-45 y.,2nd Quintile,Yes,0.60577,763,1240,0.57856,0.63298
2019,30-45 y.,2nd Quintile,No,0.38734,477,1240,0.36022,0.41447
2019,30-45 y.,3rd Quintile,Yes,0.64041,803,1227,0.61354,0.66727
2019,30-45 y.,3rd Quintile,No,0.35538,424,1227,0.32859,0.38217
2019,30-45 y.,4th Quintile,Yes,0.65218,662,1033,0.62313,0.68124
2019,30-45 y.,4th Quintile,No,0.34633,371,1033,0.31730,0.37536
2019,30-45 y.,5th Quintile,Yes,0.64897,605,929,0.61826,0.67968
2019,30-45 y.,5th Quintile,No,0.34792,324,929,0.31727,0.37856
2019,46-65 y.,1st Quintile,Yes,0.79199,1021,1324,0.77012,0.81386
2019,46-65 y.,1st Quintile,No,0.19165,303,1324,0.17044,0.21286
2019,46-65 y.,2nd Quintile,Yes,0.74727,1086,1460,0.72497,0.76957
2019,46-65 y.,2nd Quintile,No,0.24261,374,1460,0.22061,0.26461
2019,46-65 y.,3rd Quintile,Yes,0.69867,1168,1613,0.67627,0.72107
2019,46-65 y.,3rd Quintile,No,0.29524,445,1613,0.27297,0.31751
2019,46-65 y.,4th Quintile,Yes,0.75049,1358,1829,0.73066,0.77033
2019,46-65 y.,4th Quintile,No,0.24910,471,1829,0.22927,0.26892
2019,46-65 y.,5th Quintile,Yes,0.73626,1819,2477,0.71890,0.75362
2019,46-65 y.,5th Quintile,No,0.26237,658,2477,0.24505,0.27970
2019,66 and older,1st Quintile,Yes,0.81739,619,733,0.78940,0.84538
2019,66 and older,1st Quintile,No,0.16903,114,733,0.14188,0.19618
2019,66 and older,2nd Quintile,Yes,0.87649,1059,1204,0.85789,0.89508
2019,66 and older,2nd Quintile,No,0.11696,145,1204,0.09880,0.13512
2019,66 and older,3rd Quintile,Yes,0.87137,834,957,0.85015,0.89259
2019,66 and older,3rd Quintile,No,0.12223,123,957,0.10146,0.14299
2019,66 and older,4th Quintile,Yes,0.87627,728,839,0.85397,0.89856
2019,66 and older,4th Quintile,No,0.12091,111,839,0.09884,0.14299
2019,66 and older,5th Quintile,Yes,0.83047,793,945,0.80654,0.85441
2019,66 and older,5th Quintile,No,0.16896,152,945,0.14505,0.19286
2020,17-29 y.,1st Quintile,Yes,0.54070,899,1692,0.51695,0.56445
2020,17-29 y.,1st Quintile,No,0.39925,793,1692,0.37591,0.42260
2020,17-29 y.,2nd Quintile,Yes,0.51257,451,794,0.47778,0.54736
2020,17-29 y.,2nd Quintile,No,0.37192,343,794,0.33828,0.40556
2020,17-29 y.,3rd Quintile,Yes,0.52539,379,692,0.48816,0.56262
2020,17-29 y.,3rd Quintile,No,0.41380,313,692,0.37708,0.45052
2020,17-29 y.,4th Quintile,Yes,0.54568,362,605,0.50597,0.58539
2020,17-29 y.,4th Quintile,No,0.38790,243,605,0.34904,0.42676
2020,17-29 y.,5th Quintile,Yes,0.47579,274,475,0.43083,0.52075
2020,17-29 y.,5th Quintile,No,0.40658,201,475,0.36236,0.45080
2020,30-45 y.,1st Quintile,Yes,0.58786,1273,2351,0.56796,0.60776
2020,30-45 y.,1st Quintile,No,0.40971,1078,2351,0.38983,0.42959
2020,30-45 y.,2nd Quintile,Yes,0.56663,713,1239,0.53902,0.59423
2020,30-45 y.,2nd Quintile,No,0.42326,526,1239,0.39574,0.45078
2020,30-45 y.,3rd Quintile,Yes,0.60608,663,1119,0.57743,0.63472
2020,30-45 y.,3rd Quintile,No,0.39161,456,1119,0.36300,0.42022
2020,30-45 y.,4th Quintile,Yes,0.57595,660,1061,0.54620,0.60570
2020,30-45 y.,4th Quintile,No,0.42324,401,1061,0.39350,0.45298
2020,30-45 y.,5th Quintile,Yes,0.61888,706,1136,0.59063,0.64713
2020,30-45 y.,5th Quintile,No,0.37854,430,1136,0.35032,0.40676
2020,46-65 y.,1st Quintile,Yes,0.72114,1227,1767,0.70022,0.74205
2020,46-65 y.,1st Quintile,No,0.27061,540,1767,0.24989,0.29134
2020,46-65 y.,2nd Quintile,Yes,0.69286,1033,1490,0.66943,0.71629
2020,46-65 y.,2nd Quintile,No,0.29724,457,1490,0.27403,0.32045
2020,46-65 y.,3rd Quintile,Yes,0.69628,1128,1594,0.67370,0.71887
2020,46-65 y.,3rd Quintile,No,0.30095,466,1594,0.27843,0.32347
2020,46-65 y.,4th Quintile,Yes,0.67884,1345,1960,0.65817,0.69952
2020,46-65 y.,4th Quintile,No,0.31788,615,1960,0.29725,0.33850
2020,46-65 y.,5th Quintile,Yes,0.66846,2139,3205,0.65216,0.68476
2020,46-65 y.,5th Quintile,No,0.32629,1066,3205,0.31006,0.34253
2020,66 and older,1st Quintile,Yes,0.82508,655,792,0.79861,0.85156
2020,66 and older,1st Quintile,No,0.16763,137,792,0.14160,0.19366
2020,66 and older,2nd Quintile,Yes,0.81012,967,1152,0.78746,0.83277
2020,66 and older,2nd Quintile,No,0.17611,185,1152,0.15410,0.19811
2020,66 and older,3rd Quintile,Yes,0.82417,827,982,0.80035,0.84800
2020,66 and older,3rd Quintile,No,0.16045,155,982,0.13748,0.18341
2020,66 and older,4th Quintile,Yes,0.81282,638,788,0.78557,0.84007
2020,66 and older,4th Quintile,No,0.18395,150,788,0.15688,0.21102
2020,66 and older,5th Quintile,Yes,0.81593,954,1163,0.79365,0.83822
2020,66 and older,5th Quintile,No,0.18317,209,1163,0.16093,0.20541
2021,17-29 y.,1st Quintile,Yes,0.54672,524,840,0.51304,0.58041
2021,17-29 y.,1st Quintile,No,0.33162,316,840,0.29977,0.36348
2021,17-29 y.,2nd Quintile,Yes,0.56595,355,575,0.52541,0.60650
2021,17-29 y.,2nd Quintile,No,0.33458,220,575,0.29598,0.37319
2021,17-29 y.,3rd Quintile,Yes,0.58595,304,458,0.54079,0.63111
2021,17-29 y.,3rd Quintile,No,0.34014,154,458,0.29670,0.38358
2021,17-29 y.,4th Quintile,Yes,0.58906,298,455,0.54380,0.63432
2021,17-29 y.,4th Quintile,No,0.36673,157,455,0.32240,0.41106
2021,17-29 y.,5th Quintile,Yes,0.63515,204,311,0.58156,0.68874
2021,17-29 y.,5th Quintile,No,0.30108,107,311,0.25002,0.35215
2021,30-45 y.,1st Quintile,Yes,0.58008,516,826,0.54640,0.61376
2021,30-45 y.,1st Quintile,No,0.35223,310,826,0.31963,0.38482
2021,30-45 y.,2nd Quintile,Yes,0.64884,562,902,0.61768,0.68001
2021,30-45 y.,2nd Quintile,No,0.34214,340,902,0.31116,0.37311
2021,30-45 y.,3rd Quintile,Yes,0.63985,526,805,0.60666,0.67303
2021,30-45 y.,3rd Quintile,No,0.35604,279,805,0.32294,0.38913
2021,30-45 y.,4th Quintile,Yes,0.63558,527,784,0.60187,0.66929
2021,30-45 y.,4th Quintile,No,0.36277,257,784,0.32909,0.39645
2021,30-45 y.,5th Quintile,Yes,0.61069,527,805,0.57698,0.64439
2021,30-45 y.,5th Quintile,No,0.38834,278,805,0.35465,0.42203
2021,46-65 y.,1st Quintile,Yes,0.75053,680,902,0.72227,0.77878
2021,46-65 y.,1st Quintile,No,0.23278,222,902,0.20519,0.26038
2021,46-65 y.,2nd Quintile,Yes,0.72930,799,1080,0.70279,0.75581
2021,46-65 y.,2nd Quintile,No,0.26864,281,1080,0.24219,0.29509
2021,46-65 y.,3rd Quintile,Yes,0.70743,796,1106,0.68061,0.73426
2021,46-65 y.,3rd Quintile,No,0.29066,310,1106,0.26389,0.31744
2021,46-65 y.,4th Quintile,Yes,0.74745,1017,1372,0.72445,0.77045
2021,46-65 y.,4th Quintile,No,0.25240,355,1372,0.22940,0.27539
2021,46-65 y.,5th Quintile,Yes,0.73389,1686,2321,0.71590,0.75187
2021,46-65 y.,5th Quintile,No,0.26182,635,2321,0.24393,0.27971
2021,66 and older,1st Quintile,Yes,0.82635,510,604,0.79611,0.85658
2021,66 and older,1st Quintile,No,0.17176,94,604,0.14166,0.20187
2021,66 and older,2nd Quintile,Yes,0.85769,699,821,0.83377,0.88160
2021,66 and older,2nd Quintile,No,0.14061,122,821,0.11682,0.16441
2021,66 and older,3rd Quintile,Yes,0.83267,531,635,0.80361,0.86172
2021,66 and older,3rd Quintile,No,0.16041,104,635,0.13185,0.18898
2021,66 and older,4th Quintile,Yes,0.87124,539,627,0.84500,0.89748
2021,66 and older,4th Quintile,No,0.12602,88,627,0.10002,0.15202
2021,66 and older,5th Quintile,Yes,0.80421,722,857,0.77763,0.83079
2021,66 and older,5th Quintile,No,0.19385,135,857,0.16737,0.22033
