year,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,3265,37.59340337540996,37.446860247607844,37.73994650321208,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,2nd Quintile,1848,37.995660495823685,37.81209179577566,38.17922919587171,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,3rd Quintile,741,37.88830595891473,37.599946410918065,38.17666550691139,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,4th Quintile,255,37.742886728154446,37.25393542686981,38.23183802943908,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,5th Quintile,58,39.75712217600149,38.435300137985514,41.07894421401746,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1985,1st Quintile,2668,37.02586140798608,36.87219891303842,37.17952390293374,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1985,2nd Quintile,1689,37.60842677005834,37.4425599331568,37.77429360695987,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1985,3rd Quintile,799,37.04885493780639,36.7912891028334,37.306420772779376,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1985,4th Quintile,218,37.69550890018891,37.22823377059538,38.16278402978244,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1985,5th Quintile,49,35.910319753266634,34.8344051998953,36.98623430663797,36.68560893713044,40.0,40.0,31.714022342826098,44.97158659430434,40.0,40.0,40.0
1986,1st Quintile,2392,37.07168924214904,36.92065232826673,37.22272615603135,38.0,40.0,40.0,35.0,43.0,40.0,40.0,40.0
1986,2nd Quintile,1721,37.277693197963515,37.11271538569139,37.44267101023564,38.0,40.0,40.0,35.0,43.0,40.0,40.0,40.0
1986,3rd Quintile,827,37.382449622502676,37.16683052886316,37.598068716142194,38.12825411956715,40.0,40.0,35.32063529891788,42.80761882064927,40.0,40.0,40.0
1986,4th Quintile,260,37.8929153112082,37.53406853120025,38.25176209121615,39.0,40.0,40.0,37.5,41.5,40.0,40.0,40.0
1986,5th Quintile,53,36.196853095811925,35.073448642118144,37.320257549505705,38.0,40.0,40.0,35.0,43.0,40.0,40.0,40.0
1987,1st Quintile,2076,36.86411456446689,36.690998312270686,37.03723081666309,38.0,40.0,40.0,35.0,43.0,40.0,40.0,40.0
1987,2nd Quintile,1726,36.8389284211981,36.6658930930501,37.011963749346094,38.0,40.0,40.0,35.0,43.0,40.0,40.0,40.0
1987,3rd Quintile,1029,37.42476536992936,37.22326336346267,37.62626737639605,38.0,40.0,40.0,35.0,43.0,40.0,40.0,40.0
1987,4th Quintile,322,37.152176633803705,36.76625535115162,37.53809791645579,38.0,40.0,40.0,35.0,43.0,40.0,40.0,40.0
1987,5th Quintile,88,36.8632406721088,36.142262434123325,37.58421891009428,38.5,40.0,40.0,36.25,42.25,40.0,40.0,40.0
1988,1st Quintile,1788,36.218196833964754,36.02710428151328,36.409289386416226,38.0,40.0,40.0,35.0,43.0,40.0,40.0,40.0
1988,2nd Quintile,1691,36.773427349955405,36.59547484816571,36.9513798517451,38.0,40.0,40.0,35.0,43.0,40.0,40.0,40.0
