"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"2004","35-65 Jahre alt","maennlich","38.17","38.5","3451","38.01","38.33"
"2004","35-65 Jahre alt","weiblich","28.94","30","3211","28.58","29.3"
"2004","66 und älter","maennlich","","","","",""
"2004","66 und älter","weiblich","","","","",""
"2005","16-34 Jahre alt","maennlich","38.06","40","1368","37.73","38.39"
"2005","16-34 Jahre alt","weiblich","33.71","38.5","1289","33.16","34.26"
"2005","35-65 Jahre alt","maennlich","38.39","39","3321","38.23","38.55"
"2005","35-65 Jahre alt","weiblich","29.34","30.18","3091","28.97","29.71"
"2005","66 und älter","maennlich","","","","",""
"2005","66 und älter","weiblich","","","","",""
"2006","16-34 Jahre alt","maennlich","38.01","40","1323","37.68","38.34"
"2006","16-34 Jahre alt","weiblich","33.3","38.5","1297","32.74","33.86"
"2006","35-65 Jahre alt","maennlich","38.4","39","3494","38.25","38.55"
"2006","35-65 Jahre alt","weiblich","29.02","30","3334","28.66","29.38"
"2006","66 und älter","maennlich","","","","",""
"2006","66 und älter","weiblich","","","","",""
"2007","16-34 Jahre alt","maennlich","37.84","40","1296","37.47","38.21"
"2007","16-34 Jahre alt","weiblich","33.42","38.5","1221","32.82","34.02"
"2007","35-65 Jahre alt","maennlich","38.72","40","3341","38.56","38.88"
"2007","35-65 Jahre alt","weiblich","28.97","30","3252","28.61","29.33"
"2007","66 und älter","maennlich","","","","",""
"2007","66 und älter","weiblich","","","","",""
"2008","16-34 Jahre alt","maennlich","38.11","40","1215","37.72","38.5"
"2008","16-34 Jahre alt","weiblich","33.64","38.5","1140","33.04","34.24"
"2008","35-65 Jahre alt","maennlich","38.6","40","3171","38.44","38.76"
"2008","35-65 Jahre alt","weiblich","29.04","30","3116","28.67","29.41"
"2008","66 und älter","maennlich","","","","",""
"2008","66 und älter","weiblich","","","","",""
"2009","16-34 Jahre alt","maennlich","38.06","40","1113","37.64","38.48"
"2009","16-34 Jahre alt","weiblich","32.64","38.5","1088","32.02","33.26"
"2009","35-65 Jahre alt","maennlich","38.75","40","2955","38.59","38.91"
"2009","35-65 Jahre alt","weiblich","29.34","32","2958","28.95","29.73"
"2009","66 und älter","maennlich","","","","",""
"2009","66 und älter","weiblich","","","","",""
"2010","16-34 Jahre alt","maennlich","37.36","40","1740","37.01","37.71"
"2010","16-34 Jahre alt","weiblich","33.17","38.5","1548","32.59","33.75"
"2010","35-65 Jahre alt","maennlich","38.54","40","4077","38.37","38.71"
"2010","35-65 Jahre alt","weiblich","28.65","30","3997","28.3","29"
"2010","66 und älter","maennlich","16.38","11.66","35","11.92","20.84"
"2010","66 und älter","weiblich","11.08","8","36","8.03","14.13"
"2011","16-34 Jahre alt","maennlich","37.72","40","1780","37.4","38.04"
"2011","16-34 Jahre alt","weiblich","33.51","38.5","1890","32.98","34.04"
"2011","35-65 Jahre alt","maennlich","38.34","40","4939","38.19","38.49"
"2011","35-65 Jahre alt","weiblich","29.16","30","5192","28.86","29.46"
"2011","66 und älter","maennlich","19.94","10","31","14.88","25"
"2011","66 und älter","weiblich","13.2","10.18","34","9.61","16.79"
"2012","16-34 Jahre alt","maennlich","37.49","40","1724","37.12","37.86"
"2012","16-34 Jahre alt","weiblich","32.94","39","1730","32.41","33.47"
"2012","35-65 Jahre alt","maennlich","38.55","40","4804","38.39","38.71"
"2012","35-65 Jahre alt","weiblich","29.39","30","5315","29.1","29.68"
"2012","66 und älter","maennlich","22.77","15.1","37","17.73","27.81"
"2012","66 und älter","weiblich","10.87","9","50","8.51","13.23"
"2013","16-34 Jahre alt","maennlich","37.27","40","2157","36.93","37.61"
"2013","16-34 Jahre alt","weiblich","33.05","38.5","2174","32.57","33.53"
"2013","35-65 Jahre alt","maennlich","38.7","40","5360","38.55","38.85"
"2013","35-65 Jahre alt","weiblich","29.34","30","5801","29.06","29.62"
"2013","66 und älter","maennlich","10.81","9","36","6.96","14.66"
"2013","66 und älter","weiblich","10.76","10","50","9.08","12.44"
"2014","16-34 Jahre alt","maennlich","36.49","40","1870","36.11","36.87"
"2014","16-34 Jahre alt","weiblich","32.13","38.03","1870","31.6","32.66"
"2014","35-65 Jahre alt","maennlich","38.29","40","4784","38.13","38.45"
"2014","35-65 Jahre alt","weiblich","28.87","30","5358","28.58","29.16"
"2014","66 und älter","maennlich","17.71","15","57","14.33","21.09"
"2014","66 und älter","weiblich","9.44","8","60","7.34","11.54"
"2015","16-34 Jahre alt","maennlich","36.95","40","1915","36.6","37.3"
"2015","16-34 Jahre alt","weiblich","32.72","38.5","1838","32.2","33.24"
"2015","35-65 Jahre alt","maennlich","38.28","40","4673","38.11","38.45"
"2015","35-65 Jahre alt","weiblich","29.21","30","5224","28.92","29.5"
"2015","66 und älter","maennlich","12.97","10","55","9.78","16.16"
"2015","66 und älter","weiblich","10.08","8.1","60","7.97","12.19"
"2016","16-34 Jahre alt","maennlich","35.84","40","1633","35.42","36.26"
"2016","16-34 Jahre alt","weiblich","32.67","38.5","1604","32.11","33.23"
"2016","35-65 Jahre alt","maennlich","38.22","40","4279","38.04","38.4"
"2016","35-65 Jahre alt","weiblich","29.32","30","5023","29.03","29.61"
"2016","66 und älter","maennlich","16.03","11","55","12.8","19.26"
"2016","66 und älter","weiblich","9.96","8","67","7.91","12.01"
"2017","16-34 Jahre alt","maennlich","36.48","40","2103","36.09","36.87"
"2017","16-34 Jahre alt","weiblich","32.28","38.5","1855","31.76","32.8"
"2017","35-65 Jahre alt","maennlich","38.35","40","4981","38.18","38.52"
"2017","35-65 Jahre alt","weiblich","29.2","30","5693","28.93","29.47"
"2017","66 und älter","maennlich","15.15","12","74","12.67","17.63"
"2017","66 und älter","weiblich","11.01","10","78","8.91","13.11"
"2018","16-34 Jahre alt","maennlich","35.67","40","2319","35.27","36.07"
"2018","16-34 Jahre alt","weiblich","32.61","38.5","1795","32.08","33.14"
"2018","35-65 Jahre alt","maennlich","38.18","40","4864","37.99","38.37"
"2018","35-65 Jahre alt","weiblich","29.48","30","5540","29.21","29.75"
"2018","66 und älter","maennlich","14.7","10","94","12.51","16.89"
"2018","66 und älter","weiblich","11.05","10","94","8.98","13.12"
"2019","16-34 Jahre alt","maennlich","36.5","40","2175","36.1","36.9"
"2019","16-34 Jahre alt","weiblich","32.99","38","1639","32.46","33.52"
"2019","35-65 Jahre alt","maennlich","37.98","40","4663","37.79","38.17"
"2019","35-65 Jahre alt","weiblich","29.66","31","5305","29.39","29.93"
"2019","66 und älter","maennlich","17.75","12","90","15.02","20.48"
"2019","66 und älter","weiblich","13.11","10","102","10.86","15.36"
