year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,1946,39.31497,39.02828,39.60166,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,30-45 y.,2498,36.82940,36.45488,37.20392,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,46-65 y.,1775,37.78655,37.38616,38.18694,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,66 and older,,,,,,,,,,,,
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,1698,38.77246,38.47815,39.06677,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,30-45 y.,2168,36.43016,36.07399,36.78633,39.00000,40.00000,40.00000,37.50000,41.50000,40.0,40.00000,40.00000
1985,46-65 y.,1607,36.86435,36.47365,37.25506,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,66 and older,,,,,,,,,,,,
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,1723,38.65821,38.39453,38.92189,39.00000,40.00000,40.00000,37.50000,41.50000,40.0,40.00000,40.00000
1986,30-45 y.,2000,36.51592,36.17317,36.85867,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1986,46-65 y.,1575,36.78724,36.40457,37.16990,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1986,66 and older,,,,,,,,,,,,
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,1741,38.24100,37.95009,38.53192,38.50000,40.00000,40.00000,36.25000,42.25000,40.0,40.00000,40.00000
1987,30-45 y.,1971,36.42141,36.05952,36.78330,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1987,46-65 y.,1580,36.61010,36.22100,36.99920,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1987,66 and older,,,,,,,,,,,,
1988,0-16 y.,,,,,,,,,,,,
1988,17-29 y.,1658,38.09975,37.79499,38.40451,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1988,30-45 y.,1842,36.14500,35.77446,36.51554,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1988,46-65 y.,1521,36.27215,35.87353,36.67077,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1988,66 and older,,,,,,,,,,,,
1989,0-16 y.,,,,,,,,,,,,
1989,17-29 y.,1678,37.63175,37.29932,37.96418,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,39.00000,40.00000
1989,30-45 y.,1829,36.19065,35.82588,36.55543,37.00000,39.00000,40.00000,32.50000,44.50000,39.0,39.00000,39.00000
1989,46-65 y.,1473,36.10512,35.69511,36.51514,37.00000,39.00000,40.00000,32.50000,44.50000,39.0,39.00000,39.00000
1989,66 and older,,,,,,,,,,,,
1990,0-16 y.,,,,,,,,,,,,
1990,17-29 y.,2430,38.53383,38.29123,38.77643,38.00000,39.00000,40.00000,35.00000,43.00000,39.0,39.00000,39.00000
1990,30-45 y.,3159,36.79094,36.50549,37.07639,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,39.00000
1990,46-65 y.,2426,36.66396,36.33614,36.99179,37.00000,39.00000,40.00000,32.50000,44.50000,39.0,38.50000,39.00000
1990,66 and older,,,,,,,,,,,,
1991,0-16 y.,,,,,,,,,,,,
1991,17-29 y.,2235,37.64860,37.39554,37.90165,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1991,30-45 y.,3067,35.80856,35.51653,36.10058,37.00000,38.50000,40.00000,32.50000,44.50000,38.5,38.50000,38.50000
1991,46-65 y.,2188,35.97962,35.64192,36.31732,37.00000,38.50000,40.00000,32.50000,44.50000,38.5,38.50000,38.50000
1991,66 and older,,,,,,,,,,,,
1992,0-16 y.,,,,,,,,,,,,
1992,17-29 y.,2100,37.76542,37.51351,38.01734,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1992,30-45 y.,2895,35.38341,35.07634,35.69048,37.00000,38.50000,40.00000,32.50000,44.50000,38.5,38.50000,38.50000
1992,46-65 y.,1960,35.70690,35.35501,36.05879,37.00000,38.50000,40.00000,32.50000,44.50000,38.5,38.50000,38.50000
1992,66 and older,,,,,,,,,,,,
1993,0-16 y.,,,,,,,,,,,,
1993,17-29 y.,1994,37.48629,37.23330,37.73928,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1993,30-45 y.,2835,35.26673,34.97238,35.56107,37.00000,38.50000,40.00000,32.50000,44.50000,38.5,38.00000,38.50000
1993,46-65 y.,1860,35.58725,35.22782,35.94668,37.00000,38.00000,40.00000,32.50000,44.50000,38.0,38.00000,38.50000
1993,66 and older,,,,,,,,,,,,
1994,0-16 y.,,,,,,,,,,,,
1994,17-29 y.,1866,37.44092,37.16643,37.71542,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1994,30-45 y.,2757,35.02683,34.71111,35.34255,36.00000,38.50000,40.00000,30.00000,46.00000,38.5,38.00000,38.50000
1994,46-65 y.,1814,35.55336,35.18799,35.91872,36.50000,38.50000,40.00000,31.25000,45.25000,38.5,38.00000,38.50000
1994,66 and older,,,,,,,,,,,,
1995,0-16 y.,,,,,,,,,,,,
1995,17-29 y.,1883,36.87642,36.57171,37.18114,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1995,30-45 y.,2944,34.80919,34.49679,35.12159,36.00000,38.00000,40.00000,30.00000,46.00000,38.0,38.00000,38.50000
1995,46-65 y.,1884,34.97319,34.58208,35.36430,36.00000,38.50000,40.00000,30.00000,46.00000,38.5,38.00000,38.50000
1995,66 and older,,,,,,,,,,,,
1996,0-16 y.,,,,,,,,,,,,
1996,17-29 y.,1736,36.41607,36.07263,36.75950,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1996,30-45 y.,2938,34.89309,34.59601,35.19016,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,38.50000
1996,46-65 y.,1807,34.94991,34.57032,35.32949,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.50000
1996,66 and older,,,,,,,,,,,,
1997,0-16 y.,,,,,,,,,,,,
1997,17-29 y.,1614,36.77349,36.42884,37.11813,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1997,30-45 y.,2787,34.98547,34.68274,35.28819,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.50000
1997,46-65 y.,1732,34.84925,34.45851,35.24000,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.50000
1997,66 and older,,,,,,,,,,,,
1998,0-16 y.,,,,,,,,,,,,
1998,17-29 y.,1669,36.33129,35.96846,36.69411,37.32361,38.50000,40.00000,33.30904,44.01458,38.5,38.50000,38.50000
1998,30-45 y.,3099,34.86156,34.55661,35.16652,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,38.50000
1998,46-65 y.,1955,34.82483,34.47392,35.17574,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
1998,66 and older,,,,,,,,,,,,
1999,0-16 y.,,,,,,,,,,,,
1999,17-29 y.,1636,36.40228,36.02479,36.77976,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1999,30-45 y.,3142,34.64489,34.33254,34.95725,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,38.50000
1999,46-65 y.,1908,34.76433,34.38681,35.14184,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.50000
1999,66 and older,,,,,,,,,,,,
2000,0-16 y.,,,,,,,,,,,,
2000,17-29 y.,2392,36.41390,36.10393,36.72388,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
2000,30-45 y.,5311,34.74814,34.51387,34.98241,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,38.50000
2000,46-65 y.,3397,34.46654,34.17487,34.75820,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.50000
2000,66 and older,,,,,,,,,,,,
2001,0-16 y.,,,,,,,,,,,,
2001,17-29 y.,2172,35.89122,35.52965,36.25279,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
2001,30-45 y.,4931,34.42572,34.17134,34.68010,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.50000
