year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,3870,40.62832,40.46376,40.81336,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,female,2368,33.39819,32.84810,33.82433,25.00000,40.00000,40.00000,2.50000,62.50000,40.0,40.00000,40.00000
1985,male,3355,39.77687,39.62661,39.99328,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,female,2129,33.54813,33.06023,33.96314,25.00000,40.00000,40.00000,2.50000,62.50000,40.0,40.00000,40.00000
1986,male,3236,39.63298,39.49913,39.75297,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1986,female,2070,33.68948,33.22398,34.08635,25.00000,40.00000,40.00000,2.50000,60.0,40.0,40.00000,40.00000
1987,male,3223,39.48867,39.31093,39.65290,39.00000,40.00000,40.00000,37.50000,41.50000,40.0,40.00000,40.00000
1987,female,2076,33.38022,32.85755,33.86380,25.00000,39.00000,40.00000,2.50000,62.50000,39.0,38.00000,39.50000
1988,male,3058,39.25238,39.07346,39.42317,38.50000,40.00000,40.00000,36.25000,42.25000,40.0,40.00000,40.00000
1988,female,1973,33.00008,32.49589,33.46229,25.00000,38.50000,40.00000,2.50000,62.50000,38.5,38.00000,39.00000
1989,male,3018,39.01465,38.82825,39.15791,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1989,female,1973,32.95471,32.42223,33.46757,25.00000,38.00000,40.00000,2.50000,62.50000,38.0,37.50000,38.00000
1990,male,4519,39.55066,39.37587,39.72251,38.00000,39.00000,40.00000,35.00000,43.00000,39.0,39.00000,39.00000
1990,female,3514,34.17519,33.75785,34.57110,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,38.50000
1991,male,4221,38.79215,38.60892,38.96216,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1991,female,3276,33.19061,32.80957,33.64172,26.00000,38.00000,40.00000,5.00000,57.8,38.0,37.50000,38.00000
1992,male,3937,38.62581,38.47652,38.80511,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1992,female,3020,32.85300,32.44253,33.25088,25.00000,38.00000,40.00000,2.50000,60.5,38.0,38.00000,38.50000
1993,male,3765,38.41131,38.28011,38.58153,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1993,female,2930,32.70799,32.28105,33.16317,25.00000,38.00000,39.97627,2.53560,60.0,38.0,38.00000,38.50000
1994,male,3588,38.44162,38.26750,38.65667,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1994,female,2855,32.29658,31.81138,32.73313,25.00000,37.50000,39.00000,4.00000,60.00000,37.5,37.00000,37.50000
1995,male,3766,37.91587,37.64751,38.15971,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1995,female,2954,31.74331,31.25797,32.20705,24.00000,37.50000,39.00000,1.50000,60.0,37.5,37.50000,37.50000
1996,male,3597,37.95631,37.75648,38.18194,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1996,female,2888,31.70034,31.14951,32.17596,24.00000,37.50000,38.50000,2.25000,60.0,37.5,37.50000,37.50000
1997,male,3413,38.01125,37.77898,38.23549,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
1997,female,2727,31.82054,31.32831,32.34718,24.00000,37.50000,39.00000,1.50000,61.50000,37.5,37.50000,37.50000
1998,male,3733,37.84642,37.59336,38.06137,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,38.50000,38.50000
