year,age_gr,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,18-29 J.,1. Quintil,1007,39.05851008765807,38.86662655643261,39.250393618883535,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,18-29 J.,2. Quintil,598,39.50625742576235,39.23178131134663,39.78073354017807,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,18-29 J.,3. Quintil,207,39.98227811714816,39.66420882624109,40.30034740805524,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,18-29 J.,4. Quintil,48,38.56575644070331,37.67115207344016,39.46036080796646,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,18-29 J.,5. Quintil,,,,,,,,,,,,
1984,30-45 J.,1. Quintil,1352,36.64550080160155,36.38948714663716,36.90151445656594,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,30-45 J.,2. Quintil,706,37.142422786360015,36.81855771221852,37.46628786050151,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,30-45 J.,3. Quintil,292,36.64209675212901,36.103555734156544,37.18063777010147,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,30-45 J.,4. Quintil,122,37.021090676978154,36.246462966396805,37.7957183875595,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,30-45 J.,5. Quintil,,,,,,,,,,,,
1984,46-65 J.,1. Quintil,858,37.73933609671729,37.45009993038763,38.02857226304695,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,46-65 J.,2. Quintil,550,37.12890038263785,36.794820550344696,37.46298021493101,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,46-65 J.,3. Quintil,254,38.641470863149806,38.18437017556334,39.098571550736274,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,46-65 J.,4. Quintil,93,38.21612180462838,37.41784338300339,39.01440022625337,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,46-65 J.,5. Quintil,,,,,,,,,,,,
1984,66 und älter,1. Quintil,,,,,,,,,,,,
1984,66 und älter,2. Quintil,,,,,,,,,,,,
1984,66 und älter,3. Quintil,,,,,,,,,,,,
1984,66 und älter,4. Quintil,,,,,,,,,,,,
1984,66 und älter,5. Quintil,,,,,,,,,,,,
1985,18-29 J.,1. Quintil,813,38.06178712207349,37.81603182442453,38.30754241972245,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1985,18-29 J.,2. Quintil,545,39.43691895893389,39.24029504738856,39.63354287047922,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1985,18-29 J.,3. Quintil,229,39.44020189224861,39.153207236523635,39.727196547973584,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1985,18-29 J.,4. Quintil,42,39.16408278307141,38.66627240519095,39.66189316095186,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1985,18-29 J.,5. Quintil,,,,,,,,,,,,
1985,30-45 J.,1. Quintil,1073,36.33671661233841,36.07474245589378,36.59869076878304,39.0,40.0,40.0,37.5,41.5,40.0,40.0,40.0
