year,bula_h,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Lower Saxony,As soon as possible,0.03599,71,234,0.01207,0.05991
1984,Lower Saxony,Next year,0.02511,39,234,0.00502,0.04520
1984,Lower Saxony,In the next 2 to 5 years,0.04463,74,234,0.01811,0.07114
1984,Lower Saxony,"In the distant future, in more than five years",0.03092,50,234,0.00869,0.05314
1984,North Rhine-Westphalia,As soon as possible,0.03462,186,629,0.02032,0.04891
1984,North Rhine-Westphalia,Next year,0.02451,102,629,0.01242,0.03660
1984,North Rhine-Westphalia,In the next 2 to 5 years,0.05182,213,629,0.03448,0.06916
1984,North Rhine-Westphalia,"In the distant future, in more than five years",0.02907,128,629,0.01593,0.04221
1984,Hesse,As soon as possible,0.03921,80,189,0.01147,0.06696
1984,Hesse,In the next 2 to 5 years,0.04569,70,189,0.01584,0.07553
1984,Hesse,"In the distant future, in more than five years",0.02389,39,189,0.00206,0.04572
1984,"Rhineland-Palatinate, Saarland",As soon as possible,0.03784,41,88,-0.00225,0.07794
1984,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.04406,47,88,0.00093,0.08718
1984,Baden-Wuerttemberg,As soon as possible,0.02146,91,328,0.00575,0.03716
1984,Baden-Wuerttemberg,Next year,0.01773,57,328,0.00343,0.03204
1984,Baden-Wuerttemberg,In the next 2 to 5 years,0.03796,97,328,0.01725,0.05868
1984,Baden-Wuerttemberg,"In the distant future, in more than five years",0.03039,83,328,0.01178,0.04900
1984,Bavaria,As soon as possible,0.02583,83,311,0.00817,0.04349
1984,Bavaria,Next year,0.01411,39,311,0.00098,0.02724
1984,Bavaria,In the next 2 to 5 years,0.03930,111,311,0.01767,0.06093
1984,Bavaria,"In the distant future, in more than five years",0.02928,78,311,0.01051,0.04805
1985,Lower Saxony,As soon as possible,0.05360,81,170,0.01964,0.08756
1985,Lower Saxony,Next year,0.02780,38,170,0.00302,0.05259
1985,Lower Saxony,In the next 2 to 5 years,0.03386,51,170,0.00659,0.06113
1985,North Rhine-Westphalia,As soon as possible,0.03537,155,454,0.01836,0.05238
1985,North Rhine-Westphalia,Next year,0.02701,97,454,0.01208,0.04193
1985,North Rhine-Westphalia,In the next 2 to 5 years,0.03470,134,454,0.01785,0.05155
1985,North Rhine-Westphalia,"In the distant future, in more than five years",0.01628,68,454,0.00462,0.02793
1985,Hesse,As soon as possible,0.03986,72,121,0.00486,0.07487
1985,Hesse,In the next 2 to 5 years,0.03135,49,121,0.00017,0.06253
1985,"Rhineland-Palatinate, Saarland",As soon as possible,0.03700,38,38,-0.02382,0.09781
1985,Baden-Wuerttemberg,As soon as possible,0.02199,88,267,0.00437,0.03961
1985,Baden-Wuerttemberg,Next year,0.02566,67,267,0.00666,0.04466
1985,Baden-Wuerttemberg,In the next 2 to 5 years,0.02901,71,267,0.00884,0.04918
1985,Baden-Wuerttemberg,"In the distant future, in more than five years",0.01705,41,267,0.00149,0.03260
1985,Bavaria,As soon as possible,0.02777,78,201,0.00499,0.05054
1985,Bavaria,Next year,0.02096,53,201,0.00110,0.04081
1985,Bavaria,In the next 2 to 5 years,0.02532,70,201,0.00355,0.04709
1986,Lower Saxony,As soon as possible,0.03518,50,173,0.00765,0.06271
1986,Lower Saxony,Next year,0.02253,35,173,0.00035,0.04471
1986,Lower Saxony,In the next 2 to 5 years,0.02688,43,173,0.00271,0.05104
1986,Lower Saxony,"In the distant future, in more than five years",0.03134,45,173,0.00530,0.05738
1986,North Rhine-Westphalia,As soon as possible,0.04006,166,493,0.02273,0.05739
1986,North Rhine-Westphalia,Next year,0.02115,87,493,0.00844,0.03387
1986,North Rhine-Westphalia,In the next 2 to 5 years,0.04115,163,493,0.02360,0.05870
1986,North Rhine-Westphalia,"In the distant future, in more than five years",0.02040,77,493,0.00791,0.03289
1986,Hesse,As soon as possible,0.02530,55,104,-0.00503,0.05562
1986,Hesse,In the next 2 to 5 years,0.03106,49,104,-0.00244,0.06456
1986,Baden-Wuerttemberg,As soon as possible,0.02299,72,259,0.00470,0.04128
1986,Baden-Wuerttemberg,Next year,0.01888,52,259,0.00227,0.03549
1986,Baden-Wuerttemberg,In the next 2 to 5 years,0.02677,78,259,0.00707,0.04646
1986,Baden-Wuerttemberg,"In the distant future, in more than five years",0.02314,57,259,0.00479,0.04149
1986,Bavaria,As soon as possible,0.02751,72,223,0.00599,0.04902
1986,Bavaria,Next year,0.01946,47,223,0.00129,0.03764
1986,Bavaria,In the next 2 to 5 years,0.02527,65,223,0.00462,0.04591
1986,Bavaria,"In the distant future, in more than five years",0.01650,39,223,-0.00026,0.03325
1987,Lower Saxony,As soon as possible,0.03889,58,187,0.01110,0.06667
1987,Lower Saxony,Next year,0.02828,46,187,0.00446,0.05210
1987,Lower Saxony,In the next 2 to 5 years,0.03296,49,187,0.00730,0.05862
1987,Lower Saxony,"In the distant future, in more than five years",0.02226,34,187,0.00106,0.04346
1987,North Rhine-Westphalia,As soon as possible,0.03453,146,490,0.01835,0.05071
1987,North Rhine-Westphalia,Next year,0.02841,117,490,0.01368,0.04313
1987,North Rhine-Westphalia,In the next 2 to 5 years,0.04088,155,490,0.02333,0.05843
1987,North Rhine-Westphalia,"In the distant future, in more than five years",0.01894,72,490,0.00686,0.03102
1987,Hesse,As soon as possible,0.02543,47,128,-0.00195,0.05282
1987,Hesse,Next year,0.02338,35,128,-0.00290,0.04966
1987,Hesse,In the next 2 to 5 years,0.03373,46,128,0.00233,0.06512
1987,"Rhineland-Palatinate, Saarland",As soon as possible,0.04204,44,44,-0.01794,0.10202
1987,Baden-Wuerttemberg,As soon as possible,0.02064,75,275,0.00381,0.03748
1987,Baden-Wuerttemberg,Next year,0.01961,57,275,0.00319,0.03603
1987,Baden-Wuerttemberg,In the next 2 to 5 years,0.03634,102,275,0.01418,0.05850
1987,Baden-Wuerttemberg,"In the distant future, in more than five years",0.01534,41,275,0.00079,0.02989
1987,Bavaria,As soon as possible,0.02453,57,210,0.00356,0.04551
1987,Bavaria,Next year,0.01709,51,210,-0.00048,0.03466
1987,Bavaria,In the next 2 to 5 years,0.02792,67,210,0.00558,0.05025
1987,Bavaria,"In the distant future, in more than five years",0.01503,35,210,-0.00147,0.03152
1988,Lower Saxony,As soon as possible,0.03269,47,141,0.00324,0.06215
1988,Lower Saxony,Next year,0.02515,38,141,-0.00079,0.05108
1988,Lower Saxony,In the next 2 to 5 years,0.03880,56,141,0.00681,0.07079
1988,North Rhine-Westphalia,As soon as possible,0.03585,131,475,0.01912,0.05259
1988,North Rhine-Westphalia,Next year,0.03218,107,475,0.01629,0.04807
1988,North Rhine-Westphalia,In the next 2 to 5 years,0.04660,169,475,0.02762,0.06557
