year,age_gr,bula_h,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Bavaria,In the next 2 to 5 years,0.07892,46,118,0.03007,0.12778
1985,30-45 y.,North Rhine-Westphalia,As soon as possible,0.04701,47,87,0.00227,0.09174
1985,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.04279,40,87,0.00001,0.08556
1985,30-45 y.,Baden-Wuerttemberg,As soon as possible,0.04142,34,34,-0.02657,0.10941
1985,46-65 y.,North Rhine-Westphalia,As soon as possible,0.03809,41,41,-0.02123,0.09742
1986,17-29 y.,Lower Saxony,"In the distant future, in more than five years",0.10204,33,33,-0.00284,0.20692
1986,17-29 y.,North Rhine-Westphalia,As soon as possible,0.06703,65,281,0.03774,0.09632
1986,17-29 y.,North Rhine-Westphalia,Next year,0.07095,60,281,0.04088,0.10102
1986,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.13260,112,281,0.09287,0.17232
1986,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.05834,44,281,0.03088,0.08579
1986,17-29 y.,Hesse,In the next 2 to 5 years,0.09693,33,33,-0.00558,0.19944
1986,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.05220,34,127,0.01336,0.09103
1986,17-29 y.,Baden-Wuerttemberg,Next year,0.06295,37,127,0.02054,0.10536
1986,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.08556,56,127,0.03672,0.13440
1986,17-29 y.,Bavaria,As soon as possible,0.07475,36,109,0.02515,0.12435
1986,17-29 y.,Bavaria,Next year,0.06605,33,109,0.01920,0.11289
1986,17-29 y.,Bavaria,In the next 2 to 5 years,0.07479,40,109,0.02518,0.12441
1986,30-45 y.,North Rhine-Westphalia,As soon as possible,0.06500,57,100,0.01644,0.11356
1986,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.04836,43,100,0.00610,0.09062
1986,46-65 y.,North Rhine-Westphalia,As soon as possible,0.04219,44,44,-0.01790,0.10227
1987,17-29 y.,Lower Saxony,Next year,0.10101,36,69,0.02939,0.17264
1987,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.10575,33,69,0.03266,0.17884
1987,17-29 y.,North Rhine-Westphalia,As soon as possible,0.07491,66,281,0.04408,0.10575
1987,17-29 y.,North Rhine-Westphalia,Next year,0.07907,72,281,0.04746,0.11067
1987,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.12457,101,281,0.08589,0.16325
1987,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.05118,42,281,0.02537,0.07700
1987,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.03840,31,138,0.00622,0.07058
1987,17-29 y.,Baden-Wuerttemberg,Next year,0.06789,38,138,0.02576,0.11001
1987,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.10967,69,138,0.05734,0.16199
1987,17-29 y.,Bavaria,Next year,0.04875,36,80,0.00126,0.09624
1987,17-29 y.,Bavaria,In the next 2 to 5 years,0.08778,44,80,0.02538,0.15018
1987,30-45 y.,North Rhine-Westphalia,As soon as possible,0.04325,41,118,0.00639,0.08011
1987,30-45 y.,North Rhine-Westphalia,Next year,0.03503,32,118,0.00171,0.06834
1987,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.05116,45,118,0.01124,0.09108
1987,46-65 y.,North Rhine-Westphalia,As soon as possible,0.03222,38,38,-0.02468,0.08912
1988,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.11608,34,34,0.00679,0.22537
1988,17-29 y.,North Rhine-Westphalia,As soon as possible,0.05059,50,277,0.02473,0.07645
1988,17-29 y.,North Rhine-Westphalia,Next year,0.08621,59,277,0.05310,0.11933
1988,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.16073,122,277,0.11740,0.20406
1988,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.05211,46,277,0.02589,0.07833
1988,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.05924,40,141,0.02013,0.09835
1988,17-29 y.,Baden-Wuerttemberg,Next year,0.06778,37,141,0.02614,0.10942
1988,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.11453,64,141,0.06178,0.16729
1988,17-29 y.,Bavaria,Next year,0.06760,32,77,0.01115,0.12404
1988,17-29 y.,Bavaria,In the next 2 to 5 years,0.09214,45,77,0.02711,0.15716
1988,30-45 y.,North Rhine-Westphalia,As soon as possible,0.05663,41,114,0.01401,0.09924
1988,30-45 y.,North Rhine-Westphalia,Next year,0.04279,32,114,0.00547,0.08011
1988,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.04881,41,114,0.00908,0.08854
1988,46-65 y.,North Rhine-Westphalia,As soon as possible,0.04632,40,40,-0.01964,0.11229
1989,17-29 y.,North Rhine-Westphalia,As soon as possible,0.04399,49,245,0.01826,0.06973
1989,17-29 y.,North Rhine-Westphalia,Next year,0.08094,61,245,0.04672,0.11516
1989,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.11753,92,245,0.07712,0.15794
1989,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.05508,43,245,0.02646,0.08371
1989,17-29 y.,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.11568,31,31,0.00123,0.23013
1989,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.11412,63,63,0.03498,0.19327
1989,17-29 y.,Bavaria,In the next 2 to 5 years,0.11933,53,53,0.03122,0.20745
1989,30-45 y.,North Rhine-Westphalia,As soon as possible,0.05356,37,77,0.00294,0.10418
1989,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.04416,40,77,-0.00203,0.09036
1990,17-29 y.,North Rhine-Westphalia,As soon as possible,0.04224,37,233,0.01636,0.06812
1990,17-29 y.,North Rhine-Westphalia,Next year,0.07313,54,233,0.03963,0.10664
1990,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.13792,102,233,0.09355,0.18229
1990,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.06207,40,233,0.03102,0.09312
1990,17-29 y.,Hesse,In the next 2 to 5 years,0.12645,31,31,0.00752,0.24538
1990,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.09844,52,52,0.01668,0.18020
1990,17-29 y.,Bavaria,In the next 2 to 5 years,0.10642,47,47,0.01730,0.19554
1991,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.12232,31,31,0.00507,0.23957
1991,17-29 y.,North Rhine-Westphalia,As soon as possible,0.04687,42,211,0.01828,0.07546
1991,17-29 y.,North Rhine-Westphalia,Next year,0.05942,50,211,0.02744,0.09139
1991,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.11930,81,211,0.07546,0.16314
1991,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.05250,38,211,0.02233,0.08266
1991,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.10968,63,63,0.03190,0.18747
1991,17-29 y.,Bavaria,In the next 2 to 5 years,0.08827,40,40,-0.00077,0.17730
1991,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.04296,39,39,-0.02151,0.10743
1991,30-45 y.,Saxony,As soon as possible,0.08094,31,31,-0.01666,0.17853
1992,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.14646,40,40,0.03549,0.25743
1992,17-29 y.,North Rhine-Westphalia,As soon as possible,0.05514,42,214,0.02448,0.08579
1992,17-29 y.,North Rhine-Westphalia,Next year,0.07167,46,214,0.03703,0.10631
1992,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.12596,88,214,0.08140,0.17052
1992,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.05195,38,214,0.02215,0.08176
1992,17-29 y.,Hesse,In the next 2 to 5 years,0.13107,37,37,0.02083,0.24132
1992,17-29 y.,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.15497,32,32,0.02758,0.28236
1992,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.10682,59,90,0.04265,0.17100
1992,17-29 y.,Baden-Wuerttemberg,"In the distant future, in more than five years",0.05591,31,90,0.00818,0.10365
1992,17-29 y.,Bavaria,In the next 2 to 5 years,0.10714,47,47,0.01776,0.19653
1992,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.05409,45,45,-0.01275,0.12093
1992,30-45 y.,Saxony,As soon as possible,0.12984,47,47,0.03270,0.22697
1992,46-65 y.,Saxony,As soon as possible,0.11605,44,44,0.02031,0.21178
1993,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.15988,44,44,0.05033,0.26942
1993,17-29 y.,North Rhine-Westphalia,As soon as possible,0.05765,50,241,0.02816,0.08713
1993,17-29 y.,North Rhine-Westphalia,Next year,0.07367,49,241,0.04062,0.10672
1993,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.14061,101,241,0.09663,0.18459
1993,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.05535,41,241,0.02642,0.08428
1993,17-29 y.,Hesse,In the next 2 to 5 years,0.11638,33,33,0.00527,0.22749
1993,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.04488,36,95,0.00302,0.08673
1993,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.12037,59,95,0.05459,0.18615
1993,17-29 y.,Bavaria,In the next 2 to 5 years,0.11998,51,51,0.02991,0.21005
1993,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.04941,37,37,-0.02139,0.12020
1993,30-45 y.,Saxony,As soon as possible,0.15537,54,54,0.05784,0.25290
1993,30-45 y.,Saxony-Anhalt,As soon as possible,0.16790,38,38,0.04746,0.28834
1993,46-65 y.,Saxony,As soon as possible,0.10900,38,38,0.00858,0.20941
1994,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.13521,36,36,0.02193,0.24850
1994,17-29 y.,North Rhine-Westphalia,As soon as possible,0.06538,59,201,0.03112,0.09964
1994,17-29 y.,North Rhine-Westphalia,Next year,0.09047,63,201,0.05072,0.13023
1994,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.14379,79,201,0.09516,0.19242
1994,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.06226,37,138,0.02180,0.10272
1994,17-29 y.,Baden-Wuerttemberg,Next year,0.09226,31,138,0.04380,0.14071
1994,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.11780,70,138,0.06382,0.17179
1994,17-29 y.,Bavaria,In the next 2 to 5 years,0.10909,44,44,0.01591,0.20227
1994,17-29 y.,Saxony,In the next 2 to 5 years,0.13243,33,33,0.01499,0.24987
1994,30-45 y.,North Rhine-Westphalia,As soon as possible,0.04872,48,94,0.00496,0.09247
1994,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.04720,46,94,0.00410,0.09030
1994,30-45 y.,Saxony,As soon as possible,0.11898,42,42,0.01988,0.21809
1994,30-45 y.,Saxony-Anhalt,As soon as possible,0.17490,34,34,0.04529,0.30452
1994,30-45 y.,Thuringa,As soon as possible,0.14696,33,33,0.02428,0.26964
1994,46-65 y.,Saxony,As soon as possible,0.12842,45,45,0.02956,0.22727
1995,17-29 y.,Lower Saxony,As soon as possible,0.12510,33,33,0.01047,0.23973
1995,17-29 y.,North Rhine-Westphalia,As soon as possible,0.04506,36,217,0.01740,0.07273
1995,17-29 y.,North Rhine-Westphalia,Next year,0.07942,52,217,0.04336,0.11548
1995,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.12823,89,217,0.08364,0.17281
1995,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.06268,40,217,0.03036,0.09501
1995,17-29 y.,Hesse,In the next 2 to 5 years,0.16841,32,32,0.03667,0.30015
1995,17-29 y.,Baden-Wuerttemberg,Next year,0.06090,31,111,0.01621,0.10558
1995,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.15131,80,111,0.08434,0.21827
1995,17-29 y.,Bavaria,Next year,0.08462,36,87,0.02580,0.14344
1995,17-29 y.,Bavaria,In the next 2 to 5 years,0.11603,51,87,0.04834,0.18372
1995,30-45 y.,North Rhine-Westphalia,As soon as possible,0.03896,45,105,0.00177,0.07615
1995,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.06635,60,105,0.01851,0.11419
1995,30-45 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.06188,33,33,-0.02160,0.14536
1995,30-45 y.,Bavaria,In the next 2 to 5 years,0.05991,33,33,-0.02232,0.14213
1995,30-45 y.,Saxony,As soon as possible,0.10573,37,37,0.00528,0.20618
1995,46-65 y.,North Rhine-Westphalia,As soon as possible,0.02974,32,32,-0.03006,0.08954
1995,46-65 y.,Saxony,As soon as possible,0.09523,36,36,-0.00202,0.19248
1996,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.14375,34,34,0.02404,0.26345
1996,17-29 y.,North Rhine-Westphalia,As soon as possible,0.07677,51,224,0.04182,0.11171
1996,17-29 y.,North Rhine-Westphalia,Next year,0.08637,52,224,0.04950,0.12324
1996,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.13251,82,224,0.08801,0.17701
1996,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.05618,39,224,0.02596,0.08641
1996,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.04870,33,104,0.00713,0.09027
1996,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.21175,71,104,0.13285,0.29065
1996,17-29 y.,Bavaria,As soon as possible,0.07588,37,83,0.01857,0.13320
1996,17-29 y.,Bavaria,In the next 2 to 5 years,0.11224,46,83,0.04392,0.18057
1996,17-29 y.,Saxony,Next year,0.13654,32,32,0.01567,0.25742
1996,30-45 y.,North Rhine-Westphalia,As soon as possible,0.04439,40,117,0.00691,0.08186
1996,30-45 y.,North Rhine-Westphalia,Next year,0.03201,34,117,-0.00002,0.06404
1996,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.04703,43,117,0.00850,0.08556
1996,30-45 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.05158,35,35,-0.02277,0.12592
1996,30-45 y.,Saxony,As soon as possible,0.12259,37,37,0.01545,0.22973
1996,46-65 y.,North Rhine-Westphalia,As soon as possible,0.04268,34,34,-0.02629,0.11164
1996,46-65 y.,Saxony,As soon as possible,0.08448,33,33,-0.01188,0.18084
1997,17-29 y.,North Rhine-Westphalia,As soon as possible,0.07684,54,177,0.03749,0.11619
1997,17-29 y.,North Rhine-Westphalia,Next year,0.07905,45,177,0.03918,0.11891
1997,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.14665,78,177,0.09438,0.19891
1997,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.18338,70,70,0.09207,0.27469
1997,17-29 y.,Bavaria,In the next 2 to 5 years,0.16906,62,62,0.07500,0.26312
1997,17-29 y.,Saxony,In the next 2 to 5 years,0.11698,31,31,0.00197,0.23199
1997,30-45 y.,North Rhine-Westphalia,As soon as possible,0.04289,44,97,0.00236,0.08342
1997,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.05485,53,97,0.00930,0.10040
1997,30-45 y.,Baden-Wuerttemberg,As soon as possible,0.03950,36,36,-0.02503,0.10402
1997,30-45 y.,Bavaria,In the next 2 to 5 years,0.07057,39,39,-0.01086,0.15201
1997,30-45 y.,Saxony,As soon as possible,0.09719,36,36,-0.00095,0.19533
1997,30-45 y.,Thuringa,As soon as possible,0.14599,32,32,0.02169,0.27028
1997,46-65 y.,North Rhine-Westphalia,As soon as possible,0.03746,34,34,-0.02733,0.10225
1997,46-65 y.,Baden-Wuerttemberg,As soon as possible,0.03539,31,31,-0.03073,0.10151
1997,46-65 y.,Saxony,As soon as possible,0.09282,34,34,-0.00618,0.19183
1998,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.11346,32,32,0.00181,0.22510
1998,17-29 y.,North Rhine-Westphalia,As soon as possible,0.09377,65,229,0.05593,0.13160
1998,17-29 y.,North Rhine-Westphalia,Next year,0.06764,43,229,0.03505,0.10024
1998,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.13018,79,229,0.08650,0.17386
1998,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.06508,42,229,0.03306,0.09710
1998,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.05965,32,91,0.01072,0.10859
1998,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.13846,59,91,0.06710,0.20982
1998,17-29 y.,Bavaria,In the next 2 to 5 years,0.16496,60,60,0.07026,0.25967
1998,17-29 y.,Saxony,In the next 2 to 5 years,0.11825,32,32,0.00458,0.23193
1998,30-45 y.,North Rhine-Westphalia,As soon as possible,0.05153,46,116,0.01113,0.09194
1998,30-45 y.,North Rhine-Westphalia,Next year,0.03154,31,116,-0.00040,0.06348
1998,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.03417,39,116,0.00097,0.06737
1998,30-45 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.05617,37,37,-0.01905,0.13138
1998,30-45 y.,Bavaria,Next year,0.04678,31,31,-0.02879,0.12235
1998,30-45 y.,Saxony,As soon as possible,0.13516,50,50,0.03943,0.23089
1998,30-45 y.,Thuringa,As soon as possible,0.16639,39,39,0.04798,0.28481
1998,46-65 y.,North Rhine-Westphalia,As soon as possible,0.04745,43,43,-0.01685,0.11175
1998,46-65 y.,Saxony,As soon as possible,0.07429,34,34,-0.01519,0.16376
1998,46-65 y.,Saxony-Anhalt,As soon as possible,0.14536,34,34,0.02510,0.26562
1999,17-29 y.,North Rhine-Westphalia,As soon as possible,0.06429,42,167,0.02698,0.10161
1999,17-29 y.,North Rhine-Westphalia,Next year,0.07651,46,167,0.03607,0.11694
1999,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.13180,79,167,0.08034,0.18326
1999,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.12510,53,53,0.03518,0.21502
1999,17-29 y.,Bavaria,In the next 2 to 5 years,0.14653,44,44,0.04083,0.25223
1999,30-45 y.,North Rhine-Westphalia,As soon as possible,0.04538,44,75,-0.00205,0.09280
1999,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.03004,31,75,-0.00885,0.06894
1999,30-45 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.06351,41,41,-0.01207,0.13909
1999,30-45 y.,Bavaria,In the next 2 to 5 years,0.05048,34,34,-0.02422,0.12518
1999,30-45 y.,Saxony,As soon as possible,0.12870,52,52,0.03679,0.22060
1999,46-65 y.,North Rhine-Westphalia,As soon as possible,0.03519,31,31,-0.03075,0.10113
1999,46-65 y.,Saxony,As soon as possible,0.08099,34,34,-0.01209,0.17408
2000,17-29 y.,Lower Saxony,Next year,0.08815,39,82,0.02641,0.14990
2000,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.10477,43,82,0.03808,0.17147
2000,17-29 y.,North Rhine-Westphalia,As soon as possible,0.06104,58,307,0.03422,0.08787
2000,17-29 y.,North Rhine-Westphalia,Next year,0.06216,62,307,0.03511,0.08921
2000,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.12568,132,307,0.08854,0.16282
2000,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.05615,55,307,0.03036,0.08195
2000,17-29 y.,Hesse,In the next 2 to 5 years,0.13907,47,47,0.03908,0.23907
2000,17-29 y.,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.15589,41,41,0.04347,0.26831
2000,17-29 y.,Baden-Wuerttemberg,Next year,0.05289,34,172,0.01934,0.08644
2000,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.14449,105,172,0.09179,0.19718
2000,17-29 y.,Baden-Wuerttemberg,"In the distant future, in more than five years",0.04921,33,172,0.01679,0.08164
2000,17-29 y.,Bavaria,Next year,0.07283,46,137,0.02916,0.11651
2000,17-29 y.,Bavaria,In the next 2 to 5 years,0.14900,91,137,0.08915,0.20885
2000,17-29 y.,Saxony,As soon as possible,0.12403,37,120,0.06481,0.18326
2000,17-29 y.,Saxony,Next year,0.13078,42,120,0.07020,0.19136
2000,17-29 y.,Saxony,In the next 2 to 5 years,0.11355,41,120,0.05655,0.17055
2000,30-45 y.,Lower Saxony,In the next 2 to 5 years,0.04648,41,41,-0.01876,0.11172
2000,30-45 y.,North Rhine-Westphalia,As soon as possible,0.03247,69,254,0.01063,0.05431
2000,30-45 y.,North Rhine-Westphalia,Next year,0.03098,59,254,0.00963,0.05232
2000,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.05037,89,254,0.02342,0.07732
2000,30-45 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.01815,37,254,0.00170,0.03460
2000,30-45 y.,Hesse,In the next 2 to 5 years,0.06287,41,41,-0.01235,0.13810
2000,30-45 y.,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.05354,31,31,-0.02701,0.13410
2000,30-45 y.,Baden-Wuerttemberg,As soon as possible,0.02729,39,107,-0.00373,0.05830
2000,30-45 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.06681,68,107,0.01927,0.11434
2000,30-45 y.,Bavaria,Next year,0.02340,32,132,-0.00249,0.04928
2000,30-45 y.,Bavaria,In the next 2 to 5 years,0.04649,62,132,0.01044,0.08255
2000,30-45 y.,Bavaria,"In the distant future, in more than five years",0.02729,38,132,-0.00061,0.05519
2000,30-45 y.,Brandenburg,As soon as possible,0.12142,39,39,0.01757,0.22527
2000,30-45 y.,Saxony,As soon as possible,0.10637,65,65,0.03083,0.18191
2000,30-45 y.,Saxony-Anhalt,As soon as possible,0.12874,32,32,0.01084,0.24664
2000,30-45 y.,Thuringa,As soon as possible,0.14149,45,45,0.03851,0.24447
2000,46-65 y.,North Rhine-Westphalia,As soon as possible,0.03282,57,57,-0.01385,0.07948
2000,46-65 y.,Bavaria,As soon as possible,0.03397,36,36,-0.02605,0.09398
2000,46-65 y.,Saxony,As soon as possible,0.11153,69,69,0.03671,0.18635
2000,46-65 y.,Saxony-Anhalt,As soon as possible,0.07754,32,32,-0.01661,0.17169
2000,46-65 y.,Thuringa,As soon as possible,0.11382,34,34,0.00546,0.22218
2001,17-29 y.,Lower Saxony,Next year,0.11490,39,83,0.04588,0.18393
2001,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.11165,44,83,0.04349,0.17982
2001,17-29 y.,North Rhine-Westphalia,As soon as possible,0.05358,45,274,0.02686,0.08029
2001,17-29 y.,North Rhine-Westphalia,Next year,0.07902,65,274,0.04702,0.11103
2001,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.13327,124,274,0.09296,0.17359
2001,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.04358,40,274,0.01936,0.06780
2001,17-29 y.,Hesse,In the next 2 to 5 years,0.11614,35,35,0.00844,0.22384
2001,17-29 y.,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.14512,36,36,0.02843,0.26181
2001,17-29 y.,Baden-Wuerttemberg,Next year,0.06010,32,149,0.02181,0.09839
2001,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.12057,77,149,0.06810,0.17303
2001,17-29 y.,Baden-Wuerttemberg,"In the distant future, in more than five years",0.06853,40,149,0.02782,0.10923
2001,17-29 y.,Bavaria,Next year,0.08003,45,123,0.03188,0.12818
2001,17-29 y.,Bavaria,In the next 2 to 5 years,0.13197,78,123,0.07191,0.19202
2001,17-29 y.,Saxony,As soon as possible,0.10008,31,72,0.03027,0.16989
2001,17-29 y.,Saxony,In the next 2 to 5 years,0.12278,41,72,0.04644,0.19912
2001,17-29 y.,Thuringa,In the next 2 to 5 years,0.15274,33,33,0.02809,0.27738
2001,30-45 y.,Lower Saxony,In the next 2 to 5 years,0.04409,34,34,-0.02596,0.11413
2001,30-45 y.,North Rhine-Westphalia,As soon as possible,0.02503,46,216,0.00415,0.04592
2001,30-45 y.,North Rhine-Westphalia,Next year,0.03425,50,216,0.00994,0.05855
