year,sex,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,male,As soon as possible,0.03197,286,698,0.01891,0.04503
1984,male,Next year,0.01539,114,698,0.00625,0.02453
1984,male,In the next 2 to 5 years,0.02929,207,698,0.01677,0.04181
1984,male,"In the distant future, in more than five years",0.01306,91,698,0.00463,0.02149
1984,female,As soon as possible,0.03162,328,1348,0.02227,0.04096
1984,female,Next year,0.02519,209,1348,0.01682,0.03356
1984,female,In the next 2 to 5 years,0.05655,459,1348,0.04422,0.06889
1984,female,"In the distant future, in more than five years",0.04154,352,1348,0.03088,0.05219
1985,male,As soon as possible,0.03923,295,631,0.02407,0.05439
1985,male,Next year,0.01837,118,631,0.00788,0.02885
1985,male,In the next 2 to 5 years,0.02290,147,631,0.01122,0.03459
1985,male,"In the distant future, in more than five years",0.01104,71,631,0.00288,0.01920
1985,female,As soon as possible,0.03173,292,940,0.02052,0.04295
1985,female,Next year,0.02802,207,940,0.01747,0.03858
1985,female,In the next 2 to 5 years,0.03752,297,940,0.02537,0.04968
1985,female,"In the distant future, in more than five years",0.01794,144,940,0.00945,0.02643
1986,male,As soon as possible,0.02955,237,605,0.01605,0.04306
1986,male,Next year,0.01643,111,605,0.00629,0.02657
1986,male,In the next 2 to 5 years,0.02646,180,605,0.01366,0.03926
1986,male,"In the distant future, in more than five years",0.01212,77,605,0.00339,0.02084
1986,female,As soon as possible,0.03475,270,926,0.02295,0.04655
1986,female,Next year,0.02042,165,926,0.01130,0.02953
1986,female,In the next 2 to 5 years,0.03533,294,926,0.02343,0.04722
1986,female,"In the distant future, in more than five years",0.02689,197,926,0.01647,0.03732
1987,male,As soon as possible,0.03155,244,596,0.01751,0.04560
1987,male,Next year,0.01563,119,596,0.00566,0.02559
1987,male,In the next 2 to 5 years,0.02558,171,596,0.01290,0.03827
1987,male,"In the distant future, in more than five years",0.00851,62,596,0.00113,0.01590
1987,female,As soon as possible,0.03161,254,972,0.02061,0.04262
1987,female,Next year,0.02901,230,972,0.01846,0.03957
1987,female,In the next 2 to 5 years,0.03961,305,972,0.02734,0.05188
1987,female,"In the distant future, in more than five years",0.02466,183,972,0.01490,0.03441
1988,male,As soon as possible,0.02919,223,581,0.01549,0.04289
1988,male,Next year,0.02276,128,581,0.01062,0.03489
1988,male,In the next 2 to 5 years,0.02677,170,581,0.01363,0.03991
1988,male,"In the distant future, in more than five years",0.00918,60,581,0.00142,0.01694
1988,female,As soon as possible,0.02822,220,924,0.01754,0.03891
1988,female,Next year,0.02880,217,924,0.01801,0.03959
1988,female,In the next 2 to 5 years,0.04463,328,924,0.03131,0.05796
1988,female,"In the distant future, in more than five years",0.02235,159,924,0.01282,0.03189
1989,male,As soon as possible,0.02488,178,496,0.01116,0.03860
1989,male,Next year,0.01643,99,496,0.00523,0.02763
1989,male,In the next 2 to 5 years,0.02728,163,496,0.01293,0.04163
1989,male,"In the distant future, in more than five years",0.01014,56,496,0.00131,0.01896
1989,female,As soon as possible,0.02346,184,823,0.01311,0.03380
1989,female,Next year,0.02199,162,823,0.01197,0.03202
1989,female,In the next 2 to 5 years,0.04408,323,823,0.03005,0.05812
1989,female,"In the distant future, in more than five years",0.02218,154,823,0.01212,0.03225
1990,male,As soon as possible,0.01976,189,576,0.00838,0.03113
1990,male,Next year,0.01667,145,576,0.00621,0.02714
1990,male,In the next 2 to 5 years,0.02077,165,576,0.00911,0.03243
1990,male,"In the distant future, in more than five years",0.01039,77,576,0.00210,0.01868
1990,female,As soon as possible,0.02013,209,969,0.01128,0.02898
1990,female,Next year,0.02386,254,969,0.01424,0.03347
1990,female,In the next 2 to 5 years,0.03660,341,969,0.02477,0.04843
1990,female,"In the distant future, in more than five years",0.01882,165,969,0.01026,0.02738
1991,male,As soon as possible,0.02587,262,614,0.01330,0.03843
1991,male,Next year,0.01573,135,614,0.00588,0.02559
1991,male,In the next 2 to 5 years,0.01696,145,614,0.00674,0.02719
1991,male,"In the distant future, in more than five years",0.00794,72,614,0.00091,0.01496
1991,female,As soon as possible,0.02388,279,1057,0.01467,0.03309
1991,female,Next year,0.02390,252,1057,0.01469,0.03312
1991,female,In the next 2 to 5 years,0.04026,373,1057,0.02841,0.05212
1991,female,"In the distant future, in more than five years",0.01770,153,1057,0.00975,0.02565
1992,male,As soon as possible,0.03124,300,663,0.01799,0.04449
1992,male,Next year,0.01574,131,663,0.00626,0.02522
1992,male,In the next 2 to 5 years,0.02082,173,663,0.00994,0.03170
1992,male,"In the distant future, in more than five years",0.00769,59,663,0.00104,0.01435
1992,female,As soon as possible,0.03348,384,1253,0.02351,0.04344
1992,female,Next year,0.03159,306,1253,0.02190,0.04128
1992,female,In the next 2 to 5 years,0.04094,409,1253,0.02996,0.05192
1992,female,"In the distant future, in more than five years",0.01598,154,1253,0.00904,0.02293
1993,male,As soon as possible,0.03497,316,690,0.02126,0.04869
1993,male,Next year,0.01792,156,690,0.00801,0.02783
1993,male,In the next 2 to 5 years,0.01910,159,690,0.00888,0.02932
1993,male,"In the distant future, in more than five years",0.00640,59,690,0.00045,0.01236
1993,female,As soon as possible,0.03653,403,1229,0.02603,0.04702
1993,female,Next year,0.02491,251,1229,0.01619,0.03363
1993,female,In the next 2 to 5 years,0.04654,417,1229,0.03476,0.05832
1993,female,"In the distant future, in more than five years",0.01596,158,1229,0.00895,0.02297
1994,male,As soon as possible,0.04143,377,726,0.02692,0.05593
1994,male,Next year,0.01951,158,726,0.00944,0.02958
1994,male,In the next 2 to 5 years,0.01763,140,726,0.00805,0.02721
1994,male,"In the distant future, in more than five years",0.00609,51,726,0.00043,0.01176
1994,female,As soon as possible,0.03815,411,1287,0.02768,0.04862
1994,female,Next year,0.02984,273,1287,0.02054,0.03914
1994,female,In the next 2 to 5 years,0.04786,439,1287,0.03620,0.05953
1994,female,"In the distant future, in more than five years",0.01730,164,1287,0.01017,0.02442
1995,male,As soon as possible,0.03731,348,751,0.02375,0.05087
1995,male,Next year,0.01998,184,751,0.00997,0.03000
1995,male,In the next 2 to 5 years,0.01750,158,751,0.00811,0.02688
1995,male,"In the distant future, in more than five years",0.00767,61,751,0.00143,0.01392
1995,female,As soon as possible,0.03543,380,1373,0.02565,0.04521
1995,female,Next year,0.02753,279,1373,0.01887,0.03618
1995,female,In the next 2 to 5 years,0.05537,523,1373,0.04327,0.06747
1995,female,"In the distant future, in more than five years",0.01908,191,1373,0.01184,0.02632
1996,male,As soon as possible,0.04119,394,778,0.02721,0.05516
1996,male,Next year,0.01580,143,778,0.00703,0.02456
1996,male,In the next 2 to 5 years,0.02130,181,778,0.01115,0.03145
1996,male,"In the distant future, in more than five years",0.00692,60,778,0.00109,0.01274
1996,female,As soon as possible,0.03546,372,1352,0.02560,0.04532
1996,female,Next year,0.03566,340,1352,0.02577,0.04555
1996,female,In the next 2 to 5 years,0.04994,458,1352,0.03832,0.06155
1996,female,"In the distant future, in more than five years",0.02041,182,1352,0.01287,0.02795
1997,male,As soon as possible,0.04630,415,786,0.03160,0.06100
1997,male,Next year,0.01782,152,786,0.00856,0.02707
1997,male,In the next 2 to 5 years,0.01690,156,786,0.00789,0.02592
1997,male,"In the distant future, in more than five years",0.00819,63,786,0.00189,0.01450
1997,female,As soon as possible,0.03980,408,1326,0.02927,0.05032
1997,female,Next year,0.02930,255,1326,0.02022,0.03839
1997,female,In the next 2 to 5 years,0.05614,498,1326,0.04375,0.06854
1997,female,"In the distant future, in more than five years",0.01631,165,1326,0.00949,0.02314
1998,male,As soon as possible,0.04631,451,845,0.03213,0.06049
1998,male,Next year,0.01636,155,845,0.00780,0.02491
1998,male,In the next 2 to 5 years,0.01800,171,845,0.00903,0.02698
1998,male,"In the distant future, in more than five years",0.00707,68,845,0.00142,0.01272
1998,female,As soon as possible,0.03685,408,1367,0.02686,0.04684
1998,female,Next year,0.02956,302,1367,0.02057,0.03854
1998,female,In the next 2 to 5 years,0.04694,463,1367,0.03572,0.05816
1998,female,"In the distant future, in more than five years",0.01929,194,1367,0.01200,0.02658
1999,male,As soon as possible,0.03871,354,700,0.02441,0.05301
1999,male,Next year,0.01484,143,700,0.00587,0.02380
1999,male,In the next 2 to 5 years,0.01527,143,700,0.00618,0.02436
1999,male,"In the distant future, in more than five years",0.00726,60,700,0.00097,0.01356
1999,female,As soon as possible,0.03173,334,1222,0.02190,0.04157
1999,female,Next year,0.02817,277,1222,0.01889,0.03745
1999,female,In the next 2 to 5 years,0.04674,452,1222,0.03490,0.05858
1999,female,"In the distant future, in more than five years",0.01436,159,1222,0.00768,0.02103
2000,male,As soon as possible,0.03521,559,1193,0.02475,0.04568
2000,male,Next year,0.01636,261,1193,0.00916,0.02356
2000,male,In the next 2 to 5 years,0.01708,268,1193,0.00973,0.02444
2000,male,"In the distant future, in more than five years",0.00706,105,1193,0.00231,0.01181
2000,female,As soon as possible,0.02968,539,2144,0.02249,0.03686
2000,female,Next year,0.02723,473,2144,0.02034,0.03413
2000,female,In the next 2 to 5 years,0.04641,817,2144,0.03751,0.05532
2000,female,"In the distant future, in more than five years",0.01686,315,2144,0.01141,0.02231
2001,male,As soon as possible,0.03886,525,1080,0.02733,0.05039
2001,male,Next year,0.01668,226,1080,0.00904,0.02433
2001,male,In the next 2 to 5 years,0.01567,233,1080,0.00826,0.02308
2001,male,"In the distant future, in more than five years",0.00657,96,1080,0.00175,0.01139
2001,female,As soon as possible,0.02846,467,1879,0.02094,0.03598
2001,female,Next year,0.02840,426,1879,0.02089,0.03592
2001,female,In the next 2 to 5 years,0.04390,719,1879,0.03463,0.05316
2001,female,"In the distant future, in more than five years",0.01621,267,1879,0.01050,0.02192
2002,male,As soon as possible,0.04625,575,1222,0.03447,0.05803
2002,male,Next year,0.01690,224,1222,0.00967,0.02413
2002,male,In the next 2 to 5 years,0.01809,287,1222,0.01061,0.02556
2002,male,"In the distant future, in more than five years",0.00731,136,1222,0.00253,0.01209
2002,female,As soon as possible,0.03650,523,1940,0.02815,0.04485
2002,female,Next year,0.02964,449,1940,0.02209,0.03718
2002,female,In the next 2 to 5 years,0.04382,716,1940,0.03471,0.05293
2002,female,"In the distant future, in more than five years",0.01511,252,1940,0.00968,0.02054
2003,male,As soon as possible,0.05332,644,1263,0.04093,0.06572
2003,male,Next year,0.01592,223,1263,0.00902,0.02283
2003,male,In the next 2 to 5 years,0.01998,299,1263,0.01226,0.02769
2003,male,"In the distant future, in more than five years",0.00557,97,1263,0.00147,0.00968
2003,female,As soon as possible,0.03987,552,1811,0.03086,0.04888
2003,female,Next year,0.03125,445,1811,0.02323,0.03926
2003,female,In the next 2 to 5 years,0.03746,596,1811,0.02871,0.04621
2003,female,"In the distant future, in more than five years",0.01223,218,1811,0.00716,0.01729
2004,male,As soon as possible,0.05834,660,1296,0.04557,0.07110
2004,male,Next year,0.01881,212,1296,0.01141,0.02621
2004,male,In the next 2 to 5 years,0.02170,303,1296,0.01377,0.02964
2004,male,"In the distant future, in more than five years",0.00690,121,1296,0.00239,0.01141
2004,female,As soon as possible,0.04475,598,1871,0.03537,0.05412
2004,female,Next year,0.02676,422,1871,0.01944,0.03407
2004,female,In the next 2 to 5 years,0.04284,642,1871,0.03366,0.05202
2004,female,"In the distant future, in more than five years",0.01120,209,1871,0.00643,0.01598
2005,male,As soon as possible,0.05788,610,1240,0.04488,0.07088
2005,male,Next year,0.01776,211,1240,0.01040,0.02511
2005,male,In the next 2 to 5 years,0.02184,288,1240,0.01370,0.02997
2005,male,"In the distant future, in more than five years",0.00794,131,1240,0.00300,0.01289
2005,female,As soon as possible,0.05081,623,1822,0.04072,0.06090
2005,female,Next year,0.02828,401,1822,0.02067,0.03589
2005,female,In the next 2 to 5 years,0.04243,594,1822,0.03317,0.05169
2005,female,"In the distant future, in more than five years",0.01286,204,1822,0.00768,0.01803
2006,male,As soon as possible,0.05638,635,1185,0.04324,0.06951
2006,male,Next year,0.01452,182,1185,0.00770,0.02133
2006,male,In the next 2 to 5 years,0.02123,275,1185,0.01302,0.02944
2006,male,"In the distant future, in more than five years",0.00526,93,1185,0.00114,0.00938
2006,female,As soon as possible,0.05040,642,1865,0.04047,0.06033
2006,female,Next year,0.03070,420,1865,0.02287,0.03854
2006,female,In the next 2 to 5 years,0.04149,628,1865,0.03244,0.05054
2006,female,"In the distant future, in more than five years",0.01048,175,1865,0.00586,0.01511
2007,male,As soon as possible,0.04671,472,966,0.03339,0.06002
2007,male,Next year,0.01699,179,966,0.00883,0.02514
2007,male,In the next 2 to 5 years,0.01622,235,966,0.00825,0.02419
2007,male,"In the distant future, in more than five years",0.00501,80,966,0.00056,0.00947
2007,female,As soon as possible,0.04616,546,1590,0.03584,0.05648
2007,female,Next year,0.02896,362,1590,0.02072,0.03721
2007,female,In the next 2 to 5 years,0.03866,541,1590,0.02918,0.04813
2007,female,"In the distant future, in more than five years",0.00934,141,1590,0.00461,0.01407
2008,male,As soon as possible,0.04316,411,880,0.02973,0.05660
2008,male,Next year,0.01324,162,880,0.00569,0.02080
2008,male,In the next 2 to 5 years,0.01867,213,880,0.00972,0.02762
2008,male,"In the distant future, in more than five years",0.00656,94,880,0.00122,0.01190
2008,female,As soon as possible,0.03667,419,1377,0.02674,0.04660
2008,female,Next year,0.02803,350,1377,0.01931,0.03675
2008,female,In the next 2 to 5 years,0.03358,467,1377,0.02406,0.04310
2008,female,"In the distant future, in more than five years",0.00998,141,1377,0.00472,0.01523
2009,male,As soon as possible,0.04652,415,869,0.03251,0.06053
2009,male,Next year,0.01622,174,869,0.00781,0.02462
2009,male,In the next 2 to 5 years,0.01916,203,869,0.01004,0.02828
2009,male,"In the distant future, in more than five years",0.00620,77,869,0.00098,0.01142
2009,female,As soon as possible,0.03719,387,1199,0.02647,0.04790
2009,female,Next year,0.02624,298,1199,0.01719,0.03529
2009,female,In the next 2 to 5 years,0.03233,403,1199,0.02232,0.04235
2009,female,"In the distant future, in more than five years",0.00931,111,1199,0.00387,0.01475
2010,male,As soon as possible,0.04851,622,1210,0.03640,0.06062
2010,male,Next year,0.01949,238,1210,0.01169,0.02728
2010,male,In the next 2 to 5 years,0.01899,253,1210,0.01129,0.02668
2010,male,"In the distant future, in more than five years",0.00634,97,1210,0.00187,0.01082
2010,female,As soon as possible,0.03610,714,3146,0.02958,0.04261
2010,female,Next year,0.03089,1032,3146,0.02484,0.03694
2010,female,In the next 2 to 5 years,0.03321,1083,3146,0.02695,0.03948
2010,female,"In the distant future, in more than five years",0.01051,317,3146,0.00695,0.01408
2011,male,As soon as possible,0.03758,595,1278,0.02715,0.04801
2011,male,Next year,0.01588,253,1278,0.00902,0.02273
2011,male,In the next 2 to 5 years,0.01874,313,1278,0.01130,0.02617
2011,male,"In the distant future, in more than five years",0.00631,117,1278,0.00196,0.01065
2011,female,As soon as possible,0.03179,791,2978,0.02549,0.03809
2011,female,Next year,0.02601,862,2978,0.02029,0.03173
2011,female,In the next 2 to 5 years,0.03643,1008,2978,0.02970,0.04316
2011,female,"In the distant future, in more than five years",0.01030,317,2978,0.00667,0.01393
2012,male,As soon as possible,0.04035,576,1220,0.02931,0.05140
2012,male,Next year,0.01755,251,1220,0.01018,0.02492
2012,male,In the next 2 to 5 years,0.01817,277,1220,0.01067,0.02567
2012,male,"In the distant future, in more than five years",0.00686,116,1220,0.00223,0.01149
2012,female,As soon as possible,0.03219,728,2669,0.02550,0.03889
2012,female,Next year,0.03199,823,2669,0.02532,0.03867
2012,female,In the next 2 to 5 years,0.03291,824,2669,0.02614,0.03968
2012,female,"In the distant future, in more than five years",0.00982,294,2669,0.00608,0.01357
2013,male,As soon as possible,0.03913,732,1578,0.02956,0.04870
2013,male,Next year,0.02012,335,1578,0.01319,0.02705
2013,male,In the next 2 to 5 years,0.02023,369,1578,0.01328,0.02717
2013,male,"In the distant future, in more than five years",0.00578,142,1578,0.00204,0.00952
2013,female,As soon as possible,0.03143,856,3109,0.02529,0.03756
2013,female,Next year,0.03397,910,3109,0.02760,0.04034
2013,female,In the next 2 to 5 years,0.03169,1005,3109,0.02553,0.03785
2013,female,"In the distant future, in more than five years",0.00928,338,3109,0.00591,0.01265
2014,male,As soon as possible,0.04037,627,1315,0.02973,0.05101
2014,male,Next year,0.01708,270,1315,0.01008,0.02409
2014,male,In the next 2 to 5 years,0.02041,310,1315,0.01276,0.02806
2014,male,"In the distant future, in more than five years",0.00560,108,1315,0.00157,0.00964
2014,female,As soon as possible,0.03312,699,2503,0.02611,0.04013
2014,female,Next year,0.03259,762,2503,0.02563,0.03955
2014,female,In the next 2 to 5 years,0.03161,786,2503,0.02476,0.03847
2014,female,"In the distant future, in more than five years",0.00795,256,2503,0.00447,0.01143
2015,male,As soon as possible,0.04342,641,1352,0.03255,0.05428
2015,male,Next year,0.01680,271,1352,0.00995,0.02365
2015,male,In the next 2 to 5 years,0.01968,334,1352,0.01228,0.02709
2015,male,"In the distant future, in more than five years",0.00439,106,1352,0.00086,0.00791
2015,female,As soon as possible,0.02640,623,2563,0.02020,0.03261
2015,female,Next year,0.03085,750,2563,0.02415,0.03754
2015,female,In the next 2 to 5 years,0.03632,923,2563,0.02908,0.04356
2015,female,"In the distant future, in more than five years",0.00801,267,2563,0.00456,0.01146
2016,male,As soon as possible,0.03715,1323,2511,0.02975,0.04454
2016,male,Next year,0.01955,609,2511,0.01413,0.02496
2016,male,In the next 2 to 5 years,0.02369,474,2511,0.01774,0.02964
2016,male,"In the distant future, in more than five years",0.00500,105,2511,0.00224,0.00775
2016,female,As soon as possible,0.02636,733,3030,0.02066,0.03207
2016,female,Next year,0.03441,910,3030,0.02792,0.04090
2016,female,In the next 2 to 5 years,0.03416,1077,3030,0.02769,0.04063
2016,female,"In the distant future, in more than five years",0.00997,310,3030,0.00643,0.01351
2017,male,As soon as possible,0.03780,1441,2853,0.03080,0.04479
2017,male,Next year,0.02126,755,2853,0.01596,0.02655
2017,male,In the next 2 to 5 years,0.02014,518,2853,0.01498,0.02529
2017,male,"In the distant future, in more than five years",0.00568,139,2853,0.00292,0.00843
2017,female,As soon as possible,0.02251,700,3437,0.01755,0.02746
2017,female,Next year,0.03567,1042,3437,0.02947,0.04187
2017,female,In the next 2 to 5 years,0.03275,1337,3437,0.02680,0.03870
2017,female,"In the distant future, in more than five years",0.00799,358,3437,0.00501,0.01096
2018,male,As soon as possible,0.03160,1197,2366,0.02455,0.03866
2018,male,Next year,0.02281,626,2366,0.01679,0.02883
2018,male,In the next 2 to 5 years,0.01766,435,2366,0.01235,0.02297
2018,male,"In the distant future, in more than five years",0.00435,108,2366,0.00170,0.00701
2018,female,As soon as possible,0.02343,677,3204,0.01819,0.02867
2018,female,Next year,0.03395,1032,3204,0.02767,0.04022
2018,female,In the next 2 to 5 years,0.03332,1203,3204,0.02710,0.03953
2018,female,"In the distant future, in more than five years",0.00752,292,3204,0.00452,0.01051
2019,male,As soon as possible,0.02791,944,1922,0.02055,0.03528
2019,male,Next year,0.02145,512,1922,0.01497,0.02793
2019,male,In the next 2 to 5 years,0.01736,367,1922,0.01152,0.02320
2019,male,"In the distant future, in more than five years",0.00454,99,1922,0.00153,0.00755
2019,female,As soon as possible,0.02164,615,2750,0.01620,0.02708
2019,female,Next year,0.03179,913,2750,0.02523,0.03835
2019,female,In the next 2 to 5 years,0.03269,981,2750,0.02604,0.03934
2019,female,"In the distant future, in more than five years",0.00772,241,2750,0.00445,0.01099
2020,male,As soon as possible,0.02845,1132,2084,0.02131,0.03560
2020,male,Next year,0.02266,470,2084,0.01627,0.02905
2020,male,In the next 2 to 5 years,0.01843,380,2084,0.01266,0.02421
2020,male,"In the distant future, in more than five years",0.00426,102,2084,0.00147,0.00706
2020,female,As soon as possible,0.02300,681,2872,0.01752,0.02848
2020,female,Next year,0.03291,903,2872,0.02638,0.03943
2020,female,In the next 2 to 5 years,0.03145,1045,2872,0.02507,0.03784
2020,female,"In the distant future, in more than five years",0.00738,243,2872,0.00425,0.01051
2021,male,As soon as possible,0.02494,522,1160,0.01597,0.03392
2021,male,Next year,0.02396,323,1160,0.01516,0.03277
2021,male,In the next 2 to 5 years,0.01611,226,1160,0.00886,0.02336
2021,male,"In the distant future, in more than five years",0.00452,89,1160,0.00066,0.00838
2021,female,As soon as possible,0.02139,436,1863,0.01482,0.02796
2021,female,Next year,0.03839,629,1863,0.02967,0.04712
2021,female,In the next 2 to 5 years,0.02968,612,1863,0.02197,0.03739
2021,female,"In the distant future, in more than five years",0.00696,186,1863,0.00319,0.01074
