year,age_gr,quintil_oecd,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,17-29 y.,4th Quintile,In the next 2 to 5 years,0.07628,51,83,0.01883,0.13374
1986,17-29 y.,4th Quintile,"In the distant future, in more than five years",0.04402,32,83,-0.00038,0.08842
1986,17-29 y.,5th Quintile,In the next 2 to 5 years,0.08515,41,41,-0.00135,0.17164
1986,30-45 y.,1st Quintile,As soon as possible,0.14386,70,112,0.07858,0.20915
1986,30-45 y.,1st Quintile,In the next 2 to 5 years,0.06727,42,112,0.02067,0.11387
1986,30-45 y.,2nd Quintile,As soon as possible,0.05266,37,71,0.00034,0.10499
1986,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.06097,34,71,0.00492,0.11702
1986,46-65 y.,1st Quintile,As soon as possible,0.09627,63,63,0.02285,0.16969
1987,17-29 y.,1st Quintile,As soon as possible,0.15038,98,298,0.10973,0.19103
1987,17-29 y.,1st Quintile,Next year,0.14161,89,298,0.10195,0.18126
1987,17-29 y.,1st Quintile,In the next 2 to 5 years,0.13482,76,298,0.09598,0.17366
1987,17-29 y.,1st Quintile,"In the distant future, in more than five years",0.04960,35,298,0.02491,0.07430
1987,17-29 y.,2nd Quintile,As soon as possible,0.06024,41,169,0.02426,0.09622
1987,17-29 y.,2nd Quintile,Next year,0.07095,53,169,0.03212,0.10977
1987,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.11169,75,169,0.06406,0.15933
1987,17-29 y.,3rd Quintile,Next year,0.06008,41,110,0.01547,0.10469
1987,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.10166,69,110,0.04493,0.15840
1987,17-29 y.,4th Quintile,Next year,0.04079,31,87,-0.00102,0.08260
1987,17-29 y.,4th Quintile,In the next 2 to 5 years,0.08532,56,87,0.02627,0.14436
1987,17-29 y.,5th Quintile,In the next 2 to 5 years,0.06476,32,32,-0.02187,0.15140
1987,30-45 y.,1st Quintile,As soon as possible,0.14082,71,105,0.07397,0.20767
1987,30-45 y.,1st Quintile,In the next 2 to 5 years,0.06700,34,105,0.01895,0.11505
1987,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.06527,39,39,-0.01326,0.14381
1987,46-65 y.,1st Quintile,As soon as possible,0.10640,61,61,0.02837,0.18442
1988,17-29 y.,1st Quintile,As soon as possible,0.09061,74,245,0.05459,0.12663
1988,17-29 y.,1st Quintile,Next year,0.13278,69,245,0.09021,0.17536
1988,17-29 y.,1st Quintile,In the next 2 to 5 years,0.17635,102,245,0.12853,0.22417
1988,17-29 y.,2nd Quintile,As soon as possible,0.07337,41,158,0.03258,0.11415
1988,17-29 y.,2nd Quintile,Next year,0.08272,44,158,0.03963,0.12581
1988,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.13597,73,158,0.08235,0.18959
1988,17-29 y.,3rd Quintile,Next year,0.07536,46,106,0.02487,0.12585
1988,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.09362,60,106,0.03790,0.14933
1988,17-29 y.,4th Quintile,As soon as possible,0.04884,40,158,0.01513,0.08256
1988,17-29 y.,4th Quintile,Next year,0.04663,31,158,0.01365,0.07961
1988,17-29 y.,4th Quintile,In the next 2 to 5 years,0.09767,56,158,0.05123,0.14411
1988,17-29 y.,4th Quintile,"In the distant future, in more than five years",0.04270,31,158,0.01107,0.07432
1988,17-29 y.,5th Quintile,In the next 2 to 5 years,0.09429,42,42,0.00484,0.18374
1988,30-45 y.,1st Quintile,As soon as possible,0.13056,64,110,0.06731,0.19382
1988,30-45 y.,1st Quintile,In the next 2 to 5 years,0.10109,46,110,0.04450,0.15768
1988,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.04956,31,31,-0.02810,0.12723
1988,46-65 y.,1st Quintile,As soon as possible,0.09507,53,53,0.01535,0.17479
1989,17-29 y.,1st Quintile,As soon as possible,0.10239,78,258,0.06532,0.13945
1989,17-29 y.,1st Quintile,Next year,0.10205,60,258,0.06504,0.13906
1989,17-29 y.,1st Quintile,In the next 2 to 5 years,0.13858,83,258,0.09634,0.18083
1989,17-29 y.,1st Quintile,"In the distant future, in more than five years",0.05357,37,258,0.02604,0.08110
1989,17-29 y.,2nd Quintile,As soon as possible,0.04954,33,187,0.01835,0.08072
1989,17-29 y.,2nd Quintile,Next year,0.06650,36,187,0.03070,0.10231
1989,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.13278,87,187,0.08401,0.18155
1989,17-29 y.,2nd Quintile,"In the distant future, in more than five years",0.05150,31,187,0.01974,0.08326
1989,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.13254,65,65,0.04947,0.21562
1989,17-29 y.,4th Quintile,In the next 2 to 5 years,0.09825,58,58,0.02098,0.17553
1989,30-45 y.,1st Quintile,As soon as possible,0.11098,44,80,0.04172,0.18025
1989,30-45 y.,1st Quintile,In the next 2 to 5 years,0.06886,36,80,0.01302,0.12469
1989,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.06451,38,38,-0.01465,0.14367
1989,46-65 y.,1st Quintile,As soon as possible,0.08576,47,47,0.00484,0.16669
1990,17-29 y.,1st Quintile,As soon as possible,0.08875,58,196,0.04883,0.12866
1990,17-29 y.,1st Quintile,Next year,0.10406,62,196,0.06120,0.14692
1990,17-29 y.,1st Quintile,In the next 2 to 5 years,0.14280,76,196,0.09370,0.19191
1990,17-29 y.,2nd Quintile,Next year,0.07157,45,160,0.03150,0.11164
1990,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.13626,76,160,0.08294,0.18959
1990,17-29 y.,2nd Quintile,"In the distant future, in more than five years",0.07243,39,160,0.03214,0.11272
1990,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.09396,55,55,0.01614,0.17178
1990,17-29 y.,4th Quintile,In the next 2 to 5 years,0.09800,55,55,0.01870,0.17730
1990,17-29 y.,5th Quintile,In the next 2 to 5 years,0.09069,33,33,-0.00881,0.19019
1990,30-45 y.,1st Quintile,As soon as possible,0.07659,37,37,-0.01028,0.16346
1990,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.06748,38,38,-0.01335,0.14832
1990,46-65 y.,1st Quintile,As soon as possible,0.08427,48,48,0.00485,0.16369
1991,17-29 y.,1st Quintile,As soon as possible,0.08884,54,205,0.04979,0.12788
1991,17-29 y.,1st Quintile,Next year,0.06037,40,205,0.02768,0.09305
1991,17-29 y.,1st Quintile,In the next 2 to 5 years,0.11644,72,205,0.07243,0.16046
1991,17-29 y.,1st Quintile,"In the distant future, in more than five years",0.05732,39,205,0.02542,0.08921
1991,17-29 y.,2nd Quintile,Next year,0.08352,43,144,0.03818,0.12887
1991,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.12819,70,144,0.07340,0.18298
1991,17-29 y.,2nd Quintile,"In the distant future, in more than five years",0.05681,31,144,0.01887,0.09475
1991,17-29 y.,3rd Quintile,Next year,0.06527,32,83,0.01181,0.11873
1991,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.09675,51,83,0.03277,0.16074
1991,17-29 y.,4th Quintile,In the next 2 to 5 years,0.10978,55,55,0.02640,0.19317
1991,17-29 y.,5th Quintile,In the next 2 to 5 years,0.07064,32,32,-0.01956,0.16083
1991,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.06334,35,35,-0.01854,0.14521
1991,30-45 y.,3rd Quintile,In the next 2 to 5 years,0.05226,33,33,-0.02485,0.12937
1991,46-65 y.,1st Quintile,As soon as possible,0.06288,35,35,-0.01872,0.14448
1992,17-29 y.,1st Quintile,As soon as possible,0.14802,100,303,0.10797,0.18807
1992,17-29 y.,1st Quintile,Next year,0.10829,78,303,0.07325,0.14334
1992,17-29 y.,1st Quintile,In the next 2 to 5 years,0.13603,94,303,0.09737,0.17470
1992,17-29 y.,1st Quintile,"In the distant future, in more than five years",0.04001,31,303,0.01790,0.06211
1992,17-29 y.,2nd Quintile,As soon as possible,0.07443,66,223,0.03991,0.10896
1992,17-29 y.,2nd Quintile,Next year,0.07572,54,223,0.04092,0.11052
1992,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.10850,103,223,0.06759,0.14941
1992,17-29 y.,3rd Quintile,As soon as possible,0.03986,38,172,0.01054,0.06918
1992,17-29 y.,3rd Quintile,Next year,0.07570,53,172,0.03606,0.11535
1992,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.10846,81,172,0.06185,0.15507
1992,17-29 y.,4th Quintile,Next year,0.04798,31,104,0.00670,0.08926
1992,17-29 y.,4th Quintile,In the next 2 to 5 years,0.09426,73,104,0.03783,0.15069
1992,17-29 y.,5th Quintile,In the next 2 to 5 years,0.10068,49,49,0.01556,0.18581
1992,30-45 y.,1st Quintile,As soon as possible,0.15104,120,203,0.10166,0.20042
1992,30-45 y.,1st Quintile,Next year,0.05971,47,203,0.02703,0.09239
1992,30-45 y.,1st Quintile,In the next 2 to 5 years,0.05788,36,203,0.02567,0.09008
1992,30-45 y.,2nd Quintile,As soon as possible,0.04979,65,107,0.00838,0.09120
1992,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.05579,42,107,0.01210,0.09949
1992,30-45 y.,3rd Quintile,As soon as possible,0.03150,31,101,-0.00273,0.06574
1992,30-45 y.,3rd Quintile,Next year,0.04492,35,101,0.00432,0.08551
1992,30-45 y.,3rd Quintile,In the next 2 to 5 years,0.04699,35,101,0.00551,0.08846
1992,46-65 y.,1st Quintile,As soon as possible,0.08587,74,74,0.02160,0.15015
1992,46-65 y.,2nd Quintile,As soon as possible,0.05025,41,41,-0.01745,0.11796
1992,46-65 y.,3rd Quintile,As soon as possible,0.04143,47,47,-0.01616,0.09902
1993,17-29 y.,1st Quintile,As soon as possible,0.14390,108,294,0.10371,0.18409
1993,17-29 y.,1st Quintile,Next year,0.08495,64,294,0.05303,0.11688
1993,17-29 y.,1st Quintile,In the next 2 to 5 years,0.18365,122,294,0.13931,0.22798
1993,17-29 y.,2nd Quintile,As soon as possible,0.08860,67,253,0.05351,0.12368
1993,17-29 y.,2nd Quintile,Next year,0.08061,59,253,0.04699,0.11422
1993,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.11313,90,253,0.07402,0.15223
1993,17-29 y.,2nd Quintile,"In the distant future, in more than five years",0.04281,37,253,0.01781,0.06780
1993,17-29 y.,3rd Quintile,As soon as possible,0.05219,43,211,0.02211,0.08227
1993,17-29 y.,3rd Quintile,Next year,0.06578,50,211,0.03225,0.09931
1993,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.11067,85,211,0.06824,0.15310
1993,17-29 y.,3rd Quintile,"In the distant future, in more than five years",0.03558,33,211,0.01052,0.06063
1993,17-29 y.,4th Quintile,In the next 2 to 5 years,0.09698,63,63,0.02332,0.17064
1993,17-29 y.,5th Quintile,In the next 2 to 5 years,0.09448,46,46,0.00902,0.17994
1993,30-45 y.,1st Quintile,As soon as possible,0.16515,119,196,0.11303,0.21727
1993,30-45 y.,1st Quintile,Next year,0.04810,40,196,0.01807,0.07813
1993,30-45 y.,1st Quintile,In the next 2 to 5 years,0.08011,37,196,0.04201,0.11821
1993,30-45 y.,2nd Quintile,As soon as possible,0.06294,68,105,0.01626,0.10961
1993,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.04830,37,105,0.00710,0.08951
1993,30-45 y.,3rd Quintile,As soon as possible,0.03639,41,73,-0.00686,0.07964
1993,30-45 y.,3rd Quintile,In the next 2 to 5 years,0.04651,32,73,-0.00213,0.09515
1993,46-65 y.,1st Quintile,As soon as possible,0.07612,56,56,0.00603,0.14620
1993,46-65 y.,2nd Quintile,As soon as possible,0.06747,61,61,0.00400,0.13094
1993,46-65 y.,3rd Quintile,As soon as possible,0.05292,38,38,-0.01922,0.12505
1994,17-29 y.,1st Quintile,As soon as possible,0.15167,107,281,0.10965,0.19368
1994,17-29 y.,1st Quintile,Next year,0.11092,65,281,0.07413,0.14770
1994,17-29 y.,1st Quintile,In the next 2 to 5 years,0.15850,109,281,0.11572,0.20127
1994,17-29 y.,2nd Quintile,As soon as possible,0.09015,72,242,0.05399,0.12631
1994,17-29 y.,2nd Quintile,Next year,0.07545,54,242,0.04210,0.10879
1994,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.14621,82,242,0.10160,0.19081
1994,17-29 y.,2nd Quintile,"In the distant future, in more than five years",0.04319,34,242,0.01752,0.06885
1994,17-29 y.,3rd Quintile,As soon as possible,0.07061,53,178,0.03287,0.10835
1994,17-29 y.,3rd Quintile,Next year,0.07864,52,178,0.03898,0.11830
1994,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.10943,73,178,0.06344,0.15542
1994,17-29 y.,4th Quintile,As soon as possible,0.05816,41,154,0.02107,0.09524
1994,17-29 y.,4th Quintile,Next year,0.06496,35,154,0.02591,0.10401
1994,17-29 y.,4th Quintile,In the next 2 to 5 years,0.10723,78,154,0.05821,0.15626
1994,17-29 y.,5th Quintile,In the next 2 to 5 years,0.08526,39,39,-0.00353,0.17406
1994,30-45 y.,1st Quintile,As soon as possible,0.17982,138,221,0.12908,0.23057
1994,30-45 y.,1st Quintile,Next year,0.07175,42,221,0.03765,0.10586
1994,30-45 y.,1st Quintile,In the next 2 to 5 years,0.05208,41,221,0.02272,0.08144
1994,30-45 y.,2nd Quintile,As soon as possible,0.07824,69,148,0.03483,0.12166
1994,30-45 y.,2nd Quintile,Next year,0.03434,34,148,0.00490,0.06378
1994,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.05723,45,148,0.01968,0.09478
1994,30-45 y.,3rd Quintile,As soon as possible,0.02797,39,76,-0.00935,0.06529
1994,30-45 y.,3rd Quintile,In the next 2 to 5 years,0.05614,37,76,0.00404,0.10824
1994,46-65 y.,1st Quintile,As soon as possible,0.10603,73,73,0.03491,0.17715
1994,46-65 y.,2nd Quintile,As soon as possible,0.04718,41,41,-0.01853,0.11289
1994,46-65 y.,3rd Quintile,As soon as possible,0.05188,38,38,-0.01958,0.12335
1995,17-29 y.,1st Quintile,As soon as possible,0.11603,89,331,0.08147,0.15058
1995,17-29 y.,1st Quintile,Next year,0.12883,90,331,0.09268,0.16498
1995,17-29 y.,1st Quintile,In the next 2 to 5 years,0.16082,120,331,0.12119,0.20046
1995,17-29 y.,1st Quintile,"In the distant future, in more than five years",0.04756,32,331,0.02459,0.07052
1995,17-29 y.,2nd Quintile,As soon as possible,0.10291,59,257,0.06569,0.14013
1995,17-29 y.,2nd Quintile,Next year,0.08688,65,257,0.05237,0.12138
1995,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.13957,98,257,0.09712,0.18202
1995,17-29 y.,2nd Quintile,"In the distant future, in more than five years",0.03575,35,257,0.01301,0.05849
1995,17-29 y.,3rd Quintile,Next year,0.05671,48,135,0.01755,0.09587
1995,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.11554,87,135,0.06141,0.16967
1995,17-29 y.,4th Quintile,Next year,0.05409,39,99,0.00930,0.09887
1995,17-29 y.,4th Quintile,In the next 2 to 5 years,0.09175,60,99,0.03459,0.14890
1995,17-29 y.,5th Quintile,In the next 2 to 5 years,0.12749,54,85,0.05616,0.19881
1995,17-29 y.,5th Quintile,"In the distant future, in more than five years",0.06672,31,85,0.01336,0.12009
1995,30-45 y.,1st Quintile,As soon as possible,0.14429,137,248,0.10046,0.18811
1995,30-45 y.,1st Quintile,Next year,0.05263,38,248,0.02478,0.08048
1995,30-45 y.,1st Quintile,In the next 2 to 5 years,0.08845,73,248,0.05304,0.12387
1995,30-45 y.,2nd Quintile,As soon as possible,0.06997,69,131,0.02612,0.11382
1995,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.06871,62,131,0.02523,0.11220
1995,30-45 y.,3rd Quintile,As soon as possible,0.04486,36,77,-0.00168,0.09140
1995,30-45 y.,3rd Quintile,In the next 2 to 5 years,0.05355,41,77,0.00294,0.10417
1995,30-45 y.,4th Quintile,In the next 2 to 5 years,0.04649,34,34,-0.02534,0.11833
1995,46-65 y.,1st Quintile,As soon as possible,0.10408,72,72,0.03305,0.17511
1995,46-65 y.,2nd Quintile,As soon as possible,0.05962,53,53,-0.00474,0.12397
1995,46-65 y.,3rd Quintile,As soon as possible,0.04389,36,36,-0.02398,0.11175
1995,46-65 y.,4th Quintile,As soon as possible,0.03021,34,34,-0.02819,0.08860
1996,17-29 y.,1st Quintile,As soon as possible,0.13679,108,328,0.09955,0.17404
1996,17-29 y.,1st Quintile,Next year,0.11033,79,328,0.07637,0.14429
1996,17-29 y.,1st Quintile,In the next 2 to 5 years,0.15754,106,328,0.11805,0.19702
1996,17-29 y.,1st Quintile,"In the distant future, in more than five years",0.03652,35,328,0.01619,0.05685
1996,17-29 y.,2nd Quintile,As soon as possible,0.07414,53,252,0.04173,0.10655
1996,17-29 y.,2nd Quintile,Next year,0.10800,67,252,0.06960,0.14640
1996,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.14227,92,252,0.09906,0.18549
1996,17-29 y.,2nd Quintile,"In the distant future, in more than five years",0.05518,40,252,0.02693,0.08343
1996,17-29 y.,3rd Quintile,As soon as possible,0.06375,48,173,0.02724,0.10026
1996,17-29 y.,3rd Quintile,Next year,0.10235,53,173,0.05705,0.14765
1996,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.14271,72,173,0.09043,0.19498
1996,17-29 y.,4th Quintile,As soon as possible,0.03676,33,82,-0.00422,0.07773
1996,17-29 y.,4th Quintile,In the next 2 to 5 years,0.07289,49,82,0.01628,0.12950
1996,17-29 y.,5th Quintile,In the next 2 to 5 years,0.15632,63,97,0.08367,0.22896
1996,17-29 y.,5th Quintile,"In the distant future, in more than five years",0.08670,34,97,0.03041,0.14299
1996,30-45 y.,1st Quintile,As soon as possible,0.14367,118,257,0.10070,0.18664
1996,30-45 y.,1st Quintile,Next year,0.07686,57,257,0.04423,0.10949
1996,30-45 y.,1st Quintile,In the next 2 to 5 years,0.09766,82,257,0.06129,0.13402
1996,30-45 y.,2nd Quintile,As soon as possible,0.05699,77,172,0.02225,0.09174
1996,30-45 y.,2nd Quintile,Next year,0.04509,43,172,0.01399,0.07620
1996,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.06441,52,172,0.02762,0.10121
1996,30-45 y.,3rd Quintile,As soon as possible,0.04586,33,64,-0.00579,0.09751
1996,30-45 y.,3rd Quintile,In the next 2 to 5 years,0.03758,31,64,-0.00938,0.08454
1996,30-45 y.,4th Quintile,As soon as possible,0.02512,31,68,-0.01235,0.06259
1996,30-45 y.,4th Quintile,In the next 2 to 5 years,0.04640,37,68,-0.00397,0.09677
1996,46-65 y.,1st Quintile,As soon as possible,0.13214,86,86,0.06015,0.20413
1996,46-65 y.,2nd Quintile,As soon as possible,0.04268,33,33,-0.02736,0.11272
1996,46-65 y.,3rd Quintile,As soon as possible,0.05416,44,44,-0.01349,0.12181
1996,46-65 y.,4th Quintile,As soon as possible,0.03449,40,40,-0.02278,0.09176
1997,17-29 y.,1st Quintile,As soon as possible,0.13941,97,305,0.10047,0.17835
1997,17-29 y.,1st Quintile,Next year,0.10002,60,305,0.06630,0.13375
1997,17-29 y.,1st Quintile,In the next 2 to 5 years,0.19479,117,305,0.15027,0.23931
1997,17-29 y.,1st Quintile,"In the distant future, in more than five years",0.03211,31,305,0.01229,0.05192
1997,17-29 y.,2nd Quintile,As soon as possible,0.07494,57,254,0.04249,0.10738
1997,17-29 y.,2nd Quintile,Next year,0.06814,51,254,0.03709,0.09919
1997,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.16872,115,254,0.12257,0.21486
1997,17-29 y.,2nd Quintile,"In the distant future, in more than five years",0.04635,31,254,0.02045,0.07226
1997,17-29 y.,3rd Quintile,As soon as possible,0.07340,53,159,0.03274,0.11407
1997,17-29 y.,3rd Quintile,Next year,0.06509,31,159,0.02663,0.10356
1997,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.13611,75,159,0.08264,0.18958
1997,17-29 y.,4th Quintile,Next year,0.04162,31,129,0.00702,0.07622
1997,17-29 y.,4th Quintile,In the next 2 to 5 years,0.09729,60,129,0.04595,0.14863
1997,17-29 y.,4th Quintile,"In the distant future, in more than five years",0.06310,38,129,0.02098,0.10522
1997,17-29 y.,5th Quintile,In the next 2 to 5 years,0.12044,43,43,0.02200,0.21887
1997,30-45 y.,1st Quintile,As soon as possible,0.17001,140,246,0.12297,0.21705
1997,30-45 y.,1st Quintile,Next year,0.05609,37,246,0.02728,0.08490
1997,30-45 y.,1st Quintile,In the next 2 to 5 years,0.08698,69,246,0.05170,0.12227
1997,30-45 y.,2nd Quintile,As soon as possible,0.07932,79,168,0.03833,0.12031
1997,30-45 y.,2nd Quintile,Next year,0.05060,47,168,0.01736,0.08384
1997,30-45 y.,2nd Quintile,In the next 2 to 5 years,0.04627,42,168,0.01441,0.07813
1997,30-45 y.,3rd Quintile,As soon as possible,0.04612,44,91,0.00279,0.08946
1997,30-45 y.,3rd Quintile,In the next 2 to 5 years,0.05881,47,91,0.01020,0.10742
1997,30-45 y.,4th Quintile,As soon as possible,0.03901,38,38,-0.02338,0.10140
1997,46-65 y.,1st Quintile,As soon as possible,0.13413,72,72,0.05486,0.21341
1997,46-65 y.,2nd Quintile,As soon as possible,0.06939,60,60,0.00455,0.13424
1997,46-65 y.,3rd Quintile,As soon as possible,0.06396,52,52,-0.00320,0.13111
1997,46-65 y.,4th Quintile,As soon as possible,0.03886,41,41,-0.02103,0.09875
1997,46-65 y.,5th Quintile,As soon as possible,0.02452,34,34,-0.02825,0.07730
1998,17-29 y.,1st Quintile,As soon as possible,0.12097,95,274,0.08229,0.15965
1998,17-29 y.,1st Quintile,Next year,0.09926,67,274,0.06379,0.13473
1998,17-29 y.,1st Quintile,In the next 2 to 5 years,0.16789,112,274,0.12355,0.21222
1998,17-29 y.,2nd Quintile,As soon as possible,0.09160,61,234,0.05456,0.12864
1998,17-29 y.,2nd Quintile,Next year,0.09979,59,234,0.06131,0.13828
1998,17-29 y.,2nd Quintile,In the next 2 to 5 years,0.11888,81,234,0.07732,0.16044
1998,17-29 y.,2nd Quintile,"In the distant future, in more than five years",0.05393,33,234,0.02493,0.08294
1998,17-29 y.,3rd Quintile,As soon as possible,0.07264,41,147,0.03054,0.11474
1998,17-29 y.,3rd Quintile,Next year,0.06901,45,147,0.02790,0.11013
1998,17-29 y.,3rd Quintile,In the next 2 to 5 years,0.13242,61,147,0.07744,0.18740
1998,17-29 y.,4th Quintile,Next year,0.05356,32,87,0.00597,0.10114
1998,17-29 y.,4th Quintile,In the next 2 to 5 years,0.10091,55,87,0.03725,0.16458
1998,17-29 y.,5th Quintile,In the next 2 to 5 years,0.16056,47,47,0.05447,0.26666
1998,30-45 y.,1st Quintile,As soon as possible,0.18469,135,230,0.13443,0.23494
1998,30-45 y.,1st Quintile,Next year,0.05724,40,230,0.02715,0.08732
