year,quintil_oecd,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,1st Quintile,"In the distant future, in more than five years",0.02025,66,527,0.00822,0.03229
1987,2nd Quintile,As soon as possible,0.02784,93,357,0.01075,0.04493
1987,2nd Quintile,Next year,0.02382,86,357,0.00798,0.03966
1987,2nd Quintile,In the next 2 to 5 years,0.03812,119,357,0.01823,0.05801
1987,2nd Quintile,"In the distant future, in more than five years",0.01953,59,357,0.00516,0.03391
1987,3rd Quintile,As soon as possible,0.02848,81,283,0.00907,0.04790
1987,3rd Quintile,Next year,0.02241,69,283,0.00514,0.03969
1987,3rd Quintile,In the next 2 to 5 years,0.03183,96,283,0.01134,0.05232
1987,3rd Quintile,"In the distant future, in more than five years",0.01533,37,283,0.00099,0.02968
1987,4th Quintile,As soon as possible,0.01750,57,240,0.00087,0.03412
1987,4th Quintile,Next year,0.01836,50,240,0.00134,0.03539
1987,4th Quintile,In the next 2 to 5 years,0.03444,90,240,0.01132,0.05756
1987,4th Quintile,"In the distant future, in more than five years",0.01364,43,240,-0.00107,0.02834
1987,5th Quintile,As soon as possible,0.01251,37,160,-0.00477,0.02978
1987,5th Quintile,Next year,0.01332,33,160,-0.00450,0.03115
1987,5th Quintile,In the next 2 to 5 years,0.02016,50,160,-0.00169,0.04201
1987,5th Quintile,"In the distant future, in more than five years",0.01582,40,160,-0.00358,0.03521
1988,1st Quintile,As soon as possible,0.05764,191,503,0.03726,0.07803
1988,1st Quintile,Next year,0.04225,106,503,0.02465,0.05984
1988,1st Quintile,In the next 2 to 5 years,0.05139,153,503,0.03208,0.07071
1988,1st Quintile,"In the distant future, in more than five years",0.01719,53,503,0.00582,0.02856
1988,2nd Quintile,As soon as possible,0.02741,86,336,0.00993,0.04490
1988,2nd Quintile,Next year,0.02555,81,336,0.00865,0.04245
1988,2nd Quintile,In the next 2 to 5 years,0.03804,114,336,0.01756,0.05853
1988,2nd Quintile,"In the distant future, in more than five years",0.02074,55,336,0.00548,0.03600
1988,3rd Quintile,As soon as possible,0.02259,68,273,0.00493,0.04025
1988,3rd Quintile,Next year,0.02895,76,273,0.00902,0.04887
1988,3rd Quintile,In the next 2 to 5 years,0.03178,88,273,0.01093,0.05262
1988,3rd Quintile,"In the distant future, in more than five years",0.01574,41,273,0.00095,0.03054
1988,4th Quintile,As soon as possible,0.02823,78,255,0.00786,0.04860
1988,4th Quintile,Next year,0.01864,52,255,0.00201,0.03527
1988,4th Quintile,In the next 2 to 5 years,0.03296,81,255,0.01101,0.05492
1988,4th Quintile,"In the distant future, in more than five years",0.01541,44,255,0.00026,0.03055
1988,5th Quintile,In the next 2 to 5 years,0.02602,62,62,-0.01393,0.06596
1989,1st Quintile,As soon as possible,0.05398,169,437,0.03277,0.07520
1989,1st Quintile,Next year,0.03128,89,437,0.01494,0.04762
1989,1st Quintile,In the next 2 to 5 years,0.04030,123,437,0.02184,0.05877
1989,1st Quintile,"In the distant future, in more than five years",0.01698,56,437,0.00485,0.02910
1989,2nd Quintile,As soon as possible,0.02343,82,323,0.00691,0.03995
1989,2nd Quintile,Next year,0.02122,61,323,0.00548,0.03696
1989,2nd Quintile,In the next 2 to 5 years,0.04139,131,323,0.01963,0.06314
1989,2nd Quintile,"In the distant future, in more than five years",0.01843,49,323,0.00374,0.03313
1989,3rd Quintile,As soon as possible,0.02012,49,227,0.00181,0.03842
1989,3rd Quintile,Next year,0.01572,41,227,-0.00050,0.03193
1989,3rd Quintile,In the next 2 to 5 years,0.04115,101,227,0.01525,0.06705
1989,3rd Quintile,"In the distant future, in more than five years",0.01567,36,227,-0.00052,0.03186
1989,4th Quintile,As soon as possible,0.01481,43,206,-0.00173,0.03134
1989,4th Quintile,Next year,0.01874,46,206,0.00018,0.03731
1989,4th Quintile,In the next 2 to 5 years,0.03180,77,206,0.00778,0.05581
1989,4th Quintile,"In the distant future, in more than five years",0.01789,40,206,-0.00026,0.03604
1989,5th Quintile,In the next 2 to 5 years,0.02527,54,54,-0.01698,0.06752
1990,1st Quintile,As soon as possible,0.04656,143,396,0.02578,0.06734
1990,1st Quintile,Next year,0.02787,86,396,0.01163,0.04410
1990,1st Quintile,In the next 2 to 5 years,0.03955,108,396,0.02033,0.05877
1990,1st Quintile,"In the distant future, in more than five years",0.02036,59,396,0.00643,0.03428
1990,2nd Quintile,As soon as possible,0.02116,57,301,0.00487,0.03745
1990,2nd Quintile,Next year,0.01960,65,301,0.00391,0.03529
1990,2nd Quintile,In the next 2 to 5 years,0.04344,120,301,0.02037,0.06651
1990,2nd Quintile,"In the distant future, in more than five years",0.02355,59,301,0.00639,0.04071
1990,3rd Quintile,As soon as possible,0.01714,45,223,0.00006,0.03421
1990,3rd Quintile,Next year,0.01897,52,223,0.00103,0.03692
1990,3rd Quintile,In the next 2 to 5 years,0.02757,78,223,0.00603,0.04911
1990,3rd Quintile,"In the distant future, in more than five years",0.01926,48,223,0.00118,0.03735
1990,4th Quintile,As soon as possible,0.01213,32,140,-0.00607,0.03032
1990,4th Quintile,Next year,0.01332,33,140,-0.00574,0.03239
1990,4th Quintile,In the next 2 to 5 years,0.03357,75,140,0.00363,0.06351
1990,5th Quintile,Next year,0.01965,39,118,-0.00550,0.04480
1990,5th Quintile,In the next 2 to 5 years,0.02145,45,118,-0.00480,0.04770
1990,5th Quintile,"In the distant future, in more than five years",0.01772,34,118,-0.00619,0.04163
1991,1st Quintile,As soon as possible,0.03944,118,348,0.01896,0.05991
1991,1st Quintile,Next year,0.02462,68,348,0.00831,0.04092
1991,1st Quintile,In the next 2 to 5 years,0.03422,99,348,0.01509,0.05334
1991,1st Quintile,"In the distant future, in more than five years",0.02095,63,348,0.00588,0.03602
1991,2nd Quintile,As soon as possible,0.01642,57,278,0.00145,0.03138
1991,2nd Quintile,Next year,0.02169,59,278,0.00453,0.03884
1991,2nd Quintile,In the next 2 to 5 years,0.03627,105,278,0.01425,0.05829
1991,2nd Quintile,"In the distant future, in more than five years",0.02152,57,278,0.00443,0.03861
1991,3rd Quintile,As soon as possible,0.01741,48,218,0.00001,0.03481
1991,3rd Quintile,Next year,0.01978,50,218,0.00126,0.03831
1991,3rd Quintile,In the next 2 to 5 years,0.03320,87,218,0.00936,0.05704
1991,3rd Quintile,"In the distant future, in more than five years",0.01237,33,218,-0.00234,0.02708
1991,4th Quintile,Next year,0.01326,40,115,-0.00774,0.03426
1991,4th Quintile,In the next 2 to 5 years,0.03141,75,115,-0.00061,0.06343
1991,5th Quintile,In the next 2 to 5 years,0.02560,58,58,-0.01540,0.06660
1992,1st Quintile,As soon as possible,0.07028,296,612,0.05001,0.09055
1992,1st Quintile,Next year,0.03420,140,612,0.01979,0.04862
1992,1st Quintile,In the next 2 to 5 years,0.03394,132,612,0.01958,0.04830
1992,1st Quintile,"In the distant future, in more than five years",0.01116,44,612,0.00283,0.01949
1992,2nd Quintile,As soon as possible,0.03477,172,471,0.01820,0.05133
1992,2nd Quintile,Next year,0.02393,97,471,0.01011,0.03775
1992,2nd Quintile,In the next 2 to 5 years,0.03318,147,471,0.01699,0.04938
1992,2nd Quintile,"In the distant future, in more than five years",0.01480,55,471,0.00388,0.02572
1992,3rd Quintile,As soon as possible,0.02545,116,374,0.00946,0.04143
1992,3rd Quintile,Next year,0.02707,94,374,0.01060,0.04354
1992,3rd Quintile,In the next 2 to 5 years,0.03340,121,374,0.01516,0.05163
1992,3rd Quintile,"In the distant future, in more than five years",0.01148,43,374,0.00067,0.02229
1992,4th Quintile,As soon as possible,0.02040,63,279,0.00378,0.03702
1992,4th Quintile,Next year,0.01903,64,279,0.00297,0.03508
1992,4th Quintile,In the next 2 to 5 years,0.03077,109,279,0.01047,0.05108
1992,4th Quintile,"In the distant future, in more than five years",0.01195,43,279,-0.00082,0.02472
1992,5th Quintile,As soon as possible,0.01097,36,151,-0.00570,0.02764
1992,5th Quintile,Next year,0.01523,42,151,-0.00437,0.03484
1992,5th Quintile,In the next 2 to 5 years,0.02456,73,151,-0.00021,0.04933
1993,1st Quintile,As soon as possible,0.07139,284,621,0.05112,0.09165
1993,1st Quintile,Next year,0.03311,130,621,0.01903,0.04720
1993,1st Quintile,In the next 2 to 5 years,0.04781,161,621,0.03102,0.06461
1993,1st Quintile,"In the distant future, in more than five years",0.00958,46,621,0.00191,0.01725
1993,2nd Quintile,As soon as possible,0.04295,196,476,0.02471,0.06118
1993,2nd Quintile,Next year,0.02217,91,476,0.00893,0.03542
1993,2nd Quintile,In the next 2 to 5 years,0.03237,132,476,0.01645,0.04828
1993,2nd Quintile,"In the distant future, in more than five years",0.01426,57,476,0.00360,0.02493
1993,3rd Quintile,As soon as possible,0.03051,122,375,0.01308,0.04794
1993,3rd Quintile,Next year,0.02074,86,375,0.00630,0.03518
1993,3rd Quintile,In the next 2 to 5 years,0.03292,120,375,0.01484,0.05101
1993,3rd Quintile,"In the distant future, in more than five years",0.01163,47,375,0.00076,0.02250
1993,4th Quintile,As soon as possible,0.02176,76,264,0.00413,0.03939
1993,4th Quintile,Next year,0.01683,56,264,0.00128,0.03237
1993,4th Quintile,In the next 2 to 5 years,0.02847,93,264,0.00837,0.04857
1993,4th Quintile,"In the distant future, in more than five years",0.01119,39,264,-0.00152,0.02391
1993,5th Quintile,As soon as possible,0.01232,41,155,-0.00510,0.02974
1993,5th Quintile,Next year,0.01472,44,155,-0.00430,0.03374
1993,5th Quintile,In the next 2 to 5 years,0.02439,70,155,0.00002,0.04875
1994,1st Quintile,As soon as possible,0.08161,319,635,0.06030,0.10292
1994,1st Quintile,Next year,0.03554,120,635,0.02113,0.04996
1994,1st Quintile,In the next 2 to 5 years,0.03877,158,635,0.02375,0.05380
1994,1st Quintile,"In the distant future, in more than five years",0.00854,38,635,0.00138,0.01570
1994,2nd Quintile,As soon as possible,0.04195,182,477,0.02394,0.05996
1994,2nd Quintile,Next year,0.02578,103,477,0.01154,0.04001
1994,2nd Quintile,In the next 2 to 5 years,0.03883,133,477,0.02147,0.05618
1994,2nd Quintile,"In the distant future, in more than five years",0.01601,59,477,0.00474,0.02729
1994,3rd Quintile,As soon as possible,0.03262,132,374,0.01459,0.05065
1994,3rd Quintile,Next year,0.02254,84,374,0.00748,0.03761
1994,3rd Quintile,In the next 2 to 5 years,0.03441,114,374,0.01591,0.05291
1994,3rd Quintile,"In the distant future, in more than five years",0.01118,44,374,0.00051,0.02185
1994,4th Quintile,As soon as possible,0.02497,92,303,0.00737,0.04257
1994,4th Quintile,Next year,0.02129,64,303,0.00501,0.03758
1994,4th Quintile,In the next 2 to 5 years,0.02939,106,303,0.01034,0.04844
1994,4th Quintile,"In the distant future, in more than five years",0.01311,41,303,0.00028,0.02593
1994,5th Quintile,As soon as possible,0.01766,63,221,0.00025,0.03506
1994,5th Quintile,Next year,0.01888,59,221,0.00090,0.03687
1994,5th Quintile,In the next 2 to 5 years,0.02383,66,221,0.00368,0.04398
1994,5th Quintile,"In the distant future, in more than five years",0.01037,33,221,-0.00302,0.02376
1995,1st Quintile,As soon as possible,0.07248,299,709,0.05338,0.09157
1995,1st Quintile,Next year,0.04227,149,709,0.02745,0.05709
1995,1st Quintile,In the next 2 to 5 years,0.05120,199,709,0.03497,0.06744
1995,1st Quintile,"In the distant future, in more than five years",0.01606,62,709,0.00680,0.02532
1995,2nd Quintile,As soon as possible,0.04413,181,515,0.02638,0.06189
1995,2nd Quintile,Next year,0.02380,104,515,0.01062,0.03698
1995,2nd Quintile,In the next 2 to 5 years,0.03886,166,515,0.02215,0.05557
1995,2nd Quintile,"In the distant future, in more than five years",0.01393,64,515,0.00380,0.02406
1995,3rd Quintile,As soon as possible,0.02940,102,361,0.01195,0.04684
1995,3rd Quintile,Next year,0.01924,84,361,0.00505,0.03343
1995,3rd Quintile,In the next 2 to 5 years,0.03501,132,361,0.01602,0.05399
1995,3rd Quintile,"In the distant future, in more than five years",0.01017,43,361,-0.00019,0.02054
1995,4th Quintile,As soon as possible,0.02183,88,299,0.00524,0.03843
1995,4th Quintile,Next year,0.01703,68,299,0.00234,0.03171
1995,4th Quintile,In the next 2 to 5 years,0.02985,100,299,0.01053,0.04918
1995,4th Quintile,"In the distant future, in more than five years",0.01395,43,299,0.00063,0.02726
1995,5th Quintile,As soon as possible,0.01398,58,240,-0.00091,0.02886
1995,5th Quintile,Next year,0.01696,58,240,0.00059,0.03332
1995,5th Quintile,In the next 2 to 5 years,0.02969,84,240,0.00817,0.05121
1995,5th Quintile,"In the distant future, in more than five years",0.01352,40,240,-0.00112,0.02816
1996,1st Quintile,As soon as possible,0.08068,312,715,0.06070,0.10065
1996,1st Quintile,Next year,0.04006,147,715,0.02568,0.05445
1996,1st Quintile,In the next 2 to 5 years,0.05042,192,715,0.03437,0.06647
1996,1st Quintile,"In the distant future, in more than five years",0.01388,64,715,0.00530,0.02246
1996,2nd Quintile,As soon as possible,0.03388,165,501,0.01802,0.04974
1996,2nd Quintile,Next year,0.03185,125,501,0.01646,0.04724
1996,2nd Quintile,In the next 2 to 5 years,0.04001,153,501,0.02283,0.05718
1996,2nd Quintile,"In the distant future, in more than five years",0.01428,58,501,0.00388,0.02468
1996,3rd Quintile,As soon as possible,0.03561,125,369,0.01668,0.05454
1996,3rd Quintile,Next year,0.02707,100,369,0.01049,0.04365
1996,3rd Quintile,In the next 2 to 5 years,0.03484,111,369,0.01610,0.05357
1996,3rd Quintile,"In the distant future, in more than five years",0.00897,33,369,-0.00066,0.01861
1996,4th Quintile,As soon as possible,0.02249,104,294,0.00551,0.03947
1996,4th Quintile,Next year,0.01508,55,294,0.00113,0.02904
1996,4th Quintile,In the next 2 to 5 years,0.02562,92,294,0.00753,0.04372
1996,4th Quintile,"In the distant future, in more than five years",0.01356,43,294,0.00032,0.02680
1996,5th Quintile,As soon as possible,0.01861,60,250,0.00182,0.03539
1996,5th Quintile,Next year,0.01584,56,250,0.00033,0.03135
1996,5th Quintile,In the next 2 to 5 years,0.02886,90,250,0.00806,0.04965
1996,5th Quintile,"In the distant future, in more than five years",0.01850,44,250,0.00176,0.03523
1997,1st Quintile,As soon as possible,0.08638,310,670,0.06509,0.10767
1997,1st Quintile,Next year,0.03471,113,670,0.02084,0.04858
1997,1st Quintile,In the next 2 to 5 years,0.05508,193,670,0.03779,0.07237
1997,1st Quintile,"In the distant future, in more than five years",0.01129,54,670,0.00328,0.01930
1997,2nd Quintile,As soon as possible,0.04397,196,522,0.02637,0.06158
1997,2nd Quintile,Next year,0.02939,111,522,0.01488,0.04389
1997,2nd Quintile,In the next 2 to 5 years,0.03737,162,522,0.02108,0.05366
1997,2nd Quintile,"In the distant future, in more than five years",0.01362,53,522,0.00366,0.02357
1997,3rd Quintile,As soon as possible,0.03790,150,391,0.01895,0.05685
1997,3rd Quintile,Next year,0.02422,76,391,0.00896,0.03948
1997,3rd Quintile,In the next 2 to 5 years,0.03821,125,391,0.01919,0.05724
1997,3rd Quintile,"In the distant future, in more than five years",0.01144,40,391,0.00089,0.02200
1997,4th Quintile,As soon as possible,0.03010,108,312,0.01111,0.04909
1997,4th Quintile,Next year,0.01635,63,312,0.00225,0.03044
1997,4th Quintile,In the next 2 to 5 years,0.02803,94,312,0.00969,0.04638
1997,4th Quintile,"In the distant future, in more than five years",0.01381,47,312,0.00084,0.02678
1997,5th Quintile,As soon as possible,0.01645,59,217,-0.00051,0.03342
1997,5th Quintile,Next year,0.01379,44,217,-0.00176,0.02934
1997,5th Quintile,In the next 2 to 5 years,0.02616,80,217,0.00488,0.04745
1997,5th Quintile,"In the distant future, in more than five years",0.01157,34,217,-0.00269,0.02583
1998,1st Quintile,As soon as possible,0.08973,311,657,0.06786,0.11160
1998,1st Quintile,Next year,0.03779,119,657,0.02320,0.05238
1998,1st Quintile,In the next 2 to 5 years,0.05499,176,657,0.03754,0.07243
1998,1st Quintile,"In the distant future, in more than five years",0.01275,51,657,0.00416,0.02133
1998,2nd Quintile,As soon as possible,0.04213,175,474,0.02403,0.06023
1998,2nd Quintile,Next year,0.03114,107,474,0.01549,0.04680
1998,2nd Quintile,In the next 2 to 5 years,0.03365,133,474,0.01740,0.04991
1998,2nd Quintile,"In the distant future, in more than five years",0.01545,59,474,0.00433,0.02656
1998,3rd Quintile,As soon as possible,0.03460,134,321,0.01458,0.05463
1998,3rd Quintile,Next year,0.02046,83,321,0.00495,0.03597
1998,3rd Quintile,In the next 2 to 5 years,0.02970,104,321,0.01110,0.04830
1998,4th Quintile,As soon as possible,0.02623,94,271,0.00717,0.04530
1998,4th Quintile,Next year,0.01728,63,271,0.00173,0.03282
1998,4th Quintile,In the next 2 to 5 years,0.02299,79,271,0.00511,0.04086
1998,4th Quintile,"In the distant future, in more than five years",0.01134,35,271,-0.00129,0.02397
1998,5th Quintile,As soon as possible,0.01582,44,203,-0.00139,0.03303
1998,5th Quintile,Next year,0.01579,44,203,-0.00140,0.03299
1998,5th Quintile,In the next 2 to 5 years,0.02492,75,203,0.00342,0.04641
1998,5th Quintile,"In the distant future, in more than five years",0.01296,40,203,-0.00264,0.02856
1999,1st Quintile,As soon as possible,0.07702,294,668,0.05679,0.09726
1999,1st Quintile,Next year,0.03508,140,668,0.02112,0.04904
1999,1st Quintile,In the next 2 to 5 years,0.04617,175,668,0.03025,0.06210
1999,1st Quintile,"In the distant future, in more than five years",0.01505,59,668,0.00581,0.02429
1999,2nd Quintile,As soon as possible,0.04070,173,463,0.02268,0.05872
1999,2nd Quintile,Next year,0.02231,95,463,0.00884,0.03578
1999,2nd Quintile,In the next 2 to 5 years,0.03647,139,463,0.01938,0.05356
1999,2nd Quintile,"In the distant future, in more than five years",0.01196,56,463,0.00205,0.02187
1999,3rd Quintile,As soon as possible,0.02865,116,359,0.01137,0.04593
1999,3rd Quintile,Next year,0.02379,92,359,0.00800,0.03957
1999,3rd Quintile,In the next 2 to 5 years,0.03133,119,359,0.01328,0.04938
1999,3rd Quintile,"In the distant future, in more than five years",0.00812,32,359,-0.00118,0.01742
1999,4th Quintile,As soon as possible,0.01810,75,239,0.00116,0.03504
1999,4th Quintile,Next year,0.01300,47,239,-0.00139,0.02739
1999,4th Quintile,In the next 2 to 5 years,0.01963,82,239,0.00201,0.03726
1999,4th Quintile,"In the distant future, in more than five years",0.00894,35,239,-0.00302,0.02090
1999,5th Quintile,Next year,0.01406,46,163,-0.00407,0.03219
1999,5th Quintile,In the next 2 to 5 years,0.02311,80,163,-0.00003,0.04625
1999,5th Quintile,"In the distant future, in more than five years",0.01037,37,163,-0.00523,0.02596
2000,1st Quintile,As soon as possible,0.07418,288,655,0.05410,0.09427
2000,1st Quintile,Next year,0.04503,153,655,0.02914,0.06092
2000,1st Quintile,In the next 2 to 5 years,0.04376,164,655,0.02808,0.05944
2000,1st Quintile,"In the distant future, in more than five years",0.01091,50,655,0.00295,0.01887
2000,2nd Quintile,As soon as possible,0.03430,144,459,0.01763,0.05097
2000,2nd Quintile,Next year,0.02434,108,459,0.01023,0.03845
2000,2nd Quintile,In the next 2 to 5 years,0.03717,153,459,0.01984,0.05450
2000,2nd Quintile,"In the distant future, in more than five years",0.01361,54,459,0.00300,0.02422
2000,3rd Quintile,As soon as possible,0.02261,83,340,0.00679,0.03844
2000,3rd Quintile,Next year,0.02131,89,340,0.00594,0.03669
2000,3rd Quintile,In the next 2 to 5 years,0.03079,119,340,0.01240,0.04918
2000,3rd Quintile,"In the distant future, in more than five years",0.01125,49,340,0.00002,0.02247
2000,4th Quintile,As soon as possible,0.01462,58,245,-0.00044,0.02968
2000,4th Quintile,Next year,0.01595,60,245,0.00023,0.03166
2000,4th Quintile,In the next 2 to 5 years,0.02605,94,245,0.00606,0.04603
2000,4th Quintile,"In the distant future, in more than five years",0.00896,33,245,-0.00286,0.02079
2000,5th Quintile,As soon as possible,0.01050,35,209,-0.00335,0.02435
2000,5th Quintile,Next year,0.01537,46,209,-0.00135,0.03209
2000,5th Quintile,In the next 2 to 5 years,0.02397,84,209,0.00318,0.04476
2000,5th Quintile,"In the distant future, in more than five years",0.01323,44,209,-0.00230,0.02876
2001,1st Quintile,As soon as possible,0.07785,441,979,0.06106,0.09464
2001,1st Quintile,Next year,0.03743,197,979,0.02553,0.04932
2001,1st Quintile,In the next 2 to 5 years,0.04219,256,979,0.02959,0.05479
2001,1st Quintile,"In the distant future, in more than five years",0.01483,85,979,0.00725,0.02240
2001,2nd Quintile,As soon as possible,0.03444,222,675,0.02067,0.04820
2001,2nd Quintile,Next year,0.02880,164,675,0.01617,0.04142
2001,2nd Quintile,In the next 2 to 5 years,0.03083,204,675,0.01778,0.04388
2001,2nd Quintile,"In the distant future, in more than five years",0.01155,85,675,0.00348,0.01961
2001,3rd Quintile,As soon as possible,0.02410,151,545,0.01121,0.03699
2001,3rd Quintile,Next year,0.02025,134,545,0.00842,0.03209
2001,3rd Quintile,In the next 2 to 5 years,0.03040,191,545,0.01597,0.04482
2001,3rd Quintile,"In the distant future, in more than five years",0.01069,69,545,0.00205,0.01933
2001,4th Quintile,As soon as possible,0.01834,107,427,0.00560,0.03109
2001,4th Quintile,Next year,0.01486,92,427,0.00337,0.02635
2001,4th Quintile,In the next 2 to 5 years,0.02465,166,427,0.00992,0.03937
2001,4th Quintile,"In the distant future, in more than five years",0.01087,62,427,0.00102,0.02071
2001,5th Quintile,As soon as possible,0.01271,70,332,0.00064,0.02477
2001,5th Quintile,Next year,0.01199,65,332,0.00027,0.02372
2001,5th Quintile,In the next 2 to 5 years,0.02232,135,332,0.00641,0.03824
2001,5th Quintile,"In the distant future, in more than five years",0.00954,62,332,-0.00093,0.02001
2002,1st Quintile,As soon as possible,0.09836,473,930,0.07921,0.11751
2002,1st Quintile,Next year,0.03701,178,930,0.02487,0.04915
2002,1st Quintile,In the next 2 to 5 years,0.04648,224,930,0.03294,0.06001
2002,1st Quintile,"In the distant future, in more than five years",0.01210,55,930,0.00507,0.01912
2002,2nd Quintile,As soon as possible,0.04069,227,628,0.02523,0.05616
2002,2nd Quintile,Next year,0.02752,138,628,0.01471,0.04032
2002,2nd Quintile,In the next 2 to 5 years,0.03990,216,628,0.02458,0.05522
2002,2nd Quintile,"In the distant future, in more than five years",0.00951,47,628,0.00191,0.01711
2002,3rd Quintile,As soon as possible,0.03003,162,527,0.01545,0.04462
2002,3rd Quintile,Next year,0.01999,122,527,0.00803,0.03195
2002,3rd Quintile,In the next 2 to 5 years,0.02790,168,527,0.01382,0.04197
2002,3rd Quintile,"In the distant future, in more than five years",0.01351,75,527,0.00364,0.02337
2002,4th Quintile,As soon as possible,0.02347,122,434,0.00921,0.03773
2002,4th Quintile,Next year,0.01764,101,434,0.00524,0.03004
2002,4th Quintile,In the next 2 to 5 years,0.01872,136,434,0.00595,0.03148
2002,4th Quintile,"In the distant future, in more than five years",0.01093,75,434,0.00113,0.02072
2002,5th Quintile,As soon as possible,0.01579,84,385,0.00332,0.02826
2002,5th Quintile,Next year,0.01416,83,385,0.00234,0.02597
2002,5th Quintile,In the next 2 to 5 years,0.01844,146,385,0.00499,0.03190
2002,5th Quintile,"In the distant future, in more than five years",0.00804,72,385,-0.00089,0.01698
