"year","hhtyp","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1990","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","32.13","19.5","480","28.89","35.37"
"1990","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","68.84","40.5","686","47.93","89.75"
"1990","1-Pers.- Haushalt","Laendlicher Raum","32.47","24.5","98","19.99","44.95"
"1990","1-Pers.- Haushalt","Staedtischer Raum","58.07","37.5","163","36.2","79.94"
"1990","Alleinerziehende","Laendlicher Raum","42.68","25","96","29.28","56.08"
"1990","Alleinerziehende","Staedtischer Raum","65.79","43.5","165","56.29","75.29"
"1990","Paar mit Kind(ern)","Laendlicher Raum","55.67","30.5","2058","50.5","60.84"
"1990","Paar mit Kind(ern)","Staedtischer Raum","63.94","50","2466","60.32","67.56"
"1990","Sonstige","Laendlicher Raum","43.86","30.5","323","25.86","61.86"
"1990","Sonstige","Staedtischer Raum","47.61","39.5","261","42.81","52.41"
"1991","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","44.02","29","476","40.07","47.97"
"1991","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","52.32","40.5","694","49.09","55.55"
"1991","1-Pers.- Haushalt","Laendlicher Raum","40.46","23.5","87","32.58","48.34"
"1991","1-Pers.- Haushalt","Staedtischer Raum","52.32","40","159","44.99","59.65"
"1991","Alleinerziehende","Laendlicher Raum","59.98","38.5","92","50.2","69.76"
"1991","Alleinerziehende","Staedtischer Raum","61.13","41.5","173","54.42","67.84"
"1991","Paar mit Kind(ern)","Laendlicher Raum","49.17","35","1999","47.26","51.08"
"1991","Paar mit Kind(ern)","Staedtischer Raum","70.05","50.5","2424","68.07","72.03"
"1991","Sonstige","Laendlicher Raum","47.69","34.5","298","43.1","52.28"
"1991","Sonstige","Staedtischer Raum","66.4","53.5","237","61.03","71.77"
"1992","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","53.46","35","456","49.5","57.42"
"1992","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","64.18","50.5","716","60.69","67.67"
"1992","1-Pers.- Haushalt","Laendlicher Raum","44.88","27","83","36.03","53.73"
"1992","1-Pers.- Haushalt","Staedtischer Raum","58.36","42","156","50","66.72"
"1992","Alleinerziehende","Laendlicher Raum","45.19","28.5","74","29.04","61.34"
"1992","Alleinerziehende","Staedtischer Raum","69.52","47","153","60.58","78.46"
"1992","Paar mit Kind(ern)","Laendlicher Raum","60.03","44.5","1881","57.97","62.09"
"1992","Paar mit Kind(ern)","Staedtischer Raum","71.72","59.5","2410","69.8","73.64"
"1992","Sonstige","Laendlicher Raum","57.03","47","280","51.15","62.91"
"1992","Sonstige","Staedtischer Raum","81","62.5","240","73.67","88.33"
"1993","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","53.8","39.5","462","48.41","59.19"
"1993","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","67.94","50","758","64.1","71.78"
"1993","1-Pers.- Haushalt","Laendlicher Raum","46","25.5","91","35.34","56.66"
"1993","1-Pers.- Haushalt","Staedtischer Raum","63.29","50","167","55.27","71.31"
"1993","Alleinerziehende","Laendlicher Raum","55.68","34.5","85","47.97","63.39"
"1993","Alleinerziehende","Staedtischer Raum","63.45","49","138","55.9","71"
"1993","Paar mit Kind(ern)","Laendlicher Raum","62.97","50","1877","60.95","64.99"
"1993","Paar mit Kind(ern)","Staedtischer Raum","81.37","59","2290","78.88","83.86"
"1993","Sonstige","Laendlicher Raum","66.51","46","299","59.95","73.07"
"1993","Sonstige","Staedtischer Raum","70.72","59","297","65.47","75.97"
"1994","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","56.37","35","478","52.44","60.3"
"1994","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","71.13","55.5","780","66.65","75.61"
"1994","1-Pers.- Haushalt","Laendlicher Raum","52.2","28.5","100","43.26","61.14"
"1994","1-Pers.- Haushalt","Staedtischer Raum","67.74","50.5","164","55.53","79.95"
"1994","Alleinerziehende","Laendlicher Raum","52.58","38.5","85","44.97","60.19"
"1994","Alleinerziehende","Staedtischer Raum","96.45","47","130","78.29","114.61"
"1994","Paar mit Kind(ern)","Laendlicher Raum","72.16","50.5","1910","69.86","74.46"
"1994","Paar mit Kind(ern)","Staedtischer Raum","87.91","70.5","2292","85.49","90.33"
"1994","Sonstige","Laendlicher Raum","61.17","50","279","55.99","66.35"
"1994","Sonstige","Staedtischer Raum","81.12","58.5","270","73.81","88.43"
"1995","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","67.25","50.5","490","61.27","73.23"
"1995","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","75.34","60","800","71.57","79.11"
"1995","1-Pers.- Haushalt","Laendlicher Raum","47.31","39.5","99","39.07","55.55"
"1995","1-Pers.- Haushalt","Staedtischer Raum","67.81","48.5","170","57.97","77.65"
"1995","Alleinerziehende","Laendlicher Raum","63.81","49","90","50.08","77.54"
"1995","Alleinerziehende","Staedtischer Raum","71.37","58.5","135","64.66","78.08"
"1995","Paar mit Kind(ern)","Laendlicher Raum","78.77","60.5","1895","75.93","81.61"
"1995","Paar mit Kind(ern)","Staedtischer Raum","97.21","75.5","2370","94.6","99.82"
"1995","Sonstige","Laendlicher Raum","78.34","64.5","265","71.92","84.76"
"1995","Sonstige","Staedtischer Raum","79.29","63.5","293","73.23","85.35"
"1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","63.4","50.5","514","59.48","67.32"
"1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","77.82","65","796","74.34","81.3"
"1996","1-Pers.- Haushalt","Laendlicher Raum","55.88","39.5","101","47.66","64.1"
"1996","1-Pers.- Haushalt","Staedtischer Raum","65.87","50","165","58.47","73.27"
"1996","Alleinerziehende","Laendlicher Raum","71.87","65","108","63","80.74"
"1996","Alleinerziehende","Staedtischer Raum","72.31","53.5","124","63.18","81.44"
"1996","Paar mit Kind(ern)","Laendlicher Raum","83.68","67","1919","81.17","86.19"
"1996","Paar mit Kind(ern)","Staedtischer Raum","98.27","76","2350","95.55","100.99"
"1996","Sonstige","Laendlicher Raum","83.73","76","250","77.57","89.89"
"1996","Sonstige","Staedtischer Raum","91.56","75","255","86.55","96.57"
"1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","69.68","50","558","64.7","74.66"
"1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","81.53","65.5","830","77.53","85.53"
"1997","1-Pers.- Haushalt","Laendlicher Raum","52.36","39","97","44.12","60.6"
"1997","1-Pers.- Haushalt","Staedtischer Raum","66.43","50.5","169","59.04","73.82"
"1997","Alleinerziehende","Laendlicher Raum","67.47","52.5","103","57.99","76.95"
"1997","Alleinerziehende","Staedtischer Raum","79.96","62","131","70.57","89.35"
"1997","Paar mit Kind(ern)","Laendlicher Raum","84.69","65.5","1929","81.54","87.84"
"1997","Paar mit Kind(ern)","Staedtischer Raum","95.95","75.5","2428","93.35","98.55"
"1997","Sonstige","Laendlicher Raum","95.96","74.5","237","87.13","104.79"
"1997","Sonstige","Staedtischer Raum","92.3","71.5","286","86.85","97.75"
"1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","70.46","50","694","66.69","74.23"
"1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","84.58","69.5","1012","80.93","88.23"
"1998","1-Pers.- Haushalt","Laendlicher Raum","59.18","48.5","121","52.13","66.23"
"1998","1-Pers.- Haushalt","Staedtischer Raum","72.85","59","213","65.95","79.75"
"1998","Alleinerziehende","Laendlicher Raum","73.7","48.5","102","63.62","83.78"
"1998","Alleinerziehende","Staedtischer Raum","83.37","69","147","74.06","92.68"
"1998","Paar mit Kind(ern)","Laendlicher Raum","83.36","75.5","2266","81.09","85.63"
"1998","Paar mit Kind(ern)","Staedtischer Raum","101.64","76","2652","99.21","104.07"
"1998","Sonstige","Laendlicher Raum","88.43","74.5","226","81.89","94.97"
"1998","Sonstige","Staedtischer Raum","85.23","74.5","255","79.86","90.6"
"1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","62.76","50.5","678","59.29","66.23"
"1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","74.87","60.5","1014","71.68","78.06"
"1999","1-Pers.- Haushalt","Laendlicher Raum","63.46","42","129","52.65","74.27"
"1999","1-Pers.- Haushalt","Staedtischer Raum","70.4","50","209","61.81","78.99"
"1999","Alleinerziehende","Laendlicher Raum","67.86","48.5","117","56.03","79.69"
"1999","Alleinerziehende","Staedtischer Raum","72.58","58.5","147","65.36","79.8"
"1999","Paar mit Kind(ern)","Laendlicher Raum","77.2","59.5","2245","74.92","79.48"
"1999","Paar mit Kind(ern)","Staedtischer Raum","92.03","75.5","2795","90.02","94.04"
"1999","Sonstige","Laendlicher Raum","93.38","79.5","175","84.97","101.79"
"1999","Sonstige","Staedtischer Raum","79.1","63.5","168","73","85.2"
"2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","44.36","37.5","1402","42.95","45.77"
"2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","51.69","42.5","2248","50.37","53.01"
"2000","1-Pers.- Haushalt","Laendlicher Raum","34.52","29.21","286","31.71","37.33"
"2000","1-Pers.- Haushalt","Staedtischer Raum","41.58","33.67","474","38.96","44.2"
"2000","Alleinerziehende","Laendlicher Raum","48.73","37.29","188","44.04","53.42"
"2000","Alleinerziehende","Staedtischer Raum","54.8","49.83","257","50.94","58.66"
"2000","Paar mit Kind(ern)","Laendlicher Raum","53.62","44.96","3928","52.58","54.66"
"2000","Paar mit Kind(ern)","Staedtischer Raum","61.5","50.79","5121","60.43","62.57"
"2000","Sonstige","Laendlicher Raum","50.4","37.29","347","46.5","54.3"
"2000","Sonstige","Staedtischer Raum","58.93","49.46","377","55.72","62.14"
"2001","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","46.2","41.04","1328","44.59","47.81"
"2001","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","52.66","42.25","1934","51.24","54.08"
"2001","1-Pers.- Haushalt","Laendlicher Raum","37.42","33.25","257","34.7","40.14"
"2001","1-Pers.- Haushalt","Staedtischer Raum","44.69","41.12","427","41.72","47.66"
"2001","Alleinerziehende","Laendlicher Raum","50.55","42.08","211","46.48","54.62"
"2001","Alleinerziehende","Staedtischer Raum","52.84","45.21","208","48.04","57.64"
"2001","Paar mit Kind(ern)","Laendlicher Raum","57.1","50.17","3577","55.87","58.33"
"2001","Paar mit Kind(ern)","Staedtischer Raum","65.18","59.5","4711","64.05","66.31"
"2001","Sonstige","Laendlicher Raum","57.4","41.75","292","53.21","61.59"
"2001","Sonstige","Staedtischer Raum","65.72","57.54","404","62.31","69.13"
"2002","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","46.08","41.58","1374","44.39","47.77"
"2002","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","58.57","49.88","2382","57.01","60.13"
"2002","1-Pers.- Haushalt","Laendlicher Raum","40.79","32.92","224","36.84","44.74"
"2002","1-Pers.- Haushalt","Staedtischer Raum","48.25","41.25","425","44.9","51.6"
"2002","Alleinerziehende","Laendlicher Raum","58.88","42.08","224","53.06","64.7"
"2002","Alleinerziehende","Staedtischer Raum","59.3","44.79","215","52.33","66.27"
"2002","Paar mit Kind(ern)","Laendlicher Raum","62.1","49.62","3661","60.78","63.42"
"2002","Paar mit Kind(ern)","Staedtischer Raum","65.64","58.08","5413","64.46","66.82"
"2002","Sonstige","Laendlicher Raum","66.46","47.92","264","59.21","73.71"
"2002","Sonstige","Staedtischer Raum","66.78","56.25","387","62.35","71.21"
"2003","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","51.31","42.21","1354","49.45","53.17"
"2003","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","58.64","49.83","2268","56.96","60.32"
"2003","1-Pers.- Haushalt","Laendlicher Raum","37.86","32.25","228","34.58","41.14"
"2003","1-Pers.- Haushalt","Staedtischer Raum","47.16","37.25","436","43.91","50.41"
"2003","Alleinerziehende","Laendlicher Raum","51.59","42.92","212","47.64","55.54"
"2003","Alleinerziehende","Staedtischer Raum","62.63","43.75","175","56.28","68.98"
"2003","Paar mit Kind(ern)","Laendlicher Raum","62.18","49.5","3443","60.74","63.62"
"2003","Paar mit Kind(ern)","Staedtischer Raum","70.76","61.54","5221","69.44","72.08"
"2003","Sonstige","Laendlicher Raum","50.79","43.75","211","44.01","57.57"
"2003","Sonstige","Staedtischer Raum","73.51","63.75","316","67.96","79.06"
"2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","53.6","47.58","1336","51.73","55.47"
"2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","61.55","49.38","2318","59.87","63.23"
"2004","1-Pers.- Haushalt","Laendlicher Raum","40.19","33.04","250","36.66","43.72"
"2004","1-Pers.- Haushalt","Staedtischer Raum","49.57","37.33","449","44.97","54.17"
"2004","Alleinerziehende","Laendlicher Raum","56.64","42.5","189","50.09","63.19"
"2004","Alleinerziehende","Staedtischer Raum","64.73","52.08","196","59.43","70.03"
"2004","Paar mit Kind(ern)","Laendlicher Raum","66.7","54.79","3408","65.17","68.23"
"2004","Paar mit Kind(ern)","Staedtischer Raum","75.26","66.25","5032","73.84","76.68"
"2004","Sonstige","Laendlicher Raum","63.47","53.12","217","57.89","69.05"
"2004","Sonstige","Staedtischer Raum","67.66","56.04","300","62.11","73.21"
"2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","53.22","45.75","1330","50.94","55.5"
"2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","66.8","54.08","2276","64.91","68.69"
"2005","1-Pers.- Haushalt","Laendlicher Raum","42.78","37.29","251","39.3","46.26"
"2005","1-Pers.- Haushalt","Staedtischer Raum","51.22","41.33","457","47.94","54.5"
"2005","Alleinerziehende","Laendlicher Raum","51.52","43.75","196","46.57","56.47"
"2005","Alleinerziehende","Staedtischer Raum","63.68","55","231","58.87","68.49"
"2005","Paar mit Kind(ern)","Laendlicher Raum","69.01","58.17","3294","67.21","70.81"
"2005","Paar mit Kind(ern)","Staedtischer Raum","75.82","66.5","4745","74.42","77.22"
"2005","Sonstige","Laendlicher Raum","63.49","48.33","220","55.6","71.38"
"2005","Sonstige","Staedtischer Raum","65.45","51.88","245","58.45","72.45"
"2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","51.16","43.96","1582","49.43","52.89"
"2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","64.3","52.42","2634","62.64","65.96"
"2006","1-Pers.- Haushalt","Laendlicher Raum","46.86","37.08","303","42.89","50.83"
"2006","1-Pers.- Haushalt","Staedtischer Raum","52.78","41.46","516","49.45","56.11"
"2006","Alleinerziehende","Laendlicher Raum","49.44","40.83","219","45.74","53.14"
"2006","Alleinerziehende","Staedtischer Raum","68.49","49.58","260","63.27","73.71"
"2006","Paar mit Kind(ern)","Laendlicher Raum","69.19","58","3356","67.58","70.8"
"2006","Paar mit Kind(ern)","Staedtischer Raum","79.05","66.46","4923","77.62","80.48"
"2006","Sonstige","Laendlicher Raum","61.78","43.75","242","55.43","68.13"
"2006","Sonstige","Staedtischer Raum","71.16","47.92","232","60.22","82.1"
"2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","54.67","49.67","1526","52.84","56.5"
"2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","67.8","54.58","2470","65.79","69.81"
"2007","1-Pers.- Haushalt","Laendlicher Raum","43.13","36.25","274","39.99","46.27"
"2007","1-Pers.- Haushalt","Staedtischer Raum","49.99","41.25","495","46.34","53.64"
"2007","Alleinerziehende","Laendlicher Raum","56.6","47.67","256","52.79","60.41"
"2007","Alleinerziehende","Staedtischer Raum","67.95","60.33","239","63.3","72.6"
"2007","Paar mit Kind(ern)","Laendlicher Raum","68.8","57.92","2985","67.28","70.32"
"2007","Paar mit Kind(ern)","Staedtischer Raum","75.33","66","4599","73.82","76.84"
"2007","Sonstige","Laendlicher Raum","63.83","63.75","185","59.27","68.39"
"2007","Sonstige","Staedtischer Raum","67.55","51.25","213","61.5","73.6"
"2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","56.61","49.58","1484","54.81","58.41"
"2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","64.91","51.46","2340","63.09","66.73"
"2008","1-Pers.- Haushalt","Laendlicher Raum","44.18","37.08","268","40.65","47.71"
"2008","1-Pers.- Haushalt","Staedtischer Raum","48.61","41.5","498","45.73","51.49"
"2008","Alleinerziehende","Laendlicher Raum","60.12","44.79","222","54.61","65.63"
"2008","Alleinerziehende","Staedtischer Raum","65.93","57.5","237","59.97","71.89"
"2008","Paar mit Kind(ern)","Laendlicher Raum","72.02","59.17","2848","70.3","73.74"
"2008","Paar mit Kind(ern)","Staedtischer Raum","76.27","66.33","4254","74.79","77.75"
"2008","Sonstige","Laendlicher Raum","65.88","66.04","169","61.01","70.75"
"2008","Sonstige","Staedtischer Raum","65.77","64.58","164","60.5","71.04"
"2009","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","53.6","47.54","1454","51.81","55.39"
"2009","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","68.32","58.12","2214","66.39","70.25"
"2009","1-Pers.- Haushalt","Laendlicher Raum","43.9","36.62","263","40.45","47.35"
"2009","1-Pers.- Haushalt","Staedtischer Raum","49.86","41.25","477","46.56","53.16"
"2009","Alleinerziehende","Laendlicher Raum","61.77","52.92","204","57.14","66.4"
"2009","Alleinerziehende","Staedtischer Raum","68.47","54.58","209","61.75","75.19"
"2009","Paar mit Kind(ern)","Laendlicher Raum","65.31","54.08","2677","63.55","67.07"
"2009","Paar mit Kind(ern)","Staedtischer Raum","78.85","66.46","3930","77.17","80.53"
"2009","Sonstige","Laendlicher Raum","54.52","38.92","132","48.53","60.51"
"2009","Sonstige","Staedtischer Raum","70.32","57.17","136","60.09","80.55"
"2010","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","49.08","44.08","1348","47.61","50.55"
"2010","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","58.56","49.79","2098","57","60.12"
"2010","1-Pers.- Haushalt","Laendlicher Raum","39.5","34.62","258","36.7","42.3"
"2010","1-Pers.- Haushalt","Staedtischer Raum","46.03","37.29","470","43.1","48.96"
"2010","Alleinerziehende","Laendlicher Raum","55.11","47.29","433","51.95","58.27"
"2010","Alleinerziehende","Staedtischer Raum","71.91","54.08","493","68.09","75.73"
"2010","Paar mit Kind(ern)","Laendlicher Raum","61.08","51.42","4508","60.02","62.14"
"2010","Paar mit Kind(ern)","Staedtischer Raum","70.62","64.83","6272","69.55","71.69"
"2010","Sonstige","Laendlicher Raum","52.15","55.42","176","48.5","55.8"
"2010","Sonstige","Staedtischer Raum","52.89","54.58","178","46.65","59.13"
"2011","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","49.42","45.75","1954","48.14","50.7"
"2011","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","59.29","49.79","2738","57.84","60.74"
"2011","1-Pers.- Haushalt","Laendlicher Raum","37.55","33.29","368","35.13","39.97"
"2011","1-Pers.- Haushalt","Staedtischer Raum","45.58","39.58","596","42.99","48.17"
"2011","Alleinerziehende","Laendlicher Raum","44.72","41.33","511","41.8","47.64"
"2011","Alleinerziehende","Staedtischer Raum","57","49.17","701","53.83","60.17"
"2011","Paar mit Kind(ern)","Laendlicher Raum","58.79","49.54","5473","57.87","59.71"
"2011","Paar mit Kind(ern)","Staedtischer Raum","70.23","63.17","7886","69.25","71.21"
"2011","Sonstige","Laendlicher Raum","54.57","49.17","224","50.5","58.64"
"2011","Sonstige","Staedtischer Raum","69.17","61.54","206","63.66","74.68"
"2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","51.62","46.29","1992","50.36","52.88"
"2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","61.49","49.96","2762","60.06","62.92"
"2012","1-Pers.- Haushalt","Laendlicher Raum","38.23","33.17","390","35.78","40.68"
"2012","1-Pers.- Haushalt","Staedtischer Raum","50.04","41.25","597","47.28","52.8"
"2012","Alleinerziehende","Laendlicher Raum","46.69","41.62","522","44.28","49.1"
"2012","Alleinerziehende","Staedtischer Raum","67.78","57.92","671","64.52","71.04"
"2012","Paar mit Kind(ern)","Laendlicher Raum","57.97","49.58","5124","57.04","58.9"
"2012","Paar mit Kind(ern)","Staedtischer Raum","74.28","66.58","7614","73.27","75.29"
"2012","Sonstige","Laendlicher Raum","59.68","53.71","235","55.18","64.18"
"2012","Sonstige","Staedtischer Raum","88.97","77.08","202","83.08","94.86"
"2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","51.56","46","1932","50.21","52.91"
"2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","61.76","49.83","2730","60.23","63.29"
"2013","1-Pers.- Haushalt","Laendlicher Raum","40.28","33.75","367","37.47","43.09"
"2013","1-Pers.- Haushalt","Staedtischer Raum","49.87","41.25","595","46.97","52.77"
"2013","Alleinerziehende","Laendlicher Raum","46.13","41.46","514","43.32","48.94"
"2013","Alleinerziehende","Staedtischer Raum","60.97","50.83","675","58.2","63.74"
"2013","Paar mit Kind(ern)","Laendlicher Raum","57.96","49.92","5056","56.99","58.93"
"2013","Paar mit Kind(ern)","Staedtischer Raum","73.02","64.75","7868","72.05","73.99"
"2013","Sonstige","Laendlicher Raum","60.41","49.17","259","55.85","64.97"
"2013","Sonstige","Staedtischer Raum","83.46","77.92","312","79.15","87.77"
"2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","48.51","43.17","1986","47.17","49.85"
"2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","60.05","49.79","2890","58.47","61.63"
"2014","1-Pers.- Haushalt","Laendlicher Raum","31.88","28.92","479","29.24","34.52"
"2014","1-Pers.- Haushalt","Staedtischer Raum","38.2","29.88","833","35.61","40.79"
"2014","Alleinerziehende","Laendlicher Raum","40.33","32.79","602","37.44","43.22"
"2014","Alleinerziehende","Staedtischer Raum","46.27","41.29","859","43.44","49.1"
"2014","Paar mit Kind(ern)","Laendlicher Raum","55.5","49.58","4924","54.5","56.5"
"2014","Paar mit Kind(ern)","Staedtischer Raum","66.98","60.62","7911","65.97","67.99"
"2014","Sonstige","Laendlicher Raum","54.31","44.58","283","50.37","58.25"
"2014","Sonstige","Staedtischer Raum","68.44","61.92","425","64.06","72.82"
"2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3","3","358","3","3"
"2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3","3","812","3","3"
"2015","1-Pers.- Haushalt","Laendlicher Raum","3","3","256","3","3"
"2015","1-Pers.- Haushalt","Staedtischer Raum","3","3","605","3","3"
"2015","Alleinerziehende","Laendlicher Raum","3","3","305","3","3"
"2015","Alleinerziehende","Staedtischer Raum","3","3","589","3","3"
"2015","Paar mit Kind(ern)","Laendlicher Raum","3","3","971","3","3"
"2015","Paar mit Kind(ern)","Staedtischer Raum","3","3","2325","3","3"
"2015","Sonstige","Laendlicher Raum","3","3","104","3","3"
"2015","Sonstige","Staedtischer Raum","3","3","262","3","3"
