year,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Upper Secondary Level,Intermediate School Degree,0.39272,5414,11602,0.38384,0.40161
2010,Upper Secondary Level,Technical School Degree,0.01291,117,11602,0.01085,0.01496
2010,Upper Secondary Level,Upper Secondary Degree,0.05889,639,11602,0.05461,0.06318
2010,Upper Secondary Level,Other Degree,0.04599,530,11602,0.04218,0.04980
2010,Upper Secondary Level,"Dropout, No School Degree",0.00614,67,11602,0.00472,0.00756
2010,Post-secondary Non-tertiary Level,Technical School Degree,0.31560,536,1674,0.29333,0.33787
2010,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52561,920,1674,0.50168,0.54954
2010,Post-secondary Non-tertiary Level,Other Degree,0.10183,218,1674,0.08734,0.11632
2010,First Stage of Tertiary Education,Secondary School Degree,0.27226,397,1602,0.25046,0.29407
2010,First Stage of Tertiary Education,Intermediate School Degree,0.42984,745,1602,0.40559,0.45409
2010,First Stage of Tertiary Education,Technical School Degree,0.11154,187,1602,0.09612,0.12696
2010,First Stage of Tertiary Education,Upper Secondary Degree,0.13963,230,1602,0.12265,0.15661
2010,First Stage of Tertiary Education,Other Degree,0.03955,43,1602,0.03000,0.04909
2010,Second Stage of Tertiary Education,Secondary School Degree,0.03990,151,5320,0.03464,0.04516
2010,Second Stage of Tertiary Education,Intermediate School Degree,0.12198,643,5320,0.11319,0.13078
2010,Second Stage of Tertiary Education,Technical School Degree,0.12286,529,5320,0.11404,0.13169
2010,Second Stage of Tertiary Education,Upper Secondary Degree,0.62342,3631,5320,0.61040,0.63644
2010,Second Stage of Tertiary Education,Other Degree,0.07773,366,5320,0.07054,0.08493
2011,Pre-primary Level,No School Degree Yet,0.99679,893,893,0.99308,1.00050
2011,Primary Level,Other Degree,0.15972,73,406,0.12404,0.19540
2011,Primary Level,"Dropout, No School Degree",0.83608,333,406,0.80002,0.87214
2011,Lower Secondary Level,Secondary School Degree,0.61485,1826,3049,0.59758,0.63213
2011,Lower Secondary Level,Intermediate School Degree,0.23640,806,3049,0.22132,0.25148
2011,Lower Secondary Level,Other Degree,0.14875,417,3049,0.13611,0.16138
2011,Upper Secondary Level,Secondary School Degree,0.45337,5739,13718,0.44504,0.46170
2011,Upper Secondary Level,Intermediate School Degree,0.39560,6308,13718,0.38742,0.40378
2011,Upper Secondary Level,Technical School Degree,0.01177,151,13718,0.00997,0.01358
2011,Upper Secondary Level,Upper Secondary Degree,0.06387,774,13718,0.05977,0.06796
2011,Upper Secondary Level,Other Degree,0.05214,659,13718,0.04842,0.05586
2011,Upper Secondary Level,"Dropout, No School Degree",0.00677,87,13718,0.00540,0.00814
2011,Post-secondary Non-tertiary Level,Technical School Degree,0.30175,618,1969,0.28147,0.32203
2011,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.53540,1096,1969,0.51336,0.55743
2011,Post-secondary Non-tertiary Level,Other Degree,0.12473,255,1969,0.11013,0.13933
2011,First Stage of Tertiary Education,Secondary School Degree,0.27050,453,1826,0.25012,0.29088
2011,First Stage of Tertiary Education,Intermediate School Degree,0.42576,834,1826,0.40308,0.44845
2011,First Stage of Tertiary Education,Technical School Degree,0.11648,227,1826,0.10176,0.13119
2011,First Stage of Tertiary Education,Upper Secondary Degree,0.13717,260,1826,0.12139,0.15296
2011,First Stage of Tertiary Education,Other Degree,0.03666,52,1826,0.02804,0.04529
2011,Second Stage of Tertiary Education,Secondary School Degree,0.03451,166,6143,0.02994,0.03907
2011,Second Stage of Tertiary Education,Intermediate School Degree,0.11700,738,6143,0.10896,0.12504
2011,Second Stage of Tertiary Education,Technical School Degree,0.12215,637,6143,0.11396,0.13034
2011,Second Stage of Tertiary Education,Upper Secondary Degree,0.63417,4177,6143,0.62213,0.64622
2011,Second Stage of Tertiary Education,Other Degree,0.07719,425,6143,0.07051,0.08386
2012,Primary Level,Other Degree,0.14469,65,385,0.10951,0.17988
2012,Primary Level,"Dropout, No School Degree",0.84956,320,385,0.81380,0.88532
2012,Lower Secondary Level,Secondary School Degree,0.60686,1771,2986,0.58934,0.62438
2012,Lower Secondary Level,Intermediate School Degree,0.23300,815,2986,0.21784,0.24817
2012,Lower Secondary Level,Other Degree,0.16014,400,2986,0.14698,0.17329
2012,Upper Secondary Level,Secondary School Degree,0.44814,5558,13359,0.43971,0.45657
2012,Upper Secondary Level,Intermediate School Degree,0.39739,6165,13359,0.38909,0.40568
2012,Upper Secondary Level,Technical School Degree,0.00995,138,13359,0.00826,0.01163
2012,Upper Secondary Level,Upper Secondary Degree,0.06241,763,13359,0.05831,0.06651
2012,Upper Secondary Level,Other Degree,0.05601,642,13359,0.05211,0.05991
2012,Upper Secondary Level,"Dropout, No School Degree",0.00732,93,13359,0.00587,0.00876
2012,Post-secondary Non-tertiary Level,Technical School Degree,0.31826,609,1939,0.29753,0.33900
2012,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.50800,1057,1939,0.48574,0.53026
2012,Post-secondary Non-tertiary Level,Other Degree,0.14153,273,1939,0.12601,0.15705
2012,First Stage of Tertiary Education,Secondary School Degree,0.25646,443,1781,0.23618,0.27675
2012,First Stage of Tertiary Education,Intermediate School Degree,0.42643,811,1781,0.40345,0.44940
2012,First Stage of Tertiary Education,Technical School Degree,0.11442,215,1781,0.09963,0.12921
2012,First Stage of Tertiary Education,Upper Secondary Degree,0.15555,266,1781,0.13871,0.17239
2012,First Stage of Tertiary Education,Other Degree,0.03433,46,1781,0.02587,0.04279
2012,Second Stage of Tertiary Education,Secondary School Degree,0.03149,169,6070,0.02710,0.03589
2012,Second Stage of Tertiary Education,Intermediate School Degree,0.10868,701,6070,0.10085,0.11651
2012,Second Stage of Tertiary Education,Technical School Degree,0.12232,644,6070,0.11408,0.13056
2012,Second Stage of Tertiary Education,Upper Secondary Degree,0.63021,4127,6070,0.61807,0.64236
2012,Second Stage of Tertiary Education,Other Degree,0.08982,429,6070,0.08263,0.09701
2013,Primary Level,Other Degree,0.12460,69,630,0.09879,0.15041
2013,Primary Level,"Dropout, No School Degree",0.87154,561,630,0.84539,0.89769
2013,Lower Secondary Level,Secondary School Degree,0.58640,1917,3804,0.57075,0.60205
2013,Lower Secondary Level,Intermediate School Degree,0.24467,1012,3804,0.23101,0.25834
2013,Lower Secondary Level,Other Degree,0.16889,875,3804,0.15698,0.18080
2013,Upper Secondary Level,Secondary School Degree,0.43631,5303,13951,0.42808,0.44454
2013,Upper Secondary Level,Intermediate School Degree,0.40189,6061,13951,0.39375,0.41002
2013,Upper Secondary Level,Technical School Degree,0.01138,202,13951,0.00962,0.01314
2013,Upper Secondary Level,Upper Secondary Degree,0.06519,900,13951,0.06109,0.06929
2013,Upper Secondary Level,Other Degree,0.06085,1377,13951,0.05689,0.06482
2013,Upper Secondary Level,"Dropout, No School Degree",0.00792,108,13951,0.00645,0.00939
2013,Post-secondary Non-tertiary Level,Technical School Degree,0.31786,628,2341,0.29900,0.33673
2013,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49083,1058,2341,0.47058,0.51109
2013,Post-secondary Non-tertiary Level,Other Degree,0.17314,655,2341,0.15781,0.18847
2013,First Stage of Tertiary Education,Secondary School Degree,0.26424,407,1698,0.24326,0.28522
2013,First Stage of Tertiary Education,Intermediate School Degree,0.42870,765,1698,0.40515,0.45225
2013,First Stage of Tertiary Education,Technical School Degree,0.12567,224,1698,0.10990,0.14144
2013,First Stage of Tertiary Education,Upper Secondary Degree,0.14152,249,1698,0.12493,0.15810
2013,First Stage of Tertiary Education,Other Degree,0.02690,53,1698,0.01920,0.03459
2013,Second Stage of Tertiary Education,Secondary School Degree,0.03004,161,6765,0.02597,0.03410
2013,Second Stage of Tertiary Education,Intermediate School Degree,0.11210,688,6765,0.10459,0.11962
2013,Second Stage of Tertiary Education,Technical School Degree,0.11701,645,6765,0.10935,0.12467
2013,Second Stage of Tertiary Education,Upper Secondary Degree,0.62419,4170,6765,0.61265,0.63573
2013,Second Stage of Tertiary Education,Other Degree,0.09840,1101,6765,0.09130,0.10550
2014,Primary Level,Other Degree,0.12836,64,503,0.09910,0.15762
2014,Primary Level,"Dropout, No School Degree",0.86633,439,503,0.83656,0.89610
2014,Lower Secondary Level,Secondary School Degree,0.57987,1667,3229,0.56284,0.59689
2014,Lower Secondary Level,Intermediate School Degree,0.24445,880,3229,0.22962,0.25928
2014,Lower Secondary Level,Other Degree,0.17568,682,3229,0.16256,0.18881
2014,Upper Secondary Level,Secondary School Degree,0.43175,4752,12354,0.42301,0.44048
2014,Upper Secondary Level,Intermediate School Degree,0.39930,5362,12354,0.39066,0.40794
2014,Upper Secondary Level,Technical School Degree,0.01208,182,12354,0.01015,0.01401
2014,Upper Secondary Level,Upper Secondary Degree,0.06912,859,12354,0.06464,0.07359
2014,Upper Secondary Level,Other Degree,0.06245,1101,12354,0.05818,0.06672
2014,Upper Secondary Level,"Dropout, No School Degree",0.00804,98,12354,0.00646,0.00961
2014,Post-secondary Non-tertiary Level,Technical School Degree,0.31894,576,2026,0.29864,0.33924
2014,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49725,948,2026,0.47547,0.51903
2014,Post-secondary Non-tertiary Level,Other Degree,0.16311,502,2026,0.14701,0.17920
2014,First Stage of Tertiary Education,Secondary School Degree,0.26203,374,1561,0.24021,0.28385
2014,First Stage of Tertiary Education,Intermediate School Degree,0.40850,696,1561,0.38411,0.43289
2014,First Stage of Tertiary Education,Technical School Degree,0.13220,208,1561,0.11539,0.14901
2014,First Stage of Tertiary Education,Upper Secondary Degree,0.14246,229,1561,0.12512,0.15980
2014,First Stage of Tertiary Education,Other Degree,0.03444,54,1561,0.02539,0.04349
2014,Second Stage of Tertiary Education,Secondary School Degree,0.02700,151,6119,0.02294,0.03106
2014,Second Stage of Tertiary Education,Intermediate School Degree,0.11100,656,6119,0.10313,0.11887
2014,Second Stage of Tertiary Education,Technical School Degree,0.12013,608,6119,0.11199,0.12828
2014,Second Stage of Tertiary Education,Upper Secondary Degree,0.61970,3811,6119,0.60754,0.63187
2014,Second Stage of Tertiary Education,Other Degree,0.09737,893,6119,0.08994,0.10480
2015,Primary Level,Other Degree,0.12329,62,533,0.09535,0.15123
2015,Primary Level,"Dropout, No School Degree",0.87671,471,533,0.84877,0.90465
2015,Lower Secondary Level,Secondary School Degree,0.57109,1535,3100,0.55367,0.58852
2015,Lower Secondary Level,Intermediate School Degree,0.25348,844,3100,0.23816,0.26879
2015,Lower Secondary Level,Other Degree,0.17543,721,3100,0.16204,0.18882
2015,Upper Secondary Level,Secondary School Degree,0.42139,4403,11982,0.41255,0.43023
2015,Upper Secondary Level,Intermediate School Degree,0.40526,5113,11982,0.39647,0.41405
2015,Upper Secondary Level,Technical School Degree,0.01427,192,11982,0.01214,0.01639
2015,Upper Secondary Level,Upper Secondary Degree,0.06519,856,11982,0.06077,0.06961
2015,Upper Secondary Level,Other Degree,0.06664,1309,11982,0.06217,0.07110
2015,Upper Secondary Level,"Dropout, No School Degree",0.00841,109,11982,0.00678,0.01005
2015,Post-secondary Non-tertiary Level,Technical School Degree,0.28572,538,2137,0.26656,0.30488
2015,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49138,898,2137,0.47018,0.51258
2015,Post-secondary Non-tertiary Level,Other Degree,0.20363,701,2137,0.18655,0.22070
2015,First Stage of Tertiary Education,Secondary School Degree,0.24409,348,1493,0.22229,0.26589
2015,First Stage of Tertiary Education,Intermediate School Degree,0.42691,678,1493,0.40181,0.45201
2015,First Stage of Tertiary Education,Technical School Degree,0.13796,205,1493,0.12046,0.15546
2015,First Stage of Tertiary Education,Upper Secondary Degree,0.13810,214,1493,0.12060,0.15561
2015,First Stage of Tertiary Education,Other Degree,0.02927,48,1493,0.02071,0.03782
2015,Second Stage of Tertiary Education,Secondary School Degree,0.02498,137,6310,0.02113,0.02884
2015,Second Stage of Tertiary Education,Intermediate School Degree,0.10582,626,6310,0.09823,0.11341
2015,Second Stage of Tertiary Education,Technical School Degree,0.11542,580,6310,0.10753,0.12330
2015,Second Stage of Tertiary Education,Upper Secondary Degree,0.62308,3722,6310,0.61112,0.63504
2015,Second Stage of Tertiary Education,Other Degree,0.10682,1245,6310,0.09920,0.11444
2016,Primary Level,Other Degree,0.11172,52,1415,0.09530,0.12814
2016,Primary Level,"Dropout, No School Degree",0.86461,1080,1415,0.84678,0.88244
2016,Primary Level,No School Attended,0.02086,283,1415,0.01341,0.02830
2016,Lower Secondary Level,Secondary School Degree,0.55813,1416,3287,0.54115,0.57511
2016,Lower Secondary Level,Intermediate School Degree,0.26297,795,3287,0.24792,0.27802
2016,Lower Secondary Level,Other Degree,0.17890,1076,3287,0.16579,0.19200
2016,Upper Secondary Level,Secondary School Degree,0.41280,4034,11340,0.40374,0.42186
2016,Upper Secondary Level,Intermediate School Degree,0.40591,4705,11340,0.39687,0.41495
2016,Upper Secondary Level,Technical School Degree,0.01483,184,11340,0.01261,0.01706
2016,Upper Secondary Level,Upper Secondary Degree,0.06626,776,11340,0.06168,0.07084
2016,Upper Secondary Level,Other Degree,0.06908,1510,11340,0.06441,0.07374
2016,Upper Secondary Level,"Dropout, No School Degree",0.00823,131,11340,0.00656,0.00989
2016,Post-secondary Non-tertiary Level,Technical School Degree,0.29365,510,2073,0.27403,0.31326
2016,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.47565,865,2073,0.45414,0.49715
2016,Post-secondary Non-tertiary Level,Other Degree,0.21037,698,2073,0.19282,0.22792
2016,First Stage of Tertiary Education,Secondary School Degree,0.22962,316,1372,0.20735,0.25188
2016,First Stage of Tertiary Education,Intermediate School Degree,0.42135,616,1372,0.39521,0.44749
2016,First Stage of Tertiary Education,Technical School Degree,0.13762,188,1372,0.11938,0.15586
2016,First Stage of Tertiary Education,Upper Secondary Degree,0.15410,208,1372,0.13499,0.17322
2016,First Stage of Tertiary Education,Other Degree,0.03186,44,1372,0.02257,0.04116
2016,Second Stage of Tertiary Education,Secondary School Degree,0.02417,125,6362,0.02040,0.02795
2016,Second Stage of Tertiary Education,Intermediate School Degree,0.09879,587,6362,0.09146,0.10612
2016,Second Stage of Tertiary Education,Technical School Degree,0.11085,547,6362,0.10314,0.11857
2016,Second Stage of Tertiary Education,Upper Secondary Degree,0.62258,3522,6362,0.61067,0.63449
2016,Second Stage of Tertiary Education,Other Degree,0.11773,1581,6362,0.10981,0.12565
2017,Primary Level,Other Degree,0.10721,56,1918,0.09336,0.12106
2017,Primary Level,"Dropout, No School Degree",0.85519,1372,1918,0.83944,0.87095
2017,Primary Level,No School Degree Yet,0.00601,99,1918,0.00255,0.00948
2017,Primary Level,No School Attended,0.03072,391,1918,0.02299,0.03844
2017,Lower Secondary Level,Secondary School Degree,0.55565,1478,3695,0.53962,0.57167
2017,Lower Secondary Level,Intermediate School Degree,0.26574,897,3695,0.25149,0.27998
2017,Lower Secondary Level,Other Degree,0.17861,1320,3695,0.16626,0.19097
2017,Upper Secondary Level,Secondary School Degree,0.40184,4205,12535,0.39325,0.41042
2017,Upper Secondary Level,Intermediate School Degree,0.41650,5402,12535,0.40787,0.42513
2017,Upper Secondary Level,Technical School Degree,0.01613,229,12535,0.01393,0.01834
2017,Upper Secondary Level,Upper Secondary Degree,0.06661,963,12535,0.06225,0.07098
2017,Upper Secondary Level,Other Degree,0.06840,1599,12535,0.06399,0.07282
2017,Upper Secondary Level,"Dropout, No School Degree",0.00886,137,12535,0.00722,0.01050
2017,Post-secondary Non-tertiary Level,Technical School Degree,0.30086,633,2296,0.28210,0.31963
2017,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.47697,1018,2296,0.45654,0.49741
2017,Post-secondary Non-tertiary Level,Other Degree,0.20425,645,2296,0.18776,0.22075
2017,First Stage of Tertiary Education,Secondary School Degree,0.21629,318,1503,0.19547,0.23711
2017,First Stage of Tertiary Education,Intermediate School Degree,0.45448,719,1503,0.42930,0.47966
2017,First Stage of Tertiary Education,Technical School Degree,0.12185,202,1503,0.10531,0.13840
2017,First Stage of Tertiary Education,Upper Secondary Degree,0.15114,222,1503,0.13302,0.16925
2017,First Stage of Tertiary Education,Other Degree,0.03213,42,1503,0.02322,0.04105
2017,Second Stage of Tertiary Education,Secondary School Degree,0.02298,122,7087,0.01949,0.02647
2017,Second Stage of Tertiary Education,Intermediate School Degree,0.09235,638,7087,0.08561,0.09909
2017,Second Stage of Tertiary Education,Technical School Degree,0.11601,629,7087,0.10855,0.12347
2017,Second Stage of Tertiary Education,Upper Secondary Degree,0.62173,4021,7087,0.61044,0.63302
2017,Second Stage of Tertiary Education,Other Degree,0.11990,1677,7087,0.11234,0.12747
2018,Pre-primary Level,No School Degree Yet,0.99953,775,775,0.99800,1.00106
2018,Primary Level,Other Degree,0.09392,56,1789,0.08040,0.10745
2018,Primary Level,"Dropout, No School Degree",0.86425,1340,1789,0.84837,0.88013
2018,Primary Level,No School Degree Yet,0.00683,79,1789,0.00301,0.01065
2018,Primary Level,No School Attended,0.02804,314,1789,0.02039,0.03569
2018,Lower Secondary Level,Secondary School Degree,0.56894,1474,3570,0.55269,0.58518
2018,Lower Secondary Level,Intermediate School Degree,0.25274,904,3570,0.23848,0.26700
2018,Lower Secondary Level,Other Degree,0.17832,1192,3570,0.16576,0.19088
2018,Upper Secondary Level,Secondary School Degree,0.38921,3941,11902,0.38045,0.39797
2018,Upper Secondary Level,Intermediate School Degree,0.42057,5182,11902,0.41170,0.42944
2018,Upper Secondary Level,Technical School Degree,0.01666,237,11902,0.01436,0.01896
2018,Upper Secondary Level,Upper Secondary Degree,0.06886,942,11902,0.06431,0.07341
2018,Upper Secondary Level,Other Degree,0.07082,1470,11902,0.06621,0.07542
2018,Upper Secondary Level,"Dropout, No School Degree",0.00759,130,11902,0.00603,0.00915
2018,Post-secondary Non-tertiary Level,Technical School Degree,0.30827,613,2197,0.28895,0.32758
2018,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49045,1014,2197,0.46954,0.51136
2018,Post-secondary Non-tertiary Level,Other Degree,0.18152,570,2197,0.16540,0.19765
2018,First Stage of Tertiary Education,Secondary School Degree,0.22719,305,1423,0.20541,0.24897
2018,First Stage of Tertiary Education,Intermediate School Degree,0.43446,668,1423,0.40870,0.46023
2018,First Stage of Tertiary Education,Technical School Degree,0.12626,195,1423,0.10900,0.14352
2018,First Stage of Tertiary Education,Upper Secondary Degree,0.15678,221,1423,0.13788,0.17568
2018,First Stage of Tertiary Education,Other Degree,0.02873,34,1423,0.02005,0.03742
2018,Second Stage of Tertiary Education,Secondary School Degree,0.02041,113,6806,0.01705,0.02377
2018,Second Stage of Tertiary Education,Intermediate School Degree,0.09763,635,6806,0.09058,0.10468
2018,Second Stage of Tertiary Education,Technical School Degree,0.11403,611,6806,0.10647,0.12158
2018,Second Stage of Tertiary Education,Upper Secondary Degree,0.61245,3904,6806,0.60088,0.62403
2018,Second Stage of Tertiary Education,Other Degree,0.12677,1543,6806,0.11886,0.13467
2019,Pre-primary Level,No School Degree Yet,0.99996,612,612,0.99944,1.00048
2019,Primary Level,Other Degree,0.11402,56,1680,0.09882,0.12923
2019,Primary Level,"Dropout, No School Degree",0.83734,1185,1680,0.81969,0.85499
2019,Primary Level,No School Degree Yet,0.00593,81,1680,0.00226,0.00961
2019,Primary Level,No School Attended,0.03513,358,1680,0.02632,0.04393
2019,Lower Secondary Level,Secondary School Degree,0.56423,1324,3213,0.54708,0.58138
2019,Lower Secondary Level,Intermediate School Degree,0.26485,890,3213,0.24959,0.28011
2019,Lower Secondary Level,Other Degree,0.17092,999,3213,0.15790,0.18394
2019,Upper Secondary Level,Secondary School Degree,0.37795,3651,11426,0.36906,0.38684
2019,Upper Secondary Level,Intermediate School Degree,0.42825,5179,11426,0.41917,0.43732
2019,Upper Secondary Level,Technical School Degree,0.01723,249,11426,0.01485,0.01962
2019,Upper Secondary Level,Upper Secondary Degree,0.07285,991,11426,0.06809,0.07762
2019,Upper Secondary Level,Other Degree,0.06949,1235,11426,0.06483,0.07416
2019,Upper Secondary Level,"Dropout, No School Degree",0.00783,121,11426,0.00621,0.00944
2019,Post-secondary Non-tertiary Level,Technical School Degree,0.29663,624,2244,0.27773,0.31554
2019,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49820,1115,2244,0.47750,0.51889
2019,Post-secondary Non-tertiary Level,Other Degree,0.18740,505,2244,0.17125,0.20355
2019,First Stage of Tertiary Education,Secondary School Degree,0.21594,344,1622,0.19590,0.23597
2019,First Stage of Tertiary Education,Intermediate School Degree,0.43771,774,1622,0.41356,0.46186
2019,First Stage of Tertiary Education,Technical School Degree,0.12731,218,1622,0.11108,0.14354
2019,First Stage of Tertiary Education,Upper Secondary Degree,0.16664,252,1622,0.14850,0.18478
2019,First Stage of Tertiary Education,Other Degree,0.02448,34,1622,0.01696,0.03200
2019,Second Stage of Tertiary Education,Secondary School Degree,0.02087,119,7392,0.01762,0.02413
2019,Second Stage of Tertiary Education,Intermediate School Degree,0.09762,714,7392,0.09086,0.10439
2019,Second Stage of Tertiary Education,Technical School Degree,0.10965,675,7392,0.10253,0.11677
2019,Second Stage of Tertiary Education,Upper Secondary Degree,0.61290,4475,7392,0.60180,0.62401
2019,Second Stage of Tertiary Education,Other Degree,0.12947,1409,7392,0.12182,0.13713
2020,Primary Level,Other Degree,0.11758,64,1788,0.10264,0.13251
2020,Primary Level,"Dropout, No School Degree",0.81261,1229,1788,0.79451,0.83070
2020,Primary Level,No School Degree Yet,0.00324,39,1788,0.00060,0.00587
2020,Primary Level,No School Attended,0.06017,456,1788,0.04914,0.07120
2020,Lower Secondary Level,Secondary School Degree,0.56147,1209,3326,0.54460,0.57833
2020,Lower Secondary Level,Intermediate School Degree,0.27350,860,3326,0.25834,0.28865
2020,Lower Secondary Level,Other Degree,0.16504,1257,3326,0.15242,0.17766
2020,Upper Secondary Level,Secondary School Degree,0.37745,3334,11070,0.36842,0.38648
2020,Upper Secondary Level,Intermediate School Degree,0.43075,4761,11070,0.42153,0.43998
2020,Upper Secondary Level,Technical School Degree,0.01781,231,11070,0.01535,0.02027
2020,Upper Secondary Level,Upper Secondary Degree,0.06968,931,11070,0.06494,0.07443
2020,Upper Secondary Level,Other Degree,0.06622,1685,11070,0.06159,0.07085
2020,Upper Secondary Level,"Dropout, No School Degree",0.00697,128,11070,0.00542,0.00852
2020,Post-secondary Non-tertiary Level,Technical School Degree,0.30322,601,2346,0.28462,0.32183
2020,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52446,1067,2346,0.50425,0.54468
2020,Post-secondary Non-tertiary Level,Other Degree,0.15168,678,2346,0.13716,0.16620
2020,First Stage of Tertiary Education,Secondary School Degree,0.20613,281,1433,0.18518,0.22708
2020,First Stage of Tertiary Education,Intermediate School Degree,0.45130,690,1433,0.42553,0.47708
2020,First Stage of Tertiary Education,Technical School Degree,0.12125,197,1433,0.10434,0.13815
2020,First Stage of Tertiary Education,Upper Secondary Degree,0.17422,234,1433,0.15457,0.19386
2020,First Stage of Tertiary Education,Other Degree,0.02035,31,1433,0.01303,0.02766
2020,Second Stage of Tertiary Education,Secondary School Degree,0.01785,101,7509,0.01486,0.02085
2020,Second Stage of Tertiary Education,Intermediate School Degree,0.09769,651,7509,0.09097,0.10440
2020,Second Stage of Tertiary Education,Technical School Degree,0.10755,634,7509,0.10054,0.11456
2020,Second Stage of Tertiary Education,Upper Secondary Degree,0.62712,4246,7509,0.61619,0.63806
2020,Second Stage of Tertiary Education,Other Degree,0.11620,1877,7509,0.10895,0.12345
2021,Primary Level,Other Degree,0.09355,36,1026,0.07572,0.11137
2021,Primary Level,"Dropout, No School Degree",0.79631,692,1026,0.77165,0.82096
2021,Primary Level,No School Degree Yet,0.00717,36,1026,0.00201,0.01234
2021,Primary Level,No School Attended,0.09003,262,1026,0.07251,0.10756
2021,Lower Secondary Level,Secondary School Degree,0.55135,709,1894,0.52895,0.57376
2021,Lower Secondary Level,Intermediate School Degree,0.26843,545,1894,0.24846,0.28839
2021,Lower Secondary Level,Other Degree,0.18022,640,1894,0.16290,0.19754
2021,Upper Secondary Level,Secondary School Degree,0.37209,2157,7236,0.36095,0.38322
2021,Upper Secondary Level,Intermediate School Degree,0.42567,3241,7236,0.41428,0.43706
2021,Upper Secondary Level,Technical School Degree,0.02187,161,7236,0.01850,0.02524
2021,Upper Secondary Level,Upper Secondary Degree,0.08391,756,7236,0.07752,0.09030
2021,Upper Secondary Level,Other Degree,0.06144,834,7236,0.05591,0.06697
2021,Upper Secondary Level,"Dropout, No School Degree",0.00803,87,7236,0.00597,0.01008
2021,Post-secondary Non-tertiary Level,Technical School Degree,0.30566,439,1592,0.28302,0.32830
2021,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52391,776,1592,0.49936,0.54845
2021,Post-secondary Non-tertiary Level,Other Degree,0.15228,377,1592,0.13463,0.16994
2021,First Stage of Tertiary Education,Secondary School Degree,0.22455,187,960,0.19814,0.25097
2021,First Stage of Tertiary Education,Intermediate School Degree,0.44318,475,960,0.41174,0.47462
2021,First Stage of Tertiary Education,Technical School Degree,0.11644,126,960,0.09614,0.13674
2021,First Stage of Tertiary Education,Upper Secondary Degree,0.17077,172,960,0.14695,0.19459
2021,Second Stage of Tertiary Education,Secondary School Degree,0.01543,74,5546,0.01219,0.01868
2021,Second Stage of Tertiary Education,Intermediate School Degree,0.08276,464,5546,0.07551,0.09002
2021,Second Stage of Tertiary Education,Technical School Degree,0.11336,511,5546,0.10501,0.12170
2021,Second Stage of Tertiary Education,Upper Secondary Degree,0.64621,3345,5546,0.63362,0.65879
2021,Second Stage of Tertiary Education,Other Degree,0.11144,1152,5546,0.10315,0.11972
