year,age_gr,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,46-65 y.,"Dropout, No School Degree",0.02619,207,4213,0.02137,0.03101
1998,46-65 y.,No School Attended,0.00619,48,4213,0.00382,0.00856
1998,66 and older,Secondary School Degree,0.70080,1274,1729,0.67921,0.72239
1998,66 and older,Intermediate School Degree,0.14572,242,1729,0.12909,0.16236
1998,66 and older,Upper Secondary Degree,0.05911,103,1729,0.04799,0.07023
1998,66 and older,Other Degree,0.02119,68,1729,0.01440,0.02798
1998,66 and older,"Dropout, No School Degree",0.01211,42,1729,0.00695,0.01726
1999,17-29 y.,Secondary School Degree,0.23445,717,2748,0.21861,0.25029
1999,17-29 y.,Intermediate School Degree,0.32457,982,2748,0.30706,0.34208
1999,17-29 y.,Technical School Degree,0.03750,95,2748,0.03039,0.04460
1999,17-29 y.,Upper Secondary Degree,0.18041,494,2748,0.16603,0.19479
1999,17-29 y.,Other Degree,0.03401,106,2748,0.02723,0.04079
1999,17-29 y.,"Dropout, No School Degree",0.01315,41,2748,0.00889,0.01742
1999,17-29 y.,No School Degree Yet,0.10627,313,2748,0.09475,0.11779
1999,30-45 y.,Secondary School Degree,0.29953,1352,4559,0.28624,0.31283
1999,30-45 y.,Intermediate School Degree,0.34537,1785,4559,0.33156,0.35917
1999,30-45 y.,Technical School Degree,0.05087,189,4559,0.04449,0.05725
1999,30-45 y.,Upper Secondary Degree,0.19553,808,4559,0.18402,0.20705
1999,30-45 y.,Other Degree,0.05807,324,4559,0.05128,0.06486
1999,30-45 y.,"Dropout, No School Degree",0.01741,101,4559,0.01361,0.02120
1999,46-65 y.,Secondary School Degree,0.56179,2131,4139,0.54667,0.57691
1999,46-65 y.,Intermediate School Degree,0.19965,854,4139,0.18747,0.21182
1999,46-65 y.,Technical School Degree,0.02528,72,4139,0.02050,0.03007
1999,46-65 y.,Upper Secondary Degree,0.10308,418,4139,0.09381,0.11234
1999,46-65 y.,Other Degree,0.06654,428,4139,0.05894,0.07413
1999,46-65 y.,"Dropout, No School Degree",0.02608,191,4139,0.02123,0.03094
1999,46-65 y.,No School Attended,0.00525,45,4139,0.00305,0.00746
1999,66 and older,Secondary School Degree,0.72125,1284,1744,0.70020,0.74230
1999,66 and older,Intermediate School Degree,0.14085,228,1744,0.12452,0.15718
1999,66 and older,Upper Secondary Degree,0.06773,113,1744,0.05594,0.07953
1999,66 and older,Other Degree,0.02296,67,1744,0.01592,0.02999
1999,66 and older,"Dropout, No School Degree",0.01704,52,1744,0.01096,0.02311
2000,17-29 y.,Secondary School Degree,0.23355,1057,4570,0.22128,0.24582
2000,17-29 y.,Intermediate School Degree,0.34507,1636,4570,0.33129,0.35886
2000,17-29 y.,Technical School Degree,0.05017,207,4570,0.04384,0.05650
2000,17-29 y.,Upper Secondary Degree,0.21550,954,4570,0.20358,0.22742
2000,17-29 y.,Other Degree,0.04357,185,4570,0.03765,0.04949
2000,17-29 y.,"Dropout, No School Degree",0.01134,46,4570,0.00827,0.01441
2000,17-29 y.,No School Degree Yet,0.09756,485,4570,0.08896,0.10617
2000,30-45 y.,Secondary School Degree,0.29461,2359,8147,0.28471,0.30451
2000,30-45 y.,Intermediate School Degree,0.36103,3138,8147,0.35060,0.37146
2000,30-45 y.,Technical School Degree,0.06245,455,8147,0.05720,0.06770
2000,30-45 y.,Upper Secondary Degree,0.20072,1533,8147,0.19203,0.20942
2000,30-45 y.,Other Degree,0.06603,557,8147,0.06064,0.07143
2000,30-45 y.,"Dropout, No School Degree",0.01302,105,8147,0.01056,0.01549
2000,46-65 y.,Secondary School Degree,0.53203,4008,7734,0.52091,0.54315
2000,46-65 y.,Intermediate School Degree,0.21672,1725,7734,0.20754,0.22590
2000,46-65 y.,Technical School Degree,0.04005,265,7734,0.03568,0.04442
2000,46-65 y.,Upper Secondary Degree,0.11665,916,7734,0.10950,0.12381
2000,46-65 y.,Other Degree,0.06995,634,7734,0.06426,0.07563
2000,46-65 y.,"Dropout, No School Degree",0.02063,186,7734,0.01746,0.02380
2000,66 and older,Secondary School Degree,0.69298,2505,3576,0.67786,0.70810
2000,66 and older,Intermediate School Degree,0.14581,481,3576,0.13424,0.15738
2000,66 and older,Technical School Degree,0.02647,90,3576,0.02121,0.03173
2000,66 and older,Upper Secondary Degree,0.07996,277,3576,0.07107,0.08885
2000,66 and older,Other Degree,0.03188,150,3576,0.02612,0.03764
2000,66 and older,"Dropout, No School Degree",0.01830,73,3576,0.01391,0.02270
2001,17-29 y.,Secondary School Degree,0.22557,882,4009,0.21263,0.23851
2001,17-29 y.,Intermediate School Degree,0.32094,1370,4009,0.30648,0.33539
2001,17-29 y.,Technical School Degree,0.04986,184,4009,0.04312,0.05660
2001,17-29 y.,Upper Secondary Degree,0.21367,852,4009,0.20098,0.22636
2001,17-29 y.,Other Degree,0.04237,145,4009,0.03614,0.04861
2001,17-29 y.,"Dropout, No School Degree",0.01093,37,4009,0.00771,0.01414
2001,17-29 y.,No School Degree Yet,0.11662,539,4009,0.10669,0.12656
2001,30-45 y.,Secondary School Degree,0.27818,2014,7304,0.26790,0.28846
2001,30-45 y.,Intermediate School Degree,0.37053,2915,7304,0.35946,0.38161
2001,30-45 y.,Technical School Degree,0.06009,398,7304,0.05464,0.06554
2001,30-45 y.,Upper Secondary Degree,0.21120,1415,7304,0.20184,0.22056
2001,30-45 y.,Other Degree,0.06589,485,7304,0.06020,0.07158
2001,30-45 y.,"Dropout, No School Degree",0.01053,77,7304,0.00819,0.01287
2001,46-65 y.,Secondary School Degree,0.51591,3509,7076,0.50426,0.52755
2001,46-65 y.,Intermediate School Degree,0.22497,1660,7076,0.21524,0.23470
2001,46-65 y.,Technical School Degree,0.04579,282,7076,0.04092,0.05066
2001,46-65 y.,Upper Secondary Degree,0.12288,906,7076,0.11523,0.13053
2001,46-65 y.,Other Degree,0.07297,584,7076,0.06691,0.07903
2001,46-65 y.,"Dropout, No School Degree",0.01527,135,7076,0.01241,0.01813
2001,66 and older,Secondary School Degree,0.68036,2320,3383,0.66465,0.69608
2001,66 and older,Intermediate School Degree,0.14870,471,3383,0.13670,0.16069
2001,66 and older,Technical School Degree,0.02842,95,3383,0.02282,0.03402
2001,66 and older,Upper Secondary Degree,0.08788,285,3383,0.07833,0.09742
2001,66 and older,Other Degree,0.03405,148,3383,0.02794,0.04016
2001,66 and older,"Dropout, No School Degree",0.01705,64,3383,0.01269,0.02141
2002,17-29 y.,Secondary School Degree,0.21912,781,3949,0.20622,0.23203
2002,17-29 y.,Intermediate School Degree,0.31132,1305,3949,0.29687,0.32576
2002,17-29 y.,Technical School Degree,0.04523,181,3949,0.03875,0.05171
2002,17-29 y.,Upper Secondary Degree,0.21239,958,3949,0.19964,0.22515
2002,17-29 y.,Other Degree,0.03660,112,3949,0.03074,0.04246
2002,17-29 y.,No School Degree Yet,0.12457,612,3949,0.11427,0.13487
2002,30-45 y.,Secondary School Degree,0.28112,1860,7413,0.27089,0.29136
2002,30-45 y.,Intermediate School Degree,0.37566,2893,7413,0.36463,0.38668
2002,30-45 y.,Technical School Degree,0.06280,446,7413,0.05728,0.06832
2002,30-45 y.,Upper Secondary Degree,0.19693,1691,7413,0.18788,0.20598
2002,30-45 y.,Other Degree,0.06719,445,7413,0.06149,0.07289
2002,30-45 y.,"Dropout, No School Degree",0.01287,78,7413,0.01030,0.01543
2002,46-65 y.,Secondary School Degree,0.50152,3311,7836,0.49044,0.51259
2002,46-65 y.,Intermediate School Degree,0.23357,1980,7836,0.22420,0.24294
2002,46-65 y.,Technical School Degree,0.04491,368,7836,0.04033,0.04950
2002,46-65 y.,Upper Secondary Degree,0.12556,1456,7836,0.11822,0.13289
2002,46-65 y.,Other Degree,0.07744,605,7836,0.07152,0.08336
2002,46-65 y.,"Dropout, No School Degree",0.01460,116,7836,0.01194,0.01725
2002,66 and older,Secondary School Degree,0.68246,2371,3575,0.66720,0.69772
2002,66 and older,Intermediate School Degree,0.15152,504,3575,0.13977,0.16328
2002,66 and older,Technical School Degree,0.02450,96,3575,0.01944,0.02957
2002,66 and older,Upper Secondary Degree,0.08513,383,3575,0.07598,0.09428
2002,66 and older,Other Degree,0.03571,155,3575,0.02963,0.04180
2002,66 and older,"Dropout, No School Degree",0.01743,66,3575,0.01314,0.02171
2003,17-29 y.,Secondary School Degree,0.20963,710,3755,0.19661,0.22265
2003,17-29 y.,Intermediate School Degree,0.30532,1209,3755,0.29059,0.32005
2003,17-29 y.,Technical School Degree,0.04948,186,3755,0.04254,0.05642
2003,17-29 y.,Upper Secondary Degree,0.20896,929,3755,0.19595,0.22196
2003,17-29 y.,Other Degree,0.03520,104,3755,0.02930,0.04109
2003,17-29 y.,No School Degree Yet,0.12255,617,3755,0.11206,0.13304
2003,30-45 y.,Secondary School Degree,0.26962,1715,6903,0.25915,0.28009
2003,30-45 y.,Intermediate School Degree,0.37632,2729,6903,0.36489,0.38775
2003,30-45 y.,Technical School Degree,0.06437,415,6903,0.05858,0.07016
2003,30-45 y.,Upper Secondary Degree,0.20443,1574,6903,0.19491,0.21394
2003,30-45 y.,Other Degree,0.06743,397,6903,0.06151,0.07335
2003,30-45 y.,"Dropout, No School Degree",0.01271,73,6903,0.01007,0.01536
2003,46-65 y.,Secondary School Degree,0.48229,3075,7552,0.47102,0.49356
2003,46-65 y.,Intermediate School Degree,0.24374,1995,7552,0.23406,0.25342
2003,46-65 y.,Technical School Degree,0.04312,350,7552,0.03854,0.04770
2003,46-65 y.,Upper Secondary Degree,0.13529,1455,7552,0.12757,0.14300
2003,46-65 y.,Other Degree,0.07653,566,7552,0.07053,0.08252
2003,46-65 y.,"Dropout, No School Degree",0.01587,111,7552,0.01305,0.01869
2003,66 and older,Secondary School Degree,0.67369,2392,3639,0.65846,0.68893
2003,66 and older,Intermediate School Degree,0.14821,509,3639,0.13666,0.15975
2003,66 and older,Technical School Degree,0.03033,109,3639,0.02476,0.03591
2003,66 and older,Upper Secondary Degree,0.08618,393,3639,0.07706,0.09530
2003,66 and older,Other Degree,0.04073,172,3639,0.03430,0.04715
2003,66 and older,"Dropout, No School Degree",0.01850,64,3639,0.01412,0.02288
2004,17-29 y.,Secondary School Degree,0.20566,660,3657,0.19256,0.21876
2004,17-29 y.,Intermediate School Degree,0.29714,1159,3657,0.28233,0.31196
2004,17-29 y.,Technical School Degree,0.04519,186,3657,0.03845,0.05192
2004,17-29 y.,Upper Secondary Degree,0.19864,916,3657,0.18571,0.21157
2004,17-29 y.,Other Degree,0.03201,95,3657,0.02631,0.03772
2004,17-29 y.,No School Degree Yet,0.13273,641,3657,0.12173,0.14373
2004,30-45 y.,Secondary School Degree,0.26817,1598,6494,0.25739,0.27895
2004,30-45 y.,Intermediate School Degree,0.36840,2546,6494,0.35666,0.38013
2004,30-45 y.,Technical School Degree,0.06291,390,6494,0.05700,0.06881
2004,30-45 y.,Upper Secondary Degree,0.21143,1519,6494,0.20150,0.22137
2004,30-45 y.,Other Degree,0.06843,369,6494,0.06229,0.07458
2004,30-45 y.,"Dropout, No School Degree",0.01501,72,6494,0.01206,0.01797
2004,46-65 y.,Secondary School Degree,0.46589,2845,7348,0.45449,0.47730
2004,46-65 y.,Intermediate School Degree,0.25437,2039,7348,0.24441,0.26433
2004,46-65 y.,Technical School Degree,0.04508,355,7348,0.04034,0.04983
2004,46-65 y.,Upper Secondary Degree,0.13433,1455,7348,0.12653,0.14213
2004,46-65 y.,Other Degree,0.08350,552,7348,0.07718,0.08983
2004,46-65 y.,"Dropout, No School Degree",0.01463,102,7348,0.01188,0.01737
2004,66 and older,Secondary School Degree,0.66666,2433,3748,0.65157,0.68176
2004,66 and older,Intermediate School Degree,0.14821,536,3748,0.13683,0.15959
2004,66 and older,Technical School Degree,0.03190,121,3748,0.02627,0.03752
2004,66 and older,Upper Secondary Degree,0.08835,417,3748,0.07927,0.09744
2004,66 and older,Other Degree,0.04259,175,3748,0.03612,0.04905
2004,66 and older,"Dropout, No School Degree",0.02011,66,3748,0.01561,0.02460
2005,17-29 y.,Secondary School Degree,0.19635,599,3472,0.18314,0.20957
2005,17-29 y.,Intermediate School Degree,0.28482,1084,3472,0.26980,0.29983
2005,17-29 y.,Technical School Degree,0.04500,178,3472,0.03810,0.05190
2005,17-29 y.,Upper Secondary Degree,0.19827,877,3472,0.18500,0.21153
2005,17-29 y.,Other Degree,0.02946,80,3472,0.02383,0.03508
2005,17-29 y.,No School Degree Yet,0.13989,654,3472,0.12835,0.15143
2005,30-45 y.,Secondary School Degree,0.26408,1478,6049,0.25297,0.27519
2005,30-45 y.,Intermediate School Degree,0.36750,2351,6049,0.35535,0.37965
2005,30-45 y.,Technical School Degree,0.06191,372,6049,0.05583,0.06798
2005,30-45 y.,Upper Secondary Degree,0.21491,1441,6049,0.20455,0.22526
2005,30-45 y.,Other Degree,0.06942,342,6049,0.06301,0.07582
2005,30-45 y.,"Dropout, No School Degree",0.01546,65,6049,0.01235,0.01857
2005,46-65 y.,Secondary School Degree,0.44082,2584,6996,0.42919,0.45246
2005,46-65 y.,Intermediate School Degree,0.26975,2045,6996,0.25935,0.28015
2005,46-65 y.,Technical School Degree,0.04375,340,6996,0.03896,0.04854
2005,46-65 y.,Upper Secondary Degree,0.13753,1404,6996,0.12946,0.14560
2005,46-65 y.,Other Degree,0.08927,528,6996,0.08259,0.09596
2005,46-65 y.,"Dropout, No School Degree",0.01581,95,6996,0.01289,0.01874
2005,66 and older,Secondary School Degree,0.66185,2409,3753,0.64672,0.67699
2005,66 and older,Intermediate School Degree,0.14792,539,3753,0.13656,0.15928
2005,66 and older,Technical School Degree,0.03473,128,3753,0.02887,0.04058
2005,66 and older,Upper Secondary Degree,0.08930,437,3753,0.08017,0.09842
2005,66 and older,Other Degree,0.04407,176,3753,0.03750,0.05064
2005,66 and older,"Dropout, No School Degree",0.01995,64,3753,0.01547,0.02442
2006,17-29 y.,Secondary School Degree,0.19348,623,3585,0.18055,0.20641
2006,17-29 y.,Intermediate School Degree,0.27527,1116,3585,0.26064,0.28989
2006,17-29 y.,Technical School Degree,0.04814,198,3585,0.04113,0.05514
2006,17-29 y.,Upper Secondary Degree,0.20976,918,3585,0.19643,0.22309
2006,17-29 y.,Other Degree,0.03210,95,3585,0.02633,0.03788
2006,17-29 y.,No School Degree Yet,0.12295,635,3585,0.11220,0.13370
2006,30-45 y.,Secondary School Degree,0.26330,1509,6236,0.25237,0.27423
2006,30-45 y.,Intermediate School Degree,0.35932,2387,6236,0.34741,0.37123
2006,30-45 y.,Technical School Degree,0.06606,403,6236,0.05989,0.07222
2006,30-45 y.,Upper Secondary Degree,0.22169,1533,6236,0.21138,0.23200
2006,30-45 y.,Other Degree,0.07109,350,6236,0.06471,0.07747
2006,30-45 y.,"Dropout, No School Degree",0.01153,54,6236,0.00888,0.01418
2006,46-65 y.,Secondary School Degree,0.41129,2704,7546,0.40019,0.42240
2006,46-65 y.,Intermediate School Degree,0.28719,2328,7546,0.27698,0.29740
2006,46-65 y.,Technical School Degree,0.04205,365,7546,0.03752,0.04658
2006,46-65 y.,Upper Secondary Degree,0.14713,1522,7546,0.13914,0.15513
2006,46-65 y.,Other Degree,0.09030,538,7546,0.08383,0.09676
2006,46-65 y.,"Dropout, No School Degree",0.01704,89,7546,0.01412,0.01996
2006,66 and older,Secondary School Degree,0.64208,2780,4399,0.62791,0.65624
2006,66 and older,Intermediate School Degree,0.15357,659,4399,0.14291,0.16423
2006,66 and older,Technical School Degree,0.03478,156,4399,0.02937,0.04020
2006,66 and older,Upper Secondary Degree,0.09385,515,4399,0.08523,0.10246
2006,66 and older,Other Degree,0.05001,215,4399,0.04357,0.05645
2006,66 and older,"Dropout, No School Degree",0.01954,74,4399,0.01545,0.02364
2007,17-29 y.,Secondary School Degree,0.17965,549,3303,0.16655,0.19274
2007,17-29 y.,Intermediate School Degree,0.27277,988,3303,0.25758,0.28797
2007,17-29 y.,Technical School Degree,0.04928,181,3303,0.04190,0.05666
2007,17-29 y.,Upper Secondary Degree,0.21393,883,3303,0.19994,0.22792
2007,17-29 y.,Other Degree,0.02583,72,3303,0.02042,0.03124
2007,17-29 y.,No School Degree Yet,0.14008,630,3303,0.12824,0.15192
2007,30-45 y.,Secondary School Degree,0.24678,1317,5669,0.23556,0.25801
2007,30-45 y.,Intermediate School Degree,0.35300,2152,5669,0.34056,0.36544
2007,30-45 y.,Technical School Degree,0.06881,372,5669,0.06222,0.07541
2007,30-45 y.,Upper Secondary Degree,0.24337,1481,5669,0.23220,0.25454
2007,30-45 y.,Other Degree,0.06832,299,5669,0.06175,0.07489
2007,30-45 y.,"Dropout, No School Degree",0.01137,48,5669,0.00861,0.01413
2007,46-65 y.,Secondary School Degree,0.39672,2387,7039,0.38529,0.40815
2007,46-65 y.,Intermediate School Degree,0.29732,2269,7039,0.28664,0.30800
2007,46-65 y.,Technical School Degree,0.04111,339,7039,0.03647,0.04575
2007,46-65 y.,Upper Secondary Degree,0.15133,1471,7039,0.14296,0.15970
2007,46-65 y.,Other Degree,0.09286,495,7039,0.08607,0.09964
2007,46-65 y.,"Dropout, No School Degree",0.01717,78,7039,0.01414,0.02021
2007,66 and older,Secondary School Degree,0.63526,2680,4324,0.62091,0.64961
2007,66 and older,Intermediate School Degree,0.15381,674,4324,0.14305,0.16456
2007,66 and older,Technical School Degree,0.04083,167,4324,0.03493,0.04672
2007,66 and older,Upper Secondary Degree,0.09770,534,4324,0.08885,0.10655
2007,66 and older,Other Degree,0.05015,204,4324,0.04365,0.05666
2007,66 and older,"Dropout, No School Degree",0.01736,65,4324,0.01347,0.02126
2008,17-29 y.,Secondary School Degree,0.16480,466,2949,0.15141,0.17819
2008,17-29 y.,Intermediate School Degree,0.27687,907,2949,0.26072,0.29302
2008,17-29 y.,Technical School Degree,0.05811,181,2949,0.04967,0.06656
2008,17-29 y.,Upper Secondary Degree,0.20603,779,2949,0.19143,0.22063
2008,17-29 y.,Other Degree,0.02222,56,2949,0.01690,0.02754
2008,17-29 y.,No School Degree Yet,0.13632,560,2949,0.12394,0.14871
2008,30-45 y.,Secondary School Degree,0.25067,1196,5139,0.23882,0.26252
2008,30-45 y.,Intermediate School Degree,0.34465,1950,5139,0.33165,0.35764
2008,30-45 y.,Technical School Degree,0.06771,336,5139,0.06084,0.07458
2008,30-45 y.,Upper Secondary Degree,0.25232,1354,5139,0.24045,0.26420
2008,30-45 y.,Other Degree,0.06386,256,5139,0.05717,0.07054
2008,30-45 y.,"Dropout, No School Degree",0.01398,47,5139,0.01077,0.01719
2008,46-65 y.,Secondary School Degree,0.38614,2202,6675,0.37446,0.39782
2008,46-65 y.,Intermediate School Degree,0.30980,2228,6675,0.29871,0.32090
2008,46-65 y.,Technical School Degree,0.04253,335,6675,0.03769,0.04737
2008,46-65 y.,Upper Secondary Degree,0.15375,1414,6675,0.14510,0.16241
2008,46-65 y.,Other Degree,0.08821,429,6675,0.08141,0.09502
2008,46-65 y.,"Dropout, No School Degree",0.01559,67,6675,0.01261,0.01856
2008,66 and older,Secondary School Degree,0.62541,2609,4282,0.61091,0.63991
2008,66 and older,Intermediate School Degree,0.15896,684,4282,0.14800,0.16991
2008,66 and older,Technical School Degree,0.04133,166,4282,0.03537,0.04729
2008,66 and older,Upper Secondary Degree,0.10239,561,4282,0.09331,0.11147
2008,66 and older,Other Degree,0.05239,205,4282,0.04571,0.05906
2008,66 and older,"Dropout, No School Degree",0.01544,57,4282,0.01175,0.01914
2009,17-29 y.,Secondary School Degree,0.15821,410,2637,0.14428,0.17214
2009,17-29 y.,Intermediate School Degree,0.25824,783,2637,0.24153,0.27494
2009,17-29 y.,Technical School Degree,0.06077,167,2637,0.05165,0.06989
2009,17-29 y.,Upper Secondary Degree,0.21674,721,2637,0.20101,0.23246
2009,17-29 y.,Other Degree,0.02239,50,2637,0.01674,0.02804
2009,17-29 y.,No School Degree Yet,0.13649,506,2637,0.12338,0.14959
2009,30-45 y.,Secondary School Degree,0.23505,1023,4639,0.22285,0.24725
2009,30-45 y.,Intermediate School Degree,0.34509,1779,4639,0.33140,0.35877
2009,30-45 y.,Technical School Degree,0.07425,319,4639,0.06670,0.08180
2009,30-45 y.,Upper Secondary Degree,0.26183,1258,4639,0.24918,0.27448
2009,30-45 y.,Other Degree,0.06185,213,4639,0.05492,0.06879
2009,30-45 y.,"Dropout, No School Degree",0.01374,47,4639,0.01039,0.01709
2009,46-65 y.,Secondary School Degree,0.37431,2026,6306,0.36237,0.38626
2009,46-65 y.,Intermediate School Degree,0.32046,2163,6306,0.30894,0.33198
2009,46-65 y.,Technical School Degree,0.04458,321,6306,0.03949,0.04968
2009,46-65 y.,Upper Secondary Degree,0.16051,1370,6306,0.15145,0.16958
2009,46-65 y.,Other Degree,0.07986,366,6306,0.07317,0.08655
2009,46-65 y.,"Dropout, No School Degree",0.01596,60,6306,0.01286,0.01905
2009,66 and older,Secondary School Degree,0.61112,2487,4149,0.59629,0.62596
2009,66 and older,Intermediate School Degree,0.17131,705,4149,0.15984,0.18278
2009,66 and older,Technical School Degree,0.04345,157,4149,0.03724,0.04965
2009,66 and older,Upper Secondary Degree,0.10712,566,4149,0.09770,0.11653
2009,66 and older,Other Degree,0.04676,179,4149,0.04033,0.05318
2009,66 and older,"Dropout, No School Degree",0.01660,55,4149,0.01271,0.02048
2010,17-29 y.,Secondary School Degree,0.14871,711,3857,0.13748,0.15994
2010,17-29 y.,Intermediate School Degree,0.25431,1117,3857,0.24057,0.26806
2010,17-29 y.,Technical School Degree,0.06284,222,3857,0.05518,0.07050
2010,17-29 y.,Upper Secondary Degree,0.23052,833,3857,0.21723,0.24382
2010,17-29 y.,Other Degree,0.02700,180,3857,0.02188,0.03211
2010,17-29 y.,"Dropout, No School Degree",0.00869,84,3857,0.00576,0.01162
2010,17-29 y.,No School Degree Yet,0.13062,710,3857,0.11999,0.14126
2010,30-45 y.,Secondary School Degree,0.21043,1756,9005,0.20201,0.21885
2010,30-45 y.,Intermediate School Degree,0.33577,3226,9005,0.32601,0.34552
2010,30-45 y.,Technical School Degree,0.07572,606,9005,0.07025,0.08118
2010,30-45 y.,Upper Secondary Degree,0.26782,2452,9005,0.25867,0.27697
2010,30-45 y.,Other Degree,0.08808,806,9005,0.08222,0.09393
2010,30-45 y.,"Dropout, No School Degree",0.01498,159,9005,0.01247,0.01749
2010,46-65 y.,Secondary School Degree,0.35987,2098,6929,0.34856,0.37117
2010,46-65 y.,Intermediate School Degree,0.32821,2401,6929,0.31715,0.33926
2010,46-65 y.,Technical School Degree,0.04623,382,6929,0.04128,0.05117
2010,46-65 y.,Upper Secondary Degree,0.16312,1552,6929,0.15442,0.17182
2010,46-65 y.,Other Degree,0.08504,431,6929,0.07847,0.09161
2010,46-65 y.,"Dropout, No School Degree",0.01361,65,6929,0.01088,0.01634
2010,66 and older,Secondary School Degree,0.59639,2311,4011,0.58120,0.61157
2010,66 and older,Intermediate School Degree,0.17785,735,4011,0.16602,0.18969
2010,66 and older,Technical School Degree,0.04568,159,4011,0.03922,0.05214
2010,66 and older,Upper Secondary Degree,0.10806,583,4011,0.09845,0.11767
2010,66 and older,Other Degree,0.05137,171,4011,0.04454,0.05820
2010,66 and older,"Dropout, No School Degree",0.01659,52,4011,0.01264,0.02054
2011,17-29 y.,Secondary School Degree,0.13960,717,4153,0.12906,0.15014
2011,17-29 y.,Intermediate School Degree,0.24762,1122,4153,0.23449,0.26074
2011,17-29 y.,Technical School Degree,0.05967,245,4153,0.05247,0.06688
2011,17-29 y.,Upper Secondary Degree,0.25933,958,4153,0.24600,0.27266
2011,17-29 y.,Other Degree,0.02535,142,4153,0.02057,0.03013
2011,17-29 y.,"Dropout, No School Degree",0.01070,75,4153,0.00757,0.01383
2011,17-29 y.,No School Degree Yet,0.13295,894,4153,0.12262,0.14328
2011,30-45 y.,Secondary School Degree,0.19373,1856,9745,0.18589,0.20158
2011,30-45 y.,Intermediate School Degree,0.33129,3534,9745,0.32195,0.34064
2011,30-45 y.,Technical School Degree,0.07558,688,9745,0.07033,0.08083
2011,30-45 y.,Upper Secondary Degree,0.27697,2663,9745,0.26808,0.28585
2011,30-45 y.,Other Degree,0.09040,838,9745,0.08470,0.09609
2011,30-45 y.,"Dropout, No School Degree",0.01622,166,9745,0.01371,0.01873
2011,46-65 y.,Secondary School Degree,0.34260,2723,9042,0.33282,0.35238
2011,46-65 y.,Intermediate School Degree,0.32890,3107,9042,0.31922,0.33859
2011,46-65 y.,Technical School Degree,0.05043,512,9042,0.04591,0.05494
2011,46-65 y.,Upper Secondary Degree,0.16446,1950,9042,0.15682,0.17210
2011,46-65 y.,Other Degree,0.09070,639,9042,0.08478,0.09662
2011,46-65 y.,"Dropout, No School Degree",0.01551,111,9042,0.01296,0.01805
2011,66 and older,Secondary School Degree,0.58271,2898,5107,0.56918,0.59623
2011,66 and older,Intermediate School Degree,0.18024,946,5107,0.16970,0.19078
2011,66 and older,Technical School Degree,0.04225,188,5107,0.03673,0.04777
2011,66 and older,Upper Secondary Degree,0.11121,736,5107,0.10258,0.11983
2011,66 and older,Other Degree,0.05700,262,5107,0.05064,0.06336
2011,66 and older,"Dropout, No School Degree",0.01922,77,5107,0.01545,0.02298
2012,17-29 y.,Secondary School Degree,0.14533,682,4003,0.13441,0.15625
2012,17-29 y.,Intermediate School Degree,0.24552,1049,4003,0.23219,0.25886
2012,17-29 y.,Technical School Degree,0.05814,210,4003,0.05089,0.06539
2012,17-29 y.,Upper Secondary Degree,0.25565,949,4003,0.24214,0.26917
2012,17-29 y.,Other Degree,0.03256,133,4003,0.02706,0.03806
2012,17-29 y.,"Dropout, No School Degree",0.00945,70,4003,0.00645,0.01245
2012,17-29 y.,No School Degree Yet,0.12795,910,4003,0.11760,0.13830
2012,30-45 y.,Secondary School Degree,0.18453,1674,8979,0.17651,0.19256
2012,30-45 y.,Intermediate School Degree,0.32210,3218,8979,0.31244,0.33177
2012,30-45 y.,Technical School Degree,0.07809,644,8979,0.07254,0.08364
2012,30-45 y.,Upper Secondary Degree,0.28118,2475,8979,0.27188,0.29048
2012,30-45 y.,Other Degree,0.10179,801,8979,0.09554,0.10805
2012,30-45 y.,"Dropout, No School Degree",0.01714,167,8979,0.01445,0.01982
2012,46-65 y.,Secondary School Degree,0.33688,2737,9322,0.32728,0.34647
2012,46-65 y.,Intermediate School Degree,0.32813,3247,9322,0.31860,0.33766
2012,46-65 y.,Technical School Degree,0.05276,560,9322,0.04822,0.05730
2012,46-65 y.,Upper Secondary Degree,0.16765,2032,9322,0.16007,0.17524
2012,46-65 y.,Other Degree,0.09291,642,9322,0.08702,0.09880
2012,46-65 y.,"Dropout, No School Degree",0.01416,104,9322,0.01176,0.01656
2012,66 and older,Secondary School Degree,0.56292,2854,5161,0.54939,0.57645
2012,66 and older,Intermediate School Degree,0.18424,997,5161,0.17366,0.19482
2012,66 and older,Technical School Degree,0.04136,192,5161,0.03592,0.04679
2012,66 and older,Upper Secondary Degree,0.11621,757,5161,0.10746,0.12495
2012,66 and older,Other Degree,0.06488,279,5161,0.05816,0.07160
2012,66 and older,"Dropout, No School Degree",0.02153,82,5161,0.01757,0.02549
2013,17-29 y.,Secondary School Degree,0.13912,873,5026,0.12955,0.14869
2013,17-29 y.,Intermediate School Degree,0.24756,1282,5026,0.23562,0.25949
2013,17-29 y.,Technical School Degree,0.06409,299,5026,0.05732,0.07086
2013,17-29 y.,Upper Secondary Degree,0.25455,1093,5026,0.24251,0.26660
2013,17-29 y.,Other Degree,0.04279,305,5026,0.03719,0.04839
2013,17-29 y.,"Dropout, No School Degree",0.01176,94,5026,0.00878,0.01474
2013,17-29 y.,No School Degree Yet,0.13625,1080,5026,0.12676,0.14573
2013,30-45 y.,Secondary School Degree,0.17162,1698,10196,0.16430,0.17894
