year,age_gr,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.13311,164,1364,0.11507,0.15114
2005,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.67623,963,1364,0.65139,0.70107
2005,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.07412,68,1364,0.06021,0.08802
2005,46-65 y.,Primary Level,"Dropout, No School Degree",0.93575,75,75,0.87988,0.99161
2005,46-65 y.,Lower Secondary Level,Secondary School Degree,0.65234,337,550,0.61250,0.69218
2005,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.07575,49,550,0.05362,0.09789
2005,46-65 y.,Lower Secondary Level,Other Degree,0.27191,164,550,0.23469,0.30913
2005,46-65 y.,Upper Secondary Level,Secondary School Degree,0.60106,1991,3536,0.58491,0.61720
2005,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.32581,1352,3536,0.31036,0.34126
2005,46-65 y.,Upper Secondary Level,Other Degree,0.06032,193,3536,0.05247,0.06817
2005,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.30154,71,230,0.24210,0.36098
2005,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.38645,108,230,0.32338,0.44951
2005,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.22759,51,230,0.17329,0.28190
2005,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.31953,184,589,0.28184,0.35722
2005,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.45861,286,589,0.41833,0.49888
2005,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.07567,58,589,0.05429,0.09704
2005,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.09746,61,589,0.07349,0.12143
2005,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.03661,65,1912,0.02819,0.04503
2005,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.18078,346,1912,0.16352,0.19803
2005,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.13128,207,1912,0.11614,0.14642
2005,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.57250,1205,1912,0.55032,0.59468
2005,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.07770,89,1912,0.06570,0.08970
2005,66 and older,Primary Level,"Dropout, No School Degree",0.99491,50,50,0.97500,1.01483
2005,66 and older,Lower Secondary Level,Secondary School Degree,0.87799,627,733,0.85428,0.90171
2005,66 and older,Lower Secondary Level,Intermediate School Degree,0.05086,36,733,0.03494,0.06678
2005,66 and older,Lower Secondary Level,Other Degree,0.07115,70,733,0.05252,0.08977
2005,66 and older,Upper Secondary Level,Secondary School Degree,0.76917,1521,1931,0.75037,0.78797
2005,66 and older,Upper Secondary Level,Intermediate School Degree,0.18264,349,1931,0.16541,0.19988
2005,66 and older,Upper Secondary Level,Other Degree,0.02907,61,1931,0.02158,0.03657
2005,66 and older,Post-secondary Non-tertiary Level,Technical School Degree,0.35382,38,73,0.24338,0.46427
2005,66 and older,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.36646,35,73,0.25516,0.47776
2005,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.55118,150,203,0.48259,0.61977
2005,66 and older,First Stage of Tertiary Education,Intermediate School Degree,0.24030,53,203,0.18137,0.29922
2005,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.17097,108,638,0.14173,0.20021
2005,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.14024,90,638,0.11328,0.16721
2005,66 and older,Second Stage of Tertiary Education,Technical School Degree,0.12357,67,638,0.09801,0.14913
2005,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.50447,373,638,0.46565,0.54330
2006,17-29 y.,Lower Secondary Level,Secondary School Degree,0.46508,298,721,0.42865,0.50151
2006,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.50121,423,721,0.46469,0.53773
2006,17-29 y.,Upper Secondary Level,Secondary School Degree,0.22801,316,1591,0.20739,0.24863
2006,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.37909,640,1591,0.35524,0.40294
2006,17-29 y.,Upper Secondary Level,Technical School Degree,0.04739,79,1591,0.03694,0.05783
2006,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.26186,525,1591,0.24025,0.28347
2006,17-29 y.,Upper Secondary Level,Other Degree,0.02169,31,1591,0.01453,0.02885
2006,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.27926,93,275,0.22613,0.33238
2006,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.66116,182,275,0.60511,0.71720
2006,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.48917,34,34,0.31861,0.65972
2006,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.77252,194,194,0.71337,0.83166
2006,30-45 y.,Primary Level,"Dropout, No School Degree",0.85059,46,46,0.74644,0.95475
2006,30-45 y.,Lower Secondary Level,Secondary School Degree,0.61429,237,393,0.56610,0.66247
2006,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.20361,81,393,0.16374,0.24347
2006,30-45 y.,Lower Secondary Level,Other Degree,0.18211,75,393,0.14390,0.22031
2006,30-45 y.,Upper Secondary Level,Secondary School Degree,0.38512,1145,3146,0.36812,0.40213
2006,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.53434,1801,3146,0.51691,0.55178
2006,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02243,82,3146,0.01726,0.02761
2006,30-45 y.,Upper Secondary Level,Other Degree,0.04634,118,3146,0.03900,0.05369
2006,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.28811,153,537,0.24977,0.32646
2006,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52323,326,537,0.48094,0.56551
2006,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.14855,58,537,0.11844,0.17866
2006,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.18145,107,607,0.15076,0.21213
2006,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.46713,321,607,0.42741,0.50686
2006,30-45 y.,First Stage of Tertiary Education,Technical School Degree,0.10830,68,607,0.08356,0.13304
2006,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.19924,111,607,0.16744,0.23104
2006,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.10229,174,1425,0.08655,0.11802
2006,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.12708,169,1425,0.10978,0.14438
2006,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.67937,1014,1425,0.65513,0.70361
2006,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.07314,68,1425,0.05962,0.08666
2006,46-65 y.,Primary Level,"Dropout, No School Degree",0.94048,70,70,0.88465,0.99631
2006,46-65 y.,Lower Secondary Level,Secondary School Degree,0.63749,357,576,0.59819,0.67678
2006,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.09476,62,576,0.07082,0.11870
2006,46-65 y.,Lower Secondary Level,Other Degree,0.26775,157,576,0.23156,0.30394
2006,46-65 y.,Upper Secondary Level,Secondary School Degree,0.56635,2093,3860,0.55071,0.58199
2006,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.35808,1570,3860,0.34296,0.37321
2006,46-65 y.,Upper Secondary Level,Other Degree,0.06239,197,3860,0.05476,0.07002
2006,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.26959,72,236,0.21286,0.32633
2006,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.43565,119,236,0.37225,0.49904
2006,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.20307,45,236,0.15164,0.25451
2006,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.30204,185,615,0.26572,0.33836
2006,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47172,304,615,0.43223,0.51120
2006,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.07079,61,615,0.05050,0.09108
2006,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.09809,65,615,0.07457,0.12162
2006,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.03154,60,2082,0.02403,0.03905
2006,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17486,380,2082,0.15854,0.19118
2006,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.12738,227,2082,0.11306,0.14171
2006,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.57907,1310,2082,0.55786,0.60029
2006,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.08280,105,2082,0.07096,0.09464
2006,66 and older,Primary Level,"Dropout, No School Degree",0.99023,54,54,0.96376,1.01671
2006,66 and older,Lower Secondary Level,Secondary School Degree,0.86884,714,830,0.84586,0.89182
2006,66 and older,Lower Secondary Level,Intermediate School Degree,0.04483,36,830,0.03075,0.05892
2006,66 and older,Lower Secondary Level,Other Degree,0.08632,80,830,0.06721,0.10544
2006,66 and older,Upper Secondary Level,Secondary School Degree,0.75024,1758,2265,0.73241,0.76807
2006,66 and older,Upper Secondary Level,Intermediate School Degree,0.19211,426,2265,0.17588,0.20834
2006,66 and older,Upper Secondary Level,Other Degree,0.03493,81,2265,0.02737,0.04250
2006,66 and older,Post-secondary Non-tertiary Level,Technical School Degree,0.34220,41,82,0.23888,0.44553
2006,66 and older,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.37688,41,82,0.27135,0.48242
2006,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.56053,180,247,0.49850,0.62255
2006,66 and older,First Stage of Tertiary Education,Intermediate School Degree,0.24230,67,247,0.18876,0.29585
2006,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.15016,125,768,0.12488,0.17544
2006,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.15632,119,768,0.13062,0.18203
2006,66 and older,Second Stage of Tertiary Education,Technical School Degree,0.12257,86,768,0.09936,0.14578
2006,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.51516,438,768,0.47979,0.55053
2007,17-29 y.,Lower Secondary Level,Secondary School Degree,0.43280,257,645,0.39453,0.47107
2007,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.54514,388,645,0.50668,0.58360
2007,17-29 y.,Upper Secondary Level,Secondary School Degree,0.21783,282,1444,0.19653,0.23912
2007,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.36590,560,1444,0.34105,0.39075
2007,17-29 y.,Upper Secondary Level,Technical School Degree,0.05082,71,1444,0.03949,0.06215
2007,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.28411,531,1444,0.26084,0.30738
2007,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.29838,89,249,0.24143,0.35532
2007,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.64449,160,249,0.58491,0.70406
2007,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.74895,174,174,0.68433,0.81356
2007,30-45 y.,Primary Level,"Dropout, No School Degree",0.84912,41,41,0.73820,0.96005
2007,30-45 y.,Lower Secondary Level,Secondary School Degree,0.58914,204,336,0.53645,0.64182
2007,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.19762,68,336,0.15498,0.24026
2007,30-45 y.,Lower Secondary Level,Other Degree,0.21324,64,336,0.16938,0.25710
2007,30-45 y.,Upper Secondary Level,Secondary School Degree,0.37311,1002,2819,0.35525,0.39097
2007,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.54568,1639,2819,0.52729,0.56406
2007,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02551,80,2819,0.01969,0.03133
2007,30-45 y.,Upper Secondary Level,Other Degree,0.04320,98,2819,0.03569,0.05071
2007,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.28095,141,509,0.24187,0.32004
2007,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.55630,317,509,0.51310,0.59950
2007,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.12901,51,509,0.09986,0.15816
2007,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.17411,93,538,0.14203,0.20618
2007,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.48941,290,538,0.44712,0.53169
2007,30-45 y.,First Stage of Tertiary Education,Technical School Degree,0.10809,58,538,0.08183,0.13435
2007,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.18845,97,538,0.15537,0.22153
2007,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.08223,146,1358,0.06761,0.09685
2007,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.13109,163,1358,0.11313,0.14905
2007,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.70284,987,1358,0.67852,0.72715
2007,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.06582,62,1358,0.05263,0.07902
2007,46-65 y.,Primary Level,"Dropout, No School Degree",0.91849,63,63,0.85038,0.98660
2007,46-65 y.,Lower Secondary Level,Secondary School Degree,0.62959,314,500,0.58722,0.67196
2007,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.09390,53,500,0.06831,0.11950
2007,46-65 y.,Lower Secondary Level,Other Degree,0.27650,133,500,0.23726,0.31575
2007,46-65 y.,Upper Secondary Level,Secondary School Degree,0.54723,1855,3577,0.53091,0.56354
2007,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.37690,1548,3577,0.36102,0.39278
2007,46-65 y.,Upper Secondary Level,Other Degree,0.06150,174,3577,0.05363,0.06938
2007,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.24775,72,245,0.19358,0.30192
2007,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.44405,126,245,0.38171,0.50639
2007,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.21067,47,245,0.15950,0.26184
2007,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.29084,160,583,0.25394,0.32773
2007,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47179,297,583,0.43123,0.51235
2007,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.07228,62,583,0.05125,0.09332
2007,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.11058,64,583,0.08510,0.13606
2007,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.02893,49,1971,0.02153,0.03633
2007,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17834,362,1971,0.16143,0.19524
2007,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.11984,199,1971,0.10550,0.13418
2007,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.58021,1254,1971,0.55842,0.60201
2007,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.09130,107,1971,0.07858,0.10402
2007,66 and older,Primary Level,"Dropout, No School Degree",0.97765,50,50,0.93625,1.01904
2007,66 and older,Lower Secondary Level,Secondary School Degree,0.84918,647,766,0.82382,0.87454
2007,66 and older,Lower Secondary Level,Intermediate School Degree,0.05158,38,766,0.03591,0.06725
2007,66 and older,Lower Secondary Level,Other Degree,0.09924,81,766,0.07805,0.12042
2007,66 and older,Upper Secondary Level,Secondary School Degree,0.75636,1723,2238,0.73857,0.77415
2007,66 and older,Upper Secondary Level,Intermediate School Degree,0.19147,442,2238,0.17517,0.20778
2007,66 and older,Upper Secondary Level,Other Degree,0.03428,73,2238,0.02674,0.04182
2007,66 and older,Post-secondary Non-tertiary Level,Technical School Degree,0.39956,49,91,0.29836,0.50075
2007,66 and older,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.33809,42,91,0.24036,0.43583
2007,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.54348,177,248,0.48136,0.60560
2007,66 and older,First Stage of Tertiary Education,Intermediate School Degree,0.25136,71,248,0.19726,0.30546
2007,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.15706,130,789,0.13166,0.18247
2007,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.13439,111,789,0.11057,0.15820
2007,66 and older,Second Stage of Tertiary Education,Technical School Degree,0.13579,89,789,0.11187,0.15971
2007,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.53253,459,789,0.49769,0.56737
2008,17-29 y.,Lower Secondary Level,Secondary School Degree,0.43275,229,584,0.39253,0.47297
2008,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.55670,355,584,0.51638,0.59703
2008,17-29 y.,Upper Secondary Level,Secondary School Degree,0.19082,230,1275,0.16925,0.21240
2008,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.37957,515,1275,0.35293,0.40622
2008,17-29 y.,Upper Secondary Level,Technical School Degree,0.06954,77,1275,0.05557,0.08351
2008,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.26958,453,1275,0.24521,0.29395
2008,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.29798,77,218,0.23712,0.35883
2008,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.66283,141,218,0.59993,0.72573
2008,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.70153,175,175,0.63353,0.76952
2008,30-45 y.,Primary Level,"Dropout, No School Degree",0.86368,39,39,0.75458,0.97278
2008,30-45 y.,Lower Secondary Level,Secondary School Degree,0.62240,195,314,0.56870,0.67611
2008,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.18069,63,314,0.13806,0.22332
2008,30-45 y.,Lower Secondary Level,Other Degree,0.19691,56,314,0.15285,0.24096
2008,30-45 y.,Upper Secondary Level,Secondary School Degree,0.37339,902,2579,0.35471,0.39206
2008,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.53812,1508,2579,0.51888,0.55737
2008,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.03281,84,2579,0.02593,0.03968
2008,30-45 y.,Upper Secondary Level,Other Degree,0.04295,85,2579,0.03513,0.05078
2008,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.29514,134,459,0.25337,0.33691
2008,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.55584,285,459,0.51033,0.60134
2008,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.11410,40,459,0.08498,0.14322
2008,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.18556,83,462,0.15008,0.22105
2008,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47923,244,462,0.43362,0.52483
2008,30-45 y.,First Stage of Tertiary Education,Technical School Degree,0.11724,47,462,0.08787,0.14660
2008,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.17299,88,462,0.13846,0.20752
2008,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.07576,125,1218,0.06089,0.09063
2008,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.11915,145,1218,0.10095,0.13735
2008,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.73182,897,1218,0.70693,0.75671
2008,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.05771,51,1218,0.04461,0.07081
2008,46-65 y.,Primary Level,"Dropout, No School Degree",0.89998,52,52,0.81763,0.98232
2008,46-65 y.,Lower Secondary Level,Secondary School Degree,0.64299,282,442,0.59827,0.68771
2008,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.09606,50,442,0.06855,0.12356
2008,46-65 y.,Lower Secondary Level,Other Degree,0.26095,110,442,0.21997,0.30194
2008,46-65 y.,Upper Secondary Level,Secondary School Degree,0.52972,1727,3417,0.51298,0.54646
2008,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.39715,1541,3417,0.38074,0.41356
2008,46-65 y.,Upper Secondary Level,Other Degree,0.05716,149,3417,0.04937,0.06494
2008,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.25303,78,264,0.20049,0.30558
2008,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.44910,139,264,0.38899,0.50922
2008,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.19176,47,264,0.14418,0.23934
2008,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.27351,147,555,0.23639,0.31063
2008,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47305,285,555,0.43148,0.51463
2008,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.07234,58,555,0.05077,0.09391
2008,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.12289,65,555,0.09555,0.15023
2008,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.02330,38,1848,0.01642,0.03018
2008,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17460,342,1848,0.15729,0.19192
2008,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.11897,190,1848,0.10420,0.13373
2008,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.59274,1186,1848,0.57033,0.61515
2008,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.08930,92,1848,0.07629,0.10230
2008,66 and older,Primary Level,"Dropout, No School Degree",0.99699,41,41,0.98000,1.01397
2008,66 and older,Lower Secondary Level,Secondary School Degree,0.83497,603,720,0.80783,0.86210
2008,66 and older,Lower Secondary Level,Intermediate School Degree,0.05493,37,720,0.03827,0.07158
2008,66 and older,Lower Secondary Level,Other Degree,0.11011,80,720,0.08723,0.13299
2008,66 and older,Upper Secondary Level,Secondary School Degree,0.75473,1696,2204,0.73677,0.77270
2008,66 and older,Upper Secondary Level,Intermediate School Degree,0.19331,438,2204,0.17682,0.20980
2008,66 and older,Upper Secondary Level,Other Degree,0.03477,70,2204,0.02712,0.04242
2008,66 and older,Post-secondary Non-tertiary Level,Technical School Degree,0.38500,45,82,0.27903,0.49097
2008,66 and older,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.34512,37,82,0.24158,0.44865
2008,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.55670,180,253,0.49536,0.61804
2008,66 and older,First Stage of Tertiary Education,Intermediate School Degree,0.25804,73,253,0.20402,0.31207
2008,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.14683,129,838,0.12285,0.17081
2008,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.14644,125,838,0.12248,0.17039
2008,66 and older,Second Stage of Tertiary Education,Technical School Degree,0.13443,92,838,0.11132,0.15754
2008,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.52893,492,838,0.49512,0.56275
2009,17-29 y.,Lower Secondary Level,Secondary School Degree,0.43935,210,512,0.39632,0.48238
2009,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.54759,302,512,0.50444,0.59075
2009,17-29 y.,Upper Secondary Level,Secondary School Degree,0.18832,194,1134,0.16555,0.21108
2009,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.36059,447,1134,0.33263,0.38855
2009,17-29 y.,Upper Secondary Level,Technical School Degree,0.07274,69,1134,0.05761,0.08786
2009,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.28601,424,1134,0.25970,0.31232
2009,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.34910,76,184,0.28004,0.41817
2009,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.62004,108,184,0.54972,0.69037
2009,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.68622,183,183,0.61881,0.75364
2009,30-45 y.,Primary Level,"Dropout, No School Degree",0.86446,39,39,0.75562,0.97329
2009,30-45 y.,Lower Secondary Level,Secondary School Degree,0.60558,162,271,0.54728,0.66387
2009,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.21683,66,271,0.16768,0.26599
2009,30-45 y.,Lower Secondary Level,Other Degree,0.17759,43,271,0.13201,0.22318
2009,30-45 y.,Upper Secondary Level,Secondary School Degree,0.35674,773,2296,0.33714,0.37634
2009,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.54328,1373,2296,0.52290,0.56366
2009,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.03626,81,2296,0.02861,0.04391
2009,30-45 y.,Upper Secondary Level,Other Degree,0.04359,69,2296,0.03524,0.05195
2009,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.30892,126,423,0.26484,0.35301
2009,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.56675,263,423,0.51947,0.61402
2009,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.09773,34,423,0.06940,0.12606
2009,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.17247,75,422,0.13638,0.20855
2009,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47396,220,422,0.42626,0.52165
2009,30-45 y.,First Stage of Tertiary Education,Technical School Degree,0.12881,43,422,0.09681,0.16081
2009,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.17706,84,422,0.14060,0.21353
2009,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.06688,113,1132,0.05232,0.08143
2009,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.12667,140,1132,0.10729,0.14606
2009,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.72923,830,1132,0.70334,0.75513
2009,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.06325,49,1132,0.04907,0.07744
2009,46-65 y.,Primary Level,"Dropout, No School Degree",0.89329,44,44,0.80101,0.98557
2009,46-65 y.,Lower Secondary Level,Secondary School Degree,0.65086,256,389,0.60342,0.69829
2009,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.10806,46,389,0.07717,0.13896
2009,46-65 y.,Lower Secondary Level,Other Degree,0.24108,87,389,0.19852,0.28364
2009,46-65 y.,Upper Secondary Level,Secondary School Degree,0.51597,1604,3238,0.49875,0.53318
2009,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.41074,1508,3238,0.39379,0.42768
2009,46-65 y.,Upper Secondary Level,Other Degree,0.05256,126,3238,0.04487,0.06025
2009,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.24252,72,260,0.19032,0.29472
2009,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.47407,147,260,0.41326,0.53488
2009,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.17067,41,260,0.12485,0.21649
2009,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.25966,126,525,0.22212,0.29720
2009,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.48787,280,525,0.44507,0.53067
2009,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.07612,56,525,0.05341,0.09882
2009,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.13463,63,525,0.10541,0.16386
2009,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.02773,33,1757,0.02005,0.03541
2009,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17176,319,1757,0.15412,0.18940
2009,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.12176,183,1757,0.10647,0.13706
2009,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.59181,1136,1757,0.56882,0.61480
2009,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.08602,86,1757,0.07290,0.09913
2009,66 and older,Primary Level,"Dropout, No School Degree",0.99448,39,39,0.97093,1.01803
2009,66 and older,Lower Secondary Level,Secondary School Degree,0.84337,552,652,0.81546,0.87129
2009,66 and older,Lower Secondary Level,Intermediate School Degree,0.05128,33,652,0.03433,0.06822
2009,66 and older,Lower Secondary Level,Other Degree,0.10535,67,652,0.08177,0.12893
2009,66 and older,Upper Secondary Level,Secondary School Degree,0.74264,1637,2141,0.72411,0.76116
