year,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,5th Quintile,Other Degree,0.01302,126,2142,0.00821,0.01782
1985,5th Quintile,"Dropout, No School Degree",0.00543,51,2142,0.00232,0.00855
1985,5th Quintile,No School Degree Yet,0.01623,36,2142,0.01088,0.02158
1986,1st Quintile,Secondary School Degree,0.51639,1017,2027,0.49463,0.53816
1986,1st Quintile,Intermediate School Degree,0.08968,190,2027,0.07723,0.10212
1986,1st Quintile,Technical School Degree,0.02100,43,2027,0.01476,0.02724
1986,1st Quintile,Upper Secondary Degree,0.06004,127,2027,0.04970,0.07038
1986,1st Quintile,Other Degree,0.03735,331,2027,0.02909,0.04561
1986,1st Quintile,"Dropout, No School Degree",0.02971,207,2027,0.02232,0.03710
1986,1st Quintile,No School Degree Yet,0.01259,47,2027,0.00774,0.01745
1986,1st Quintile,No School Attended,0.00595,65,2027,0.00260,0.00929
1986,2nd Quintile,Secondary School Degree,0.55376,1166,2047,0.53222,0.57530
1986,2nd Quintile,Intermediate School Degree,0.12347,260,2047,0.10921,0.13772
1986,2nd Quintile,Technical School Degree,0.01314,31,2047,0.00821,0.01808
1986,2nd Quintile,Upper Secondary Degree,0.03422,79,2047,0.02634,0.04210
1986,2nd Quintile,Other Degree,0.02777,272,2047,0.02065,0.03489
1986,2nd Quintile,"Dropout, No School Degree",0.01812,152,2047,0.01234,0.02390
1986,2nd Quintile,No School Degree Yet,0.01043,40,2047,0.00603,0.01483
1986,2nd Quintile,No School Attended,0.00381,47,2047,0.00114,0.00648
1986,3rd Quintile,Secondary School Degree,0.52569,1108,2061,0.50412,0.54725
1986,3rd Quintile,Intermediate School Degree,0.15635,335,2061,0.14066,0.17203
1986,3rd Quintile,Technical School Degree,0.02314,53,2061,0.01664,0.02963
1986,3rd Quintile,Upper Secondary Degree,0.06331,146,2061,0.05280,0.07383
1986,3rd Quintile,Other Degree,0.02299,236,2061,0.01652,0.02946
1986,3rd Quintile,"Dropout, No School Degree",0.01502,137,2061,0.00977,0.02028
1986,3rd Quintile,No School Degree Yet,0.01619,46,2061,0.01074,0.02164
1986,4th Quintile,Secondary School Degree,0.47882,1065,2167,0.45778,0.49986
1986,4th Quintile,Intermediate School Degree,0.22751,488,2167,0.20985,0.24516
1986,4th Quintile,Technical School Degree,0.03077,67,2167,0.02350,0.03804
1986,4th Quintile,Upper Secondary Degree,0.08702,200,2167,0.07515,0.09889
1986,4th Quintile,Other Degree,0.01822,194,2167,0.01259,0.02385
1986,4th Quintile,"Dropout, No School Degree",0.01562,119,2167,0.01040,0.02085
1986,4th Quintile,No School Degree Yet,0.01293,34,2167,0.00817,0.01768
1986,5th Quintile,Secondary School Degree,0.37613,812,2051,0.35516,0.39710
1986,5th Quintile,Intermediate School Degree,0.26050,563,2051,0.24150,0.27950
1986,5th Quintile,Technical School Degree,0.05021,109,2051,0.04076,0.05967
1986,5th Quintile,Upper Secondary Degree,0.18008,393,2051,0.16345,0.19672
1986,5th Quintile,Other Degree,0.01282,124,2051,0.00795,0.01769
1986,5th Quintile,"Dropout, No School Degree",0.00719,50,2051,0.00353,0.01085
1987,1st Quintile,Secondary School Degree,0.53594,1033,1976,0.51394,0.55793
1987,1st Quintile,Intermediate School Degree,0.08446,182,1976,0.07220,0.09673
1987,1st Quintile,Technical School Degree,0.01669,35,1976,0.01104,0.02234
1987,1st Quintile,Upper Secondary Degree,0.05204,109,1976,0.04224,0.06183
1987,1st Quintile,Other Degree,0.03847,320,1976,0.02999,0.04695
1987,1st Quintile,"Dropout, No School Degree",0.02821,197,1976,0.02090,0.03551
1987,1st Quintile,No School Degree Yet,0.01162,43,1976,0.00690,0.01635
1987,1st Quintile,No School Attended,0.00574,57,1976,0.00241,0.00907
1987,2nd Quintile,Secondary School Degree,0.53592,1121,2017,0.51415,0.55769
1987,2nd Quintile,Intermediate School Degree,0.12901,269,2017,0.11437,0.14364
1987,2nd Quintile,Technical School Degree,0.01448,32,2017,0.00927,0.01970
1987,2nd Quintile,Upper Secondary Degree,0.03991,92,2017,0.03137,0.04846
1987,2nd Quintile,Other Degree,0.03123,281,2017,0.02364,0.03882
1987,2nd Quintile,"Dropout, No School Degree",0.01554,136,2017,0.01014,0.02094
1987,2nd Quintile,No School Degree Yet,0.01045,42,2017,0.00601,0.01489
1987,2nd Quintile,No School Attended,0.00445,44,2017,0.00154,0.00735
1987,3rd Quintile,Secondary School Degree,0.51297,1094,2048,0.49132,0.53463
1987,3rd Quintile,Intermediate School Degree,0.16318,351,2048,0.14717,0.17918
1987,3rd Quintile,Technical School Degree,0.02470,55,2048,0.01797,0.03142
1987,3rd Quintile,Upper Secondary Degree,0.06371,134,2048,0.05313,0.07429
1987,3rd Quintile,Other Degree,0.02476,230,2048,0.01803,0.03149
1987,3rd Quintile,"Dropout, No School Degree",0.01392,142,2048,0.00885,0.01900
1987,3rd Quintile,No School Degree Yet,0.01138,42,2048,0.00679,0.01598
1987,4th Quintile,Secondary School Degree,0.47473,1037,2132,0.45353,0.49594
1987,4th Quintile,Intermediate School Degree,0.21412,467,2132,0.19670,0.23154
1987,4th Quintile,Technical School Degree,0.02717,57,2132,0.02027,0.03408
1987,4th Quintile,Upper Secondary Degree,0.10305,217,2132,0.09014,0.11596
1987,4th Quintile,Other Degree,0.02042,201,2132,0.01442,0.02643
1987,4th Quintile,"Dropout, No School Degree",0.01564,112,2132,0.01038,0.02091
1987,4th Quintile,No School Degree Yet,0.01447,41,2132,0.00940,0.01954
1987,5th Quintile,Secondary School Degree,0.37439,813,2025,0.35331,0.39548
1987,5th Quintile,Intermediate School Degree,0.25962,557,2025,0.24052,0.27872
1987,5th Quintile,Technical School Degree,0.05304,111,2025,0.04328,0.06280
1987,5th Quintile,Upper Secondary Degree,0.17469,382,2025,0.15815,0.19124
1987,5th Quintile,Other Degree,0.01241,110,2025,0.00758,0.01723
1987,5th Quintile,"Dropout, No School Degree",0.00838,52,2025,0.00441,0.01235
1988,1st Quintile,Secondary School Degree,0.52074,997,1875,0.49812,0.54336
1988,1st Quintile,Intermediate School Degree,0.08750,179,1875,0.07470,0.10029
1988,1st Quintile,Upper Secondary Degree,0.05224,102,1875,0.04217,0.06232
1988,1st Quintile,Other Degree,0.03794,308,1875,0.02929,0.04659
1988,1st Quintile,"Dropout, No School Degree",0.02992,186,1875,0.02221,0.03764
1988,1st Quintile,No School Degree Yet,0.01290,44,1875,0.00779,0.01801
1988,1st Quintile,No School Attended,0.00572,59,1875,0.00231,0.00914
1988,2nd Quintile,Secondary School Degree,0.53701,1071,1948,0.51486,0.55916
1988,2nd Quintile,Intermediate School Degree,0.12724,274,1948,0.11244,0.14204
1988,2nd Quintile,Technical School Degree,0.01390,37,1948,0.00870,0.01910
1988,2nd Quintile,Upper Secondary Degree,0.04608,94,1948,0.03677,0.05540
1988,2nd Quintile,Other Degree,0.02544,267,1948,0.01845,0.03243
1988,2nd Quintile,"Dropout, No School Degree",0.01305,135,1948,0.00801,0.01809
1988,2nd Quintile,No School Degree Yet,0.01279,35,1948,0.00780,0.01778
1988,2nd Quintile,No School Attended,0.00345,35,1948,0.00085,0.00606
1988,3rd Quintile,Secondary School Degree,0.52400,1074,1952,0.50184,0.54617
1988,3rd Quintile,Intermediate School Degree,0.15971,328,1952,0.14345,0.17596
1988,3rd Quintile,Technical School Degree,0.01846,38,1952,0.01248,0.02443
1988,3rd Quintile,Upper Secondary Degree,0.06208,136,1952,0.05138,0.07279
1988,3rd Quintile,Other Degree,0.02738,221,1952,0.02014,0.03462
1988,3rd Quintile,"Dropout, No School Degree",0.01174,113,1952,0.00696,0.01652
1988,3rd Quintile,No School Degree Yet,0.01616,42,1952,0.01057,0.02176
1988,4th Quintile,Secondary School Degree,0.47494,985,1989,0.45299,0.49689
1988,4th Quintile,Intermediate School Degree,0.21144,444,1989,0.19349,0.22939
1988,4th Quintile,Technical School Degree,0.03380,66,1989,0.02586,0.04174
1988,4th Quintile,Upper Secondary Degree,0.10115,204,1989,0.08790,0.11441
1988,4th Quintile,Other Degree,0.01618,181,1989,0.01063,0.02173
1988,4th Quintile,"Dropout, No School Degree",0.01429,109,1989,0.00907,0.01951
1988,5th Quintile,Secondary School Degree,0.37020,744,1880,0.34837,0.39203
1988,5th Quintile,Intermediate School Degree,0.26880,539,1880,0.24875,0.28885
1988,5th Quintile,Technical School Degree,0.05444,106,1880,0.04418,0.06470
1988,5th Quintile,Upper Secondary Degree,0.18243,364,1880,0.16497,0.19990
1988,5th Quintile,Other Degree,0.00931,88,1880,0.00497,0.01365
1988,5th Quintile,"Dropout, No School Degree",0.00681,39,1880,0.00309,0.01052
1989,1st Quintile,Secondary School Degree,0.51922,953,1830,0.49632,0.54212
1989,1st Quintile,Intermediate School Degree,0.08172,180,1830,0.06917,0.09428
1989,1st Quintile,Upper Secondary Degree,0.05812,103,1830,0.04740,0.06884
1989,1st Quintile,Other Degree,0.04036,316,1830,0.03134,0.04937
1989,1st Quintile,"Dropout, No School Degree",0.02782,175,1830,0.02028,0.03535
1989,1st Quintile,No School Degree Yet,0.01629,48,1830,0.01049,0.02209
1989,1st Quintile,No School Attended,0.00589,55,1830,0.00238,0.00939
1989,2nd Quintile,Secondary School Degree,0.50328,1010,1927,0.48095,0.52561
1989,2nd Quintile,Intermediate School Degree,0.14075,285,1927,0.12522,0.15629
1989,2nd Quintile,Technical School Degree,0.01854,41,1927,0.01251,0.02456
1989,2nd Quintile,Upper Secondary Degree,0.03713,87,1927,0.02869,0.04558
1989,2nd Quintile,Other Degree,0.03218,269,1927,0.02429,0.04006
1989,2nd Quintile,"Dropout, No School Degree",0.01792,146,1927,0.01199,0.02384
1989,2nd Quintile,No School Degree Yet,0.01486,44,1927,0.00945,0.02026
1989,2nd Quintile,No School Attended,0.00420,45,1927,0.00131,0.00708
1989,3rd Quintile,Secondary School Degree,0.52104,1026,1841,0.49821,0.54386
1989,3rd Quintile,Intermediate School Degree,0.15036,307,1841,0.13403,0.16669
1989,3rd Quintile,Technical School Degree,0.02343,45,1841,0.01652,0.03035
1989,3rd Quintile,Upper Secondary Degree,0.07376,151,1841,0.06182,0.08571
1989,3rd Quintile,Other Degree,0.01974,170,1841,0.01338,0.02609
1989,3rd Quintile,"Dropout, No School Degree",0.01437,105,1841,0.00893,0.01980
1989,3rd Quintile,No School Degree Yet,0.01636,37,1841,0.01056,0.02216
1989,4th Quintile,Secondary School Degree,0.49227,977,1949,0.47007,0.51447
1989,4th Quintile,Intermediate School Degree,0.21474,433,1949,0.19650,0.23297
1989,4th Quintile,Technical School Degree,0.02806,62,1949,0.02072,0.03539
1989,4th Quintile,Upper Secondary Degree,0.09544,197,1949,0.08239,0.10848
1989,4th Quintile,Other Degree,0.02233,191,1949,0.01577,0.02889
1989,4th Quintile,"Dropout, No School Degree",0.01106,89,1949,0.00642,0.01570
1989,5th Quintile,Secondary School Degree,0.34529,685,1801,0.32333,0.36726
1989,5th Quintile,Intermediate School Degree,0.26218,505,1801,0.24186,0.28250
1989,5th Quintile,Technical School Degree,0.05414,103,1801,0.04369,0.06459
1989,5th Quintile,Upper Secondary Degree,0.20375,386,1801,0.18514,0.22236
1989,5th Quintile,Other Degree,0.00992,80,1801,0.00534,0.01449
1989,5th Quintile,"Dropout, No School Degree",0.00713,42,1801,0.00324,0.01102
1990,1st Quintile,Secondary School Degree,0.52628,964,1802,0.50322,0.54934
1990,1st Quintile,Intermediate School Degree,0.07840,152,1802,0.06598,0.09081
1990,1st Quintile,Upper Secondary Degree,0.04440,84,1802,0.03489,0.05392
1990,1st Quintile,Other Degree,0.04487,315,1802,0.03531,0.05443
1990,1st Quintile,"Dropout, No School Degree",0.03401,186,1802,0.02564,0.04238
1990,1st Quintile,No School Degree Yet,0.01326,43,1802,0.00798,0.01854
1990,1st Quintile,No School Attended,0.00731,58,1802,0.00338,0.01125
1990,2nd Quintile,Secondary School Degree,0.49099,979,1844,0.46816,0.51381
1990,2nd Quintile,Intermediate School Degree,0.14669,299,1844,0.13054,0.16285
1990,2nd Quintile,Technical School Degree,0.01749,33,1844,0.01151,0.02348
1990,2nd Quintile,Upper Secondary Degree,0.05053,100,1844,0.04053,0.06053
1990,2nd Quintile,Other Degree,0.02855,222,1844,0.02095,0.03616
1990,2nd Quintile,"Dropout, No School Degree",0.01410,127,1844,0.00872,0.01948
1990,2nd Quintile,No School Degree Yet,0.01436,45,1844,0.00893,0.01979
1990,2nd Quintile,No School Attended,0.00453,39,1844,0.00146,0.00760
1990,3rd Quintile,Secondary School Degree,0.49555,978,1822,0.47259,0.51852
1990,3rd Quintile,Intermediate School Degree,0.15302,315,1822,0.13648,0.16956
1990,3rd Quintile,Technical School Degree,0.01974,44,1822,0.01335,0.02613
1990,3rd Quintile,Upper Secondary Degree,0.08043,150,1822,0.06794,0.09293
1990,3rd Quintile,Other Degree,0.03004,229,1822,0.02220,0.03788
1990,3rd Quintile,"Dropout, No School Degree",0.01829,106,1822,0.01213,0.02444
1990,4th Quintile,Secondary School Degree,0.48638,952,1866,0.46370,0.50907
1990,4th Quintile,Intermediate School Degree,0.21096,413,1866,0.19244,0.22948
1990,4th Quintile,Technical School Degree,0.03533,73,1866,0.02695,0.04371
1990,4th Quintile,Upper Secondary Degree,0.10298,202,1866,0.08918,0.11677
1990,4th Quintile,Other Degree,0.02020,153,1866,0.01381,0.02658
1990,4th Quintile,"Dropout, No School Degree",0.00957,73,1866,0.00515,0.01398
1990,5th Quintile,Secondary School Degree,0.33425,650,1772,0.31228,0.35622
1990,5th Quintile,Intermediate School Degree,0.26733,503,1772,0.24672,0.28794
1990,5th Quintile,Technical School Degree,0.05928,111,1772,0.04828,0.07028
1990,5th Quintile,Upper Secondary Degree,0.19973,383,1772,0.18111,0.21835
1990,5th Quintile,Other Degree,0.01102,86,1772,0.00615,0.01588
1990,5th Quintile,"Dropout, No School Degree",0.00683,39,1772,0.00300,0.01067
1991,1st Quintile,Secondary School Degree,0.50958,934,1755,0.48618,0.53297
1991,1st Quintile,Intermediate School Degree,0.08942,174,1755,0.07606,0.10277
1991,1st Quintile,Upper Secondary Degree,0.05042,90,1755,0.04018,0.06066
1991,1st Quintile,Other Degree,0.04379,283,1755,0.03421,0.05336
1991,1st Quintile,"Dropout, No School Degree",0.03472,181,1755,0.02616,0.04329
1991,1st Quintile,No School Degree Yet,0.01167,36,1755,0.00664,0.01669
1991,1st Quintile,No School Attended,0.00701,57,1755,0.00310,0.01091
1991,2nd Quintile,Secondary School Degree,0.48637,960,1836,0.46350,0.50924
1991,2nd Quintile,Intermediate School Degree,0.13771,286,1836,0.12194,0.15348
1991,2nd Quintile,Technical School Degree,0.01893,36,1836,0.01270,0.02517
1991,2nd Quintile,Upper Secondary Degree,0.05145,112,1836,0.04135,0.06156
1991,2nd Quintile,Other Degree,0.03376,233,1836,0.02550,0.04202
1991,2nd Quintile,"Dropout, No School Degree",0.01730,131,1836,0.01133,0.02326
1991,2nd Quintile,No School Degree Yet,0.01259,35,1836,0.00749,0.01769
1991,2nd Quintile,No School Attended,0.00558,43,1836,0.00217,0.00899
1991,3rd Quintile,Secondary School Degree,0.47501,961,1854,0.45228,0.49775
1991,3rd Quintile,Intermediate School Degree,0.16539,331,1854,0.14847,0.18230
1991,3rd Quintile,Technical School Degree,0.02769,53,1854,0.02022,0.03516
1991,3rd Quintile,Upper Secondary Degree,0.07282,140,1854,0.06099,0.08465
1991,3rd Quintile,Other Degree,0.03123,225,1854,0.02331,0.03915
1991,3rd Quintile,"Dropout, No School Degree",0.01578,111,1854,0.01010,0.02145
1991,3rd Quintile,No School Degree Yet,0.01018,33,1854,0.00561,0.01475
1991,4th Quintile,Secondary School Degree,0.45549,917,1860,0.43285,0.47813
1991,4th Quintile,Intermediate School Degree,0.20990,414,1860,0.19139,0.22841
1991,4th Quintile,Technical School Degree,0.03318,71,1860,0.02504,0.04132
1991,4th Quintile,Upper Secondary Degree,0.11695,220,1860,0.10234,0.13156
1991,4th Quintile,Other Degree,0.02140,162,1860,0.01482,0.02797
1991,4th Quintile,"Dropout, No School Degree",0.01364,76,1860,0.00837,0.01892
1991,5th Quintile,Secondary School Degree,0.34042,671,1772,0.31835,0.36249
1991,5th Quintile,Intermediate School Degree,0.25496,490,1772,0.23466,0.27525
1991,5th Quintile,Technical School Degree,0.05818,111,1772,0.04728,0.06908
1991,5th Quintile,Upper Secondary Degree,0.20096,381,1772,0.18229,0.21962
1991,5th Quintile,Other Degree,0.01428,86,1772,0.00876,0.01981
1991,5th Quintile,"Dropout, No School Degree",0.00554,33,1772,0.00208,0.00899
1992,1st Quintile,Secondary School Degree,0.46151,1352,2709,0.44274,0.48029
1992,1st Quintile,Intermediate School Degree,0.17750,760,2709,0.16310,0.19189
1992,1st Quintile,Upper Secondary Degree,0.05394,165,2709,0.04543,0.06245
1992,1st Quintile,Other Degree,0.03703,219,2709,0.02992,0.04414
1992,1st Quintile,"Dropout, No School Degree",0.02529,135,2709,0.01938,0.03120
1992,1st Quintile,No School Degree Yet,0.00860,44,2709,0.00512,0.01208
1992,1st Quintile,No School Attended,0.00412,34,2709,0.00170,0.00653
1992,2nd Quintile,Secondary School Degree,0.42863,1240,2762,0.41017,0.44709
1992,2nd Quintile,Intermediate School Degree,0.20023,870,2762,0.18531,0.21516
1992,2nd Quintile,Upper Secondary Degree,0.05732,223,2762,0.04865,0.06599
1992,2nd Quintile,Other Degree,0.02842,234,2762,0.02223,0.03462
1992,2nd Quintile,"Dropout, No School Degree",0.01470,126,2762,0.01021,0.01919
1992,2nd Quintile,No School Degree Yet,0.00823,38,2762,0.00486,0.01160
1992,2nd Quintile,No School Attended,0.00244,31,2762,0.00060,0.00427
1992,3rd Quintile,Secondary School Degree,0.43692,1160,2612,0.41790,0.45595
1992,3rd Quintile,Intermediate School Degree,0.20433,707,2612,0.18886,0.21979
1992,3rd Quintile,Technical School Degree,0.02105,49,2612,0.01555,0.02656
1992,3rd Quintile,Upper Secondary Degree,0.07233,252,2612,0.06239,0.08227
1992,3rd Quintile,Other Degree,0.02602,226,2612,0.01992,0.03213
1992,3rd Quintile,"Dropout, No School Degree",0.01619,137,2612,0.01135,0.02103
1992,3rd Quintile,No School Degree Yet,0.01226,48,2612,0.00804,0.01648
1992,3rd Quintile,No School Attended,0.00379,33,2612,0.00143,0.00614
1992,4th Quintile,Secondary School Degree,0.45505,1203,2533,0.43565,0.47445
1992,4th Quintile,Intermediate School Degree,0.21622,630,2533,0.20018,0.23225
1992,4th Quintile,Technical School Degree,0.02403,68,2533,0.01806,0.02999
1992,4th Quintile,Upper Secondary Degree,0.10131,293,2533,0.08956,0.11307
1992,4th Quintile,Other Degree,0.02878,230,2533,0.02227,0.03529
1992,4th Quintile,"Dropout, No School Degree",0.01423,109,2533,0.00962,0.01885
1992,5th Quintile,Secondary School Degree,0.34081,881,2324,0.32153,0.36008
1992,5th Quintile,Intermediate School Degree,0.24348,637,2324,0.22603,0.26093
1992,5th Quintile,Technical School Degree,0.05647,139,2324,0.04708,0.06586
1992,5th Quintile,Upper Secondary Degree,0.20597,500,2324,0.18952,0.22242
1992,5th Quintile,Other Degree,0.01304,96,2324,0.00843,0.01766
1992,5th Quintile,"Dropout, No School Degree",0.00667,38,2324,0.00336,0.00998
1992,5th Quintile,No School Degree Yet,0.01250,33,2324,0.00798,0.01702
1993,1st Quintile,Secondary School Degree,0.47131,1286,2539,0.45189,0.49073
1993,1st Quintile,Intermediate School Degree,0.15386,607,2539,0.13982,0.16789
1993,1st Quintile,Upper Secondary Degree,0.05158,152,2539,0.04297,0.06018
1993,1st Quintile,Other Degree,0.04111,245,2539,0.03339,0.04884
1993,1st Quintile,"Dropout, No School Degree",0.02917,152,2539,0.02262,0.03572
1993,1st Quintile,No School Degree Yet,0.00918,45,2539,0.00547,0.01289
1993,1st Quintile,No School Attended,0.00625,52,2539,0.00318,0.00932
1993,2nd Quintile,Secondary School Degree,0.43646,1272,2732,0.41786,0.45506
1993,2nd Quintile,Intermediate School Degree,0.20253,836,2732,0.18746,0.21760
1993,2nd Quintile,Upper Secondary Degree,0.04952,173,2732,0.04138,0.05765
1993,2nd Quintile,Other Degree,0.02995,228,2732,0.02356,0.03635
1993,2nd Quintile,"Dropout, No School Degree",0.01933,143,2732,0.01417,0.02449
1993,2nd Quintile,No School Degree Yet,0.01101,49,2732,0.00710,0.01492
1993,2nd Quintile,No School Attended,0.00430,31,2732,0.00185,0.00675
1993,3rd Quintile,Secondary School Degree,0.41827,1129,2589,0.39926,0.43727
1993,3rd Quintile,Intermediate School Degree,0.21527,776,2589,0.19944,0.23111
1993,3rd Quintile,Technical School Degree,0.02161,55,2589,0.01600,0.02721
1993,3rd Quintile,Upper Secondary Degree,0.07742,285,2589,0.06712,0.08771
1993,3rd Quintile,Other Degree,0.02567,202,2589,0.01958,0.03177
1993,3rd Quintile,"Dropout, No School Degree",0.01519,106,2589,0.01048,0.01990
1993,3rd Quintile,No School Degree Yet,0.00925,36,2589,0.00556,0.01294
1993,4th Quintile,Secondary School Degree,0.42952,1135,2518,0.41018,0.44886
1993,4th Quintile,Intermediate School Degree,0.22358,693,2518,0.20730,0.23986
1993,4th Quintile,Technical School Degree,0.03153,77,2518,0.02471,0.03836
1993,4th Quintile,Upper Secondary Degree,0.10663,321,2518,0.09457,0.11869
1993,4th Quintile,Other Degree,0.02943,204,2518,0.02283,0.03604
1993,4th Quintile,"Dropout, No School Degree",0.01179,88,2518,0.00757,0.01601
1993,5th Quintile,Secondary School Degree,0.32815,845,2289,0.30891,0.34739
1993,5th Quintile,Intermediate School Degree,0.25438,658,2289,0.23653,0.27222
1993,5th Quintile,Technical School Degree,0.04945,124,2289,0.04057,0.05833
1993,5th Quintile,Upper Secondary Degree,0.21589,528,2289,0.19903,0.23275
1993,5th Quintile,Other Degree,0.01476,94,2289,0.00982,0.01970
1993,5th Quintile,"Dropout, No School Degree",0.00661,40,2289,0.00329,0.00993
1994,1st Quintile,Secondary School Degree,0.46400,1214,2403,0.44406,0.48394
1994,1st Quintile,Intermediate School Degree,0.13739,524,2403,0.12363,0.15116
