year,age_gr,bula_h,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,Schleswig-Holstein,Secondary School Degree,0.69015,68,68,0.57942,0.80088
1984,46-65 y.,Hamburg,Secondary School Degree,0.71533,43,43,0.57886,0.85181
1984,46-65 y.,Lower Saxony,Secondary School Degree,0.75365,242,286,0.70363,0.80368
1984,46-65 y.,Lower Saxony,Intermediate School Degree,0.14138,44,286,0.10093,0.18183
1984,46-65 y.,North Rhine-Westphalia,Secondary School Degree,0.73123,536,857,0.70153,0.76093
1984,46-65 y.,North Rhine-Westphalia,Intermediate School Degree,0.13059,97,857,0.10802,0.15316
1984,46-65 y.,North Rhine-Westphalia,Upper Secondary Degree,0.05831,43,857,0.04261,0.07400
1984,46-65 y.,North Rhine-Westphalia,Other Degree,0.02099,90,857,0.01139,0.03059
1984,46-65 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.02240,91,857,0.01248,0.03231
1984,46-65 y.,Hesse,Secondary School Degree,0.69217,210,349,0.64367,0.74067
1984,46-65 y.,Hesse,Intermediate School Degree,0.15125,47,349,0.11360,0.18889
1984,46-65 y.,Hesse,Other Degree,0.02450,51,349,0.00825,0.04074
1984,46-65 y.,Hesse,"Dropout, No School Degree",0.01925,41,349,0.00481,0.03368
1984,46-65 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.81187,208,208,0.75863,0.86511
1984,46-65 y.,Baden-Wuerttemberg,Secondary School Degree,0.71438,323,596,0.67808,0.75068
1984,46-65 y.,Baden-Wuerttemberg,Intermediate School Degree,0.12371,55,596,0.09726,0.15017
1984,46-65 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.06535,31,596,0.04550,0.08521
1984,46-65 y.,Baden-Wuerttemberg,Other Degree,0.02816,90,596,0.01486,0.04145
1984,46-65 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.02378,97,596,0.01154,0.03602
1984,46-65 y.,Bavaria,Secondary School Degree,0.71187,374,550,0.67399,0.74976
1984,46-65 y.,Bavaria,Intermediate School Degree,0.14911,80,550,0.11932,0.17891
1984,46-65 y.,Bavaria,Upper Secondary Degree,0.06376,34,550,0.04332,0.08420
1984,46-65 y.,Bavaria,Other Degree,0.02035,62,550,0.00854,0.03217
1984,46-65 y.,Berlin,Secondary School Degree,0.63254,63,63,0.51253,0.75255
1984,66 and older,Schleswig-Holstein,Secondary School Degree,0.81327,35,35,0.68228,0.94426
1984,66 and older,Hamburg,Secondary School Degree,0.76015,35,35,0.61663,0.90368
1984,66 and older,Lower Saxony,Secondary School Degree,0.74406,116,116,0.66430,0.82382
1984,66 and older,North Rhine-Westphalia,Secondary School Degree,0.80918,223,254,0.76076,0.85760
1984,66 and older,North Rhine-Westphalia,Intermediate School Degree,0.10795,31,254,0.06971,0.14619
1984,66 and older,Hesse,Secondary School Degree,0.71335,73,73,0.60890,0.81780
1984,66 and older,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.82481,91,91,0.74628,0.90335
1984,66 and older,Baden-Wuerttemberg,Secondary School Degree,0.75260,159,193,0.69157,0.81364
1984,66 and older,Baden-Wuerttemberg,Intermediate School Degree,0.16373,34,193,0.11139,0.21607
1984,66 and older,Bavaria,Secondary School Degree,0.72655,168,203,0.66508,0.78802
1984,66 and older,Bavaria,Intermediate School Degree,0.15742,35,203,0.10719,0.20764
1984,66 and older,Berlin,Secondary School Degree,0.70178,34,34,0.54569,0.85786
1985,17-29 y.,Schleswig-Holstein,Secondary School Degree,0.37131,33,33,0.20390,0.53871
1985,17-29 y.,Lower Saxony,Secondary School Degree,0.34937,106,238,0.28867,0.41007
1985,17-29 y.,Lower Saxony,Intermediate School Degree,0.33452,94,238,0.27445,0.39459
1985,17-29 y.,Lower Saxony,Upper Secondary Degree,0.12278,38,238,0.08100,0.16457
1985,17-29 y.,North Rhine-Westphalia,Secondary School Degree,0.31313,279,836,0.28167,0.34459
1985,17-29 y.,North Rhine-Westphalia,Intermediate School Degree,0.30243,216,836,0.27128,0.33358
1985,17-29 y.,North Rhine-Westphalia,Technical School Degree,0.05952,41,836,0.04348,0.07557
1985,17-29 y.,North Rhine-Westphalia,Upper Secondary Degree,0.16176,121,836,0.13678,0.18673
1985,17-29 y.,North Rhine-Westphalia,Other Degree,0.02410,69,836,0.01370,0.03450
1985,17-29 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.02935,45,836,0.01790,0.04080
1985,17-29 y.,North Rhine-Westphalia,No School Degree Yet,0.08706,65,836,0.06794,0.10619
1985,17-29 y.,Hesse,Secondary School Degree,0.28470,114,283,0.23203,0.33738
1985,17-29 y.,Hesse,Intermediate School Degree,0.32071,78,283,0.26624,0.37519
1985,17-29 y.,Hesse,Upper Secondary Degree,0.21068,51,283,0.16308,0.25827
1985,17-29 y.,Hesse,Other Degree,0.03870,40,283,0.01619,0.06122
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.49749,119,176,0.42341,0.57157
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.26820,57,176,0.20256,0.33384
1985,17-29 y.,Baden-Wuerttemberg,Secondary School Degree,0.41483,275,547,0.37351,0.45616
1985,17-29 y.,Baden-Wuerttemberg,Intermediate School Degree,0.29342,131,547,0.25523,0.33161
1985,17-29 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.09996,44,547,0.07480,0.12511
1985,17-29 y.,Baden-Wuerttemberg,Other Degree,0.03458,55,547,0.01925,0.04991
1985,17-29 y.,Baden-Wuerttemberg,No School Degree Yet,0.08503,42,547,0.06163,0.10842
1985,17-29 y.,Bavaria,Secondary School Degree,0.47070,238,446,0.42432,0.51708
1985,17-29 y.,Bavaria,Intermediate School Degree,0.29701,141,446,0.25455,0.33946
1985,17-29 y.,Bavaria,Upper Secondary Degree,0.12126,67,446,0.09093,0.15158
1985,30-45 y.,Schleswig-Holstein,Secondary School Degree,0.59105,70,103,0.49564,0.68647
1985,30-45 y.,Schleswig-Holstein,Intermediate School Degree,0.25776,33,103,0.17287,0.34264
1985,30-45 y.,Lower Saxony,Secondary School Degree,0.58366,175,320,0.52957,0.63776
1985,30-45 y.,Lower Saxony,Intermediate School Degree,0.22698,69,320,0.18101,0.27294
1985,30-45 y.,Lower Saxony,Upper Secondary Degree,0.11183,36,320,0.07725,0.14642
1985,30-45 y.,Lower Saxony,Other Degree,0.03594,40,320,0.01551,0.05636
1985,30-45 y.,North Rhine-Westphalia,Secondary School Degree,0.55582,433,924,0.52376,0.58787
1985,30-45 y.,North Rhine-Westphalia,Intermediate School Degree,0.17156,138,924,0.14724,0.19588
1985,30-45 y.,North Rhine-Westphalia,Upper Secondary Degree,0.14456,107,924,0.12188,0.16725
1985,30-45 y.,North Rhine-Westphalia,Other Degree,0.04950,160,924,0.03550,0.06349
1985,30-45 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.03083,86,924,0.01968,0.04199
1985,30-45 y.,Hesse,Secondary School Degree,0.51348,123,255,0.45202,0.57495
1985,30-45 y.,Hesse,Intermediate School Degree,0.20424,45,255,0.15466,0.25382
1985,30-45 y.,Hesse,Other Degree,0.08122,87,255,0.04762,0.11481
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.68054,94,94,0.58577,0.77530
1985,30-45 y.,Baden-Wuerttemberg,Secondary School Degree,0.58080,247,593,0.54105,0.62055
1985,30-45 y.,Baden-Wuerttemberg,Intermediate School Degree,0.15717,68,593,0.12785,0.18649
1985,30-45 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.10044,42,593,0.07623,0.12465
1985,30-45 y.,Baden-Wuerttemberg,Other Degree,0.06433,157,593,0.04457,0.08410
1985,30-45 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.03584,79,593,0.02086,0.05081
1985,30-45 y.,Bavaria,Secondary School Degree,0.56579,273,577,0.52532,0.60627
1985,30-45 y.,Bavaria,Intermediate School Degree,0.23171,113,577,0.19725,0.26616
1985,30-45 y.,Bavaria,Upper Secondary Degree,0.08820,46,577,0.06504,0.11136
1985,30-45 y.,Bavaria,Other Degree,0.05711,114,577,0.03816,0.07606
1985,30-45 y.,Bavaria,"Dropout, No School Degree",0.01347,31,577,0.00406,0.02289
1985,30-45 y.,Berlin,Secondary School Degree,0.36418,36,36,0.20476,0.52360
1985,46-65 y.,Schleswig-Holstein,Secondary School Degree,0.70946,67,67,0.59993,0.81900
1985,46-65 y.,Hamburg,Secondary School Degree,0.67903,41,41,0.53435,0.82370
1985,46-65 y.,Lower Saxony,Secondary School Degree,0.74818,229,270,0.69631,0.80006
1985,46-65 y.,Lower Saxony,Intermediate School Degree,0.14337,41,270,0.10149,0.18525
1985,46-65 y.,North Rhine-Westphalia,Secondary School Degree,0.71955,500,814,0.68867,0.75043
1985,46-65 y.,North Rhine-Westphalia,Intermediate School Degree,0.13608,95,814,0.11251,0.15965
1985,46-65 y.,North Rhine-Westphalia,Upper Secondary Degree,0.06286,45,814,0.04618,0.07954
1985,46-65 y.,North Rhine-Westphalia,Other Degree,0.02308,85,814,0.01276,0.03340
1985,46-65 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.02509,89,814,0.01434,0.03585
1985,46-65 y.,Hesse,Secondary School Degree,0.68689,194,325,0.63640,0.73739
1985,46-65 y.,Hesse,Intermediate School Degree,0.15888,45,325,0.11907,0.19869
1985,46-65 y.,Hesse,Other Degree,0.02574,49,325,0.00850,0.04299
1985,46-65 y.,Hesse,"Dropout, No School Degree",0.02021,37,325,0.00489,0.03554
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.82208,197,197,0.76854,0.87562
1985,46-65 y.,Baden-Wuerttemberg,Secondary School Degree,0.71083,299,524,0.67197,0.74968
1985,46-65 y.,Baden-Wuerttemberg,Intermediate School Degree,0.12942,54,524,0.10065,0.15819
1985,46-65 y.,Baden-Wuerttemberg,Other Degree,0.03136,86,524,0.01642,0.04630
1985,46-65 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.02250,85,524,0.00979,0.03521
1985,46-65 y.,Bavaria,Secondary School Degree,0.70079,342,507,0.66089,0.74069
1985,46-65 y.,Bavaria,Intermediate School Degree,0.15598,79,507,0.12436,0.18759
1985,46-65 y.,Bavaria,Upper Secondary Degree,0.06498,32,507,0.04350,0.08645
1985,46-65 y.,Bavaria,Other Degree,0.02156,54,507,0.00891,0.03422
1985,46-65 y.,Berlin,Secondary School Degree,0.59889,55,55,0.46816,0.72962
1985,66 and older,Hamburg,Secondary School Degree,0.73770,33,33,0.58528,0.89011
1985,66 and older,Lower Saxony,Secondary School Degree,0.70511,92,92,0.61142,0.79880
1985,66 and older,North Rhine-Westphalia,Secondary School Degree,0.80404,196,196,0.74833,0.85975
1985,66 and older,Hesse,Secondary School Degree,0.70952,66,66,0.59916,0.81989
1985,66 and older,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.80884,78,78,0.72101,0.89667
1985,66 and older,Baden-Wuerttemberg,Secondary School Degree,0.75435,133,133,0.68092,0.82779
1985,66 and older,Bavaria,Secondary School Degree,0.71086,146,179,0.64426,0.77746
1985,66 and older,Bavaria,Intermediate School Degree,0.16710,33,179,0.11229,0.22190
1986,17-29 y.,Schleswig-Holstein,Secondary School Degree,0.38448,34,34,0.21850,0.55046
1986,17-29 y.,Lower Saxony,Secondary School Degree,0.33618,114,263,0.27897,0.39338
1986,17-29 y.,Lower Saxony,Intermediate School Degree,0.37549,108,263,0.31685,0.43413
1986,17-29 y.,Lower Saxony,Upper Secondary Degree,0.13850,41,263,0.09668,0.18033
1986,17-29 y.,North Rhine-Westphalia,Secondary School Degree,0.30343,264,803,0.27161,0.33524
1986,17-29 y.,North Rhine-Westphalia,Intermediate School Degree,0.30193,210,803,0.27015,0.33370
1986,17-29 y.,North Rhine-Westphalia,Technical School Degree,0.06105,40,803,0.04448,0.07762
1986,17-29 y.,North Rhine-Westphalia,Upper Secondary Degree,0.17164,116,803,0.14554,0.19773
1986,17-29 y.,North Rhine-Westphalia,Other Degree,0.02166,55,803,0.01159,0.03174
1986,17-29 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.03153,43,803,0.01944,0.04362
1986,17-29 y.,North Rhine-Westphalia,No School Degree Yet,0.08957,75,803,0.06981,0.10934
1986,17-29 y.,Hesse,Secondary School Degree,0.28221,106,259,0.22729,0.33713
1986,17-29 y.,Hesse,Intermediate School Degree,0.31539,73,259,0.25869,0.37209
1986,17-29 y.,Hesse,Upper Secondary Degree,0.21344,48,259,0.16344,0.26344
1986,17-29 y.,Hesse,Other Degree,0.03694,32,259,0.01393,0.05996
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.46026,112,171,0.38534,0.53519
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.29835,59,171,0.22957,0.36713
1986,17-29 y.,Baden-Wuerttemberg,Secondary School Degree,0.42036,280,577,0.38005,0.46067
1986,17-29 y.,Baden-Wuerttemberg,Intermediate School Degree,0.30496,142,577,0.26736,0.34256
1986,17-29 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.10233,44,577,0.07758,0.12708
1986,17-29 y.,Baden-Wuerttemberg,Other Degree,0.03347,46,577,0.01878,0.04816
1986,17-29 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.02258,31,577,0.01045,0.03472
1986,17-29 y.,Baden-Wuerttemberg,No School Degree Yet,0.05667,34,577,0.03779,0.07555
1986,17-29 y.,Bavaria,Secondary School Degree,0.47245,224,403,0.42365,0.52126
1986,17-29 y.,Bavaria,Intermediate School Degree,0.24883,113,403,0.20656,0.29109
1986,17-29 y.,Bavaria,Upper Secondary Degree,0.13901,66,403,0.10519,0.17282
1986,30-45 y.,Schleswig-Holstein,Secondary School Degree,0.60482,64,64,0.48409,0.72554
1986,30-45 y.,Lower Saxony,Secondary School Degree,0.58678,158,294,0.53040,0.64316
1986,30-45 y.,Lower Saxony,Intermediate School Degree,0.21240,61,294,0.16557,0.25923
1986,30-45 y.,Lower Saxony,Upper Secondary Degree,0.11913,38,294,0.08204,0.15623
1986,30-45 y.,Lower Saxony,Other Degree,0.03587,37,294,0.01458,0.05716
1986,30-45 y.,North Rhine-Westphalia,Secondary School Degree,0.53565,395,875,0.50258,0.56871
1986,30-45 y.,North Rhine-Westphalia,Intermediate School Degree,0.18224,139,875,0.15665,0.20783
1986,30-45 y.,North Rhine-Westphalia,Upper Secondary Degree,0.15355,118,875,0.12965,0.17745
1986,30-45 y.,North Rhine-Westphalia,Other Degree,0.04813,144,875,0.03394,0.06232
1986,30-45 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.03144,79,875,0.01987,0.04301
1986,30-45 y.,Hesse,Secondary School Degree,0.45774,107,267,0.39786,0.51761
1986,30-45 y.,Hesse,Intermediate School Degree,0.20177,43,267,0.15354,0.25000
1986,30-45 y.,Hesse,Upper Secondary Degree,0.17539,35,267,0.12968,0.22109
1986,30-45 y.,Hesse,Other Degree,0.07045,82,267,0.03969,0.10120
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.66472,99,99,0.57126,0.75819
1986,30-45 y.,Baden-Wuerttemberg,Secondary School Degree,0.54759,228,558,0.50626,0.58893
1986,30-45 y.,Baden-Wuerttemberg,Intermediate School Degree,0.16554,66,558,0.13468,0.19641
1986,30-45 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.12624,48,558,0.09865,0.15382
1986,30-45 y.,Baden-Wuerttemberg,Other Degree,0.06580,147,558,0.04521,0.08639
1986,30-45 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.03532,69,558,0.01999,0.05065
1986,30-45 y.,Bavaria,Secondary School Degree,0.53997,247,519,0.49705,0.58289
1986,30-45 y.,Bavaria,Intermediate School Degree,0.24844,115,519,0.21123,0.28565
1986,30-45 y.,Bavaria,Upper Secondary Degree,0.11035,55,519,0.08337,0.13734
1986,30-45 y.,Bavaria,Other Degree,0.05398,102,519,0.03452,0.07344
1986,30-45 y.,Berlin,Secondary School Degree,0.38377,33,33,0.21527,0.55226
1986,46-65 y.,Schleswig-Holstein,Secondary School Degree,0.69947,61,61,0.58346,0.81549
1986,46-65 y.,Hamburg,Secondary School Degree,0.65792,36,36,0.50075,0.81509
1986,46-65 y.,Lower Saxony,Secondary School Degree,0.72531,224,271,0.67207,0.77855
1986,46-65 y.,Lower Saxony,Intermediate School Degree,0.15425,47,271,0.11116,0.19733
1986,46-65 y.,North Rhine-Westphalia,Secondary School Degree,0.70647,482,806,0.67502,0.73793
1986,46-65 y.,North Rhine-Westphalia,Intermediate School Degree,0.14650,98,806,0.12207,0.17093
1986,46-65 y.,North Rhine-Westphalia,Upper Secondary Degree,0.06242,44,806,0.04570,0.07913
1986,46-65 y.,North Rhine-Westphalia,Other Degree,0.02592,96,806,0.01494,0.03690
1986,46-65 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.02490,86,806,0.01413,0.03566
1986,46-65 y.,Hesse,Secondary School Degree,0.66903,169,286,0.61440,0.72366
1986,46-65 y.,Hesse,Intermediate School Degree,0.17175,40,286,0.12796,0.21554
1986,46-65 y.,Hesse,Other Degree,0.02676,43,286,0.00803,0.04550
1986,46-65 y.,Hesse,"Dropout, No School Degree",0.02164,34,286,0.00475,0.03853
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.81755,199,199,0.76375,0.87135
1986,46-65 y.,Baden-Wuerttemberg,Secondary School Degree,0.70822,302,533,0.66960,0.74685
1986,46-65 y.,Baden-Wuerttemberg,Intermediate School Degree,0.13376,57,533,0.10484,0.16269
1986,46-65 y.,Baden-Wuerttemberg,Other Degree,0.03482,99,533,0.01924,0.05040
1986,46-65 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.01864,75,533,0.00715,0.03014
1986,46-65 y.,Bavaria,Secondary School Degree,0.69707,316,481,0.65596,0.73818
1986,46-65 y.,Bavaria,Intermediate School Degree,0.15475,72,481,0.12240,0.18711
1986,46-65 y.,Bavaria,Upper Secondary Degree,0.07040,31,481,0.04751,0.09328
1986,46-65 y.,Bavaria,Other Degree,0.02523,62,481,0.01120,0.03926
1986,46-65 y.,Berlin,Secondary School Degree,0.60591,58,58,0.47905,0.73277
1986,66 and older,Hamburg,Secondary School Degree,0.75188,31,31,0.59732,0.90644
1986,66 and older,Lower Saxony,Secondary School Degree,0.71054,88,88,0.61524,0.80584
1986,66 and older,North Rhine-Westphalia,Secondary School Degree,0.77289,180,180,0.71152,0.83427
1986,66 and older,Hesse,Secondary School Degree,0.66948,61,61,0.55045,0.78850
1986,66 and older,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.77585,73,73,0.67953,0.87218
1986,66 and older,Baden-Wuerttemberg,Secondary School Degree,0.74651,116,116,0.66700,0.82601
1986,66 and older,Bavaria,Secondary School Degree,0.70485,128,161,0.63418,0.77553
1986,66 and older,Bavaria,Intermediate School Degree,0.17590,33,161,0.11690,0.23489
1987,17-29 y.,Schleswig-Holstein,Secondary School Degree,0.38541,39,39,0.23066,0.54016
1987,17-29 y.,Lower Saxony,Secondary School Degree,0.30050,105,267,0.24540,0.35559
1987,17-29 y.,Lower Saxony,Intermediate School Degree,0.38202,114,267,0.32363,0.44041
1987,17-29 y.,Lower Saxony,Upper Secondary Degree,0.17633,48,267,0.13053,0.22213
1987,17-29 y.,North Rhine-Westphalia,Secondary School Degree,0.29683,256,784,0.26483,0.32883
1987,17-29 y.,North Rhine-Westphalia,Intermediate School Degree,0.28973,202,784,0.25796,0.32151
1987,17-29 y.,North Rhine-Westphalia,Technical School Degree,0.06220,40,784,0.04528,0.07912
1987,17-29 y.,North Rhine-Westphalia,Upper Secondary Degree,0.18686,116,784,0.15955,0.21416
1987,17-29 y.,North Rhine-Westphalia,Other Degree,0.02187,54,784,0.01163,0.03212
1987,17-29 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.02604,34,784,0.01489,0.03720
1987,17-29 y.,North Rhine-Westphalia,No School Degree Yet,0.09285,82,784,0.07252,0.11318
1987,17-29 y.,Hesse,Secondary School Degree,0.29978,111,256,0.24354,0.35601
1987,17-29 y.,Hesse,Intermediate School Degree,0.31486,73,256,0.25785,0.37187
1987,17-29 y.,Hesse,Upper Secondary Degree,0.19113,37,256,0.14287,0.23939
1987,17-29 y.,Hesse,Other Degree,0.03948,35,256,0.01558,0.06338
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.46627,111,167,0.39038,0.54215
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.28883,56,167,0.21988,0.35777
1987,17-29 y.,Baden-Wuerttemberg,Secondary School Degree,0.40574,274,505,0.36287,0.44861
1987,17-29 y.,Baden-Wuerttemberg,Intermediate School Degree,0.32048,141,505,0.27974,0.36123
1987,17-29 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.10757,44,505,0.08052,0.13462
1987,17-29 y.,Baden-Wuerttemberg,Other Degree,0.04139,46,505,0.02400,0.05878
1987,17-29 y.,Bavaria,Secondary School Degree,0.47902,237,411,0.43067,0.52738
1987,17-29 y.,Bavaria,Intermediate School Degree,0.25030,114,411,0.20837,0.29223
1987,17-29 y.,Bavaria,Upper Secondary Degree,0.12921,60,411,0.09674,0.16167
1987,30-45 y.,Schleswig-Holstein,Secondary School Degree,0.55791,57,92,0.45586,0.65995
1987,30-45 y.,Schleswig-Holstein,Intermediate School Degree,0.33020,35,92,0.23357,0.42682
1987,30-45 y.,Lower Saxony,Secondary School Degree,0.58817,151,239,0.52564,0.65069
1987,30-45 y.,Lower Saxony,Intermediate School Degree,0.20637,57,239,0.15496,0.25779
1987,30-45 y.,Lower Saxony,Upper Secondary Degree,0.10559,31,239,0.06655,0.14464
1987,30-45 y.,North Rhine-Westphalia,Secondary School Degree,0.52828,389,870,0.49508,0.56147
1987,30-45 y.,North Rhine-Westphalia,Intermediate School Degree,0.19084,145,870,0.16471,0.21697
1987,30-45 y.,North Rhine-Westphalia,Upper Secondary Degree,0.15036,118,870,0.12660,0.17413
1987,30-45 y.,North Rhine-Westphalia,Other Degree,0.04972,140,870,0.03527,0.06417
