year,bula_h,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Lower Saxony,"Dropout, No School Degree",0.01107,39,1036,0.00470,0.01745
1986,Bremen,Secondary School Degree,0.62644,62,62,0.50504,0.74784
1986,North Rhine-Westphalia,Secondary School Degree,0.46801,1321,2815,0.44958,0.48645
1986,North Rhine-Westphalia,Intermediate School Degree,0.15952,476,2815,0.14599,0.17305
1986,North Rhine-Westphalia,Technical School Degree,0.03102,94,2815,0.02461,0.03743
1986,North Rhine-Westphalia,Upper Secondary Degree,0.09325,289,2815,0.08251,0.10400
1986,North Rhine-Westphalia,Other Degree,0.02328,298,2815,0.01771,0.02885
1986,North Rhine-Westphalia,"Dropout, No School Degree",0.02228,212,2815,0.01682,0.02773
1986,North Rhine-Westphalia,No School Degree Yet,0.01854,75,2815,0.01356,0.02353
1986,North Rhine-Westphalia,No School Attended,0.00335,50,2815,0.00122,0.00549
1986,Hesse,Secondary School Degree,0.44405,443,992,0.41311,0.47498
1986,Hesse,Intermediate School Degree,0.18074,169,992,0.15678,0.20470
1986,Hesse,Technical School Degree,0.03198,32,992,0.02102,0.04293
1986,Hesse,Upper Secondary Degree,0.12446,117,992,0.10390,0.14501
1986,Hesse,Other Degree,0.02983,157,992,0.01924,0.04043
1986,Hesse,"Dropout, No School Degree",0.01655,74,992,0.00861,0.02449
1986,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.58687,483,730,0.55113,0.62262
1986,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.14607,113,730,0.12044,0.17171
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Degree,0.04668,44,730,0.03137,0.06199
1986,"Rhineland-Palatinate, Saarland",Other Degree,0.02016,47,730,0.00995,0.03036
1986,"Rhineland-Palatinate, Saarland","Dropout, No School Degree",0.01933,43,730,0.00933,0.02932
1986,Baden-Wuerttemberg,Secondary School Degree,0.48986,926,1953,0.46768,0.51203
1986,Baden-Wuerttemberg,Intermediate School Degree,0.15908,291,1953,0.14285,0.17530
1986,Baden-Wuerttemberg,Technical School Degree,0.02836,50,1953,0.02099,0.03572
1986,Baden-Wuerttemberg,Upper Secondary Degree,0.07199,131,1953,0.06052,0.08346
1986,Baden-Wuerttemberg,Other Degree,0.03007,293,1953,0.02249,0.03765
1986,Baden-Wuerttemberg,"Dropout, No School Degree",0.01862,177,1953,0.01262,0.02462
1986,Baden-Wuerttemberg,No School Degree Yet,0.01267,34,1953,0.00771,0.01763
1986,Baden-Wuerttemberg,No School Attended,0.00409,51,1953,0.00126,0.00692
1986,Bavaria,Secondary School Degree,0.50107,915,1720,0.47743,0.52471
1986,Bavaria,Intermediate School Degree,0.17199,333,1720,0.15415,0.18983
1986,Bavaria,Technical School Degree,0.02636,53,1720,0.01879,0.03393
1986,Bavaria,Upper Secondary Degree,0.08280,169,1720,0.06977,0.09583
1986,Bavaria,Other Degree,0.02369,187,1720,0.01650,0.03088
1986,Bavaria,"Dropout, No School Degree",0.01207,63,1720,0.00691,0.01723
1986,Berlin,Secondary School Degree,0.42728,143,292,0.37044,0.48412
1986,Berlin,Intermediate School Degree,0.19573,67,292,0.15015,0.24132
1986,Berlin,Upper Secondary Degree,0.12533,42,292,0.08728,0.16337
1986,Berlin,Other Degree,0.02589,40,292,0.00765,0.04414
1987,Schleswig-Holstein,Secondary School Degree,0.48554,182,259,0.42455,0.54652
1987,Schleswig-Holstein,Intermediate School Degree,0.20222,77,259,0.15320,0.25123
1987,Hamburg,Secondary School Degree,0.48170,95,178,0.40809,0.55532
1987,Hamburg,Intermediate School Degree,0.22886,48,178,0.16697,0.29075
1987,Hamburg,Other Degree,0.03396,35,178,0.00728,0.06064
1987,Lower Saxony,Secondary School Degree,0.49122,575,1029,0.46066,0.52178
1987,Lower Saxony,Intermediate School Degree,0.19434,243,1029,0.17015,0.21853
1987,Lower Saxony,Upper Secondary Degree,0.08654,109,1029,0.06935,0.10373
1987,Lower Saxony,Other Degree,0.01840,67,1029,0.01019,0.02662
1987,Lower Saxony,"Dropout, No School Degree",0.01100,35,1029,0.00462,0.01737
1987,Bremen,Secondary School Degree,0.64520,60,60,0.52311,0.76729
1987,North Rhine-Westphalia,Secondary School Degree,0.46993,1308,2775,0.45135,0.48850
1987,North Rhine-Westphalia,Intermediate School Degree,0.15676,472,2775,0.14323,0.17029
1987,North Rhine-Westphalia,Technical School Degree,0.02920,88,2775,0.02294,0.03547
1987,North Rhine-Westphalia,Upper Secondary Degree,0.09508,289,2775,0.08417,0.10600
1987,North Rhine-Westphalia,Other Degree,0.02408,290,2775,0.01837,0.02978
1987,North Rhine-Westphalia,"Dropout, No School Degree",0.02139,201,2775,0.01601,0.02678
1987,North Rhine-Westphalia,No School Degree Yet,0.01881,82,2775,0.01375,0.02387
1987,North Rhine-Westphalia,No School Attended,0.00349,45,2775,0.00130,0.00568
1987,Hesse,Secondary School Degree,0.44529,449,999,0.41446,0.47613
1987,Hesse,Intermediate School Degree,0.17307,166,999,0.14960,0.19654
1987,Hesse,Technical School Degree,0.03350,34,999,0.02233,0.04466
1987,Hesse,Upper Secondary Degree,0.12510,113,999,0.10457,0.14562
1987,Hesse,Other Degree,0.03267,161,999,0.02164,0.04370
1987,Hesse,"Dropout, No School Degree",0.01830,76,999,0.00998,0.02661
1987,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.58915,481,727,0.55336,0.62494
1987,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.14163,108,727,0.11627,0.16699
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Degree,0.05563,51,727,0.03895,0.07230
1987,"Rhineland-Palatinate, Saarland",Other Degree,0.01962,44,727,0.00953,0.02971
1987,"Rhineland-Palatinate, Saarland","Dropout, No School Degree",0.01703,43,727,0.00762,0.02645
1987,Baden-Wuerttemberg,Secondary School Degree,0.48023,913,1901,0.45776,0.50269
1987,Baden-Wuerttemberg,Intermediate School Degree,0.15954,291,1901,0.14307,0.17600
1987,Baden-Wuerttemberg,Technical School Degree,0.03062,49,1901,0.02288,0.03837
1987,Baden-Wuerttemberg,Upper Secondary Degree,0.07210,127,1901,0.06047,0.08373
1987,Baden-Wuerttemberg,Other Degree,0.03367,297,1901,0.02556,0.04178
1987,Baden-Wuerttemberg,"Dropout, No School Degree",0.01886,175,1901,0.01274,0.02497
1987,Baden-Wuerttemberg,No School Attended,0.00440,49,1901,0.00142,0.00737
1987,Bavaria,Secondary School Degree,0.49832,898,1662,0.47427,0.52236
1987,Bavaria,Intermediate School Degree,0.17107,325,1662,0.15296,0.18918
1987,Bavaria,Technical School Degree,0.02498,49,1662,0.01747,0.03248
1987,Bavaria,Upper Secondary Degree,0.08169,159,1662,0.06851,0.09486
1987,Bavaria,Other Degree,0.02558,176,1662,0.01799,0.03317
1987,Bavaria,"Dropout, No School Degree",0.00884,55,1662,0.00434,0.01334
1987,Berlin,Secondary School Degree,0.40694,139,303,0.35153,0.46234
1987,Berlin,Intermediate School Degree,0.20965,74,303,0.16374,0.25556
1987,Berlin,Upper Secondary Degree,0.13285,44,303,0.09457,0.17113
1987,Berlin,Other Degree,0.03316,46,303,0.01296,0.05335
1988,Schleswig-Holstein,Secondary School Degree,0.48190,180,258,0.42081,0.54299
1988,Schleswig-Holstein,Intermediate School Degree,0.19513,78,258,0.14668,0.24358
1988,Hamburg,Secondary School Degree,0.47616,88,131,0.39031,0.56202
1988,Hamburg,Intermediate School Degree,0.23569,43,131,0.16273,0.30866
1988,Lower Saxony,Secondary School Degree,0.48996,538,974,0.45855,0.52137
1988,Lower Saxony,Intermediate School Degree,0.19525,235,974,0.17034,0.22015
1988,Lower Saxony,Upper Secondary Degree,0.08656,102,974,0.06889,0.10423
1988,Lower Saxony,Other Degree,0.01596,63,974,0.00809,0.02384
1988,Lower Saxony,"Dropout, No School Degree",0.01146,36,974,0.00477,0.01815
1988,Bremen,Secondary School Degree,0.60720,61,61,0.48363,0.73078
1988,North Rhine-Westphalia,Secondary School Degree,0.46226,1236,2630,0.44320,0.48132
1988,North Rhine-Westphalia,Intermediate School Degree,0.16169,466,2630,0.14762,0.17576
1988,North Rhine-Westphalia,Technical School Degree,0.03047,91,2630,0.02390,0.03704
1988,North Rhine-Westphalia,Upper Secondary Degree,0.10058,288,2630,0.08908,0.11207
1988,North Rhine-Westphalia,Other Degree,0.02213,264,2630,0.01650,0.02775
1988,North Rhine-Westphalia,"Dropout, No School Degree",0.01906,174,2630,0.01384,0.02429
1988,North Rhine-Westphalia,No School Degree Yet,0.01821,70,2630,0.01310,0.02332
1988,North Rhine-Westphalia,No School Attended,0.00321,41,2630,0.00105,0.00538
1988,Hesse,Secondary School Degree,0.45552,435,921,0.42334,0.48771
1988,Hesse,Intermediate School Degree,0.16670,158,921,0.14262,0.19078
1988,Hesse,Upper Secondary Degree,0.12038,103,921,0.09936,0.14141
1988,Hesse,Other Degree,0.02981,152,921,0.01882,0.04080
1988,Hesse,"Dropout, No School Degree",0.01725,73,921,0.00883,0.02566
1988,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.59221,466,698,0.55572,0.62869
1988,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.14352,100,698,0.11749,0.16954
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Degree,0.05185,49,698,0.03539,0.06831
1988,"Rhineland-Palatinate, Saarland",Other Degree,0.02037,42,698,0.00988,0.03086
1988,"Rhineland-Palatinate, Saarland","Dropout, No School Degree",0.01499,41,698,0.00597,0.02401
1988,Baden-Wuerttemberg,Secondary School Degree,0.48046,880,1825,0.45754,0.50339
1988,Baden-Wuerttemberg,Intermediate School Degree,0.16332,288,1825,0.14635,0.18028
1988,Baden-Wuerttemberg,Technical School Degree,0.02694,42,1825,0.01951,0.03437
1988,Baden-Wuerttemberg,Upper Secondary Degree,0.07781,130,1825,0.06552,0.09010
1988,Baden-Wuerttemberg,Other Degree,0.02956,275,1825,0.02179,0.03733
1988,Baden-Wuerttemberg,"Dropout, No School Degree",0.01748,163,1825,0.01146,0.02349
1988,Baden-Wuerttemberg,No School Attended,0.00393,47,1825,0.00106,0.00681
1988,Bavaria,Secondary School Degree,0.49836,856,1580,0.47369,0.52302
1988,Bavaria,Intermediate School Degree,0.16913,308,1580,0.15064,0.18762
1988,Bavaria,Technical School Degree,0.02532,46,1580,0.01757,0.03307
1988,Bavaria,Upper Secondary Degree,0.08310,144,1580,0.06949,0.09672
1988,Bavaria,Other Degree,0.02427,175,1580,0.01668,0.03186
1988,Bavaria,"Dropout, No School Degree",0.00855,51,1580,0.00401,0.01310
1988,Berlin,Secondary School Degree,0.41809,132,282,0.36041,0.47576
1988,Berlin,Intermediate School Degree,0.20623,68,282,0.15893,0.25354
1988,Berlin,Upper Secondary Degree,0.12170,40,282,0.08347,0.15993
1988,Berlin,Other Degree,0.03278,42,282,0.01196,0.05359
1989,Schleswig-Holstein,Secondary School Degree,0.44994,160,232,0.38579,0.51410
1989,Schleswig-Holstein,Intermediate School Degree,0.18624,72,232,0.13603,0.23644
1989,Hamburg,Secondary School Degree,0.44589,80,123,0.35768,0.53409
1989,Hamburg,Intermediate School Degree,0.24111,43,123,0.16521,0.31702
1989,Lower Saxony,Secondary School Degree,0.49587,518,937,0.46384,0.52790
1989,Lower Saxony,Intermediate School Degree,0.19261,219,937,0.16735,0.21788
1989,Lower Saxony,Upper Secondary Degree,0.09328,103,937,0.07465,0.11191
1989,Lower Saxony,Other Degree,0.01738,60,937,0.00901,0.02575
1989,Lower Saxony,"Dropout, No School Degree",0.01345,37,937,0.00607,0.02083
1989,Bremen,Secondary School Degree,0.52463,59,59,0.39611,0.65316
1989,North Rhine-Westphalia,Secondary School Degree,0.45295,1176,2554,0.43364,0.47226
1989,North Rhine-Westphalia,Intermediate School Degree,0.16140,454,2554,0.14713,0.17567
1989,North Rhine-Westphalia,Technical School Degree,0.03224,92,2554,0.02539,0.03910
1989,North Rhine-Westphalia,Upper Secondary Degree,0.10430,291,2554,0.09244,0.11616
1989,North Rhine-Westphalia,Other Degree,0.02420,261,2554,0.01824,0.03016
1989,North Rhine-Westphalia,"Dropout, No School Degree",0.01853,161,2554,0.01330,0.02376
1989,North Rhine-Westphalia,No School Degree Yet,0.02028,78,2554,0.01481,0.02575
1989,North Rhine-Westphalia,No School Attended,0.00348,41,2554,0.00119,0.00576
1989,Hesse,Secondary School Degree,0.44792,431,944,0.41618,0.47966
1989,Hesse,Intermediate School Degree,0.17222,169,944,0.14812,0.19632
1989,Hesse,Technical School Degree,0.03641,33,944,0.02445,0.04836
1989,Hesse,Upper Secondary Degree,0.11748,100,944,0.09692,0.13803
1989,Hesse,Other Degree,0.02916,138,944,0.01842,0.03990
1989,Hesse,"Dropout, No School Degree",0.01884,73,944,0.01016,0.02751
1989,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.58753,437,658,0.54989,0.62518
1989,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.14586,95,658,0.11887,0.17285
1989,"Rhineland-Palatinate, Saarland",Upper Secondary Degree,0.06264,54,658,0.04411,0.08117
1989,"Rhineland-Palatinate, Saarland",Other Degree,0.01791,37,658,0.00777,0.02805
1989,"Rhineland-Palatinate, Saarland","Dropout, No School Degree",0.01412,35,658,0.00510,0.02314
1989,Baden-Wuerttemberg,Secondary School Degree,0.47568,841,1753,0.45229,0.49906
1989,Baden-Wuerttemberg,Intermediate School Degree,0.16321,277,1753,0.14590,0.18051
1989,Baden-Wuerttemberg,Technical School Degree,0.02810,44,1753,0.02036,0.03584
1989,Baden-Wuerttemberg,Upper Secondary Degree,0.07682,126,1753,0.06435,0.08929
1989,Baden-Wuerttemberg,Other Degree,0.03211,266,1753,0.02386,0.04037
1989,Baden-Wuerttemberg,"Dropout, No School Degree",0.01897,154,1753,0.01258,0.02536
1989,Baden-Wuerttemberg,No School Attended,0.00401,45,1753,0.00105,0.00696
1989,Bavaria,Secondary School Degree,0.48667,821,1574,0.46197,0.51137
1989,Bavaria,Intermediate School Degree,0.16520,295,1574,0.14685,0.18355
1989,Bavaria,Technical School Degree,0.02851,51,1574,0.02029,0.03674
1989,Bavaria,Upper Secondary Degree,0.08880,149,1574,0.07474,0.10286
1989,Bavaria,Other Degree,0.02639,170,1574,0.01846,0.03431
1989,Bavaria,"Dropout, No School Degree",0.00902,52,1574,0.00435,0.01370
1989,Bavaria,No School Degree Yet,0.01668,36,1574,0.01035,0.02301
1989,Berlin,Secondary School Degree,0.41351,129,276,0.35530,0.47171
1989,Berlin,Intermediate School Degree,0.19487,61,276,0.14806,0.24169
1989,Berlin,Upper Secondary Degree,0.13172,42,276,0.09175,0.17169
1989,Berlin,Other Degree,0.04034,44,276,0.01709,0.06360
1990,Schleswig-Holstein,Secondary School Degree,0.47591,154,220,0.40977,0.54206
1990,Schleswig-Holstein,Intermediate School Degree,0.18880,66,220,0.13696,0.24063
1990,Hamburg,Secondary School Degree,0.47133,74,109,0.37719,0.56548
1990,Hamburg,Intermediate School Degree,0.22530,35,109,0.14651,0.30409
1990,Lower Saxony,Secondary School Degree,0.48533,501,916,0.45294,0.51771
1990,Lower Saxony,Intermediate School Degree,0.19634,217,916,0.17060,0.22208
1990,Lower Saxony,Upper Secondary Degree,0.09506,105,916,0.07606,0.11407
1990,Lower Saxony,Other Degree,0.01938,59,916,0.01045,0.02832
1990,Lower Saxony,"Dropout, No School Degree",0.01396,34,916,0.00636,0.02157
1990,Bremen,Secondary School Degree,0.52346,57,57,0.39265,0.65427
1990,North Rhine-Westphalia,Secondary School Degree,0.43599,1145,2490,0.41651,0.45547
1990,North Rhine-Westphalia,Intermediate School Degree,0.16867,453,2490,0.15396,0.18338
1990,North Rhine-Westphalia,Technical School Degree,0.03312,92,2490,0.02609,0.04015
1990,North Rhine-Westphalia,Upper Secondary Degree,0.10403,281,2490,0.09204,0.11603
1990,North Rhine-Westphalia,Other Degree,0.02579,255,2490,0.01956,0.03202
1990,North Rhine-Westphalia,"Dropout, No School Degree",0.02036,162,2490,0.01482,0.02591
1990,North Rhine-Westphalia,No School Degree Yet,0.01551,63,2490,0.01065,0.02036
1990,North Rhine-Westphalia,No School Attended,0.00383,39,2490,0.00140,0.00626
1990,Hesse,Secondary School Degree,0.43811,416,923,0.40608,0.47014
1990,Hesse,Intermediate School Degree,0.17264,169,923,0.14825,0.19704
1990,Hesse,Technical School Degree,0.03382,33,923,0.02215,0.04549
1990,Hesse,Upper Secondary Degree,0.12389,103,923,0.10263,0.14516
1990,Hesse,Other Degree,0.03167,135,923,0.02037,0.04298
1990,Hesse,"Dropout, No School Degree",0.01950,67,923,0.01057,0.02842
1990,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.56995,413,631,0.53129,0.60861
1990,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.13511,90,631,0.10842,0.16180
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Degree,0.06892,54,631,0.04914,0.08870
1990,"Rhineland-Palatinate, Saarland",Other Degree,0.02331,42,631,0.01152,0.03509
1990,"Rhineland-Palatinate, Saarland","Dropout, No School Degree",0.01626,32,631,0.00639,0.02614
1990,Baden-Wuerttemberg,Secondary School Degree,0.46285,835,1731,0.43935,0.48635
1990,Baden-Wuerttemberg,Intermediate School Degree,0.15820,267,1731,0.14101,0.17540
1990,Baden-Wuerttemberg,Technical School Degree,0.02594,42,1731,0.01845,0.03343
1990,Baden-Wuerttemberg,Upper Secondary Degree,0.08605,135,1731,0.07284,0.09927
1990,Baden-Wuerttemberg,Other Degree,0.03566,264,1731,0.02692,0.04439
1990,Baden-Wuerttemberg,"Dropout, No School Degree",0.01986,147,1731,0.01329,0.02644
1990,Baden-Wuerttemberg,No School Attended,0.00381,41,1731,0.00091,0.00671
1990,Bavaria,Secondary School Degree,0.48326,809,1525,0.45818,0.50835
1990,Bavaria,Intermediate School Degree,0.17003,298,1525,0.15117,0.18889
1990,Bavaria,Technical School Degree,0.03005,52,1525,0.02148,0.03862
1990,Bavaria,Upper Secondary Degree,0.08790,149,1525,0.07368,0.10211
1990,Bavaria,Other Degree,0.02699,165,1525,0.01886,0.03513
1990,Bavaria,"Dropout, No School Degree",0.00927,52,1525,0.00446,0.01408
1990,Berlin,Secondary School Degree,0.32203,186,560,0.28330,0.36077
1990,Berlin,Intermediate School Degree,0.25822,214,560,0.22194,0.29450
1990,Berlin,Upper Secondary Degree,0.14588,114,560,0.11661,0.17514
1990,Berlin,Other Degree,0.02737,46,560,0.01385,0.04090
1990,Brandenburg,Secondary School Degree,0.32112,274,704,0.28660,0.35563
1990,Brandenburg,Intermediate School Degree,0.33983,341,704,0.30481,0.37484
1990,Brandenburg,Upper Secondary Degree,0.08537,89,704,0.06471,0.10603
1990,Mecklenburg-Western Pomerania,Secondary School Degree,0.31560,181,480,0.27397,0.35722
1990,Mecklenburg-Western Pomerania,Intermediate School Degree,0.35169,243,480,0.30892,0.39445
