year,rentown,sampreg,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Owner,West,Yes,0.01480,68,4585,0.01130,0.01829
2006,Owner,West,No,0.92947,4517,4585,0.92206,0.93688
2006,Owner,East,Yes,0.07925,95,1138,0.06355,0.09495
2006,Owner,East,No,0.85290,1043,1138,0.83231,0.87349
2006,Tenant,West,Yes,0.10934,491,4374,0.10009,0.11859
2006,Tenant,West,No,0.84309,3883,4374,0.83231,0.85387
2006,Tenant,East,Yes,0.18519,331,1631,0.16633,0.20404
2006,Tenant,East,No,0.76389,1300,1631,0.74327,0.78451
2007,Owner,West,Yes,0.01717,83,4295,0.01328,0.02106
2007,Owner,West,No,0.92532,4212,4295,0.91746,0.93319
2007,Owner,East,Yes,0.07812,100,1088,0.06217,0.09407
2007,Owner,East,No,0.86124,988,1088,0.84069,0.88179
2007,Tenant,West,Yes,0.13158,537,4038,0.12115,0.14200
2007,Tenant,West,No,0.81197,3501,4038,0.79991,0.82402
2007,Tenant,East,Yes,0.21229,358,1549,0.19192,0.23266
2007,Tenant,East,No,0.73622,1191,1549,0.71427,0.75818
2008,Owner,West,Yes,0.01419,64,4049,0.01055,0.01784
2008,Owner,West,No,0.91448,3985,4049,0.90586,0.92309
2008,Owner,East,Yes,0.07759,80,1053,0.06142,0.09375
2008,Owner,East,No,0.86317,973,1053,0.84241,0.88394
2008,Tenant,West,Yes,0.12147,445,3730,0.11098,0.13195
2008,Tenant,West,No,0.82823,3285,3730,0.81613,0.84034
2008,Tenant,East,Yes,0.21273,331,1479,0.19187,0.23359
2008,Tenant,East,No,0.73285,1148,1479,0.71029,0.75540
2009,Owner,West,Yes,0.01383,57,3977,0.01020,0.01746
2009,Owner,West,No,0.98570,3920,3977,0.98201,0.98939
2009,Owner,East,Yes,0.06391,54,1084,0.04934,0.07848
2009,Owner,East,No,0.93609,1030,1084,0.92152,0.95066
2009,Tenant,West,Yes,0.11308,395,3640,0.10279,0.12337
2009,Tenant,West,No,0.88611,3245,3640,0.87579,0.89644
2009,Tenant,East,Yes,0.21041,304,1471,0.18957,0.23125
2009,Tenant,East,No,0.78959,1167,1471,0.76875,0.81043
2010,Owner,West,Yes,0.01305,83,5091,0.00993,0.01616
2010,Owner,West,No,0.98695,5008,5091,0.98384,0.99007
2010,Owner,East,Yes,0.05691,72,1240,0.04401,0.06981
2010,Owner,East,No,0.94309,1168,1240,0.93019,0.95599
2010,Tenant,West,Yes,0.11942,1033,5547,0.11088,0.12795
2010,Tenant,West,No,0.87989,4514,5547,0.87133,0.88844
2010,Tenant,East,Yes,0.19050,517,1918,0.17292,0.20808
2010,Tenant,East,No,0.80904,1401,1918,0.79144,0.82663
2011,Owner,West,Yes,0.00920,88,6179,0.00682,0.01158
2011,Owner,West,No,0.96371,6091,6179,0.95905,0.96838
2011,Owner,East,Yes,0.06166,84,1382,0.04897,0.07434
2011,Owner,East,No,0.91495,1298,1382,0.90024,0.92967
2011,Tenant,West,Yes,0.12335,1208,6485,0.11535,0.13136
2011,Tenant,West,No,0.86255,5277,6485,0.85417,0.87093
2011,Tenant,East,Yes,0.18941,621,2288,0.17336,0.20547
2011,Tenant,East,No,0.78330,1667,2288,0.76641,0.80018
2012,Owner,West,Yes,0.00880,81,6107,0.00646,0.01114
2012,Owner,West,No,0.96995,6026,6107,0.96567,0.97423
2012,Owner,East,Yes,0.06165,78,1339,0.04876,0.07454
2012,Owner,East,No,0.90959,1261,1339,0.89422,0.92495
2012,Tenant,West,Yes,0.11801,1095,6282,0.11003,0.12599
2012,Tenant,West,No,0.86363,5187,6282,0.85515,0.87212
2012,Tenant,East,Yes,0.19233,612,2291,0.17618,0.20847
2012,Tenant,East,No,0.78313,1679,2291,0.76625,0.80001
2013,Owner,West,Yes,0.01034,81,6244,0.00783,0.01285
2013,Owner,West,No,0.96458,6163,6244,0.95999,0.96916
2013,Owner,East,Yes,0.05408,65,1297,0.04176,0.06639
2013,Owner,East,No,0.91479,1232,1297,0.89959,0.92999
2013,Tenant,West,Yes,0.12832,1456,7735,0.12086,0.13577
2013,Tenant,West,No,0.85061,6279,7735,0.84267,0.85856
2013,Tenant,East,Yes,0.18394,591,2275,0.16802,0.19987
2013,Tenant,East,No,0.79444,1684,2275,0.77783,0.81105
2014,Owner,West,Yes,0.01038,88,5750,0.00776,0.01300
2014,Owner,West,No,0.97251,5662,5750,0.96829,0.97674
2014,Owner,East,Yes,0.04629,51,1221,0.03450,0.05808
2014,Owner,East,No,0.93955,1170,1221,0.92617,0.95292
2014,Tenant,West,Yes,0.13345,1231,6577,0.12523,0.14167
2014,Tenant,West,No,0.85246,5346,6577,0.84389,0.86103
2014,Tenant,East,Yes,0.17707,492,2131,0.16086,0.19328
2014,Tenant,East,No,0.81592,1639,2131,0.79946,0.83238
2015,Owner,West,Yes,0.01100,83,5395,0.00821,0.01378
2015,Owner,West,No,0.95803,5312,5395,0.95268,0.96338
2015,Owner,East,Yes,0.04855,45,1153,0.03614,0.06096
2015,Owner,East,No,0.90962,1108,1153,0.89306,0.92618
2015,Tenant,West,Yes,0.13171,1242,6825,0.12369,0.13974
2015,Tenant,West,No,0.84555,5583,6825,0.83697,0.85412
2015,Tenant,East,Yes,0.18433,483,2047,0.16753,0.20113
2015,Tenant,East,No,0.78650,1564,2047,0.76875,0.80426
2016,Owner,West,Yes,0.01077,61,5057,0.00792,0.01361
2016,Owner,West,No,0.97341,4996,5057,0.96898,0.97785
2016,Owner,East,Yes,0.03922,47,1130,0.02789,0.05054
2016,Owner,East,No,0.93695,1083,1130,0.92277,0.95112
2016,Tenant,West,Yes,0.13016,1078,6025,0.12166,0.13865
2016,Tenant,West,No,0.85624,4947,6025,0.84738,0.86510
2016,Tenant,East,Yes,0.18157,414,1895,0.16421,0.19893
2016,Tenant,East,No,0.80363,1481,1895,0.78574,0.82152
2017,Owner,West,Yes,0.00856,69,5671,0.00616,0.01096
2017,Owner,West,No,0.97622,5602,5671,0.97226,0.98019
2017,Owner,East,Yes,0.02305,34,1291,0.01486,0.03124
2017,Owner,East,No,0.95953,1257,1291,0.94878,0.97028
2017,Tenant,West,Yes,0.12711,1577,7768,0.11970,0.13451
2017,Tenant,West,No,0.85805,6191,7768,0.85028,0.86581
2017,Tenant,East,Yes,0.16628,508,2350,0.15122,0.18134
2017,Tenant,East,No,0.81496,1842,2350,0.79926,0.83067
2018,Owner,West,Yes,0.01111,68,5454,0.00832,0.01389
2018,Owner,West,No,0.97793,5386,5454,0.97404,0.98183
2018,Owner,East,No,0.95682,1208,1208,0.94536,0.96829
2018,Tenant,West,Yes,0.12417,2197,8522,0.11716,0.13117
2018,Tenant,West,No,0.86531,6325,8522,0.85806,0.87256
2018,Tenant,East,Yes,0.15616,658,2502,0.14193,0.17038
2018,Tenant,East,No,0.82633,1844,2502,0.81148,0.84118
2019,Owner,West,Yes,0.00742,48,6262,0.00530,0.00955
2019,Owner,West,No,0.98081,6214,6262,0.97741,0.98420
2019,Owner,East,No,0.95666,1504,1504,0.94637,0.96696
2019,Tenant,West,Yes,0.11767,2172,8096,0.11065,0.12469
2019,Tenant,West,No,0.87532,5924,8096,0.86812,0.88251
2019,Tenant,East,Yes,0.14530,572,2338,0.13102,0.15959
2019,Tenant,East,No,0.83374,1766,2338,0.81865,0.84884
2020,Owner,West,Yes,0.00739,49,5505,0.00512,0.00965
2020,Owner,West,No,0.96883,5456,5505,0.96423,0.97342
2020,Owner,East,No,0.96610,1318,1318,0.95633,0.97587
2020,Tenant,West,Yes,0.11134,2483,9758,0.10510,0.11758
2020,Tenant,West,No,0.86775,7275,9758,0.86103,0.87447
2020,Tenant,East,Yes,0.14448,575,2457,0.13057,0.15838
2020,Tenant,East,No,0.83119,1882,2457,0.81638,0.84601
2021,Owner,West,Yes,0.01119,50,4118,0.00798,0.01441
2021,Owner,West,No,0.98115,4068,4118,0.97699,0.98530
2021,Owner,East,No,0.97288,927,927,0.96242,0.98335
2021,Tenant,West,Yes,0.10236,1151,5794,0.09455,0.11017
2021,Tenant,West,No,0.89084,4643,5794,0.88281,0.89887
2021,Tenant,East,Yes,0.10771,305,1622,0.09262,0.12280
2021,Tenant,East,No,0.87955,1317,1622,0.86370,0.89539
2022,Owner,West,Yes,0.00771,46,6239,0.00554,0.00989
2022,Owner,West,No,0.97726,6193,6239,0.97357,0.98096
2022,Owner,East,No,0.97905,1522,1522,0.97185,0.98625
2022,Tenant,West,Yes,0.08459,1039,9611,0.07902,0.09015
2022,Tenant,West,No,0.89824,8572,9611,0.89219,0.90428
2022,Tenant,East,Yes,0.08563,324,2791,0.07524,0.09601
2022,Tenant,East,No,0.88464,2467,2791,0.87279,0.89650
