year,age_gr,plj0104,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,18-29 y.,No,0.6510892480674632,21983,0.6447885302539492,0.6573899658809771
2009,18-29 y.,Yes,0.3489107519325369,21983,0.34261003411902297,0.35521146974605083
2009,30-45 y.,No,0.6313304721030043,21983,0.6249528381565993,0.6377081060494093
2009,30-45 y.,Yes,0.3686695278969957,21983,0.36229189395059064,0.37504716184340076
2009,46-65 y.,No,0.6511259118300031,21983,0.644825347677516,0.6574264759824903
2009,46-65 y.,Yes,0.3488740881699968,21983,0.3425735240175096,0.355174652322484
2009,66 and older,No,0.6916948334138098,21983,0.6855901905939865,0.697799476233633
2009,66 and older,Yes,0.3083051665861902,21983,0.3022005237663669,0.31440980940601354
2014,18-29 y.,No,0.5882215470904417,38694,0.5833177043892588,0.5931253897916247
2014,18-29 y.,Yes,0.41177845290955833,38694,0.4068746102083754,0.41668229561074127
2014,30-45 y.,No,0.5232270963189463,38694,0.5182504686057634,0.5282037240321291
2014,30-45 y.,Yes,0.47677290368105374,38694,0.4717962759678709,0.4817495313942366
2014,46-65 y.,No,0.612326257946342,38694,0.6074715971258134,0.6171809187668705
2014,46-65 y.,Yes,0.387673742053658,38694,0.38281908123312947,0.39252840287418655
2014,66 and older,No,0.6499288473266924,38694,0.6451760934273248,0.65468160122606
2014,66 and older,Yes,0.3500711526733076,38694,0.34531839877393994,0.3548239065726752
2019,18-29 y.,No,0.6130811662726556,42417,0.6084461099137312,0.6177162226315801
2019,18-29 y.,Yes,0.38691883372734437,42417,0.38228377736841984,0.3915538900862689
2019,30-45 y.,No,0.5258716764846362,42417,0.521119703785286,0.5306236491839863
2019,30-45 y.,Yes,0.47412832351536377,42417,0.4693763508160137,0.47888029621471384
2019,46-65 y.,No,0.5832210890898595,42417,0.5785291153339988,0.5879130628457202
2019,46-65 y.,Yes,0.41677891091014047,42417,0.41208693715427974,0.4214708846660012
2019,66 and older,No,0.6402167602090187,42417,0.6356493493453328,0.6447841710727047
2019,66 and older,Yes,0.3597832397909812,42417,0.3552158289272952,0.3643506506546672
