year,plj0104,proportion,n,lower_confidence,upper_confidence
2009,Nein,0.6553414280940181,21983,0.6490588058865759,0.6616240503014602
2009,Ja,0.344658571905982,21983,0.3383759496985399,0.35094119411342406
2014,Nein,0.5872804091616634,38694,0.5823748947417534,0.5921859235815733
2014,Ja,0.41271959083833665,38694,0.40781407641842665,0.41762510525824664
2019,Nein,0.5850910366875901,42417,0.5804021015218083,0.5897799718533719
2019,Ja,0.41490896331240984,42417,0.410220028146628,0.4195978984781917
