year,quintil_oecd,sampreg,plj0104,proportion,n,lower_confidence,upper_confidence
2009,5. Quintil,Westdeutschland,Nein,0.13957892391667595,21983,0.13499773676248647,0.14416011107086543
2009,5. Quintil,Westdeutschland,Ja,0.12125431658683301,21983,0.11693919737926187,0.12556943579440416
2009,4. Quintil,Westdeutschland,Nein,0.11863651553971259,21983,0.11436187786214802,0.12291115321727716
2009,3. Quintil,Westdeutschland,Nein,0.09223571349003008,21983,0.08841056152411401,0.09606086545594615
2009,4. Quintil,Westdeutschland,Ja,0.06355129776094463,21983,0.0603263936992343,0.06677620182265497
2009,2. Quintil,Westdeutschland,Nein,0.060265121978389215,21983,0.05711919756052672,0.06341104639625171
2009,3. Quintil,Ostdeutschland,Nein,0.050685084103820874,21983,0.04778535231589476,0.05358481589174699
2009,3. Quintil,Westdeutschland,Ja,0.04578366937729754,21983,0.04302060303774892,0.04854673571684616
2009,2. Quintil,Ostdeutschland,Nein,0.04567227358805837,21983,0.042912409610230164,0.04843213756588658
2009,4. Quintil,Ostdeutschland,Nein,0.04483680516876462,21983,0.042101103653898686,0.047572506683630555
2009,1. Quintil,Westdeutschland,Nein,0.04444691990642754,21983,0.04172258286689424,0.04717125694596084
2009,2. Quintil,Westdeutschland,Ja,0.03475548624262003,21983,0.03233421777197533,0.03717675471326473
2009,5. Quintil,Ostdeutschland,Nein,0.03046674835691211,21983,0.02819475530773034,0.03273874140609388
2009,1. Quintil,Ostdeutschland,Nein,0.02851732204522669,21983,0.02631700890623434,0.030717635184219043
2009,1. Quintil,Westdeutschland,Ja,0.027236270468976274,21983,0.025084528973668873,0.029388011964283676
2009,4. Quintil,Ostdeutschland,Ja,0.013813077865656678,21983,0.012270179066913382,0.015355976664399975
2009,5. Quintil,Ostdeutschland,Ja,0.013423192603319594,21983,0.011901923821425358,0.01494446138521383
2009,3. Quintil,Ostdeutschland,Ja,0.01119527681853626,21983,0.00980441086668408,0.01258614277038844
2009,2. Quintil,Ostdeutschland,Ja,0.008131892614459173,21983,0.006944661221022871,0.009319124007895474
2009,1. Quintil,Ostdeutschland,Ja,0.005514091567338755,21983,0.004535167749898879,0.00649301538477863
2014,5. Quintil,Westdeutschland,Nein,0.13531243050922837,38694,0.13190417054508646,0.13872069047337027
2014,5. Quintil,Westdeutschland,Ja,0.12293380772366763,38694,0.11966201253133749,0.12620560291599778
2014,4. Quintil,Westdeutschland,Nein,0.11226002520198651,38694,0.109114525027192,0.11540552537678102
2014,3. Quintil,Westdeutschland,Nein,0.08257356756356089,38694,0.07983110690440583,0.08531602822271596
2014,4. Quintil,Westdeutschland,Ja,0.07960862797420502,38694,0.0769115059423033,0.08230575000610675
2014,3. Quintil,Westdeutschland,Ja,0.06400563338521978,38694,0.061566812110061354,0.0664444546603782
