year,plj0104,quintil_oecd,sex,proportion,n,lower_confidence,upper_confidence
2009,Yes,5th Quintile,male,0.19618616677440207,21983,0.19093658723668225,0.20143574631212188
2009,Yes,5th Quintile,female,0.19327731092436976,21983,0.18805737508958867,0.19849724675915084
2009,Yes,4th Quintile,female,0.12330316742081449,21983,0.11895682011649669,0.12764951472513228
2009,Yes,4th Quintile,male,0.10455720749838397,21983,0.10051230086187198,0.10860211413489597
2009,Yes,3rd Quintile,female,0.09082094376212023,21983,0.08702228477309912,0.09461960275114134
2009,Yes,3rd Quintile,male,0.07126696832579185,21983,0.06786600319163197,0.07466793345995174
2009,Yes,2nd Quintile,female,0.07126696832579185,21983,0.06786600319163197,0.07466793345995174
2009,Yes,1st Quintile,female,0.057692307692307696,21983,0.05461005730984384,0.06077455807477155
2009,Yes,2nd Quintile,male,0.053167420814479636,21983,0.05020141509368035,0.056133426535278926
2009,Yes,1st Quintile,male,0.038461538461538464,21983,0.035919341192930845,0.04100373573014608
2009,No,5th Quintile,male,0.13496515383307836,21983,0.13044825649688238,0.13948205116927434
2009,No,4th Quintile,male,0.12842087370389257,21983,0.12399821107249602,0.13284353633528914
2009,No,5th Quintile,female,0.12536121026687064,21983,0.1209838877457392,0.12973853278800207
2009,No,4th Quintile,female,0.12468128505864355,21983,0.12031415291449485,0.12904841720279225
2009,No,3rd Quintile,female,0.11745707972123066,21983,0.11320089852576422,0.12171326091669711
2009,No,3rd Quintile,male,0.10955294917559069,21983,0.10542410323866225,0.11368179511251914
2009,No,2nd Quintile,female,0.08830528641849397,21983,0.08455442808595474,0.0920561447510332
2009,No,2nd Quintile,male,0.06714261431242563,21983,0.06383420418044221,0.07045102444440905
2009,No,1st Quintile,female,0.05966343702192759,21983,0.05653225447942853,0.06279461956442665
2009,No,1st Quintile,male,0.044450110487846334,21983,0.04172568021648176,0.04717454075921091
2014,Yes,5th Quintile,female,0.1633441091954023,38694,0.15966061972513357,0.16702759866567102
2014,Yes,5th Quintile,male,0.15274784482758622,38694,0.14916334846112173,0.1563323411940507
2014,Yes,4th Quintile,female,0.1257183908045977,38694,0.12241500471333047,0.12902177689586494
2014,Yes,3rd Quintile,female,0.1015625,38694,0.09855264977887795,0.10457235022112205
2014,Yes,4th Quintile,male,0.09895833333333333,38694,0.09598301881782084,0.10193364784884582
2014,Yes,2nd Quintile,female,0.09500718390804598,38694,0.09208548777138567,0.09792888004470629
2014,Yes,3rd Quintile,male,0.078125,38694,0.07545097605626619,0.08079902394373381
2014,Yes,2nd Quintile,male,0.06959410919540229,38694,0.06705864942819233,0.07212956896261226
2014,Yes,1st Quintile,female,0.06842672413793104,38694,0.06591104271382855,0.07094240556203352
2014,Yes,1st Quintile,male,0.046515804597701146,38694,0.04441739011100645,0.048614219084395845
2014,No,5th Quintile,male,0.13896251419916697,38694,0.13551588852491575,0.1424091398734182
2014,No,5th Quintile,female,0.13555471412343809,38694,0.13214388214912665,0.13896554609774953
2014,No,4th Quintile,female,0.12602549539315916,38694,0.12271865795232244,0.1293323328339959
2014,No,4th Quintile,male,0.12021961378265808,38694,0.11697913591405856,0.1234600916512576
2014,No,3rd Quintile,female,0.11365644326643948,38694,0.1104939301582177,0.11681895637466125
2014,No,3rd Quintile,male,0.09996213555471413,38694,0.09697343495454445,0.1029508361548838
2014,No,2nd Quintile,female,0.08961252050990787,38694,0.08676654117537322,0.09245849984444252
2014,No,2nd Quintile,male,0.06752492742647986,38694,0.0650246687896684,0.07002518606329133
2014,No,1st Quintile,female,0.06651520888552316,38694,0.06403237101730329,0.06899804675374303
2014,No,1st Quintile,male,0.04196642685851319,38694,0.03996851824664522,0.043964335470381165
2019,Yes,5th Quintile,female,0.23882931188561216,42417,0.2347716959425195,0.2428869278287048
2019,Yes,5th Quintile,male,0.21101429848078643,42417,0.20713121609116192,0.21489738087041094
2019,Yes,4th Quintile,female,0.12622877569258267,42417,0.12306821488181735,0.129389336503348
2019,Yes,4th Quintile,male,0.0975201072386059,42417,0.09469684025630844,0.10034337422090335
2019,Yes,3rd Quintile,female,0.08121090259159965,42417,0.07861133459339291,0.08381047058980638
2019,Yes,2nd Quintile,female,0.06769436997319035,42417,0.06530357945091177,0.07008516049546894
2019,Yes,3rd Quintile,male,0.06367292225201072,42417,0.06134923711926949,0.06599660738475197
2019,Yes,2nd Quintile,male,0.044906166219839144,42417,0.04293527748515319,0.0468770549545251
2019,Yes,1st Quintile,female,0.03932082216264522,42417,0.037471184838215946,0.0411704594870745
2019,Yes,1st Quintile,male,0.029602323503127793,42417,0.02798936248712009,0.031215284519135494
2019,No,5th Quintile,female,0.20093321668124817,42417,0.19711989446168318,0.20474653890081315
2019,No,5th Quintile,male,0.2006415864683581,42417,0.1968303372480277,0.20445283568868852
2019,No,4th Quintile,female,0.14202391367745698,42417,0.13870187697392944,0.14534595038098452
2019,No,4th Quintile,male,0.12226596675415573,42417,0.11914836699780074,0.12538356651051072
2019,No,3rd Quintile,female,0.09405074365704287,42417,0.09127282739534244,0.0968286599187433
2019,No,3rd Quintile,male,0.07560513269174686,42417,0.07308924935079858,0.07812101603269514
2019,No,2nd Quintile,female,0.05759696704578594,42417,0.055379770252763395,0.05981416383880849
2019,No,2nd Quintile,male,0.041484397783610384,42417,0.03958669547914563,0.04338210008807514
2019,No,1st Quintile,female,0.03696412948381452,42417,0.03516857920761086,0.038759679760018186
2019,No,1st Quintile,male,0.0284339457567804,42417,0.02685218488444204,0.03001570662911876
