year,age_gr,bula_h,plj0589,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,Schleswig-Holstein,Seldom,0.23049,49,125,0.15636,0.30462
2013,17-29 y.,Schleswig-Holstein,Never,0.42409,76,125,0.33710,0.51108
2013,17-29 y.,Hamburg,Never,0.40104,36,36,0.23866,0.56341
2013,17-29 y.,Lower Saxony,Sometimes,0.11068,48,350,0.07776,0.14360
2013,17-29 y.,Lower Saxony,Seldom,0.20781,106,350,0.16524,0.25038
2013,17-29 y.,Lower Saxony,Never,0.41166,196,350,0.36003,0.46329
2013,17-29 y.,North Rhine-Westphalia,Sometimes,0.06205,70,737,0.04462,0.07948
2013,17-29 y.,North Rhine-Westphalia,Seldom,0.19580,222,737,0.16713,0.22447
2013,17-29 y.,North Rhine-Westphalia,Never,0.44493,445,737,0.40903,0.48084
2013,17-29 y.,Hesse,Seldom,0.15128,61,183,0.09922,0.20334
2013,17-29 y.,Hesse,Never,0.41719,122,183,0.34555,0.48882
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23643,63,172,0.17274,0.30011
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.39979,109,172,0.32637,0.47321
2013,17-29 y.,Baden-Wuerttemberg,Sometimes,0.05645,42,407,0.03400,0.07890
2013,17-29 y.,Baden-Wuerttemberg,Seldom,0.22623,112,407,0.18553,0.26693
2013,17-29 y.,Baden-Wuerttemberg,Never,0.40336,253,407,0.35564,0.45107
2013,17-29 y.,Bavaria,Sometimes,0.07407,59,556,0.05228,0.09585
2013,17-29 y.,Bavaria,Seldom,0.21780,153,556,0.18346,0.25214
2013,17-29 y.,Bavaria,Never,0.43641,344,556,0.39515,0.47767
2013,17-29 y.,Berlin,Seldom,0.19537,35,113,0.12194,0.26879
2013,17-29 y.,Berlin,Never,0.39898,78,113,0.30829,0.48967
2013,17-29 y.,Brandenburg,Seldom,0.20692,32,82,0.11870,0.29514
2013,17-29 y.,Brandenburg,Never,0.44666,50,82,0.33839,0.55492
2013,17-29 y.,Saxony,Seldom,0.32149,68,196,0.25593,0.38704
2013,17-29 y.,Saxony,Never,0.48801,128,196,0.41786,0.55817
2013,17-29 y.,Saxony-Anhalt,Never,0.42455,63,63,0.30152,0.54759
2013,17-29 y.,Thuringa,Seldom,0.33413,42,107,0.24434,0.42393
2013,17-29 y.,Thuringa,Never,0.43243,65,107,0.33812,0.52674
2013,30-45 y.,Schleswig-Holstein,Sometimes,0.10482,43,292,0.06963,0.14002
2013,30-45 y.,Schleswig-Holstein,Seldom,0.32315,101,292,0.26942,0.37689
2013,30-45 y.,Schleswig-Holstein,Never,0.36637,148,292,0.31101,0.42173
2013,30-45 y.,Hamburg,Never,0.55569,100,100,0.45780,0.65357
2013,30-45 y.,Lower Saxony,Sometimes,0.05651,65,710,0.03952,0.07351
2013,30-45 y.,Lower Saxony,Seldom,0.23085,203,710,0.19983,0.26186
2013,30-45 y.,Lower Saxony,Never,0.52819,442,710,0.49144,0.56494
2013,30-45 y.,Bremen,Never,0.33240,38,38,0.18061,0.48419
2013,30-45 y.,North Rhine-Westphalia,Often,0.03425,76,1600,0.02533,0.04316
2013,30-45 y.,North Rhine-Westphalia,Sometimes,0.09838,191,1600,0.08378,0.11298
2013,30-45 y.,North Rhine-Westphalia,Seldom,0.20960,415,1600,0.18965,0.22955
2013,30-45 y.,North Rhine-Westphalia,Never,0.45183,918,1600,0.42743,0.47622
2013,30-45 y.,Hesse,Sometimes,0.08421,60,549,0.06096,0.10746
2013,30-45 y.,Hesse,Seldom,0.21858,156,549,0.18398,0.25319
2013,30-45 y.,Hesse,Never,0.48611,333,549,0.44426,0.52796
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.07661,42,388,0.05011,0.10311
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.26748,108,388,0.22338,0.31158
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.45982,238,388,0.41016,0.50947
2013,30-45 y.,Baden-Wuerttemberg,Sometimes,0.04932,84,983,0.03578,0.06287
2013,30-45 y.,Baden-Wuerttemberg,Seldom,0.19241,255,983,0.16775,0.21706
2013,30-45 y.,Baden-Wuerttemberg,Never,0.50295,644,983,0.47168,0.53422
2013,30-45 y.,Bavaria,Often,0.02872,31,1254,0.01947,0.03797
2013,30-45 y.,Bavaria,Sometimes,0.07676,125,1254,0.06202,0.09150
2013,30-45 y.,Bavaria,Seldom,0.23213,337,1254,0.20875,0.25550
2013,30-45 y.,Bavaria,Never,0.47016,761,1254,0.44252,0.49780
2013,30-45 y.,Berlin,Seldom,0.21046,89,247,0.15952,0.26141
2013,30-45 y.,Berlin,Never,0.46929,158,247,0.40693,0.53165
2013,30-45 y.,Brandenburg,Sometimes,0.15862,41,254,0.11361,0.20364
2013,30-45 y.,Brandenburg,Seldom,0.32656,83,254,0.26878,0.38435
2013,30-45 y.,Brandenburg,Never,0.36050,130,254,0.30133,0.41966
2013,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.40279,66,134,0.31944,0.48615
2013,30-45 y.,Mecklenburg-Western Pomerania,Never,0.39585,68,134,0.31274,0.47896
2013,30-45 y.,Saxony,Sometimes,0.11226,53,513,0.08492,0.13961
2013,30-45 y.,Saxony,Seldom,0.32069,158,513,0.28026,0.36112
2013,30-45 y.,Saxony,Never,0.50133,302,513,0.45802,0.54464
2013,30-45 y.,Saxony-Anhalt,Sometimes,0.13697,53,283,0.09684,0.17710
2013,30-45 y.,Saxony-Anhalt,Seldom,0.22074,76,283,0.17233,0.26915
2013,30-45 y.,Saxony-Anhalt,Never,0.50652,154,283,0.44816,0.56487
2013,30-45 y.,Thuringa,Seldom,0.28013,85,236,0.22271,0.33754
2013,30-45 y.,Thuringa,Never,0.51318,151,236,0.44928,0.57709
2013,46-65 y.,Schleswig-Holstein,Seldom,0.32004,89,247,0.26174,0.37834
2013,46-65 y.,Schleswig-Holstein,Never,0.55388,158,247,0.49177,0.61600
2013,46-65 y.,Hamburg,Never,0.52159,78,78,0.41001,0.63317
2013,46-65 y.,Lower Saxony,Often,0.04702,37,837,0.03267,0.06137
2013,46-65 y.,Lower Saxony,Sometimes,0.09000,81,837,0.07060,0.10940
2013,46-65 y.,Lower Saxony,Seldom,0.29698,261,837,0.26600,0.32795
2013,46-65 y.,Lower Saxony,Never,0.49335,458,837,0.45946,0.52724
2013,46-65 y.,Bremen,Never,0.60233,36,36,0.44019,0.76447
2013,46-65 y.,North Rhine-Westphalia,Often,0.03819,60,1757,0.02923,0.04716
2013,46-65 y.,North Rhine-Westphalia,Sometimes,0.09649,165,1757,0.08268,0.11030
2013,46-65 y.,North Rhine-Westphalia,Seldom,0.24216,462,1757,0.22212,0.26219
2013,46-65 y.,North Rhine-Westphalia,Never,0.54256,1070,1757,0.51926,0.56586
2013,46-65 y.,Hesse,Sometimes,0.08520,62,645,0.06364,0.10676
2013,46-65 y.,Hesse,Seldom,0.26030,191,645,0.22641,0.29419
2013,46-65 y.,Hesse,Never,0.52002,392,645,0.48143,0.55861
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.09532,49,504,0.06965,0.12098
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.25370,133,504,0.21567,0.29172
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.55874,322,504,0.51534,0.60213
2013,46-65 y.,Baden-Wuerttemberg,Often,0.03642,37,1003,0.02482,0.04802
2013,46-65 y.,Baden-Wuerttemberg,Sometimes,0.08248,83,1003,0.06545,0.09951
2013,46-65 y.,Baden-Wuerttemberg,Seldom,0.27863,274,1003,0.25087,0.30639
2013,46-65 y.,Baden-Wuerttemberg,Never,0.51277,609,1003,0.48182,0.54372
2013,46-65 y.,Bavaria,Often,0.04470,58,1383,0.03380,0.05559
2013,46-65 y.,Bavaria,Sometimes,0.09075,138,1383,0.07561,0.10590
2013,46-65 y.,Bavaria,Seldom,0.26157,368,1383,0.23840,0.28474
2013,46-65 y.,Bavaria,Never,0.52653,819,1383,0.50020,0.55285
2013,46-65 y.,Berlin,Sometimes,0.17465,50,324,0.13324,0.21605
2013,46-65 y.,Berlin,Seldom,0.27842,101,324,0.22954,0.32730
2013,46-65 y.,Berlin,Never,0.45007,173,324,0.39582,0.50433
2013,46-65 y.,Brandenburg,Sometimes,0.10227,40,363,0.07106,0.13349
2013,46-65 y.,Brandenburg,Seldom,0.29451,125,363,0.24756,0.34147
2013,46-65 y.,Brandenburg,Never,0.46945,198,363,0.41804,0.52086
2013,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.38599,74,186,0.31584,0.45614
2013,46-65 y.,Mecklenburg-Western Pomerania,Never,0.40981,112,186,0.33894,0.48068
2013,46-65 y.,Saxony,Sometimes,0.13708,80,554,0.10841,0.16574
2013,46-65 y.,Saxony,Seldom,0.26630,148,554,0.22946,0.30315
2013,46-65 y.,Saxony,Never,0.50043,326,554,0.45876,0.54211
2013,46-65 y.,Saxony-Anhalt,Sometimes,0.10448,38,329,0.07137,0.13758
2013,46-65 y.,Saxony-Anhalt,Seldom,0.29198,105,329,0.24277,0.34118
2013,46-65 y.,Saxony-Anhalt,Never,0.51953,186,329,0.46546,0.57360
2013,46-65 y.,Thuringa,Sometimes,0.12011,43,337,0.08535,0.15487
2013,46-65 y.,Thuringa,Seldom,0.33653,125,337,0.28601,0.38706
2013,46-65 y.,Thuringa,Never,0.40749,169,337,0.35495,0.46003
2013,66 and older,Schleswig-Holstein,Seldom,0.31055,49,155,0.23747,0.38363
2013,66 and older,Schleswig-Holstein,Never,0.54982,106,155,0.47124,0.62839
2013,66 and older,Hamburg,Never,0.69240,73,73,0.58580,0.79900
2013,66 and older,Lower Saxony,Sometimes,0.09754,35,468,0.07063,0.12445
2013,66 and older,Lower Saxony,Seldom,0.22882,105,468,0.19072,0.26692
2013,66 and older,Lower Saxony,Never,0.61171,328,468,0.56751,0.65592
2013,66 and older,North Rhine-Westphalia,Sometimes,0.08729,69,913,0.06897,0.10561
2013,66 and older,North Rhine-Westphalia,Seldom,0.26984,240,913,0.24103,0.29865
2013,66 and older,North Rhine-Westphalia,Never,0.61030,604,913,0.57865,0.64195
2013,66 and older,Hesse,Seldom,0.20739,65,246,0.15662,0.25816
2013,66 and older,Hesse,Never,0.58356,181,246,0.52183,0.64529
2013,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.20432,50,247,0.15393,0.25470
2013,66 and older,"Rhineland-Palatinate, Saarland",Never,0.64869,197,247,0.58903,0.70834
2013,66 and older,Baden-Wuerttemberg,Sometimes,0.09580,51,518,0.07043,0.12117
