year,bula_h,plj0589,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Schleswig-Holstein,Often,0.03040,33,895,0.01915,0.04166
2013,Schleswig-Holstein,Sometimes,0.07226,86,895,0.05528,0.08923
2013,Schleswig-Holstein,Seldom,0.25675,288,895,0.22812,0.28539
2013,Schleswig-Holstein,Never,0.41523,488,895,0.38293,0.44753
2013,Hamburg,Seldom,0.17237,80,367,0.13368,0.21107
2013,Hamburg,Never,0.50534,287,367,0.45412,0.55657
2013,Lower Saxony,Often,0.03077,89,2417,0.02389,0.03766
2013,Lower Saxony,Sometimes,0.07562,229,2417,0.06508,0.08616
2013,Lower Saxony,Seldom,0.21212,675,2417,0.19582,0.22842
2013,Lower Saxony,Never,0.44157,1424,2417,0.42177,0.46137
2013,Bremen,Seldom,0.24973,49,156,0.18158,0.31787
2013,Bremen,Never,0.37359,107,156,0.29744,0.44975
2013,North Rhine-Westphalia,Very often,0.00626,45,5088,0.00409,0.00843
2013,North Rhine-Westphalia,Often,0.02513,172,5088,0.02083,0.02943
2013,North Rhine-Westphalia,Sometimes,0.07479,495,5088,0.06756,0.08202
2013,North Rhine-Westphalia,Seldom,0.19525,1339,5088,0.18436,0.20615
2013,North Rhine-Westphalia,Never,0.43562,3037,5088,0.42200,0.44925
2013,Hesse,Often,0.03623,62,1729,0.02742,0.04504
2013,Hesse,Sometimes,0.07250,166,1729,0.06028,0.08473
2013,Hesse,Seldom,0.18600,473,1729,0.16765,0.20434
2013,Hesse,Never,0.42860,1028,1729,0.40526,0.45193
2013,"Rhineland-Palatinate, Saarland",Often,0.03117,49,1397,0.02206,0.04029
2013,"Rhineland-Palatinate, Saarland",Sometimes,0.06509,128,1397,0.05215,0.07803
2013,"Rhineland-Palatinate, Saarland",Seldom,0.20558,354,1397,0.18438,0.22678
2013,"Rhineland-Palatinate, Saarland",Never,0.44566,866,1397,0.41959,0.47174
2013,Baden-Wuerttemberg,Often,0.02706,100,2974,0.02123,0.03289
