year,bula_h,plj0589,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Baden-Wuerttemberg,Sometimes,0.06140,260,2974,0.05277,0.07002
2013,Baden-Wuerttemberg,Seldom,0.21482,789,2974,0.20005,0.22958
2013,Baden-Wuerttemberg,Never,0.41731,1825,2974,0.39958,0.43503
2013,Bavaria,Very often,0.00876,45,4008,0.00588,0.01165
2013,Bavaria,Often,0.02846,124,4008,0.02331,0.03361
2013,Bavaria,Sometimes,0.07013,383,4008,0.06222,0.07803
2013,Bavaria,Seldom,0.20789,1052,4008,0.19533,0.22046
2013,Bavaria,Never,0.43888,2404,4008,0.42351,0.45424
2013,Berlin,Often,0.02476,38,964,0.01495,0.03458
2013,Berlin,Sometimes,0.11691,115,964,0.09662,0.13720
2013,Berlin,Seldom,0.20637,279,964,0.18081,0.23193
2013,Berlin,Never,0.41057,532,964,0.37950,0.44164
2013,Brandenburg,Often,0.04098,52,1001,0.02870,0.05327
2013,Brandenburg,Sometimes,0.12664,145,1001,0.10603,0.14726
2013,Brandenburg,Seldom,0.25140,316,1001,0.22451,0.27828
2013,Brandenburg,Never,0.38376,488,1001,0.35362,0.41390
2013,Mecklenburg-Western Pomerania,Often,0.05081,36,576,0.03286,0.06877
2013,Mecklenburg-Western Pomerania,Sometimes,0.11042,73,576,0.08481,0.13604
2013,Mecklenburg-Western Pomerania,Seldom,0.31785,207,576,0.27979,0.35591
2013,Mecklenburg-Western Pomerania,Never,0.34737,260,576,0.30845,0.38628
2013,Saxony,Often,0.03964,64,1685,0.03032,0.04896
2013,Saxony,Sometimes,0.10251,196,1685,0.08802,0.11700
2013,Saxony,Seldom,0.25646,464,1685,0.23560,0.27731
2013,Saxony,Never,0.44076,961,1685,0.41704,0.46447
2013,Saxony-Anhalt,Often,0.04409,40,949,0.03102,0.05716
2013,Saxony-Anhalt,Sometimes,0.09294,126,949,0.07446,0.11143
2013,Saxony-Anhalt,Seldom,0.23122,259,949,0.20438,0.25805
2013,Saxony-Anhalt,Never,0.45453,524,949,0.42283,0.48622
2013,Thuringa,Often,0.04438,43,970,0.03141,0.05734
2013,Thuringa,Sometimes,0.10717,108,970,0.08769,0.12665
2013,Thuringa,Seldom,0.27082,313,970,0.24284,0.29880
2013,Thuringa,Never,0.40597,506,970,0.37505,0.43689
2019,Lower Saxony,Never,0.00065,33,33,-0.00816,0.00946
2019,North Rhine-Westphalia,Never,0.00032,33,33,-0.00584,0.00647
2020,Lower Saxony,Never,0.00101,36,36,-0.00951,0.01153
2020,North Rhine-Westphalia,Often,0.00029,40,396,-0.00139,0.00197
2020,North Rhine-Westphalia,Sometimes,0.00053,94,396,-0.00174,0.00281
2020,North Rhine-Westphalia,Seldom,0.00096,140,396,-0.00209,0.00401
2020,North Rhine-Westphalia,Never,0.00121,122,396,-0.00222,0.00464
2020,Berlin,Never,0.00109,36,36,-0.00984,0.01203
2021,Schleswig-Holstein,Often,0.04220,51,828,0.02850,0.05590
2021,Schleswig-Holstein,Sometimes,0.06755,100,828,0.05044,0.08465
2021,Schleswig-Holstein,Seldom,0.27289,235,828,0.24253,0.30325
2021,Schleswig-Holstein,Never,0.38316,442,828,0.35003,0.41630
2021,Hamburg,Sometimes,0.12038,49,415,0.08903,0.15172
2021,Hamburg,Seldom,0.19041,110,415,0.15259,0.22823
2021,Hamburg,Never,0.46971,256,415,0.42163,0.51779
2021,Lower Saxony,Very often,0.00560,39,1920,0.00226,0.00894
2021,Lower Saxony,Often,0.04139,125,1920,0.03248,0.05030
2021,Lower Saxony,Sometimes,0.09857,247,1920,0.08523,0.11190
2021,Lower Saxony,Seldom,0.24914,541,1920,0.22979,0.26849
2021,Lower Saxony,Never,0.42763,968,1920,0.40549,0.44976
2021,Bremen,Seldom,0.32016,43,116,0.23489,0.40543
2021,Bremen,Never,0.42910,73,116,0.33863,0.51956
2021,North Rhine-Westphalia,Very often,0.01794,121,4224,0.01394,0.02194
2021,North Rhine-Westphalia,Often,0.05654,295,4224,0.04957,0.06350
2021,North Rhine-Westphalia,Sometimes,0.09611,563,4224,0.08722,0.10500
2021,North Rhine-Westphalia,Seldom,0.23138,1085,4224,0.21866,0.24409
2021,North Rhine-Westphalia,Never,0.42809,2160,4224,0.41317,0.44302
2021,Hesse,Very often,0.01136,46,1339,0.00568,0.01703
2021,Hesse,Often,0.05713,91,1339,0.04470,0.06957
2021,Hesse,Sometimes,0.11023,191,1339,0.09345,0.12701
2021,Hesse,Seldom,0.27547,364,1339,0.25153,0.29941
2021,Hesse,Never,0.39114,647,1339,0.36499,0.41728
2021,"Rhineland-Palatinate, Saarland",Often,0.05158,72,995,0.03783,0.06533
2021,"Rhineland-Palatinate, Saarland",Sometimes,0.08733,147,995,0.06977,0.10488
2021,"Rhineland-Palatinate, Saarland",Seldom,0.29140,300,995,0.26315,0.31965
2021,"Rhineland-Palatinate, Saarland",Never,0.39448,476,995,0.36409,0.42486
2021,Baden-Wuerttemberg,Very often,0.01288,52,2181,0.00815,0.01761
2021,Baden-Wuerttemberg,Often,0.03331,112,2181,0.02578,0.04084
2021,Baden-Wuerttemberg,Sometimes,0.10534,277,2181,0.09246,0.11823
2021,Baden-Wuerttemberg,Seldom,0.26467,652,2181,0.24616,0.28319
2021,Baden-Wuerttemberg,Never,0.40594,1088,2181,0.38532,0.42655
2021,Bavaria,Very often,0.01191,60,2878,0.00794,0.01587
2021,Bavaria,Often,0.04008,181,2878,0.03291,0.04725
2021,Bavaria,Sometimes,0.12174,367,2878,0.10979,0.13369
2021,Bavaria,Seldom,0.24352,759,2878,0.22784,0.25920
2021,Bavaria,Never,0.40877,1511,2878,0.39081,0.42674
2021,Berlin,Often,0.04938,67,911,0.03531,0.06346
2021,Berlin,Sometimes,0.07522,114,911,0.05809,0.09236
2021,Berlin,Seldom,0.25156,242,911,0.22337,0.27975
2021,Berlin,Never,0.43377,488,911,0.40157,0.46597
2021,Brandenburg,Often,0.03677,37,695,0.02277,0.05077
2021,Brandenburg,Sometimes,0.08975,88,695,0.06848,0.11101
2021,Brandenburg,Seldom,0.29163,202,695,0.25781,0.32544
2021,Brandenburg,Never,0.39755,368,695,0.36114,0.43396
2021,Mecklenburg-Western Pomerania,Often,0.05511,31,403,0.03280,0.07741
2021,Mecklenburg-Western Pomerania,Sometimes,0.10059,45,403,0.07119,0.12999
2021,Mecklenburg-Western Pomerania,Seldom,0.27030,120,403,0.22688,0.31371
2021,Mecklenburg-Western Pomerania,Never,0.41336,207,403,0.36522,0.46150
2021,Saxony,Often,0.05191,63,1150,0.03908,0.06474
2021,Saxony,Sometimes,0.08996,124,1150,0.07342,0.10651
2021,Saxony,Seldom,0.25455,336,1150,0.22936,0.27974
2021,Saxony,Never,0.42974,627,1150,0.40111,0.45836
2021,Saxony-Anhalt,Often,0.04283,39,590,0.02648,0.05918
2021,Saxony-Anhalt,Sometimes,0.10184,60,590,0.07741,0.12626
2021,Saxony-Anhalt,Seldom,0.31614,198,590,0.27859,0.35369
2021,Saxony-Anhalt,Never,0.36144,293,590,0.32264,0.40024
2021,Thuringa,Often,0.05765,47,623,0.03934,0.07597
2021,Thuringa,Sometimes,0.09329,67,623,0.07044,0.11615
2021,Thuringa,Seldom,0.25227,178,623,0.21814,0.28641
2021,Thuringa,Never,0.39313,331,623,0.35474,0.43152
