year,age_gr,quintil_oecd,plj0589,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,1st Quintile,Often,0.03825,54,1089,0.02685,0.04965
2013,17-29 y.,1st Quintile,Sometimes,0.14881,171,1089,0.12766,0.16996
2013,17-29 y.,1st Quintile,Seldom,0.25138,318,1089,0.22560,0.27715
2013,17-29 y.,1st Quintile,Never,0.43642,546,1089,0.40695,0.46588
2013,17-29 y.,2nd Quintile,Sometimes,0.08465,84,747,0.06467,0.10462
2013,17-29 y.,2nd Quintile,Seldom,0.24979,230,747,0.21873,0.28086
2013,17-29 y.,2nd Quintile,Never,0.49646,433,747,0.46058,0.53234
2013,17-29 y.,3rd Quintile,Sometimes,0.10960,63,646,0.08549,0.13371
2013,17-29 y.,3rd Quintile,Seldom,0.27190,202,646,0.23756,0.30623
2013,17-29 y.,3rd Quintile,Never,0.51057,381,646,0.47199,0.54915
2013,17-29 y.,4th Quintile,Sometimes,0.03353,33,555,0.01854,0.04852
2013,17-29 y.,4th Quintile,Seldom,0.25825,152,555,0.22181,0.29470
2013,17-29 y.,4th Quintile,Never,0.59647,370,555,0.55561,0.63732
2013,17-29 y.,5th Quintile,Sometimes,0.07111,34,422,0.04656,0.09566
2013,17-29 y.,5th Quintile,Seldom,0.28793,118,422,0.24468,0.33118
2013,17-29 y.,5th Quintile,Never,0.49437,270,422,0.44661,0.54213
2013,30-45 y.,1st Quintile,Very often,0.03101,49,1767,0.02292,0.03909
2013,30-45 y.,1st Quintile,Often,0.08798,132,1767,0.07477,0.10119
2013,30-45 y.,1st Quintile,Sometimes,0.15644,313,1767,0.13950,0.17339
2013,30-45 y.,1st Quintile,Seldom,0.27767,529,1767,0.25679,0.29856
2013,30-45 y.,1st Quintile,Never,0.42766,744,1767,0.40459,0.45074
2013,30-45 y.,2nd Quintile,Often,0.05236,65,1753,0.04193,0.06280
2013,30-45 y.,2nd Quintile,Sometimes,0.11976,210,1753,0.10456,0.13497
2013,30-45 y.,2nd Quintile,Seldom,0.31363,528,1753,0.29190,0.33536
2013,30-45 y.,2nd Quintile,Never,0.48894,950,1753,0.46553,0.51234
2013,30-45 y.,3rd Quintile,Often,0.03834,41,1554,0.02879,0.04789
2013,30-45 y.,3rd Quintile,Sometimes,0.08602,142,1554,0.07208,0.09997
2013,30-45 y.,3rd Quintile,Seldom,0.29009,427,1554,0.26752,0.31266
2013,30-45 y.,3rd Quintile,Never,0.56774,944,1554,0.54310,0.59238
2013,30-45 y.,4th Quintile,Sometimes,0.09056,103,1478,0.07592,0.10520
2013,30-45 y.,4th Quintile,Seldom,0.26430,384,1478,0.24181,0.28679
2013,30-45 y.,4th Quintile,Never,0.62126,991,1478,0.59652,0.64600
2013,30-45 y.,5th Quintile,Sometimes,0.07189,87,1350,0.05811,0.08567
2013,30-45 y.,5th Quintile,Seldom,0.25582,307,1350,0.23254,0.27911
2013,30-45 y.,5th Quintile,Never,0.64113,956,1350,0.61553,0.66673
2013,46-65 y.,1st Quintile,Very often,0.05126,65,1427,0.03982,0.06271
2013,46-65 y.,1st Quintile,Often,0.13366,167,1427,0.11600,0.15133
2013,46-65 y.,1st Quintile,Sometimes,0.20762,259,1427,0.18657,0.22867
2013,46-65 y.,1st Quintile,Seldom,0.23165,368,1427,0.20975,0.25355
2013,46-65 y.,1st Quintile,Never,0.35820,568,1427,0.33331,0.38308
2013,46-65 y.,2nd Quintile,Often,0.04093,64,1344,0.03033,0.05153
2013,46-65 y.,2nd Quintile,Sometimes,0.13118,158,1344,0.11313,0.14924
2013,46-65 y.,2nd Quintile,Seldom,0.31884,408,1344,0.29392,0.34377
2013,46-65 y.,2nd Quintile,Never,0.48171,714,1344,0.45498,0.50843
2013,46-65 y.,3rd Quintile,Often,0.04584,58,1603,0.03560,0.05608
2013,46-65 y.,3rd Quintile,Sometimes,0.10852,164,1603,0.09329,0.12375
2013,46-65 y.,3rd Quintile,Seldom,0.28330,451,1603,0.26123,0.30537
2013,46-65 y.,3rd Quintile,Never,0.54093,930,1603,0.51653,0.56533
2013,46-65 y.,4th Quintile,Often,0.02445,34,1893,0.01749,0.03141
2013,46-65 y.,4th Quintile,Sometimes,0.07261,141,1893,0.06092,0.08430
2013,46-65 y.,4th Quintile,Seldom,0.31257,571,1893,0.29168,0.33345
2013,46-65 y.,4th Quintile,Never,0.57210,1147,1893,0.54980,0.59439
2013,46-65 y.,5th Quintile,Sometimes,0.06485,165,2606,0.05540,0.07431
2013,46-65 y.,5th Quintile,Seldom,0.27502,694,2606,0.25788,0.29217
2013,46-65 y.,5th Quintile,Never,0.63979,1747,2606,0.62135,0.65822
2013,66 and older,1st Quintile,Often,0.07099,49,800,0.05318,0.08880
2013,66 and older,1st Quintile,Sometimes,0.13775,107,800,0.11385,0.16164
2013,66 and older,1st Quintile,Seldom,0.25558,212,800,0.22533,0.28582
2013,66 and older,1st Quintile,Never,0.50866,432,800,0.47399,0.54332
2013,66 and older,2nd Quintile,Often,0.03884,38,1202,0.02792,0.04977
2013,66 and older,2nd Quintile,Sometimes,0.10094,125,1202,0.08390,0.11798
2013,66 and older,2nd Quintile,Seldom,0.23344,296,1202,0.20951,0.25736
2013,66 and older,2nd Quintile,Never,0.61001,743,1202,0.58242,0.63759
2013,66 and older,3rd Quintile,Often,0.03335,34,1036,0.02241,0.04429
2013,66 and older,3rd Quintile,Sometimes,0.08453,79,1036,0.06758,0.10148
2013,66 and older,3rd Quintile,Seldom,0.29538,279,1036,0.26759,0.32318
2013,66 and older,3rd Quintile,Never,0.56687,644,1036,0.53669,0.59706
2013,66 and older,4th Quintile,Sometimes,0.08304,61,833,0.06429,0.10179
2013,66 and older,4th Quintile,Seldom,0.25744,212,833,0.22773,0.28715
2013,66 and older,4th Quintile,Never,0.61603,560,833,0.58299,0.64908
2013,66 and older,5th Quintile,Sometimes,0.06220,54,969,0.04698,0.07741
2013,66 and older,5th Quintile,Seldom,0.28826,250,969,0.25973,0.31680
2013,66 and older,5th Quintile,Never,0.63120,665,969,0.60081,0.66160
2021,17-29 y.,1st Quintile,Very often,0.02354,56,1221,0.01503,0.03205
2021,17-29 y.,1st Quintile,Often,0.07804,113,1221,0.06298,0.09309
2021,17-29 y.,1st Quintile,Sometimes,0.18293,256,1221,0.16124,0.20463
2021,17-29 y.,1st Quintile,Seldom,0.28892,328,1221,0.26348,0.31435
2021,17-29 y.,1st Quintile,Never,0.37105,468,1221,0.34395,0.39816
2021,17-29 y.,2nd Quintile,Often,0.09213,53,600,0.06897,0.11529
2021,17-29 y.,2nd Quintile,Sometimes,0.20362,128,600,0.17138,0.23587
2021,17-29 y.,2nd Quintile,Seldom,0.26798,181,600,0.23251,0.30345
2021,17-29 y.,2nd Quintile,Never,0.31077,238,600,0.27371,0.34783
2021,17-29 y.,3rd Quintile,Often,0.06552,39,455,0.04276,0.08828
2021,17-29 y.,3rd Quintile,Sometimes,0.11445,71,455,0.08516,0.14373
2021,17-29 y.,3rd Quintile,Seldom,0.32438,151,455,0.28132,0.36744
2021,17-29 y.,3rd Quintile,Never,0.39276,194,455,0.34784,0.43769
2021,17-29 y.,4th Quintile,Sometimes,0.14781,74,425,0.11403,0.18160
2021,17-29 y.,4th Quintile,Seldom,0.32903,167,425,0.28430,0.37375
2021,17-29 y.,4th Quintile,Never,0.42141,184,425,0.37441,0.46841
2021,17-29 y.,5th Quintile,Sometimes,0.14411,54,298,0.10417,0.18406
2021,17-29 y.,5th Quintile,Seldom,0.31435,106,298,0.26155,0.36715
2021,17-29 y.,5th Quintile,Never,0.44200,138,298,0.38551,0.49848
2021,30-45 y.,1st Quintile,Very often,0.05696,100,1633,0.04572,0.06820
2021,30-45 y.,1st Quintile,Often,0.08891,195,1633,0.07510,0.10272
2021,30-45 y.,1st Quintile,Sometimes,0.17548,314,1633,0.15702,0.19393
2021,30-45 y.,1st Quintile,Seldom,0.27548,354,1633,0.25380,0.29715
2021,30-45 y.,1st Quintile,Never,0.39356,670,1633,0.36986,0.41726
2021,30-45 y.,2nd Quintile,Very often,0.02691,34,1022,0.01699,0.03684
2021,30-45 y.,2nd Quintile,Often,0.10127,88,1022,0.08277,0.11978
2021,30-45 y.,2nd Quintile,Sometimes,0.11348,153,1022,0.09403,0.13294
2021,30-45 y.,2nd Quintile,Seldom,0.36102,302,1022,0.33156,0.39048
2021,30-45 y.,2nd Quintile,Never,0.39574,445,1022,0.36574,0.42573
2021,30-45 y.,3rd Quintile,Often,0.06743,62,831,0.05037,0.08449
2021,30-45 y.,3rd Quintile,Sometimes,0.11845,104,831,0.09647,0.14044
2021,30-45 y.,3rd Quintile,Seldom,0.34165,258,831,0.30938,0.37391
2021,30-45 y.,3rd Quintile,Never,0.46603,407,831,0.43210,0.49997
2021,30-45 y.,4th Quintile,Often,0.04795,35,784,0.03299,0.06292
2021,30-45 y.,4th Quintile,Sometimes,0.12945,103,784,0.10593,0.15296
2021,30-45 y.,4th Quintile,Seldom,0.29069,230,784,0.25889,0.32250
2021,30-45 y.,4th Quintile,Never,0.50392,416,784,0.46890,0.53894
2021,30-45 y.,5th Quintile,Often,0.02575,32,812,0.01485,0.03665
2021,30-45 y.,5th Quintile,Sometimes,0.12741,80,812,0.10446,0.15036
2021,30-45 y.,5th Quintile,Seldom,0.29667,222,812,0.26523,0.32811
2021,30-45 y.,5th Quintile,Never,0.54467,478,812,0.51039,0.57894
2021,46-65 y.,1st Quintile,Very often,0.03379,67,1243,0.02374,0.04384
2021,46-65 y.,1st Quintile,Often,0.14121,148,1243,0.12184,0.16057
2021,46-65 y.,1st Quintile,Sometimes,0.14263,214,1243,0.12318,0.16208
2021,46-65 y.,1st Quintile,Seldom,0.27880,288,1243,0.25387,0.30374
2021,46-65 y.,1st Quintile,Never,0.39732,526,1243,0.37011,0.42454
2021,46-65 y.,2nd Quintile,Often,0.07940,87,1097,0.06339,0.09540
2021,46-65 y.,2nd Quintile,Sometimes,0.12101,125,1097,0.10170,0.14032
2021,46-65 y.,2nd Quintile,Seldom,0.32359,331,1097,0.29589,0.35128
2021,46-65 y.,2nd Quintile,Never,0.44119,554,1097,0.41179,0.47059
2021,46-65 y.,3rd Quintile,Often,0.04768,56,1092,0.03504,0.06033
2021,46-65 y.,3rd Quintile,Sometimes,0.11222,120,1092,0.09349,0.13095
2021,46-65 y.,3rd Quintile,Seldom,0.32906,348,1092,0.30117,0.35694
