year,age_gr,quintil_oecd,plj0589,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,46-65 y.,3rd Quintile,Never,0.49253,568,1092,0.46287,0.52220
2021,46-65 y.,4th Quintile,Often,0.03320,44,1364,0.02369,0.04271
2021,46-65 y.,4th Quintile,Sometimes,0.08502,95,1364,0.07022,0.09983
2021,46-65 y.,4th Quintile,Seldom,0.28989,384,1364,0.26580,0.31397
2021,46-65 y.,4th Quintile,Never,0.57959,841,1364,0.55338,0.60579
2021,46-65 y.,5th Quintile,Often,0.02089,56,2305,0.01505,0.02673
2021,46-65 y.,5th Quintile,Sometimes,0.08021,139,2305,0.06911,0.09130
2021,46-65 y.,5th Quintile,Seldom,0.28211,581,2305,0.26374,0.30049
2021,46-65 y.,5th Quintile,Never,0.60863,1529,2305,0.58871,0.62856
2021,66 and older,1st Quintile,Often,0.06430,46,614,0.04488,0.08371
2021,66 and older,1st Quintile,Sometimes,0.16029,90,614,0.13125,0.18934
2021,66 and older,1st Quintile,Seldom,0.31538,180,614,0.27860,0.35216
2021,66 and older,1st Quintile,Never,0.43587,298,614,0.39662,0.47513
2021,66 and older,2nd Quintile,Often,0.03859,32,811,0.02532,0.05185
2021,66 and older,2nd Quintile,Sometimes,0.07671,60,811,0.05839,0.09504
2021,66 and older,2nd Quintile,Seldom,0.34349,290,811,0.31078,0.37619
2021,66 and older,2nd Quintile,Never,0.52470,429,811,0.49031,0.55909
2021,66 and older,3rd Quintile,Sometimes,0.10883,55,601,0.08392,0.13375
2021,66 and older,3rd Quintile,Seldom,0.27729,187,601,0.24147,0.31311
2021,66 and older,3rd Quintile,Never,0.56021,359,601,0.52049,0.59993
2021,66 and older,4th Quintile,Sometimes,0.08456,43,610,0.06246,0.10665
2021,66 and older,4th Quintile,Seldom,0.31727,173,610,0.28031,0.35424
2021,66 and older,4th Quintile,Never,0.56912,394,610,0.52979,0.60845
2021,66 and older,5th Quintile,Sometimes,0.06920,58,840,0.05203,0.08638
2021,66 and older,5th Quintile,Seldom,0.25456,225,840,0.22508,0.28404
2021,66 and older,5th Quintile,Never,0.64255,557,840,0.61012,0.67498
