year,quintil_oecd,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Daily,0.61070,1479,1821,0.58830,0.63311
1990,1st Quintile,At least once per week,0.11108,283,1821,0.09665,0.12552
1990,1st Quintile,Seldom,0.02751,59,1821,0.01999,0.03502
1990,2nd Quintile,Daily,0.64474,1539,1838,0.62285,0.66662
1990,2nd Quintile,At least once per week,0.07575,227,1838,0.06365,0.08785
1990,2nd Quintile,Seldom,0.03534,72,1838,0.02690,0.04379
1990,3rd Quintile,Daily,0.64813,1501,1854,0.62639,0.66987
1990,3rd Quintile,At least once per week,0.12215,292,1854,0.10724,0.13706
1990,3rd Quintile,Seldom,0.02411,61,1854,0.01712,0.03109
1990,4th Quintile,Daily,0.69858,1501,1916,0.67802,0.71913
1990,4th Quintile,At least once per week,0.14025,320,1916,0.12469,0.15580
1990,4th Quintile,At least once per month,0.01711,33,1916,0.01130,0.02291
1990,4th Quintile,Seldom,0.02510,62,1916,0.01809,0.03210
1990,5th Quintile,Daily,0.68002,1384,1804,0.65849,0.70155
1990,5th Quintile,At least once per week,0.15326,300,1804,0.13663,0.16989
1990,5th Quintile,At least once per month,0.02178,41,1804,0.01505,0.02852
1990,5th Quintile,Seldom,0.03813,79,1804,0.02929,0.04697
1995,1st Quintile,Daily,0.62735,2163,2521,0.60848,0.64623
1995,1st Quintile,At least once per week,0.06843,225,2521,0.05857,0.07828
1995,1st Quintile,At least once per month,0.01411,35,2521,0.00951,0.01872
1995,1st Quintile,Seldom,0.02248,64,2521,0.01669,0.02827
1995,1st Quintile,Never,0.01064,34,2521,0.00663,0.01465
1995,2nd Quintile,Daily,0.68988,2493,2810,0.67277,0.70698
1995,2nd Quintile,At least once per week,0.06538,250,2810,0.05624,0.07452
1995,2nd Quintile,Seldom,0.01618,67,2810,0.01152,0.02085
1995,3rd Quintile,Daily,0.67586,2295,2647,0.65803,0.69370
1995,3rd Quintile,At least once per week,0.09110,287,2647,0.08013,0.10206
