year,quintil_oecd,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,3rd Quintile,Seldom,0.01978,65,2647,0.01447,0.02508
1995,4th Quintile,Daily,0.72176,2243,2618,0.70459,0.73893
1995,4th Quintile,At least once per week,0.10526,335,2618,0.09350,0.11702
1995,4th Quintile,Seldom,0.01488,40,2618,0.01024,0.01952
1995,5th Quintile,Daily,0.71391,1959,2450,0.69601,0.73181
1995,5th Quintile,At least once per week,0.12783,365,2450,0.11461,0.14105
1995,5th Quintile,At least once per month,0.01320,38,2450,0.00868,0.01772
1995,5th Quintile,Seldom,0.03104,88,2450,0.02417,0.03790
1998,1st Quintile,Daily,0.65131,2047,2304,0.63185,0.67077
1998,1st Quintile,At least once per week,0.05790,162,2304,0.04836,0.06744
1998,1st Quintile,Seldom,0.01864,57,2304,0.01311,0.02416
1998,1st Quintile,Never,0.01796,38,2304,0.01254,0.02339
1998,2nd Quintile,Daily,0.67670,2244,2502,0.65837,0.69504
1998,2nd Quintile,At least once per week,0.06359,204,2502,0.05403,0.07315
1998,2nd Quintile,Seldom,0.01643,54,2502,0.01144,0.02141
1998,3rd Quintile,Daily,0.72029,2220,2492,0.70267,0.73792
1998,3rd Quintile,At least once per week,0.06990,223,2492,0.05989,0.07991
1998,3rd Quintile,Seldom,0.01417,49,2492,0.00953,0.01882
1998,4th Quintile,Daily,0.73005,2181,2528,0.71274,0.74736
1998,4th Quintile,At least once per week,0.09065,287,2528,0.07946,0.10185
1998,4th Quintile,Seldom,0.02260,60,2528,0.01680,0.02839
1998,5th Quintile,Daily,0.70910,1821,2232,0.69025,0.72794
1998,5th Quintile,At least once per week,0.13430,349,2232,0.12015,0.14845
1998,5th Quintile,Seldom,0.02583,62,2232,0.01924,0.03241
2003,1st Quintile,Daily,0.69562,3004,3387,0.68012,0.71111
2003,1st Quintile,At least once per week,0.05274,235,3387,0.04521,0.06027
2003,1st Quintile,At least once per month,0.00887,37,3387,0.00572,0.01203
2003,1st Quintile,Seldom,0.01470,52,3387,0.01064,0.01875
2003,1st Quintile,Never,0.01535,59,3387,0.01121,0.01949
2003,2nd Quintile,Daily,0.72286,3495,3838,0.70869,0.73702
2003,2nd Quintile,At least once per week,0.04554,246,3838,0.03894,0.05213
2003,2nd Quintile,Seldom,0.01049,51,3838,0.00726,0.01371
2003,2nd Quintile,Never,0.00923,46,3838,0.00620,0.01226
2003,3rd Quintile,Daily,0.71655,3629,4116,0.70278,0.73032
2003,3rd Quintile,At least once per week,0.07154,353,4116,0.06367,0.07942
2003,3rd Quintile,At least once per month,0.01003,45,4116,0.00699,0.01308
2003,3rd Quintile,Seldom,0.00916,45,4116,0.00625,0.01208
2003,3rd Quintile,Never,0.01006,44,4116,0.00701,0.01310
2003,4th Quintile,Daily,0.73587,3800,4409,0.72286,0.74889
2003,4th Quintile,At least once per week,0.08722,448,4409,0.07889,0.09555
2003,4th Quintile,At least once per month,0.00804,38,4409,0.00540,0.01067
2003,4th Quintile,Seldom,0.01497,82,4409,0.01139,0.01856
2003,4th Quintile,Never,0.01015,41,4409,0.00719,0.01311
2003,5th Quintile,Daily,0.73388,5110,6312,0.72297,0.74478
2003,5th Quintile,At least once per week,0.11709,900,6312,0.10915,0.12502
2003,5th Quintile,At least once per month,0.00974,65,6312,0.00732,0.01216
2003,5th Quintile,Seldom,0.02076,162,6312,0.01724,0.02427
2003,5th Quintile,Never,0.01294,75,6312,0.01015,0.01573
2008,1st Quintile,Daily,0.66258,2522,3003,0.64567,0.67950
2008,1st Quintile,At least once per week,0.07862,294,3003,0.06899,0.08825
2008,1st Quintile,At least once per month,0.01318,46,3003,0.00910,0.01726
2008,1st Quintile,Seldom,0.02381,80,3003,0.01835,0.02926
2008,1st Quintile,Never,0.02050,61,3003,0.01543,0.02557
2008,2nd Quintile,Daily,0.71061,2932,3347,0.69524,0.72598
2008,2nd Quintile,At least once per week,0.06713,267,3347,0.05865,0.07561
2008,2nd Quintile,At least once per month,0.00846,41,3347,0.00535,0.01156
2008,2nd Quintile,Seldom,0.01432,60,3347,0.01029,0.01834
2008,2nd Quintile,Never,0.00880,47,3347,0.00564,0.01197
2008,3rd Quintile,Daily,0.71074,3222,3733,0.69619,0.72529
2008,3rd Quintile,At least once per week,0.08170,380,3733,0.07291,0.09049
2008,3rd Quintile,At least once per month,0.01189,43,3733,0.00842,0.01537
2008,3rd Quintile,Seldom,0.01826,88,3733,0.01397,0.02256
2008,4th Quintile,Daily,0.71452,3286,3922,0.70039,0.72866
2008,4th Quintile,At least once per week,0.10089,454,3922,0.09147,0.11032
2008,4th Quintile,At least once per month,0.01330,60,3922,0.00971,0.01689
2008,4th Quintile,Seldom,0.01766,82,3922,0.01353,0.02178
2008,4th Quintile,Never,0.00985,40,3922,0.00675,0.01294
2008,5th Quintile,Daily,0.70349,4123,5225,0.69111,0.71588
2008,5th Quintile,At least once per week,0.14773,850,5225,0.13811,0.15735
2008,5th Quintile,At least once per month,0.01229,81,5225,0.00931,0.01528
2008,5th Quintile,Seldom,0.02034,125,5225,0.01651,0.02416
2008,5th Quintile,Never,0.01011,46,5225,0.00739,0.01282
2013,1st Quintile,Daily,0.64972,4126,5130,0.63667,0.66278
2013,1st Quintile,At least once per week,0.09795,655,5130,0.08982,0.10609
2013,1st Quintile,At least once per month,0.01323,81,5130,0.01010,0.01636
2013,1st Quintile,Seldom,0.02414,176,5130,0.01994,0.02834
2013,1st Quintile,Never,0.01719,92,5130,0.01363,0.02074
2013,2nd Quintile,Daily,0.68194,4138,5146,0.66922,0.69467
2013,2nd Quintile,At least once per week,0.08899,668,5146,0.08121,0.09677
2013,2nd Quintile,At least once per month,0.01410,89,5146,0.01088,0.01732
2013,2nd Quintile,Seldom,0.02588,189,5146,0.02154,0.03022
2013,2nd Quintile,Never,0.01112,62,5146,0.00825,0.01398
2013,3rd Quintile,Daily,0.68139,3857,4891,0.66833,0.69445
2013,3rd Quintile,At least once per week,0.10905,750,4891,0.10031,0.11778
2013,3rd Quintile,At least once per month,0.01382,101,4891,0.01055,0.01709
2013,3rd Quintile,Seldom,0.02183,131,4891,0.01773,0.02593
2013,3rd Quintile,Never,0.00857,52,4891,0.00599,0.01116
2013,4th Quintile,Daily,0.66587,3697,4856,0.65261,0.67914
2013,4th Quintile,At least once per week,0.13441,849,4856,0.12481,0.14400
2013,4th Quintile,At least once per month,0.02203,124,4856,0.01790,0.02616
2013,4th Quintile,Seldom,0.02427,146,4856,0.01994,0.02860
2013,4th Quintile,Never,0.01167,40,4856,0.00865,0.01469
2013,5th Quintile,Daily,0.66728,3985,5433,0.65475,0.67981
2013,5th Quintile,At least once per week,0.16663,1060,5433,0.15672,0.17654
2013,5th Quintile,At least once per month,0.02469,166,5433,0.02057,0.02882
2013,5th Quintile,Seldom,0.02435,173,5433,0.02025,0.02844
2013,5th Quintile,Never,0.00752,49,5433,0.00523,0.00982
2019,1st Quintile,Daily,0.60683,3464,4396,0.59239,0.62127
2019,1st Quintile,At least once per week,0.10150,593,4396,0.09257,0.11043
2019,1st Quintile,At least once per month,0.01031,80,4396,0.00732,0.01329
2019,1st Quintile,Seldom,0.02457,181,4396,0.01999,0.02915
2019,1st Quintile,Never,0.01533,78,4396,0.01169,0.01896
2019,2nd Quintile,Daily,0.65443,3799,4761,0.64092,0.66794
2019,2nd Quintile,At least once per week,0.10897,642,4761,0.10012,0.11782
2019,2nd Quintile,At least once per month,0.01354,76,4761,0.01025,0.01682
2019,2nd Quintile,Seldom,0.02984,188,4761,0.02500,0.03467
2019,2nd Quintile,Never,0.01056,56,4761,0.00766,0.01346
2019,3rd Quintile,Daily,0.65422,3490,4506,0.64033,0.66811
2019,3rd Quintile,At least once per week,0.12216,702,4506,0.11260,0.13172
2019,3rd Quintile,At least once per month,0.01901,100,4506,0.01502,0.02300
2019,3rd Quintile,Seldom,0.03062,162,4506,0.02559,0.03565
2019,3rd Quintile,Never,0.01161,52,4506,0.00848,0.01473
2019,4th Quintile,Daily,0.65119,3242,4265,0.63689,0.66550
2019,4th Quintile,At least once per week,0.15397,752,4265,0.14313,0.16480
2019,4th Quintile,At least once per month,0.01416,72,4265,0.01062,0.01771
2019,4th Quintile,Seldom,0.02901,155,4265,0.02398,0.03405
2019,4th Quintile,Never,0.00587,44,4265,0.00357,0.00816
2019,5th Quintile,Daily,0.65437,3430,4778,0.64088,0.66785
2019,5th Quintile,At least once per week,0.17120,1011,4778,0.16052,0.18188
2019,5th Quintile,At least once per month,0.02497,123,4778,0.02054,0.02939
2019,5th Quintile,Seldom,0.03294,160,4778,0.02787,0.03800
2019,5th Quintile,Never,0.01364,54,4778,0.01035,0.01693
2021,1st Quintile,Daily,0.56819,2299,3190,0.55099,0.58538
2021,1st Quintile,At least once per week,0.11741,557,3190,0.10624,0.12859
2021,1st Quintile,At least once per month,0.01887,80,3190,0.01415,0.02359
2021,1st Quintile,Seldom,0.04227,179,3190,0.03528,0.04925
2021,1st Quintile,Never,0.01776,75,3190,0.01318,0.02234
2021,2nd Quintile,Daily,0.62979,2547,3388,0.61353,0.64605
2021,2nd Quintile,At least once per week,0.12242,597,3388,0.11138,0.13345
2021,2nd Quintile,At least once per month,0.01680,70,3388,0.01247,0.02112
2021,2nd Quintile,Seldom,0.02771,123,3388,0.02218,0.03324
2021,2nd Quintile,Never,0.01117,51,3388,0.00763,0.01471
2021,3rd Quintile,Daily,0.59509,2175,3010,0.57755,0.61263
2021,3rd Quintile,At least once per week,0.15599,612,3010,0.14302,0.16895
2021,3rd Quintile,At least once per month,0.01806,77,3010,0.01330,0.02282
2021,3rd Quintile,Seldom,0.03421,101,3010,0.02772,0.04071
2021,3rd Quintile,Never,0.01567,45,3010,0.01123,0.02010
2021,4th Quintile,Daily,0.61396,2308,3239,0.59719,0.63072
2021,4th Quintile,At least once per week,0.18662,694,3239,0.17320,0.20004
2021,4th Quintile,At least once per month,0.01695,85,3239,0.01250,0.02140
2021,4th Quintile,Seldom,0.02868,107,3239,0.02293,0.03442
2021,4th Quintile,Never,0.01397,45,3239,0.00992,0.01801
2021,5th Quintile,Daily,0.59575,2782,4303,0.58109,0.61042
2021,5th Quintile,At least once per week,0.21370,1112,4303,0.20145,0.22595
2021,5th Quintile,At least once per month,0.02243,143,4303,0.01800,0.02685
2021,5th Quintile,Seldom,0.02625,179,4303,0.02147,0.03103
2021,5th Quintile,Never,0.01953,87,4303,0.01539,0.02366
