year,sampreg,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,West,Daily,0.65632,7406,9415,0.64673,0.66592
1990,West,At least once per week,0.12045,1422,9415,0.11388,0.12703
1990,West,At least once per month,0.01528,155,9415,0.01280,0.01776
1990,West,Seldom,0.03012,334,9415,0.02667,0.03357
1990,West,Never,0.00829,98,9415,0.00646,0.01012
1995,West,Daily,0.67585,7937,9533,0.66646,0.68525
1995,West,At least once per week,0.09794,1143,9533,0.09198,0.10391
1995,West,At least once per month,0.01170,126,9533,0.00954,0.01386
1995,West,Seldom,0.02178,233,9533,0.01885,0.02471
1995,West,Never,0.00943,94,9533,0.00749,0.01137
1995,East,Daily,0.72784,3220,3630,0.71336,0.74233
1995,East,At least once per week,0.06485,319,3630,0.05684,0.07287
1995,East,Seldom,0.01704,91,3630,0.01283,0.02125
1998,West,Daily,0.68402,8698,10311,0.67505,0.69300
1998,West,At least once per week,0.09252,1138,10311,0.08693,0.09812
1998,West,At least once per month,0.00958,110,10311,0.00770,0.01146
1998,West,Seldom,0.02128,252,10311,0.01849,0.02406
1998,West,Never,0.01007,113,10311,0.00814,0.01200
1998,East,Daily,0.74370,3397,3797,0.72981,0.75759
1998,East,At least once per week,0.06139,312,3797,0.05376,0.06903
1998,East,Seldom,0.01746,88,3797,0.01330,0.02163
2003,West,Daily,0.71032,14343,16760,0.70345,0.71719
2003,West,At least once per week,0.07708,1749,16760,0.07304,0.08112
2003,West,At least once per month,0.00875,160,16760,0.00734,0.01016
2003,West,Seldom,0.01366,291,16760,0.01191,0.01542
2003,West,Never,0.01211,217,16760,0.01045,0.01376
2003,East,Daily,0.76945,4699,5328,0.75814,0.78076
2003,East,At least once per week,0.06447,433,5328,0.05788,0.07107
2003,East,At least once per month,0.00684,47,5328,0.00462,0.00905
2003,East,Seldom,0.01558,101,5328,0.01226,0.01891
2003,East,Never,0.00898,48,5328,0.00645,0.01152
2008,West,Daily,0.69122,12050,14509,0.68370,0.69873
2008,West,At least once per week,0.09749,1757,14509,0.09266,0.10232
2008,West,At least once per month,0.01129,201,14509,0.00957,0.01301
2008,West,Seldom,0.01900,329,14509,0.01678,0.02123
2008,West,Never,0.01093,172,14509,0.00923,0.01262
2008,East,Daily,0.74278,4036,4746,0.73034,0.75522
2008,East,At least once per week,0.08457,488,4746,0.07665,0.09249
2008,East,At least once per month,0.01426,70,4746,0.01089,0.01764
2008,East,Seldom,0.01833,107,4746,0.01451,0.02214
2008,East,Never,0.01204,45,4746,0.00894,0.01514
2013,West,Daily,0.59100,15257,19758,0.58415,0.59786
2013,West,At least once per week,0.10914,3198,19758,0.10479,0.11349
2013,West,At least once per month,0.01564,444,19758,0.01391,0.01737
2013,West,Seldom,0.02064,624,19758,0.01865,0.02262
2013,West,Never,0.00989,235,19758,0.00851,0.01127
2013,East,Daily,0.67173,4549,5703,0.65954,0.68391
2013,East,At least once per week,0.10894,786,5703,0.10085,0.11702
2013,East,At least once per month,0.01814,117,5703,0.01468,0.02161
2013,East,Seldom,0.02708,191,5703,0.02287,0.03129
2013,East,Never,0.01059,60,5703,0.00793,0.01325
2019,West,Daily,0.63437,14902,20084,0.62771,0.64103
2019,West,At least once per week,0.13366,3619,20084,0.12896,0.13837
2019,West,At least once per month,0.01727,437,20084,0.01547,0.01907
2019,West,Seldom,0.02980,811,20084,0.02744,0.03215
2019,West,Never,0.01306,315,20084,0.01149,0.01463
2019,East,Daily,0.66559,4384,5542,0.65317,0.67801
2019,East,At least once per week,0.12536,786,5542,0.11664,0.13408
2019,East,At least once per month,0.01417,95,5542,0.01106,0.01728
2019,East,Seldom,0.02999,231,5542,0.02550,0.03448
2019,East,Never,0.00528,46,5542,0.00337,0.00718
2021,West,Daily,0.59765,9512,13572,0.58940,0.60590
2021,West,At least once per week,0.15723,2889,13572,0.15111,0.16336
2021,West,At least once per month,0.01759,356,13572,0.01538,0.01980
2021,West,Seldom,0.03184,565,13572,0.02888,0.03479
2021,West,Never,0.01585,250,13572,0.01375,0.01795
2021,East,Daily,0.59578,2629,3619,0.57979,0.61177
2021,East,At least once per week,0.16704,699,3619,0.15489,0.17919
2021,East,At least once per month,0.02345,106,3619,0.01852,0.02838
2021,East,Seldom,0.03035,130,3619,0.02476,0.03594
2021,East,Never,0.01399,55,3619,0.01016,0.01782
