year,pgisced97,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,Daily,0.64728,123,123,0.56249,0.73207
1990,Primary Level,Daily,0.76704,504,584,0.73272,0.80135
1990,Primary Level,At least once per week,0.10962,80,584,0.08426,0.13498
1990,Lower Secondary Level,Daily,0.72726,1980,2422,0.70952,0.74500
1990,Lower Secondary Level,At least once per week,0.08958,322,2422,0.07820,0.10095
1990,Lower Secondary Level,At least once per month,0.01537,36,2422,0.01047,0.02027
1990,Lower Secondary Level,Seldom,0.03051,84,2422,0.02366,0.03736
1990,Upper Secondary Level,Daily,0.63557,3631,4497,0.62150,0.64964
1990,Upper Secondary Level,At least once per week,0.10980,660,4497,0.10066,0.11894
1990,Upper Secondary Level,At least once per month,0.01329,70,4497,0.00994,0.01663
1990,Upper Secondary Level,Seldom,0.02477,136,4497,0.02022,0.02931
1990,Post-secondary Non-tertiary Level,Daily,0.54507,201,267,0.48522,0.60491
1990,Post-secondary Non-tertiary Level,At least once per week,0.25601,66,267,0.20356,0.30845
1990,First Stage of Tertiary Education,Daily,0.62833,392,478,0.58496,0.67170
1990,First Stage of Tertiary Education,At least once per week,0.12832,86,478,0.09830,0.15833
1990,Second Stage of Tertiary Education,Daily,0.41867,461,661,0.38103,0.45631
1990,Second Stage of Tertiary Education,At least once per week,0.13539,148,661,0.10929,0.16149
1990,Second Stage of Tertiary Education,Seldom,0.04343,52,661,0.02788,0.05898
1995,Pre-primary Level,Daily,0.79942,238,277,0.75218,0.84667
1995,Pre-primary Level,At least once per week,0.16291,39,277,0.11935,0.20648
1995,Primary Level,Daily,0.87737,472,510,0.84887,0.90586
1995,Primary Level,At least once per week,0.06479,38,510,0.04341,0.08618
1995,Lower Secondary Level,Daily,0.86026,2155,2425,0.84646,0.87407
1995,Lower Secondary Level,At least once per week,0.09090,229,2425,0.07945,0.10234
1995,Lower Secondary Level,Seldom,0.02174,41,2425,0.01593,0.02755
1995,Upper Secondary Level,Daily,0.86038,5770,6691,0.85207,0.86869
1995,Upper Secondary Level,At least once per week,0.09270,639,6691,0.08575,0.09965
1995,Upper Secondary Level,At least once per month,0.01234,76,6691,0.00969,0.01498
1995,Upper Secondary Level,Seldom,0.02254,161,6691,0.01899,0.02610
1995,Upper Secondary Level,Never,0.00708,45,6691,0.00507,0.00908
1995,Post-secondary Non-tertiary Level,Daily,0.72317,349,439,0.68127,0.76508
1995,Post-secondary Non-tertiary Level,At least once per week,0.20868,90,439,0.17063,0.24674
1995,First Stage of Tertiary Education,Daily,0.80719,612,718,0.77831,0.83607
1995,First Stage of Tertiary Education,At least once per week,0.13509,106,718,0.11007,0.16012
1995,Second Stage of Tertiary Education,Daily,0.74967,1345,1699,0.72907,0.77028
1995,Second Stage of Tertiary Education,At least once per week,0.17325,288,1699,0.15525,0.19125
1995,Second Stage of Tertiary Education,Seldom,0.03745,66,1699,0.02842,0.04648
1998,Pre-primary Level,Daily,0.82093,285,324,0.77912,0.86274
1998,Pre-primary Level,At least once per week,0.15098,39,324,0.11194,0.19003
1998,Primary Level,Daily,0.92009,414,414,0.89394,0.94624
1998,Lower Secondary Level,Daily,0.89742,2271,2468,0.88545,0.90939
1998,Lower Secondary Level,At least once per week,0.05218,149,2468,0.04341,0.06096
1998,Lower Secondary Level,Seldom,0.01445,48,2468,0.00974,0.01916
1998,Upper Secondary Level,Daily,0.86187,6079,6982,0.85377,0.86996
1998,Upper Secondary Level,At least once per week,0.08921,630,6982,0.08253,0.09590
1998,Upper Secondary Level,At least once per month,0.00817,54,6982,0.00605,0.01028
1998,Upper Secondary Level,Seldom,0.02666,167,6982,0.02288,0.03044
1998,Upper Secondary Level,Never,0.00796,52,6982,0.00587,0.01004
1998,Post-secondary Non-tertiary Level,Daily,0.74429,387,477,0.70510,0.78348
1998,Post-secondary Non-tertiary Level,At least once per week,0.20511,90,477,0.16884,0.24139
1998,First Stage of Tertiary Education,Daily,0.80347,667,769,0.77537,0.83158
1998,First Stage of Tertiary Education,At least once per week,0.12027,102,769,0.09726,0.14327
1998,Second Stage of Tertiary Education,Daily,0.74557,1494,1934,0.72615,0.76499
1998,Second Stage of Tertiary Education,At least once per week,0.18626,351,1934,0.16890,0.20361
1998,Second Stage of Tertiary Education,At least once per month,0.01765,31,1934,0.01178,0.02352
1998,Second Stage of Tertiary Education,Seldom,0.02713,58,1934,0.01989,0.03437
2003,Pre-primary Level,Daily,0.82094,513,592,0.79003,0.85186
