year,age_gr,bula_h,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Daily,0.75092,59,59,0.63962,0.86222
1990,17-29 y.,Lower Saxony,Daily,0.70628,199,261,0.65091,0.76164
1990,17-29 y.,Lower Saxony,At least once per week,0.21684,62,261,0.16674,0.26693
1990,17-29 y.,North Rhine-Westphalia,Daily,0.70919,551,691,0.67531,0.74308
1990,17-29 y.,North Rhine-Westphalia,At least once per week,0.22703,140,691,0.19577,0.25829
1990,17-29 y.,Hesse,Daily,0.73852,191,247,0.68360,0.79343
1990,17-29 y.,Hesse,At least once per week,0.18485,56,247,0.13635,0.23336
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Daily,0.68249,135,178,0.61392,0.75107
1990,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.23949,43,178,0.17662,0.30237
1990,17-29 y.,Baden-Wuerttemberg,Daily,0.68817,398,505,0.64773,0.72862
1990,17-29 y.,Baden-Wuerttemberg,At least once per week,0.22988,107,505,0.19314,0.26661
1990,17-29 y.,Bavaria,Daily,0.66764,321,437,0.62342,0.71186
1990,17-29 y.,Bavaria,At least once per week,0.25628,116,437,0.21530,0.29726
1990,17-29 y.,Berlin,Daily,0.43406,65,65,0.31263,0.55549
1990,30-45 y.,Schleswig-Holstein,Daily,0.75872,58,58,0.64764,0.86979
1990,30-45 y.,Hamburg,Daily,0.62398,39,39,0.46997,0.77799
1990,30-45 y.,Lower Saxony,Daily,0.74305,183,219,0.68504,0.80105
1990,30-45 y.,Lower Saxony,At least once per week,0.14085,36,219,0.09467,0.18703
1990,30-45 y.,North Rhine-Westphalia,Daily,0.76714,641,800,0.73783,0.79645
1990,30-45 y.,North Rhine-Westphalia,At least once per week,0.15991,123,800,0.13450,0.18533
1990,30-45 y.,North Rhine-Westphalia,Seldom,0.04911,36,800,0.03413,0.06410
1990,30-45 y.,Hesse,Daily,0.72030,214,269,0.66656,0.77404
1990,30-45 y.,Hesse,At least once per week,0.17872,55,269,0.13285,0.22459
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Daily,0.75609,129,161,0.68955,0.82263
1990,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.19575,32,161,0.13427,0.25723
1990,30-45 y.,Baden-Wuerttemberg,Daily,0.76574,424,503,0.72869,0.80279
1990,30-45 y.,Baden-Wuerttemberg,At least once per week,0.14027,79,503,0.10989,0.17064
1990,30-45 y.,Bavaria,Daily,0.68613,327,420,0.64169,0.73056
1990,30-45 y.,Bavaria,At least once per week,0.21301,93,420,0.17381,0.25222
1990,30-45 y.,Berlin,Daily,0.46786,80,80,0.35783,0.57789
1990,46-65 y.,Schleswig-Holstein,Daily,0.81364,79,79,0.72722,0.90006
1990,46-65 y.,Hamburg,Daily,0.84563,38,38,0.72920,0.96205
1990,46-65 y.,Lower Saxony,Daily,0.83272,280,319,0.79170,0.87374
1990,46-65 y.,Lower Saxony,At least once per week,0.11316,39,319,0.07834,0.14798
1990,46-65 y.,North Rhine-Westphalia,Daily,0.84714,635,723,0.82089,0.87339
1990,46-65 y.,North Rhine-Westphalia,At least once per week,0.10543,88,723,0.08303,0.12783
1990,46-65 y.,Hesse,Daily,0.81496,249,289,0.77011,0.85981
1990,46-65 y.,Hesse,At least once per week,0.11717,40,289,0.08003,0.15432
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Daily,0.87012,194,194,0.82269,0.91755
1990,46-65 y.,Baden-Wuerttemberg,Daily,0.80763,449,509,0.77336,0.84191
