year,quintil_oecd,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,West,2452,5.10503,4.99153,5.21852,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
1984,2nd Quintile,West,2350,6.06692,5.96393,6.16990,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1984,3rd Quintile,West,2316,6.60695,6.51005,6.70384,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1984,4th Quintile,West,2433,6.91599,6.82211,7.00987,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,7.00000
1984,5th Quintile,West,2389,7.47044,7.38111,7.55976,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1985,1st Quintile,West,2204,4.97209,4.86015,5.08403,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
1985,2nd Quintile,West,2119,6.11291,6.01147,6.21434,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1985,3rd Quintile,West,2157,6.57059,6.47530,6.66587,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1985,4th Quintile,West,2179,7.00950,6.91869,7.10032,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1985,5th Quintile,West,2141,7.55825,7.47088,7.64563,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,1st Quintile,West,2041,5.21081,5.09983,5.32179,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
1986,2nd Quintile,West,2068,6.26922,6.17061,6.36784,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1986,3rd Quintile,West,2058,6.69298,6.60104,6.78492,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1986,4th Quintile,West,2194,6.93159,6.84484,7.01835,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1986,5th Quintile,West,2079,7.51396,7.42849,7.59943,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,1st Quintile,West,2012,5.30555,5.19530,5.41580,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
1987,2nd Quintile,West,2029,6.36771,6.27192,6.46350,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1987,3rd Quintile,West,2077,6.77332,6.68199,6.86465,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1987,4th Quintile,West,2135,6.85715,6.77041,6.94390,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1987,5th Quintile,West,2082,7.37696,7.28938,7.46454,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1988,1st Quintile,West,1947,5.26616,5.15184,5.38048,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
1988,2nd Quintile,West,1970,6.41044,6.31217,6.50871,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1988,3rd Quintile,West,1969,6.60993,6.51801,6.70184,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1988,4th Quintile,West,2040,6.89856,6.81221,6.98491,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1988,5th Quintile,West,1926,7.46439,7.37662,7.55215,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1989,1st Quintile,West,1910,5.36796,5.25871,5.47722,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,6.00000
1989,2nd Quintile,West,1943,6.34679,6.25148,6.44209,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1989,3rd Quintile,West,1865,6.70391,6.60666,6.80117,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,4th Quintile,West,1989,6.91915,6.82965,7.00864,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,5th Quintile,West,1845,7.52691,7.44295,7.61087,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1990,1st Quintile,West,1881,5.62402,5.51392,5.73412,4.00000,6.00000,7.00000,0.00000,10.00000,6.00000,5.00000,6.00000
1990,2nd Quintile,West,1862,6.41002,6.31384,6.50620,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.97500,7.00000
1990,3rd Quintile,West,1880,6.67347,6.57783,6.76911,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1990,4th Quintile,West,1929,6.99647,6.90987,7.08307,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1990,5th Quintile,West,1815,7.57247,7.48981,7.65513,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1991,1st Quintile,West,1824,5.84144,5.72908,5.95380,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
1991,2nd Quintile,West,1862,6.71991,6.62438,6.81544,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1991,3rd Quintile,West,1864,6.97435,6.88875,7.05994,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1991,4th Quintile,West,1918,7.18691,7.10275,7.27107,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1991,5th Quintile,West,1840,7.62653,7.54420,7.70886,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1992,1st Quintile,West,1157,5.10589,4.96090,5.25087,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
1992,1st Quintile,East,1577,4.46624,4.36090,4.57158,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.97500,5.00000
1992,2nd Quintile,West,1634,6.26935,6.17181,6.36689,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1992,2nd Quintile,East,1200,5.03549,4.92403,5.14695,4.00000,5.00000,6.00000,1.00000,9.00000,5.00000,5.00000,5.00000
1992,3rd Quintile,West,1936,6.66876,6.57958,6.75794,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1992,3rd Quintile,East,705,5.17157,5.01821,5.32493,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
1992,4th Quintile,West,2271,6.99140,6.91614,7.06667,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1992,4th Quintile,East,311,5.61708,5.38139,5.85276,4.62005,6.00000,7.00000,1.05012,10.00000,6.00000,5.00000,6.00000
1992,5th Quintile,West,2248,7.56798,7.49544,7.64052,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1992,5th Quintile,East,135,6.48106,6.13915,6.82298,5.00000,6.00000,8.00000,2.00000,10.00000,6.00000,6.00000,7.00000
