year,regtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No answer / don't know,West,11962,6.47422,6.42755,6.52089,5.00000,7.00000,8.00000,0.50000,10,,,
1985,Urban regions,West,8526,6.52316,6.47113,6.57519,5.00000,7.00000,8.00000,0.50000,10,,,
1985,Rural regions,West,2282,6.40003,6.29697,6.50309,5.00000,7.00000,8.00000,0.50000,10,,,
1986,Urban regions,West,8248,6.57656,6.52629,6.62682,5.00000,7.00000,8.00000,0.50000,10,,,
1986,Rural regions,West,2198,6.51436,6.41555,6.61317,5.00000,7.00000,8.00000,0.50000,10,,,
1987,Urban regions,West,8164,6.58436,6.53461,6.63411,5.00000,7.00000,8.00000,0.50000,10,,,
1987,Rural regions,West,2174,6.51840,6.42240,6.61440,5.00000,7.00000,8.00000,0.50000,10,,,
1988,Urban regions,West,7818,6.57417,6.52380,6.62454,5.00000,7.00000,8.00000,0.50000,10,,,
1988,Rural regions,West,2036,6.54079,6.43976,6.64183,5.00000,7.00000,8.00000,0.50000,10,,,
1989,Urban regions,West,7613,6.64240,6.59294,6.69186,5.00000,7.00000,8.00000,0.50000,10,,,
1989,Rural regions,West,1940,6.50592,6.40198,6.60985,5.00000,7.00000,8.00000,0.50000,10,,,
1990,No answer / don't know,East,87,5.67735,5.13778,6.21692,4.00000,5.00000,7.00000,0,10,,,
1990,Urban regions,West,7444,6.68148,6.63228,6.73069,5.00000,7.00000,8.00000,0.50000,10,,,
1990,Urban regions,East,1433,5.29816,5.16452,5.43180,4.00000,5.00000,7.00000,0,10,,,
1990,Rural regions,West,1926,6.74004,6.64123,6.83886,5.00000,7.00000,8.00000,0.50000,10,,,
1990,Rural regions,East,2837,5.61962,5.53045,5.70879,4.00000,6.00000,7.00000,0,10,,,
1991,No answer / don't know,West,,,,,,,,,,,,
1991,No answer / don't know,East,86,5.58037,5.05176,6.10898,4.00000,5.00000,7.51197,0,10,,,
1991,Urban regions,West,7381,6.91302,6.86497,6.96107,6.00000,7.00000,8.00000,3.00000,10,,,
1991,Urban regions,East,1316,4.69008,4.56102,4.81914,3.00000,5.00000,6.00000,0,10,,,
1991,Rural regions,West,1963,6.85948,6.76534,6.95362,6.00000,7.00000,8.00000,3.00000,10,,,
1991,Rural regions,East,2700,4.74565,4.65604,4.83525,3.00000,5.00000,6.00000,0,10,,,
1992,No answer / don't know,West,,,,,,,,,,,,
1992,No answer / don't know,East,105,5.53813,5.12094,5.95531,4.00000,5.00000,7.00000,0,10,,,
1992,Urban regions,West,7279,6.74774,6.69951,6.79597,5.00000,7.00000,8.00000,0.50000,10,,,
1992,Urban regions,East,1305,4.76148,4.64671,4.87626,3.00000,5.00000,6.00000,0,10,,,
1992,Rural regions,West,1957,6.65536,6.55987,6.75084,5.00000,7.00000,8.00000,0.50000,10,,,
1992,Rural regions,East,2518,4.93669,4.85359,5.01978,4.00000,5.00000,6.00000,1.00000,9.00000,,,
1993,Urban regions,West,7114,6.59919,6.54793,6.65046,5.00000,7.00000,8.00000,0.50000,10,,,
1993,Urban regions,East,1287,5.17497,5.04572,5.30421,3.00000,5.00000,7.00000,0,10,,,
1993,Rural regions,West,1909,6.58823,6.48418,6.69227,5.00000,7.00000,8.00000,0.50000,10,,,
1993,Rural regions,East,2446,5.41095,5.32067,5.50123,4.00000,5.00000,7.00000,0,10,,,
1994,Urban regions,West,7014,6.39027,6.33673,6.44381,5.00000,7.00000,8.00000,0.50000,10,,,
1994,Urban regions,East,1285,5.40238,5.27386,5.53089,4.00000,5.00000,7.00000,0,10,,,
1994,Rural regions,West,1859,6.53513,6.43020,6.64006,5.00000,7.00000,8.00000,0.50000,10,,,
1994,Rural regions,East,2405,5.45787,5.36285,5.55289,4.00000,6.00000,7.00000,0,10,,,
1995,Urban regions,West,7351,6.43197,6.38025,6.48369,5.00000,7.00000,8.00000,0.50000,10,,,
