syear,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1991,male,6.426399614129935,6.399382619457117,6.453416608802754,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6555.0
1991,female,6.491233888496584,6.464143163614207,6.518324613378962,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6894.0
1992,male,6.358392795851377,6.3319838703922615,6.384801721310493,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6395.0
1992,female,6.357090704641116,6.331089588774578,6.383091820507653,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6782.0
1993,male,6.312030075956695,6.284761005830177,6.3392991460832135,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6188.0
1993,female,6.368560279452491,6.3410458791985445,6.396074679706437,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6568.0
1994,male,6.17972789925554,6.1517460722439745,6.2077097262671055,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,6077.0
1994,female,6.269238385952174,6.241150825653418,6.29732594625093,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6486.0
1995,male,6.2444207420228945,6.217469044261678,6.271372439784111,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,6250.0
1995,female,6.344105876978164,6.316801202474002,6.371410551482326,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6725.0
1996,male,6.274427240470907,6.246991974109267,6.301862506832547,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6156.0
1996,female,6.4055990287693945,6.3785300041726956,6.432668053366093,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6626.0
1997,male,6.0818414281257835,6.054691962923434,6.108990893328133,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,6059.0
1997,female,6.177512213352526,6.150115786364967,6.204908640340085,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,6475.0
1998,male,6.1839660528671505,6.157522684759788,6.210409420974513,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,6718.0
1998,female,6.2912910762763685,6.26491374273207,6.3176684098206675,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7161.0
1999,male,6.265588539024218,6.239248411567532,6.291928666480905,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6470.0
1999,female,6.356481469146321,6.32971641632018,6.383246521972463,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6892.0
2000,male,6.416460485040507,6.3959411188779995,6.436979851203015,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11344.0
2000,female,6.544971111342284,6.5249679210379785,6.56497430164659,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,12265.0
2001,male,6.5105616503546395,6.489571835740222,6.531551464969057,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,10350.0
2001,female,6.6079879038592795,6.587423112071177,6.628552695647382,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11200.0
2002,male,6.251087168833975,6.230684424228059,6.271489913439892,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,10928.0
2002,female,6.3464497776663835,6.32645119178515,6.366448363547617,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11668.0
2003,male,6.151282839312839,6.129995501021115,6.1725701776045625,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,10516.0
2003,female,6.243827600987744,6.223029851343342,6.264625350632145,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11283.0
2004,male,5.992726075579062,5.970765780988815,6.01468637016931,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,10155.0
2004,female,6.074114977930592,6.052678646030056,6.095551309831128,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,10972.0
2005,male,6.0259379973498515,6.003093716113812,6.048782278585891,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,9720.0
2005,female,6.0801895139823,6.058101263471898,6.102277764492702,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,10590.0
2006,male,6.004584308029315,5.982822364174951,6.0263462518836795,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,10307.0
2006,female,6.040907816208744,6.019245509059014,6.062570123358474,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,11285.0
2007,male,6.050833108896316,6.028461787588834,6.0732044302037975,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,9630.0
2007,female,6.073075260682164,6.05109200601912,6.095058515345208,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,10563.0
2008,male,6.047887834668282,6.024850182623196,6.070925486713368,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,9063.0
2008,female,6.146127339536379,6.123790847715463,6.168463831357296,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,9943.0
2009,male,6.0778775788927515,6.053915112556364,6.101840045229139,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,8459.0
2009,female,6.223313789547395,6.200094503831495,6.246533075263295,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,9260.0
2010,male,6.200413851173661,6.179141092953531,6.221686609393791,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,10760.0
2010,female,6.310093242208476,6.290334552926777,6.329851931490174,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,12891.0
2011,male,6.40570752814476,6.385401854627938,6.426013201661583,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11496.0
2011,female,6.424123911660487,6.405347551229607,6.442900272091368,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,13984.0
2012,male,6.487871675679801,6.4682563799926465,6.507486971366956,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11831.0
2012,female,6.543636187834002,6.525249642781791,6.562022732886213,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,14268.0
2013,male,6.620310281871227,6.602201101254402,6.638419462488051,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,13837.0
2013,female,6.6113698297527,6.594037044253483,6.6287026152519175,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,16455.0
2014,male,6.618069926371532,6.598686208271928,6.637453644471135,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,12245.0
2014,female,6.641400320013645,6.623284587368435,6.659516052658855,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,14443.0
2015,male,6.712966961489988,6.693070898235037,6.732863024744939,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11287.0
2015,female,6.820930969549373,6.802583467492411,6.839278471606335,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,13381.0
2016,male,6.785155739093731,6.765538855677517,6.804772622509945,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,10889.0
2016,female,6.88556207155937,6.866855651567983,6.9042684915507575,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,12919.0
2017,male,6.799591604575891,6.780861729179063,6.818321479972719,5.788828790682998,7.0,8.0,2.4720719767074946,10.0,7.0,7.0,7.0,12052.0
2017,female,6.911357744894981,6.89363377887898,6.929081710910982,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,14019.0
2018,male,6.846932241469637,6.828278564134587,6.865585918804687,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,11636.0
2018,female,6.8689902366829605,6.851182244127926,6.886798229237995,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,13644.0
2019,male,7.020704390275132,7.002708017697804,7.038700762852459,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,12137.0
2019,female,7.091977571702235,7.074404437445832,7.109550705958638,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,13286.0
2020,male,7.016578131692377,6.998805964114935,7.034350299269819,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,12086.0
2020,female,7.046799930346043,7.029430299554928,7.064169561137158,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,13184.0
2021,male,7.2137390123842415,7.192027046893963,7.23545097787452,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,8011.0
2021,female,7.354688236822875,7.33391556980785,7.375460903837901,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,9039.0
