"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","5","4.5","375","2","3","7","8","10","4.76","5.24","0","10","5","5"
"1995","(Fach-)Abitur","2","6.35","6.5","273","3","5","8","9","10","6.1","6.6","0","10","6","7"
"1995","(Fach-)Abitur","3","6.87","6.5","178","3","5","8","10","10","6.54","7.2","0","10","7","7"
"1995","(Fach-)Abitur","4","6.85","6.5","131","5","6","8","9","10","6.51","7.19","0","10","7","8"
"1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.59","7.5","76","5","7","9","10","10","7.18","8","2","10","7","8"
"1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","5.34","4.5","434","2","4","7","8","10","5.12","5.56","0","10","5","6"
"1995","(noch) kein Abschluss","2","6.23","5.5","202","3","5","8","9","10","5.94","6.52","0","10","6","7"
"1995","(noch) kein Abschluss","3","6.89","7.5","80","3","5","9","9","10","6.42","7.36","1","10","7","8"
"1995","(noch) kein Abschluss","4","6.94","6.5","52","4","5","9","9","10","6.34","7.54","0","10","6","8"
"1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","AkademikerIn","1 Einkommensschwächstes Quintil","4.59","4.5","361","2","3","6","8","10","4.35","4.83","0","10","5","5"
"1995","AkademikerIn","2","5.88","5.5","454","3","5","8","8","10","5.71","6.05","0","10","6","6"
"1995","AkademikerIn","3","6.74","6.5","370","5","6","8","9","10","6.56","6.92","0","10","7","7"
"1995","AkademikerIn","4","7.56","7.5","309","5","7","9","10","10","7.37","7.75","0","10","8","8"
"1995","AkademikerIn","5 Einkommensstärkstes Quintil","7.87","7.5","251","6","7","9","10","10","7.67","8.07","2","10","8","8"
"1995","Hauptschule","1 Einkommensschwächstes Quintil","5.38","4.5","2484","2","4","7","8","10","5.29","5.47","0","10","5","5"
"1995","Hauptschule","2","6.54","6.5","1872","4","5","8","9","10","6.45","6.63","0","10","7","7"
"1995","Hauptschule","3","7.12","6.5","945","5","6","8","10","10","7","7.24","0","10","7","7"
"1995","Hauptschule","4","7.16","7.5","561","4","6","8","10","10","7.01","7.31","0","10","7","8"
"1995","Hauptschule","5 Einkommensstärkstes Quintil","7.73","7.5","179","5","7","9","10","10","7.42","8.04","0","10","8","8"
"1995","Realschule","1 Einkommensschwächstes Quintil","4.94","4.5","1048","2","3","7","8","10","4.8","5.08","0","10","5","5"
"1995","Realschule","2","6.15","6.5","898","3","5","8","9","10","6.01","6.29","0","10","6","6"
"1995","Realschule","3","6.8","6.5","536","4","5","8","9","10","6.63","6.97","0","10","7","7"
"1995","Realschule","4","7.18","7.5","377","5","6","8","9","10","6.99","7.37","0","10","7","8"
"1995","Realschule","5 Einkommensstärkstes Quintil","8.04","7.5","178","5","7","9","10","10","7.79","8.29","3","10","8","8"
"1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","5.21","4.5","329","2","3","7","8","10","4.95","5.47","0","10","5","5"
"1996","(Fach-)Abitur","2","6.17","5.5","279","3","5","8","8","10","5.93","6.41","0","10","6","7"
"1996","(Fach-)Abitur","3","6.93","6.5","203","5","6","8","9","10","6.65","7.21","0","10","7","7"
"1996","(Fach-)Abitur","4","7.34","7.5","129","5","7","9","9","10","7","7.68","0","10","7","8"
"1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.34","7.5","70","4","7","9","10","10","6.85","7.83","1","10","7","8"
"1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","5.26","4.5","386","2","4","7","8","10","5.03","5.49","0","10","5","6"
