year,bula_h,sampreg,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Thuringa,East,Yes,0.15411,160,884,0.13030,0.17793
2011,Thuringa,East,No,0.64505,724,884,0.61348,0.67661
2013,Schleswig-Holstein,West,Yes,0.12166,93,593,0.09533,0.14799
2013,Schleswig-Holstein,West,No,0.59701,500,593,0.55749,0.63652
2013,Hamburg,West,Yes,0.08546,38,309,0.05424,0.11668
2013,Hamburg,West,No,0.64332,271,309,0.58982,0.69682
2013,Lower Saxony,West,Yes,0.14475,339,1775,0.12837,0.16112
2013,Lower Saxony,West,No,0.57464,1436,1775,0.55164,0.59765
2013,Bremen,West,No,0.51434,97,97,0.41436,0.61432
2013,North Rhine-Westphalia,West,Yes,0.14646,707,3718,0.13509,0.15783
2013,North Rhine-Westphalia,West,No,0.54321,3011,3718,0.52720,0.55923
2013,Hesse,West,Yes,0.13401,252,1290,0.11541,0.15260
2013,Hesse,West,No,0.55194,1038,1290,0.52479,0.57909
2013,"Rhineland-Palatinate, Saarland",West,Yes,0.12882,199,1098,0.10900,0.14865
2013,"Rhineland-Palatinate, Saarland",West,No,0.57967,899,1098,0.55046,0.60888
2013,Baden-Wuerttemberg,West,Yes,0.11826,333,2123,0.10452,0.13200
2013,Baden-Wuerttemberg,West,No,0.55519,1790,2123,0.53404,0.57633
2013,Bavaria,West,Yes,0.12607,521,2947,0.11408,0.13805
2013,Bavaria,West,No,0.58070,2426,2947,0.56288,0.59852
2013,Berlin,West,Yes,0.13901,92,443,0.10676,0.17127
2013,Berlin,West,No,0.54841,351,443,0.50202,0.59481
2013,Berlin,East,Yes,0.18126,61,325,0.13931,0.22320
2013,Berlin,East,No,0.59076,264,325,0.53722,0.64430
2013,Brandenburg,East,Yes,0.12356,123,780,0.10045,0.14666
2013,Brandenburg,East,No,0.63252,657,780,0.59867,0.66638
2013,Mecklenburg-Western Pomerania,East,Yes,0.15872,81,454,0.12507,0.19237
2013,Mecklenburg-Western Pomerania,East,No,0.62925,373,454,0.58477,0.67373
2013,Saxony,East,Yes,0.15706,248,1335,0.13754,0.17659
2013,Saxony,East,No,0.63788,1087,1335,0.61209,0.66367
2013,Saxony-Anhalt,East,Yes,0.14381,135,759,0.11883,0.16879
2013,Saxony-Anhalt,East,No,0.63991,624,759,0.60574,0.67409
2013,Thuringa,East,Yes,0.14380,144,799,0.11945,0.16814
2013,Thuringa,East,No,0.64467,655,799,0.61146,0.67787
2015,Schleswig-Holstein,West,Yes,0.14659,157,874,0.12313,0.17006
2015,Schleswig-Holstein,West,No,0.69421,717,874,0.66364,0.72477
2015,Hamburg,West,Yes,0.12042,57,426,0.08948,0.15136
2015,Hamburg,West,No,0.70253,369,426,0.65907,0.74599
2015,Lower Saxony,West,Yes,0.15879,420,2421,0.14422,0.17335
2015,Lower Saxony,West,No,0.66993,2001,2421,0.65120,0.68867
2015,Bremen,West,No,0.68957,145,145,0.61401,0.76514
2015,North Rhine-Westphalia,West,Yes,0.15566,882,5165,0.14577,0.16554
2015,North Rhine-Westphalia,West,No,0.66295,4283,5165,0.65006,0.67584
2015,Hesse,West,Yes,0.13798,272,1705,0.12161,0.15436
2015,Hesse,West,No,0.66284,1433,1705,0.64040,0.68529
2015,"Rhineland-Palatinate, Saarland",West,Yes,0.12230,218,1496,0.10569,0.13891
2015,"Rhineland-Palatinate, Saarland",West,No,0.71593,1278,1496,0.69307,0.73879
2015,Baden-Wuerttemberg,West,Yes,0.14320,456,2985,0.13064,0.15577
2015,Baden-Wuerttemberg,West,No,0.68196,2529,2985,0.66525,0.69867
2015,Bavaria,West,Yes,0.14022,600,4027,0.12949,0.15094
2015,Bavaria,West,No,0.67512,3427,4027,0.66065,0.68958
2015,Berlin,West,Yes,0.16690,99,516,0.13469,0.19910
2015,Berlin,West,No,0.64880,417,516,0.60757,0.69003
2015,Berlin,East,Yes,0.16180,59,396,0.12548,0.19812
2015,Berlin,East,No,0.66491,337,396,0.61836,0.71146
2015,Brandenburg,East,Yes,0.12856,153,984,0.10763,0.14948
2015,Brandenburg,East,No,0.70884,831,984,0.68044,0.73724
2015,Mecklenburg-Western Pomerania,East,Yes,0.14684,91,557,0.11742,0.17626
2015,Mecklenburg-Western Pomerania,East,No,0.70544,466,557,0.66755,0.74333
2015,Saxony,East,Yes,0.14134,247,1511,0.12377,0.15892
2015,Saxony,East,No,0.70923,1264,1511,0.68632,0.73213
2015,Saxony-Anhalt,East,Yes,0.19083,182,885,0.16492,0.21673
2015,Saxony-Anhalt,East,No,0.67383,703,885,0.64293,0.70474
2015,Thuringa,East,Yes,0.19318,185,920,0.16765,0.21870
2015,Thuringa,East,No,0.63363,735,920,0.60247,0.66478
2017,Schleswig-Holstein,West,Yes,0.11651,129,951,0.09610,0.13691
2017,Schleswig-Holstein,West,No,0.70935,822,951,0.68047,0.73822
2017,Hamburg,West,Yes,0.09219,67,466,0.06589,0.11848
2017,Hamburg,West,No,0.72987,399,466,0.68951,0.77023
2017,Lower Saxony,West,Yes,0.15752,431,2697,0.14376,0.17127
2017,Lower Saxony,West,No,0.67840,2266,2697,0.66077,0.69603
2017,Bremen,West,No,0.70921,194,194,0.64514,0.77328
2017,North Rhine-Westphalia,West,Yes,0.14645,908,5524,0.13713,0.15578
2017,North Rhine-Westphalia,West,No,0.68733,4616,5524,0.67511,0.69956
2017,Hesse,West,Yes,0.12688,248,1789,0.11146,0.14231
2017,Hesse,West,No,0.69872,1541,1789,0.67745,0.71999
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.13047,224,1524,0.11356,0.14739
2017,"Rhineland-Palatinate, Saarland",West,No,0.69562,1300,1524,0.67251,0.71873
2017,Baden-Wuerttemberg,West,Yes,0.13315,413,3018,0.12103,0.14528
2017,Baden-Wuerttemberg,West,No,0.69478,2605,3018,0.67835,0.71121
2017,Bavaria,West,Yes,0.13522,607,4211,0.12489,0.14555
2017,Bavaria,West,No,0.70257,3604,4211,0.68877,0.71638
2017,Berlin,West,Yes,0.14281,90,559,0.11378,0.17184
2017,Berlin,West,No,0.71447,469,559,0.67699,0.75194
2017,Berlin,East,Yes,0.16818,66,430,0.13278,0.20357
2017,Berlin,East,No,0.69221,364,430,0.64854,0.73589
2017,Brandenburg,East,Yes,0.13155,163,1033,0.11093,0.15218
2017,Brandenburg,East,No,0.69170,870,1033,0.66352,0.71987
2017,Mecklenburg-Western Pomerania,East,Yes,0.16690,98,573,0.13634,0.19746
2017,Mecklenburg-Western Pomerania,East,No,0.65842,475,573,0.61955,0.69728
2017,Saxony,East,Yes,0.14743,275,1653,0.13033,0.16453
2017,Saxony,East,No,0.70232,1378,1653,0.68027,0.72437
2017,Saxony-Anhalt,East,Yes,0.14661,160,923,0.12377,0.16944
2017,Saxony-Anhalt,East,No,0.69346,763,923,0.66370,0.72322
2017,Thuringa,East,Yes,0.14942,171,978,0.12707,0.17178
2017,Thuringa,East,No,0.70235,807,978,0.67368,0.73102
2019,Schleswig-Holstein,West,Yes,0.12675,135,956,0.10565,0.14785
2019,Schleswig-Holstein,West,No,0.67684,821,956,0.64718,0.70651
2019,Hamburg,West,Yes,0.12758,72,529,0.09912,0.15603
2019,Hamburg,West,No,0.68674,457,529,0.64718,0.72630
2019,Lower Saxony,West,Yes,0.15435,391,2494,0.14017,0.16854
2019,Lower Saxony,West,No,0.67687,2103,2494,0.65851,0.69523
2019,Bremen,West,No,0.72739,190,190,0.66390,0.79088
2019,North Rhine-Westphalia,West,Yes,0.14669,908,5406,0.13726,0.15612
2019,North Rhine-Westphalia,West,No,0.69335,4498,5406,0.68106,0.70565
2019,Hesse,West,Yes,0.11254,243,1711,0.09756,0.12752
2019,Hesse,West,No,0.71790,1468,1711,0.69656,0.73923
2019,"Rhineland-Palatinate, Saarland",West,Yes,0.14332,218,1466,0.12538,0.16126
2019,"Rhineland-Palatinate, Saarland",West,No,0.69183,1248,1466,0.66818,0.71547
2019,Baden-Wuerttemberg,West,Yes,0.14614,404,2799,0.13305,0.15923
2019,Baden-Wuerttemberg,West,No,0.67180,2395,2799,0.65440,0.68920
2019,Bavaria,West,Yes,0.12304,554,3951,0.11279,0.13328
2019,Bavaria,West,No,0.70460,3397,3951,0.69037,0.71883
2019,Berlin,West,Yes,0.14479,97,573,0.11595,0.17363
2019,Berlin,West,No,0.69343,476,573,0.65565,0.73122
2019,Berlin,East,Yes,0.18630,65,378,0.14700,0.22560
2019,Berlin,East,No,0.67306,313,378,0.62571,0.72041
2019,Brandenburg,East,Yes,0.12120,165,1111,0.10200,0.14040
2019,Brandenburg,East,No,0.68918,946,1111,0.66195,0.71641
2019,Mecklenburg-Western Pomerania,East,Yes,0.16974,104,611,0.13995,0.19953
2019,Mecklenburg-Western Pomerania,East,No,0.65937,507,611,0.62176,0.69698
2019,Saxony,East,Yes,0.13380,256,1634,0.11729,0.15032
2019,Saxony,East,No,0.71894,1378,1634,0.69714,0.74074
2019,Saxony-Anhalt,East,Yes,0.17941,163,889,0.15417,0.20464
2019,Saxony-Anhalt,East,No,0.66558,726,889,0.63455,0.69661
2019,Thuringa,East,Yes,0.15045,147,923,0.12738,0.17353
2019,Thuringa,East,No,0.69908,776,923,0.66947,0.72868
2021,Schleswig-Holstein,West,Yes,0.10918,127,825,0.08789,0.13047
2021,Schleswig-Holstein,West,No,0.65467,698,825,0.62220,0.68713
2021,Hamburg,West,Yes,0.16999,68,450,0.13524,0.20473
2021,Hamburg,West,No,0.67855,382,450,0.63535,0.72175
2021,Lower Saxony,West,Yes,0.15471,317,1881,0.13836,0.17106
2021,Lower Saxony,West,No,0.66468,1564,1881,0.64334,0.68602
2021,Bremen,West,No,0.78473,131,131,0.71407,0.85538
2021,North Rhine-Westphalia,West,Yes,0.17295,742,4112,0.16139,0.18451
2021,North Rhine-Westphalia,West,No,0.65179,3370,4112,0.63723,0.66635
2021,Hesse,West,Yes,0.13124,198,1323,0.11304,0.14945
2021,Hesse,West,No,0.70394,1125,1323,0.67934,0.72855
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.18885,195,996,0.16453,0.21317
2021,"Rhineland-Palatinate, Saarland",West,No,0.64736,801,996,0.61767,0.67705
2021,Baden-Wuerttemberg,West,Yes,0.15743,342,2167,0.14209,0.17277
2021,Baden-Wuerttemberg,West,No,0.66316,1825,2167,0.64326,0.68306
2021,Bavaria,West,Yes,0.15693,485,2852,0.14358,0.17028
2021,Bavaria,West,No,0.66029,2367,2852,0.64291,0.67768
2021,Berlin,West,Yes,0.11840,79,559,0.09159,0.14520
2021,Berlin,West,No,0.71590,480,559,0.67848,0.75332
2021,Berlin,East,Yes,0.20546,64,347,0.16289,0.24803
2021,Berlin,East,No,0.58859,283,347,0.53674,0.64044
2021,Brandenburg,East,Yes,0.16351,144,701,0.13611,0.19091
2021,Brandenburg,East,No,0.64608,557,701,0.61065,0.68150
2021,Mecklenburg-Western Pomerania,East,Yes,0.20612,74,407,0.16677,0.24547
2021,Mecklenburg-Western Pomerania,East,No,0.64154,333,407,0.59489,0.68818
2021,Saxony,East,Yes,0.13155,181,1160,0.11209,0.15101
2021,Saxony,East,No,0.70385,979,1160,0.67757,0.73014
2021,Saxony-Anhalt,East,Yes,0.16527,114,599,0.13550,0.19504
2021,Saxony-Anhalt,East,No,0.67421,485,599,0.63665,0.71178
2021,Thuringa,East,Yes,0.14811,111,633,0.12042,0.17580
2021,Thuringa,East,No,0.66443,522,633,0.62761,0.70124
