year,bula_h,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Schleswig-Holstein,Yes,0.16111,110,651,0.13285,0.18937
2011,Schleswig-Holstein,No,0.83889,541,651,0.81063,0.86715
2011,Hamburg,Yes,0.12744,43,311,0.09032,0.16456
2011,Hamburg,No,0.87256,268,311,0.83544,0.90968
2011,Lower Saxony,Yes,0.19572,356,1908,0.17791,0.21352
2011,Lower Saxony,No,0.80428,1552,1908,0.78648,0.82209
2011,Bremen,No,0.82677,109,109,0.75540,0.89815
2011,North Rhine-Westphalia,Yes,0.19923,768,4131,0.18705,0.21141
2011,North Rhine-Westphalia,No,0.80077,3363,4131,0.78859,0.81295
2011,Hesse,Yes,0.19676,256,1409,0.17599,0.21752
2011,Hesse,No,0.80324,1153,1409,0.78248,0.82401
2011,"Rhineland-Palatinate, Saarland",Yes,0.15964,206,1206,0.13896,0.18033
2011,"Rhineland-Palatinate, Saarland",No,0.84036,1000,1206,0.81967,0.86104
2011,Baden-Wuerttemberg,Yes,0.16658,368,2486,0.15193,0.18123
2011,Baden-Wuerttemberg,No,0.83342,2118,2486,0.81877,0.84807
2011,Bavaria,Yes,0.17613,567,3184,0.16289,0.18936
2011,Bavaria,No,0.82387,2617,3184,0.81064,0.83711
2011,Berlin,Yes,0.19255,137,781,0.16488,0.22023
2011,Berlin,No,0.80745,644,781,0.77977,0.83512
2011,Brandenburg,Yes,0.17713,147,882,0.15192,0.20234
2011,Brandenburg,No,0.82287,735,882,0.79766,0.84808
2011,Mecklenburg-Western Pomerania,Yes,0.24243,100,515,0.20538,0.27948
2011,Mecklenburg-Western Pomerania,No,0.75757,415,515,0.72052,0.79462
2011,Saxony,Yes,0.18255,250,1404,0.16233,0.20276
2011,Saxony,No,0.81745,1154,1404,0.79724,0.83767
2011,Saxony-Anhalt,Yes,0.18386,156,867,0.15806,0.20967
2011,Saxony-Anhalt,No,0.81614,711,867,0.79033,0.84194
2011,Thuringa,Yes,0.19284,160,884,0.16682,0.21886
2011,Thuringa,No,0.80716,724,884,0.78114,0.83318
2013,Schleswig-Holstein,Yes,0.16929,93,593,0.13908,0.19949
2013,Schleswig-Holstein,No,0.83071,500,593,0.80051,0.86092
2013,Hamburg,Yes,0.11727,38,309,0.08133,0.15320
2013,Hamburg,No,0.88273,271,309,0.84680,0.91867
2013,Lower Saxony,Yes,0.20121,339,1775,0.18255,0.21986
2013,Lower Saxony,No,0.79879,1436,1775,0.78014,0.81745
2013,Bremen,No,0.79214,97,97,0.71097,0.87331
2013,North Rhine-Westphalia,Yes,0.21236,707,3718,0.19921,0.22551
2013,North Rhine-Westphalia,No,0.78764,3011,3718,0.77449,0.80079
2013,Hesse,Yes,0.19536,252,1290,0.17372,0.21701
2013,Hesse,No,0.80464,1038,1290,0.78299,0.82628
2013,"Rhineland-Palatinate, Saarland",Yes,0.18182,199,1098,0.15900,0.20465
2013,"Rhineland-Palatinate, Saarland",No,0.81818,899,1098,0.79535,0.84100
2013,Baden-Wuerttemberg,Yes,0.17560,333,2123,0.15941,0.19179
2013,Baden-Wuerttemberg,No,0.82440,1790,2123,0.80821,0.84059
2013,Bavaria,Yes,0.17837,521,2947,0.16455,0.19220
2013,Bavaria,No,0.82163,2426,2947,0.80780,0.83545
2013,Berlin,Yes,0.21620,153,768,0.18707,0.24534
2013,Berlin,No,0.78380,615,768,0.75466,0.81293
2013,Brandenburg,Yes,0.16342,123,780,0.13745,0.18938
2013,Brandenburg,No,0.83658,657,780,0.81062,0.86255
