year,plh0111,sex,proportion,n,lower_confidence,upper_confidence
1990,Very important,male,0.6388888888888888,18165,0.6319038076149569,0.6458739701628208
1990,Very important,female,0.3611111111111111,18165,0.35412602983717917,0.36809619238504304
1990,Important,male,0.5451591942820013,18165,0.5379176740089986,0.5524007145550041
1990,Important,female,0.4548408057179987,18165,0.44759928544499594,0.4620823259910014
1990,Less important,female,0.5102928385039142,18165,0.5030231410907591,0.5175625359170692
1990,Less important,male,0.48970716149608584,18165,0.4824374640829308,0.49697685890924087
1990,Unimportant,female,0.6092896174863388,18165,0.6021942035750703,0.6163850313976074
1990,Unimportant,male,0.3907103825136612,18165,0.3836149686023927,0.3978057964249297
1992,Very important,male,0.645933014354067,17350,0.6388169021083157,0.6530491265998184
1992,Very important,female,0.35406698564593303,17350,0.3469508734001816,0.36118309789168446
1992,Important,male,0.5098167539267016,17350,0.5023781297853618,0.5172553780680413
1992,Important,female,0.49018324607329844,17350,0.4827446219319586,0.4976218702146383
1992,Less important,female,0.5109040074557316,17350,0.5034657186165713,0.5183422962948919
1992,Less important,male,0.4890959925442684,17350,0.481657703705108,0.49653428138342875
1992,Unimportant,female,0.5673895141367005,17350,0.5600173413514299,0.574761686921971
1992,Unimportant,male,0.4326104858632995,17350,0.4252383130780289,0.43998265864857006
1995,Very important,male,0.6257309941520468,17246,0.6185083262593395,0.6329536620447541
1995,Very important,female,0.3742690058479532,17246,0.3670463379552459,0.3814916737406605
1995,Important,male,0.5363756613756614,17246,0.5289329783147317,0.543818344436591
1995,Important,female,0.4636243386243386,17246,0.4561816555634089,0.4710670216852683
1995,Less important,female,0.5144991994307063,17246,0.507039879966182,0.5219585188952306
1995,Less important,male,0.48550080056929373,17246,0.47804148110476946,0.492960120033818
1995,Unimportant,female,0.5699042407660738,17246,0.5625150750762128,0.5772934064559349
1995,Unimportant,male,0.4300957592339261,17246,0.42270659354406515,0.4374849249237871
2004,Very important,male,0.6025848142164781,26790,0.5967247680836235,0.6084448603493328
2004,Very important,female,0.3974151857835218,26790,0.39155513965066713,0.4032752319163765
2004,Important,male,0.5203118588428396,26790,0.5143293814281448,0.5262943362575344
2004,Important,female,0.47968814115716046,26790,0.47370566374246564,0.4856706185718553
2004,Less important,female,0.5233585283671797,26790,0.517377645724648,0.5293394110097114
2004,Less important,male,0.47664147163282033,26790,0.4706605889902886,0.48262235427535205
2004,Unimportant,female,0.5646879756468798,26790,0.5587508762969096,0.57062507499685
2004,Unimportant,male,0.4353120243531202,26790,0.42937492500315,0.44124912370309044
2008,Very important,male,0.6075268817204301,23673,0.6013064986617778,0.6137472647790825
2008,Very important,female,0.3924731182795699,23673,0.38625273522091746,0.3986935013382223
2008,Important,male,0.5155799192152337,23673,0.5092135988661513,0.5219462395643162
2008,Important,female,0.4844200807847663,23673,0.47805376043568376,0.4907864011338488
2008,Less important,female,0.5171302760176135,23673,0.5107646020325955,0.5234959500026315
2008,Less important,male,0.4828697239823864,23673,0.4765040499973685,0.48923539796740434
2008,Unimportant,female,0.5603462626935242,23673,0.5540234102502162,0.5666691151368322
2008,Unimportant,male,0.4396537373064758,23673,0.43333088486316784,0.4459765897497837
2012,Very important,male,0.5298438934802571,40229,0.5249665711264548,0.5347212158340593
2012,Very important,female,0.4701561065197429,40229,0.46527878416594065,0.4750334288735451
2012,Important,female,0.5312971342383107,40229,0.5264206817868211,0.5361735866898003
2012,Important,male,0.4687028657616893,40229,0.46382641331019964,0.47357931821317895
2012,Less important,female,0.5487526675987932,40229,0.5438899158492453,0.553615419348341
2012,Less important,male,0.45124733240120685,40229,0.446384580651659,0.4561100841507547
2012,Unimportant,female,0.574799917915042,40229,0.5699688685934349,0.5796309672366492
2012,Unimportant,male,0.4252000820849579,40229,0.4203690327633508,0.430031131406565
2016,Very important,male,0.5378995433789955,41132,0.5330813420350191,0.5427177447229719
2016,Very important,female,0.4621004566210046,41132,0.45728225527702815,0.466918657964981
2016,Important,female,0.5328169014084507,41132,0.5279952177306697,0.5376385850862317
2016,Important,male,0.4671830985915493,41132,0.4623614149137683,0.47200478226933024
2016,Less important,female,0.542728124733748,41132,0.537913698165756,0.54754255130174
2016,Less important,male,0.457271875266252,41132,0.45245744869826005,0.462086301834244
2016,Unimportant,female,0.5770049680624556,41132,0.57223051566852,0.5817794204563912
2016,Unimportant,male,0.42299503193754434,41132,0.4182205795436087,0.42776948433148
2021,Very important,male,0.5272727272727272,27598,0.521382388819617,0.5331630657258375
2021,Very important,female,0.4727272727272727,27598,0.46683693427416245,0.478617611180383
2021,Important,female,0.5077669902912622,27598,0.5018685815351995,0.5136653990473248
2021,Important,male,0.49223300970873785,27598,0.4863346009526752,0.49813141846480047
2021,Less important,female,0.5437433722163308,27598,0.537866870768557,0.5496198736641047
2021,Less important,male,0.45625662778366916,27598,0.45038012633589536,0.46213312923144295
2021,Unimportant,female,0.5726381461675579,27598,0.566801608656707,0.5784746836784088
2021,Unimportant,male,0.4273618538324421,27598,0.4215253163215911,0.433198391343293
