"plh0111","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"1 Sehr wichtig","1994","17-34","Berlin","","","",""
"1 Sehr wichtig","1994","17-34","Brandenburg","","","",""
"1 Sehr wichtig","1994","17-34","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1994","17-34","Sachsen","","","",""
"1 Sehr wichtig","1994","17-34","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1994","17-34","Thueringen","","","",""
"1 Sehr wichtig","1994","35-65","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1994","35-65","Hamburg","","","",""
"1 Sehr wichtig","1994","35-65","Niedersachsen","","","",""
"1 Sehr wichtig","1994","35-65","Bremen","","","",""
"1 Sehr wichtig","1994","35-65","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1994","35-65","Hessen","","","",""
"1 Sehr wichtig","1994","35-65","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1994","35-65","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1994","35-65","Bayern","","","",""
"1 Sehr wichtig","1994","35-65","Berlin","","","",""
"1 Sehr wichtig","1994","35-65","Brandenburg","","","",""
"1 Sehr wichtig","1994","35-65","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1994","35-65","Sachsen","","","",""
"1 Sehr wichtig","1994","35-65","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1994","35-65","Thueringen","","","",""
"1 Sehr wichtig","1994","66 +","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1994","66 +","Hamburg","","","",""
"1 Sehr wichtig","1994","66 +","Niedersachsen","","","",""
"1 Sehr wichtig","1994","66 +","Bremen","","","",""
"1 Sehr wichtig","1994","66 +","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1994","66 +","Hessen","","","",""
"1 Sehr wichtig","1994","66 +","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1994","66 +","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1994","66 +","Bayern","","","",""
"1 Sehr wichtig","1994","66 +","Berlin","","","",""
"1 Sehr wichtig","1994","66 +","Brandenburg","","","",""
"1 Sehr wichtig","1994","66 +","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1994","66 +","Sachsen","","","",""
"1 Sehr wichtig","1994","66 +","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1994","66 +","Thueringen","","","",""
"2 Wichtig","1994","17-34","Schleswig-Holstein","","","",""
"2 Wichtig","1994","17-34","Hamburg","","","",""
"2 Wichtig","1994","17-34","Niedersachsen","","","",""
"2 Wichtig","1994","17-34","Bremen","","","",""
"2 Wichtig","1994","17-34","Nordrhein-Westfalen","","","",""
"2 Wichtig","1994","17-34","Hessen","","","",""
"2 Wichtig","1994","17-34","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","1994","17-34","Baden-Wuerttemberg","","","",""
"2 Wichtig","1994","17-34","Bayern","","","",""
"2 Wichtig","1994","17-34","Berlin","","","",""
"2 Wichtig","1994","17-34","Brandenburg","","","",""
"2 Wichtig","1994","17-34","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1994","17-34","Sachsen","","","",""
"2 Wichtig","1994","17-34","Sachsen-Anhalt","","","",""
"2 Wichtig","1994","17-34","Thueringen","","","",""
"2 Wichtig","1994","35-65","Schleswig-Holstein","","","",""
"2 Wichtig","1994","35-65","Hamburg","","","",""
"2 Wichtig","1994","35-65","Niedersachsen","","","",""
"2 Wichtig","1994","35-65","Bremen","","","",""
"2 Wichtig","1994","35-65","Nordrhein-Westfalen","","","",""
"2 Wichtig","1994","35-65","Hessen","","","",""
"2 Wichtig","1994","35-65","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","1994","35-65","Baden-Wuerttemberg","","","",""
"2 Wichtig","1994","35-65","Bayern","","","",""
"2 Wichtig","1994","35-65","Berlin","","","",""
"2 Wichtig","1994","35-65","Brandenburg","","","",""
"2 Wichtig","1994","35-65","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1994","35-65","Sachsen","","","",""
"2 Wichtig","1994","35-65","Sachsen-Anhalt","","","",""
"2 Wichtig","1994","35-65","Thueringen","","","",""
"2 Wichtig","1994","66 +","Schleswig-Holstein","","","",""
"2 Wichtig","1994","66 +","Hamburg","","","",""
"2 Wichtig","1994","66 +","Niedersachsen","","","",""
"2 Wichtig","1994","66 +","Bremen","","","",""
"2 Wichtig","1994","66 +","Nordrhein-Westfalen","","","",""
"2 Wichtig","1994","66 +","Hessen","","","",""
"2 Wichtig","1994","66 +","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","1994","66 +","Baden-Wuerttemberg","","","",""
"2 Wichtig","1994","66 +","Bayern","","","",""
"2 Wichtig","1994","66 +","Berlin","","","",""
"2 Wichtig","1994","66 +","Brandenburg","","","",""
"2 Wichtig","1994","66 +","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1994","66 +","Sachsen","","","",""
"2 Wichtig","1994","66 +","Sachsen-Anhalt","","","",""
"2 Wichtig","1994","66 +","Thueringen","","","",""
"3 Weniger wichtig","1994","17-34","Schleswig-Holstein","","","",""
"3 Weniger wichtig","1994","17-34","Hamburg","","","",""
"3 Weniger wichtig","1994","17-34","Niedersachsen","","","",""
"3 Weniger wichtig","1994","17-34","Bremen","","","",""
"3 Weniger wichtig","1994","17-34","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","1994","17-34","Hessen","","","",""
"3 Weniger wichtig","1994","17-34","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","1994","17-34","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","1994","17-34","Bayern","","","",""
"3 Weniger wichtig","1994","17-34","Berlin","","","",""
"3 Weniger wichtig","1994","17-34","Brandenburg","","","",""
"3 Weniger wichtig","1994","17-34","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1994","17-34","Sachsen","","","",""
"3 Weniger wichtig","1994","17-34","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1994","17-34","Thueringen","","","",""
"3 Weniger wichtig","1994","35-65","Schleswig-Holstein","","","",""
"3 Weniger wichtig","1994","35-65","Hamburg","","","",""
"3 Weniger wichtig","1994","35-65","Niedersachsen","","","",""
"3 Weniger wichtig","1994","35-65","Bremen","","","",""
"3 Weniger wichtig","1994","35-65","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","1994","35-65","Hessen","","","",""
"3 Weniger wichtig","1994","35-65","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","1994","35-65","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","1994","35-65","Bayern","","","",""
"3 Weniger wichtig","1994","35-65","Berlin","","","",""
"3 Weniger wichtig","1994","35-65","Brandenburg","","","",""
"3 Weniger wichtig","1994","35-65","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1994","35-65","Sachsen","","","",""
"3 Weniger wichtig","1994","35-65","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1994","35-65","Thueringen","","","",""
"3 Weniger wichtig","1994","66 +","Schleswig-Holstein","","","",""
"3 Weniger wichtig","1994","66 +","Hamburg","","","",""
"3 Weniger wichtig","1994","66 +","Niedersachsen","","","",""
"3 Weniger wichtig","1994","66 +","Bremen","","","",""
"3 Weniger wichtig","1994","66 +","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","1994","66 +","Hessen","","","",""
"3 Weniger wichtig","1994","66 +","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","1994","66 +","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","1994","66 +","Bayern","","","",""
"3 Weniger wichtig","1994","66 +","Berlin","","","",""
"3 Weniger wichtig","1994","66 +","Brandenburg","","","",""
"3 Weniger wichtig","1994","66 +","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1994","66 +","Sachsen","","","",""
"3 Weniger wichtig","1994","66 +","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1994","66 +","Thueringen","","","",""
"4 Ganz unwichtig","1994","17-34","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","1994","17-34","Hamburg","","","",""
"4 Ganz unwichtig","1994","17-34","Niedersachsen","","","",""
"4 Ganz unwichtig","1994","17-34","Bremen","","","",""
"4 Ganz unwichtig","1994","17-34","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","1994","17-34","Hessen","","","",""
"4 Ganz unwichtig","1994","17-34","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","1994","17-34","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","1994","17-34","Bayern","","","",""
"4 Ganz unwichtig","1994","17-34","Berlin","","","",""
"4 Ganz unwichtig","1994","17-34","Brandenburg","","","",""
"4 Ganz unwichtig","1994","17-34","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1994","17-34","Sachsen","","","",""
"4 Ganz unwichtig","1994","17-34","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1994","17-34","Thueringen","","","",""
"4 Ganz unwichtig","1994","35-65","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","1994","35-65","Hamburg","","","",""
"4 Ganz unwichtig","1994","35-65","Niedersachsen","","","",""
"4 Ganz unwichtig","1994","35-65","Bremen","","","",""
"4 Ganz unwichtig","1994","35-65","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","1994","35-65","Hessen","","","",""
"4 Ganz unwichtig","1994","35-65","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","1994","35-65","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","1994","35-65","Bayern","","","",""
"4 Ganz unwichtig","1994","35-65","Berlin","","","",""
"4 Ganz unwichtig","1994","35-65","Brandenburg","","","",""
"4 Ganz unwichtig","1994","35-65","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1994","35-65","Sachsen","","","",""
"4 Ganz unwichtig","1994","35-65","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1994","35-65","Thueringen","","","",""
"4 Ganz unwichtig","1994","66 +","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","1994","66 +","Hamburg","","","",""
"4 Ganz unwichtig","1994","66 +","Niedersachsen","","","",""
"4 Ganz unwichtig","1994","66 +","Bremen","","","",""
"4 Ganz unwichtig","1994","66 +","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","1994","66 +","Hessen","","","",""
"4 Ganz unwichtig","1994","66 +","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","1994","66 +","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","1994","66 +","Bayern","","","",""
"4 Ganz unwichtig","1994","66 +","Berlin","","","",""
"4 Ganz unwichtig","1994","66 +","Brandenburg","","","",""
"4 Ganz unwichtig","1994","66 +","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1994","66 +","Sachsen","","","",""
"4 Ganz unwichtig","1994","66 +","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1994","66 +","Thueringen","","","",""
"1 Sehr wichtig","1995","17-34","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1995","17-34","Hamburg","","","",""
"1 Sehr wichtig","1995","17-34","Niedersachsen","","","",""
"1 Sehr wichtig","1995","17-34","Bremen","","","",""
"1 Sehr wichtig","1995","17-34","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1995","17-34","Hessen","","","",""
"1 Sehr wichtig","1995","17-34","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1995","17-34","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1995","17-34","Bayern","","","",""
"1 Sehr wichtig","1995","17-34","Berlin","","","",""
"1 Sehr wichtig","1995","17-34","Brandenburg","","","",""
"1 Sehr wichtig","1995","17-34","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1995","17-34","Sachsen","","","",""
"1 Sehr wichtig","1995","17-34","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1995","17-34","Thueringen","","","",""
"1 Sehr wichtig","1995","35-65","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1995","35-65","Hamburg","","","",""
"1 Sehr wichtig","1995","35-65","Niedersachsen","","","",""
"1 Sehr wichtig","1995","35-65","Bremen","","","",""
"1 Sehr wichtig","1995","35-65","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1995","35-65","Hessen","","","",""
"1 Sehr wichtig","1995","35-65","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1995","35-65","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1995","35-65","Bayern","","","",""
"1 Sehr wichtig","1995","35-65","Berlin","","","",""
"1 Sehr wichtig","1995","35-65","Brandenburg","","","",""
"1 Sehr wichtig","1995","35-65","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1995","35-65","Sachsen","","","",""
"1 Sehr wichtig","1995","35-65","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1995","35-65","Thueringen","","","",""
"1 Sehr wichtig","1995","66 +","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1995","66 +","Hamburg","","","",""
"1 Sehr wichtig","1995","66 +","Niedersachsen","","","",""
"1 Sehr wichtig","1995","66 +","Bremen","","","",""
"1 Sehr wichtig","1995","66 +","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1995","66 +","Hessen","","","",""
"1 Sehr wichtig","1995","66 +","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1995","66 +","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1995","66 +","Bayern","","","",""
"1 Sehr wichtig","1995","66 +","Berlin","","","",""
"1 Sehr wichtig","1995","66 +","Brandenburg","","","",""
"1 Sehr wichtig","1995","66 +","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1995","66 +","Sachsen","","","",""
"1 Sehr wichtig","1995","66 +","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1995","66 +","Thueringen","","","",""
"2 Wichtig","1995","17-34","Schleswig-Holstein","","","",""
"2 Wichtig","1995","17-34","Hamburg","","","",""
"2 Wichtig","1995","17-34","Niedersachsen","56","0.161620886569142","0.122378202109182","0.200863571029102"
"2 Wichtig","1995","17-34","Bremen","","","",""
"2 Wichtig","1995","17-34","Nordrhein-Westfalen","112","0.15481254883999","0.128205389081861","0.181419708598118"
"2 Wichtig","1995","17-34","Hessen","33","0.163589703910547","0.11493114168924","0.212248266131854"
"2 Wichtig","1995","17-34","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","1995","17-34","Baden-Wuerttemberg","63","0.150318034881255","0.117623475173787","0.183012594588723"
"2 Wichtig","1995","17-34","Bayern","68","0.125061091983312","0.0975408928191389","0.152581291147485"
"2 Wichtig","1995","17-34","Berlin","","","",""
"2 Wichtig","1995","17-34","Brandenburg","","","",""
"2 Wichtig","1995","17-34","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1995","17-34","Sachsen","30","0.0904450819764481","0.0608580479171015","0.120032116035795"
"2 Wichtig","1995","17-34","Sachsen-Anhalt","","","",""
"2 Wichtig","1995","17-34","Thueringen","","","",""
"2 Wichtig","1995","35-65","Schleswig-Holstein","","","",""
"2 Wichtig","1995","35-65","Hamburg","","","",""
"2 Wichtig","1995","35-65","Niedersachsen","85","0.193667991105911","0.15735782240587","0.229978159805953"
"2 Wichtig","1995","35-65","Bremen","","","",""
"2 Wichtig","1995","35-65","Nordrhein-Westfalen","201","0.186303126416577","0.162886343610591","0.209719909222564"
"2 Wichtig","1995","35-65","Hessen","51","0.152952299057482","0.115562336459552","0.190342261655412"
"2 Wichtig","1995","35-65","Rheinland-Pfalz,Saarland","40","0.133381862658471","0.0950370256929109","0.171726699624031"
"2 Wichtig","1995","35-65","Baden-Wuerttemberg","79","0.137054987565382","0.108261332642061","0.165848642488704"
"2 Wichtig","1995","35-65","Bayern","102","0.173215037549681","0.143941874099424","0.202488200999937"
"2 Wichtig","1995","35-65","Berlin","50","0.230119594681677","0.180641367948434","0.279597821414919"
"2 Wichtig","1995","35-65","Brandenburg","40","0.120991138279829","0.0860691392849164","0.155913137274742"
"2 Wichtig","1995","35-65","Mecklenburg-Vorpommern","32","0.149840915961738","0.10459134664538","0.195090485278095"
"2 Wichtig","1995","35-65","Sachsen","61","0.0951925440622669","0.0716507000562738","0.11873438806826"
"2 Wichtig","1995","35-65","Sachsen-Anhalt","37","0.096924870647232","0.067295102027012","0.126554639267452"
"2 Wichtig","1995","35-65","Thueringen","53","0.144617816567348","0.107770567573935","0.181465065560762"
"2 Wichtig","1995","66 +","Schleswig-Holstein","","","",""
"2 Wichtig","1995","66 +","Hamburg","","","",""
"2 Wichtig","1995","66 +","Niedersachsen","","","",""
"2 Wichtig","1995","66 +","Bremen","","","",""
"2 Wichtig","1995","66 +","Nordrhein-Westfalen","38","0.162796692042537","0.116756421157692","0.208836962927382"
"2 Wichtig","1995","66 +","Hessen","","","",""
"2 Wichtig","1995","66 +","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","1995","66 +","Baden-Wuerttemberg","","","",""
"2 Wichtig","1995","66 +","Bayern","","","",""
"2 Wichtig","1995","66 +","Berlin","","","",""
"2 Wichtig","1995","66 +","Brandenburg","","","",""
"2 Wichtig","1995","66 +","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1995","66 +","Sachsen","","","",""
"2 Wichtig","1995","66 +","Sachsen-Anhalt","","","",""
"2 Wichtig","1995","66 +","Thueringen","","","",""
"3 Weniger wichtig","1995","17-34","Schleswig-Holstein","48","0.470887211207882","0.372562411394598","0.569212011021166"
"3 Weniger wichtig","1995","17-34","Hamburg","","","",""
"3 Weniger wichtig","1995","17-34","Niedersachsen","189","0.579061046504906","0.526427640511341","0.631694452498471"
"3 Weniger wichtig","1995","17-34","Bremen","","","",""
"3 Weniger wichtig","1995","17-34","Nordrhein-Westfalen","371","0.532749624500986","0.496050532234167","0.569448716767804"
"3 Weniger wichtig","1995","17-34","Hessen","119","0.51757737535542","0.45184594553815","0.58330880517269"
"3 Weniger wichtig","1995","17-34","Rheinland-Pfalz,Saarland","117","0.530182725891529","0.4646779542879","0.595687497495158"
"3 Weniger wichtig","1995","17-34","Baden-Wuerttemberg","256","0.546945732719926","0.501406157001527","0.592485308438325"
"3 Weniger wichtig","1995","17-34","Bayern","297","0.543265362497397","0.501823469807265","0.584707255187529"
"3 Weniger wichtig","1995","17-34","Berlin","91","0.549083193005226","0.472695819844737","0.625470566165715"
"3 Weniger wichtig","1995","17-34","Brandenburg","111","0.598426910345197","0.527595312650838","0.669258508039556"
"3 Weniger wichtig","1995","17-34","Mecklenburg-Vorpommern","77","0.523513453103685","0.440484428538856","0.606542477668514"
"3 Weniger wichtig","1995","17-34","Sachsen","211","0.554748307250205","0.503480437470694","0.606016177029717"
"3 Weniger wichtig","1995","17-34","Sachsen-Anhalt","151","0.642156660751131","0.579240440481611","0.70507288102065"
"3 Weniger wichtig","1995","17-34","Thueringen","132","0.554631606651404","0.489400061854175","0.619863151448632"
"3 Weniger wichtig","1995","35-65","Schleswig-Holstein","60","0.495331334446825","0.40837578534205","0.582286883551599"
"3 Weniger wichtig","1995","35-65","Hamburg","","","",""
"3 Weniger wichtig","1995","35-65","Niedersachsen","213","0.497758943582415","0.451817140642943","0.543700746521886"
"3 Weniger wichtig","1995","35-65","Bremen","","","",""
"3 Weniger wichtig","1995","35-65","Nordrhein-Westfalen","546","0.523129401165965","0.493090041501881","0.553168760830049"
"3 Weniger wichtig","1995","35-65","Hessen","195","0.562130895144639","0.510594507842848","0.613667282446431"
"3 Weniger wichtig","1995","35-65","Rheinland-Pfalz,Saarland","148","0.491644745531824","0.435260992650627","0.548028498413021"
"3 Weniger wichtig","1995","35-65","Baden-Wuerttemberg","299","0.569156707793477","0.527696315313215","0.610617100273739"
"3 Weniger wichtig","1995","35-65","Bayern","302","0.455654386673529","0.417130001306104","0.494178772040953"
"3 Weniger wichtig","1995","35-65","Berlin","136","0.450690863398118","0.392201959668073","0.509179767128162"
"3 Weniger wichtig","1995","35-65","Brandenburg","187","0.552386059309976","0.499138605646057","0.605633512973895"
"3 Weniger wichtig","1995","35-65","Mecklenburg-Vorpommern","129","0.521185718601189","0.457852881756071","0.584518555446308"
"3 Weniger wichtig","1995","35-65","Sachsen","325","0.539121486978714","0.499136452340903","0.579106521616525"
"3 Weniger wichtig","1995","35-65","Sachsen-Anhalt","228","0.580212871315723","0.53078670313153","0.629639039499916"
"3 Weniger wichtig","1995","35-65","Thueringen","190","0.52005580530745","0.467715721385621","0.572395889229279"
"3 Weniger wichtig","1995","66 +","Schleswig-Holstein","","","",""
"3 Weniger wichtig","1995","66 +","Hamburg","","","",""
"3 Weniger wichtig","1995","66 +","Niedersachsen","54","0.4545304016445","0.363126989432961","0.54593381385604"
"3 Weniger wichtig","1995","66 +","Bremen","","","",""
"3 Weniger wichtig","1995","66 +","Nordrhein-Westfalen","86","0.348598755940562","0.289171343249334","0.408026168631789"
"3 Weniger wichtig","1995","66 +","Hessen","44","0.472687903753302","0.373842571745385","0.571533235761219"
"3 Weniger wichtig","1995","66 +","Rheinland-Pfalz,Saarland","37","0.326646583200892","0.234263790286822","0.419029376114962"
"3 Weniger wichtig","1995","66 +","Baden-Wuerttemberg","76","0.441168862661595","0.366964986470043","0.515372738853148"
"3 Weniger wichtig","1995","66 +","Bayern","67","0.343097620393454","0.275235341930571","0.410959898856337"
"3 Weniger wichtig","1995","66 +","Berlin","","","",""
"3 Weniger wichtig","1995","66 +","Brandenburg","","","",""
"3 Weniger wichtig","1995","66 +","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1995","66 +","Sachsen","41","0.329625829217618","0.247870610526289","0.411381047908947"
"3 Weniger wichtig","1995","66 +","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1995","66 +","Thueringen","","","",""
"4 Ganz unwichtig","1995","17-34","Schleswig-Holstein","32","0.309918278812924","0.218821220835981","0.401015336789866"
"4 Ganz unwichtig","1995","17-34","Hamburg","","","",""
"4 Ganz unwichtig","1995","17-34","Niedersachsen","88","0.24154669581509","0.195916249650641","0.28717714197954"
"4 Ganz unwichtig","1995","17-34","Bremen","","","",""
"4 Ganz unwichtig","1995","17-34","Nordrhein-Westfalen","217","0.302469001575762","0.268682664598851","0.336255338552672"
"4 Ganz unwichtig","1995","17-34","Hessen","66","0.299849829771529","0.239577343532992","0.360122316010065"
"4 Ganz unwichtig","1995","17-34","Rheinland-Pfalz,Saarland","80","0.364748228704612","0.301570327028855","0.42792613038037"
"4 Ganz unwichtig","1995","17-34","Baden-Wuerttemberg","133","0.28275578014974","0.241557316337814","0.323954243961667"
"4 Ganz unwichtig","1995","17-34","Bayern","182","0.312249439367244","0.273695575491592","0.350803303242896"
"4 Ganz unwichtig","1995","17-34","Berlin","41","0.270523826405843","0.202327244894353","0.338720407917333"
"4 Ganz unwichtig","1995","17-34","Brandenburg","50","0.273994188569279","0.209550572174539","0.338437804964019"
"4 Ganz unwichtig","1995","17-34","Mecklenburg-Vorpommern","47","0.381770338726052","0.301006546771233","0.462534130680871"
"4 Ganz unwichtig","1995","17-34","Sachsen","118","0.350275523879453","0.301064318869194","0.399486728889712"
"4 Ganz unwichtig","1995","17-34","Sachsen-Anhalt","54","0.275253833237405","0.216632551371561","0.333875115103249"
"4 Ganz unwichtig","1995","17-34","Thueringen","67","0.344870240654382","0.282484234544182","0.407256246764583"
"4 Ganz unwichtig","1995","35-65","Schleswig-Holstein","46","0.346347786174769","0.263596299137759","0.429099273211779"
"4 Ganz unwichtig","1995","35-65","Hamburg","","","",""
"4 Ganz unwichtig","1995","35-65","Niedersachsen","142","0.283940785311129","0.242509276316778","0.325372294305481"
"4 Ganz unwichtig","1995","35-65","Bremen","","","",""
"4 Ganz unwichtig","1995","35-65","Nordrhein-Westfalen","300","0.274695554885168","0.247850035048213","0.301541074722123"
"4 Ganz unwichtig","1995","35-65","Hessen","107","0.276551795199922","0.230087959961216","0.323015630438628"
"4 Ganz unwichtig","1995","35-65","Rheinland-Pfalz,Saarland","105","0.338377195733062","0.285012947480196","0.391741443985928"
"4 Ganz unwichtig","1995","35-65","Baden-Wuerttemberg","166","0.28703406089078","0.249158513273246","0.324909608508314"
"4 Ganz unwichtig","1995","35-65","Bayern","231","0.359732585614535","0.32260889314345","0.39685627808562"
"4 Ganz unwichtig","1995","35-65","Berlin","82","0.293313299104904","0.239794663921565","0.346831934288243"
"4 Ganz unwichtig","1995","35-65","Brandenburg","102","0.31115373450888","0.261577407185649","0.36073006183211"
"4 Ganz unwichtig","1995","35-65","Mecklenburg-Vorpommern","74","0.316333783119342","0.257375614055385","0.375291952183299"
"4 Ganz unwichtig","1995","35-65","Sachsen","206","0.35457857307525","0.316204415105966","0.392952731044535"
"4 Ganz unwichtig","1995","35-65","Sachsen-Anhalt","114","0.312287375400035","0.265875468078249","0.358699282721822"
"4 Ganz unwichtig","1995","35-65","Thueringen","102","0.320536926742433","0.271645126044007","0.369428727440858"
"4 Ganz unwichtig","1995","66 +","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","1995","66 +","Hamburg","","","",""
"4 Ganz unwichtig","1995","66 +","Niedersachsen","52","0.471787323564911","0.380149828538906","0.563424818590916"
"4 Ganz unwichtig","1995","66 +","Bremen","","","",""
"4 Ganz unwichtig","1995","66 +","Nordrhein-Westfalen","119","0.468988116765807","0.406753409118807","0.531222824412808"
"4 Ganz unwichtig","1995","66 +","Hessen","43","0.429555054249082","0.331549353523409","0.527560754974756"
"4 Ganz unwichtig","1995","66 +","Rheinland-Pfalz,Saarland","51","0.538190257017392","0.439986081239436","0.636394432795347"
"4 Ganz unwichtig","1995","66 +","Baden-Wuerttemberg","74","0.434267506883709","0.360193114631434","0.508341899135984"
"4 Ganz unwichtig","1995","66 +","Bayern","102","0.5461066113858","0.474938603068796","0.617274619702804"
"4 Ganz unwichtig","1995","66 +","Berlin","30","0.517596887573106","0.388998662957246","0.646195112188965"
"4 Ganz unwichtig","1995","66 +","Brandenburg","36","0.569420846111592","0.44810953816621","0.690732154056973"
"4 Ganz unwichtig","1995","66 +","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1995","66 +","Sachsen","70","0.553116329285268","0.46664906604757","0.639583592522965"
"4 Ganz unwichtig","1995","66 +","Sachsen-Anhalt","48","0.640361950667267","0.531753645777839","0.748970255556696"
"4 Ganz unwichtig","1995","66 +","Thueringen","40","0.558590126541642","0.443893804426493","0.673286448656791"
"1 Sehr wichtig","1996","17-34","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1996","17-34","Hamburg","","","",""
"1 Sehr wichtig","1996","17-34","Niedersachsen","","","",""
"1 Sehr wichtig","1996","17-34","Bremen","","","",""
"1 Sehr wichtig","1996","17-34","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1996","17-34","Hessen","","","",""
"1 Sehr wichtig","1996","17-34","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1996","17-34","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1996","17-34","Bayern","","","",""
"1 Sehr wichtig","1996","17-34","Berlin","","","",""
"1 Sehr wichtig","1996","17-34","Brandenburg","","","",""
"1 Sehr wichtig","1996","17-34","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1996","17-34","Sachsen","","","",""
"1 Sehr wichtig","1996","17-34","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1996","17-34","Thueringen","","","",""
"1 Sehr wichtig","1996","35-65","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1996","35-65","Hamburg","","","",""
"1 Sehr wichtig","1996","35-65","Niedersachsen","","","",""
"1 Sehr wichtig","1996","35-65","Bremen","","","",""
