year,sampreg,hlf0071_h,proportion,n,lower_confidence,upper_confidence
1984,West,3.0,0.7346764555233054,5863,0.7233750598439839,0.7459778512026269
1984,West,2.0,0.15605258664845484,5863,0.14676315158211958,0.1653420217147901
1984,West,4.0,0.061977121393204715,5863,0.0558052262323023,0.06814901655410713
1984,West,1.0,0.03722042001024415,5863,0.03237479062514671,0.04206604939534159
1984,West,5.0,0.010073416424790848,5863,0.007517268331404634,0.012629564518177063
1985,West,3.0,0.7462772050400917,5272,0.7345309831065044,0.7580234269736789
1985,West,2.0,0.14490263459335626,5272,0.13540065057473316,0.15440461861197935
1985,West,4.0,0.06414662084765177,5272,0.05753269732798849,0.07076054436731505
1985,West,1.0,0.03493699885452463,5272,0.029980340319710166,0.03989365738933909
1985,West,5.0,0.009736540664375716,5272,0.0070859290994138395,0.012387152229337593
1986,West,3.0,0.7335285505124451,5039,0.7213213031386647,0.7457357978862256
1986,West,2.0,0.16105417276720352,5039,0.15090485518885718,0.17120349034554985
1986,West,4.0,0.06149341142020498,5039,0.05486030678133666,0.0681265160590733
1986,West,1.0,0.040995607613469986,5039,0.03552087574220335,0.046470339484736625
1986,West,5.0,0.0029282576866764276,5039,0.0014363163660516297,0.004420199007301225
1987,West,3.0,0.7508417508417509,4975,0.7388226668288034,0.7628608348546984
1987,West,2.0,0.15151515151515152,4975,0.14155170470240552,0.16147859832789752
1987,West,4.0,0.05723905723905724,4975,0.050783904008838164,0.06369421046927631
1987,West,1.0,0.03535353535353535,4975,0.030221849737762995,0.04048522096930771
1987,West,5.0,0.005050505050505051,4975,0.0030806809274986674,0.007020329173511435
1988,West,3.0,0.7259786476868327,4770,0.7133210581481629,0.7386362372255025
1988,West,2.0,0.17259786476868327,4770,0.16187346709328426,0.18332226244408228
1988,West,4.0,0.05871886120996441,4770,0.05204702505895771,0.06539069736097111
1988,West,1.0,0.04092526690391459,4770,0.03530290409710267,0.04654762971072651
1988,West,5.0,0.0017793594306049821,4770,0.0005833296407173727,0.0029753892204925914
1989,West,3.0,0.7220149253731343,4651,0.7091393475368689,0.7348905032093996
1989,West,2.0,0.1623134328358209,4651,0.15171599424290466,0.17291087142873712
1989,West,4.0,0.06529850746268656,4651,0.05819830068082621,0.07239871424454691
1989,West,1.0,0.04477611940298507,4651,0.038832394325529034,0.05071984448044111
1989,West,5.0,0.005597014925373134,4651,0.003452928220795703,0.007741101629950565
1990,East,3.0,0.5220197418375095,6750,0.510103134520597,0.5339363491544221
1990,East,2.0,0.19779802581624906,6750,0.18829510688178092,0.2073009447507172
1990,West,3.0,0.13439635535307518,6750,0.126259483641514,0.14253322706463636
1990,East,1.0,0.05770690964312832,6750,0.05214388355148283,0.06326993573477382
1990,East,4.0,0.032649962034927864,6750,0.02841024031727534,0.036889683752580386
1990,West,2.0,0.02847380410022779,6750,0.024505963755791116,0.032441644444664464
1990,West,1.0,0.010630220197418374,6750,0.008183667156305044,0.013076773238531705
1990,West,4.0,0.008731966590736523,6750,0.0065124634279240525,0.010951469753548992
1990,East,5.0,0.006454062262718299,6750,0.004543704373077044,0.008364420152359555
1990,West,5.0,0.0011389521640091116,6750,0.00033429762451514663,0.0019436067035030766
1991,West,3.0,0.4963076923076923,6629,0.48427146934161025,0.5083439152737743
1991,East,3.0,0.20815384615384616,6629,0.19838046834410644,0.21792722396358588
1991,West,2.0,0.12292307692307693,6629,0.11501870047683731,0.13082745336931656
1991,East,2.0,0.06353846153846154,6629,0.05766633532060596,0.06941058775631713
1991,West,4.0,0.04723076923076923,6629,0.04212409171835612,0.05233744674318234
1991,West,1.0,0.02569230769230769,6629,0.021883564554263775,0.029501050830351608
1991,East,4.0,0.01523076923076923,6629,0.012282547003535238,0.018178991458003224
1991,East,1.0,0.014307692307692308,6629,0.0114488675039138,0.017166517111470814
1991,West,5.0,0.004153846153846154,6629,0.002605552296475155,0.005702140011217153
1991,East,5.0,0.0024615384615384616,6629,0.0012686490061766778,0.0036544279169002454
1992,West,3.0,0.4969192852741836,6603,0.48485928873176654,0.5089792818166007
1992,East,3.0,0.20224892174984596,6603,0.19256029489072585,0.21193754860896608
1992,West,2.0,0.12630930375847196,6603,0.11829654719025914,0.13432206032668478
1992,East,2.0,0.06207640172520024,6603,0.05625627525797862,0.06789652819242187
1992,West,4.0,0.0459026494146642,6603,0.04085486679315275,0.05095043203617566
1992,West,1.0,0.02911275415896488,6603,0.02505756173162544,0.03316794658630432
1992,East,4.0,0.021565003080714726,6603,0.018061309042989436,0.025068697118440016
1992,East,1.0,0.010782501540357363,6603,0.008291401996608121,0.013273601084106605
1992,West,5.0,0.0038508934072704866,6603,0.0023569699504899094,0.005344816864051064
1992,East,5.0,0.0012322858903265558,6603,0.0003860851359755882,0.0020784866446775232
1993,West,3.0,0.5000774353414899,6570,0.48798695971992356,0.5121679109630561
1993,East,3.0,0.19807960353105158,6570,0.18844222548402914,0.20771698157807403
1993,West,2.0,0.1260647359454855,6570,0.11803853871213905,0.13409093317883197
1993,East,2.0,0.059625212947189095,6570,0.05389937771697041,0.06535104817740778
1993,West,4.0,0.05172680811522379,6570,0.04637133352238629,0.05708228270806129
1993,West,1.0,0.029735171132104693,6570,0.025627896411587404,0.033842445852621986
1993,East,4.0,0.020907542202261112,6570,0.01744785583567491,0.024367228568847314
1993,East,1.0,0.007898404831965309,6570,0.00575787563812327,0.010038934025807347
1993,West,5.0,0.0040266377574725105,6570,0.0024953086807221175,0.0055579668342229036
1993,East,5.0,0.0018584481957565433,6570,0.0008169831846523853,0.0028999132068607014
1994,West,3.0,0.5065302911093627,6496,0.49437218235874836,0.518688399859977
1994,East,3.0,0.1974822974036192,6496,0.1878012029061283,0.20716339190111008
1994,West,2.0,0.11974822974036192,6496,0.11185288554414105,0.1276435739365828
1994,East,2.0,0.056963021243115655,6496,0.05132672343021479,0.06259931905601651
1994,West,4.0,0.053343823760818254,6496,0.047879061523823006,0.0588085859978135
1994,West,1.0,0.026593233674272226,6496,0.022680630359832157,0.030505836988712294
1994,East,4.0,0.021872541306058223,6496,0.018315569593688897,0.02542951301842755
1994,East,1.0,0.01007081038552321,6496,0.007642706086241708,0.012498914684804713
1994,West,5.0,0.0045633359559402046,6496,0.0029243278513198783,0.006202344060560531
1994,East,5.0,0.002832415420928403,6496,0.001540019393343892,0.004124811448512913
1995,West,3.0,0.5122615803814714,6697,0.5002898949229646,0.5242332658399782
1995,East,3.0,0.19028156221616713,6697,0.18088040554453486,0.1996827188877994
1995,West,2.0,0.1256433545261883,6697,0.11770500913121718,0.13358169992115942
1995,West,4.0,0.0566151983045716,6697,0.05108008040426932,0.062150316204873886
1995,East,2.0,0.05252800484408114,6697,0.04718488930163793,0.05787112038652435
1995,West,1.0,0.025431425976385105,6697,0.021660851880470972,0.02920200007229924
1995,East,4.0,0.022252497729336965,6697,0.018719700898031672,0.02578529456064226
1995,East,1.0,0.008477141992128368,6697,0.006281345858527962,0.010672938125728774
1995,West,5.0,0.004844081138359067,6697,0.0031811770863340774,0.006506985190384057
1995,East,5.0,0.0016651528913109294,6697,0.0006886329978902362,0.002641672784731623
1996,West,3.0,0.5113515160749658,6631,0.49931988216105583,0.5233831499888757
1996,East,3.0,0.19564223678195947,6631,0.18609401504497214,0.2051904585189468
1996,West,2.0,0.12128599725735183,6631,0.11342829329673869,0.12914370121796498
1996,West,4.0,0.06231906140484535,6631,0.05650064829498272,0.06813747451470797
1996,East,2.0,0.05195794606125247,6631,0.046615915773366455,0.05729997634913849
1996,West,1.0,0.02163644674691452,6631,0.01813449901072132,0.02513839448310772
1996,East,4.0,0.020569861343897607,6631,0.017153459312421973,0.02398626337537324
1996,East,1.0,0.008685052567423435,6631,0.006451693200481975,0.010918411934364894
1996,West,5.0,0.005028188328508304,6631,0.0033257252044404982,0.00673065145257611
1996,East,5.0,0.0015236934328813044,6631,0.0005848693165941217,0.002462517549168487
1997,West,3.0,0.5169282856263465,6546,0.5048226102537954,0.5290339609988977
1997,East,3.0,0.20083102493074792,6546,0.19112586311167865,0.2105361867498172
1997,West,2.0,0.12357648507232995,6546,0.11560401310776106,0.13154895703689884
1997,West,4.0,0.05863342566943675,6546,0.05294201279501197,0.06432483854386153
1997,East,2.0,0.04847645429362881,6546,0.04327358082723491,0.05367932776002271
1997,East,4.0,0.0213911972914743,6546,0.017886179906009218,0.024896214676939383
1997,West,1.0,0.017236072637734686,6546,0.014083160762263722,0.02038898451320565
1997,East,1.0,0.007079101261926747,6546,0.005048080050592629,0.009110122473260865
1997,West,5.0,0.0043090181594336715,6546,0.0027222279219653285,0.0058958083969020145
1997,East,5.0,0.0015389350569405972,6546,0.0005893283256331917,0.002488541788248003
1998,West,3.0,0.522971114167813,7417,0.5116039241031802,0.5343383042324457
1998,East,3.0,0.19147180192572213,7417,0.18251728978752493,0.20042631406391934
1998,West,2.0,0.11513067400275104,7417,0.1078666540958773,0.12239469390962478
1998,West,4.0,0.06602475928473177,7417,0.060373268460457846,0.07167625010900569
1998,East,2.0,0.043191196698762035,7417,0.03856470133075145,0.047817692066772624
1998,East,4.0,0.02640990371389271,7417,0.022760571384910545,0.030059236042874877
