"hlf0071_h","year","regtyp","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Gerade richtig","2012","Ländlicher Raum","Westdeutschland","2388","0.689395009243766","0.674002957483984","0.704787061003547"
"Gerade richtig","2012","Ländlicher Raum","Ostdeutschland","1764","0.731851755467501","0.714154371058518","0.749549139876484"
"Etwas zu groß","2012","Städtischer Raum","Westdeutschland","1018","0.128298785204372","0.121432647588103","0.13516492282064"
"Etwas zu groß","2012","Städtischer Raum","Ostdeutschland","114","0.0965376398785749","0.0804775901414103","0.11259768961574"
"Etwas zu groß","2012","Ländlicher Raum","Westdeutschland","481","0.171810918855901","0.159263674288145","0.184358163423658"
"Etwas zu groß","2012","Ländlicher Raum","Ostdeutschland","261","0.122161343276477","0.109079037479953","0.135243649073001"
"Viel zu groß","2012","Städtischer Raum","Westdeutschland","160","0.0216367452751661","0.0186495512044101","0.0246239393459221"
"Viel zu groß","2012","Städtischer Raum","Ostdeutschland","4","","",""
"Viel zu groß","2012","Ländlicher Raum","Westdeutschland","84","0.0305019126613769","0.0247819229493069","0.0362219023734469"
"Viel zu groß","2012","Ländlicher Raum","Ostdeutschland","35","0.0151984045346624","0.0103109422666285","0.0200858668026963"
"Viel zu klein","2013","Städtischer Raum","Westdeutschland","335","0.0181367019283142","0.0155840036950027","0.0206894001616258"
"Viel zu klein","2013","Städtischer Raum","Ostdeutschland","25","","",""
"Viel zu klein","2013","Ländlicher Raum","Westdeutschland","80","0.012209742335967","0.00867447372864641","0.0157450109432875"
"Viel zu klein","2013","Ländlicher Raum","Ostdeutschland","40","0.0100505980417777","0.00600996105262067","0.0140912350309346"
"Etwas zu klein","2013","Städtischer Raum","Westdeutschland","1824","0.129194196206052","0.122778009894551","0.135610382517553"
"Etwas zu klein","2013","Städtischer Raum","Ostdeutschland","249","0.159187873304407","0.139421608003892","0.178954138604923"
"Etwas zu klein","2013","Ländlicher Raum","Westdeutschland","482","0.0948692192501453","0.0854361042646799","0.104302334235611"
"Etwas zu klein","2013","Ländlicher Raum","Ostdeutschland","296","0.110523853035641","0.097822717642905","0.123224988428377"
"Gerade richtig","2013","Städtischer Raum","Westdeutschland","7143","0.705667996555098","0.696950058858494","0.714385934251703"
"Gerade richtig","2013","Städtischer Raum","Ostdeutschland","922","0.737638340177559","0.71387037118397","0.761406309171149"
"Gerade richtig","2013","Ländlicher Raum","Westdeutschland","2563","0.682397792816437","0.667411391416357","0.697384194216517"
"Gerade richtig","2013","Ländlicher Raum","Ostdeutschland","1736","0.74695967612513","0.729348399840908","0.764570952409352"
"Etwas zu groß","2013","Städtischer Raum","Westdeutschland","1051","0.127059941821755","0.120689180356587","0.133430703286924"
"Etwas zu groß","2013","Städtischer Raum","Ostdeutschland","109","0.0812722166830924","0.0665088766028986","0.0960355567632862"
"Etwas zu groß","2013","Ländlicher Raum","Westdeutschland","501","0.174588285884428","0.162368047932406","0.18680852383645"
"Etwas zu groß","2013","Ländlicher Raum","Ostdeutschland","237","0.117307154438377","0.104272052330339","0.130342256546416"
"Viel zu groß","2013","Städtischer Raum","Westdeutschland","145","0.0199411634887803","0.0172669496726153","0.0226153773049452"
"Viel zu groß","2013","Städtischer Raum","Ostdeutschland","11","","",""
"Viel zu groß","2013","Ländlicher Raum","Westdeutschland","81","0.0359349597130228","0.0299432806017296","0.0419266388243161"
"Viel zu groß","2013","Ländlicher Raum","Ostdeutschland","32","0.0151587183590743","0.0102092135731227","0.020108223145026"
"Viel zu klein","2014","Städtischer Raum","Westdeutschland","268","0.0183512144131279","0.0155997638872929","0.0211026649389629"
"Viel zu klein","2014","Städtischer Raum","Ostdeutschland","32","0.0145594277180091","0.00780758507131225","0.0213112703647059"
"Viel zu klein","2014","Ländlicher Raum","Westdeutschland","70","0.0120095341871925","0.00828742078892959","0.0157316475854553"
"Viel zu klein","2014","Ländlicher Raum","Ostdeutschland","46","0.0199464123402572","0.014054216962497","0.0258386077180173"
"Etwas zu klein","2014","Städtischer Raum","Westdeutschland","1518","0.131733861588804","0.12480077889816","0.138666944279448"
"Etwas zu klein","2014","Städtischer Raum","Ostdeutschland","237","0.178456025414704","0.156872819405865","0.200039231423544"
"Etwas zu klein","2014","Ländlicher Raum","Westdeutschland","420","0.0919253640950385","0.082052831096741","0.101797897093336"
"Etwas zu klein","2014","Ländlicher Raum","Ostdeutschland","265","0.112587862165366","0.0992671237495229","0.125908600581209"
"Gerade richtig","2014","Städtischer Raum","Westdeutschland","6195","0.690613924201753","0.681138050061644","0.700089798341863"
"Gerade richtig","2014","Städtischer Raum","Ostdeutschland","826","0.725585083579354","0.700432478562014","0.750737688596695"
"Gerade richtig","2014","Ländlicher Raum","Westdeutschland","2236","0.674946506057534","0.658941264315765","0.690951747799304"
"Gerade richtig","2014","Ländlicher Raum","Ostdeutschland","1589","0.732223022852013","0.713562313929184","0.750883731774843"
"Etwas zu groß","2014","Städtischer Raum","Westdeutschland","1018","0.136924132802214","0.129876946988587","0.14397131861584"
"Etwas zu groß","2014","Städtischer Raum","Ostdeutschland","112","0.0804542753874984","0.065122368636711","0.0957861821382858"
"Etwas zu groß","2014","Ländlicher Raum","Westdeutschland","484","0.186112067513669","0.172813045235885","0.199411089791453"
"Etwas zu groß","2014","Ländlicher Raum","Ostdeutschland","234","0.123912283408804","0.110027126016948","0.13779744080066"
"Viel zu groß","2014","Städtischer Raum","Westdeutschland","142","0.0223768669941009","0.0193448152292075","0.0254089187589944"
"Viel zu groß","2014","Städtischer Raum","Ostdeutschland","2","","",""
"Viel zu groß","2014","Ländlicher Raum","Westdeutschland","80","0.0350065281465657","0.0287261347238754","0.0412869215692559"
"Viel zu groß","2014","Ländlicher Raum","Ostdeutschland","29","","",""
"Viel zu klein","2015","Städtischer Raum","Westdeutschland","295","0.0201521846591904","0.0172716847630764","0.0230326845553043"
"Viel zu klein","2015","Städtischer Raum","Ostdeutschland","38","0.0185721258489293","0.0109493250511849","0.0261949266466738"
"Viel zu klein","2015","Ländlicher Raum","Westdeutschland","63","0.00840275514064892","0.00530291509468534","0.0115025951866125"
"Viel zu klein","2015","Ländlicher Raum","Ostdeutschland","44","0.0176805209377802","0.0120073960207072","0.0233536458548532"
"Etwas zu klein","2015","Städtischer Raum","Westdeutschland","1500","0.123527103843162","0.116782167465593","0.13027204022073"
"Etwas zu klein","2015","Städtischer Raum","Ostdeutschland","218","0.156678342952719","0.13615464194523","0.177202043960209"
"Etwas zu klein","2015","Ländlicher Raum","Westdeutschland","401","0.0853167387507549","0.0758300803307926","0.0948033971707173"
"Etwas zu klein","2015","Ländlicher Raum","Ostdeutschland","244","0.102885876291248","0.0898076102563931","0.115964142326103"
"Gerade richtig","2015","Städtischer Raum","Westdeutschland","6197","0.695652100859842","0.686219994547704","0.70508420717198"
"Gerade richtig","2015","Städtischer Raum","Ostdeutschland","859","0.753540507357675","0.729208348440963","0.777872666274387"
"Gerade richtig","2015","Ländlicher Raum","Westdeutschland","2343","0.689084273643011","0.673365513437512","0.70480303384851"
"Gerade richtig","2015","Ländlicher Raum","Ostdeutschland","1526","0.743100086297449","0.724291590039387","0.761908582555512"
"Etwas zu groß","2015","Städtischer Raum","Westdeutschland","1004","0.138339094456967","0.131261785722478","0.145416403191455"
"Etwas zu groß","2015","Städtischer Raum","Ostdeutschland","85","0.0692617445634138","0.0549261713480553","0.0835973177787722"
"Etwas zu groß","2015","Ländlicher Raum","Westdeutschland","444","0.177923167610027","0.164935438249728","0.190910896970326"
"Etwas zu groß","2015","Ländlicher Raum","Ostdeutschland","232","0.125561489632202","0.111297490374837","0.139825488889567"
"Viel zu groß","2015","Städtischer Raum","Westdeutschland","146","0.0223295161808393","0.0193007664322568","0.0253582659294217"
"Viel zu groß","2015","Städtischer Raum","Ostdeutschland","5","","",""
"Viel zu groß","2015","Ländlicher Raum","Westdeutschland","80","0.0392730648555583","0.0326766470471398","0.0458694826639767"
"Viel zu groß","2015","Ländlicher Raum","Ostdeutschland","27","","",""
"Viel zu klein","2016","Städtischer Raum","Westdeutschland","453","0.0180022348834263","0.015333215325961","0.0206712544408917"
"Viel zu klein","2016","Städtischer Raum","Ostdeutschland","58","0.0161695383998644","0.00922185240837987","0.0231172243913489"
"Viel zu klein","2016","Ländlicher Raum","Westdeutschland","94","0.00685341175361146","0.00407825006278094","0.00962857344444197"
"Viel zu klein","2016","Ländlicher Raum","Ostdeutschland","80","0.0134787057390495","0.00865029474298162","0.0183071167351173"
"Etwas zu klein","2016","Städtischer Raum","Westdeutschland","1552","0.122939548980548","0.116347903125737","0.129531194835359"
"Etwas zu klein","2016","Städtischer Raum","Ostdeutschland","257","0.179322930133277","0.158191188065825","0.200454672200729"
"Etwas zu klein","2016","Ländlicher Raum","Westdeutschland","450","0.0890838026559754","0.0795015683175045","0.0986660369944463"
"Etwas zu klein","2016","Ländlicher Raum","Ostdeutschland","296","0.116588620743308","0.103150563737362","0.130026677749254"
"Gerade richtig","2016","Städtischer Raum","Westdeutschland","6474","0.705169726107964","0.696016669210465","0.714322783005462"
"Gerade richtig","2016","Städtischer Raum","Ostdeutschland","836","0.706227825265302","0.681137344694389","0.731318305836214"
"Gerade richtig","2016","Ländlicher Raum","Westdeutschland","2336","0.672534179162104","0.656748314659823","0.688320043664386"
"Gerade richtig","2016","Ländlicher Raum","Ostdeutschland","1573","0.736981605978195","0.718546387562713","0.755416824393676"
"Etwas zu groß","2016","Städtischer Raum","Westdeutschland","923","0.132229381234184","0.125429524727788","0.13902923774058"
"Etwas zu groß","2016","Städtischer Raum","Ostdeutschland","108","0.0938313668164782","0.0777689914058305","0.109893742227126"
"Etwas zu groß","2016","Ländlicher Raum","Westdeutschland","434","0.193719601037331","0.18042552875741","0.207013673317252"
"Etwas zu groß","2016","Ländlicher Raum","Ostdeutschland","217","0.122090001816123","0.10838143826022","0.135798565372027"
"Viel zu groß","2016","Städtischer Raum","Westdeutschland","131","0.0216591087938774","0.0187369844735436","0.0245812331142112"
"Viel zu groß","2016","Städtischer Raum","Ostdeutschland","7","","",""
"Viel zu groß","2016","Ländlicher Raum","Westdeutschland","81","0.037809005390978","0.0313931218508476","0.0442248889311085"
"Viel zu groß","2016","Ländlicher Raum","Ostdeutschland","25","","",""
"Viel zu klein","2017","Städtischer Raum","Westdeutschland","509","0.020469187003612","0.0177705360390814","0.0231678379681427"
"Viel zu klein","2017","Städtischer Raum","Ostdeutschland","51","0.0184231374272622","0.0113840228160989","0.0254622520384255"
"Viel zu klein","2017","Ländlicher Raum","Westdeutschland","133","0.0114003298433447","0.00806162967178486","0.0147390300149045"
"Viel zu klein","2017","Ländlicher Raum","Ostdeutschland","80","0.018351776310083","0.0129684844539682","0.0237350681661979"
"Etwas zu klein","2017","Städtischer Raum","Westdeutschland","1697","0.114631158801358","0.108559591293199","0.120702726309517"
"Etwas zu klein","2017","Städtischer Raum","Ostdeutschland","274","0.170699247658934","0.151004704220202","0.190393791097666"
"Etwas zu klein","2017","Ländlicher Raum","Westdeutschland","475","0.0832152697666152","0.0745287926741173","0.091901746859113"
"Etwas zu klein","2017","Ländlicher Raum","Ostdeutschland","297","0.100852083389584","0.0887742526771247","0.112929914102044"
"Gerade richtig","2017","Städtischer Raum","Westdeutschland","7165","0.711129202137016","0.702491197219259","0.719767207054773"
"Gerade richtig","2017","Städtischer Raum","Ostdeutschland","957","0.736322538062066","0.71325800663436","0.759387069489773"
"Gerade richtig","2017","Ländlicher Raum","Westdeutschland","2680","0.675126157117678","0.660397663850501","0.689854650384854"
"Gerade richtig","2017","Ländlicher Raum","Ostdeutschland","1740","0.742762481178657","0.725230820155724","0.76029414220159"
"Etwas zu groß","2017","Städtischer Raum","Westdeutschland","1052","0.129218256082647","0.122825266961132","0.135611245204163"
"Etwas zu groß","2017","Städtischer Raum","Ostdeutschland","111","0.0687096200794839","0.0554684788978644","0.0819507612611035"
"Etwas zu groß","2017","Ländlicher Raum","Westdeutschland","509","0.190294597945051","0.177949764676301","0.202639431213802"
"Etwas zu groß","2017","Ländlicher Raum","Ostdeutschland","242","0.126216063377757","0.112896491269063","0.13953563548645"
"Viel zu groß","2017","Städtischer Raum","Westdeutschland","153","0.0245521959753665","0.0216027899807153","0.0275016019700178"
"Viel zu groß","2017","Städtischer Raum","Ostdeutschland","9","","",""
"Viel zu groß","2017","Ländlicher Raum","Westdeutschland","87","0.0399636453273113","0.0338035863807627","0.0461237042738598"
"Viel zu groß","2017","Ländlicher Raum","Ostdeutschland","29","","",""
"Viel zu klein","2018","Städtischer Raum","Westdeutschland","495","0.0187738145219024","0.0161744130205584","0.0213732160232464"
"Viel zu klein","2018","Städtischer Raum","Ostdeutschland","50","0.0170339973864551","0.010296622665678","0.0237713721072322"
"Viel zu klein","2018","Ländlicher Raum","Westdeutschland","107","0.0127445243743772","0.00907935454257109","0.0164096942061832"
"Viel zu klein","2018","Ländlicher Raum","Ostdeutschland","61","0.0146184586958983","0.00977315164831618","0.0194637657434804"
"Etwas zu klein","2018","Städtischer Raum","Westdeutschland","1704","0.115018980682344","0.108908656185764","0.121129305178925"
"Etwas zu klein","2018","Städtischer Raum","Ostdeutschland","254","0.157972212379345","0.138982572535481","0.17696185222321"
"Etwas zu klein","2018","Ländlicher Raum","Westdeutschland","447","0.0911390570015273","0.0817349297487145","0.10054318425434"
"Etwas zu klein","2018","Ländlicher Raum","Ostdeutschland","290","0.0933468710836831","0.0816022566246204","0.105091485542746"
"Gerade richtig","2018","Städtischer Raum","Westdeutschland","7060","0.711894013884596","0.703220474581943","0.72056755318725"
"Gerade richtig","2018","Städtischer Raum","Ostdeutschland","1010","0.754071743876716","0.731649776583022","0.776493711170411"
"Gerade richtig","2018","Ländlicher Raum","Westdeutschland","2453","0.660495869880863","0.645022849570215","0.675968890191511"
"Gerade richtig","2018","Ländlicher Raum","Ostdeutschland","1751","0.757998107363095","0.740707440569619","0.775288774156572"
"Etwas zu groß","2018","Städtischer Raum","Westdeutschland","1074","0.13397920188374","0.127455480670995","0.140502923096485"
"Etwas zu groß","2018","Städtischer Raum","Ostdeutschland","94","0.0648035182140919","0.0519857064239256","0.0776213300042583"
"Etwas zu groß","2018","Ländlicher Raum","Westdeutschland","518","0.202052783513074","0.188932687523971","0.215172879502177"
"Etwas zu groß","2018","Ländlicher Raum","Ostdeutschland","235","0.128641304799535","0.115125030317175","0.142157579281895"
"Viel zu groß","2018","Städtischer Raum","Westdeutschland","140","0.020333989027417","0.0176308844247007","0.0230370936301332"
"Viel zu groß","2018","Städtischer Raum","Ostdeutschland","9","","",""
"Viel zu groß","2018","Ländlicher Raum","Westdeutschland","73","0.0335677652301583","0.0276825218208971","0.0394530086394195"
"Viel zu groß","2018","Ländlicher Raum","Ostdeutschland","20","","",""
"Viel zu klein","2019","Städtischer Raum","Westdeutschland","466","0.017938208134311","0.0154046847072747","0.0204717315613474"
"Viel zu klein","2019","Städtischer Raum","Ostdeutschland","41","0.0167588675155188","0.0101033117038241","0.0234144233272136"
"Viel zu klein","2019","Ländlicher Raum","Westdeutschland","76","0.00750950235384112","0.00469330395229303","0.0103257007553892"
"Viel zu klein","2019","Ländlicher Raum","Ostdeutschland","48","0.0105724885768185","0.00650091406948566","0.0146440630841514"
"Etwas zu klein","2019","Städtischer Raum","Westdeutschland","1510","0.113231630731735","0.107183029333407","0.119280232130064"
"Etwas zu klein","2019","Städtischer Raum","Ostdeutschland","235","0.166875026894301","0.147542762442787","0.186207291345816"
"Etwas zu klein","2019","Ländlicher Raum","Westdeutschland","408","0.0886209904526415","0.0793502952930528","0.0978916856122301"
"Etwas zu klein","2019","Ländlicher Raum","Ostdeutschland","287","0.0908634560327016","0.0794217452279685","0.102305166837435"
"Gerade richtig","2019","Städtischer Raum","Westdeutschland","7166","0.710534995405348","0.701878207897238","0.719191782913458"
"Gerade richtig","2019","Städtischer Raum","Ostdeutschland","1001","0.729532677903174","0.706501733223061","0.752563622583287"
"Gerade richtig","2019","Ländlicher Raum","Westdeutschland","2519","0.680602928040242","0.665393710845061","0.695812145235423"
"Gerade richtig","2019","Ländlicher Raum","Ostdeutschland","1771","0.755958089643104","0.738859399167086","0.773056780119122"
"Etwas zu groß","2019","Städtischer Raum","Westdeutschland","1200","0.133629266600321","0.127134423459445","0.140124109741197"
"Etwas zu groß","2019","Städtischer Raum","Ostdeutschland","142","0.0836662395773242","0.0693102231931237","0.0980222559615247"
"Etwas zu groß","2019","Ländlicher Raum","Westdeutschland","516","0.190158291888929","0.177357047351622","0.202959536426237"
"Etwas zu groß","2019","Ländlicher Raum","Ostdeutschland","289","0.137887604193828","0.124162162129394","0.151613046258262"
"Viel zu groß","2019","Städtischer Raum","Westdeutschland","201","0.0246658991282846","0.0217052211885771","0.027626577067992"
"Viel zu groß","2019","Städtischer Raum","Ostdeutschland","10","","",""
"Viel zu groß","2019","Ländlicher Raum","Westdeutschland","91","0.0331082872643461","0.0272717969873957","0.0389447775412965"
"Viel zu groß","2019","Ländlicher Raum","Ostdeutschland","29","","",""
"Viel zu klein","2020","Städtischer Raum","Westdeutschland","567","0.0154612148474894","0.0132370897813831","0.0176853399135957"
"Viel zu klein","2020","Städtischer Raum","Ostdeutschland","57","0.0179196552319819","0.011291890013868","0.0245474204500958"
"Viel zu klein","2020","Ländlicher Raum","Westdeutschland","120","0.00843594484443243","0.00548098601107725","0.0113909036777876"
"Viel zu klein","2020","Ländlicher Raum","Ostdeutschland","52","0.00716981046534905","0.00373663955977768","0.0106029813709204"
"Etwas zu klein","2020","Städtischer Raum","Westdeutschland","1940","0.124105861336503","0.118162352141133","0.130049370531872"
"Etwas zu klein","2020","Städtischer Raum","Ostdeutschland","265","0.157838290133228","0.139623141863091","0.176053438403365"
"Etwas zu klein","2020","Ländlicher Raum","Westdeutschland","448","0.0987684840135101","0.0891290494190779","0.108407918607942"
"Etwas zu klein","2020","Ländlicher Raum","Ostdeutschland","254","0.0951042664350121","0.083167041733869","0.107041491136155"
"Gerade richtig","2020","Städtischer Raum","Westdeutschland","7952","0.705379734154551","0.697161778755429","0.713597689553673"
"Gerade richtig","2020","Städtischer Raum","Ostdeutschland","1080","0.741233715701007","0.719353066236189","0.763114365165825"
"Gerade richtig","2020","Ländlicher Raum","Westdeutschland","2494","0.656717770862268","0.641377281043449","0.672058260681087"
"Gerade richtig","2020","Ländlicher Raum","Ostdeutschland","1714","0.75760626646084","0.740168672060232","0.775043860861447"
"Etwas zu groß","2020","Städtischer Raum","Westdeutschland","1173","0.130001351187599","0.123938816946167","0.136063885429032"
"Etwas zu groß","2020","Städtischer Raum","Ostdeutschland","124","0.0789805710088653","0.0655057404866248","0.0924554015311057"
"Etwas zu groß","2020","Ländlicher Raum","Westdeutschland","526","0.195538165661342","0.182723931007243","0.208352400315441"
"Etwas zu groß","2020","Ländlicher Raum","Ostdeutschland","264","0.125377367732282","0.111902514981856","0.138852220482708"
"Viel zu groß","2020","Städtischer Raum","Westdeutschland","189","0.0250518384738575","0.0222345485233444","0.0278691284243706"
"Viel zu groß","2020","Städtischer Raum","Ostdeutschland","13","","",""
"Viel zu groß","2020","Ländlicher Raum","Westdeutschland","92","0.0405396346184477","0.0341676074878263","0.0469116617490692"
"Viel zu groß","2020","Ländlicher Raum","Ostdeutschland","36","0.0147422889065177","0.00983816449924807","0.0196464133137873"
